""	"x"
"83"	"snoU109"
"84"	"TROVE2"
"85"	"UCHL5"
"86"	"KIF14"
"87"	"ZBED6"
"88"	"ZC3H11A"
"89"	"PFKFB2"
"90"	"YOD1"
"91"	"C4BPB"
"92"	"C4BPA"
"93"	"CAMK1G"
"94"	"LAMB3"
"95"	"ADORA2BP"
"96"	"TRAF3IP3"
"97"	"KCTD3"
"98"	"RP11-361K17.2"
"99"	"LEFTY2"
"100"	"PYCR2"
"101"	"RP4-559A3.6"
"102"	"RP4-559A3.7"
"103"	"C1orf131"
"104"	"GNPAT"
"105"	"FH"
"106"	"KMO"
"107"	"CHML"
"108"	"WDR64"
"109"	"RP11-269F20.1"
"110"	"ZBTB18"
"111"	"RNU6-999P"
"112"	"AL359878.1"
"113"	"GTPBP4"
"114"	"IDI1"
"115"	"WDR37"
"116"	"PFKFB3"
"117"	"RP3-323N1.2"
"118"	"DHTKD1"
"119"	"U6"
"120"	"C10orf111"
"121"	"RPP38"
"122"	"ARHGAP21"
"123"	"CISD1"
"124"	"IPMK"
"125"	"ADO"
"126"	"RP11-436D10.3"
"127"	"REEP3"
"128"	"HNRNPH3"
"129"	"PBLD"
"130"	"CCAR1"
"131"	"SNORD98"
"132"	"MIR1254-1"
"133"	"VPS26A"
"134"	"SUPV3L1"
"135"	"HKDC1"
"136"	"RNU6-805P"
"137"	"BMPR1A"
"138"	"RP11-359E3.4"
"139"	"IFIT2"
"140"	"IFIT3"
"141"	"SNORA25"
"142"	"CYP26C1"
"143"	"RP11-348J12.2"
"144"	"CYP26A1"
"145"	"CEP55"
"146"	"RNU2-43P"
"147"	"ADRB1"
"148"	"RNU6-709P"
"149"	"FAM53B"
"150"	"BCCIP"
"151"	"DHX32"
"152"	"FANK1"
"153"	"B4GALNT4"
"154"	"CHRNA10"
"155"	"NUP98"
"156"	"RNU6-1143P"
"157"	"RNU7-50P"
"158"	"PGAP2"
"159"	"RHOG"
"160"	"RRM1"
"161"	"RRM1-AS1"
"162"	"OR51D1"
"163"	"OR51E1"
"164"	"OR51F5P"
"165"	"OR51T1"
"166"	"OR51G2"
"167"	"OR52E2"
"168"	"OR52A4"
"169"	"OR51V1"
"170"	"AC104389.16"
"171"	"OR51B4"
"172"	"OR51B2"
"173"	"OR51M1"
"174"	"OR51J1"
"175"	"TRIM22"
"176"	"OR52N4"
"177"	"OR52N5"
"178"	"OR52N1"
"179"	"OR52N2"
"180"	"OR52E4"
"181"	"DENND5A"
"182"	"RNU7-49P"
"183"	"COPB1"
"184"	"PDE3B"
"185"	"PSMA1"
"186"	"CD44"
"187"	"RP4-607I7.1"
"188"	"FJX1"
"189"	"LRRC4C"
"190"	"AGBL2"
"191"	"FNBP4"
"192"	"Y_RNA"
"193"	"PTPRJ"
"194"	"AC103828.1"
"195"	"RP11-872D17.4"
"196"	"CDC42BPG"
"197"	"CDC42EP2"
"198"	"DPF2"
"199"	"TIGD3"
"200"	"PPP6R3"
"201"	"RP11-809N8.4"
"202"	"RP11-167N4.2"
"203"	"SNORA7"
"204"	"AP001372.2"
"205"	"LIPT2"
"206"	"POLD3"
"207"	"KCTD21"
"208"	"USP35"
"209"	"GAB2"
"210"	"COPS8P3"
"211"	"RNU6-311P"
"212"	"C11orf82"
"213"	"PRCP"
"214"	"RAB30"
"215"	"RP11-113K21.1"
"216"	"RP11-659G9.3"
"217"	"SNORA70E"
"218"	"RAB30-AS1"
"219"	"PCF11"
"220"	"CTSC"
"221"	"GRM5-AS1"
"222"	"CHORDC1"
"223"	"SMCO4"
"224"	"KIAA1731"
"225"	"SNORA1"
"226"	"SNORA32"
"227"	"SNORD6"
"228"	"MIR1304"
"229"	"SNORA18"
"230"	"SNORA40"
"231"	"SNORA8"
"232"	"SNORD5"
"233"	"TAF1D"
"234"	"C11orf54"
"235"	"MED17"
"236"	"ALG9"
"237"	"C11orf1"
"238"	"FDXACB1"
"239"	"SCN4B"
"240"	"SCN2B"
"241"	"AMICA1"
"242"	"CHEK1"
"243"	"RNU2-35P"
"244"	"ACRV1"
"245"	"PATE2"
"246"	"RP11-890B15.2"
"247"	"VWF"
"248"	"CD9"
"249"	"RN7SL391P"
"250"	"TNFRSF1A"
"251"	"CD27-AS1"
"252"	"TAPBPL"
"253"	"VAMP1"
"254"	"GAPDH"
"255"	"RP5-940J5.3"
"256"	"IFFO1"
"257"	"PEX5"
"258"	"RP11-273B20.3"
"259"	"ACSM4"
"260"	"CD163L1"
"261"	"SLC2A3"
"262"	"RP11-705C15.2"
"263"	"RP11-705C15.4"
"264"	"CLECL1"
"265"	"CD69"
"266"	"CLEC2B"
"267"	"RP11-290C10.1"
"268"	"AC091814.3"
"269"	"CLEC12A"
"270"	"CLEC12B"
"271"	"CLEC9A"
"272"	"RP11-133L14.5"
"273"	"CLEC7A"
"274"	"OLR1"
"275"	"TMEM52B"
"276"	"GABARAPL1"
"277"	"RP11-656E20.5"
"278"	"STYK1"
"279"	"YBX3"
"280"	"RNU6-676P"
"281"	"PDE3A"
"282"	"RP11-284H19.1"
"283"	"IFLTD1"
"284"	"SSPN"
"285"	"BHLHE41"
"286"	"RP11-283G6.3"
"287"	"ASUN"
"288"	"FGFR1OP2"
"289"	"RP11-421F16.3"
"290"	"TM7SF3"
"291"	"MED21"
"292"	"PPFIBP1"
"293"	"REP15"
"294"	"MANSC4"
"295"	"AC012150.1"
"296"	"FAR2"
"297"	"RP11-946L16.1"
"298"	"IPO8"
"299"	"CAPRIN2"
"300"	"RP11-77I22.2"
"301"	"FAM60A"
"302"	"PPHLN1"
"303"	"ZCRB1"
"304"	"IRAK4"
"305"	"PUS7L"
"306"	"AQP5"
"307"	"RP11-469H8.6"
"308"	"AQP6"
"309"	"RNU6-769P"
"310"	"ANKRD33"
"311"	"CBX5"
"312"	"HNRNPA1"
"313"	"RP11-968A15.8"
"314"	"RNU6-950P"
"315"	"MIR148B"
"316"	"GPR84"
"317"	"ZNF385A"
"318"	"ITGA5"
"319"	"RP11-753H16.3"
"320"	"RP11-762I7.4"
"321"	"SARNP"
"322"	"ORMDL2"
"323"	"DNAJC14"
"324"	"RP11-762I7.5"
"325"	"TMEM198B"
"326"	"CTDSP2"
"327"	"RP11-620J15.1"
"328"	"MON2"
"329"	"PPM1H"
"330"	"SNORA17"
"331"	"THAP2"
"332"	"ZFC3H1"
"333"	"RP11-293I14.2"
"334"	"RAB21"
"335"	"TBC1D15"
"336"	"DUSP6"
"337"	"ATP2B1"
"338"	"LINC00936"
"339"	"MRPL2P1"
"340"	"RNU6-148P"
"341"	"NUDT4"
"342"	"RP11-486A14.2"
"343"	"CHPT1"
"344"	"SYCP3"
"345"	"RNU6-101P"
"346"	"ANKLE2"
"347"	"CTD-2140B24.4"
"348"	"ZNF10"
"349"	"ZNF268"
"350"	"ZNF891"
"351"	"GJB2"
"352"	"CRYL1"
"353"	"IFT88"
"354"	"POMP"
"355"	"KATNAL1"
"356"	"HMGB1"
"357"	"USPL1"
"358"	"FRY-AS1"
"359"	"FRY"
"360"	"RP11-37E23.5"
"361"	"BRCA2"
"362"	"ZAR1L"
"363"	"SPG20"
"364"	"SPG20OS"
"365"	"RFXAP"
"366"	"ALG5"
"367"	"EXOSC8"
"368"	"AL138706.1"
"369"	"ELF1"
"370"	"WBP4"
"371"	"TSC22D1"
"372"	"LRCH1"
"373"	"AL137118.1"
"374"	"DHRS12"
"375"	"RP11-327P2.5"
"376"	"AC000403.1"
"377"	"KCTD12"
"378"	"IRG1"
"379"	"CLN5"
"380"	"PCCA-AS1"
"381"	"RAB20"
"382"	"ANKRD10"
"383"	"RP11-159L20.2"
"384"	"RP11-829H16.1"
"385"	"RP11-829H16.2"
"386"	"PNN"
"387"	"RP11-407N17.4"
"388"	"TRAPPC6B"
"389"	"CTAGE5"
"390"	"FBXO33"
"391"	"C14orf28"
"392"	"RP11-857B24.1"
"393"	"RP11-857B24.5"
"394"	"FAM179B"
"395"	"KLHL28"
"396"	"CTD-3028N15.1"
"397"	"PRPF39"
"398"	"SNORD58"
"399"	"SNORD127"
"400"	"FANCM"
"401"	"FKBP3"
"402"	"MIS18BP1"
"403"	"SAMD4A"
"404"	"GCH1"
"405"	"TBPL2"
"406"	"KIAA0586"
"407"	"TIMM9"
"408"	"DAAM1"
"409"	"SIX1"
"410"	"SIX4"
"411"	"MNAT1"
"412"	"PRKCH"
"413"	"RP11-47I22.4"
"414"	"RP11-47I22.1"
"415"	"RP11-47I22.2"
"416"	"RP11-47I22.3"
"417"	"AKAP5"
"418"	"CTD-2555O16.3"
"419"	"ZBTB1"
"420"	"ZBTB25"
"421"	"GPHN"
"422"	"PLEK2"
"423"	"PIGH"
"424"	"ARG2"
"425"	"RP11-643G16.4"
"426"	"VTI1B"
"427"	"RP1-261D10.2"
"428"	"SIPA1L1"
"429"	"SNORD56B"
"430"	"IRF2BPL"
"431"	"CIPC"
"432"	"RP11-463C8.4"
"433"	"GSTZ1"
"434"	"POMT2"
"435"	"SNORA79"
"436"	"GTF2A1"
"437"	"STON2"
"438"	"FOXN3-AS1"
"439"	"FOXN3"
"440"	"EFCAB11"
"441"	"RP11-33N16.3"
"442"	"TDP1"
"443"	"SMEK1"
"444"	"FBLN5"
"445"	"RIN3"
"446"	"LGMN"
"447"	"VRK1"
"448"	"CTD-2017C7.1"
"449"	"CTD-2017C7.3"
"450"	"DYNC1H1"
"451"	"UBE3A"
"452"	"MTMR10"
"453"	"KLF13"
"454"	"DPH6-AS1"
"455"	"DPH6"
"456"	"SPRED1"
"457"	"C15orf53"
"458"	"CEP152"
"459"	"RP11-485O10.3"
"460"	"DTWD1"
"461"	"FAM227B"
"462"	"ATP8B4"
"463"	"AP4E1"
"464"	"CTD-2650P22.1"
"465"	"MAPK6"
"466"	"MIR1266"
"467"	"ADAM10"
"468"	"USP3"
"469"	"FBXL22"
"470"	"USP3-AS1"
"471"	"SMAD6"
"472"	"HEXA-AS1"
"473"	"HEXA"
"474"	"RP11-106M3.1"
"475"	"RP11-106M3.2"
"476"	"TMC3"
"477"	"FANCI"
"478"	"ADAMTS17"
"479"	"ALDH1A3"
"480"	"LRRK1"
"481"	"RP11-66B24.4"
"482"	"CHSY1"
"483"	"VIMP"
"484"	"RP11-299G20.2"
"485"	"SNRPA1"
"486"	"ERCC4"
"487"	"RPS26P52"
"488"	"MIR193B"
"489"	"MIR365A"
"490"	"ORC6"
"491"	"VPS35"
"492"	"RBL2"
"493"	"AKTIP"
"494"	"CTD-2600O9.1"
"495"	"KIFC3"
"496"	"SNORA46"
"497"	"CNOT1"
"498"	"SNORA50"
"499"	"CYB5B"
"500"	"WDR59"
"501"	"ZNRF1"
"502"	"CTRB2"
"503"	"CTRB1"
"504"	"RP11-331F4.4"
"505"	"BCAR1"
"506"	"RNU6-758P"
"507"	"AC109333.10"
"508"	"SLC52A1"
"509"	"ACAP1"
"510"	"KCTD11"
"511"	"SENP3"
"512"	"TNFSF13"
"513"	"EIF4A1"
"514"	"SNORA67"
"515"	"MAP2K4"
"516"	"RPL21P122"
"517"	"EPN2"
"518"	"B9D1"
"519"	"MAPK7"
"520"	"MFAP4"
"521"	"ALDH3A2"
"522"	"SNORA31"
"523"	"RP11-311F12.1"
"524"	"SLC47A2"
"525"	"CTD-2350C19.1"
"526"	"CTD-2350C19.2"
"527"	"SLC46A1"
"528"	"SLFN12"
"529"	"CCL16"
"530"	"CCL14"
"531"	"CCL15-CCL14"
"532"	"CCL15"
"533"	"RP11-104J23.1"
"534"	"CCL23"
"535"	"MSL1"
"536"	"CTD-2267D19.4"
"537"	"GJD3"
"538"	"KANSL1-AS1"
"539"	"KANSL1"
"540"	"HOXB3"
"541"	"HOXB-AS3"
"542"	"HOXB6"
"543"	"HOXB8"
"544"	"HOXB9"
"545"	"HOXB-AS4"
"546"	"PCTP"
"547"	"PTRH2"
"548"	"VMP1"
"549"	"SCARNA20"
"550"	"C17orf64"
"551"	"USP32"
"552"	"RP11-332H18.4"
"553"	"RP11-332H18.5"
"554"	"TBX2"
"555"	"C17orf82"
"556"	"PRKAR1A"
"557"	"ABCA9"
"558"	"AFG3L2"
"559"	"RNU7-129P"
"560"	"SLMO1"
"561"	"SEH1L"
"562"	"LDLRAD4"
"563"	"RP11-794M8.1"
"564"	"RNU5A-6P"
"565"	"IMPACT"
"566"	"RP11-178F10.1"
"567"	"RNU6-1050P"
"568"	"TRAPPC8"
"569"	"RP11-326K13.4"
"570"	"ZNF397"
"571"	"PIK3C3"
"572"	"NFATC1"
"573"	"ABHD17A"
"574"	"CTB-31O20.2"
"575"	"CTB-31O20.9"
"576"	"CTD-2369P2.4"
"577"	"ICAM1"
"578"	"MRPL4"
"579"	"CTD-2369P2.8"
"580"	"ICAM4"
"581"	"KRI1"
"582"	"CDKN2D"
"583"	"ILF3-AS1"
"584"	"ILF3"
"585"	"ZNF45"
"586"	"AC084219.4"
"587"	"ZNF225"
"588"	"EMC10"
"589"	"FAM71E1"
"590"	"CTD-2545M3.2"
"591"	"CTD-2545M3.8"
"592"	"JOSD2"
"593"	"ASPDH"
"594"	"CLEC11A"
"595"	"GPR32"
"596"	"SNORD88A"
"597"	"SNORD88B"
"598"	"C19orf48"
"599"	"SNORD88C"
"600"	"AC012314.8"
"601"	"CNOT3"
"602"	"LENG1"
"603"	"TMC4"
"604"	"MBOAT7"
"605"	"TSEN34"
"606"	"AC012314.20"
"607"	"RPS9"
"608"	"LENG8-AS1"
"609"	"LENG8"
"610"	"MRPL33"
"611"	"BRE"
"612"	"RBKS"
"613"	"RP11-674I16.1"
"614"	"AC074011.2"
"615"	"AL121652.1"
"616"	"RNU6-647P"
"617"	"BIRC6"
"618"	"MIR558"
"619"	"AC018693.6"
"620"	"RNU6-851P"
"621"	"CDKL4"
"622"	"RNU6-242P"
"623"	"ZFP36L2"
"624"	"AC010883.5"
"625"	"CCDC88A"
"626"	"RNU6-221P"
"627"	"RNU6-634P"
"628"	"CCDC104"
"629"	"SNORA12"
"630"	"PNPT1"
"631"	"MIR216B"
"632"	"AC010733.4"
"633"	"REL"
"634"	"RNU4-51P"
"635"	"PEX13"
"636"	"PUS10"
"637"	"KIAA1841"
"638"	"AFTPH"
"639"	"RP11-568N6.1"
"640"	"PNO1"
"641"	"WDR92"
"642"	"PPP3R1"
"643"	"RP11-474G23.1"
"644"	"AC017083.3"
"645"	"C2orf68"
"646"	"USP39"
"647"	"SFTPB"
"648"	"GNLY"
"649"	"RNU1-38P"
"650"	"ATOH8"
"651"	"POLR1A"
"652"	"PTCD3"
"653"	"SNORD94"
"654"	"ZNF2"
"655"	"ZNF514"
"656"	"TMEM131"
"657"	"VWA3B"
"658"	"AC092675.4"
"659"	"CNGA3"
"660"	"AC092675.3"
"661"	"SLC9A2"
"662"	"NCK2"
"663"	"AC018878.3"
"664"	"UXS1"
"665"	"IL1F10"
"666"	"RNU6-1180P"
"667"	"IL1RN"
"668"	"AC144449.1"
"669"	"MMADHC"
"670"	"TNFAIP6"
"671"	"CERS6"
"672"	"AC007556.3"
"673"	"AC009967.3"
"674"	"SSB"
"675"	"CHRNA1"
"676"	"RNU6ATAC19P"
"677"	"ZNF804A"
"678"	"AC018867.1"
"679"	"CALCRL"
"680"	"C2orf47"
"681"	"TYW5"
"682"	"AC007163.6"
"683"	"BZW1"
"684"	"AC005037.1"
"685"	"AC005037.2"
"686"	"CDK15"
"687"	"AC007242.1"
"688"	"RNU6-440P"
"689"	"FZD7"
"690"	"RP11-107N15.1"
"691"	"AC079354.1"
"692"	"MARCH4"
"693"	"AAMP"
"694"	"GPBAR1"
"695"	"RP11-378A13.1"
"696"	"PNKD"
"697"	"TMBIM1"
"698"	"RNU6-619P"
"699"	"FARSB"
"700"	"MOGAT1"
"701"	"AC016712.1"
"702"	"AC005220.3"
"703"	"FAM210B"
"704"	"AURKA"
"705"	"CSTF1"
"706"	"ATP5J"
"707"	"GABPA"
"708"	"ADAMTS1"
"709"	"C21orf49"
"710"	"PAXBP1"
"711"	"AP000304.12"
"712"	"ATP5O"
"713"	"AP000692.10"
"714"	"MORC3"
"715"	"DERL3"
"716"	"CCDC117"
"717"	"ZNRF3"
"718"	"SEPT3"
"719"	"CTA-250D10.19"
"720"	"SLC25A5P1"
"721"	"WBP2NL"
"722"	"SMDT1"
"723"	"NDUFA6-AS1"
"724"	"NDUFA6"
"725"	"RP1-257I20.14"
"726"	"EGOT"
"727"	"BHLHE40-AS1"
"728"	"BHLHE40"
"729"	"RAD18"
"730"	"SETD5-AS1"
"731"	"SETD5"
"732"	"HDAC11-AS1"
"733"	"HDAC11"
"734"	"MIR4442"
"735"	"TOP2B"
"736"	"NGLY1"
"737"	"OXSM"
"738"	"CMTM6"
"739"	"GLB1"
"740"	"TMPPE"
"741"	"RNU7-110P"
"742"	"UBP1"
"743"	"CCDC13-AS1"
"744"	"CCDC13"
"745"	"AC104434.1"
"746"	"SNRK"
"747"	"MIR138-1"
"748"	"RP4-555D20.2"
"749"	"TOPAZ1"
"750"	"LTF"
"751"	"RTP3"
"752"	"ARHGEF3"
"753"	"RP11-157F20.3"
"754"	"IL17RD"
"755"	"APPL1"
"756"	"HESX1"
"757"	"SLMAP"
"758"	"PROK2"
"759"	"AC112219.1"
"760"	"ZPLD1"
"761"	"BBX"
"762"	"SNORA70"
"763"	"DZIP3"
"764"	"KIAA1524"
"765"	"PLCXD2"
"766"	"ABHD10"
"767"	"C3orf52"
"768"	"MIR567"
"769"	"GCSAM"
"770"	"RP11-757F18.5"
"771"	"SLC9C1"
"772"	"CD200"
"773"	"CD200R1"
"774"	"GTPBP8"
"775"	"OSBPL11"
"776"	"AC023593.1"
"777"	"ABTB1"
"778"	"SUCNR1"
"779"	"P2RY1"
"780"	"MME"
"781"	"SLC33A1"
"782"	"LXN"
"783"	"IFT80"
"784"	"SMC4"
"785"	"MIR15B"
"786"	"MIR16-2"
"787"	"ACTRT3"
"788"	"RP11-816J6.3"
"789"	"RP11-379K17.4"
"790"	"SEC62"
"791"	"TMEM212"
"792"	"AC092964.1"
"793"	"MCCC1"
"794"	"MCF2L2"
"795"	"C3orf70"
"796"	"MB21D2"
"797"	"RP11-135A1.2"
"798"	"HES1"
"799"	"AC108676.1"
"800"	"ATP13A3"
"801"	"LINC00884"
"802"	"LCORL"
"803"	"NFXL1"
"804"	"NIPAL1"
"805"	"TXK"
"806"	"TEC"
"807"	"OCIAD1-AS1"
"808"	"CHIC2"
"809"	"RNU6-998P"
"810"	"SNORA62"
"811"	"IL8"
"812"	"PF4V1"
"813"	"PAQR3"
"814"	"ENOPH1"
"815"	"HNRNPDL"
"816"	"COQ2"
"817"	"HELQ"
"818"	"MRPS18C"
"819"	"HERC3"
"820"	"PIGY"
"821"	"PYURF"
"822"	"RP11-466G12.2"
"823"	"FAM13A"
"824"	"RP11-84C13.1"
"825"	"TIGD2"
"826"	"SEC24D"
"827"	"FABP2"
"828"	"PRDM5"
"829"	"NDNF"
"830"	"RNU6-948P"
"831"	"CCNA2"
"832"	"HSPA4L"
"833"	"PGRMC2"
"834"	"JADE1"
"835"	"C4orf33"
"836"	"SCLT1"
"837"	"SLC7A11"
"838"	"AC097658.1"
"839"	"GAB1"
"840"	"SMARCA5-AS1"
"841"	"SMARCA5"
"842"	"RNU7-194P"
"843"	"LRBA"
"844"	"MAB21L2"
"845"	"RP11-1336O20.2"
"846"	"AC093817.1"
"847"	"FAM198B"
"848"	"RP11-597D13.9"
"849"	"U3"
"850"	"PPID"
"851"	"FNIP2"
"852"	"RNU6-128P"
"853"	"AC093700.1"
"854"	"RP11-815N9.2"
"855"	"C4orf45"
"856"	"RAPGEF2"
"857"	"RPL37"
"858"	"SNORD72"
"859"	"FST"
"860"	"ADAMTS6"
"861"	"CENPK"
"862"	"PPWD1"
"863"	"RNU6-540P"
"864"	"CTC-534A2.2"
"865"	"TRAPPC13"
"866"	"TRIM23"
"867"	"NLN"
"868"	"SGTB"
"869"	"CTD-2033C11.1"
"870"	"ERBB2IP"
"871"	"ANKRD31"
"872"	"HOMER1"
"873"	"PAPD4"
"874"	"CMYA5"
"875"	"CTC-431G16.2"
"876"	"RP11-168A11.1"
"877"	"SERINC5"
"878"	"SPZ1"
"879"	"RNU6-211P"
"880"	"ZFYVE16"
"881"	"CTD-2015H6.3"
"882"	"FAM151B"
"883"	"SSBP2"
"884"	"TMEM167A"
"885"	"XRCC4"
"886"	"VCAN-AS1"
"887"	"GPR98"
"888"	"LYSMD3"
"889"	"FAM172A"
"890"	"AC008592.5"
"891"	"CTD-2337A12.1"
"892"	"ELL2"
"893"	"ERAP2"
"894"	"CTD-2215E18.2"
"895"	"CHD1"
"896"	"RNU6-402P"
"897"	"CTD-2007H13.3"
"898"	"GIN1"
"899"	"PPIP5K2"
"900"	"SLC25A46"
"901"	"TMEM232"
"902"	"EPB41L4A-AS1"
"903"	"SNORA13"
"904"	"CTC-487M23.8"
"905"	"SRP19"
"906"	"TRIM36"
"907"	"CTC-428G20.1"
"908"	"CTC-428G20.6"
"909"	"PGGT1B"
"910"	"CCDC112"
"911"	"FEM1C"
"912"	"AP3S1"
"913"	"ATG12"
"914"	"DTWD2"
"915"	"CXXC5"
"916"	"PCDHB7"
"917"	"PCDHB14"
"918"	"PCDHB18"
"919"	"AC008781.7"
"920"	"DIAPH1"
"921"	"CTC-255N20.1"
"922"	"STK32A"
"923"	"FAM114A2"
"924"	"MFAP3"
"925"	"HAND1"
"926"	"CNOT8"
"927"	"FAXDC2"
"928"	"GEMIN5"
"929"	"MRPL22"
"930"	"KIF4B"
"931"	"C5orf54"
"932"	"CCNG1"
"933"	"RP11-541P9.3"
"934"	"HMMR"
"935"	"NUDCD2"
"936"	"RARS"
"937"	"NRN1"
"938"	"ELOVL2-AS1"
"939"	"ELOVL2"
"940"	"SMIM13"
"941"	"RP3-510L9.1"
"942"	"NEDD9"
"943"	"MYLIP"
"944"	"ATXN1"
"945"	"RP1-151F17.1"
"946"	"FAM8A1"
"947"	"RNU6-190P"
"948"	"NUP153"
"949"	"RP11-500C11.3"
"950"	"KIF13A"
"951"	"NHLRC1"
"952"	"KDM1B"
"953"	"TPMT"
"954"	"DEK"
"955"	"RNF144B"
"956"	"RP11-528A10.1"
"957"	"RP11-528A10.2"
"958"	"SOX4"
"959"	"RNU6-391P"
"960"	"HIST1H2AI"
"961"	"HIST1H2BL"
"962"	"HIST1H4PS1"
"963"	"HIST1H3H"
"964"	"HIST1H4J"
"965"	"HIST1H4K"
"966"	"HIST1H2AL"
"967"	"HIST1H2BPS2"
"968"	"HIST1H1B"
"969"	"HIST1H3I"
"970"	"HIST1H4L"
"971"	"HIST1H2AM"
"972"	"HIST1H3J"
"973"	"HIST1H2BO"
"974"	"RNU7-26P"
"975"	"ZKSCAN8"
"976"	"ZNRD1-AS1"
"977"	"ZNRD1"
"978"	"PPP1R11"
"979"	"CLPSL1"
"980"	"CLPSL2"
"981"	"LHFPL5"
"982"	"MAPK14"
"983"	"BRPF3"
"984"	"RP1-179N16.6"
"985"	"MTCH1"
"986"	"FGD2"
"987"	"PIM1"
"988"	"SNORD112"
"989"	"FRS3"
"990"	"PRICKLE4"
"991"	"TOMM6"
"992"	"RNU6-761P"
"993"	"CLIC5"
"994"	"RP11-446F17.3"
"995"	"TDRD6"
"996"	"TNFRSF21"
"997"	"CD2AP"
"998"	"RP11-385F7.1"
"999"	"OPN5"
"1000"	"AL391538.1"
"1001"	"CENPQ"
"1002"	"MUT"
"1003"	"RHAG"
"1004"	"CRISP2"
"1005"	"PGK2"
"1006"	"CRISP1"
"1007"	"PHF3"
"1008"	"RP11-505P4.6"
"1009"	"EEF1A1"
"1010"	"RP11-505P4.7"
"1011"	"SLC17A5"
"1012"	"RP1-234P15.4"
"1013"	"TMEM30A"
"1014"	"RNU6-1338P"
"1015"	"SENP6"
"1016"	"MYO6"
"1017"	"PHIP"
"1018"	"LCA5"
"1019"	"GJA10"
"1020"	"RP11-63K6.7"
"1021"	"RP3-512E2.2"
"1022"	"RP5-919F19.5"
"1023"	"REV3L"
"1024"	"TRAF3IP2-AS1"
"1025"	"C6orf3"
"1026"	"SMPDL3A"
"1027"	"RNF217"
"1028"	"RP11-510H23.1"
"1029"	"HDDC2"
"1030"	"NCOA7-AS1"
"1031"	"HINT3"
"1032"	"TRMT11"
"1033"	"ECHDC1"
"1034"	"KIAA0408"
"1035"	"C6orf58"
"1036"	"SOGA3"
"1037"	"RAB32"
"1038"	"PPIL4"
"1039"	"GINM1"
"1040"	"RP1-12G14.6"
"1041"	"KATNA1"
"1042"	"LATS1"
"1043"	"TFB1M"
"1044"	"RNU6-293P"
"1045"	"yR211F11.2"
"1046"	"RP1-111C20.4"
"1047"	"RSPH3"
"1048"	"TAGAP"
"1049"	"CAHM"
"1050"	"QKI"
"1051"	"MPC1"
"1052"	"RP1-168L15.5"
"1053"	"NXPH1"
"1054"	"MIR3146"
"1055"	"TWISTNB"
"1056"	"ABCB5"
"1057"	"SP8"
"1058"	"RNU7-143P"
"1059"	"IGF2BP3"
"1060"	"TRA2A"
"1061"	"AC004485.3"
"1062"	"NFE2L3"
"1063"	"CBX3"
"1064"	"HNRNPA2B1"
"1065"	"SNX10"
"1066"	"AC004540.4"
"1067"	"BMPER"
"1068"	"HERPUD2"
"1069"	"RP11-379H18.1"
"1070"	"CDK13"
"1071"	"RP11-467D6.1"
"1072"	"RP11-745C15.2"
"1073"	"SEC61G"
"1074"	"RP11-310H4.1"
"1075"	"VOPP1"
"1076"	"GSAP"
"1077"	"RP5-899E9.1"
"1078"	"PTPN12"
"1079"	"RSBN1L-AS1"
