""	"x"
"1"	"TXLNA"
"2"	"HDAC1"
"3"	"MARCKSL1"
"4"	"FAM229A"
"5"	"TSSK3"
"6"	"RP5-864K19.4"
"7"	"RRAGC"
"8"	"RNU6-1031P"
"9"	"RPF1"
"10"	"C1orf112"
"11"	"METTL18"
"12"	"PPFIA4"
"13"	"ADORA1"
"14"	"RP11-335O13.7"
"15"	"CHIT1"
"16"	"PRELP"
"17"	"OPTC"
"18"	"ATP2B4"
"19"	"SNORA77"
"20"	"ZBED6"
"21"	"ZC3H11A"
"22"	"LAMB3"
"23"	"ZBTB18"
"24"	"ZNF670"
"25"	"OR6F1"
"26"	"OR11L1"
"27"	"TRIM58"
"28"	"OR2W3"
"29"	"OR2L2"
"30"	"Y_RNA"
"31"	"OR2L3"
"32"	"RNU6ATAC11P"
"33"	"FXYD4"
"34"	"HNRNPF"
"35"	"RNU7-193P"
"36"	"ZNF487"
"37"	"CAP1P2"
"38"	"ZNF485"
"39"	"ZNF32-AS1"
"40"	"ZNF32-AS2"
"41"	"ZNF32"
"42"	"RP11-285G1.2"
"43"	"C10orf10"
"44"	"ALOX5"
"45"	"RP11-67C2.2"
"46"	"ZFAND4"
"47"	"MSMB"
"48"	"NCOA4"
"49"	"CISD1"
"50"	"IPMK"
"51"	"ARID5B"
"52"	"SORBS1"
"53"	"PKD2L1"
"54"	"RP11-34D15.2"
"55"	"SCD"
"56"	"WNT8B"
"57"	"HIF1AN"
"58"	"NDUFB8"
"59"	"SEC31B"
"60"	"PAX2"
"61"	"RP11-324L3.5"
"62"	"DPCD"
"63"	"POLL"
"64"	"FGF8"
"65"	"NPM3"
"66"	"FLRT1"
"67"	"RP11-21A7A.3"
"68"	"MACROD1"
"69"	"TPCN2"
"70"	"CCND1"
"71"	"ORAOV1"
"72"	"SCN4B"
"73"	"SCN2B"
"74"	"AMICA1"
"75"	"RP11-1007G5.2"
"76"	"ETS1"
"77"	"FLI1"
"78"	"RP11-744N12.3"
"79"	"SENCR"
"80"	"AEBP2"
"81"	"RP11-421F16.3"
"82"	"TM7SF3"
"83"	"MED21"
"84"	"KRT84"
"85"	"RP3-416H24.4"
"86"	"KRT82"
"87"	"RP11-1020M18.10"
"88"	"KRT75"
"89"	"KRT71"
"90"	"KRT72"
"91"	"RP11-641A6.2"
"92"	"ESPL1"
"93"	"PFDN5"
"94"	"C12orf10"
"95"	"RP11-680A11.5"
"96"	"CYP27B1"
"97"	"METTL1"
"98"	"METTL21B"
"99"	"RP11-571M6.15"
"100"	"TSFM"
"101"	"AVIL"
"102"	"RNU6-1083P"
"103"	"RP11-571M6.17"
"104"	"CTDSP2"
"105"	"MIR26A2"
"106"	"RP11-620J15.1"
"107"	"MMAB"
"108"	"MVK"
"109"	"RNU4-32P"
"110"	"DHRS12"
"111"	"RP11-327P2.5"
"112"	"EFNB2"
"113"	"IRS2"
"114"	"OR4K14"
"115"	"RP11-61O1.2"
"116"	"ADAM10"
"117"	"RP11-30K9.7"
"118"	"U3"
"119"	"FAM63B"
"120"	"RP11-30K9.6"
"121"	"AC025918.2"
"122"	"SLTM"
"123"	"ARIH1"
"124"	"RP11-1007O24.2"
"125"	"RP11-1007O24.3"
"126"	"MIR630"
"127"	"BBS4"
"128"	"HIGD2B"
"129"	"RP11-361M10.4"
"130"	"SNORA30"
"131"	"SRCAP"
"132"	"AC132186.1"
"133"	"BEAN1"
"134"	"CKLF-CMTM1"
"135"	"CKLF"
"136"	"TK2"
"137"	"CMTM1"
"138"	"CMTM3"
"139"	"PDP2"
"140"	"MYO18A"
"141"	"TIAF1"
"142"	"DHRS11"
"143"	"MRM1"
"144"	"PSMC3IP"
"145"	"FAM134C"
"146"	"TUBG1"
"147"	"TUBG2"
"148"	"CTD-2020K17.1"
"149"	"FMNL1"
"150"	"MAP3K14"
"151"	"AC091132.2"
"152"	"ARHGAP27"
"153"	"ATP13A1"
"154"	"FFAR1"
"155"	"AC002511.1"
"156"	"HAUS5"
"157"	"RBM42"
"158"	"AC092296.1"
"159"	"LINC00665"
"160"	"CTD-3162L10.3"
"161"	"CTD-3162L10.4"
"162"	"ZFP14"
"163"	"AC092295.7"
"164"	"ZNF529"
"165"	"ZNF383"
"166"	"ZNF585B"
"167"	"HKR1"
"168"	"MIR769"
"169"	"PGLYRP1"
"170"	"IGFL4"
"171"	"HIF3A"
"172"	"ZIK1"
"173"	"ZNF416"
"174"	"CTD-3138B18.4"
"175"	"ZNF544"
"176"	"CHMP3"
"177"	"RNU6-640P"
"178"	"KRCC1"
"179"	"THNSL2"
"180"	"ZSWIM2"
"181"	"RAMP1"
"182"	"UBE2F"
"183"	"UBE2F-SCLY"
"184"	"RNU6-1333P"
"185"	"SCLY"
"186"	"FAM132B"
"187"	"ILKAP"
"188"	"HM13"
"189"	"ID1"
"190"	"MIR3193"
"191"	"COX4I2"
"192"	"RP11-243J16.7"
"193"	"LAMA5"
"194"	"RP13-30A9.1"
"195"	"RP13-30A9.2"
"196"	"RP11-93B14.4"
"197"	"LINC00659"
"198"	"OGFR-AS1"
"199"	"OGFR"
"200"	"AF129408.17"
"201"	"PSMG1"
"202"	"BRWD1-IT2"
"203"	"BRWD1"
"204"	"HMGN1"
"205"	"RNF6P1"
"206"	"WRB"
"207"	"PRMT2"
"208"	"ALG12"
"209"	"CRELD2"
"210"	"PIM3"
"211"	"MLC1"
"212"	"RP3-402G11.26"
"213"	"RP3-402G11.27"
"214"	"RP3-402G11.28"
"215"	"SELO"
"216"	"AL022328.1"
"217"	"HDAC10"
"218"	"MAPK11"
"219"	"MAPK12"
"220"	"PLXNB2"
"221"	"TUBGCP6"
"222"	"MIOX"
"223"	"LMF2"
"224"	"NCAPH2"
"225"	"SYCE3"
"226"	"CCDC71"
"227"	"KLHDC8B"
"228"	"RNU6-1181P"
"229"	"PDE12"
"230"	"C3orf30"
"231"	"IGSF11"
"232"	"RP11-484M3.5"
"233"	"ARHGAP31"
"234"	"ARHGAP31-AS1"
"235"	"POGLUT1"
"236"	"TMEM39A"
"237"	"RP11-190C22.8"
"238"	"TIMMDC1"
"239"	"ADPRH"
"240"	"RP11-190C22.9"
"241"	"NR1I2"
"242"	"GSK3B"
"243"	"RP11-18H7.1"
"244"	"LRRC58"
"245"	"RP11-174O3.3"
"246"	"NDUFB4"
"247"	"snoU13"
"248"	"CD86"
"249"	"RAB43"
"250"	"ISY1"
"251"	"ISY1-RAB43"
"252"	"ZBTB38"
"253"	"RP11-135A1.2"
"254"	"HES1"
"255"	"XXYLT1-AS1"
"256"	"XXYLT1"
"257"	"RN7SL36P"
"258"	"XXYLT1-AS2"
"259"	"PPP1R2"
"260"	"RNU6ATAC24P"
"261"	"AC091633.3"
"262"	"DCAF16"
"263"	"NCAPG"
"264"	"LCORL"
"265"	"LIAS"
"266"	"RPL9"
"267"	"RP11-539G18.2"
"268"	"SMIM14"
"269"	"SCFD2"
"270"	"FIP1L1"
"271"	"PARM1"
"272"	"RP11-44F21.3"
"273"	"RNU2-16P"
"274"	"RP11-556N4.1"
"275"	"TET2"
"276"	"COX7C"
"277"	"RNU6-804P"
"278"	"TNFAIP8"
"279"	"GS1-39E22.2"
"280"	"IL9"
"281"	"LECT2"
"282"	"CTB-79E8.2"
"283"	"RP11-779O18.1"
"284"	"RP11-779O18.2"
"285"	"RP11-779O18.3"
"286"	"BTNL8"
"287"	"HIST1H1A"
"288"	"HIST1H3A"
"289"	"HIST1H4A"
"290"	"HIST1H4B"
"291"	"HIST1H3B"
"292"	"HIST1H2AB"
"293"	"HIST1H2BB"
"294"	"HIST1H3C"
"295"	"U91328.2"
"296"	"HIST1H1C"
"297"	"HIST1H2BE"
"298"	"LARP1P1"
"299"	"HIST1H4G"
"300"	"HIST1H3F"
"301"	"HIST1H2APS4"
"302"	"HIST1H2BI"
"303"	"HIST1H3G"
"304"	"HIST1H4H"
"305"	"RNU6-1259P"
"306"	"HMGN4"
"307"	"HIST1H2AG"
"308"	"HIST1H2BJ"
"309"	"HIST1H4I"
"310"	"HIST1H2AH"
"311"	"HIST1H2BK"
"312"	"MIR3143"
"313"	"HIST1H2AI"
"314"	"HIST1H2BL"
"315"	"HIST1H4PS1"
"316"	"HIST1H3H"
"317"	"HIST1H2AJ"
"318"	"HIST1H2BM"
"319"	"HIST1H4J"
"320"	"HIST1H4K"
"321"	"HIST1H2AK"
"322"	"HIST1H2BN"
"323"	"HIST1H2AL"
"324"	"HIST1H2BPS2"
"325"	"HIST1H1B"
"326"	"HIST1H3I"
"327"	"HIST1H4L"
"328"	"HIST1H2AM"
"329"	"HIST1H3J"
"330"	"HIST1H2BO"
"331"	"XXbac-BPG249D20.9"
"332"	"MDC1"
"333"	"TUBB"
"334"	"XXbac-BPG252P9.9"
"335"	"FLOT1"
"336"	"IER3"
"337"	"XXbac-BPG252P9.10"
"338"	"AGPAT1"
"339"	"RNF5"
"340"	"BRD2"
"341"	"BRD2-IT1"
"342"	"DCBLD1"
"343"	"RP1-92C8.3"
"344"	"RNU6-253P"
"345"	"REPS1"
"346"	"RP1-225E12.2"
"347"	"TXLNB"
"348"	"KBTBD2"
"349"	"IGFBP3"
"350"	"AC073115.6"
"351"	"RNU7-76P"
"352"	"FGL1"
"353"	"CA13"
"354"	"RP11-219B4.5"
"355"	"CA2"
"356"	"RP11-317J10.2"
"357"	"ATP6V0D2"
"358"	"PSKH2"
"359"	"CTD-2284J15.1"
"360"	"WWP1"
"361"	"YWHAZ"
"362"	"IFNA2"
"363"	"MTAP"
"364"	"RP11-145E5.5"
"365"	"TOR4A"
"366"	"EXD3"
"367"	"NOXA1"
