""	"x"
"1"	"MEGF6"
"2"	"RP3-340N1.2"
"3"	"PLA2G2C"
"4"	"CAMK2N1"
"5"	"MIR1256"
"6"	"CNR2"
"7"	"PNRC2"
"8"	"MYOM3"
"9"	"RP11-293P20.4"
"10"	"IL22RA1"
"11"	"IFNLR1"
"12"	"NCMAP"
"13"	"RP4-594I10.3"
"14"	"RP4-706G24.1"
"15"	"MAN1C1"
"16"	"SLC30A2"
"17"	"TRIM63"
"18"	"PDIK1L"
"19"	"FAM110D"
"20"	"RP11-96L14.7"
"21"	"ZNF593"
"22"	"YTHDF2"
"23"	"RP1-212P9.3"
"24"	"MATN1-AS1"
"25"	"MATN1"
"26"	"ZNF362"
"27"	"SNORD112"
"28"	"GRIK3"
"29"	"AL162430.1"
"30"	"AL162430.2"
"31"	"MYSM1"
"32"	"JUN"
"33"	"LINC01135"
"34"	"FGGY"
"35"	"DOCK7"
"36"	"RP11-230B22.1"
"37"	"ATG4C"
"38"	"SGIP1"
"39"	"RP3-333A15.1"
"40"	"PTGER3"
"41"	"ZRANB2-AS1"
"42"	"MIR186"
"43"	"ZRANB2"
"44"	"ZRANB2-AS2"
"45"	"ACADM"
"46"	"RP4-682C21.5"
"47"	"RABGGTB"
"48"	"MSH4"
"49"	"ST6GALNAC3"
"50"	"DNASE2B"
"51"	"UOX"
"52"	"CLCA4"
"53"	"LRRC8C"
"54"	"RP11-302M6.4"
"55"	"RP5-1007M22.2"
"56"	"snoU13"
"57"	"LRRC8D"
"58"	"RP5-943J3.2"
"59"	"GEMIN8P4"
"60"	"ZNF326"
"61"	"MTF2"
"62"	"DR1"
"63"	"RP4-717I23.3"
"64"	"BCAR3"
"65"	"RP5-1033H22.2"
"66"	"MIR760"
"67"	"RP4-561L24.3"
"68"	"RNU1-130P"
"69"	"PTBP2"
"70"	"DPYD-AS2"
"71"	"LPPR4"
"72"	"PALMD"
"73"	"FNDC7"
"74"	"C1orf194"
"75"	"KIAA1324"
"76"	"CTTNBP2NL"
"77"	"U3"
"78"	"RNU6-817P"
"79"	"CD58"
"80"	"RP11-27K13.3"
"81"	"TTF2"
"82"	"ZNF697"
"83"	"THEM4"
"84"	"S100A12"
"85"	"PMF1-BGLAP"
"86"	"PMF1"
"87"	"BGLAP"
"88"	"PAQR6"
"89"	"HAPLN2"
"90"	"RP11-284F21.11"
"91"	"RP11-528G1.2"
"92"	"RP11-404F10.2"
"93"	"DUSP12"
"94"	"ATF6"
"95"	"RP11-474I16.8"
"96"	"NOS1AP"
"97"	"RP11-565P22.2"
"98"	"MIR556"
"99"	"C1orf226"
"100"	"RP11-565P22.6"
"101"	"C1orf111"
"102"	"SH2D1B"
"103"	"UHMK1"
