""	"x"
"85"	"PYCR2"
"86"	"RP4-559A3.6"
"87"	"RP4-559A3.7"
"88"	"C1orf131"
"89"	"GNPAT"
"90"	"FH"
"91"	"KMO"
"92"	"CHML"
"93"	"WDR64"
"94"	"RP11-269F20.1"
"95"	"ZBTB18"
"96"	"RNU6-999P"
"97"	"AL359878.1"
"98"	"GTPBP4"
"99"	"IDI1"
"100"	"WDR37"
"101"	"PFKFB3"
"102"	"RP3-323N1.2"
"103"	"DHTKD1"
"104"	"U6"
"105"	"C10orf111"
"106"	"RPP38"
"107"	"ARHGAP21"
"108"	"CISD1"
"109"	"IPMK"
"110"	"ADO"
"111"	"RP11-436D10.3"
"112"	"REEP3"
"113"	"HNRNPH3"
"114"	"PBLD"
"115"	"CCAR1"
"116"	"SNORD98"
"117"	"MIR1254-1"
"118"	"VPS26A"
"119"	"SUPV3L1"
"120"	"HKDC1"
"121"	"RNU6-805P"
"122"	"BMPR1A"
"123"	"RP11-359E3.4"
"124"	"IFIT2"
"125"	"IFIT3"
"126"	"SNORA25"
"127"	"CYP26C1"
"128"	"RP11-348J12.2"
"129"	"CYP26A1"
"130"	"CEP55"
"131"	"RNU2-43P"
"132"	"ADRB1"
"133"	"RNU6-709P"
"134"	"FAM53B"
"135"	"BCCIP"
"136"	"DHX32"
"137"	"FANK1"
"138"	"B4GALNT4"
"139"	"CHRNA10"
"140"	"NUP98"
"141"	"RNU6-1143P"
"142"	"RNU7-50P"
"143"	"PGAP2"
"144"	"RHOG"
"145"	"RRM1"
"146"	"RRM1-AS1"
"147"	"TRIM22"
"148"	"OR52N4"
"149"	"OR52N5"
"150"	"OR52N2"
"151"	"OR52E4"
"152"	"DENND5A"
"153"	"RNU7-49P"
"154"	"CD44"
"155"	"RP4-607I7.1"
"156"	"FJX1"
"157"	"LRRC4C"
"158"	"AGBL2"
"159"	"FNBP4"
"160"	"Y_RNA"
"161"	"PTPRJ"
"162"	"AC103828.1"
"163"	"RP11-872D17.4"
"164"	"CDC42BPG"
"165"	"CDC42EP2"
"166"	"DPF2"
"167"	"TIGD3"
"168"	"PPP6R3"
"169"	"RP11-809N8.4"
"170"	"RP11-167N4.2"
"171"	"SNORA7"
"172"	"AP001372.2"
"173"	"LIPT2"
"174"	"POLD3"
"175"	"KCTD21"
"176"	"USP35"
"177"	"GAB2"
"178"	"COPS8P3"
"179"	"RNU6-311P"
"180"	"C11orf82"
"181"	"PRCP"
"182"	"RAB30"
"183"	"RP11-113K21.1"
"184"	"RP11-659G9.3"
"185"	"SNORA70E"
"186"	"RAB30-AS1"
"187"	"PCF11"
"188"	"CHORDC1"
"189"	"SMCO4"
"190"	"KIAA1731"
"191"	"SNORA1"
"192"	"SNORA32"
"193"	"SNORD6"
"194"	"MIR1304"
"195"	"SNORA18"
"196"	"SNORA40"
"197"	"SNORA8"
"198"	"SNORD5"
"199"	"TAF1D"
"200"	"C11orf54"
"201"	"MED17"
"202"	"ALG9"
"203"	"C11orf1"
"204"	"FDXACB1"
"205"	"RP11-890B15.2"
"206"	"VWF"
"207"	"CD9"
"208"	"PEX5"
"209"	"RP11-273B20.3"
"210"	"ACSM4"
"211"	"CD163L1"
"212"	"SLC2A3"
"213"	"RP11-705C15.2"
"214"	"RP11-705C15.4"
"215"	"CLECL1"
"216"	"CD69"
"217"	"CLEC2B"
"218"	"RP11-290C10.1"
"219"	"AC091814.3"
"220"	"CLEC12A"
"221"	"CLEC12B"
"222"	"CLEC9A"
"223"	"RP11-133L14.5"
"224"	"CLEC7A"
"225"	"OLR1"
"226"	"TMEM52B"
"227"	"GABARAPL1"
"228"	"RP11-656E20.5"
"229"	"STYK1"
"230"	"YBX3"
"231"	"RNU6-676P"
"232"	"IFLTD1"
"233"	"SSPN"
"234"	"BHLHE41"
"235"	"RP11-283G6.3"
"236"	"ASUN"
"237"	"FGFR1OP2"
"238"	"RP11-421F16.3"
"239"	"TM7SF3"
"240"	"MED21"
"241"	"PPFIBP1"
"242"	"REP15"
"243"	"MANSC4"
"244"	"AC012150.1"
"245"	"FAR2"
"246"	"RP11-946L16.1"
"247"	"IPO8"
"248"	"CAPRIN2"
"249"	"RP11-77I22.2"
"250"	"FAM60A"
"251"	"PPHLN1"
"252"	"ZCRB1"
"253"	"IRAK4"
"254"	"PUS7L"
"255"	"AQP5"
"256"	"RP11-469H8.6"
"257"	"AQP6"
"258"	"RNU6-769P"
"259"	"ANKRD33"
"260"	"CBX5"
"261"	"HNRNPA1"
"262"	"RP11-968A15.8"
"263"	"RNU6-950P"
"264"	"MIR148B"
"265"	"GPR84"
"266"	"ZNF385A"
"267"	"ITGA5"
"268"	"RP11-753H16.3"
"269"	"CTDSP2"
"270"	"RP11-620J15.1"
"271"	"MON2"
"272"	"PPM1H"
"273"	"SNORA17"
"274"	"THAP2"
"275"	"ZFC3H1"
"276"	"RP11-293I14.2"
"277"	"RAB21"
"278"	"TBC1D15"
"279"	"DUSP6"
"280"	"NUDT4"
"281"	"RP11-486A14.2"
"282"	"CHPT1"
"283"	"SYCP3"
"284"	"RNU6-101P"
"285"	"ANKLE2"
"286"	"CTD-2140B24.4"
"287"	"ZNF10"
"288"	"ZNF268"
"289"	"ZNF891"
"290"	"GJB2"
"291"	"CRYL1"
"292"	"IFT88"
"293"	"POMP"
"294"	"KATNAL1"
"295"	"HMGB1"
"296"	"USPL1"
"297"	"FRY-AS1"
"298"	"FRY"
"299"	"RP11-37E23.5"
"300"	"BRCA2"
"301"	"ZAR1L"
"302"	"SPG20"
"303"	"SPG20OS"
"304"	"RFXAP"
"305"	"ALG5"
"306"	"EXOSC8"
"307"	"AL138706.1"
"308"	"ELF1"
"309"	"WBP4"
"310"	"TSC22D1"
"311"	"LRCH1"
"312"	"AL137118.1"
"313"	"DHRS12"
"314"	"RP11-327P2.5"
"315"	"AC000403.1"
"316"	"KCTD12"
"317"	"IRG1"
"318"	"CLN5"
"319"	"PCCA-AS1"
"320"	"RAB20"
"321"	"ANKRD10"
"322"	"RP11-159L20.2"
"323"	"RP11-829H16.1"
"324"	"RP11-829H16.2"
"325"	"PNN"
"326"	"RP11-407N17.4"
"327"	"TRAPPC6B"
"328"	"CTAGE5"
"329"	"FBXO33"
"330"	"C14orf28"
"331"	"RP11-857B24.1"
"332"	"RP11-857B24.5"
"333"	"FAM179B"
"334"	"KLHL28"
"335"	"CTD-3028N15.1"
"336"	"PRPF39"
"337"	"SNORD58"
"338"	"SNORD127"
"339"	"FANCM"
"340"	"FKBP3"
"341"	"MIS18BP1"
"342"	"SAMD4A"
"343"	"GCH1"
"344"	"TBPL2"
"345"	"KIAA0586"
"346"	"TIMM9"
"347"	"DAAM1"
"348"	"SIX1"
"349"	"SIX4"
"350"	"MNAT1"
"351"	"PRKCH"
"352"	"RP11-47I22.4"
"353"	"RP11-47I22.1"
"354"	"RP11-47I22.2"
"355"	"RP11-47I22.3"
"356"	"AKAP5"
"357"	"CTD-2555O16.3"
"358"	"ZBTB1"
"359"	"ZBTB25"
"360"	"GPHN"
"361"	"PLEK2"
"362"	"PIGH"
"363"	"ARG2"
"364"	"RP11-643G16.4"
"365"	"VTI1B"
"366"	"RP1-261D10.2"
"367"	"SIPA1L1"
"368"	"SNORD56B"
"369"	"IRF2BPL"
"370"	"CIPC"
"371"	"RP11-463C8.4"
"372"	"GSTZ1"
"373"	"POMT2"
"374"	"FOXN3-AS1"
"375"	"FOXN3"
"376"	"EFCAB11"
"377"	"RP11-33N16.3"
"378"	"TDP1"
"379"	"SMEK1"
"380"	"FBLN5"
"381"	"RIN3"
"382"	"LGMN"
"383"	"VRK1"
"384"	"CTD-2017C7.1"
"385"	"CTD-2017C7.3"
"386"	"DYNC1H1"
"387"	"UBE3A"
"388"	"MTMR10"
"389"	"KLF13"
"390"	"DPH6-AS1"
"391"	"DPH6"
"392"	"SPRED1"
"393"	"C15orf53"
"394"	"CEP152"
"395"	"RP11-485O10.3"
"396"	"DTWD1"
"397"	"FAM227B"
"398"	"ATP8B4"
"399"	"AP4E1"
"400"	"CTD-2650P22.1"
"401"	"MAPK6"
"402"	"MIR1266"
"403"	"ADAM10"
"404"	"USP3"
"405"	"FBXL22"
"406"	"USP3-AS1"
"407"	"SMAD6"
"408"	"HEXA-AS1"
"409"	"HEXA"
"410"	"RP11-106M3.1"
"411"	"RP11-106M3.2"
"412"	"TMC3"
"413"	"FANCI"
"414"	"ADAMTS17"
"415"	"ALDH1A3"
"416"	"LRRK1"
"417"	"RP11-66B24.4"
"418"	"CHSY1"
"419"	"VIMP"
"420"	"RP11-299G20.2"
"421"	"SNRPA1"
"422"	"ERCC4"
"423"	"RPS26P52"
"424"	"MIR193B"
"425"	"MIR365A"
"426"	"ORC6"
"427"	"VPS35"
"428"	"RBL2"
"429"	"AKTIP"
"430"	"CTD-2600O9.1"
"431"	"KIFC3"
"432"	"SNORA46"
"433"	"CNOT1"
"434"	"SNORA50"
"435"	"CYB5B"
"436"	"WDR59"
"437"	"ZNRF1"
"438"	"CTRB2"
"439"	"CTRB1"
"440"	"RP11-331F4.4"
"441"	"BCAR1"
"442"	"RNU6-758P"
"443"	"AC109333.10"
"444"	"SLC52A1"
"445"	"ACAP1"
"446"	"KCTD11"
"447"	"SENP3"
"448"	"TNFSF13"
"449"	"EIF4A1"
"450"	"SNORA67"
"451"	"MAP2K4"
"452"	"RPL21P122"
"453"	"EPN2"
"454"	"B9D1"
"455"	"MAPK7"
"456"	"MFAP4"
"457"	"ALDH3A2"
"458"	"SNORA31"
"459"	"RP11-311F12.1"
"460"	"SLC47A2"
"461"	"CTD-2350C19.1"
"462"	"CTD-2350C19.2"
"463"	"SLC46A1"
"464"	"SLFN12"
"465"	"MSL1"
"466"	"CTD-2267D19.4"
"467"	"GJD3"
"468"	"KANSL1-AS1"
"469"	"KANSL1"
"470"	"HOXB3"
"471"	"HOXB-AS3"
"472"	"HOXB6"
"473"	"HOXB8"
"474"	"HOXB9"
"475"	"HOXB-AS4"
"476"	"PTRH2"
"477"	"VMP1"
"478"	"SCARNA20"
"479"	"C17orf64"
"480"	"USP32"
"481"	"RP11-332H18.4"
"482"	"RP11-332H18.5"
"483"	"TBX2"
"484"	"C17orf82"
"485"	"PRKAR1A"
"486"	"ABCA9"
"487"	"AFG3L2"
"488"	"RNU7-129P"
"489"	"SLMO1"
"490"	"SEH1L"
"491"	"LDLRAD4"
"492"	"RP11-794M8.1"
"493"	"RNU5A-6P"
"494"	"IMPACT"
"495"	"RP11-178F10.1"
"496"	"RNU6-1050P"
"497"	"TRAPPC8"
"498"	"RP11-326K13.4"
"499"	"ZNF397"
"500"	"PIK3C3"
"501"	"ABHD17A"
"502"	"CTB-31O20.2"
"503"	"CTB-31O20.9"
"504"	"CTD-2369P2.4"
"505"	"ICAM1"
"506"	"MRPL4"
"507"	"CTD-2369P2.8"
"508"	"ICAM4"
"509"	"KRI1"
"510"	"CDKN2D"
"511"	"ILF3-AS1"
"512"	"ILF3"
"513"	"ZNF45"
"514"	"AC084219.4"
"515"	"ZNF225"
"516"	"EMC10"
"517"	"FAM71E1"
"518"	"CTD-2545M3.2"
"519"	"CTD-2545M3.8"
"520"	"JOSD2"
"521"	"ASPDH"
"522"	"CLEC11A"
"523"	"GPR32"
"524"	"SNORD88A"
"525"	"SNORD88B"
"526"	"C19orf48"
"527"	"SNORD88C"
"528"	"AC012314.8"
"529"	"CNOT3"
"530"	"LENG1"
"531"	"TMC4"
"532"	"MBOAT7"
"533"	"TSEN34"
"534"	"AC012314.20"
"535"	"RPS9"
"536"	"LENG8-AS1"
"537"	"LENG8"
"538"	"MRPL33"
"539"	"BRE"
"540"	"RBKS"
"541"	"RP11-674I16.1"
"542"	"AC074011.2"
"543"	"AL121652.1"
"544"	"RNU6-647P"
"545"	"BIRC6"
"546"	"MIR558"
"547"	"AC018693.6"
"548"	"RNU6-851P"
"549"	"CDKL4"
"550"	"RNU6-242P"
"551"	"ZFP36L2"
"552"	"AC010883.5"
"553"	"CCDC88A"
"554"	"RNU6-221P"
"555"	"RNU6-634P"
"556"	"CCDC104"
"557"	"SNORA12"
"558"	"AC010733.4"
"559"	"REL"
"560"	"RNU4-51P"
"561"	"PEX13"
"562"	"PUS10"
"563"	"KIAA1841"
"564"	"AFTPH"
"565"	"RP11-568N6.1"
"566"	"PNO1"
"567"	"WDR92"
"568"	"PPP3R1"
"569"	"RP11-474G23.1"
"570"	"AC017083.3"
"571"	"C2orf68"
"572"	"USP39"
"573"	"SFTPB"
"574"	"GNLY"
"575"	"RNU1-38P"
"576"	"ATOH8"
"577"	"POLR1A"
"578"	"PTCD3"
"579"	"SNORD94"
"580"	"ZNF2"
"581"	"ZNF514"
"582"	"TMEM131"
"583"	"VWA3B"
"584"	"AC092675.4"
"585"	"CNGA3"
"586"	"AC092675.3"
"587"	"SLC9A2"
"588"	"NCK2"
"589"	"AC018878.3"
"590"	"UXS1"
"591"	"IL1F10"
"592"	"RNU6-1180P"
"593"	"IL1RN"
"594"	"AC144449.1"
"595"	"MMADHC"
"596"	"TNFAIP6"
"597"	"CERS6"
"598"	"AC007556.3"
"599"	"AC009967.3"
"600"	"SSB"
"601"	"CHRNA1"
"602"	"RNU6ATAC19P"
"603"	"ZNF804A"
"604"	"AC018867.1"
"605"	"CALCRL"
"606"	"C2orf47"
"607"	"TYW5"
"608"	"AC007163.6"
"609"	"BZW1"
"610"	"AC005037.1"
"611"	"AC005037.2"
"612"	"CDK15"
"613"	"AC007242.1"
"614"	"RNU6-440P"
"615"	"FZD7"
"616"	"RP11-107N15.1"
"617"	"AC079354.1"
"618"	"MARCH4"
"619"	"AAMP"
"620"	"GPBAR1"
"621"	"RP11-378A13.1"
"622"	"PNKD"
"623"	"TMBIM1"
"624"	"FARSB"
"625"	"MOGAT1"
"626"	"AC016712.1"
"627"	"AC005220.3"
"628"	"FAM210B"
"629"	"AURKA"
"630"	"CSTF1"
"631"	"ATP5J"
"632"	"GABPA"
"633"	"ADAMTS1"
"634"	"C21orf49"
"635"	"PAXBP1"
"636"	"AP000304.12"
"637"	"ATP5O"
"638"	"AP000692.10"
"639"	"MORC3"
"640"	"DERL3"
"641"	"CCDC117"
"642"	"ZNRF3"
"643"	"SEPT3"
"644"	"CTA-250D10.19"
"645"	"SLC25A5P1"
"646"	"WBP2NL"
"647"	"SMDT1"
"648"	"NDUFA6-AS1"
"649"	"NDUFA6"
"650"	"RP1-257I20.14"
"651"	"EGOT"
"652"	"BHLHE40-AS1"
"653"	"BHLHE40"
"654"	"RAD18"
"655"	"SETD5-AS1"
"656"	"SETD5"
"657"	"HDAC11-AS1"
"658"	"HDAC11"
"659"	"MIR4442"
"660"	"TOP2B"
"661"	"NGLY1"
"662"	"OXSM"
"663"	"CMTM6"
"664"	"GLB1"
"665"	"TMPPE"
"666"	"RNU7-110P"
"667"	"UBP1"
"668"	"CCDC13-AS1"
"669"	"CCDC13"
"670"	"AC104434.1"
"671"	"SNRK"
"672"	"MIR138-1"
"673"	"RP4-555D20.2"
"674"	"TOPAZ1"
"675"	"LTF"
"676"	"RTP3"
"677"	"ARHGEF3"
"678"	"RP11-157F20.3"
"679"	"IL17RD"
"680"	"APPL1"
"681"	"HESX1"
"682"	"SLMAP"
"683"	"PROK2"
"684"	"AC112219.1"
"685"	"ZPLD1"
"686"	"BBX"
"687"	"SNORA70"
"688"	"DZIP3"
"689"	"KIAA1524"
"690"	"PLCXD2"
"691"	"ABHD10"
"692"	"C3orf52"
"693"	"MIR567"
"694"	"GCSAM"
"695"	"RP11-757F18.5"
"696"	"SLC9C1"
"697"	"CD200"
"698"	"CD200R1"
"699"	"GTPBP8"
"700"	"OSBPL11"
"701"	"AC023593.1"
"702"	"ABTB1"
"703"	"SUCNR1"
"704"	"P2RY1"
"705"	"MME"
"706"	"SLC33A1"
"707"	"LXN"
"708"	"IFT80"
"709"	"SMC4"
"710"	"MIR15B"
"711"	"MIR16-2"
"712"	"ACTRT3"
"713"	"RP11-816J6.3"
"714"	"RP11-379K17.4"
"715"	"SEC62"
"716"	"TMEM212"
"717"	"AC092964.1"
"718"	"MCCC1"
"719"	"MCF2L2"
"720"	"C3orf70"
"721"	"MB21D2"
"722"	"RP11-135A1.2"
"723"	"HES1"
"724"	"AC108676.1"
"725"	"ATP13A3"
"726"	"LINC00884"
"727"	"LCORL"
"728"	"TXK"
"729"	"OCIAD1-AS1"
"730"	"CHIC2"
"731"	"RNU6-998P"
"732"	"SNORA62"
"733"	"IL8"
"734"	"PF4V1"
"735"	"PAQR3"
"736"	"ENOPH1"
"737"	"HNRNPDL"
"738"	"COQ2"
"739"	"HELQ"
"740"	"MRPS18C"
"741"	"HERC3"
"742"	"PIGY"
"743"	"PYURF"
"744"	"RP11-466G12.2"
"745"	"FAM13A"
"746"	"RP11-84C13.1"
"747"	"TIGD2"
"748"	"SEC24D"
"749"	"FABP2"
"750"	"PRDM5"
"751"	"NDNF"
"752"	"RNU6-948P"
"753"	"CCNA2"
"754"	"HSPA4L"
"755"	"PGRMC2"
"756"	"JADE1"
"757"	"C4orf33"
"758"	"SCLT1"
"759"	"SLC7A11"
"760"	"AC097658.1"
"761"	"GAB1"
"762"	"SMARCA5-AS1"
"763"	"SMARCA5"
"764"	"RNU7-194P"
"765"	"LRBA"
"766"	"MAB21L2"
"767"	"RP11-1336O20.2"
"768"	"AC093817.1"
"769"	"FAM198B"
"770"	"RP11-597D13.9"
"771"	"U3"
"772"	"PPID"
"773"	"FNIP2"
"774"	"RNU6-128P"
"775"	"AC093700.1"
"776"	"RP11-815N9.2"
"777"	"C4orf45"
"778"	"RAPGEF2"
"779"	"RPL37"
"780"	"SNORD72"
"781"	"FST"
"782"	"ADAMTS6"
"783"	"CENPK"
"784"	"PPWD1"
"785"	"RNU6-540P"
"786"	"CTC-534A2.2"
"787"	"TRAPPC13"
"788"	"TRIM23"
"789"	"NLN"
"790"	"SGTB"
"791"	"CTD-2033C11.1"
"792"	"ERBB2IP"
"793"	"HOMER1"
"794"	"PAPD4"
"795"	"CMYA5"
"796"	"CTC-431G16.2"
"797"	"RP11-168A11.1"
"798"	"SERINC5"
"799"	"SPZ1"
"800"	"RNU6-211P"
"801"	"ZFYVE16"
"802"	"CTD-2015H6.3"
"803"	"FAM151B"
"804"	"SSBP2"
"805"	"TMEM167A"
"806"	"XRCC4"
"807"	"VCAN-AS1"
"808"	"GPR98"
"809"	"LYSMD3"
"810"	"FAM172A"
"811"	"ERAP2"
"812"	"CTD-2215E18.2"
"813"	"CHD1"
"814"	"RNU6-402P"
"815"	"CTD-2007H13.3"
"816"	"GIN1"
"817"	"PPIP5K2"
"818"	"SLC25A46"
"819"	"TMEM232"
"820"	"EPB41L4A-AS1"
"821"	"SNORA13"
"822"	"CTC-487M23.8"
"823"	"SRP19"
"824"	"TRIM36"
"825"	"CTC-428G20.1"
"826"	"CTC-428G20.6"
"827"	"PGGT1B"
"828"	"CCDC112"
"829"	"FEM1C"
"830"	"AP3S1"
"831"	"ATG12"
"832"	"DTWD2"
"833"	"CXXC5"
"834"	"PCDHB7"
"835"	"PCDHB14"
"836"	"PCDHB18"
"837"	"AC008781.7"
"838"	"DIAPH1"
"839"	"CTC-255N20.1"
"840"	"STK32A"
"841"	"FAM114A2"
"842"	"MFAP3"
"843"	"HAND1"
"844"	"CNOT8"
"845"	"FAXDC2"
"846"	"GEMIN5"
"847"	"MRPL22"
"848"	"KIF4B"
"849"	"C5orf54"
"850"	"CCNG1"
"851"	"RP11-541P9.3"
"852"	"HMMR"
"853"	"NUDCD2"
"854"	"RARS"
"855"	"NRN1"
"856"	"ELOVL2-AS1"
"857"	"ELOVL2"
"858"	"SMIM13"
"859"	"RP3-510L9.1"
"860"	"NEDD9"
"861"	"MYLIP"
"862"	"ATXN1"
"863"	"RP1-151F17.1"
"864"	"FAM8A1"
"865"	"RNU6-190P"
"866"	"NUP153"
"867"	"RP11-500C11.3"
"868"	"KIF13A"
"869"	"NHLRC1"
"870"	"KDM1B"
"871"	"TPMT"
"872"	"DEK"
"873"	"RNF144B"
"874"	"RP11-528A10.1"
"875"	"RP11-528A10.2"
"876"	"SOX4"
"877"	"RNU6-391P"
"878"	"HIST1H2AI"
"879"	"HIST1H2BL"
"880"	"HIST1H4PS1"
"881"	"HIST1H3H"
"882"	"HIST1H4J"
"883"	"HIST1H4K"
"884"	"HIST1H2AL"
"885"	"HIST1H2BPS2"
"886"	"HIST1H1B"
"887"	"HIST1H3I"
"888"	"HIST1H4L"
"889"	"HIST1H2AM"
"890"	"HIST1H3J"
"891"	"HIST1H2BO"
"892"	"RNU7-26P"
"893"	"ZKSCAN8"
"894"	"ZNRD1-AS1"
"895"	"ZNRD1"
"896"	"PPP1R11"
"897"	"CLPSL1"
"898"	"CLPSL2"
"899"	"LHFPL5"
"900"	"MAPK14"
"901"	"BRPF3"
"902"	"RP1-179N16.6"
"903"	"MTCH1"
"904"	"FGD2"
"905"	"PIM1"
"906"	"SNORD112"
"907"	"FRS3"
"908"	"PRICKLE4"
"909"	"TOMM6"
"910"	"RNU6-761P"
"911"	"CLIC5"
"912"	"RP11-446F17.3"
"913"	"TDRD6"
"914"	"TNFRSF21"
"915"	"OPN5"
"916"	"CENPQ"
"917"	"MUT"
"918"	"RHAG"
"919"	"PGK2"
"920"	"CRISP1"
"921"	"PHF3"
"922"	"RP11-505P4.6"
"923"	"EEF1A1"
"924"	"RP11-505P4.7"
"925"	"SLC17A5"
"926"	"RP1-234P15.4"
"927"	"TMEM30A"
"928"	"RNU6-1338P"
"929"	"SENP6"
"930"	"MYO6"
"931"	"PHIP"
"932"	"LCA5"
"933"	"GJA10"
"934"	"RP11-63K6.7"
"935"	"RP3-512E2.2"
"936"	"RP5-919F19.5"
"937"	"REV3L"
"938"	"TRAF3IP2-AS1"
"939"	"C6orf3"
"940"	"SMPDL3A"
"941"	"RNF217"
"942"	"RP11-510H23.1"
"943"	"HDDC2"
"944"	"NCOA7-AS1"
"945"	"HINT3"
"946"	"TRMT11"
"947"	"ECHDC1"
"948"	"KIAA0408"
"949"	"C6orf58"
"950"	"SOGA3"
"951"	"RAB32"
"952"	"PPIL4"
"953"	"GINM1"
"954"	"RP1-12G14.6"
"955"	"KATNA1"
"956"	"LATS1"
"957"	"TFB1M"
"958"	"RNU6-293P"
"959"	"yR211F11.2"
"960"	"RP1-111C20.4"
"961"	"RSPH3"
"962"	"TAGAP"
"963"	"CAHM"
"964"	"QKI"
"965"	"MPC1"
"966"	"RP1-168L15.5"
"967"	"NXPH1"
"968"	"MIR3146"
"969"	"TWISTNB"
"970"	"ABCB5"
"971"	"SP8"
"972"	"RNU7-143P"
"973"	"IGF2BP3"
"974"	"TRA2A"
"975"	"AC004485.3"
"976"	"NFE2L3"
"977"	"CBX3"
"978"	"HNRNPA2B1"
"979"	"SNX10"
"980"	"AC004540.4"
"981"	"BMPER"
"982"	"HERPUD2"
"983"	"RP11-379H18.1"
"984"	"CDK13"
"985"	"RP11-467D6.1"
"986"	"RP11-745C15.2"
"987"	"SEC61G"
"988"	"RP11-310H4.1"
"989"	"VOPP1"
"990"	"GSAP"
"991"	"RP5-899E9.1"
"992"	"PTPN12"
"993"	"RSBN1L-AS1"
"994"	"RSBN1L"
"995"	"PHTF2"
"996"	"TMEM60"
"997"	"KIAA1324L"
"998"	"TMEM243"
"999"	"CROT"
"1000"	"TP53TG1"
"1001"	"DBF4"
"1002"	"SLC25A40"
"1003"	"AC002454.1"
"1004"	"CDK6"
"1005"	"SLC25A13"
"1006"	"SHFM1"
"1007"	"DLX6-AS1"
"1008"	"DLX6-AS2"
"1009"	"DLX6"
"1010"	"DLX5"
"1011"	"AC079781.5"
"1012"	"ASNS"
"1013"	"LMTK2"
"1014"	"RNU6-1136P"
"1015"	"LRRC17"
"1016"	"ARMC10"
"1017"	"FBXL13"
"1018"	"NAPEPLD"
"1019"	"PMPCB"
"1020"	"CTA-276O3.4"
"1021"	"DNAJC2"
"1022"	"PSMC2"
"1023"	"KMT2E-AS1"
"1024"	"KMT2E"
"1025"	"LINC01004"
"1026"	"RNU6-1322P"
"1027"	"PUS7"
"1028"	"RINT1"
"1029"	"RP11-251G23.2"
"1030"	"DLD"
"1031"	"LAMB1"
"1032"	"LAMB4"
"1033"	"IQUB"
"1034"	"NDUFA5"
"1035"	"ASB15"
"1036"	"RP11-390E23.3"
"1037"	"LMOD2"
"1038"	"RP11-390E23.6"
"1039"	"WASL"
"1040"	"RNU6-11P"
"1041"	"POT1-AS1"
"1042"	"POT1"
"1043"	"LRRC4"
"1044"	"SND1"
"1045"	"MIR129-1"
"1046"	"FAM71F2"
"1047"	"RP11-274B21.8"
"1048"	"RP11-274B21.9"
"1049"	"BPGM"
"1050"	"WDR91"
"1051"	"CNOT4"
"1052"	"C7orf73"
"1053"	"RNU6-223P"
"1054"	"MTPN"
"1055"	"BRAF"
"1056"	"AGK"
"1057"	"RP11-744I24.2"
"1058"	"WEE2"
"1059"	"TAS2R3"
"1060"	"TAS2R4"
"1061"	"TAS2R5"
"1062"	"TAS2R6"
"1063"	"CLEC5A"
"1064"	"TAS2R38"
"1065"	"C7orf33"
"1066"	"EZH2"
"1067"	"ABCB8"
"1068"	"ATG9B"
"1069"	"RP11-148K1.10"
"1070"	"ASIC3"
"1071"	"CDK5"
"1072"	"SLC4A2"
"1073"	"FASTK"
"1074"	"RP11-148K1.12"
"1075"	"TMUB1"
"1076"	"AGPAT5"
"1077"	"CTD-2541M15.1"
"1078"	"GS1-24F4.3"
"1079"	"MFHAS1"
"1080"	"RNU6-682P"
