""	"x"
"1"	"RERE"
"2"	"RP5-1115A15.1"
"3"	"LZIC"
"4"	"NMNAT1"
"5"	"RN7SKP269"
"6"	"RP11-84A14.4"
"7"	"UBE4B"
"8"	"HTR6"
"9"	"CD52"
"10"	"UBXN11"
"11"	"ZNF683"
"12"	"YTHDF2"
"13"	"RP1-212P9.3"
"14"	"MATN1-AS1"
"15"	"MATN1"
"16"	"RP5-864K19.4"
"17"	"RRAGC"
"18"	"KDM4A-AS1"
"19"	"ST3GAL3"
"20"	"RNU6-1058P"
"21"	"RP11-184I16.4"
"22"	"ATP6V0B"
"23"	"B4GALT2"
"24"	"CCDC24"
"25"	"C1orf228"
"26"	"TMEM53"
"27"	"HECTD3"
"28"	"UROD"
"29"	"TESK2"
"30"	"RP5-833A20.1"
"31"	"FOXD3"
"32"	"LINC00466"
"33"	"RP4-792G4.2"
"34"	"RNU6-809P"
"35"	"TCTEX1D1"
"36"	"MSH4"
"37"	"RABGGTB"
"38"	"COL24A1"
"39"	"LINC01057"
"40"	"SLC44A3"
"41"	"RP11-313A24.1"
"42"	"LPPR4"
"43"	"PALMD"
"44"	"RP5-837M10.4"
"45"	"GPR88"
"46"	"VCAM1"
"47"	"FNDC7"
"48"	"C1orf194"
"49"	"KIAA1324"
"50"	"PROK1"
"51"	"CAPZA1"
"52"	"ST7L"
"53"	"DUSP23"
"54"	"MR1"
"55"	"RNU6-152P"
"56"	"RP11-416K24.1"
"57"	"GLUL"
"58"	"TEDDM1"
"59"	"RNASEL"
"60"	"RGS16"
"61"	"RP11-317P15.4"
"62"	"NPL"
"63"	"LAMC1"
"64"	"AC105941.1"
"65"	"EIF2D"
"66"	"DYRK3"
"67"	"RP11-343H5.6"
"68"	"IL10"
"69"	"IL19"
"70"	"IL20"
"71"	"RP11-224O19.2"
"72"	"TGFB2"
"73"	"AC096643.1"
"74"	"snoU13"
"75"	"EPRS"
"76"	"RAB3GAP2"
"77"	"TP53BP2"
"78"	"RP5-1061H20.5"
"79"	"TMEM78"
"80"	"RP11-488L4.1"
"81"	"MIR548Q"
"82"	"RP11-142M10.2"
"83"	"RP11-397C18.2"
"84"	"MPP7"
"85"	"NRP1"
"86"	"RP11-342D11.2"
"87"	"RNU6-847P"
"88"	"CREM"
"89"	"RP11-297A16.2"
"90"	"RNU6-794P"
"91"	"RP11-324I22.2"
"92"	"CCNY"
"93"	"RNU6-1167P"
"94"	"SNORA40"
"95"	"NAMPTL"
"96"	"RP11-393J16.4"
"97"	"ZNF25"
"98"	"CISD1"
"99"	"IPMK"
"100"	"UBE2D1"
"101"	"AC012047.1"
"102"	"TCTN3"
"103"	"RP11-248J23.7"
"104"	"CCNJ"
"105"	"ENTPD1-AS1"
"106"	"ARL3"
"107"	"SFXN2"
"108"	"CYP17A1"
"109"	"PFN1P11"
"110"	"PTGES3P4"
"111"	"CNNM2"
"112"	"RP11-724N1.1"
"113"	"CALHM3"
"114"	"NEURL1"
"115"	"EIF3A"
"116"	"SNORA19"
"117"	"TIAL1"
"118"	"BAG3"
"119"	"INPP5F"
"120"	"DHX32"
"121"	"FANK1"
"122"	"RNU7-50P"
"123"	"NUP98"
"124"	"PGAP2"
"125"	"RHOG"
"126"	"AC090587.4"
"127"	"AC090587.5"
"128"	"MIR4687"
"129"	"STIM1"
"130"	"SNORA7"
"131"	"CYB5R2"
"132"	"CTR9"
"133"	"SPON1"
"134"	"RNU7-49P"
"135"	"KCNJ11"
"136"	"RP1-239B22.5"
"137"	"MRGPRX3"
"138"	"SVIP"
"139"	"CCDC34"
"140"	"LGR4"
"141"	"RP11-159H22.2"
"142"	"BDNF-AS"
"143"	"LIN7C"
"144"	"MIR610"
"145"	"RP1-17K7.3"
"146"	"PDHX"
"147"	"APIP"
"148"	"MIR1343"
"149"	"PRR5L"
"150"	"RP11-219O3.2"
"151"	"LRRC4C"
"152"	"HSD17B12"
"153"	"MIR129-2"
"154"	"TP53I11"
"155"	"C11orf49"
"156"	"RHOD"
"157"	"FAM168A"
"158"	"RAB30-AS1"
"159"	"RAB30"
"160"	"PCF11"
"161"	"BIRC2"
"162"	"MMP27"
"163"	"MMP8"
"164"	"PDGFD"
"165"	"MSANTD4"
"166"	"AASDHPPT"
"167"	"KBTBD3"
"168"	"ARHGAP20"
"169"	"C11orf53"
"170"	"POU2AF1"
"171"	"RP11-794P6.2"
"172"	"RP11-794P6.3"
"173"	"VWA5A"
"174"	"OR10D3"
"175"	"OR8D1"
"176"	"OR8B3"
"177"	"OR8X1P"
"178"	"PANX3"
"179"	"TBRG1"
"180"	"ETS1"
"181"	"RP11-121M22.1"
"182"	"ZBTB44"
"183"	"SNX19"
"184"	"RNU6-491P"
"185"	"TM7SF3"
"186"	"IRAK4"
"187"	"PUS7L"
"188"	"TWF1"
"189"	"MIR148B"
"190"	"GPR84"
"191"	"ZNF385A"
"192"	"RP11-977G19.5"
"193"	"SMARCC2"
"194"	"NABP2"
"195"	"RNF41"
"196"	"COQ10A"
"197"	"CS"
"198"	"RP11-977G19.14"
"199"	"STAT2"
"200"	"GLS2"
"201"	"RBMS2"
"202"	"STAT6"
"203"	"TSFM"
"204"	"AVIL"
"205"	"CTDSP2"
"206"	"MIR26A2"
"207"	"RP11-620J15.1"
"208"	"MON2"
"209"	"SNORA3"
"210"	"PLXNC1"
"211"	"NR2C1"
"212"	"SLC25A3"
"213"	"RP11-175P13.2"
"214"	"UHRF1BP1L"
"215"	"UTP20"
"216"	"IGF1"
"217"	"NUAK1"
"218"	"CUX2"
"219"	"PXN"
"220"	"RNU4-1"
"221"	"RNU4-2"
"222"	"TNFSF11"
"223"	"EPSTI1"
"224"	"ENOX1"
"225"	"RP11-168P13.1"
"226"	"SERP2"
"227"	"LRCH1"
"228"	"AL391384.1"
"229"	"TBC1D4"
"230"	"COMMD6"
"231"	"RP11-29G8.3"
"232"	"UCHL3"
"233"	"LMO7"
"234"	"RP11-173B14.4"
"235"	"C13orf45"
"236"	"OR4K5"
"237"	"OR4K1"
"238"	"OR4L1"
"239"	"OR4K17"
"240"	"SNORD126"
"241"	"CCNB1IP1"
"242"	"OR6S1"
"243"	"AL163636.6"
"244"	"ANG"
"245"	"RNASE4"
"246"	"EDDM3A"
"247"	"EDDM3B"
"248"	"PNN"
"249"	"RP11-407N17.4"
"250"	"TRAPPC6B"
"251"	"CTAGE5"
"252"	"RP11-407N17.3"
"253"	"RP11-407N17.5"
"254"	"FBXO33"
"255"	"SNORA31"
"256"	"LRFN5"
"257"	"C14orf28"
"258"	"RP11-857B24.1"
"259"	"RP11-857B24.5"
"260"	"FAM179B"
"261"	"KLHL28"
"262"	"CTD-3028N15.1"
"263"	"PRPF39"
"264"	"SNORD58"
"265"	"SNORD127"
"266"	"FANCM"
"267"	"FKBP3"
"268"	"MIS18BP1"
"269"	"NEMF"
"270"	"RN7SL3"
"271"	"VCPKMT"
"272"	"SOS2"
"273"	"ATP5S"
"274"	"L2HGDH"
"275"	"RP11-1042B17.5"
"276"	"SIX1"
"277"	"SIX4"
"278"	"MNAT1"
"279"	"RNU6-852P"
"280"	"SCARNA20"
"281"	"PPP2R5E"
"282"	"U3"
"283"	"CTD-2555O16.2"
"284"	"MTHFD1"
"285"	"AKAP5"
"286"	"CTD-2555O16.3"
"287"	"ZBTB1"
"288"	"ZBTB25"
"289"	"GPHN"
"290"	"CTD-2325P2.4"
"291"	"CTD-2325P2.3"
"292"	"RNU6-921P"
"293"	"ZFP36L1"
"294"	"GALNT16"
"295"	"RP11-363J20.2"
"296"	"RP11-322L20.1"
"297"	"FAM181A"
"298"	"VRK1"
"299"	"HHIPL1"
"300"	"CYP46A1"
"301"	"EML1"
"302"	"AL928654.1"
"303"	"PACS2"
"304"	"TEX22"
"305"	"C14orf80"
"306"	"CRIP1"
"307"	"CRIP2"
"308"	"RP11-521B24.5"
"309"	"AC136896.1"
"310"	"MTMR10"
"311"	"KLF13"
"312"	"RP11-1000B6.2"
"313"	"SCG5"
"314"	"SNORD77"
"315"	"THBS1"
"316"	"GATM"
"317"	"SPATA5L1"
"318"	"RN7SL354P"
"319"	"TRPM7"
"320"	"SPPL2A"
"321"	"FAM81A"
"322"	"MYO1E"
"323"	"RNU6-1"
"324"	"RP11-34F13.2"
"325"	"RP11-34F13.3"
"326"	"SKOR1"
"327"	"FEM1B"
"328"	"RP11-315D16.4"
"329"	"MIR629"
"330"	"NMB"
"331"	"WDR73"
"332"	"CHSY1"
"333"	"VIMP"
"334"	"RP11-299G20.2"
"335"	"SNRPA1"
"336"	"C16orf45"
"337"	"CTB-193M12.1"
"338"	"KIAA0430"
"339"	"MIR484"
"340"	"NDE1"
"341"	"MYH11"
"342"	"FOPNL"
"343"	"GP2"
"344"	"DNAH3"
"345"	"TMEM159"
"346"	"IGSF6"
"347"	"METTL9"
"348"	"HEATR3"
"349"	"RP11-429P3.3"
"350"	"PAPD5"
"351"	"RPL10P14"
"352"	"SNORA70"
"353"	"BRD7"
"354"	"RP11-21B23.1"
"355"	"CYLD"
"356"	"hsa-mir-3181"
"357"	"RP11-327F22.1"
"358"	"VPS53"
"359"	"DBIL5P"
"360"	"GEMIN4"
"361"	"NXN"
"362"	"TIMM22"
"363"	"WSCD1"
"364"	"ASGR1"
"365"	"ACADVL"
"366"	"MIR324"
"367"	"RP1-4G17.2"
"368"	"SLC2A4"
"369"	"YBX2"
"370"	"EIF5A"
"371"	"GPS2"
"372"	"HES7"
"373"	"KRBA2"
"374"	"RP11-849F2.5"
"375"	"RP11-849F2.7"
"376"	"RPL26"
"377"	"SPDYE4"
"378"	"RCVRN"
"379"	"MED9"
"380"	"RAI1"
"381"	"MIR33B"
"382"	"SREBF1"
"383"	"TOM1L2"
"384"	"DHRS7B"
"385"	"AC087294.2"
"386"	"TMEM11"
"387"	"MAP2K3"
"388"	"KCNJ12"
"389"	"RP11-68I3.4"
"390"	"TP53I13"
"391"	"EFCAB5"
"392"	"SSH2"
"393"	"MIR3184"
"394"	"MIR423"
"395"	"NSRP1"
"396"	"RP11-1148O4.2"
"397"	"TMIGD1"
"398"	"CCL18"
"399"	"KRTAP2-3"
"400"	"KRTAP4-12"
"401"	"KRTAP4-6"
"402"	"KRTAP4-5"
"403"	"AC006070.12"
"404"	"KRTAP4-1"
"405"	"KRTAP4-2"
"406"	"KRTAP9-1"
"407"	"KRTAP9-6"
"408"	"KRTAP29-1"
"409"	"KRTAP16-1"
"410"	"KRTAP17-1"
"411"	"KRT33A"
"412"	"KRT33B"
"413"	"KRT34"
"414"	"KRT31"
"415"	"AC003958.2"
"416"	"KRT37"
"417"	"KRT38"
"418"	"KRT32"
"419"	"RNU2-32P"
"420"	"KRT35"
"421"	"KRT36"
"422"	"AC019349.5"
"423"	"KRT13"
"424"	"KRT15"
"425"	"KRT19"
"426"	"KRT14"
"427"	"KRT9"
"428"	"EIF1"
"429"	"ATP6V0A1"
"430"	"AXIN2"
"431"	"ABCA9"
"432"	"ABCA10"
"433"	"ABCA5"
"434"	"AC103809.1"
"435"	"DNAI2"
"436"	"RP11-647F2.2"
"437"	"GPR142"
"438"	"CD300LD"
"439"	"CD300E"
"440"	"CD300LF"
"441"	"NAT9"
"442"	"TMEM104"
"443"	"GRIN2C"
"444"	"TMEM200C"
"445"	"RAB12"
"446"	"RP11-674N23.1"
"447"	"SOGA2"
"448"	"FAM210A"
"449"	"RNMT"
"450"	"B4GALT6"
"451"	"RP11-549B18.1"
"452"	"SYT4"
"453"	"LIPG"
"454"	"POLI"
"455"	"STARD6"
"456"	"C18orf54"
"457"	"NFATC1"
"458"	"C2orf44"
"459"	"FKBP1B"
"460"	"RNU6-370P"
"461"	"RNU6-936P"
"462"	"CENPO"
"463"	"PTRHD1"
"464"	"ADCY3"
"465"	"AC013267.1"
"466"	"DNAJC27-AS1"
"467"	"DNAJC27"
"468"	"SNORD14"
"469"	"POMC"
"470"	"AC012457.2"
"471"	"MRPL33"
"472"	"BRE"
"473"	"RBKS"
"474"	"RP11-674I16.1"
"475"	"AC079807.2"
"476"	"FBXO11"
"477"	"FOXN2"
"478"	"PPP1R21"
"479"	"RP11-191L17.1"
"480"	"SERTAD2"
"481"	"AC007365.2"
"482"	"APLF"
"483"	"FBXO48"
