ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
CC	GO:0098686	hippocampal mossy fiber to CA3 synapse	7/525	16/5760	0.000276471015996835	0.000276471015996835	0.0992385436367586	P2RX3/GRIK2/RAPGEF4/CTNND1/GRIK5/SHANK2/EFNB3	7
