"predicted"
"catalyzedby"
"complex"
"input"
"expressionregulatedby"
"inhibit"
"catalyze"
"PPrel:inhibition"
"activate"
"reaction"
"inhibitedby"
"activatedby"
"PPrel:binding/association"
"GErel:expressionby"
"PPrel:indirecteffect"
"PPrel:inhibitedby"
"inhibite"
"PPrel:inhibition,indirecteffect"
"PPrel:activatedby"
"PPrel:activation"
"PPrel:activation,phosphorylation"
"PPrel:activated,indirecteffect"
"interaction"
"PPrel:inhibitedby,phosphorylatedby"
"PPrel:compound"
"PPrel:activation,dephosphorylation"
"PPrel:dissociation"
"PPrel:activatedby,phosphorylation"
"PPrel:activation,indirecteffect"
"PPrel"
"PCrel:inhibitedby"
"PCrel:activatedby"
"ECrel:compound"
"ECrel:compound,activation,indirecteffect"
"PPrel:compound,activation"
"PPrel:compound,activated,phosphorylation"
"PPrel:inhibited,indirecteffect"
"GErel:expression"
"GErel:expression,indirecteffect"
"PPrel:inhibition,phosphorylation"
"PPrel:phosphorylation"
"PPrel:phosphorylation,indirecteffect"
"PPrel:phosphorylatedby"
"PPrel:activation,phosphorylation,indirecteffect"
"PPrel:inhibitedglycosylation"
"PPrel:inhibitedby,dephosphorylation"
"PPrel:activated,phosphorylation,indirecteffect"
"PPrel:compound,activated"
"PPrel:inhibition,ubiquitination"
"PPrel:activatedby,dephosphorylation"
"PCrel:binding/association"
"GErel:repression"
"PPrel:activated,ubiquitination"
"expressionregulates"
"GErel:repressedby"
"PCrel:activation,indirecteffect"
"PPrel:activation,binding/association"
"PPrel:activation,ubiquitination"
"PCrel:activation"
"PPrel:ubiquitination"
"PPrel:binding/association,indirecteffect"
"ECrel:compound,activated"
"PPrel:activation,inhibition"
"PPrel:ubiquitination,inhibition"
"PPrel:inhibited,ubiquitination"
"PPrel:activatedbinding/association"
"PPrel:phosphorylation,binding/association"
"PPrel:dephosphorylated"
"PPrel:glycosylated"
"PPrel:ubiquitinated"
"ECrel:activation"
"ECrel:activated"
"PPrel:inhibition,binding/association"
"PPrel:inhibition,dephosphorylation"
"GErel:inhibition,repression"
"PCrel:activated,indirecteffect"
"PPrel:activated,methylation"
"PPrel:inhibited,methylation"
"PPrel:glycosylation"
"PPrel:statechange"
"GErel:inhibited,repressed"
"GErel:repressed,indirecteffect"
"GErel:inhibited,expression"
"GErel:repression,indirecteffect"
"PPrel:inhibited,binding/association"
"PPrel:compound,activation,phosphorylation"
"PPrel:indirecteffect,phosphorylation"
"PPrel:activated,dissociation"
"PPrel:activation,dissociation"
"PPrel:compound,inhibition"
"PPrel:inhibition,glycosylation"
"PCrel:activation,binding/association"
"PCrel:activation,phosphorylation"
"PPrel:compound,activation,indirecteffect"
"PPrel:inhibition,dephosphorylation,indirecteffect"
"PPrel:activation,phosphorylation,binding/association"
