TF	nes_1	pval_1	nes_2	pval_2	nes_3	pval_3	combine_nes	fisher_pval
ZBTB47	2.58335357883034	0.00978449895459776	2.58335357883034	0.00978449895459776	2.58335357883034	0.00978449895459776	2.58335357883034	0.000981672801709601
WIZ	2.58273215507346	0.00980213891383575	2.58273215507346	0.00980213891383575	2.58273215507346	0.00980213891383575	2.58273215507346	0.000984869474861112
ZNF618	2.57954136359517	0.00989316096899118	2.57954136359517	0.00989316096899118	2.57954136359517	0.00989316096899118	2.57954136359517	0.00100143594490167
TFDP1	2.53096732610701	0.0113748444111692	2.53096732610701	0.0113748444111692	2.53096732610701	0.0113748444111692	2.53096732610701	0.00128775110144638
PLAG1	-2.52872030564786	0.0114479215291548	-2.52872030564786	0.0114479215291548	-2.52872030564786	0.0114479215291548	-2.52872030564786	0.00130267191104644
SOX6	-2.52500626315743	0.0115696227334868	-2.52500626315743	0.0115696227334868	-2.52500626315743	0.0115696227334868	-2.52500626315743	0.00132768517751156
ZNF775	2.50721023045772	0.0121688311412829	2.50721023045772	0.0121688311412829	2.50721023045772	0.0121688311412829	2.50721023045772	0.00145381756815737
CAMTA1	2.50510656196558	0.0122414505822807	2.50510656196558	0.0122414505822807	2.50510656196558	0.0122414505822807	2.50510656196558	0.00146943789027486
GATA1	-2.50233176925021	0.01233782461871	-2.50233176925021	0.01233782461871	-2.50233176925021	0.01233782461871	-2.50233176925021	0.00149027860992712
SETDB1	2.45963497469051	0.0139078389852234	2.45963497469051	0.0139078389852234	2.45963497469051	0.0139078389852234	2.45963497469051	0.00184735433791055
ZNF230	2.45847033410882	0.0139530303832176	2.45847033410882	0.0139530303832176	2.45847033410882	0.0139530303832176	2.45847033410882	0.00185811607354983
PRDM5	-2.45575955958371	0.0140587185498649	-2.45575955958371	0.0140587185498649	-2.45575955958371	0.0140587185498649	-2.45575955958371	0.0018833886247903
ZNF16	2.45322491150818	0.0141581783959058	2.45322491150818	0.0141581783959058	2.45322491150818	0.0141581783959058	2.45322491150818	0.00190730506099032
ZNF200	2.41260907883628	0.0158387972875738	2.41260907883628	0.0158387972875738	2.41260907883628	0.0158387972875738	2.41260907883628	0.00233070599070813
ZNF740	2.40635290577338	0.0161126912693276	2.40635290577338	0.0161126912693276	2.40635290577338	0.0161126912693276	2.40635290577338	0.00240310866527017
ETV4	2.4051874207919	0.0161641734865584	2.4051874207919	0.0161641734865584	2.4051874207919	0.0161641734865584	2.4051874207919	0.0024168227185342
CXXC1	2.39850329014247	0.0164622285974246	2.39850329014247	0.0164622285974246	2.39850329014247	0.0164622285974246	2.39850329014247	0.00249686998449624
NR2F1	2.3878835059174	0.0169457122571036	2.3878835059174	0.0169457122571036	2.3878835059174	0.0169457122571036	2.3878835059174	0.00262906192441564
ZNF808	2.38491169727692	0.0170832212935916	2.38491169727692	0.0170832212935916	2.38491169727692	0.0170832212935916	2.38491169727692	0.00266718583127884
ZNF571	2.3671554167855	0.0179254035978801	2.3671554167855	0.0179254035978801	2.3671554167855	0.0179254035978801	2.3671554167855	0.00290572098858268
PURA	2.33454973954871	0.019566954780801	2.33454973954871	0.019566954780801	2.33454973954871	0.019566954780801	2.33454973954871	0.00339518666991407
ZNF587	2.33281122050486	0.0196580555111661	2.33281122050486	0.0196580555111661	2.33281122050486	0.0196580555111661	2.33281122050486	0.00342328514886561
ZNF675	2.31937534793802	0.0203746931344367	2.31937534793802	0.0203746931344367	2.31937534793802	0.0203746931344367	2.31937534793802	0.00364769897856433
OLIG2	2.31902195121552	0.0203938461230668	2.31902195121552	0.0203938461230668	2.31902195121552	0.0203938461230668	2.31902195121552	0.00365377858098371
BHLHA15	-2.3105293189944	0.0208588672752545	-2.3105293189944	0.0208588672752545	-2.3105293189944	0.0208588672752545	-2.3105293189944	0.00380268631719474
SOX12	2.30081305149761	0.0214022004096998	2.30081305149761	0.0214022004096998	2.30081305149761	0.0214022004096998	2.30081305149761	0.00397981433488371
KLF6	-2.29747820556832	0.0215915049574592	-2.29747820556832	0.0215915049574592	-2.29747820556832	0.0215915049574592	-2.29747820556832	0.00404231860247216
VDR	2.29719312184258	0.0216077553326576	2.29719312184258	0.0216077553326576	2.29719312184258	0.0216077553326576	2.29719312184258	0.00404770308560036
ZNF415	2.27575208855983	0.0228608518126442	2.27575208855983	0.0228608518126442	2.27575208855983	0.0228608518126442	2.27575208855983	0.00447186853456567
TET3	2.27347394254599	0.0229976346588401	2.27347394254599	0.0229976346588401	2.27347394254599	0.0229976346588401	2.27347394254599	0.00451923134877018
ZNF91	-2.24985408552561	0.0244582093799354	-2.24985408552561	0.0244582093799354	-2.24985408552561	0.0244582093799354	-2.24985408552561	0.00503782212471761
HMGN3	2.24609266870253	0.0246980728447408	2.24609266870253	0.0246980728447408	2.24609266870253	0.0246980728447408	2.24609266870253	0.00512521300240677
ZSCAN29	2.24172464475339	0.0249791740668824	2.24172464475339	0.0249791740668824	2.24172464475339	0.0249791740668824	2.24172464475339	0.00522841921464316
ZNF169	2.23482740945618	0.0254286816561277	2.23482740945618	0.0254286816561277	2.23482740945618	0.0254286816561277	2.23482740945618	0.00539522098100203
RUNX3	2.22878363217646	0.0258283045102956	2.22878363217646	0.0258283045102956	2.22878363217646	0.0258283045102956	2.22878363217646	0.00554532545390556
ZNF569	2.21303195429975	0.0268954427027662	2.21303195429975	0.0268954427027662	2.21303195429975	0.0268954427027662	2.21303195429975	0.00595444772042395
ZNF283	2.21112256001602	0.0270273510951765	2.21112256001602	0.0270273510951765	2.21112256001602	0.0270273510951765	2.21112256001602	0.00600585026529958
ZNF485	2.20978276356647	0.0271202425288227	2.20978276356647	0.0271202425288227	2.20978276356647	0.0271202425288227	2.20978276356647	0.00604215760088327
FOXD4L1	2.20896644234426	0.0271769751071387	2.20896644234426	0.0271769751071387	2.20896644234426	0.0271769751071387	2.20896644234426	0.00606437624303428
ZNF497	2.20831664359087	0.0272222079161998	2.20831664359087	0.0272222079161998	2.20831664359087	0.0272222079161998	2.20831664359087	0.0060821151711209
ZBTB7A	2.20738784178186	0.0272869750578807	2.20738784178186	0.0272869750578807	2.20738784178186	0.0272869750578807	2.20738784178186	0.00610755196507428
ZFP82	2.19688524953016	0.0280286425679126	2.19688524953016	0.0280286425679126	2.19688524953016	0.0280286425679126	2.19688524953016	0.00640193808191731
ZNF239	2.19629531796635	0.0280708126410512	2.19629531796635	0.0280708126410512	2.19629531796635	0.0280708126410512	2.19629531796635	0.00641884717651198
ZNF469	-2.1957857541764	0.0281072817917385	-2.1957857541764	0.0281072817917385	-2.1957857541764	0.0281072817917385	-2.1957857541764	0.00643348510932639
ZNF592	2.19543400593703	0.0281324800023619	2.19543400593703	0.0281324800023619	2.19543400593703	0.0281324800023619	2.19543400593703	0.00644360712204596
ZNF703	2.17935460475938	0.0293053356710381	2.17935460475938	0.0293053356710381	2.17935460475938	0.0293053356710381	2.17935460475938	0.00692192514709492
ZNF69	2.1786252704444	0.0293595173257476	2.1786252704444	0.0293595173257476	2.1786252704444	0.0293595173257476	2.1786252704444	0.0069443598062964
BPTF	2.17370671484199	0.029727168057441	2.17370671484199	0.029727168057441	2.17370671484199	0.029727168057441	2.17370671484199	0.00709737370982368
ZNF813	2.17193921170414	0.0298602483287649	2.17193921170414	0.0298602483287649	2.17193921170414	0.0298602483287649	2.17193921170414	0.00715309650553509
REXO4	-2.17180498054188	0.0298703758627754	-2.17180498054188	0.0298703758627754	-2.17180498054188	0.0298703758627754	-2.17180498054188	0.00715734435104194
ZNF518A	-2.16708774061159	0.0302281645221866	-2.16708774061159	0.0302281645221866	-2.16708774061159	0.0302281645221866	-2.16708774061159	0.00730807358262129
ZNF337	2.16260807625012	0.0305713365635752	2.16260807625012	0.0305713365635752	2.16260807625012	0.0305713365635752	2.16260807625012	0.00745384746769897
ZBTB2	2.15045670169256	0.0315191073715575	2.15045670169256	0.0315191073715575	2.15045670169256	0.0315191073715575	2.15045670169256	0.00786251653636804
ZNF474	2.14620108362899	0.0318569391741716	2.14620108362899	0.0318569391741716	2.14620108362899	0.0318569391741716	2.14620108362899	0.0080103261809661
ZNF35	2.13473947145865	0.0327822969113667	2.13473947145865	0.0327822969113667	2.13473947145865	0.0327822969113667	2.13473947145865	0.00842089792827342
ZBTB46	2.13388491346846	0.0328522027275378	2.13388491346846	0.0328522027275378	2.13388491346846	0.0328522027275378	2.13388491346846	0.00845225208649616
ZNF446	2.12993371087031	0.0331770865218823	2.12993371087031	0.0331770865218823	2.12993371087031	0.0331770865218823	2.12993371087031	0.00859858799956431
GMEB1	2.12855544141501	0.0332910583923708	2.12855544141501	0.0332910583923708	2.12855544141501	0.0332910583923708	2.12855544141501	0.00865016470988034
DPF3	-2.1261028403377	0.033494697490189	-2.1261028403377	0.033494697490189	-2.1261028403377	0.033494697490189	-2.1261028403377	0.00874262999054505
CCDC17	2.12421655233701	0.0336520397540646	2.12421655233701	0.0336520397540646	2.12421655233701	0.0336520397540646	2.12421655233701	0.0088143457921319
ZNF831	2.10312730544878	0.0354546426575733	2.10312730544878	0.0354546426575733	2.10312730544878	0.0354546426575733	2.10312730544878	0.00965274900926552
ELK3	2.10241371021988	0.0355170512341419	2.10241371021988	0.0355170512341419	2.10241371021988	0.0355170512341419	2.10241371021988	0.00968232413446301
HOXA11	2.09999239506407	0.035729510115834	2.09999239506407	0.035729510115834	2.09999239506407	0.035729510115834	2.09999239506407	0.00978328025470348
ZNF561	2.09873849483435	0.0358399592831967	2.09873849483435	0.0358399592831967	2.09873849483435	0.0358399592831967	2.09873849483435	0.00983592983609914
TFCP2L1	2.09643204769799	0.036043881982928	2.09643204769799	0.036043881982928	2.09643204769799	0.036043881982928	2.09643204769799	0.00993343541216772
HMG20A	2.08955594550088	0.0366577074312638	2.08955594550088	0.0366577074312638	2.08955594550088	0.0366577074312638	2.08955594550088	0.0102292641737875
ZNF823	2.08769246624147	0.03682558487072	2.08769246624147	0.03682558487072	2.08769246624147	0.03682558487072	2.08769246624147	0.0103107778365706
KLF1	2.0821404217953	0.0373296453020593	2.0821404217953	0.0373296453020593	2.0821404217953	0.0373296453020593	2.0821404217953	0.0105570837099331
LCOR	2.08169568385328	0.0373702751310021	2.08169568385328	0.0373702751310021	2.08169568385328	0.0373702751310021	2.08169568385328	0.0105770386656668
ZEB1	2.07887226130566	0.0376290928811792	2.07887226130566	0.0376290928811792	2.07887226130566	0.0376290928811792	2.07887226130566	0.0107045087287051
ZNF621	2.07446342853454	0.0380362918434604	2.07446342853454	0.0380362918434604	2.07446342853454	0.0380362918434604	2.07446342853454	0.0109062938264385
HOXB5	-2.07170742140404	0.0382927348186123	-2.07170742140404	0.0382927348186123	-2.07170742140404	0.0382927348186123	-2.07170742140404	0.0110341454947451
ATF3	2.06229317905004	0.039179832034499	2.06229317905004	0.039179832034499	2.06229317905004	0.039179832034499	2.06229317905004	0.0114809940351538
ZNF248	2.06051019838419	0.0393497919113788	2.06051019838419	0.0393497919113788	2.06051019838419	0.0393497919113788	2.06051019838419	0.0115674131349272
ZSCAN21	2.05082603571636	0.0402838911316461	2.05082603571636	0.0402838911316461	2.05082603571636	0.0402838911316461	2.05082603571636	0.0120469695639395
GRHL1	-2.0489661822956	0.0404654218774203	-2.0489661822956	0.0404654218774203	-2.0489661822956	0.0404654218774203	-2.0489661822956	0.0121410638956438
HLF	-2.03826741880172	0.0415231963597757	-2.03826741880172	0.0415231963597757	-2.03826741880172	0.0415231963597757	-2.03826741880172	0.0126951172301016
PBX1	-2.0334141406294	0.0420106999041133	-2.0334141406294	0.0420106999041133	-2.0334141406294	0.0420106999041133	-2.0334141406294	0.01295376120274
KLF10	2.02943957177806	0.0424135379965479	2.02943957177806	0.0424135379965479	2.02943957177806	0.0424135379965479	2.02943957177806	0.0131690430664594
ZNF600	2.0241219891031	0.0429576016432757	2.0241219891031	0.0429576016432757	2.0241219891031	0.0429576016432757	2.0241219891031	0.0134620224042652
ZNF578	2.02293981137572	0.0430793533431275	2.02293981137572	0.0430793533431275	2.02293981137572	0.0430793533431275	2.02293981137572	0.0135279346431171
ZNF727	2.01882683970396	0.0435052203870564	2.01882683970396	0.0435052203870564	2.01882683970396	0.0435052203870564	2.01882683970396	0.0137594838632491
ZNF480	2.0186262676042	0.0435260787294953	2.0186262676042	0.0435260787294953	2.0186262676042	0.0435260787294953	2.0186262676042	0.0137708646473099
ZNF606	2.00965018811946	0.0444682254263223	2.00965018811946	0.0444682254263223	2.00965018811946	0.0444682254263223	2.00965018811946	0.0142887815291449
ZNF23	2.00159599648678	0.0453281999432767	2.00159599648678	0.0453281999432767	2.00159599648678	0.0453281999432767	2.00159599648678	0.0147680780387492
ZNF483	2.00012011034164	0.0454872957071993	2.00012011034164	0.0454872957071993	2.00012011034164	0.0454872957071993	2.00012011034164	0.0148574287821925
ZNF177	1.99997468237846	0.0455029978112878	1.99997468237846	0.0455029978112878	1.99997468237846	0.0455029978112878	1.99997468237846	0.0148662588171137
ZNF654	1.99612850036945	0.0459199375333993	1.99612850036945	0.0459199375333993	1.99612850036945	0.0459199375333993	1.99612850036945	0.0151014766651481
ZNF623	1.99310953905181	0.0462494536872932	1.99310953905181	0.0462494536872932	1.99310953905181	0.0462494536872932	1.99310953905181	0.0152883982020083
ZNF25	1.9915277618599	0.0464228962429657	1.9915277618599	0.0464228962429657	1.9915277618599	0.0464228962429657	1.9915277618599	0.0153871473271256
ZNF324B	1.99117320827933	0.0464618482291541	1.99117320827933	0.0464618482291541	1.99117320827933	0.0464618482291541	1.99117320827933	0.0154093588183644
TP63	1.98706811508729	0.0469148490528057	1.98706811508729	0.0469148490528057	1.98706811508729	0.0469148490528057	1.98706811508729	0.0156685932253796
CREBZF	1.9849329057565	0.0471519367637423	1.9849329057565	0.0471519367637423	1.9849329057565	0.0471519367637423	1.9849329057565	0.0158049435141916
ZNF224	1.9759553130192	0.0481598386222914	1.9759553130192	0.0481598386222914	1.9759553130192	0.0481598386222914	1.9759553130192	0.0163897349329007
ZNF131	1.9759344324382	0.0481622037905515	1.9759344324382	0.0481622037905515	1.9759344324382	0.0481622037905515	1.9759344324382	0.0163911169694328
ZNF229	1.97577305139106	0.0481804869057446	1.97577305139106	0.0481804869057446	1.97577305139106	0.0481804869057446	1.97577305139106	0.0164018018598674
ZNF595	1.97410069624085	0.0483702942042436	1.97410069624085	0.0483702942042436	1.97410069624085	0.0483702942042436	1.97410069624085	0.0165128882008179
ZNF346	1.96981577689991	0.0488594877552985	1.96981577689991	0.0488594877552985	1.96981577689991	0.0488594877552985	1.96981577689991	0.01680053936428
ZNF610	1.9668998628542	0.0491947563641687	1.9668998628542	0.0491947563641687	1.9668998628542	0.0491947563641687	1.9668998628542	0.0169987976228972
ZNF596	1.96489494216638	0.0494263982562056	1.96489494216638	0.0494263982562056	1.96489494216638	0.0494263982562056	1.96489494216638	0.0171363057076705
MEF2B	1.96413296971894	0.049514673664919	1.96413296971894	0.049514673664919	1.96413296971894	0.049514673664919	1.96413296971894	0.0171888214987872
RBCK1	1.96163509085528	0.0498049837837947	1.96163509085528	0.0498049837837947	1.96163509085528	0.0498049837837947	1.96163509085528	0.0173619699928894
ZSCAN18	1.96136318987906	0.0498366708046186	1.96136318987906	0.0498366708046186	1.96136318987906	0.0498366708046186	1.96136318987906	0.0173809097955567
ZNF614	1.96040960224036	0.049947934426728	1.96040960224036	0.049947934426728	1.96040960224036	0.049947934426728	1.96040960224036	0.0174474772861715
FOXJ3	1.9586181016033	0.0501575280757487	1.9586181016033	0.0501575280757487	1.9586181016033	0.0501575280757487	1.9586181016033	0.0175731427523628
ZNF585A	1.95821236868469	0.0502050983776734	1.95821236868469	0.0502050983776734	1.95821236868469	0.0502050983776734	1.95821236868469	0.0176017131210352
ZNF407	1.95408912367413	0.050690678126259	1.95408912367413	0.050690678126259	1.95408912367413	0.050690678126259	1.95408912367413	0.0178943784138808
PRDM8	1.94344322187169	0.051962629290779	1.94344322187169	0.051962629290779	1.94344322187169	0.051962629290779	1.94344322187169	0.0186698387018895
ZNF419	1.94159258301504	0.0521864414955903	1.94159258301504	0.0521864414955903	1.94159258301504	0.0521864414955903	1.94159258301504	0.0188076034729123
HOXB2	-1.9391493814379	0.0524831511721512	-1.9391493814379	0.0524831511721512	-1.9391493814379	0.0524831511721512	-1.9391493814379	0.0189908424541916
FOXJ1	-1.93070751269691	0.0535192333328725	-1.93070751269691	0.0535192333328725	-1.93070751269691	0.0535192333328725	-1.93070751269691	0.0196360606487002
SMAD3	1.92772650245307	0.0538891538093395	1.92772650245307	0.0538891538093395	1.92772650245307	0.0538891538093395	1.92772650245307	0.0198684375064349
ZNF99	1.92369716720845	0.0543925533316298	1.92369716720845	0.0543925533316298	1.92369716720845	0.0543925533316298	1.92369716720845	0.02018635148833
E2F2	-1.92128962924883	0.0546952038624153	-1.92128962924883	0.0546952038624153	-1.92128962924883	0.0546952038624153	-1.92128962924883	0.0203784188725751
JRK	1.90677889173388	0.0565492258629847	1.90677889173388	0.0565492258629847	1.90677889173388	0.0565492258629847	1.90677889173388	0.0215701812825043
MYCN	1.90264224915452	0.0570872422985611	1.90264224915452	0.0570872422985611	1.90264224915452	0.0570872422985611	1.90264224915452	0.0219208575686932
GRHL3	1.9019053288617	0.057183532412826	1.9019053288617	0.057183532412826	1.9019053288617	0.057183532412826	1.9019053288617	0.0219838468710531
IRF8	-1.89812082779788	0.0576801670870506	-1.89812082779788	0.0576801670870506	-1.89812082779788	0.0576801670870506	-1.89812082779788	0.022309821164139
ZNF257	1.89738424147714	0.0577772439239418	1.89738424147714	0.0577772439239418	1.89738424147714	0.0577772439239418	1.89738424147714	0.0223737529803619
MEIS1	1.89660053613367	0.0578806797895382	1.89660053613367	0.0578806797895382	1.89660053613367	0.0578806797895382	1.89660053613367	0.0224419494425007
TP73	1.89469448540049	0.0581328887618023	1.89469448540049	0.0581328887618023	1.89469448540049	0.0581328887618023	1.89469448540049	0.022608565346036
SGSM2	-1.88957305618491	0.0588150835202291	-1.88957305618491	0.0588150835202291	-1.88957305618491	0.0588150835202291	-1.88957305618491	0.0230615902797297
PIN1	1.88243698104124	0.0597767087609988	1.88243698104124	0.0597767087609988	1.88243698104124	0.0597767087609988	1.88243698104124	0.0237059677225527
SALL2	1.87955083553664	0.0601693191102235	1.87955083553664	0.0601693191102235	1.87955083553664	0.0601693191102235	1.87955083553664	0.0239709884917985
ZNF711	1.87901272183951	0.0602427561580337	1.87901272183951	0.0602427561580337	1.87901272183951	0.0602427561580337	1.87901272183951	0.0240206841988471
ZNF318	1.87372509447489	0.0609683252889923	1.87372509447489	0.0609683252889923	1.87372509447489	0.0609683252889923	1.87372509447489	0.0245137790347603
PHF21A	1.8672269994615	0.0618698947231788	1.8672269994615	0.0618698947231788	1.8672269994615	0.0618698947231788	1.8672269994615	0.0251317539229026
ZNF692	1.86601408167595	0.0620393953809164	1.86601408167595	0.0620393953809164	1.86601408167595	0.0620393953809164	1.86601408167595	0.0252485857765504
KLF5	-1.86538584070831	0.062127340617996	-1.86538584070831	0.062127340617996	-1.86538584070831	0.062127340617996	-1.86538584070831	0.0253092844819815
ZNF267	1.85841693591678	0.0631098290882435	1.85841693591678	0.0631098290882435	1.85841693591678	0.0631098290882435	1.85841693591678	0.025991116713837
AKNA	1.85646362940539	0.063387502514502	1.85646362940539	0.063387502514502	1.85646362940539	0.063387502514502	1.85646362940539	0.0261850542249387
TFDP2	1.85291524176718	0.063894508124703	1.85291524176718	0.063894508124703	1.85291524176718	0.063894508124703	1.85291524176718	0.0265405641407325
ZNF528	1.8463059075755	0.0648478004658019	1.8463059075755	0.0648478004658019	1.8463059075755	0.0648478004658019	1.8463059075755	0.0272138755110349
CENPA	-1.84515382900137	0.0650151646953559	-1.84515382900137	0.0650151646953559	-1.84515382900137	0.0650151646953559	-1.84515382900137	0.0273327376542033
ZNF552	1.8446359839672	0.065090508831608	1.8446359839672	0.065090508831608	1.8446359839672	0.065090508831608	1.8446359839672	0.0273863104938186
ZNF837	-1.84141024193741	0.0655614630453538	-1.84141024193741	0.0655614630453538	-1.84141024193741	0.0655614630453538	-1.84141024193741	0.0277220688546888
ADNP2	1.84009933879924	0.0657536543619174	1.84009933879924	0.0657536543619174	1.84009933879924	0.0657536543619174	1.84009933879924	0.027859528215258
ZBTB17	1.83990298508005	0.0657824817017246	1.83990298508005	0.0657824817017246	1.83990298508005	0.0657824817017246	1.83990298508005	0.0278801680998583
USF1	1.83938431307941	0.0658586797612115	1.83938431307941	0.0658586797612115	1.83938431307941	0.0658586797612115	1.83938431307941	0.0279347521613918
TEAD3	-1.83676071093297	0.0662452283470608	-1.83676071093297	0.0662452283470608	-1.83676071093297	0.0662452283470608	-1.83676071093297	0.0282122689714404
ZNF468	-1.83594852892124	0.0663652694291477	-1.83594852892124	0.0663652694291477	-1.83594852892124	0.0663652694291477	-1.83594852892124	0.0282986593546629
ZNF77	1.83594231215074	0.0663661889628454	1.83594231215074	0.0663661889628454	1.83594231215074	0.0663661889628454	1.83594231215074	0.0282993214997836
TEF	-1.83352957115788	0.0667238550934337	-1.83352957115788	0.0667238550934337	-1.83352957115788	0.0667238550934337	-1.83352957115788	0.0285573113929454
ZNF790	1.82903662641468	0.0673941215593247	1.82903662641468	0.0673941215593247	1.82903662641468	0.0673941215593247	1.82903662641468	0.0290431348815956
THYN1	1.82680241001554	0.0677294834075818	1.82680241001554	0.0677294834075818	1.82680241001554	0.0677294834075818	1.82680241001554	0.029287358210214
GLIS2	-1.82371565254116	0.0681950712410676	-1.82371565254116	0.0681950712410676	-1.82371565254116	0.0681950712410676	-1.82371565254116	0.0296276787179147
ZNF320	1.82010736950206	0.0687426555585319	1.82010736950206	0.0687426555585319	1.82010736950206	0.0687426555585319	1.82010736950206	0.0300298040456357
GTF2IRD1	-1.81869176933225	0.068958468131246	-1.81869176933225	0.068958468131246	-1.81869176933225	0.068958468131246	-1.81869176933225	0.0301888419142478
LHX6	1.8179612174103	0.0690700605802412	1.8179612174103	0.0690700605802412	1.8179612174103	0.0690700605802412	1.8179612174103	0.030271199654651
HES6	-1.81653720764487	0.0692880057336722	-1.81653720764487	0.0692880057336722	-1.81653720764487	0.0692880057336722	-1.81653720764487	0.0304322882732317
IRF6	-1.81556695139958	0.0694368270499575	-1.81556695139958	0.0694368270499575	-1.81556695139958	0.0694368270499575	-1.81556695139958	0.0305424680512608
SOX18	1.81491191250755	0.0695374475688236	1.81491191250755	0.0695374475688236	1.81491191250755	0.0695374475688236	1.81491191250755	0.0306170461045072
ZBTB45	1.81333386698808	0.0697803428242565	1.81333386698808	0.0697803428242565	1.81333386698808	0.0697803428242565	1.81333386698808	0.0307973534253454
ZNF501	1.81292461048428	0.06984344984034	1.81292461048428	0.06984344984034	1.81292461048428	0.06984344984034	1.81292461048428	0.0308442636052936
SP3	-1.80921902437304	0.070416983202491	-1.80921902437304	0.070416983202491	-1.80921902437304	0.070416983202491	-1.80921902437304	0.0312718073747191
