	IDH2_2	Group_control_3	Group_control_4	Group_control_6	Group_control_7	IDH2_14	IDH2_18	IDH2_19	Group_control_20	Group_control_26	IDH2_30	IDH2_32	Group_control_34	IDH2_35	IDH2_39	Group_control_41	IDH2_44	IDH2_52	IDH2_54	IDH2_59	Group_control_60	Group_control_63	Group_control_65	IDH2_66	Group_control_69	Group_control_75	Group_control_77	IDH2_84	Group_control_91	IDH2_95	Group_control_106	Group_control_107	IDH2_113	IDH2_117	Group_control_119	Group_control_121	Group_control_123	IDH2_129	IDH2_142	IDH2_143	IDH2_149	IDH2_156	Group_control_161	Group_control_162	IDH2_163	Group_control_165	Group_control_170	IDH2_175
SOAT1	20.1029680339579	21.2599181431588	24.4984057586274	22.4466599555077	21.3603104848904	20.1670707636068	22.7659503230249	22.3786941772502	21.7789645169283	21.2392625034565	22.3188944655258	23.0548794659609	20.3207134448772	22.4632461023296	21.4811888889946	22.9438303959826	19.2177273821053	23.0759051570994	21.3925551352656	22.2312121326553	24.625971069139	21.9786956116555	23.3130238179275	22.3379687814197	22.9748891302089	22.4977121214469	25.1230741490876	22.6892316053566	23.7574911642578	22.9557315501573	24.1718573195769	22.4331793394415	21.6626922045337	21.6333360771142	22.5596852975092	18.2603412982854	22.7202460094283	22.8615208788903	23.4400423861272	24.5208599279697	21.100369389552	20.7242788117987	21.1538901886565	18.8590514567666	20.7530739142345	20.8132308586175	22.8338544580977	21.7488249249625
SOD1	32.0732684733207	30.2633739387354	30.5073315925828	31.3022539363436	30.7624839089175	29.3368981512983	30.6939779542716	29.4816156607114	30.3505495520148	30.5778852109325	31.6684528014117	29.9094265711829	28.6390045116344	31.6495202134876	31.2833495131081	31.3578875595543	31.4994479729942	29.8888593642926	32.2505665520039	31.1438502754079	29.8313157653192	30.0617985328472	29.9883304912695	30.3319420029855	29.6132916644049	30.9569833476002	31.1683991789247	32.5611898155482	30.4445413752327	30.4025771044163	30.3779274308697	31.7266889729887	31.219839929853	32.1166363108826	31.7484696980383	31.8375423066406	31.2207061789989	28.2617303942434	31.4512125325803	31.4360002249091	31.3900743757836	32.4657678176768	28.0167472173139	30.0997567006875	28.6947350136173	27.4781212737639	27.0861259563659	29.6603192710406
SOD2	32.0778129626995	26.4286760931021	27.8902827884102	28.4501324022085	29.6431978153447	28.2824034920118	28.5386636979355	28.5181262046041	28.6263847086484	27.5861540776906	29.5255168685264	27.9859966887689	28.4566045776148	29.6868778798623	30.0628295085161	29.6812739447356	30.5602967822268	29.0871970109218	29.2842557053826	28.6433712305392	28.5629127123201	28.4023962698663	27.0106800616268	28.5441831622167	29.660713050399	29.6401778759792	28.0857782581068	31.2136405126059	28.7523755078732	29.6905061130847	27.6634390036355	27.7090429692203	28.9788728689393	30.3382405609292	31.4703036672045	29.3912508875076	27.7439842538614	28.8862730774442	29.2538004349511	28.8194275101	31.4439013277591	29.7504714812197	28.4597844374205	31.5503865643013	27.1498394560318	28.9602451701204	26.004450922509	28.1145148155793
SON	23.4502225061258	23.948755452566	23.7267081812559	24.0155186777224	23.9724974067753	24.7535858489478	24.0160600029056	25.2693212420263	23.9372940058998	23.9023477063839	23.8932787097471	23.7730674842658	24.7617615892453	23.4085143200704	23.964471008976	24.4427905434661	24.3733856610769	23.9659037278238	24.3972849508257	24.0539996090169	24.8060626910932	24.4991271289396	24.8158792420216	23.8646286736884	24.6754514827063	24.0731639599985	25.0290392863225	30.3502740923363	24.6452679846193	24.9112036894294	23.4071712401041	24.4813879159419	24.9770532297695	24.8969142369107	23.9714778106223	22.8233672869104	23.2298203248207	24.3858291782423	27.5413069944655	23.0245543393613	24.5259189215892	28.4239566719735	27.2507482853539	25.1115376081611	24.1699384221252	23.8263715862658	25.1166308212963	25.1251208483037
SORD	25.5333010217645	25.3682375302471	24.2558165875019	25.1580898692552	24.8578072186168	27.2104955035817	25.2402300259511	24.7707114089446	24.4998152292928	26.8444068493679	24.9790654244706	24.2670606932166	23.5909135749111	25.2670373525948	24.0402846333747	25.0701320550463	25.3016445042857	24.2884759120161	25.8672902088387	24.9300040378447	23.275752780371	24.9833821463644	25.4372047152812	25.4278753121941	24.584056751866	26.0566532369647	23.106576009586	25.2519196603884	25.0380272825509	25.9366857514437	24.3058836888754	25.4887064473914	25.688345165779	24.7742563045344	24.061300003868	24.8203457625088	24.1250703054939	22.5995995942169	23.6393651329764	22.087913437965	25.0311795788093	25.8597105062975	23.7083981628064	24.1386850612384	24.5100537780148	22.7354055963456	24.8092646428349	25.1395477987126
SORL1	21.0998703072121	22.1745290912808	23.0226585743517	22.7416189566174	22.5907706583143	20.6959627655966	22.6602440573789	23.5580829462263	22.557197502835	23.7819692321721	22.6306031560603	22.2182029039477	24.2637144072296	22.8841379535585	21.8016258845264	22.9819031181116	22.61850584029	22.3019281215633	23.5828258924423	22.8711772258433	23.8475649598274	22.314857983133	22.7762547010144	24.1120220193	22.853976858832	23.8332004938474	20.8006299640309	16.8978865690891	22.3832087222078	22.5903978849529	22.4501883386313	22.8195619252924	23.6121338785349	22.2603169149341	22.0591422530727	24.0669704121566	24.0388548498504	21.7341845469893	24.391167945734	21.6447319483543	23.3286263071555	23.310021133584	22.9810057501406	29.5032888629824	23.1125727997073	26.8044403974704	23.70931066281	22.8103310821477
SP100	26.1665431560619	24.0532210004768	25.4369798713785	25.4387806164106	24.4373193219993	24.6020451618528	25.1814979108365	25.454548858326	26.1098051871233	25.1694811877471	25.3533726528292	25.2296701053489	26.7094720291974	25.8411866980174	25.7962897562935	25.4488683571805	25.3690039357448	25.0521088241091	25.6633941187099	26.636452586109	25.7503931570575	26.040170690766	24.5840958567523	26.0615214011029	24.7214878814611	25.7755296812971	24.2784916182504	25.515153797549	25.27157075577	25.602918253734	24.2667289454657	24.7893888802213	26.4196328550552	25.4228054332156	26.1176886612503	25.5463531879353	26.4549506617776	25.7214473931965	25.6383201007809	24.4539621589237	25.7402786183567	25.628763884152	26.4959879477625	18.4612060832895	25.3870392394704	27.5199738569001	25.0041583159086	26.5582363941211
SP110	22.1305893522247	21.3989362372989	20.8388222370574	21.5245325662227	21.6328500050648	21.1762792255597	20.9055806408482	21.549736033706	22.0583135576956	20.9441736597931	21.2413311125354	21.9610713668101	20.6832771356029	22.5935070375714	22.2179588194262	21.4087163107744	21.2714759075624	21.1680852350278	21.4979872888537	21.7057393179123	21.3753915916609	19.708485122264	19.9137890434364	19.8338974258991	20.298415717302	20.3573009048833	25.3636291202055	21.2834407036138	20.5370640131343	20.957281525617	21.2383822120863	21.2129623008083	21.7367024601313	22.8028135311596	23.20363222901	22.4499689564275	23.0854642590293	23.2878228365226	23.4417014854242	22.8751921217781	22.3705036766003	22.792237883409	22.05938330412	18.7412741730169	21.3409288625454	23.5064539609487	19.5495447705638	20.9555302028289
SP3	21.3327357137619	22.6767023811134	22.4369965225028	22.6095979334257	22.797768542781	23.2085315949078	22.9345003846519	25.2010240587906	22.6006803313674	22.6883631103271	23.3426885743423	23.6125388070661	21.4132231184909	23.9424269008026	24.1846118452652	23.9373423358907	23.8595986761651	21.9580040507657	23.463240900503	24.1780136747317	24.3568074553603	23.4342017845075	24.0620710831571	23.9388120526909	23.2812887029929	22.0173523806326	23.3171373508037	22.8994178458637	21.8118437782142	22.4728903738725	21.9095095181574	21.6869020486906	21.7082525139249	22.8597134235723	23.6706614676465	20.3166846533664	21.9153231652651	23.2756032095263	23.4350795151865	23.7653349620066	23.5208798483043	23.4246721084835	21.2531476074696	17.4387001189238	20.2350309789522	24.023717840909	21.7354874426178	21.2226019087982
SPAG9	23.409408663419	22.5558910983894	22.8114191664647	22.441697084567	22.0769115386504	22.8491562602223	22.615506084161	21.8214243638061	22.2542315442484	22.4088698000556	22.5377368762783	22.1056871177088	22.8446939919617	21.4198024870562	21.9839248298932	22.5042844978749	23.4494116221396	22.7005447613609	21.6653399135968	22.359280171435	22.2906517525512	22.4758483227458	22.3236668397371	21.4427476546473	22.1817819584306	22.2023058848745	22.5003122725532	22.6464701243447	22.6749649403268	22.2047366466225	23.1255427411722	22.8142239536411	22.0920238217518	22.0250710615668	21.2020371292806	21.6368227505314	20.9954608071943	22.2586041943524	21.969993847263	22.3674788829884	22.4915890713821	21.2621010960917	21.4558895415658	17.917587142833	21.4264373976189	19.8871072040697	21.9949417187712	22.5996687522771
SPCS2	25.4183038000552	25.6934498463643	25.6694846041682	25.5003692677062	25.789326552618	25.6629886679721	25.4535469146969	26.8503418834356	26.4164211641634	25.0644097079191	25.5006285356528	25.5323619518779	26.4146861514926	26.1171886862899	26.0251444706297	25.8043195613547	25.7721362110204	25.8191897773497	25.7112915940674	25.5938890148106	26.4944919782968	25.7250428129846	26.2253922969701	25.6832467613818	25.7245793164408	25.6630138950581	25.8113839530958	25.5126579351282	26.4097128735273	26.0173468311798	26.6637234750515	25.7767405123048	26.0104989684095	26.4937179620675	27.0717573187406	26.8246242750141	27.6968225529748	27.776855017951	27.4898749162578	27.6872148689608	26.0670201912172	26.8197230673562	26.8560846299683	26.4939424232913	25.7048361030774	27.0371038267145	27.6580391244751	25.5118641079148
SPCS3	26.1060653799478	26.3737526928955	26.4863962441211	26.3016420934159	26.3276537801753	26.457278849684	25.9978613266739	27.3369196398762	26.7242345780875	25.9322773367163	26.085987621543	26.0872368915542	28.0781712414392	26.5330888126773	25.899932968031	26.1883361273385	25.7724103230782	26.0304580391375	25.8540606953137	26.2312716838753	27.5229171381944	26.2893818321291	26.7407951003276	27.1020651993441	26.5789144657544	26.6641288378318	26.3973633978536	26.8754132438015	26.8036263274916	26.1968325212168	26.4170947578115	26.1546111974145	26.1933749917926	26.1156452996521	26.7874309800822	28.4314980115563	28.3186673964491	27.8600119601079	26.2415108973766	25.6954878033111	26.7640438732723	26.5004402278571	27.5894786540042	29.8856607566196	26.9260341743387	29.7985375505793	27.6030147356156	26.8834775641391
SPECC1	23.6042590556415	23.723752733989	23.0806549149954	22.8000913866247	21.8031457276913	20.7420280182522	24.0728733336158	20.2241589762373	20.326834250472	21.9444806933439	22.2644183007818	22.3881668067149	21.6042359419046	21.2824579191636	22.1424914418373	22.212283021599	21.2667582947787	22.8587074186935	21.8378862404871	22.1127091619967	23.1754854750292	22.0834641255249	22.0696659508382	21.7770922303733	20.6308703625245	23.3585393984446	23.3671988687225	22.2292282915692	22.5778571371246	21.8688195333019	23.3470685647007	21.7611142815939	22.7705521533827	21.7392010392146	21.2027873307019	22.4187490357427	21.7122926921608	22.0041993508421	21.6835611738449	22.586220305088	21.3894133409942	21.7436727007405	22.9602165146014	24.0740811773074	22.9509043934253	19.6618448003854	23.2291817532021	21.8053497166645
SPG20	24.4341549509624	24.6958117986392	24.434494368316	24.4331356112085	24.8060000396985	25.1746363966312	24.6341826931744	23.4323953542641	25.6008223766977	24.4690238914947	23.7249450523762	24.8108990158301	22.8758129239937	25.2766601285175	24.0711294533489	23.9158461797815	24.3742801320022	24.8007192132342	25.1637022643475	24.0984490432267	23.9924115419326	24.4111371583958	23.9542729097018	25.3438527530127	24.9714925050967	24.6232058712878	22.2159282260932	23.3112062913846	24.9584626510458	24.3311104404384	25.0438077753397	23.4100425785778	24.0400949354642	23.6335894704555	21.7735319158279	21.0168101297591	22.2989502035879	23.9364873808071	23.1960970816632	24.9346248656967	23.0171340208771	24.74202580422	22.0725406828929	19.9805429505131	23.8331556917801	20.6775453900219	23.4031274942821	23.9834585546466
SPG21	20.8370545516133	23.5647244596318	24.3027330302316	24.2660426715728	23.234010669245	22.9516597428775	23.9220684209917	23.0272577328817	23.6367373480314	23.7161390574564	23.1960963312375	23.6610277873904	24.249013344763	21.80381905304	23.0068100408339	24.0303096043256	23.712674613201	23.8735279643557	22.0495007490847	22.6783754605789	23.0206698701914	22.6478752794214	22.045313258548	23.5276439660376	23.0412675290402	22.5849518905695	23.0179945340754	21.7661520373447	22.5479067880757	23.0309680965396	23.6149048990417	23.0723076695057	23.1915017124133	22.1625021911619	22.0440805168459	23.3076223043351	22.70231331007	22.806857163791	22.3408241805731	23.0951165538112	21.6137091390012	22.6917108929598	23.1441745592652	19.1251825611542	23.944257636879	25.0633238873736	23.2360634085472	23.1182599116751
SPG7	24.7194190413974	21.663353384393	21.3864837015292	22.3307105550715	23.0715920615417	23.3982892736359	24.8952960686249	24.2119123387571	23.063193934526	22.6254616065443	22.9255044493684	23.1143762094471	21.6182733646525	25.9335336075847	23.1480931661881	25.653283817524	22.5389844896362	21.3879231053585	21.4203270148027	21.8831186731896	21.944376088837	26.3231697499867	22.446483468568	22.0088034808905	22.7530603407218	21.3659611427208	23.0268094007752	20.6828034772406	26.0010983570963	23.8714389465103	21.5548373693053	22.498259312736	23.0076013755512	23.2362856831451	22.460817406357	23.0411565302829	25.9337049435044	23.436131886726	25.0954051029935	24.2514943368853	24.4294026233537	23.9147267599726	23.6025620546068	22.9492984156287	22.6309579142074	21.6440933596157	21.3292822269051	26.6491694625484
SPI1	23.4854675459747	24.1212584986051	25.3110758751601	24.0743085006386	23.5174858178293	24.4333796846225	24.7619910468468	23.8254431912038	23.7135752859092	25.5368201990582	24.2368998145861	25.209703205983	24.6624464626305	23.5968148768073	24.08845622079	24.9235686658424	23.7043502628151	25.4709231944791	24.0118112628506	24.7424536825291	25.6562140247882	26.532057564957	23.2429232658907	25.9520208474994	25.8069283493747	24.4776235147117	24.9551155924274	18.2068027901058	23.0949046128288	23.7098138210795	23.3232063887244	23.4559491347789	23.8324911190802	23.9296593467467	22.2562865304102	23.3616079527652	23.4837779328684	25.2746303120828	23.4077692980625	23.7994835536244	24.5791976494492	23.2662786199443	25.2581844565806	23.9440655002225	24.3092450552735	27.8793636185359	25.4244730891212	25.0787382027391
SPIN1	20.9120746937396	21.5098073511912	19.7283510101847	20.4382553351853	20.5781677954229	22.2974841035368	20.6445394001497	23.2714771494033	21.8311900774085	21.4349208049019	22.7179150599349	20.489897525814	21.6507917108741	21.5965037756643	22.5281671071181	21.4407874215334	22.5552725166478	20.0885598167818	21.457245580899	21.5009920377094	20.578172739016	21.792342693224	20.1938161508729	22.4157588980244	20.6506929923863	23.6561241045287	21.5976756932707	20.1105440623219	20.1449539279712	21.4235894167332	17.5021915838495	21.2078840142644	22.919986505718	22.2612690936611	20.3358574536813	22.2082454023266	20.6660935293594	21.5460859675582	20.1349001822028	20.7707328656334	22.7103882012833	22.6047163819942	22.1694753626902	19.7106502646352	21.6152140437192	24.0266032309908	22.5354618427907	22.4372212906731
SPN	30.0235739209281	29.8219813909754	29.3172235994526	29.7263260084285	30.514989574653	31.0007294880547	30.2598133086665	30.4924832219614	29.8103323939539	30.6136929018473	30.2138555264354	29.849165199325	30.3894119777945	30.9231665412512	29.3408183483528	29.7956652345277	31.202743310885	29.6653426216077	30.0647825764043	30.0295270527757	30.7580453517847	30.2349652186051	29.291292382264	30.0495055948306	30.3378131139394	29.9810001524388	28.4468992537917	30.4599044884934	30.7024952485436	31.0023198598643	30.4537699091692	29.5406164583809	30.0868770872925	30.3172782019851	29.7635665799321	29.6708596133823	30.166514485671	29.3761690324789	29.2513189994807	29.9019104531798	28.5556402828499	30.3288046422609	28.8753238900478	30.4219537841692	28.7436423755034	30.8367153289534	29.4892807937763	28.4728658367857
SPNS1	24.5338018974366	21.652590879388	23.004394055134	22.7277979381257	23.5999935472177	24.7416980418109	25.4968566198244	24.1330690547726	22.5480508162758	24.3394698768228	25.2095071033518	22.9209108044639	26.9240296356784	22.636961012203	21.9317425502642	23.6222144581093	19.9320905095051	23.7366306319257	21.5307364662819	22.0085321530941	23.589524524814	23.0508777121433	21.7963040944906	24.0165588884444	23.3942805785953	24.2928864147259	22.5045682229238	23.7580377994487	22.6989569588568	25.1251265100924	24.3480969457719	24.9302391970633	23.8446097574237	22.3044056753837	23.4903245875354	22.6607899827526	22.2378520686063	24.4581514806421	21.9195860825343	23.069176896976	23.0967707871342	26.6826237576206	24.8089869286494	24.2417944758107	24.5891423201563	27.4177300593523	23.9971427504177	23.8520723172728
SPPL2A	23.3658104192834	20.6764345608217	22.7545337010025	21.8889284796504	21.4604768015794	21.3248768147712	22.4985035163449	20.5248021958078	22.596323392344	21.3832578954877	21.7130491100549	20.0559925653162	24.6559543349465	22.1145034300955	21.7145736657592	21.5133549820901	20.0615164306698	22.8528356498771	21.2329065020408	21.7660295436711	22.1306280186158	21.9586854314384	20.3994579020012	21.4135186531189	23.7073598294186	22.1540333088064	18.8445436072629	20.4622875402409	20.3223477101988	19.8833537641297	20.9823038423286	17.8916051651357	20.3952124763607	20.0611591563055	22.3417950654837	22.5241090545788	23.3759653324627	21.1819353122874	20.300810111905	22.0952567557231	21.2114857616013	19.5175942526488	20.5582735410256	19.3260521136959	23.2382603916696	24.148727366202	20.6326624994615	21.3487944440248
SPRYD4	22.7821537135413	21.8477875184203	20.403936243932	22.426736336993	22.89158700129	21.8464543529038	22.2170048599666	22.4254807774262	21.2175108878656	23.4497598451066	21.9061538412779	21.7347990765971	25.1542179212183	21.9285256123745	22.7471970682259	22.1832704243268	22.2791551127721	22.5894716701628	23.2812304941444	22.0607144327231	20.3194253834326	21.2889719665075	21.4316629229059	22.545514890002	21.7089963665808	22.695476757652	21.2973498666089	23.1855908341744	21.0697503030817	21.6964463298165	19.6712547239213	20.3006308108513	23.1022277432831	22.5954838268334	21.6443818557676	23.9073073519814	22.4181889487174	22.3653059195766	20.7360712057411	21.5959111481706	22.069211244261	22.2645000374518	22.0589937764589	23.3678531008914	23.4073009696105	23.9086052035965	21.7277401702482	25.3291179270854
SPTA1	30.1829772959959	19.0888208030755	26.9131310102657	21.2930232930112	22.6697437848525	17.840595167622	27.2734778548775	20.2757641778498	21.0000823182532	24.304686499387	22.0962721937662	20.0366027439666	29.0922848665313	26.2364418583698	24.362395155154	21.8318299123663	19.6222302176696	18.5928313061899	20.5675499761333	22.4202773177638	20.0071684687826	20.5227133494404	19.1131221496441	23.5506116710885	20.0462181972043	22.5951805984094	20.6275786938763	22.369155283585	19.5267302490495	22.8737720448844	21.1600150174653	20.3945935388643	23.1246472242185	26.2522540930739	30.1147185528844	31.8437026144652	26.6994297634066	21.8722071815511	22.0522995993457	20.2119915032475	26.026754572626	24.4918480571794	25.7858068869345	22.5061746338197	22.1867665380681	26.776480967578	25.0124249584929	25.7481487017116
SPTAN1	24.8310836375622	24.7586411676699	25.9693054875657	25.6697128116057	25.5925140951399	25.8174580260001	26.3538896088645	24.7340813818565	25.7227156807024	25.5346850103977	27.0947921288846	25.6687687679939	25.8782632813893	27.2425052451337	28.4374027137481	26.5603061897309	26.6493525036825	25.5224274074389	26.2533265478798	27.3218625730849	25.3055381411993	25.799399315392	24.3326341111254	26.1569123972065	25.4657598261053	26.7315315501421	25.0515453289604	24.7058884413127	25.3533282837372	26.315393199677	25.3685872829446	26.3352077626329	25.9478571497341	26.0078615531473	26.1050939335434	25.5563366376182	26.3127874924484	25.0792172687944	26.1944501851428	25.9203173984832	26.2610482472664	26.2511858056427	24.2719148457776	24.3321360392712	24.6473262111554	26.3671739575274	24.813852413065	25.5953384429806
SPTB	31.9718181580454	20.1726310255928	23.6205835340481	22.5856924765982	24.1288422683564	18.2893454600896	28.810222185482	20.4075399428845	22.007516265306	25.098558299537	23.7327933133986	20.4720946690094	30.4979747796214	26.4977427841756	25.9337930206406	23.318556005903	22.3886989472268	18.3700503379759	22.2139535567956	24.0932841949803	21.5121302276363	21.3988476208216	20.580314152327	24.8708363299564	21.698522400584	24.3396297340507	21.2028966222819	25.129333862764	20.7743584934597	24.6618482785622	21.9264611848878	20.5978981240263	24.7347670246026	27.7491800405498	31.4230121237642	33.0066158060746	27.1504306601389	22.0311056133546	23.1754521156281	20.317048556125	27.8275986574156	25.4958916708861	27.4857921614156	23.8258222146712	23.0264150518654	27.9528545039188	19.5156702910037	27.1195313267294
SPTBN1	25.1603354997939	24.5109015752484	24.8980755658049	25.2653253916445	25.7220681098117	25.6398622664667	25.7455916718241	23.9046904297999	24.888924508771	25.1396174004007	26.055359205825	23.9753044750976	25.606820209446	25.7030053670011	26.4895912851431	26.1812669216381	26.6341032171003	24.614135463596	25.3112178322784	26.0992362337332	24.2392855173295	25.0148328982558	23.5718144543622	25.3733991474501	25.1699207810206	26.09247535483	22.7471141131981	25.2980426208456	24.7809390262645	25.5864282494167	24.6426519922701	25.9300268603993	26.2374493252917	26.3541949246631	25.4429978984282	25.0807666443396	24.9098531268863	24.3789763767981	25.0862295625335	25.8963253799533	26.4675556154192	25.4405210352168	23.2859914817845	30.462767626876	24.2224958024648	25.5613854963397	24.318935879288	25.0389486735114
SPTLC1	24.9072002279195	24.5479211299976	24.8407284379295	24.2607479807727	24.4936709902964	24.5196817019685	24.796081930663	25.7154458295203	25.482564664196	24.9291137669846	23.6705698762851	24.5710798191831	25.395753924964	23.2413925265339	24.3147717918542	24.5817509298046	24.345657062391	24.6598544694418	24.7034248385023	24.1162374730809	25.5057553589739	25.0091486797947	25.1456937553192	24.5857742168272	25.0682252075883	23.9691889284016	24.788037079742	23.7618032335054	24.7513493509758	23.6172793611569	25.0999718932815	25.9718938704859	24.6107673858382	24.1444622113847	23.8682962612979	24.1196864889506	23.9819261035369	25.5379510109459	25.0121471721838	25.1548089828371	24.6129134325548	24.1885502787334	25.2293882635644	25.3827787027986	24.86130673962	26.6430461032461	25.8323662580317	24.2296977442255
SPTLC2	21.6933229122817	22.2296977496444	23.6059690332839	22.2133328865447	22.3225447963122	21.9743059874273	21.185477905731	23.8450782707103	23.5193452525543	22.7367366750481	21.6839932319314	23.4636382518959	23.3573412477912	22.7246912976395	22.3507733248904	21.9211038814964	22.0225573727996	21.9948937629613	22.1189665153035	20.983021237179	23.3146045578222	21.8601493601457	21.9399820936127	22.406251537705	23.4795438555118	21.8191260820144	23.3623946942364	22.0476362667725	22.5990503272752	22.2249776580462	21.9493134743355	23.2525579879144	22.3001902892017	21.5955663209437	22.415617770726	22.11698051404	22.6394839410393	22.8482192306133	21.8890009476675	22.51925040129	21.76115257218	21.6149121683411	22.9074138761049	19.299773511189	23.9112920551947	25.1248548308675	24.6909347955812	23.1478928678149
SQRDL	27.6060642678609	26.2883307195245	28.120392647432	27.0831211431646	26.6026314549687	23.1452261365136	28.3868344718324	25.603622536901	27.9247444024624	26.4633045273667	26.5519492658494	25.8741364070645	28.6205957229126	25.7358988139333	25.9985267471253	27.6751776364787	26.5350477755929	28.2749741298518	25.5616841183272	26.6977382714459	27.3211562367261	26.9724546531388	26.5272185264744	26.9074167844273	27.4734142450064	26.7001673599532	23.233172499424	27.4203047337949	26.3072093908721	25.8792520618659	27.9352571762894	27.9118714650189	26.5060791419053	27.4347302294377	26.2916199753799	26.7793813585319	25.6470270119293	27.4185472775958	26.8679723649818	27.0083547174705	28.1391919323468	25.4476046678676	27.3793212673979	29.3144112282292	28.5718462500344	30.1245866298202	28.0231996662745	28.3644617314133
SRBD1	20.467060981427	21.0526750005351	21.9779886682936	21.1994068118079	21.2994287541649	21.5396652524587	21.4052292143592	22.1406783494044	21.6243220354954	21.3331386697672	21.3609593853259	21.3496427815309	21.545114299129	21.9236637300867	21.957105129083	21.6714599316211	21.3008203246941	21.0374203451745	21.2139350622531	21.1509220860377	20.6078922568583	21.4066526009928	21.941367080852	21.9032414847486	21.6448685720133	21.9920186557145	21.9731947854636	20.989996532297	22.8513921168771	21.5601116484525	22.1339207317676	22.5342978348574	21.2028331602503	20.7343206623843	22.9457504904511	21.6053431447392	23.3672370274654	22.8311810021804	20.6886786736479	21.935737965052	22.0786753237293	21.5815426320454	21.6839219197286	19.9206648356397	21.8967848348494	22.7107643650472	22.5586026712465	21.389305320773
SRC	26.5294675205479	21.0072445336975	21.7354860588706	23.3684122440821	23.8871908490075	20.6802518166013	21.2314710236346	20.6219388529108	19.797725844226	21.2410802992081	24.8963557177764	21.7966618399504	22.0290086427935	23.648391224519	23.4010985955088	22.0470078777148	24.826319769164	22.3548173217622	21.6421702312401	21.1814062322517	22.5177030980863	22.9277004095522	22.3453505462017	22.261130843542	22.8459987552558	22.9625051827701	17.3753795844118	26.5626369589368	15.7098208332887	24.5808265250658	19.7092841651991	23.2472055893127	22.3866365760517	23.9353724191087	23.8645308272412	20.1754736627643	18.8768054318476	21.3975316591979	23.4297415435352	23.2733903800139	21.8315705171258	20.750290603386	21.4591356054078	23.6724060240231	22.4035170410112	23.0124174711467	21.5606183767116	24.2909545756617
SRCAP	19.7671519092903	21.1873794365029	20.5400833749406	20.9881241230697	21.1557507550428	21.5196550722416	20.5519183785247	23.1580668922391	21.027984040344	20.8054585316116	21.0388344365962	20.9569700453018	21.070409922875	21.5993603118452	21.4965391642296	22.0766552608051	21.3051051289656	20.6918804559312	21.7106549648311	21.1869894620599	21.3601423050786	20.8452133988806	20.5657573593644	22.0731765336149	22.2445391927092	20.5133860813571	20.495889490544	19.9808602050964	21.4012671965276	21.9552369662512	20.6272565927659	19.3995234883127	21.310645760656	21.8904820412022	21.7045999467743	21.4453194108038	21.2078110902628	22.0043003394949	20.9423910235387	21.2631823908904	21.6516520185765	22.2664043949058	22.273060866626	19.2359373129376	20.3735008489767	23.2508805344552	21.9561332221713	22.1283547093691
SREK1	23.6760764147769	23.7823550065499	23.6231948120721	23.2135822122939	23.6593893020511	24.652294230127	23.8529344746323	25.0465835546634	23.7388513030255	23.5501281391013	22.9681072339259	23.0839641979852	22.3544229362164	23.7170058006637	23.2147312501268	23.4198043438726	23.3429695820228	22.7731411758184	23.7248015114161	23.8820736409942	23.0506202192403	23.333169850794	22.5817649825522	22.8868709636267	23.4753888937941	22.872985955483	24.1764353710579	24.4650449311867	23.7588328706459	23.8171070512704	23.2428771288477	22.1389128319515	23.4448389615934	23.0755261747388	22.8210727850174	22.2716662763241	22.8538972780162	23.7843840426461	22.4702483526912	23.377163434305	23.6293705153792	23.3770343182333	23.7165205358866	24.6534097979268	22.8664057448804	23.550427305795	24.0032886312919	23.368307816162
SRI	29.4438701995981	26.0212878674559	27.4806583854506	27.1590934640178	27.3706068791347	27.4741047414529	27.6963461983125	26.1352556594686	27.2449320722451	27.8203467636781	28.1606840789942	27.1839448077371	27.581552327514	27.6637144892716	28.0745649109646	27.3276035472277	28.0587645699782	28.0031992380491	27.6575160581274	26.9673491206873	26.7699457424537	28.0219864414847	26.1874349904443	27.3962739990326	27.3315107607845	28.6569667786629	25.894944849864	28.0390333559809	27.084461344151	26.7666826354175	27.9621201579507	27.9643134297552	28.2176636845151	26.7014516210051	27.5177953445323	28.1420645324531	27.6163634505444	25.4464841453535	27.2196581350993	27.2328380658328	26.9127135972359	27.1694179183173	26.7609100381209	27.5410504839685	28.3368312278736	29.5184960161923	26.4440545284183	27.8581046259621
SRM	24.848857640466	26.4434060094696	26.5716306671369	26.0062647107443	25.0285357497556	25.4196204415246	25.4876233715627	23.8112614989519	25.8428344698068	26.2424567705074	24.9681875038623	26.4108910970272	25.2886193912275	25.3463855798437	25.3971681732316	25.5325879504032	25.7339769271889	27.0993363679817	27.3205602043774	25.5265295833515	25.2284116643134	26.6206390404676	27.4387132533081	25.8498203308029	25.5802809584511	26.8996632302073	26.2867663960191	24.4563454800902	25.710741553167	25.6091651232611	25.4816512932991	24.7990405100448	26.7151545072309	24.808996401119	24.5019423502068	24.1431591372659	23.8924213032002	23.6886179458319	25.4562808405215	25.4252565952022	26.3476388036205	26.0028258543537	24.9277351574649	25.7245243040844	26.1680710537564	22.1779915133974	26.6205105588694	26.3177968386066
