	Group_control_4	Group_control_7	IDH1_13	IDH1_24	IDH1_31	Group_control_41	IDH1_46	Group_control_56	IDH1_58	IDH1_64	IDH1_68	Group_control_72	Group_control_75	IDH1_81	IDH1_82	Group_control_107	Group_control_110	IDH1_112	IDH1_115	Group_control_123	Group_control_126	IDH1_133	Group_control_141	Group_control_148	Group_control_151	IDH1_158	IDH1_160	Group_control_176
SRP19	24.6185696825532	24.7311113340702	24.6458723652105	24.8500524847193	23.9030766627058	24.535862472426	24.8345753800502	24.2784999389586	24.6620029172113	24.7661759388564	24.0927401548025	23.0606271051541	23.443381876876	24.9025935028068	25.0590228548961	25.0529664114726	23.8851874071207	23.4303272273037	22.4940847932253	23.4871585305938	23.9202743546162	25.054489940126	24.4863041735067	24.6573807028427	23.3353930864402	25.328099210871	23.9958367254605	23.470767087092
SRP54	23.4573588710921	22.46592142342	24.033549309006	23.9350664358868	23.2360466105508	23.1475137537274	22.8362840519645	23.0997892366515	22.9941320343404	23.6767247787292	23.1820389102414	22.6339067659599	22.9016210351214	24.0447093236926	24.0756674880758	24.7079170385433	23.4078140450409	23.3598804284571	23.6401473067571	23.0714748084625	23.4714086465444	23.7644464615136	23.3742171281879	24.5234264682962	25.6708566725321	24.7977356599394	23.4609863929518	23.358568693762
SRP68	24.3846799625243	24.2116545576478	23.8959883368572	25.1077033920716	24.1827430963821	24.95446043854	23.6700463699951	23.5701943816837	25.0473034817815	25.529938693503	24.3234559457415	24.4517169444304	24.3890251953275	24.5763857271114	24.1265369152175	24.4120347126074	23.9581156414376	23.4172275563324	22.5183797777139	22.5397118433412	23.4455844053125	24.7591558383057	24.3572262481984	24.7701706011394	22.7228103451284	23.5213256494633	24.6675266825976	24.6542963908356
SRP72	23.6659437201038	24.4040667952511	24.31136909303	24.5137602706881	23.419773824008	24.4318008791267	23.5288353793929	22.9285124813971	24.2926152789421	22.9276198056981	23.4873131808935	22.6791352554918	23.8759018501345	23.47585466907	23.7503686102561	24.180770697553	23.7715463187498	23.1698342107208	21.9941765346069	22.2516922053782	23.5657609022185	24.2110471383712	23.7613787693608	23.7740618101576	21.4794380510887	24.0194738201319	23.8946460952926	23.334576675232
SRP9	25.8577725879247	26.1644000032926	25.4484291895066	25.1471611014399	26.03398051895	25.7469761053515	26.4502062754905	22.7215867316824	24.0626929702756	19.9159794808935	23.676133107845	23.0227852142315	26.6459196094925	19.959949146622	22.4990037856899	25.9701742106681	25.6648383017597	25.6427866342093	25.767300155895	26.7480244237135	26.1683539020814	25.3016668814815	26.907132025168	26.6279001513913	26.3605081829282	25.8406310510973	26.2584874928386	27.4587079999684
SRPK1	20.959606519851	22.8312839425252	22.2679935449165	21.9403674184535	21.1547137559117	22.54990618694	19.6377858654629	25.0690968213657	23.7687582826449	22.2151881406064	22.5725002554658	24.3762928476927	22.0756781242125	22.8368273276587	23.2695183531279	21.2517679446918	22.0896668670319	20.9962987160186	22.9564541268798	24.4560869470052	19.9165804932973	21.7400856340394	22.2705987027591	22.0756057924199	23.671598738769	23.1437867842131	21.5276884764587	23.6870126467708
SRPR	22.5023668887757	24.3624883241727	23.2760334238864	23.5793844005061	23.3004629441265	23.9364659637879	24.4474425927781	24.7215515860156	24.3188001939342	23.2769539828989	23.5699363258852	24.0649881117697	22.7225537266463	24.166876739755	23.9890336508704	24.074213241833	24.4853918249817	24.7886678891518	24.8701602447182	24.2928171492278	23.4028373512509	23.757579233119	24.3958039135918	24.0953211418628	24.1625045803323	24.5076529680679	23.9882914303967	24.8059524935339
SRPRB	24.4489231726951	25.6415384665736	24.6475603184083	24.7750756234443	24.3927562134843	24.6213854344499	25.0140754970376	25.4567489788526	26.1376202589334	24.6288602248646	24.6169578248599	25.6723812185265	24.6454498118951	24.4048925676009	24.5344733649793	25.5893748546255	26.5224195149153	26.101563657212	25.8513659959276	27.0201888431772	25.8550293931011	24.4618596712297	24.935400712785	25.5689764183292	23.2887507557683	24.0095047973993	24.6371002441852	24.3644156762698
SRRM1	25.7170088327852	25.6065386848817	25.6974960613657	25.5439455185356	26.4119954735637	24.5688713349616	25.8253606263311	25.0248637914121	24.6513414008591	24.2605546078761	24.6244598390726	24.4388481046657	24.9550954485211	24.123970989239	24.3058350548992	24.7147554130371	24.8056412701582	25.5943409347363	25.8125286454269	24.9718648510734	23.4539520365496	25.8002045798111	25.5317675618373	25.1834305956021	25.138184809535	25.5768198359203	25.4175261265541	24.1319686512818
SRRM2	24.2423580967406	24.4467128606598	24.8444737645393	24.7602879992751	24.9023016749759	24.2125977946141	24.523299498028	24.1006444943178	24.0026335757234	23.8359550303921	24.3551375288394	23.8226009179499	23.3376179034284	23.9836111887109	23.5262170817532	25.3423566097245	24.9901042580863	26.0388064229333	25.4379905858617	24.7305019707327	25.1169898910335	25.2122630697977	25.7627286109332	24.9236300726388	26.7223216722327	26.2126299673905	24.7363720899488	24.2123700459105
SRRT	26.4269590624067	26.8260776568459	26.781724665445	26.747932237959	26.9798690955584	25.9980771772182	26.5512526361544	26.1034514578815	26.3836286173057	26.6214673344892	26.530476392343	26.283752096004	25.8238575482436	25.8282987757932	25.7309580701902	25.8336952598	26.6386863082605	27.3486292505564	26.0621148875007	26.0163904876275	26.7003909792604	26.4752127355422	27.1775940644834	26.2758104266624	26.2322670207436	26.6495790144245	27.1973068637467	26.0221876938545
SRSF1	29.4370989843703	29.8142309063864	30.0305296280228	30.0976104377958	31.0175541334448	29.7551291757508	30.0090752562562	30.1069301963483	30.549424974823	30.7500710138523	30.3434472506605	30.3531475708891	29.8721463946805	29.8179276418675	30.1685870273117	29.2450198187339	30.5795520819528	31.9090315556577	30.3511606823611	30.8260327879927	30.9975158663498	29.7246092030868	30.4985482060561	30.3729200732829	30.5601790200056	30.4215484796799	29.5496211279161	28.1936889885493
SRSF10	27.0520643966734	27.1669720680576	27.6246192430844	27.683433410273	28.5688101327423	26.9440811694299	27.0159879896759	28.2077375906213	27.8292090482765	28.1998045631225	27.7040366733541	28.3866965223558	27.4144865386253	26.9495036537704	27.3389715358146	26.37459048453	28.4475950583287	29.933534809218	28.6371812659834	27.2821101278506	28.0464110254594	26.5081783172266	28.3720878505379	27.5374760938206	27.1381640908186	28.3916044223971	27.1700543544243	26.8311356571817
SRSF11	26.125969596026	26.0833638228459	26.8131177095347	26.6176857296676	27.2202942241226	26.1397065493823	26.3117075515652	29.2421932157899	31.0111595226595	27.489710063997	29.424479363515	32.1515679280101	30.4960254381625	26.3720649636546	26.2332467756261	25.9729153312458	29.7021770928362	29.5882978859333	29.6648562244598	31.4459588470627	30.4920099509727	25.2395444330209	27.2932693528619	26.7862215051785	27.0200217939202	26.952256434003	29.6384767154845	26.1195119013128
SRSF2	29.6345895085175	29.0777350880126	29.796784177498	30.3026895378582	30.2118522339595	30.4704606578748	29.077411652751	28.9150476883179	29.6983647432522	30.2978871071865	29.8877287411445	29.1480355493337	28.8626926745705	29.1108628023278	28.9343469928808	29.0377189683085	29.3994131115552	29.7058053970137	28.8555908682236	29.055990242326	28.7672391756891	29.5036316036739	29.7191322102159	29.1495579594603	27.8233721004888	28.7940009232019	29.675294292928	29.2082931299553
SRSF3	31.2571453401541	31.1960297895994	32.1198261592878	32.0355394053707	32.4620525431348	31.5658990024218	30.838047826751	31.8478880099907	32.0075135717983	31.9272524594161	32.0371279478129	32.4595688922894	31.2759896581183	31.4550402664667	31.5878671276871	29.8089260293661	32.3646996446976	33.4364993571493	32.3813499978009	31.4887780358762	31.7462168847695	30.2880248974052	32.4557948602286	31.4067264856831	30.3755429086726	31.4826506822538	30.8579435526967	30.8760053163717
SRSF4	29.3247996023875	29.4303874638075	30.3095035680795	30.626444731984	31.2195747200204	30.0347234746751	29.5505723453113	30.4602606388124	30.5273950215486	30.4707796808866	30.6704052277772	30.0316285540766	28.8244035481853	30.4277981165025	30.0916336738307	29.9733932640275	30.3287972568959	31.1546607457272	30.0116224044879	28.3400095474336	28.719356127282	30.2137693836507	30.743373554495	30.3099175808473	29.6168728675203	30.3658893050024	29.9777697352008	29.1888888816553
SRSF5	24.7499703468774	24.9645826725373	25.8704174889666	25.1645167227818	26.1587736399869	24.0180359413998	24.0438198011886	24.9283474931766	25.3190639466338	25.781717832039	24.8781289081121	25.1792824805011	24.2293621351523	24.6819188693524	25.7188538587971	23.0564207443871	24.9045380152112	26.7803516739503	25.9579811594493	25.5681451384233	26.1667957914372	24.4980136089544	25.4782002949691	24.963650433073	23.448009861332	25.3470273698075	23.2039414175167	24.3691909968551
SRSF6	27.8196791470792	28.3774364882146	28.8298178263422	29.1630902981096	29.7488336875366	28.4508030162335	29.0274366965346	28.648769464621	28.7952232207053	28.3645170559408	28.6995539593692	28.8820602915955	28.4475571765546	28.0122793825917	28.4121635228311	27.8141693041306	28.7440977431322	29.6596247287548	28.9646153324636	27.9295051004991	27.5139988475697	28.5320486283872	29.1271078732367	27.8996646838357	27.3902173414123	28.7492052421823	28.0638472131062	27.5437981534801
SRSF7	30.0142202815771	30.1982474723702	30.1391645646018	30.9024467202565	31.4847709224367	30.467892660702	29.3660372226312	29.8704291982954	30.5815826472844	30.4773439433227	30.5105401902963	30.0518551385499	30.0032585199965	29.3962855892173	29.4995804829507	29.4701090990134	30.8845233866463	32.1800129651878	30.3083559204979	29.4553282296441	29.9132151275185	29.8974296420349	30.7036417330689	29.9868837342419	28.0675193822584	29.1260948946641	29.8172266310506	29.9780430690216
SRSF9	25.1415466348754	25.2992013603211	27.0467477444563	26.0634167219084	27.0518162972475	25.9831308565946	25.413673169463	25.7873714013731	26.7901656528778	26.9350659555272	26.439514470015	26.1440270812939	26.3915869007342	25.4599787318542	25.6570199493446	26.1963166583274	26.8031679698723	27.8042323444692	26.780952118574	25.2979139303143	26.7506400475346	26.0446548275393	26.2830365774298	25.5965174666598	25.6279220681152	26.0704812250117	26.0205005188936	25.0427708844958
SS18	22.0076667592549	22.8516403695521	22.8289278037645	23.7745810395383	24.3103638996991	23.2940338620801	22.955205404185	21.7090744980857	22.9811910598237	25.0666027541711	23.4790465383092	22.2109374338721	23.7636313220525	22.0341839416601	20.4572873368735	23.4273664933002	23.2301605777059	24.1989518642381	22.1025950669297	21.1765092992053	19.493338370181	23.7427483280986	24.6178058264837	23.1142885140583	21.7189831356779	23.4037460036309	22.3879242484892	18.4672883337081
SSB	26.9398371494427	27.4643115159848	28.0145508587358	28.5564514603662	27.7552311183338	27.3901624760728	25.6979562272702	25.7766954580705	26.6094680990065	28.0237524872828	27.7061285811634	26.4446558739144	26.9324676985139	25.925320017293	26.3764631123351	27.5158343966252	26.2331014514154	25.5180079401228	24.9650895784087	25.4829251423579	26.7107062488028	27.3007372648893	27.6048049199915	26.5467052744901	25.3194450144723	26.4590999881759	27.2259299333579	27.3502029059432
SSBP1	26.1227379591344	27.6598255479261	27.8157186282005	28.396788400191	27.236928497944	27.6836643551912	29.0368142143003	28.351329028041	27.9904879268975	28.2228011220743	28.7880488731773	27.9404132384072	28.3332235945642	26.7022690046133	27.2774838731719	27.4856676433202	26.1930089562291	29.0981422457912	28.2658604163594	27.3132146329321	29.0370952830874	26.3376950442447	27.4085839674802	26.359558873786	28.4231869906888	26.195360907751	26.5618718329872	27.5576480258726
SSBP2	22.8086077651052	24.4296746322269	25.7845194262321	25.483626438876	25.9177281525551	24.9983760755846	25.1634521415713	22.8811199493039	23.9196497569715	25.4627091045976	25.4816948054184	24.7580155285615	24.0536274522216	22.8213760637707	23.8464376730289	22.3508418807401	23.4199471103348	24.7811658749392	22.9144861281404	23.03433983811	20.3345164132718	25.4986524623645	25.3478816519256	23.777884952016	17.0447233379554	23.6023906838109	21.988398710816	23.8176198288225
SSFA2	20.4893456443229	23.1749627551658	20.625153421005	21.2041457121381	22.3934405719197	23.1940262418457	22.1752844650805	21.5247413527113	23.2883408340289	23.3334354937497	22.4927625005559	23.6082164348738	24.7432501087169	21.1670376603834	20.7293363407339	17.0799501874772	23.4426118494272	22.7796284830116	22.2954833938966	18.0135556208549	19.3688857020305	22.5141636582282	23.1825839459066	23.2264291995866	24.7248093994691	19.2298994077855	20.9526013792599	25.9953968469452
SSH3	23.2720302661395	22.6795557050749	22.8603352748047	22.4583093650828	23.4147676722161	21.6596912119595	22.8085987341299	21.7009954058567	21.5343266302666	22.9917331733152	24.030516717689	22.3501142244667	23.1916027383401	22.3256227668701	21.3373313118157	22.1818157297497	21.9301336494104	19.6268348754057	22.5357642529566	20.470021537682	19.7084608482683	23.0144470175571	21.9867340265138	21.7272670747973	23.522669329698	22.610090607737	23.7197193215848	22.3716642971412
SSR1	28.912217674594	28.5811017471369	28.0165417778923	28.4505864982657	27.4381556022472	28.8806972845176	29.6287952704283	30.169052644809	30.5966155296105	28.4916761968448	28.958070483746	30.8180993286668	29.4668645037939	29.9849051659	30.1185976441449	28.4648103406211	30.4739323780093	30.2677928232416	30.3643901958861	31.294677845075	30.035844205994	28.1417274850747	29.5263592988523	30.4490799444914	27.66040526867	28.5847380075209	28.1522988460631	28.5474666664761
SSR3	26.7092656280078	26.2386555170472	25.5077383826376	25.6528401402219	24.6112668043773	22.7846615239934	28.1833591089617	26.1442364466874	26.0760893154394	23.6184687529781	24.6132068177536	26.22327431989	25.6705134923475	24.8005949634159	25.7246679198119	24.8111995765205	25.5463209041506	25.9095698011705	25.1435653819171	27.8554948449015	27.0299890883019	24.6822024848247	24.8994198984653	26.2045989994441	23.8742252572618	26.5527741771809	28.0301891378023	25.6545024357335
SSR4	27.0717427570312	28.475958132557	26.338427760231	27.2770550711554	27.0113487013506	26.9322366431442	28.2477321616861	29.0017680872257	28.7567032631136	26.3881979733278	26.4260974061347	28.5844755855113	27.9299903306357	27.9286463510714	28.2725972045755	25.5234436912569	28.415567228421	28.3187839577526	27.737199245576	28.5148209055381	28.3748405515178	27.0597927661104	27.918562237484	28.5293289344317	27.4479107160974	26.8579186052793	27.5656846154873	26.8449999565247
SSRP1	25.8695161255576	25.6446835417628	27.1404075065108	26.6360945183893	27.0006294771968	26.130170335162	25.6231092085489	27.0947272204763	27.2549010063994	27.2534110432498	27.2048497622561	27.7021232985036	26.2898191925499	26.7084581663387	26.6902204298276	25.7406702835635	27.5029183455547	27.152826679607	27.480688067306	27.7167220089184	26.4760086195509	26.1895591174462	27.4982041834202	28.1072540732693	28.4710988929967	27.1815151029507	26.6680541879966	25.1810964850162
SSU72	23.0335383489302	22.1724772521032	23.3979988626432	23.0797791078463	22.5612981399271	22.6646725774427	19.3847948630927	22.6639799186997	22.595169147733	23.1713775598067	22.6093322598597	22.5051318066102	22.5614335444798	22.9015610541434	23.3567004144488	22.8003279476791	23.2888205580684	20.8823546616892	21.4244129821087	21.4516889513044	19.7478856548246	22.2925512729973	22.6778426589012	22.6808740698744	24.5502865803728	24.6444925926962	23.8597473022535	23.9374356519683
ST13	26.1008811292649	26.3938750764964	27.2684755452905	26.6597547170599	27.560438433913	27.5079152453101	25.8366713554517	25.7935461361481	26.2702472140423	28.4149103937191	26.8855092149554	26.985781929851	27.8988281177525	26.469461305865	26.5910639996673	26.2519036982529	25.545873668688	25.424478020622	24.629273453741	24.9254822055089	25.6384087327116	26.8202621084717	26.7054721123525	26.1077941622004	24.8912964071877	25.2770278064236	26.3002102334211	27.3986918862674
ST5	24.8797407658053	23.8884475876374	21.8134291914332	23.4593088922529	21.319036721069	24.9045431901252	23.6933891757566	23.2402067449812	22.3635877397695	23.4417818913205	21.6678727570269	21.863954849588	23.6883226409181	23.9623314368578	23.2447761331766	25.7700002737447	23.3274703582138	20.7879591251638	22.1180607577681	22.1731086065009	19.2323080952134	22.9423844002648	23.6063034794157	22.7762506390276	21.5625372854439	22.5294151010505	25.2864717090397	24.6327425269247
STAB1	23.5903753538621	22.486595243356	20.0960738686598	24.2139826681418	20.8087987659579	20.8190183846833	24.7735349528702	21.989620975737	21.5957998659589	24.2905626647266	23.0410154699945	17.1582010191232	24.9260828512488	22.4307231005988	22.4471244720195	20.1914592243941	23.343354430614	24.9631185734961	18.1974648494011	19.7932244401003	16.9967425010556	19.0242555004199	20.3109427478686	22.8643704521251	20.9073950404259	21.1608890122137	23.7476066167252	20.9899086947795
STAG1	22.7132023420512	22.5359642676552	22.6049782525673	22.8527998970633	23.5149628428059	23.3283844310036	24.8613518000091	23.416085697416	23.2060062280454	24.4829316214787	22.3377016375612	23.5172400855954	24.0784129530241	23.6532484512977	22.9762905860672	23.0795038650413	23.4963522397003	24.6416716914357	23.5999249690171	23.5682668457926	23.6645566586186	23.5635078962186	23.7556224161477	23.3138420921141	26.2271887341997	23.8429312279783	24.1130701244832	22.9832371519244
STAG2	24.8951198949412	24.4218552251053	25.2277689830027	25.6009319726507	26.8976931860294	24.8312398550976	22.2523099533135	25.4453805419304	25.562489880883	23.1660395881554	25.049636494573	25.5285012420987	21.9128844157986	24.8880222828938	24.845835808704	24.9394407387051	27.2343606636932	25.6504906257277	25.8108118383282	24.8900928961558	23.1586323616797	25.0464685556987	26.0212451353101	24.9757546444661	26.3527320566578	25.3239586761037	24.6537056641058	25.2294123419356
STAM	22.4301888558801	23.0949941690493	23.2110544392448	22.2000813797142	22.9964005373087	22.5781108749894	22.4888975130689	21.9379869202236	21.73908833742	23.0889563921207	22.9981962811809	23.0762082115957	22.8608071924147	22.4872911731521	23.3568014031016	23.8022796535759	22.0468765321191	23.1315739382364	21.2869241447119	21.7680286929201	19.4953977177533	23.7262727507317	22.8648592170516	22.5687045304453	23.8077170158768	21.729382993076	22.5677129044848	22.4685556960873
STAMBP	22.7449560599012	22.2208363898738	23.0177477307161	22.5351184490597	21.9849703249928	22.1666109684766	21.452277845339	22.3323764635514	22.4519239571232	23.1962351953612	23.1617546179665	22.4897815313751	21.8672231177545	22.5837641905363	22.915033754631	22.7663957603174	21.973905016951	20.4463289394814	20.5411517972252	21.8269916392413	18.4465016534096	22.5446189505413	22.2757202701542	21.6048111197266	21.2198250784808	22.4643062738552	22.8490817183093	22.4290979867189
STARD3NL	22.8583663170655	23.0011901374907	22.0189988078095	22.744395791691	22.5138190461314	22.538508896117	24.0675665615616	22.2135128191325	21.665453182533	22.8285643641907	23.6352327034358	20.4022450880604	22.9484653430991	24.71641370778	23.6710925177593	23.2261826698484	23.7808949826148	23.8064666783642	22.5483301267628	22.995141813849	21.8758023582716	21.8087579179857	21.8528807806201	22.9873313504601	22.8085929922596	21.8180943111402	24.1386491075581	23.699722790081
STAT1	26.6530870831156	26.2170439453347	24.6927743809898	22.9274593654293	23.8386891830309	25.5068106618947	23.4022677434557	24.8176639296396	24.5108661847278	22.752115953974	25.7237790332795	24.2718417267323	24.615456181995	27.4279157562796	24.3615952182296	24.5194000775503	23.8869330681202	25.1837066452481	22.3578655274646	25.6707784636321	27.9100907710458	24.9909536505253	23.6072700850931	26.2611959258981	26.4081892540296	24.0447786911491	27.4021262787017	25.9817200979575
STAT2	25.3349110512058	23.6434923966449	23.7217396298187	21.3327331211324	22.5635054633396	23.0507810512358	22.9497520169304	22.7765534127403	21.4894443875446	21.8104833277364	22.3429674744604	22.411587460159	23.4429202144629	24.964311996656	24.0305255602464	25.4528526229062	23.408665235115	23.3398125404383	22.885646654273	23.2277763891924	23.6043962754135	22.4064953273266	22.3307302320633	22.8366274264888	25.8617685072929	23.6168897689718	24.6864259876332	24.9021946797116
STAT3	25.9285367796803	25.5604590052757	25.5272869004416	24.801318246238	24.7968118135861	25.6261359687266	24.8396969474454	26.415549676077	25.5705112653103	25.8435084606402	25.8740212948377	25.9921257204387	24.9218701817294	26.2842913973669	26.1193171482471	26.9154857092601	24.9769901601646	24.6874772589839	25.3356169457602	25.8639841835079	22.6590270690198	25.9868171833501	24.0771270060098	24.9845550842155	25.499132681815	25.2239366289189	26.2352312487795	25.5922934255704
STAT5A	24.7121428829052	25.5256756278398	25.685016749262	25.246591643658	24.9183155899297	25.1594529768999	24.4881410198815	25.1765776019119	23.9229968094664	25.6298886059358	24.7434533260451	25.3721708074679	24.1825899619267	24.4988408686636	24.6347262433707	23.7396378349005	23.576753634329	22.5265797728397	23.4963538920317	24.2494497362987	24.1565012406113	25.4584734054758	24.1726334177166	24.2594709836151	24.0253042819437	24.4271650117367	24.5793058808472	26.073013840145
STAT5B	22.142804003735	22.8332604347312	23.6123112109672	22.5183399057342	22.4151675592354	23.7537630638097	23.5451522603053	22.3708387133415	20.8845079299495	22.2959646359458	21.0378189787699	23.1705171864186	21.0763954041409	20.4381304179246	19.1268628240667	21.6413677404831	20.9412239066827	21.6306372985469	22.9149622175039	23.2742023156082	19.6820834668373	22.4141704649442	24.1110736203219	23.5566909483469	23.2805851018369	23.7385378148196	23.5227193137515	21.0891949674934
STAT6	24.3814338986823	22.6764683376874	22.9219672069515	23.2762308915641	23.1426753875045	22.881711619394	21.2192825962355	22.9072760103952	22.1762249348093	22.6805294260451	22.880847466555	22.074631606409	23.2602461683856	23.8998194607361	23.7579716131216	22.9299396701524	23.077249330322	21.4918933164646	22.8049134397849	22.2656142125227	21.770211508229	22.0302693145637	22.1701294201116	22.0554946235499	24.4695677928351	23.8213917910178	23.6617374078915	23.9539256562857
STAU1	22.1406255342233	21.3227587269204	21.92057815212	21.2373565519793	22.3381853518536	21.2361159479546	20.5163727184136	19.4111931178091	21.2596519214318	21.3637383813749	21.4300156256355	20.1725391836501	21.8040186480132	21.0776627026003	20.5610171103134	21.0938505455165	20.6905989241794	20.8938385142147	19.9841128149877	17.8978982570842	21.9585697727674	20.5743591871009	20.3937101623644	20.0345097024711	18.2935057383944	20.3639442716266	21.2561588428131	22.3854564617321
STAU2	21.9208742255951	21.6939208800899	21.9598338841826	22.0791114005357	21.4921889798764	22.6174531687544	21.7363300719396	20.6165792514222	21.6440580150766	21.7084415074943	21.2932769896601	21.1027600921142	20.6996211672624	21.8375157536861	20.7853273352708	21.967185988517	22.160979282903	21.5991144119035	20.9362626880735	22.0139072087388	21.7833256061507	23.1138198519736	22.2150260897841	21.9066806300822	21.1199040199488	22.7096654194592	21.063010830739	21.6091134063289
STBD1	22.6661127759166	21.6720351963196	20.9573339541697	21.7776746986926	22.016839458446	22.880442047758	21.3482451059405	23.6135762215632	21.5955978886532	19.6973246204967	22.331238363778	21.5330294611089	22.4782477484222	24.4688760926643	23.7199277448934	22.9699311766859	23.8671104382583	21.5410603634581	22.8576439435294	19.6619437793731	17.5996663946125	22.0030456591421	19.7204746273979	22.9986420795806	21.6879507653484	21.6727860666219	20.4962192300255	22.1104643599882
STEAP3	21.8423483345195	20.87676398198	21.3687328720296	22.6695199190689	23.2725467950853	21.9160148398743	23.3617857206083	22.4199191986325	23.0605969948742	19.8379441061319	24.0145893644376	23.2874764733834	21.8560710850884	23.6622220144521	23.6258784551778	23.4672858650816	23.2804240729304	24.0810115446454	23.2164133462976	25.4414476599324	24.8663504815799	24.1093371379885	22.3404972774902	22.0113914361499	22.1099823456596	22.6965224676367	21.726664976498	22.0163140816198
STIM1	25.1777727073522	25.4603648233388	24.4729076567583	23.2093764033694	25.6488242238839	25.4308239140911	26.177695609217	26.3976891114708	25.7470682844143	23.452775227532	24.3540410806083	25.9507780805669	25.2071775530156	26.0383984545978	26.1612130122345	25.335705785586	24.7963070332437	25.0931919583827	24.7079003334694	26.6970972887701	24.4790445709029	26.3580947521229	24.1313867664976	25.5905447091905	26.2871615670494	24.7104093291144	26.2675043368442	25.5831323120607
STIP1	29.1287806271819	28.4270074898196	29.5784755639107	28.9504226221321	29.2403991012265	29.4465799873559	28.9039131471337	28.4927708498497	29.2491239344698	29.9223680149935	29.5559954434425	29.9250999522574	29.7963471972322	29.8259778801957	29.917096427784	29.2242450101451	27.7158745605403	27.4335318537127	27.0709482487431	27.7262437961882	28.2119025735998	29.5059399157393	29.2138138451941	29.3815288950848	28.7809609338788	28.4288980892041	29.1895244457103	29.1757026489816
STK10	26.0892674341858	24.8962133545496	23.9234572504358	25.2108272335943	25.0993738175613	25.519910332866	24.3246692447984	25.8440837434304	24.3311785173851	24.6523040192791	24.4209532766048	23.8967265891508	25.3816138104095	25.070725182872	25.1493355644558	26.0659114535815	24.7945757991946	23.6465872139329	23.7070450758031	25.4398606953874	22.562885871495	25.2116427109301	22.3617914562937	25.0459850390566	23.1692523255315	23.636265163371	25.1786879625349	25.56899390066
STK11IP	21.7482701909032	22.4968095242455	20.3796355789466	21.8761963430348	19.6927875901283	20.3147387600911	21.9465307393971	23.1007846962297	22.2468448570608	20.3404636427738	21.7635234382378	21.7527807697371	20.8422604259551	21.3899196172503	22.0597608535408	20.4722798141019	22.0456213874336	22.4554693342743	23.4898617643477	21.7193954430918	20.7420769215935	19.1743967733249	22.6283582189987	20.5052466673627	23.7110997289885	23.1502356310459	21.3929984674414	20.1738626718512
STK24	22.6046539671747	22.7104582328507	23.1700241922819	21.6917045012061	23.6455844518079	22.8163286801409	24.3826223045909	18.0647775361422	21.6450534746548	22.3396638687343	23.0852484999482	19.4883987683105	21.7706635386678	22.3703030322864	23.5859879372973	23.7491884760712	20.2445031905862	23.4215700684055	21.3183027618513	22.5123439184155	17.2387875552934	23.6492761163995	19.7966363927422	21.431514591415	19.0095152871868	20.7913282505396	22.1306340148972	23.5489178774569
STK26	25.193786622306	25.1644680704525	25.2723049789149	25.3272815772949	26.0348028551233	25.756238207514	24.8880272313151	24.6517972807886	24.3336888067562	25.4356729995313	25.8220554194649	24.3781827781963	26.1439915778168	25.5131131902102	25.2482900173103	25.4236957561298	24.1456804237036	24.0093528819645	23.9849369945792	22.4115716698095	23.7252364120384	25.3222108588638	24.1632126190996	23.975505318717	24.108158258142	23.9038129587038	24.8839597926317	25.3558501353191
STK38	22.5371502662115	21.2740821962408	21.9295228613735	20.8669301732811	22.9362690080045	21.7567845882114	18.5776992061803	21.2030636394443	21.5390442430503	21.0805950526501	20.9709067827735	22.6132185190736	22.1610712436827	20.9954867930712	21.3766736055807	21.6901452598155	20.8247984168829	19.9840461675296	21.4447549821852	22.1248504573832	21.7383279478253	23.2772916270567	21.6600790153557	22.2166869404684	21.1030244879704	21.5715810095035	22.9674259925134	22.6414049889362
STK39	23.569095602009	22.0719791155549	22.7791115440026	21.4861204578796	22.381033394568	23.5219219707389	22.3957571212291	21.0919472673951	21.1668144955506	20.6958282852453	22.1399514283065	23.7960264752968	21.9709240372936	22.8570827660328	22.1893581490639	20.6396757196956	21.1614801585752	21.0006412280916	22.727296446585	24.2309688128249	22.8217053618305	22.2513767565303	18.1662632012796	22.4189239313002	18.695741669241	22.1222865605117	22.7948363847719	23.1811604845839
STK4	25.1245805411946	24.2336845109221	23.680752663707	24.4453765257499	23.4378652198208	23.9183168601735	23.6593415727917	24.1788097116331	22.7240018148844	23.0214815450583	23.7452959081053	22.5661722337902	24.1845520271823	24.3858057122099	24.2772408391888	24.5127348264614	23.1871971193882	22.7942429837758	23.2409247350423	23.6573532645675	23.506783528947	24.4874819351559	23.0282444304323	23.1324953254743	25.0400671198042	25.6432415156028	25.3328255007035	24.1633039875699
STMN1	29.9240662684719	29.2387687084766	31.6780296569164	29.6402039750819	31.2097066859408	30.6554285890672	28.5743294650426	29.1437869870509	29.9031697312568	30.5496950996233	30.2200246899124	32.6764636647367	30.2867048146799	30.0550634257384	30.9810695934892	30.8036931139599	29.0334879413842	28.2301014935892	29.0106805851191	28.624653279001	27.0405207621004	29.6198406892175	31.4283074521074	30.3883713371708	31.5785197415675	30.2745090011125	29.7351949910257	30.7481248279473
