""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"ID"
"PDLIM1"	-1.20262939737451	10.0775539449761	-5.77630175255306	1.49903370426115e-08	7.22729771589212e-06	9.22089877151903	"PDLIM1"
"CD59"	1.10739234559182	7.45983353802632	5.69688991269517	2.31408611646345e-08	1.04738371205972e-05	8.81501649783608	"CD59"
"GGT2; GGT1; GGTLC1; GGTLC2"	-0.845397935135132	6.84254340191388	-5.68329417662019	2.49145881436896e-08	1.08344261931519e-05	8.74600519776434	"GGT2; GGT1; GGTLC1; GGTLC2"
"ZNF667-AS1"	0.847701565173746	6.07405837559809	5.62828144434623	3.35434798448414e-08	1.37764314073869e-05	8.46819574903961	"ZNF667-AS1"
"GGTLC1; GGT1; GGT2; GGTLC2"	-0.815241533822393	7.00436308133971	-5.60313266746823	3.83984858392308e-08	1.52071717668297e-05	8.34196379634	"GGTLC1; GGT1; GGT2; GGTLC2"
"CCDC3"	0.818103825234751	5.27060585796172	5.55064271532878	5.08349008171302e-08	1.91087530563104e-05	8.08005186951733	"CCDC3"
"GGT1; GGT2; GGTLC1; GGTLC2"	-0.829506692432429	6.87786529425837	-5.54036988217838	5.36909114059316e-08	1.98459505526792e-05	8.02903982076226	"GGT1; GGT2; GGTLC1; GGTLC2"
"MICAL1"	-0.909306209806946	8.67417547129187	-5.52555541718779	5.80860828294117e-08	2.07779539514628e-05	7.95561788391176	"MICAL1"
"ADGRL1"	0.775786257393975	5.99173161561962	5.49086600279014	6.97908434099669e-08	2.41847082054101e-05	7.7843537258536	"ADGRL1"
"DYSF"	-0.996796358918914	7.82908550478469	-5.27829187411879	2.1060091635123e-07	6.22760949711677e-05	6.7552038389643	"DYSF"
"AUTS2"	0.790623889879772	7.18612533238756	5.21700472895277	2.87667680375053e-07	8.14508656700151e-05	6.46503999362585	"AUTS2"
"CHST12"	0.919956910193051	8.33280242344498	5.20540601025072	3.05053956033907e-07	8.45356363814831e-05	6.41045826439291	"CHST12"
"MYCN"	1.4771989403861	7.12558639712919	5.18286167207576	3.41806669261506e-07	9.02450989390677e-05	6.30467156835453	"MYCN"
"SHD"	0.808245310965249	5.5398348708134	5.12678870207195	4.52793707850132e-07	0.000111578431696669	6.04329715954283	"SHD"
"COL24A1"	0.992896260694982	6.43719471291866	5.09718218549676	5.24737261144498e-07	0.000125135730942609	5.90629641233542	"COL24A1"
"ATP1B1"	1.04740362403475	8.33079152220574	4.96009756605821	1.02921627283446e-06	0.000225999589098245	5.28105631311917	"ATP1B1"
"SV2B"	-0.791550793436292	5.91537927990431	-4.91586227470074	1.27501925223796e-06	0.000266767707322013	5.08251214820374	"SV2B"
"AK4"	0.793065994762394	6.80993585533971	4.87580190872888	1.54581677584157e-06	0.000308856977068598	4.90406630617286	"AK4"
"LAMA5"	-0.875298796833976	6.47296740430622	-4.84637895896812	1.77922685451698e-06	0.000334404179487099	4.77382948609041	"LAMA5"
"BTBD11"	0.827959555268266	6.781785563	4.81906075777046	2.02611282494334e-06	0.000371364712657797	4.65353638610576	"BTBD11"
"STAG3L2; TRIM73; STAG3L3"	0.825630020154446	8.26911738038278	4.8146195094317	2.06925157180741e-06	0.000373104563898738	4.63403694032294	"STAG3L2; TRIM73; STAG3L3"
"SEPP1"	1.85732492942086	7.84512769617225	4.74335124628298	2.89525429716653e-06	0.000468693064252258	4.32332356830117	"SEPP1"
"LOC100505650; C1orf186; LOC101929219"	1.04822426710425	6.52522866746411	4.70026822976611	3.53997572839702e-06	0.00055680554400276	4.13749874369638	"LOC100505650; C1orf186; LOC101929219"
"MMP2"	1.19640939737452	7.02260291148325	4.67279837835896	4.02094971833344e-06	0.000618236765723495	4.01980860023969	"MMP2"
"FNBP1L"	0.833641489498073	5.83884428229665	4.60768400555757	5.42511629051177e-06	0.000766358147076242	3.74330881758531	"FNBP1L"
"MSI2"	1.0617301227027	8.87924838516746	4.5985329995304	5.65678173577979e-06	0.000778462059725538	3.70472960078931	"MSI2"
"LPCAT1"	-0.790817588880306	7.12033007416268	-4.57980383415776	6.16091039297262e-06	0.000810636939756196	3.62598545016672	"LPCAT1"
"ADA"	0.93818140902888	8.73105175241388	4.57353376905422	6.33911932997425e-06	0.000826994050000994	3.59968845809724	"ADA"
"CD68; SNORA67"	-0.941954468332663	6.74916704991866	-4.54542327679113	7.20075058804879e-06	0.000912561408809978	3.48219042793284	"CD68; SNORA67"
"PLTP"	-0.778293145405405	6.97441602631579	-4.52414207385497	7.92669806101247e-06	0.000987630952792891	3.39367227997503	"PLTP"
"SUCLG2"	-0.929637988571428	7.31849674401914	-4.43230123749978	1.19469301131067e-05	0.0013247950802424	3.01597175393029	"SUCLG2"
"DOK2"	-0.880364082857143	7.52758026794258	-4.42159486887208	1.2526478954708e-05	0.00138215049879361	2.97239763232178	"DOK2"
"SPNS2"	0.80773788694981	7.24079430382775	4.41896172653452	1.26730861551143e-05	0.0013845502696952	2.96169557511712	"SPNS2"
"UNC93B1"	-0.826889217374516	7.38436166985646	-4.4153226627753	1.28784076375105e-05	0.00140008492443485	2.94691459808911	"UNC93B1"
"PRDX2"	0.922725999459459	8.60398308133971	4.39421240179135	1.41337719703914e-05	0.00150701343634298	2.86138784874282	"PRDX2"
"PRKD3"	0.892745336525097	7.13415824401914	4.38095004828252	1.49814730543877e-05	0.00157468772227588	2.80784663801832	"PRKD3"
"LY86"	-1.06039581204633	8.44982253110048	-4.36824884146261	1.58387639698673e-05	0.00163382375499403	2.75670861805288	"LY86"
"ZNF521"	1.25870624617761	6.40171310047847	4.28173486121306	2.305607027691e-05	0.00211296498595583	2.41197855142323	"ZNF521"
"CD96"	-1.10023453734556	7.15446013502871	-4.2696128181179	2.42894305868791e-05	0.00217306593160428	2.36417818356605	"CD96"
"OSCAR"	-0.796496408957529	6.99394414593301	-4.24017139340399	2.75526594680213e-05	0.00234123709456619	2.24859818651464	"OSCAR"
"ALOX5"	-1.11524506220347	8.432530123	-4.23644155183689	2.79947598024749e-05	0.00236071400341934	2.23400785976094	"ALOX5"
"NCF1B; NCF1; NCF1C"	-1.302329023861	7.9449805645933	-4.1609042472153	3.85476962192662e-05	0.00297878329878357	1.94105147494087	"NCF1B; NCF1; NCF1C"
"BST1"	-0.807316619439454	6.52381985079426	-4.15041547545236	4.02832607100901e-05	0.00307011050181573	1.90075469680415	"BST1"
"TYMP"	-0.9710980596139	7.11872253588517	-4.13205367775601	4.35021640030137e-05	0.00322672572996267	1.8304352261599	"TYMP"
"NCF2"	-1.43842422525097	8.51460326794258	-4.08393380176813	5.3140072465298e-05	0.00369785160945636	1.64751122789345	"NCF2"
"NME7"	0.757893139305017	7.99076801435407	4.07161061597268	5.59169912285472e-05	0.0038271862554449	1.60098247793468	"NME7"
"CLEC5A"	-1.09927532185327	6.30083930143541	-3.96563887610406	8.61958343433054e-05	0.00513884734963932	1.20621537754217	"CLEC5A"
"C2"	-0.785097609659148	6.26521626571053	-3.96308413048646	8.70896267583252e-05	0.00517821378618267	1.19681705017105	"C2"
"ITGAM"	-0.886280453436289	8.83774741866029	-3.95910450557987	8.84994491798472e-05	0.0052249258073959	1.18218806850786	"ITGAM"
"TSC22D1"	0.843171036370663	9.37892474880383	3.95123007406084	9.13530595068801e-05	0.00531924039351892	1.15328193723192	"TSC22D1"
"H1F0"	1.16302985366796	8.1230149784689	3.95075720753072	9.15271683379474e-05	0.00531924039351892	1.15154779231155	"H1F0"
"TYROBP"	-0.784132366640925	9.76050332296651	-3.8853689925169	0.000118879822884151	0.0063225820429849	0.913599909920367	"TYROBP"
"BCL2A1"	-1.0872089316115	7.44751819980383	-3.8303119824188	0.000147742657120684	0.00736322842611805	0.716103499096748	"BCL2A1"
"C3orf80"	1.01743119798	6.56161894956459	3.82532717495768	0.000150659843208587	0.00739333547335613	0.698351589994996	"C3orf80"
"RAB31"	-0.976759142934361	8.42498921770335	-3.80953872082562	0.000160262787994452	0.00772675676552382	0.642267515754014	"RAB31"
"BEX1"	0.877187523517144	6.98246722084211	3.7772273719368	0.00018174603828665	0.00842710865303497	0.528163130230295	"BEX1"
"ZNF711"	0.962322089498068	6.10528436842105	3.75291002022257	0.000199676484782837	0.00887459935774298	0.442885585035631	"ZNF711"
"FCGR1C; FCGR1B; FCGR1A"	-0.865447803938221	7.6600541291866	-3.74305209958076	0.00020740996663685	0.0090801854186126	0.408461431501887	"FCGR1C; FCGR1B; FCGR1A"
"FCGR2A"	-0.957145680463318	7.25824397607655	-3.73557304003345	0.000213464683290306	0.00919265970099498	0.382400642145964	"FCGR2A"
"S100P"	-0.809549230347488	6.01822188277512	-3.72762680526729	0.000220079903017158	0.00934142634280344	0.354765235898752	"S100P"
"WASF1"	0.891423997992282	7.3970490430622	3.71380872911465	0.000232045647844711	0.00970052723249432	0.306839483159381	"WASF1"
"P2RY13"	-0.906501914285712	6.52611082535885	-3.68707951483266	0.000256950831301747	0.0104370980523996	0.214605110624321	"P2RY13"
"MSRB1"	-0.814268617837838	8.14998492583732	-3.68449350771544	0.000259489443054217	0.01052094491418	0.205714599398851	"MSRB1"
"CR1"	-0.855299635366793	7.10636735885167	-3.68375849626369	0.000260215279564041	0.010531121295933	0.203188745056779	"CR1"
"SORT1"	-0.957710098764482	7.71608412679426	-3.67722160611364	0.000266755151916887	0.0107565377440231	0.180745547889648	"SORT1"
"MYOF"	-1.01203481073359	6.88693719138756	-3.67436418953508	0.000269662173130072	0.0107952485120555	0.17094683895444	"MYOF"
"FCGR2C"	-0.827244949111971	7.33204219617225	-3.67292367182288	0.000271138972448168	0.0108348110467666	0.166009686372174	"FCGR2C"
"KCNE5"	-1.10843888857143	5.89999518899522	-3.61994678524355	0.000331046017661849	0.0124019232765278	-0.014302377447974	"KCNE5"
"MAP7"	0.784068731351353	7.25424745454545	3.60965502245898	0.000344040949036271	0.0126552937256912	-0.0490469210543045	"MAP7"
"FCGR1B"	-0.972621221003857	7.68842835406699	-3.60249903017706	0.000353357117015309	0.0129319375266758	-0.0731506206912913	"FCGR1B"
"PRG2"	-0.979346172818535	6.43511900956938	-3.60191838615322	0.000354123334988292	0.0129382637969162	-0.075104452025486	"PRG2"
"SERPINA1"	-1.18173764988417	9.1075726722488	-3.6004675168063	0.000356044724726476	0.0129661082183642	-0.0799852478924086	"SERPINA1"
"CLC"	-1.06601849837838	6.92753914354067	-3.58722704249139	0.00037403686252765	0.0134656470193369	-0.124441695893809	"CLC"
"TNF"	-0.92247873057915	6.4397828923445	-3.58641871871952	0.000375162445667926	0.0134656470193369	-0.127150765011756	"TNF"
"MAMDC2"	1.0473063996139	7.03943522248804	3.55691939403665	0.000418482162090592	0.0146389548751501	-0.225624909397228	"MAMDC2"
"CFP"	-0.968435162934359	8.24284306937799	-3.54471333782563	0.000437742944358745	0.015098532545122	-0.266147695410784	"CFP"
"HSH2D"	0.782273159382244	8.75346562440191	3.54445593427286	0.0004381579221955	0.015098532545122	-0.267000839282771	"HSH2D"
"RASGRP3"	0.886839825714286	6.77848209808612	3.53895472345147	0.000447115396499998	0.0152555773285799	-0.285220262073169	"RASGRP3"
"THSD7A"	0.774611264247109	5.61374685645933	3.53110875695441	0.000460187906273528	0.0155107103120582	-0.311159276732442	"THSD7A"
"MRC1"	-0.892465063474898	6.38749896650718	-3.51577773188533	0.000486770904476076	0.0161853150216948	-0.361688012200969	"MRC1"
"CD180"	-0.884605251654439	7.18312801729426	-3.49069520698757	0.0005333824959086	0.0169239170700246	-0.443910457309627	"CD180"
"APOC4-APOC2; APOC4; APOC2"	-0.951790667743087	5.92120725276077	-3.4855178241945	0.00054350954207283	0.0171953703624696	-0.46081336813192	"APOC4-APOC2; APOC4; APOC2"
"ANXA2"	-0.798649335414286	9.90255525811483	-3.46956870013694	0.000575847631487294	0.0178671339119628	-0.51273501819308	"ANXA2"
"CLECL1"	-0.800966937992277	6.21655604784689	-3.46042335884378	0.000595192740676376	0.018357835058492	-0.54240612800125	"CLECL1"
"MSLN"	-0.887201875752898	5.7559125215311	-3.46002749776672	0.000596043658668699	0.018357835058492	-0.543688792982914	"MSLN"
"TFPI"	0.854838317837838	7.42437516507177	3.43871011046878	0.000643581172915265	0.0194645680876493	-0.612556998070316	"TFPI"
"WBP5"	0.81538836594595	6.90034761004785	3.39588707633924	0.000749957122989746	0.0217827573515766	-0.749688690316377	"WBP5"
"NCF1"	-1.15948585752896	7.78632453827751	-3.38078419104687	0.000791230574992616	0.0223540276333583	-0.797665634465434	"NCF1"
"FGR"	-0.921612214749036	8.90489271291866	-3.36197948692447	0.000845577774240277	0.0232782374046641	-0.857119737755597	"FGR"
"SCPEP1"	-0.814431897374515	8.45006818660287	-3.35199518481851	0.000875826361115792	0.0238040159765025	-0.888559358837342	"SCPEP1"
"SPTA1"	0.82466597976834	6.59966383492823	3.33858113938128	0.000918052316573373	0.024562686669932	-0.930659749140579	"SPTA1"
"CCR1"	-0.839564497933511	7.50850648022966	-3.29628159712997	0.00106392762685019	0.0266512316318131	-1.06237207551504	"CCR1"
"PRAME"	-0.881767314285715	5.73610186842105	-3.28881316743855	0.00109181839634082	0.0271157316842629	-1.08546211639856	"PRAME"
"FCER1G"	-0.7826132396139	9.89722033971292	-3.27656797731973	0.00113902058440066	0.0279438036734931	-1.1232130289945	"FCER1G"
"SMIM24"	0.869376159073362	8.16947127272727	3.27569473671803	0.00114245800897329	0.0279662623874278	-1.12590006074944	"SMIM24"
"CA2"	1.07377801151529	8.19485478499521	3.27134665037959	0.00115971752823245	0.0281402793666731	-1.139269368684	"CA2"
"ANGPT1"	0.86053474415143	8.38495323225359	3.2618127611283	0.00119841171403616	0.0286404902951444	-1.16852484011384	"ANGPT1"
"HOPX"	0.846135728571425	6.90835738277512	3.2578438626939	0.0012148699865086	0.0289894638441818	-1.18067984517741	"HOPX"
"ALOX5AP"	-0.854841221215366	8.81099636602871	-3.24109577373305	0.0012866552094311	0.029997750601884	-1.23181735334602	"ALOX5AP"
"S100A11"	-0.864294128339765	9.09682799760766	-3.23392555510433	0.0013185730494696	0.0303039513897792	-1.25363398303733	"S100A11"
"TLR8"	-1.01121093722007	7.35309701674641	-3.22190269889634	0.00137374240014234	0.0309622550308505	-1.29011268770785	"TLR8"
"HBM"	1.26037822934362	6.79072176315789	3.21531302623118	0.00140487944797096	0.0314086858841734	-1.31005177637184	"HBM"
"HNMT"	-0.855353780617759	6.37019519617225	-3.2021545691147	0.00146901789426889	0.0322936371666666	-1.34975075136733	"HNMT"
"TREM1"	-0.827421410193045	7.11083823205742	-3.18524468116204	0.00155541898755132	0.033356138513475	-1.40054066288841	"TREM1"
"FBP1"	-0.815628983320464	6.81628988277512	-3.17577993615017	0.00160580571051107	0.0338531930111355	-1.42885705045351	"FBP1"
"GFI1B"	0.838248244092667	6.66820311004785	3.16235445841758	0.00167986758123296	0.0347795543220389	-1.46888562274976	"GFI1B"
"SCRN1"	0.885286423552127	6.57519343062201	3.15406715688939	0.00172714574681159	0.0355377377538472	-1.49351401468593	"SCRN1"
"CPA3"	1.07526790069498	8.62305847607655	3.09442963923319	0.00210529585263495	0.0399070524955025	-1.66893131794689	"CPA3"
"C5AR1"	-1.07724279623837	7.64493724141148	-3.08863651289635	0.00214582596034388	0.0403439891491518	-1.68580115959585	"C5AR1"
"ST18"	-0.805286196061773	5.77683971770335	-3.07671422918209	0.00223150555941237	0.0414491878531387	-1.72042453492967	"ST18"
"S100A9"	-1.35238160602316	8.97502072727273	-3.03609617122547	0.00254757455430562	0.0449959735286552	-1.83742380790492	"S100A9"
"NGFRAP1"	1.06174626818533	7.85347323444976	3.00458030573419	0.002820574120117	0.0481831967541917	-1.92718135430873	"NGFRAP1"
"S100A8"	-1.2085630450193	10.5601165430622	-3.00087046459308	0.0028544153960197	0.0484828385329949	-1.93768814566455	"S100A8"
"KIT"	0.864186409498071	8.68356459808613	2.9843561821781	0.00300961974851407	0.0497372181688116	-1.98430831920881	"KIT"
"RHAG"	0.765934761698841	6.83677184688995	2.98026081589364	0.0030492860232083	0.050242990655805	-1.99583155454221	"RHAG"
"PROM1"	1.0755314718919	7.8417658062201	2.96791543568671	0.00317177211950796	0.051420732504713	-2.03047646615154	"PROM1"
"LILRB1"	-0.756181905714284	7.04982438995215	-2.9588393034674	0.00326467483910773	0.0520674669717358	-2.05585909455184	"LILRB1"
"CYBB"	-0.891228762934361	8.41269040669856	-2.9462113436202	0.00339807523060511	0.0533893670279586	-2.09105109216608	"CYBB"
"LILRB2"	-0.865156497374515	7.19817717703349	-2.94611381317489	0.00339912463898807	0.0533893670279586	-2.09132233232224	"LILRB2"
"HK3"	-1.00771878494208	7.25456303588517	-2.94523308190084	0.00340861455350324	0.0534249141820459	-2.0937713287632	"HK3"
"HOXA9; MIR196B; HOXA10-HOXA9"	1.07500093899614	8.02352974162679	2.92953261296659	0.00358190086937985	0.0550515575059641	-2.13731100045724	"HOXA9; MIR196B; HOXA10-HOXA9"
"AMICA1"	-0.761746817789575	7.3973220964067	-2.92623315567506	0.0036193244318766	0.0554466084047565	-2.1464325273243	"AMICA1"
"SOCS2"	-0.884411916988411	7.91784355980861	-2.89000750508097	0.00405432434741748	0.0594384846868912	-2.24593235341259	"SOCS2"
"LGALS1"	-0.785262663474896	10.1977312990431	-2.88979070866138	0.00405706525062774	0.0594384846868912	-2.24652424390136	"LGALS1"
"KCTD12"	-1.00071255034749	8.37239948564593	-2.88432653805684	0.00412670723725903	0.0600249025079577	-2.2614282799882	"KCTD12"
"MPEG1"	-1.11994983482625	8.97697479186603	-2.8767193203872	0.00422547616066568	0.0608128554777699	-2.28213261822478	"MPEG1"
"CD1D"	-0.873467567488649	6.88447212361005	-2.85666109743871	0.00449630676173381	0.0634749149342663	-2.33647291071003	"CD1D"
"CHST15"	-0.821560834517377	6.55604880861244	-2.85572717650083	0.00450929310018844	0.0635369138348026	-2.33899413033011	"CHST15"
"CT45A7; CT45A5; CT45A1; CT45A6; CT45A9; CT45A8; CT45A2; CT45A10; CT45A4; CT45A3"	-0.772367114362936	5.80909023923445	-2.84299287160188	0.00468980104920389	0.0650008829435044	-2.37329277122733	"CT45A7; CT45A5; CT45A1; CT45A6; CT45A9; CT45A8; CT45A2; CT45A10; CT45A4; CT45A3"
"CLEC7A"	-0.876856092972968	7.54312955263158	-2.84284557105516	0.00469192690060172	0.0650008829435044	-2.37368865009736	"CLEC7A"
"SLC40A1"	0.800195371428572	8.82356873444976	2.80375520191167	0.00528803316946439	0.0691497639341871	-2.47804968132002	"SLC40A1"
"VNN1"	-0.785088698687256	7.06645545933014	-2.80219159158998	0.00531324614343464	0.0694006102419089	-2.48219522314618	"VNN1"
"GYPA"	0.83952105830116	6.45400940909091	2.78338402320042	0.00562516883572819	0.0717395022649682	-2.53188477238543	"GYPA"
"SLC7A7"	-0.802943978146716	7.69838752631579	-2.77975389972207	0.00568724968563398	0.0722404487560082	-2.54143849140884	"SLC7A7"
"PRTN3"	-1.10071442432432	8.44195311004785	-2.75769835987988	0.00607794907700094	0.075984641843138	-2.59922611255324	"PRTN3"
"CES1"	-0.78374314694981	6.00194261244019	-2.72868972730347	0.00662872449135635	0.0799411918266999	-2.67455662610499	"CES1"
"SPARC"	0.825749920154439	7.53328013397129	2.72628564143162	0.0066763317824716	0.0803311287751021	-2.68076519933507	"SPARC"
"AZU1"	-1.07574862850819	9.94417498322967	-2.66102137464247	0.00809244657180836	0.0910574733990694	-2.84729458185612	"AZU1"
"CA1"	0.906643974857067	8.77787803916268	2.65685705828023	0.00819136086768017	0.0918442878278113	-2.85778820101351	"CA1"
"HOXA9; HOXA10-HOXA9; MIR196B"	1.09474450185328	8.76868816746411	2.64879311782639	0.00838599494677933	0.0932667547725927	-2.87806333688553	"HOXA9; HOXA10-HOXA9; MIR196B"
"CSTA"	-0.858396059459457	9.15596878229665	-2.63229681645289	0.00879713940398556	0.0957881862476632	-2.91935452403985	"CSTA"
"EREG"	0.940812985405409	7.39915352392345	2.58289371533935	0.0101386985409728	0.10463287866063	-3.0415220544452	"EREG"
"EPB42"	0.85650195907336	6.20316627272727	2.55546517678518	0.0109599640190457	0.110135968289259	-3.10838284457903	"EPB42"
"MNDA"	-0.76592229389961	9.27296825837321	-2.55519652147625	0.0109682933265314	0.110169750632162	-3.10903431249832	"MNDA"
"SLC4A1"	0.940468513281855	8.0728033062201	2.50966500674034	0.0124641696304212	0.11951161005771	-3.21848643785768	"SLC4A1"
"IFI30; PIK3R2"	-0.884705336756754	9.35482335167464	-2.41250828892412	0.0162757297099839	0.141665280026696	-3.4456577603187	"IFI30; PIK3R2"
"PLBD1"	-0.947469796988415	7.55341519617225	-2.40012241984831	0.0168290003098619	0.144239264580333	-3.47399259477092	"PLBD1"
"S100A12"	-0.862197215135136	7.29487249043062	-2.30694175498861	0.0215493604167252	0.167163943799276	-3.68261190452965	"S100A12"
"CD14"	-0.971885953369267	7.62241065256938	-2.29260192033587	0.0223702062263487	0.171314376273468	-3.71400310103834	"CD14"
"ALAS2"	0.948693503781861	6.78695479053589	2.24648157176336	0.0251979833399403	0.1843142725967	-3.81367147262242	"ALAS2"
"HLA-DRB4"	-0.960007935675673	6.94446457655502	-2.1888285855364	0.0291655245241145	0.201694107544687	-3.93548398378357	"HLA-DRB4"
"HOXA5"	0.772268731119692	7.37027624401914	2.1632928199856	0.0310885406012068	0.209879391051896	-3.98844945679552	"HOXA5"
"SPINK2"	0.772711620694983	7.92643524401914	2.1032558263383	0.0360445078064571	0.229777261894684	-4.11058324547445	"SPINK2"
"HBG1; HBG2"	0.913377830965253	8.72271989952153	2.06632678935517	0.0394171732387013	0.240271017305655	-4.18403819405426	"HBG1; HBG2"
"HBD"	0.770345156525096	8.94401954784689	2.05019461912525	0.0409728258965435	0.246101915955292	-4.21572672403944	"HBD"
"MPO"	0.760624711891893	10.6128223971292	1.98763222960603	0.0475087561356925	0.265202414693528	-4.33631676365728	"MPO"
