""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"ID"
"ITM2A"	-0.887761450476187	8.74306724641148	-2.55243260483747	0.011054313305293	0.123760204393196	-3.07632151197406	"ITM2A"
"SPARC"	-0.834276977142858	7.53328013397129	-2.50297507180299	0.0126986021575925	0.134880075982321	-3.19446326800673	"SPARC"
"CRIP1"	0.800696591428569	8.36408892822966	2.4864233805571	0.0132955301646889	0.13823143865815	-3.23350094730347	"CRIP1"
"TMEM176A"	0.75663965238095	6.76953455023923	2.48248014697018	0.0134413616040698	0.139170176309552	-3.24276415474109	"TMEM176A"
"TMEM176B"	0.830269399047618	6.98493147368421	2.44559703145231	0.014875580522591	0.147809419726713	-3.32871727048587	"TMEM176B"
"KCTD12"	-0.918516631428568	8.37239948564593	-2.4057226287451	0.0165768219113397	0.156755872869261	-3.42023648599805	"KCTD12"
"S100A8"	-0.968268782857137	10.5601165430622	-2.18472771737409	0.0294672450848235	0.217189950645137	-3.90090519116061	"S100A8"
"POU4F1"	-0.822976714285713	6.02700319856459	-2.14240981544243	0.0327414060189277	0.231033694778167	-3.98779684920054	"POU4F1"
"HLA-DQA2; HLA-DQA1"	-0.751736597142861	8.0177436937799	-2.09894921503461	0.0364246567511458	0.245614483863458	-4.07530573497387	"HLA-DQA2; HLA-DQA1"
"AZU1"	0.887868543948571	9.94417498322967	1.99576628295568	0.0466121143041006	0.280990342766062	-4.27603487720753	"AZU1"
