node	mux	agg	layer1	layer2	layer3	layer4
37092	133.737711321372	2	1	0	0	0
37084	116.650920154042	2	1	0	0	0
37168	116.35188474238	2	1	0	0	0
37163	108.018126180151	2	1	0	0	0
37256	106.544285461415	2	1	0	0	0
37145	103.069872899018	2	1	0	0	0
37313	100.871297061899	6	3	0	0	0
37209	96.1203001380633	2	1	0	0	0
33966	95.4746541560243	4	2	0	0	0
37221	91.8818126449187	2	1	0	0	0
33552	89.745496101802	2	1	0	0	0
37091	87.284329367987	2	1	0	0	0
37294	84.581273285734	4	2	0	0	0
37086	83.8976194572814	2	1	0	0	0
37133	83.2251683092693	2	1	0	0	0
37190	82.755712573264	2	1	0	0	0
37428	80.0357831382862	8	4	0	0	0
37319	79.9628070987242	4	2	0	0	0
37458	79.5780441133205	6	3	0	0	0
37175	79.3432701857434	2	1	0	0	0
34087	78.9615588462127	4	2	0	0	0
37892	78.6514214670172	2	1	0	0	0
37198	78.40211505	2	1	0	0	0
34281	77.9856567814284	4	2	0	0	0
37111	76.8185144563802	2	1	0	0	0
37210	76.6803786601785	2	1	0	0	0
33951	75.3409006640749	4	2	0	0	0
37389	75.0803686779321	2	1	0	0	0
37220	74.6888687999999	2	1	0	0	0
37106	74.0085497055975	2	1	0	0	0
37094	73.7131031465307	2	1	0	0	0
33431	73.6151702097687	2	1	0	0	0
37329	73.2183715935042	2	1	0	0	0
37191	72.4879975369833	2	1	0	0	0
37142	72.1216376	2	1	0	0	0
37280	71.7066694	4	2	0	0	0
37095	71.0438360999185	2	1	0	0	0
37638	70.1633693059562	2	1	0	0	0
34558	70.107212064068	2	1	0	0	0
37265	70.0714814273817	4	2	0	0	0
37159	70.0002864775624	2	1	0	0	0
37149	69.9108549280754	2	1	0	0	0
37137	69.4983076570514	2	1	0	0	0
37243	69.0877750440293	2	1	0	0	0
37251	68.8723494284096	4	2	0	0	0
37155	67.7616850089767	4	2	0	0	0
37171	67.6676454570317	2	1	0	0	0
37102	66.9687331754352	2	1	0	0	0
37138	66.93061345	2	1	0	0	0
37268	66.7927503591085	6	3	0	0	0
37255	66.6949743	2	1	0	0	0
36582	66.5570607483424	2	1	0	0	0
37139	66.3330381202806	2	1	0	0	0
37447	65.6630875140401	2	1	0	0	0
37156	65.2820190304532	2	1	0	0	0
34334	65.1366567386348	4	2	0	0	0
33615	64.3298874	2	1	0	0	0
37343	63.72551405	12	6	0	0	0
37202	63.548963141479	4	2	0	0	0
35765	63.1478052346288	2	1	0	0	0
37158	62.8969855373693	2	1	0	0	0
37178	62.0397477251603	2	1	0	0	0
37143	62.0049800386104	2	1	0	0	0
37238	61.9258273684822	2	1	0	0	0
37728	61.7899662759317	2	1	0	0	0
37177	61.3602519694841	2	1	0	0	0
37179	61.351174676198	2	1	0	0	0
37398	60.8600689929234	2	1	0	0	0
37706	60.8380681895035	6	3	0	0	0
33754	60.7055040971066	4	2	0	0	0
37733	60.4757342601047	6	3	0	0	0
37363	59.6642864096261	4	2	0	0	0
37525	59.6559088523059	2	1	0	0	0
37418	59.6336737376145	12	6	0	0	0
37203	59.3976323538383	4	2	0	0	0
37475	59.3613772174888	2	1	0	0	0
37660	59.1449526714748	4	2	0	0	0
37323	59.0342849	4	2	0	0	0
37225	58.8667075299502	2	1	0	0	0
37162	58.7465885132802	2	1	0	0	0
37211	58.50979925	4	2	0	0	0
36448	58.437167963936	2	1	0	0	0
37324	58.4146460863682	2	1	0	0	0
37317	58.3729908551018	2	1	0	0	0
34117	58.3696169100473	2	1	0	0	0
37734	58.1747607248714	4	2	0	0	0
37314	58.1670000698958	6	3	0	0	0
37241	58.1615048976911	2	1	0	0	0
37405	58.1609222822722	4	2	0	0	0
36834	57.7169633416045	2	1	0	0	0
37247	57.6642348657633	2	1	0	0	0
37335	57.4896741634254	2	1	0	0	0
37212	57.4591432	4	2	0	0	0
37344	57.2832108717958	8	4	0	0	0
37182	57.2170643	2	1	0	0	0
37289	56.7216796355806	8	4	0	0	0
37467	56.5298213382874	2	1	0	0	0
37371	56.4290660241168	2	1	0	0	0
37224	56.3376332	2	1	0	0	0
37096	56.1034631	2	1	0	0	0
37298	55.9475586	2	1	0	0	0
33901	55.944551350465	4	2	0	0	0
37416	55.934666029805	8	4	0	0	0
19679	55.6168556934254	2	1	0	0	0
37254	55.5737021849794	2	1	0	0	0
37368	55.531233516628	2	1	0	0	0
37116	55.3539365549854	2	1	0	0	0
37093	55.2908152	2	1	0	0	0
37082	55.221913	2	1	0	0	0
37147	54.9699460286531	2	1	0	0	0
37503	54.9380791055532	4	2	0	0	0
37303	54.8651065338888	2	1	0	0	0
37169	54.2930028967429	2	1	0	0	0
37587	54.0878860808928	8	4	0	0	0
37392	53.83403945	4	2	0	0	0
37408	53.83150115	6	3	0	0	0
37087	53.6661891616651	2	1	0	0	0
19656	53.5889354876138	4	2	0	0	0
37291	53.5020283531289	6	3	0	0	0
37288	53.4879769060481	4	2	0	0	0
37648	53.4706919	2	1	0	0	0
36074	53.3614700164473	2	1	0	0	0
37341	53.0215211981426	6	3	0	0	0
37290	52.9990377433099	4	2	0	0	0
37292	52.9900006698971	4	2	0	0	0
37379	52.8770104419431	2	1	0	0	0
37440	52.69246405	2	1	0	0	0
36153	52.1305073701985	2	1	0	0	0
37495	51.6210800749297	8	4	0	0	0
37120	51.4633063090725	2	1	0	0	0
37166	51.4554838749283	2	1	0	0	0
37109	51.1694378	2	1	0	0	0
37444	50.99903695	8	4	0	0	0
37425	50.9963791930855	6	3	0	0	0
37089	50.7980778	2	1	0	0	0
35119	50.6577609	2	1	0	0	0
37218	50.60016805	2	1	0	0	0
37121	50.5758296	2	1	0	0	0
37127	50.49900465	2	1	0	0	0
37383	50.4883273605489	2	1	0	0	0
37110	50.4827277	2	1	0	0	0
37267	50.361644852017	4	2	0	0	0
37107	49.81638005	2	1	0	0	0
37161	49.72115185	2	1	0	0	0
37122	49.6529258	2	1	0	0	0
37261	49.54380405	4	2	0	0	0
37157	49.2213193	2	1	0	0	0
33809	49.2051937916835	2	1	0	0	0
37085	49.1338239566055	4	2	0	0	0
36502	48.9301409971351	4	2	0	0	0
37402	48.7919155251998	4	2	0	0	0
37105	48.6869251427437	2	1	0	0	0
37240	48.63032485	2	1	0	0	0
37395	48.597004714017	4	2	0	0	0
37185	48.5568792	2	1	0	0	0
33964	48.2973837166982	6	3	0	0	0
37339	48.2928778386326	2	1	0	0	0
33432	48.2734779	2	1	0	0	0
37124	48.22629185	2	1	0	0	0
37477	48.10533405	4	2	0	0	0
37144	48.00372605	2	1	0	0	0
37215	47.94414215	4	2	0	0	0
37248	47.7103528190845	2	1	0	0	0
37235	47.29022745	2	1	0	0	0
37242	47.2767291	2	1	0	0	0
37214	46.9133552846365	4	2	0	0	0
37114	46.89856975	2	1	0	0	0
37382	46.8245553597738	2	1	0	0	0
37188	46.7175593	2	1	0	0	0
35101	46.1913123	4	2	0	0	0
37466	45.8405574154206	2	1	0	0	0
33844	45.6672475546048	2	1	0	0	0
37270	45.5102261538574	6	3	0	0	0
41086	45.25	2	1	0	0	0
37542	44.9996855331847	2	1	0	0	0
37620	44.9412005835276	2	1	0	0	0
37128	44.9086267006094	2	1	0	0	0
37326	44.70662695	4	2	0	0	0
37285	44.6118860649865	4	2	0	0	0
37875	44.3283038396862	2	1	0	0	0
37222	44.1305892298904	2	1	0	0	0
33091	43.75	2	1	0	0	0
19769	43.6602646197689	2	1	0	0	0
37299	43.5068444315439	2	1	0	0	0
34183	43.2968484828265	4	2	0	0	0
37415	43.1855394098195	4	2	0	0	0
37400	43.146904907548	2	1	0	0	0
37874	43.1384650711752	2	1	0	0	0
37097	43.090561974852	2	1	0	0	0
37305	43.0326488413106	2	1	0	0	0
37354	42.9963241036188	2	1	0	0	0
37531	42.7561986281094	2	1	0	0	0
34958	42.7401736427499	6	3	0	0	0
37564	42.6898838243515	2	1	0	0	0
35756	42.678838518184	2	1	0	0	0
37594	42.6479831517537	2	1	0	0	0
37399	41.75683935	2	1	0	0	0
37397	41.48060745	4	2	0	0	0
37146	40.9991670897368	2	1	0	0	0
35144	40.9595130121408	2	1	0	0	0
37194	40.7626536464896	4	2	0	0	0
33928	40.6422646275148	2	1	0	0	0
33593	40.630173703193	2	1	0	0	0
19755	40.3586760643759	2	1	0	0	0
37360	40.2828334036138	2	1	0	0	0
37914	39.6393687936767	2	1	0	0	0
37386	39.4967201594465	2	1	0	0	0
37208	39.1832951491833	2	1	0	0	0
37361	38.81531575	2	1	0	0	0
37413	38.807413600481	6	3	0	0	0
35697	38.7503253	4	2	0	0	0
37497	38.680268102285	6	3	0	0	0
814	38.5	154	77	0	0	0
35275	38.3681352778232	2	1	0	0	0
37355	38.2715748414139	2	1	0	0	0
37481	37.9144275	2	1	0	0	0
37388	37.7832124822696	2	1	0	0	0
37264	37.7380249380092	6	3	0	0	0
37348	37.5062941633297	2	1	0	0	0
37184	37.3671843907543	4	2	0	0	0
37429	37.35321205	6	3	0	0	0
37141	37.33890145	2	1	0	0	0
37679	37.26879715	2	1	0	0	0
20379	37.0081482098374	4	2	0	0	0
348	37	148	74	0	0	0
19660	36.7935501884177	12	6	0	0	0
37099	36.7040998205651	2	1	0	0	0
37650	36.2679175459019	2	1	0	0	0
37940	36.2212338362655	4	2	0	0	0
19657	36.1565940206456	2	1	0	0	0
37765	35.80521105	2	1	0	0	0
37300	35.72536325	4	2	0	0	0
37508	35.5707333	4	2	0	0	0
37666	35.3243432905871	2	1	0	0	0
37502	35.3129493252377	2	1	0	0	0
35057	35.30626325	2	1	0	0	0
37083	35.1054915645835	2	1	0	0	0
37551	34.8883603639605	2	1	0	0	0
37960	34.8828559322752	2	1	0	0	0
37301	34.8349616320878	2	1	0	0	0
37249	34.5462693	2	1	0	0	0
2364	34.5	138	69	0	0	0
34237	34.4412481	2	1	0	0	0
37567	34.3381468080618	2	1	0	0	0
37457	34.3232586347851	6	3	0	0	0
35129	34.2055606289256	2	1	0	0	0
37601	34.10272775	2	1	0	0	0
37293	34.004575071122	6	3	0	0	0
37252	34.0035752449618	2	1	0	0	0
19707	33.9622290471374	2	1	0	0	0
36476	33.8395813	4	2	0	0	0
33433	33.5703772	2	1	0	0	0
36816	33.5	2	1	0	0	0
19757	33.4691046381754	2	1	0	0	0
37369	33.3441108523722	2	1	0	0	0
35930	33.281310106819	2	1	0	0	0
38057	32.987672	6	3	0	0	0
37172	32.8478193704828	2	1	0	0	0
37234	32.8357398003711	4	2	0	0	0
37472	32.7928880717842	2	1	0	0	0
37713	32.73658975	2	1	0	0	0
37803	32.4132677	2	1	0	0	0
37966	32.3464645	2	1	0	0	0
19682	32.315189561438	4	2	0	0	0
37230	32.3151576431466	2	1	0	0	0
19663	32.3145713080616	12	6	0	0	0
37521	32.1582923585353	2	1	0	0	0
37164	31.9238486220793	2	1	0	0	0
37186	31.8874831929989	2	1	0	0	0
34411	31.7810237166199	2	1	0	0	0
37154	31.78022615	4	2	0	0	0
19821	31.6512465597274	4	2	0	0	0
37150	31.6173729924488	2	1	0	0	0
37837	31.5995655	2	1	0	0	0
37795	31.46343775	2	1	0	0	0
19673	31.4093764638758	6	3	0	0	0
33564	31.2651794626657	6	3	0	0	0
37611	31.1680505669546	2	1	0	0	0
36846	31.1421488913977	4	2	0	0	0
5255	31	124	62	0	0	0
34591	30.703332466192	2	1	0	0	0
37850	30.66918485	2	1	0	0	0
37130	30.6275531745859	2	1	0	0	0
36103	30.4581698373808	2	1	0	0	0
37181	30.4389219940955	2	1	0	0	0
34259	30.12761255	2	1	0	0	0
37167	30.070430450231	2	1	0	0	0
37544	30.0638819847292	2	1	0	0	0
19681	30.0485956344496	2	1	0	0	0
37148	30.0398990628784	2	1	0	0	0
20151	30.0135569334029	6	3	0	0	0
609	30	120	60	0	0	0
2401	30	120	60	0	0	0
35103	29.9719976815734	2	1	0	0	0
37134	29.7836705823839	2	1	0	0	0
19672	29.6066299496889	6	3	0	0	0
19729	29.6045533169161	4	2	0	0	0
19745	29.5962275814874	2	1	0	0	0
19704	29.5632175564462	4	2	0	0	0
34555	29.5034979885558	2	1	0	0	0
37510	29.3942137691323	4	2	0	0	0
37378	29.1386114286222	2	1	0	0	0
37174	29.1283732783317	4	2	0	0	0
37165	29.0472818911719	2	1	0	0	0
37131	28.9309559925032	2	1	0	0	0
19753	28.687464855999	4	2	0	0	0
37656	28.6571959	4	2	0	0	0
37334	28.6298345007674	2	1	0	0	0
3766	28.5	114	57	0	0	0
20487	28.4150905263996	4	2	0	0	0
20394	28.3080091146743	4	2	0	0	0
37349	28.2092657315168	2	1	0	0	0
37473	28.1780852303912	2	1	0	0	0
35684	28.1506217844183	4	2	0	0	0
347	28	112	56	0	0	0
35915	27.8210865814212	2	1	0	0	0
37278	27.7926038869231	4	2	0	0	0
37276	27.6833694598572	4	2	0	0	0
34641	27.6492690804606	2	1	0	0	0
33793	27.5284524642827	2	1	0	0	0
346	27.5	110	55	0	0	0
2246	27.5	110	55	0	0	0
37811	27.4038549953847	2	1	0	0	0
22469	27.2133876895394	4	2	0	0	0
19834	27.2064273528666	2	1	0	0	0
19900	27.009281235658	2	1	0	0	0
4606	27	108	54	0	0	0
19716	26.9856919063802	6	3	0	0	0
37098	26.9524110829706	2	1	0	0	0
37125	26.9356078380135	2	1	0	0	0
19768	26.9140708625614	2	1	0	0	0
33419	26.8912770395069	2	1	0	0	0
40291	26.75	10	5	0	0	0
40293	26.75	6	3	0	0	0
37562	26.7498835087694	2	1	0	0	0
37580	26.539869	2	1	0	0	0
37331	26.5027727328151	2	1	0	0	0
2564	26.5	106	53	0	0	0
19680	26.4020442700602	2	1	0	0	0
19742	26.2923806403206	2	1	0	0	0
37559	26.2766591622458	2	1	0	0	0
19706	26.0750653297647	2	1	0	0	0
37944	26.0256316352187	6	3	0	0	0
19666	25.9500991976909	10	5	0	0	0
36750	25.9404590515916	4	2	0	0	0
19827	25.8386561327154	6	3	0	0	0
37269	25.7470340465041	4	2	0	0	0
37176	25.7324606146415	2	1	0	0	0
37108	25.681222147809	2	1	0	0	0
19789	25.6167096664537	4	2	0	0	0
34904	25.56509355	2	1	0	0	0
2037	25.5	102	51	0	0	0
4842	25.5	102	51	0	0	0
37244	25.4935048285553	2	1	0	0	0
37731	25.436557984515	6	3	0	0	0
19678	25.4310540005656	2	1	0	0	0
19670	25.3906532687896	8	4	0	0	0
19791	25.180380925849	2	1	0	0	0
19695	25.1527959874082	6	3	0	0	0
2644	25	100	50	0	0	0
3346	25	100	50	0	0	0
4214	25	100	50	0	0	0
5281	25	100	50	0	0	0
37543	24.9511689843417	2	1	0	0	0
37223	24.8360662313858	2	1	0	0	0
19795	24.8259745312969	4	2	0	0	0
37421	24.7752080749685	2	1	0	0	0
37100	24.7741867825763	2	1	0	0	0
37325	24.7093537275345	2	1	0	0	0
37441	24.6634923	4	2	0	0	0
37228	24.6538323533697	2	1	0	0	0
37304	24.5500869488719	8	4	0	0	0
37641	24.4896082626028	4	2	0	0	0
37411	24.4751019	10	5	0	0	0
19718	24.4152695303015	6	3	0	0	0
19822	24.3501140842534	4	2	0	0	0
20174	24.3082859805625	2	1	0	0	0
37118	24.22539875	2	1	0	0	0
37445	24.1434724533728	2	1	0	0	0
37322	24.0703489002176	6	3	0	0	0
2396	24	96	48	0	0	0
19730	23.8402559450008	2	1	0	0	0
19710	23.6953807222552	2	1	0	0	0
34546	23.6883344850306	2	1	0	0	0
5257	23.5	94	47	0	0	0
37104	23.4418934212632	2	1	0	0	0
37443	23.4358552031744	4	2	0	0	0
