node	agg	layer1	layer2	layer3	layer4
59534	2736	0	0	0	2736
59562	2016	0	0	0	2016
5807	1302	0	130	1201	0
8959	1075	0	81	1017	0
10312	1044	0	116	979	0
10570	1025	0	145	929	0
10572	980	0	82	913	0
6762	962	0	174	800	0
10013	956	0	54	915	0
6691	930	0	160	810	0
59539	899	0	0	0	899
10571	863	0	81	795	0
10015	813	0	87	743	0
10014	809	0	71	755	0
5689	799	0	137	680	0
6190	788	0	84	721	0
9543	786	0	98	701	0
8438	764	0	91	695	0
9544	757	0	68	701	0
6693	744	0	143	612	0
6305	742	0	154	608	0
6678	734	0	126	634	0
59579	729	0	0	0	729
59567	720	0	0	0	720
8965	719	0	139	606	0
10226	712	0	102	623	0
9919	710	0	162	575	0
10453	692	0	102	611	0
10060	682	0	107	595	0
8968	674	0	57	629	0
6692	669	0	172	527	0
9865	662	0	101	580	0
6059	658	0	156	518	0
9054	657	0	72	604	0
6575	618	0	69	558	0
6060	617	0	223	433	0
59565	614	0	0	0	614
9861	609	0	79	542	0
9852	605	0	62	552	0
63602	604	0	0	0	604
63600	599	0	0	0	599
7529	593	0	233	393	0
8733	593	0	88	523	0
6169	591	0	101	505	0
8952	575	0	132	462	0
10061	571	0	42	537	0
14519	563	0	21	544	0
6601	561	0	208	384	0
5636	558	0	142	446	0
59536	548	0	0	0	548
59537	548	0	0	0	548
12353	546	0	23	528	0
10597	545	0	131	427	0
5814	542	0	144	423	0
7532	538	0	107	445	0
5916	537	0	99	454	0
8481	536	0	57	487	0
7255	535	0	139	401	0
7531	529	0	99	441	0
9866	527	0	153	405	0
9882	523	0	128	430	0
10446	523	0	175	379	0
9178	522	0	121	429	0
6277	518	0	96	433	0
7455	517	0	402	149	0
11248	515	0	104	433	0
7630	514	0	539	4	0
14172	512	0	0	512	0
59540	512	0	0	0	512
8949	510	0	131	410	0
7479	509	0	497	63	0
9862	509	0	127	406	0
7789	508	0	487	54	0
7528	503	0	102	406	0
5523	502	0	69	448	0
10595	502	0	90	430	0
5777	500	0	108	409	0
9342	497	0	121	403	0
9372	497	0	77	439	0
9163	494	0	84	423	0
16656	494	0	44	453	0
10600	488	0	88	424	0
10455	485	0	129	377	0
9965	484	0	152	344	0
7584	478	0	211	300	0
9179	478	0	134	372	0
14173	478	0	0	478	0
59695	476	0	0	0	476
10277	475	0	60	432	0
16659	473	0	35	441	0
13392	469	0	40	431	0
15865	466	0	38	429	0
16657	466	0	25	443	0
59600	466	0	0	0	466
15864	465	0	32	435	0
10598	463	0	152	317	0
8951	462	0	72	402	0
16602	462	0	18	448	0
7305	461	0	210	287	0
8288	459	0	109	377	0
9968	458	0	91	385	0
10396	457	0	60	412	0
8950	455	0	61	413	0
5537	453	0	110	354	0
6429	449	0	276	193	0
7863	449	0	167	316	0
5522	447	0	225	269	0
6068	447	0	149	318	0
7818	447	0	242	229	0
10146	445	0	140	336	0
5634	444	0	110	359	0
7232	444	0	477	3	0
10231	442	0	45	403	0
7675	440	0	130	320	0
