ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
CC	GO:0098686	hippocampal mossy fiber to CA3 synapse	7/530	16/5762	0.00029275287610011	0.00029275287610011	0.106007357240461	P2RX3/GRIK2/RAPGEF4/CTNND1/GRIK5/SHANK2/EFNB3	7
