"id"	"logFC"	"P.Value"	"eigenvalue"	"Page_Rank"	"degree"	"closeness"	"betweenness"	"Promoter"
"10249"	0	1	-39.093432111734	-7.32974968904072	1	1	0	"Other_end"
"105800"	0	1	-39.4427488977033	-7.32974968904072	1	1	0	"Other_end"
"123222"	0	1	-39.2661241064492	-7.32974968904072	1	1	0	"Other_end"
"128009"	0.321260797874883	1.39734522343991e-06	-38.1085346639843	-6.6779877246442	4	0.333333333333333	3	"Other_end"
"179884"	0	1	-39.2079175116685	-7.32974968904072	1	1	0	"Other_end"
"282"	0	1	-37.2597791732545	-8.51563537487472	2	0.0625	0	"Other_end"
"363262"	0	1	-39.4209971004603	-7.32974968904072	1	1	0	"Other_end"
"363325"	0	1	-39.183695795513	-7.32974968904072	1	1	0	"Other_end"
"367749"	0	1	-39.3714911908969	-7.32974968904072	1	1	0	"Other_end"
"435464"	0	1	-43.9224977480515	-7.70031870993875	2	0.111111111111111	0	"Other_end"
"449904"	0.331963051263121	2.09459658761271e-08	-39.2088637920875	-7.32974968904072	1	1	0	"Other_end"
"465598"	0	1	-39.145333511857	-7.32974968904072	1	1	0	"Other_end"
"502489"	0	1	-39.221541318687	-7.32974968904072	1	1	0	"Other_end"
"54296"	0	1	-39.2217047751053	-7.32974968904149	1	1	0	"Other_end"
"54313"	0.309355074004137	4.64651209487e-07	-39.3342136611258	-7.32974968904072	1	1	0	"Other_end"
"5704"	0	1	-43.9224977480515	-7.9254473359497	1	0.0666666666666667	0	"Other_end"
"586165"	0	1	-43.9224977480515	-7.41975749561066	4	0.0833333333333333	0	"Other_end"
"59505"	0	1	-39.1465194834617	-7.32974968904072	1	1	0	"Other_end"
"59534"	0	1	-39.480906741649	-7.32974968904072	1	1	0	"Other_end"
"639109"	0	1	-35.5723632807354	-7.88417145509836	2	0.00699300699300699	0	"Other_end"
"639183"	0	1	-43.9224977480515	-7.46861876589179	2	0.0256410256410256	0	"Other_end"
"639438"	0	1	-35.4937280116639	-7.88417145509836	2	0.00699300699300699	0	"Other_end"
"641705"	0	1	-39.639044441362	-7.32974968904072	1	1	0	"Other_end"
"658104"	0	1	-39.2213055175247	-7.32974968904072	1	1	0	"Other_end"
"678857"	0	1	-39.3661218179282	-7.32974968904072	1	1	0	"Other_end"
"683299"	0.327604663463028	1.32418574475914e-08	-38.2676564764942	-6.44870284391715	6	0.1	17	"Other_end"
"690790"	0	1	-0.522315209914532	-7.16306611609104	9	0.0172413793103448	29	"Other_end"
"691841"	0	1	-40.9429790908854	-7.79628865751354	2	0.1	0	"Other_end"
"696944"	0	1	-43.9224977480515	-7.89317339357313	1	0.032258064516129	0	"Other_end"
"716899"	0	1	-39.1331111988602	-7.32974968904072	1	1	0	"Other_end"
"758182"	0	1	-43.9224977480515	-7.96834118413715	2	0.0142857142857143	0	"Other_end"
"784740"	0	1	-43.9224977480515	-7.99168774347947	1	0.0212765957446809	0	"Other_end"
"806034"	0	1	-43.9224977480515	-7.46583767936325	4	0.0277777777777778	0	"Other_end"
"853039"	0	1	-43.9224977480515	-8.19186109008963	2	0.0333333333333333	0	"Other_end"
"853680"	0	1	-43.9224977480515	-8.19186109008963	2	0.0333333333333333	0	"Other_end"
"853693"	0	1	-43.9224977480515	-8.19186109008963	2	0.0333333333333333	0	"Other_end"
"853704"	0	1	-43.9224977480515	-8.19186109008963	2	0.0333333333333333	0	"Other_end"
"853755"	0	1	-43.9224977480515	-8.19186109008963	2	0.0333333333333333	0	"Other_end"
"853763"	0	1	-43.9224977480515	-8.19186109008963	2	0.0333333333333333	0	"Other_end"
"853767"	0	1	-43.9224977480515	-8.19186109008963	2	0.0333333333333333	0	"Other_end"
"853976"	0	1	-43.9224977480515	-8.19186109008963	2	0.0333333333333333	0	"Other_end"
"854396"	0	1	-39.2051047104316	-7.32974968904149	1	1	0	"Other_end"
"855236"	0.330841201702561	3.08186811616295e-09	-38.8634722057539	-7.32974968904292	2	0.5	0	"Other_end"
"855363"	0.315387800602031	2.59692512196761e-10	-40.8083012406291	-8.20672474428128	1	0.037037037037037	0	"Other_end"
"855364"	0.315387800602031	2.59692512196761e-10	-43.9224977480515	-7.83301048454529	2	0.04	0	"Other_end"
"855911"	0	1	-39.9647340734102	-7.83033194539272	1	0.0769230769230769	0	"Other_end"
"855915"	0	1	-40.2632505255716	-7.83033194539272	1	0.0769230769230769	0	"Other_end"
"855942"	0	1	-40.3317203561836	-7.83033194539272	1	0.0769230769230769	0	"Other_end"
"855950"	0	1	-42.1579171221131	-7.83033194539272	1	0.0769230769230769	0	"Other_end"
"856404"	0	1	-43.9224977480515	-7.98942265667325	1	0.0476190476190476	0	"Other_end"
"856408"	0	1	-43.9224977480515	-7.98942265667325	1	0.0476190476190476	0	"Other_end"
"856425"	0	1	-43.9224977480515	-7.98942265667325	1	0.0476190476190476	0	"Other_end"
"856427"	0	1	-43.9224977480515	-7.98942265667325	1	0.0476190476190476	0	"Other_end"
"856440"	0	1	-43.9224977480515	-7.98942265667325	1	0.0476190476190476	0	"Other_end"
"856443"	0	1	-43.8621565022432	-7.98942265667325	1	0.0476190476190476	0	"Other_end"
"856446"	0	1	-43.9224977480515	-7.98942265667325	1	0.0476190476190476	0	"Other_end"
"857196"	0	1	-36.5420851562816	-8.03941485669972	3	0.0232558139534884	0	"Other_end"
"857934"	0.316114053720938	2.00669738009703e-10	-39.4779022568307	-7.32974968904149	1	1	0	"Other_end"
"858710"	0	1	-40.9996340582743	-7.93086807092013	1	0.0666666666666667	0	"Other_end"
"858888"	0	1	-43.9224977480515	-7.97857192921898	1	0.0344827586206897	0	"Other_end"
"858889"	0	1	-43.9224977480515	-7.97857192921898	1	0.0344827586206897	0	"Other_end"
"858890"	0	1	-43.9224977480515	-7.97857192921898	1	0.0344827586206897	0	"Other_end"
