"id"	"logFC"	"P.Value"	"eigenvalue"	"Page_Rank"	"degree"	"closeness"	"betweenness"	"Promoter"
"102738"	-0.37385761911063	6.66976742355417e-06	-47.0111096337778	-12.4308754356247	1	0.0013986013986014	0	"Other_end"
"138652"	-0.333470670961851	0.0002006311607108	-47.0111096337778	-11.7529460992171	3	0.00114285714285714	317.224915204498	"Other_end"
"144089"	0.302597636401428	1.36192686965202e-05	-47.0111096337778	-11.212285409436	3	0.000472589792060492	756	"Other_end"
"26856"	0	1	-47.0111096337778	-11.8763564342222	1	0.0476190476190476	0	"Other_end"
"26859"	0	1	-47.0111096337778	-11.8763564342222	1	0.0476190476190476	0	"Other_end"
"26987"	0	1	-47.0111096337778	-11.8763564342222	1	0.0476190476190476	0	"Other_end"
"26992"	0	1	-47.0111096337778	-11.8763564342222	1	0.0476190476190476	0	"Other_end"
"26998"	0	1	-47.0111096337778	-11.8763564342222	1	0.0476190476190476	0	"Other_end"
"26999"	0	1	-47.0111096337778	-11.8763564342222	1	0.0476190476190476	0	"Other_end"
"27000"	0	1	-47.0111096337778	-11.8763564342222	1	0.0476190476190476	0	"Other_end"
"27001"	0	1	-47.0111096337778	-11.8763564342222	1	0.0476190476190476	0	"Other_end"
"27002"	0	1	-47.0111096337778	-11.8763564342222	1	0.0476190476190476	0	"Other_end"
"27007"	0	1	-47.0111096337778	-11.8763564342222	1	0.0476190476190476	0	"Other_end"
"27011"	0	1	-47.0111096337778	-11.8763564342222	1	0.0476190476190476	0	"Other_end"
"274521"	-0.309120477693738	2.62024405584876e-05	-47.0111096337778	-11.2480068411619	4	0.166666666666667	1.5	"Other_end"
"29981"	0	1	-20.8174414081138	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"29983"	0	1	-20.8171467015064	-11.6925582037121	3	1.93558751855745e-06	53753.3555554656	"Other_end"
"29996"	0	1	-20.8174414081243	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"29997"	0	1	-20.8174414066864	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30012"	0	1	-20.8174414075515	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30014"	0	1	-20.8174414081963	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30022"	0	1	-20.8174414067503	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30023"	0	1	-20.8174414065067	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30024"	0	1	-20.8174414074009	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30025"	0	1	-20.8168433862102	-11.3888190074764	4	1.93558751855745e-06	111684	"Other_end"
"30026"	0	1	-20.8174414070183	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30027"	0	1	-20.8174414076202	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30030"	0	1	-20.817441407407	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30032"	0	1	-20.8174414072313	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30042"	0	1	-20.8150841973947	-11.4287366291005	4	1.93566245143907e-06	181936.973189204	"Other_end"
"30043"	0	1	-20.8150841980444	-11.428736629101	4	1.93566245143907e-06	181936.973189204	"Other_end"
"30044"	0	1	-20.8156750799238	-11.7637730087149	3	1.93560250466964e-06	25841.4904408606	"Other_end"
"30045"	0	1	-20.8156750787401	-11.7637730087149	3	1.93560250466964e-06	25841.4904408606	"Other_end"
"30046"	0	1	-20.815675078814	-11.7637730087149	3	1.93560250466964e-06	25841.4904408606	"Other_end"
"30047"	0	1	-20.8174414075763	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30049"	0	1	-20.8156750786826	-11.7637730087149	3	1.93560250466964e-06	25841.4904408606	"Other_end"
"30050"	0	1	-20.8174414077862	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30051"	0	1	-20.8174414065809	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30052"	0	1	-20.8174414070741	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30053"	0	1	-20.8174414075476	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30054"	0	1	-20.8174414069265	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30056"	0	1	-20.8174414063047	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30058"	0	1	-20.8174414056319	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30080"	0	1	-20.8174414076041	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30081"	0	1	-20.8174414073113	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30083"	0	1	-20.8174414074276	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30085"	0	1	-20.8174414072696	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30115"	0	1	-20.8174414076956	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30117"	0	1	-20.8174414082084	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30118"	0	1	-20.8174414066371	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30119"	0	1	-20.8174414069742	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30120"	0	1	-20.8174414076521	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30121"	0	1	-20.8174414067029	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30122"	0	1	-20.8174414082047	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30123"	0	1	-20.8174414077987	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30124"	0	1	-20.8174414068289	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30126"	0	1	-20.8174414066958	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30127"	0	1	-20.8162456392658	-11.7550766351864	3	1.93558002558837e-06	18556.1713286713	"Other_end"
"30128"	0	1	-20.8130307999836	-11.5270975630771	4	1.93569617312867e-06	51992.3720519637	"Other_end"
"30129"	0	1	-20.7871292262629	-11.2834707067751	6	1.93623587999984e-06	227819.562765153	"Other_end"
"30130"	0	1	-20.8174414079705	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30133"	0	1	-20.8174414068581	-12.1259835856914	2	1.93556503982425e-06	0	"Other_end"
"30134"	0	1	-20.8089608185152	-11.6023796582055	4	1.93614965662386e-06	222391.138614055	"Other_end"
"30135"	0	1	-20.8089608212366	-11.6023796582055	4	1.93614965662386e-06	222391.138614055	"Other_end"
"30137"	0	1	-20.7517564454033	-11.0349303239522	8	1.93624337804765e-06	227867.179379251	"Other_end"
"30177"	0	1	-20.7717711117893	-11.2770444046452	6	1.93602221004679e-06	38703.429464948	"Other_end"
