"source"	"target"
"PALMD"	"26856"
"PALMD"	"26859"
"PALMD"	"26987"
"PALMD"	"26992"
"PALMD"	"26998"
"PALMD"	"26999"
"PALMD"	"27000"
"PALMD"	"27001"
"PALMD"	"27002"
"PALMD"	"27007"
"PALMD"	"27011"
"GPSM2"	"C1orf194"
"GPSM2"	"KIAA1324"
"C1orf194"	"KIAA1324"
"AKNAD1"	"C1orf194"
"AKNAD1"	"KIAA1324"
"CLCC1"	"C1orf194"
"CLCC1"	"KIAA1324"
"SCARNA2"	"C1orf194"
"SCARNA2"	"KIAA1324"
"C1orf194"	"29981"
"KIAA1324"	"29981"
"C1orf194"	"29983"
"KIAA1324"	"29983"
"C1orf194"	"29996"
"KIAA1324"	"29996"
"C1orf194"	"29997"
"KIAA1324"	"29997"
"C1orf194"	"30012"
"KIAA1324"	"30012"
"C1orf194"	"30014"
"KIAA1324"	"30014"
"C1orf194"	"30022"
"KIAA1324"	"30022"
"C1orf194"	"30023"
"KIAA1324"	"30023"
"C1orf194"	"30024"
"KIAA1324"	"30024"
"C1orf194"	"30025"
"KIAA1324"	"30025"
"C1orf194"	"30026"
"KIAA1324"	"30026"
"C1orf194"	"30027"
"KIAA1324"	"30027"
"C1orf194"	"30030"
"KIAA1324"	"30030"
"C1orf194"	"30032"
"KIAA1324"	"30032"
"C1orf194"	"30042"
"KIAA1324"	"30042"
"C1orf194"	"30043"
"KIAA1324"	"30043"
"C1orf194"	"30044"
"KIAA1324"	"30044"
"C1orf194"	"30045"
"KIAA1324"	"30045"
"C1orf194"	"30046"
"KIAA1324"	"30046"
"C1orf194"	"30047"
"KIAA1324"	"30047"
"C1orf194"	"30049"
"KIAA1324"	"30049"
"C1orf194"	"30050"
"KIAA1324"	"30050"
"C1orf194"	"30051"
"KIAA1324"	"30051"
"C1orf194"	"30052"
"KIAA1324"	"30052"
"C1orf194"	"30053"
"KIAA1324"	"30053"
"C1orf194"	"30054"
"KIAA1324"	"30054"
"C1orf194"	"30056"
"KIAA1324"	"30056"
"C1orf194"	"30058"
"KIAA1324"	"30058"
"C1orf194"	"30080"
"KIAA1324"	"30080"
"C1orf194"	"30081"
"KIAA1324"	"30081"
"C1orf194"	"30083"
"KIAA1324"	"30083"
"C1orf194"	"30085"
"KIAA1324"	"30085"
"C1orf194"	"30115"
"KIAA1324"	"30115"
"C1orf194"	"30117"
"KIAA1324"	"30117"
"C1orf194"	"30118"
"KIAA1324"	"30118"
"C1orf194"	"30119"
"KIAA1324"	"30119"
"C1orf194"	"30120"
"KIAA1324"	"30120"
"C1orf194"	"30121"
"KIAA1324"	"30121"
"C1orf194"	"30122"
"KIAA1324"	"30122"
"C1orf194"	"30123"
"KIAA1324"	"30123"
"C1orf194"	"30124"
"KIAA1324"	"30124"
"C1orf194"	"30126"
"KIAA1324"	"30126"
"C1orf194"	"30127"
"KIAA1324"	"30127"
"C1orf194"	"30128"
"KIAA1324"	"30128"
"C1orf194"	"30129"
"KIAA1324"	"30129"
"C1orf194"	"30130"
"KIAA1324"	"30130"
"C1orf194"	"RNU7-122P"
"KIAA1324"	"RNU7-122P"
"C1orf194"	"30133"
"KIAA1324"	"30133"
"C1orf194"	"30134"
"KIAA1324"	"30134"
"C1orf194"	"30135"
"KIAA1324"	"30135"
"C1orf194"	"30137"
"KIAA1324"	"30137"
"C1orf194"	"30177"
"KIAA1324"	"30177"
"C1orf194"	"30178"
"KIAA1324"	"30178"
"C1orf194"	"30179"
"KIAA1324"	"30179"
"C1orf194"	"30193"
"KIAA1324"	"30193"
"C1orf194"	"30195"
"KIAA1324"	"30195"
"C1orf194"	"30200"
"KIAA1324"	"30200"
"C1orf194"	"30204"
"KIAA1324"	"30204"
"C1orf194"	"34178"
"KIAA1324"	"34178"
"C1orf194"	"34185"
"KIAA1324"	"34185"
"C1orf194"	"34188"
"KIAA1324"	"34188"
"C1orf194"	"34191"
"KIAA1324"	"34191"
"C1orf194"	"34204"
"KIAA1324"	"34204"
"RNU7-122P"	"C1orf194"
"RNU7-122P"	"KIAA1324"
"SARS"	"C1orf194"
"SARS"	"KIAA1324"
"CELSR2"	"C1orf194"
"CELSR2"	"KIAA1324"
"SORT1"	"C1orf194"
"SORT1"	"KIAA1324"
"PSMA5"	"C1orf194"
"PSMA5"	"KIAA1324"
"SYPL2"	"C1orf194"
"SYPL2"	"KIAA1324"
"AMIGO1"	"C1orf194"
"AMIGO1"	"KIAA1324"
"GSTM4"	"C1orf194"
"GSTM4"	"KIAA1324"
"EGLN1"	"59250"
"EGLN1"	"59251"
"EGLN1"	"59252"
"EGLN1"	"59253"
"EGLN1"	"59257"
"EGLN1"	"59258"
"EGLN1"	"59288"
"EGLN1"	"59289"
"EGLN1"	"59290"
"EGLN1"	"RP11-295G20.2"
"EGLN1"	"TSNAX-DISC1"
"EGLN1"	"TSNAX"
"EGLN1"	"59293"
"EGLN1"	"59294"
"EGLN1"	"59295"
"EGLN1"	"59296"
"EGLN1"	"59297"
"EGLN1"	"59298"
"EGLN1"	"59299"
"EGLN1"	"59300"
"EGLN1"	"59301"
"EGLN1"	"59303"
"EGLN1"	"59304"
"EGLN1"	"59305"
"EGLN1"	"59306"
"EGLN1"	"59307"
"EGLN1"	"59308"
"EGLN1"	"59309"
"EGLN1"	"59310"
"EGLN1"	"59311"
"EGLN1"	"LINC00582"
"EGLN1"	"59313"
"EGLN1"	"59314"
"EGLN1"	"59315"
"RP11-295G20.2"	"EGLN1"
"TSNAX-DISC1"	"EGLN1"
"TSNAX"	"EGLN1"
"LINC00582"	"EGLN1"
"DISC1"	"EGLN1"
"SIPA1L2"	"EGLN1"
"NAP1L4"	"102738"
"TBRG1"	"138652"
"SIAE"	"138652"
"SPA17"	"138652"
"CLEC4E"	"144089"
"MFAP5"	"144089"
"RP11-20D14.3"	"144089"
"RNU7-71P"	"274521"
"RP11-346C20.3"	"274521"
"RP11-346C20.4"	"274521"
"ZFHX3"	"274521"
"KCNQ2"	"RP11-358D14.2"
"KCNQ2"	"419103"
"RP11-358D14.2"	"419103"
"KCNQ2"	"419122"
"RP11-358D14.2"	"419122"
"KCNQ2"	"419125"
"RP11-358D14.2"	"419125"
"SORCS2"	"498082"
"CKMT2-AS1"	"ZCCHC9"
"CKMT2-AS1"	"580170"
"ZCCHC9"	"580170"
"CKMT2-AS1"	"580171"
"ZCCHC9"	"580171"
"CKMT2-AS1"	"580173"
"ZCCHC9"	"580173"
"CKMT2-AS1"	"580174"
"ZCCHC9"	"580174"
"CKMT2-AS1"	"580175"
"ZCCHC9"	"580175"
"CKMT2-AS1"	"580176"
"ZCCHC9"	"580176"
"CKMT2-AS1"	"580177"
"ZCCHC9"	"580177"
"CKMT2-AS1"	"580178"
"ZCCHC9"	"580178"
"CKMT2-AS1"	"580180"
"ZCCHC9"	"580180"
"CKMT2-AS1"	"580182"
"ZCCHC9"	"580182"
"CKMT2-AS1"	"580183"
"ZCCHC9"	"580183"
"CKMT2-AS1"	"580185"
"ZCCHC9"	"580185"
"CKMT2-AS1"	"580186"
"ZCCHC9"	"580186"
"CKMT2-AS1"	"580191"
"ZCCHC9"	"580191"
"CKMT2-AS1"	"580192"
"ZCCHC9"	"580192"
"CKMT2-AS1"	"580193"
"ZCCHC9"	"580193"
"CKMT2-AS1"	"580195"
"ZCCHC9"	"580195"
"CKMT2-AS1"	"580196"
"ZCCHC9"	"580196"
"CKMT2-AS1"	"580197"
"ZCCHC9"	"580197"
"CKMT2-AS1"	"580198"
"ZCCHC9"	"580198"
"CKMT2-AS1"	"580199"
"ZCCHC9"	"580199"
"CKMT2-AS1"	"580201"
"ZCCHC9"	"580201"
"CKMT2-AS1"	"580202"
"ZCCHC9"	"580202"
"CKMT2-AS1"	"580204"
