adj.P.Val,AveExpr,B,betweenness,closeness,degree,eigenvalue,EigenVector Dir,id,logFC,name,nes,P.Value,Page_Rank,pval,pval.fdr,selected,shared name,size,t,TF,
"0,1874721","-4,380466","-3,632045",0,0,1,"-40,46166","6,87E-21",PLA2G2D,"-2,05021",PLA2G2D,0,"0,02876895","-7,46046",1,1,FAUX,PLA2G2D,0,"-2,268604",Gene,
"0,06587221","-0,073798","-1,215337","15025,51","0,1428571",8,"-40,46166","2,86E-32",PLAG1,"-2,912231",PLAG1,"-2,52872","0,001692976","-6,985797","0,01144792","0,3770945",FAUX,PLAG1,27,"-3,366597",TF,
"0,1145977","4,410324","-2,590748",2,0,2,"-40,46166","1,91E-33",PLBD1,"-2,423935",PLBD1,0,"0,008330008","-6,887941",1,1,FAUX,PLBD1,0,"-2,776227",Gene,
"0,1741925","7,173147","-3,452775",0,0,1,"-40,46166","2,60E-21",PLCG2,"0,5256783",PLCG2,0,"0,02316679","-7,673345",1,1,FAUX,PLCG2,0,"2,361492",Gene,
"0,09743942","6,264393","-2,193743",0,0,1,"-40,46166","7,91E-23",PLCL2,"-0,4719371",PLCL2,0,"0,005239734","-7,409732",1,1,FAUX,PLCL2,0,"-2,953778",Gene,
"0,6168223","1,797557","-5,565485",0,0,1,"-40,46166","-3,59E-21",PLCXD2,"-0,3471185",PLCXD2,0,"0,3836522","-7,529554",1,1,FAUX,PLCXD2,0,"-0,8808806",Gene,
"0,1972764","5,908736","-3,748092",0,0,1,"-40,46166","1,99E-21",PLD3,"0,4542352",PLD3,0,"0,0331297","-7,46046",1,1,FAUX,PLD3,0,"2,206919",Gene,
"0,07206991","0,4066925","-1,442962",24150,0,3,"-40,46166","6,06E-16",PLEKHA1,"-2,648898",PLEKHA1,0,"0,00219909","-7,385068",1,1,FAUX,PLEKHA1,0,"-3,273176",Gene,
"0,07829925","2,41917","-1,625117",0,0,1,"-40,46166","1,09E-20",PLEKHB1,"0,5807259",PLEKHB1,0,"0,002712453","-7,555559",1,1,FAUX,PLEKHB1,0,"3,197369",Gene,
"0,05298884","-3,712971","-0,2925966",0,0,1,"-40,46166","9,87E-21",PLEKHG5,"-3,513441",PLEKHG5,0,"5,90E-04","-7,60756",1,1,FAUX,PLEKHG5,0,"-3,732891",Gene,
"0,4681016","-0,001774159","-5,243855",0,0,1,"-40,46166","-2,27E-18",PLEKHJ1,"-0,7154684",PLEKHJ1,0,"0,2324231","-7,397946",1,1,FAUX,PLEKHJ1,0,"-1,212555",Gene,
"0,3657037","5,025601","-4,924784",0,0,1,"-40,46166","7,02E-20",PLIN3,"0,3928541",PLIN3,0,"0,1484128","-7,517237",1,1,FAUX,PLIN3,0,"1,473653",Gene,
"0,2391024","-2,754588","-4,321033",0,0,1,"-40,46166","2,61E-33",PLP1,"1,320819",PLP1,0,"0,06743402","-7,355749",1,1,FAUX,PLP1,0,"1,879867",Gene,
"0,04533715","-1,653947","0,410053","4700,858",0,2,"-40,46166","-2,20E-20",PLS3,"-3,842838",PLS3,0,"2,65E-04","-7,266432",1,1,FAUX,PLS3,0,"-4,001394",Gene,
"0,1456757","-0,3553818","-3,093542",0,0,1,"-40,46166","-1,58E-09",PLVAP,"-2,200816",PLVAP,0,"0,01507738","-7,654802",1,1,FAUX,PLVAP,0,"-2,540048",Gene,
"0,2391024","0,9058618","-4,260406","15633,78",0,3,"-40,46166","-1,65E-20",PLXDC1,"-1,596507",PLXDC1,0,"0,06246549","-7,23766",1,1,FAUX,PLXDC1,0,"-1,916581",Gene,
"0,2488188","-1,863109","-4,406431",0,0,1,"-40,46166","5,83E-20",PM20D1,"-1,223441",PM20D1,0,"0,07515998","-7,552918",1,1,FAUX,PM20D1,0,"-1,827122",Gene,
"0,5125948","-7,555446","-5,35531",0,0,1,"-40,46166","-1,30E-20",PMCH,"0,1244517",PMCH,0,"0,2743757","-7,594428",1,1,FAUX,PMCH,0,"1,108266",Gene,
"0,1945116","5,999301","-3,716378",0,0,1,"-40,46166","2,61E-20",PMPCB,"0,4020837",PMPCB,0,"0,0318737","-7,602096",1,1,FAUX,PMPCB,0,"2,223906",Gene,
"0,3943404","-0,05953467","-5,019626",0,0,1,"-40,46166","-1,92E-20",PNMA3,"-0,8907325",PNMA3,0,"0,1690359","-7,355749",1,1,FAUX,PNMA3,0,"-1,400663",Gene,
"0,8161387","4,132086","-5,832663",0,0,1,"-40,46166","1,26E-20",PNPT1,"0,1124648",PNPT1,0,"0,650312","-7,619674",1,1,FAUX,PNPT1,0,"0,4567682",Gene,
"0,165096","-1,489839","-3,366219",0,0,1,"-40,46166","-2,51E-20",PODNL1,"-1,466454",PODNL1,0,"0,02087846","-7,552918",1,1,FAUX,PODNL1,0,"-2,405386",Gene,
"0,2783986","4,678894","-4,557424",2955,"0,25",4,"-40,46166","8,11E-20",POGK,"0,2303241",POGK,"1,686481","0,09124306","-7,709921","0,09170319","0,4625362",FAUX,POGK,17,"1,7306",TF,
"0,2189603","7,239478","-3,935306",0,0,1,"-40,46166","-7,53E-20",POLE2,"0,478778",POLE2,0,"0,04167419","-7,646585",1,1,FAUX,POLE2,0,"2,104507",Gene,
"0,06145174","4,716309","-0,9491789",0,0,1,"-40,46166","-7,00E-21",POLG,"0,5544344",POLG,0,"0,001247862","-7,610918",1,1,FAUX,POLG,0,"3,474156",Gene,
"0,217089","4,960691","-3,918499",0,0,1,"-40,46166","-3,07E-20",POLK,"0,4294274",POLK,0,"0,0408206","-7,568198",1,1,FAUX,POLK,0,"2,113858",Gene,
"0,2711012","3,932234","-4,521531",0,0,1,"-40,46166","1,09E-20",POLM,"0,3018292",POLM,0,"0,08710959","-7,608945",1,1,FAUX,POLM,0,"1,75395",Gene,
"0,0735541","7,487373","-1,478804",0,0,1,"-40,46166","3,26E-20",POLR2B,"0,3090914",POLR2B,0,"0,002291693","-7,156536",1,1,FAUX,POLR2B,0,"3,258336",Gene,
"0,07976345","6,390854","-1,656205",0,0,1,"-40,46166","2,19E-20",POLR3A,"0,3498519",POLR3A,0,"0,002811475","-7,646585",1,1,FAUX,POLR3A,0,"3,184332",Gene,
"0,08172337","4,22068","-1,712469",0,0,1,"-40,46166","4,55E-20",POLR3D,"0,5998023",POLR3D,0,"0,003000083","-7,577432",1,1,FAUX,POLR3D,0,"3,160661",Gene,
"0,3799386","5,857558","-4,972323",0,0,1,"-40,46166","3,47E-20",POLR3E,"0,2317862",POLR3E,0,"0,1583695","-7,63862",1,1,FAUX,POLR3E,0,"1,437482",Gene,
"0,1958781","-3,794181","-3,731673",0,0,1,"-40,46166","2,27E-20",POMC,"-1,865383",POMC,0,"0,03247315","-7,46046",1,1,FAUX,POMC,0,"-2,215726",Gene,
"0,3038068","5,772943","-4,672444",0,0,1,"-40,46166","-1,31E-20",POMGNT1,"0,2945655",POMGNT1,0,"0,1059888","-7,588741",1,1,FAUX,POMGNT1,0,"1,65389",Gene,
"0,1777478","5,953314","-3,485581",0,0,1,"-40,46166","1,30E-19",POMT1,"0,364643",POMT1,0,"0,02410044","-7,535991",1,1,FAUX,POMT1,0,"2,344699",Gene,
"0,344275","0,1855392","-4,841351","27806,49","0,02857143",7,"-40,46166","-5,46E-11",POU2AF1,"-1,493162",POU2AF1,"-1,496709","0,1325942","-7,561041","0,134469","0,4716499",FAUX,POU2AF1,45,"-1,5353",TF,
"0,2518176","-2,330552","-4,421242",0,"0,09090909",2,"-40,46166","-1,07E-20",POU5F1,"-1,344634",POU5F1,"-1,025175","0,07659372","-7,449125","0,3052804","0,5615652",FAUX,POU5F1,12,"-1,817845",TF,
"0,2391024","4,335186","-4,178504",17475,"0,25",4,"-40,46166","-2,32E-20",PPARA,"0,3599278",PPARA,"2,667095","0,05636186","-7,709921","0,007651005","0,3561365",FAUX,PPARA,10,"1,965285",TF,
"0,2311856","3,450354","-4,034464",8823,"0,2",5,"-40,46166","-6,94E-20",PPARG,"0,4262606",PPARG,"2,701874","0,04710631","-7,709921","0,006894995","0,3561365",FAUX,PPARG,19,"2,048654",TF,
"0,4860007","3,024403","-5,292129",0,0,1,"-40,46166","7,23E-20",PPCDC,"0,3430375",PPCDC,0,"0,2495527","-7,577432",1,1,FAUX,PPCDC,0,"1,168448",Gene,
"0,3176417","4,46061","-4,733599",0,0,1,"-40,46166","7,09E-20",PPIH,"0,2733493",PPIH,0,"0,1148734","-7,595318",1,1,FAUX,PPIH,0,"1,611832",Gene,
"0,7031916","2,842405","-5,70073",0,0,1,"-40,46166","-1,56E-21",PPIL1,"0,1618385",PPIL1,0,"0,4889952","-7,355749",1,1,FAUX,PPIL1,0,"0,6983649",Gene,
"0,1861272","5,936132","-3,619056",0,0,1,"-40,46166","4,62E-20",PPIL2,"0,2837751",PPIL2,0,"0,02831942","-7,409732",1,1,FAUX,PPIL2,0,"2,275429",Gene,
"0,1806557","7,074075","-3,553365",0,0,1,"-40,46166","-2,10E-20",PPIP5K2,"0,3943817",PPIP5K2,0,"0,02615495","-7,568433",1,1,FAUX,PPIP5K2,0,"2,309714",Gene,
"0,1637804","6,13384","-3,355642",5886,0,2,"-40,46166","4,42E-20",PPM1A,"-0,484019",PPM1A,0,"0,02061528","-7,486066",1,1,FAUX,PPM1A,0,"-2,41071",Gene,
"0,08692654","6,273435","-1,9085",0,0,1,"-40,46166","1,97E-18",PPP1R10,"0,4578078",PPP1R10,0,"0,0037632","-7,568433",1,1,FAUX,PPP1R10,0,"3,077382",Gene,
"0,7180954","7,454435","-5,720106",0,0,1,"-40,46166","-2,28E-20",PPP1R15A,"0,1680314",PPP1R15A,0,"0,507799","-7,552918",1,1,FAUX,PPP1R15A,0,"0,6682792",Gene,
"0,2360679","4,267967","-4,069166",0,0,1,"-40,46166","-9,41E-35",PPP2R5B,"-0,5713538",PPP2R5B,0,"0,04917896","-7,419906",1,1,FAUX,PPP2R5B,0,"-2,028821",Gene,
"0,1406435","5,438852","-3,00389",0,0,1,"-40,46166","8,23E-19",PPWD1,"0,4294637",PPWD1,0,"0,01355558","-7,449125",1,1,FAUX,PPWD1,0,"2,583231",Gene,
"0,2123248","6,425836","-3,878406",0,0,1,"-40,46166","3,24E-18",PQBP1,"0,2487065",PQBP1,0,"0,03885734","-7,629745",1,1,FAUX,PQBP1,0,"2,136036",Gene,
"0,6041473","5,585372","-5,542187",9812,"0,03030303",11,"-40,46166","-4,19E-33",PRDM4,"0,1181351",PRDM4,"1,675032","0,3689328","-7,024354","0,09392791","0,4625362",FAUX,PRDM4,19,"0,9087501",TF,
"0,125959","-1,116758","-2,789761","87575,24","0,007352941",14,"-40,46166","2,92E-20",PRDM5,"-2,340791",PRDM5,"-2,45576","0,01052524","-7,584506","0,01405872","0,3924779",FAUX,PRDM5,29,"-2,684421",TF,
"0,1787152","4,144503","-3,531592",100,"0,1111111",9,"-40,46166","3,84E-18",PRDM8,"0,7048422",PRDM8,"1,943443","0,02547598","-7,709921","0,05196263","0,4526919",FAUX,PRDM8,29,"2,320994",TF,
"0,583476","6,400758","-5,504633",0,0,1,"-40,46166","5,74E-20",PRF1,"-0,7694127",PRF1,0,"0,3468087","-7,409732",1,1,FAUX,PRF1,0,"-0,9520277",Gene,
"0,2391024","0,02461233","-4,108523",0,0,1,"-40,46166","3,64E-34",PRH2,"0,879841",PRH2,0,"0,05164637","-7,355749",1,1,FAUX,PRH2,0,"2,006137",Gene,
"0,2059167","2,299657","-3,824954",2952,0,2,"-40,46166","-8,63E-20",PRICKLE3,"0,3726571",PRICKLE3,0,"0,0363922","-7,322412",1,1,FAUX,PRICKLE3,0,"2,165328",Gene,
"0,09724781","4,889555","-2,189696",72,0,2,"-40,46166","-3,23E-20",PRKCI,"0,4527212",PRKCI,0,"0,005215122","-7,527021",1,1,FAUX,PRKCI,0,"2,955553",Gene,
"0,08566689","-3,222892","-1,846747",0,0,1,"-40,46166","-2,11E-10",PRKD1,"-2,460661",PRKD1,0,"0,003503658","-7,610918",1,1,FAUX,PRKD1,0,"-3,103755",Gene,
"0,3017608","5,228225","-4,661721",0,0,1,"-40,46166","2,45E-11",PRKRA,"0,2679771",PRKRA,0,"0,10451","-7,620197",1,1,FAUX,PRKRA,0,"1,66117",Gene,
"0,2391024","-7,581263","-4,355331",0,0,1,"-40,46166","-6,24E-22",PRLR,"0,1641706",PRLR,0,"0,07042984","-7,46046",1,1,FAUX,PRLR,0,"1,858833",Gene,
"0,2205097","4,582337","-3,950474",91,"0,125",8,"-40,46166","5,54E-18",PRMT3,"0,3836864",PRMT3,"1,795607","0,04246061","-7,709921","0,07255708","0,4526919",FAUX,PRMT3,29,"2,09604",TF,
"0,2104227","5,540059","-3,860237",0,0,1,"-40,46166","1,24E-18",PRMT5,"0,3642408",PRMT5,0,"0,0380004","-7,608945",1,1,FAUX,PRMT5,0,"2,146028",Gene,
"0,1292448","3,054056","-2,834379",3,0,2,"-40,46166","7,67E-33",PROK2,"-2,128804",PROK2,0,"0,01109371","-6,887941",1,1,FAUX,PROK2,0,"-2,663552",Gene,
"0,1673862","5,998508","-3,393944","8914,879",0,2,"-40,46166","-3,31E-25",PROM1,"1,627127",PROM1,0,"0,0215849","-7,211459",1,1,FAUX,PROM1,0,"2,39139",Gene,
"0,3526888","-7,195825","-4,8729",986,"0,05555556",3,"-40,46166","4,60E-19",PROX2,"0,5839549",PROX2,"1,246218","0,1383426","-7,578708","0,2126842","0,5178958",FAUX,PROX2,19,"1,51225",TF,
"0,07817441","6,124663","-1,601066",0,0,1,"-40,46166","-1,20E-19",PRPF39,"0,387474",PRPF39,0,"0,00263827","-7,409732",1,1,FAUX,PRPF39,0,"3,207435",Gene,
"0,7982912","4,248347","-5,814003",0,"0,1111111",1,"-40,46166","8,11E-20",PRR12,"-0,1606177",PRR12,"-1,408522","0,6212293","-7,709921","0,1589766","0,4762193",FAUX,PRR12,29,"-0,4979796",TF,
"0,3686022","-4,815591","-4,933636",0,0,1,"-40,46166","8,19E-20",PRSS3,"0,9812195",PRSS3,0,"0,1502118","-7,517237",1,1,FAUX,PRSS3,0,"1,466979",Gene,
"0,4543019","-6,494543","-5,205531",0,0,1,"-40,46166","2,47E-19",PRSS50,"-0,8102018",PRSS50,0,"0,2198264","-7,620197",1,1,FAUX,PRSS50,0,"-1,246542",Gene,
"0,2391024","-7,581263","-4,355331",0,0,1,"-40,46166","2,95E-19",PSAT1,"0,1641706",PSAT1,0,"0,07042984","-7,111173",1,1,FAUX,PSAT1,0,"1,858833",Gene,
"0,3715078","7,213931","-4,945609",0,0,1,"-40,46166","3,41E-20",PSKH1,"0,4676253",PSKH1,0,"0,1526846","-7,552918",1,1,FAUX,PSKH1,0,"1,457907",Gene,
"0,4144391","5,534308","-5,087631",0,0,1,"-40,46166","-2,32E-20",PSMB4,"0,1451225",PSMB4,0,"0,1858451","-7,559381",1,1,FAUX,PSMB4,0,"1,346149",Gene,
"0,3008836","6,163696","-4,65853",0,0,1,"-40,46166","1,02E-19",PSMD10,"0,1901114",PSMD10,0,"0,1040742","-7,517237",1,1,FAUX,PSMD10,0,"1,663331",Gene,
"0,2391024","7,609418","-4,286389",0,0,1,"-40,46166","2,88E-20",PSME3,"0,2592439",PSME3,0,"0,06454544","-7,602096",1,1,FAUX,PSME3,0,"1,900918",Gene,
"0,1296519","6,770345","-2,83914",0,0,1,"-40,46166","6,00E-20",PSMG2,"-0,5008098",PSMG2,0,"0,01115618","-7,449125",1,1,FAUX,PSMG2,0,"-2,661319",Gene,
"0,2391024","-7,581263","-4,355331",0,0,1,"-40,46166","-2,16E-19",PSPH,"0,1641706",PSPH,0,"0,07042984","-7,59388",1,1,FAUX,PSPH,0,"1,858833",Gene,
"0,2282464","5,820228","-4,012209",0,0,1,"-40,46166","-2,00E-19",PSPN,"0,3315319",PSPN,0,"0,04582562","-7,552918",1,1,FAUX,PSPN,0,"2,061294",Gene,
"0,8445702","-2,432051","-5,858113",0,0,1,"-40,46166","2,10E-19",PSTK,"0,1771677",PSTK,0,"0,6958583","-7,535991",1,1,FAUX,PSTK,0,"0,393752",Gene,
"0,08169157","-3,579155","-1,707745",0,0,1,"-40,46166","8,85E-21",PTDSS2,"-2,52909",PTDSS2,0,"0,002983768","-7,608945",1,1,FAUX,PTDSS2,0,"-3,162652",Gene,
"0,3246598","3,842013","-4,761487",0,0,1,"-40,46166","-1,99E-19",PTEN,"0,3291027",PTEN,0,"0,1191941","-7,585252",1,1,FAUX,PTEN,0,"1,592332",Gene,
"0,2391024","-7,581263","-4,355331",0,0,1,"-40,46166","2,83E-19",PTGDS,"0,1641706",PTGDS,0,"0,07042984","-7,565419",1,1,FAUX,PTGDS,0,"1,858833",Gene,
"0,5110017","6,161897","-5,350706",0,0,1,"-40,46166","2,74E-20",PTP4A2,"0,18226",PTP4A2,0,"0,2724661","-7,588741",1,1,FAUX,PTP4A2,0,"1,112754",Gene,
"0,8888884","3,559116","-5,890591",0,0,1,"-40,46166","2,13E-20",PTPN11,"0,06716126",PTPN11,0,"0,7698714","-7,45549",1,1,FAUX,PTPN11,0,"0,2945391",Gene,
"0,3181203","5,871828","-4,735318",0,0,1,"-40,46166","2,27E-19",PTPN4,"0,189813",PTPN4,0,"0,1151347","-7,620197",1,1,FAUX,PTPN4,0,"1,610635",Gene,
"0,06342547","1,657733","-1,0677",0,0,1,"-40,46166","-1,83E-33",PTPRH,"-2,442538",PTPRH,0,"0,001429291","-7,094736",1,1,FAUX,PTPRH,0,"-3,426471",Gene,
"0,9181475","-1,98204","-5,908229",0,0,1,"-40,46166","6,20E-18",PTPRJ,"-0,2261666",PTPRJ,0,"0,8246842","-7,608945",1,1,FAUX,PTPRJ,0,"-0,2229843",Gene,
"0,9769299","-7,287288","-5,929548",0,0,1,"-40,46166","1,52E-18",PTRH1,"0,0202011",PTRH1,0,"0,9439329","-7,499677",1,1,FAUX,PTRH1,0,"0,07077129",Gene,
"0,05742238","7,301335","-0,7720158","11224,95","0,002941176",9,"-38,92163","-1,77E-32",PURA,"0,3663669",PURA,"2,33455","0,001018963","-7,000081","0,01956695","0,4466006",FAUX,PURA,15,"3,544839",TF,
"0,07817441","4,067982","-1,609524",0,0,1,"-40,46166","1,12E-19",PXDNL,"0,4157876",PXDNL,0,"0,002664122","-7,552918",1,1,FAUX,PXDNL,0,"3,203897",Gene,
"0,420723","6,556352","-5,109575",0,0,1,"-40,46166","1,98E-19",PYCARD,"-0,3840111",PYCARD,0,"0,1916759","-7,48638",1,1,FAUX,PYCARD,0,"-1,328126",Gene,
"0,05587374","3,499712","-0,622901",0,0,1,"-40,46166","-1,76E-30",QPCT,"-2,84352",QPCT,0,"8,59E-04","-7,094736",1,1,FAUX,QPCT,0,"-3,603811",Gene,
"0,1397096","2,971363","-2,988823",0,0,1,"-40,46166","1,65E-11",QPRT,"0,5616028",QPRT,0,"0,01331573","-7,561041",1,1,FAUX,QPRT,0,"2,590439",Gene,
"0,09743942","4,249466","-2,203362",0,0,1,"-40,46166","-1,15E-18",QSER1,"0,4275962",QSER1,0,"0,005298693","-7,45549",1,1,FAUX,QSER1,0,"2,949556",Gene,
"0,04307376","4,030863","1,178646",0,0,1,"-40,46166","8,69E-20",R3HCC1,"0,5166856",R3HCC1,0,"1,11E-04","-7,46046",1,1,FAUX,R3HCC1,0,"4,287603",Gene,
"0,4379574","5,359351","-5,158691",0,0,1,"-40,46166","-1,65E-19",RAB1B,"0,2150433",RAB1B,0,"0,2055176","-7,635489",1,1,FAUX,RAB1B,0,"1,286957",Gene,
"0,3894309","3,434615","-5,004165",0,0,1,"-40,46166","8,01E-20",RAB2A,"0,2050611",RAB2A,0,"0,1654619","-7,552918",1,1,FAUX,RAB2A,0,"1,412792",Gene,
"0,3623813","4,973988","-4,911651",0,0,1,"-40,46166","-1,21E-19",RAB30,"-0,3413483",RAB30,0,"0,1457881","-7,552918",1,1,FAUX,RAB30,0,"-1,483508",Gene,
"0,08469301","0,0548932","-1,811852",0,0,1,"-40,46166","-2,39E-11",RAB31,"-1,905538",RAB31,0,"0,003365094","-7,552918",1,1,FAUX,RAB31,0,"-3,1186",Gene,
"0,210148","0,351333","-3,854697",0,0,1,"-40,46166","3,67E-19",RAB39B,"-1,507855",RAB39B,0,"0,03774304","-7,517237",1,1,FAUX,RAB39B,0,"-2,149067",Gene,
"0,1169214","6,916641","-2,62987",0,0,1,"-40,46166","-5,63E-20",RAB3IL1,"0,2545341",RAB3IL1,0,"0,008721224","-7,520583",1,1,FAUX,RAB3IL1,0,"2,758339",Gene,
"0,05217561","1,063983","-0,1316605",1970,0,2,"-40,46166","4,60E-19",RAB3IP,"-3,532007",RAB3IP,0,"4,91E-04","-7,2619",1,1,FAUX,RAB3IP,0,"-3,795073",Gene,
"0,2198198","-2,416828","-3,943382",0,0,1,"-40,46166","-8,53E-33",RAB40A,"1,565789",RAB40A,0,"0,04209102","-7,094736",1,1,FAUX,RAB40A,0,"2,100002",Gene,
"0,06265766","6,202016","-1,025627",0,0,1,"-40,46166","2,33E-19",RABGAP1,"0,4626366",RABGAP1,0,"0,001362027","-7,335559",1,1,FAUX,RABGAP1,0,"3,443436",Gene,
"0,05224948","6,535758","-0,1374445",0,0,1,"-40,46166","6,99E-19",RAD23B,"-0,6568235",RAD23B,0,"4,94E-04","-7,449125",1,1,FAUX,RAD23B,0,"-3,792846",Gene,
"0,1931526","3,791524","-3,699245",231,0,2,"-40,46166","-2,92E-19",RAD51,"0,3566976",RAD51,0,"0,03121592","-7,483422",1,1,FAUX,RAD51,0,"2,233042",Gene,
"0,667665","4,588517","-5,647551",0,0,1,"-40,46166","3,74E-19",RAD54L,"0,2543939",RAD54L,0,"0,4428424","-7,578708",1,1,FAUX,RAD54L,0,"0,7751049",Gene,
"0,1777478","2,943664","-3,486623",0,0,1,"-40,46166","7,18E-19",RADIL,"0,5590511",RADIL,0,"0,02413075","-7,660997",1,1,FAUX,RADIL,0,"2,344164",Gene,
"0,4274464","5,608405","-5,12928",0,0,1,"-40,46166","-3,43E-32",RAN,"0,1871542",RAN,0,"0,1970938","-7,094736",1,1,FAUX,RAN,0,"1,311751",Gene,
"0,06754901","-2,633745","-1,252132",0,0,1,"-40,46166","5,78E-33",RAPGEF6,"-2,674737",RAPGEF6,0,"0,001766011","-7,094736",1,1,FAUX,RAPGEF6,0,"-3,351589",Gene,
"0,9062753","-0,4040381","-5,900807",0,1,1,"-40,46166","1,89E-18",RARA,"-0,1239437",RARA,"1,808038","0,7996183","-7,709921","0,07060053","0,4526919",FAUX,RARA,20,"-0,2555388",TF,
"0,5702132","8,390023","-5,476958",0,0,1,"-40,46166","2,33E-19",RASGRP3,"0,2004008",RASGRP3,0,"0,3316421","-7,654802",1,1,FAUX,RASGRP3,0,"0,982758",Gene,
"0,7903042","4,604966","-5,806046",0,0,1,"-40,46166","1,92E-18",RASSF1,"0,1080574",RASSF1,0,"0,6096948","-7,654802",1,1,FAUX,RASSF1,0,"0,514562",Gene,
"0,4843001","6,206866","-5,287102",0,0,1,"-40,46166","1,68E-31",RBBP8,"0,1617825",RBBP8,0,"0,2476985","-7,355749",1,1,FAUX,RBBP8,0,"1,173114",Gene,
"0,4569747","5,865753","-5,213376",0,0,1,"-40,46166","-3,47E-31",RBBP9,"0,2669022",RBBP9,0,"0,222337","-7,094736",1,1,FAUX,RBBP9,0,"1,239655",Gene,
"0,4719973","1,060544","-5,253524",1,"0,5",2,"-40,46166","1,82E-19",RBCK1,"0,2163861",RBCK1,"1,961635","0,235737","-7,709921","0,04980498","0,4466006",FAUX,RBCK1,20,"1,203841",TF,
"0,2559422","6,268741","-4,445406",0,0,1,"-40,46166","-7,39E-20",RBM20,"0,2739772",RBM20,0,"0,07899621","-7,424894",1,1,FAUX,RBM20,0,"1,802624",Gene,
"0,1937148","8,237645","-3,704651",0,0,1,"-40,46166","-1,07E-19",RBM26,"0,5379778",RBM26,0,"0,03142194","-7,63862",1,1,FAUX,RBM26,0,"2,230162",Gene,
"0,141618","7,149026","-3,019111",0,0,1,"-40,46166","-7,69E-20",RBM27,"0,4780139",RBM27,0,"0,01380241","-7,608945",1,1,FAUX,RBM27,0,"2,575934",Gene,
"0,04750074","-6,844433","0,3340496",0,0,1,"-40,46166","1,70E-19",RBM39,"1,575619",RBM39,0,"2,89E-04","-7,355749",1,1,FAUX,RBM39,0,"3,972702",Gene,
"0,1300099","2,221594","-2,842437",0,0,1,"-40,46166","-5,10E-16",RBM4,"-2,006735",RBM4,0,"0,01119966","-7,156536",1,1,FAUX,RBM4,0,"-2,659771",Gene,
"0,2391024","3,798329","-4,22316",0,0,1,"-40,46166","-6,43E-09",RBMS3,"0,5831975",RBMS3,0,"0,05960715","-7,585252",1,1,FAUX,RBMS3,0,"1,938854",Gene,
"0,1122507","7,741689","-2,53119",0,0,1,"-40,46166","-1,87E-19",RBMXL1,"0,3331607",RBMXL1,0,"0,007768475","-7,628341",1,1,FAUX,RBMXL1,0,"2,803316",Gene,
"0,4093314","7,125417","-5,068274",0,0,1,"-40,46166","5,39E-19",RC3H2,"0,1460417",RC3H2,0,"0,180872","-7,552918",1,1,FAUX,RC3H2,0,"1,361866",Gene,
"0,3860935","6,833106","-4,992896",0,0,1,"-40,46166","-9,04E-19",RCAN1,"0,1729077",RCAN1,0,"0,1629114","-7,517237",1,1,FAUX,RCAN1,0,"1,421574",Gene,
"0,1736267","4,523452","-3,448961",0,0,1,"-40,46166","1,93E-18",RCBTB2,"0,4062869",RCBTB2,0,"0,0230607","-7,577432",1,1,FAUX,RCBTB2,0,"2,363439",Gene,
"0,1798022","7,136908","-3,545624",0,0,1,"-40,46166","-4,86E-19",RCCD1,"0,45853",RCCD1,0,"0,02591143","-7,622787",1,1,FAUX,RCCD1,0,"2,31373",Gene,
"0,2391024","3,637463","-4,268575",0,0,1,"-40,46166","-3,93E-19",RCN3,"0,335517",RCN3,0,"0,06311159","-7,610918",1,1,FAUX,RCN3,0,"1,911668",Gene,
"0,8164861","-2,513275","-5,833018",0,0,1,"-40,46166","4,51E-17",RDH16,"0,2351946",RDH16,0,"0,6508961","-7,517237",1,1,FAUX,RDH16,0,"0,4559489",Gene,
"0,1087897","-0,129825","-2,450008",24140,"0,1666667",6,"-40,46166","-1,20E-17",REL,"-3,296729",REL,"-1,681108","0,007064542","-7,709921","0,09274193","0,4625362",FAUX,REL,18,"-2,839972",TF,
"0,316951","-4,996528","-4,730618",10,"0,2",6,"-40,46166","-2,87E-32",RELA,"1,373893",RELA,"1,68539","0,1144219","-6,938666","0,0919134","0,4625362",FAUX,RELA,15,"1,613903",TF,
"0,3369286","5,175995","-4,812176",0,0,1,"-40,46166","5,25E-28",RELN,"-0,3522259",RELN,0,"0,1275145","-7,599196",1,1,FAUX,RELN,0,"-1,556347",Gene,
"0,08715209","-3,592382","-1,916763",3938,"0,005376344",6,"-40,46166","1,28E-36",REPIN1,"2,203768",REPIN1,"1,354909","0,003799374","-7,370548","0,1754465","0,4831094",FAUX,REPIN1,7,"3,073843",TF,
"0,8300876","-7,510315","-5,845549",0,"0,07692308",2,"-40,46166","7,01E-18",REST,"0,05501934",REST,"1,334515","0,6723823","-7,48638","0,182035","0,491579",FAUX,REST,22,"0,4260172",TF,
"0,09067104","4,084801","-2,027963",6,"0,25",4,"-40,46166","-1,69E-18",REXO4,"-0,7308905",REXO4,"-2,171805","0,004321952","-7,709921","0,02987038","0,4466006",FAUX,REXO4,12,"-3,025983",TF,
"0,4860007","-7,158039","-5,292223",120,"0,1666667",7,"-40,46166","-4,05E-32",RFX7,"0,4294128",RFX7,"3,015913","0,2495872","-6,966429","0,00256207","0,3212745",FAUX,RFX7,21,"1,168362",TF,
