"data.key.column","interaction","likelihood","mor","name","selected","shared interaction","shared name","source","state","target"
"352335","interacts with","1","-0.05251829","TBPL1 (interacts with) RAB27B","false","interacts with","TBPL1 (interacts with) RAB27B","TBPL1","inhibition","RAB27B"
"352338","interacts with","1","0.8192688","TBPL1 (interacts with) SDR42E1","false","interacts with","TBPL1 (interacts with) SDR42E1","TBPL1","activation","SDR42E1"
"352341","interacts with","1","0.9757308","TBPL1 (interacts with) TADA1","false","interacts with","TBPL1 (interacts with) TADA1","TBPL1","activation","TADA1"
"352344","interacts with","1","0.8798906","TBPL1 (interacts with) BCAS2","false","interacts with","TBPL1 (interacts with) BCAS2","TBPL1","activation","BCAS2"
"352347","interacts with","1","0.7778036","TBPL1 (interacts with) TMEM51","false","interacts with","TBPL1 (interacts with) TMEM51","TBPL1","activation","TMEM51"
"352350","interacts with","1","0.904682","TBPL1 (interacts with) TMEM199","false","interacts with","TBPL1 (interacts with) TMEM199","TBPL1","activation","TMEM199"
"352353","interacts with","1","0.9216548","TBPL1 (interacts with) DHX16","false","interacts with","TBPL1 (interacts with) DHX16","TBPL1","activation","DHX16"
"352356","interacts with","1","0.1613481","TBPL1 (interacts with) DNAH9","false","interacts with","TBPL1 (interacts with) DNAH9","TBPL1","activation","DNAH9"
"352359","interacts with","1","-0.2283844","TBX1 (interacts with) SHISA5","false","interacts with","TBX1 (interacts with) SHISA5","TBX1","inhibition","SHISA5"
"352362","interacts with","1","-0.01833477","TBX10 (interacts with) ARV1","false","interacts with","TBX10 (interacts with) ARV1","TBX10","inhibition","ARV1"
"352365","interacts with","1","-0.9617726","TBX21 (interacts with) CLEC4E","false","interacts with","TBX21 (interacts with) CLEC4E","TBX21","inhibition","CLEC4E"
"352368","interacts with","1","-0.2416124","TBX21 (interacts with) ID3","false","interacts with","TBX21 (interacts with) ID3","TBX21","inhibition","ID3"
"352371","interacts with","1","-0.001806496","TBX21 (interacts with) FCRL5","false","interacts with","TBX21 (interacts with) FCRL5","TBX21","inhibition","FCRL5"
"352374","interacts with","1","-0.2392451","TBX21 (interacts with) FCRL1","false","interacts with","TBX21 (interacts with) FCRL1","TBX21","inhibition","FCRL1"
"352377","interacts with","1","-0.02640993","TBX21 (interacts with) DPF3","false","interacts with","TBX21 (interacts with) DPF3","TBX21","inhibition","DPF3"
"352380","interacts with","1","-0.08205717","TBX21 (interacts with) HMBS","false","interacts with","TBX21 (interacts with) HMBS","TBX21","inhibition","HMBS"
"352383","interacts with","1","-0.267715","TBX21 (interacts with) TNFSF12","false","interacts with","TBX21 (interacts with) TNFSF12","TBX21","inhibition","TNFSF12"
"352386","interacts with","1","0.9606741","TBX21 (interacts with) ZBTB38","false","interacts with","TBX21 (interacts with) ZBTB38","TBX21","activation","ZBTB38"
"352389","interacts with","1","0.1956714","TBX21 (interacts with) WNT10A","false","interacts with","TBX21 (interacts with) WNT10A","TBX21","activation","WNT10A"
"352392","interacts with","1","0.9810424","TBX21 (interacts with) ZNF831","false","interacts with","TBX21 (interacts with) ZNF831","TBX21","activation","ZNF831"
"352395","interacts with","1","-0.7772784","TBX21 (interacts with) SLFN5","false","interacts with","TBX21 (interacts with) SLFN5","TBX21","inhibition","SLFN5"
"352398","interacts with","1","-0.04972176","TBX21 (interacts with) SUSD4","false","interacts with","TBX21 (interacts with) SUSD4","TBX21","inhibition","SUSD4"
"352401","interacts with","1","0.9997435","TCF20 (interacts with) MTF2","false","interacts with","TCF20 (interacts with) MTF2","TCF20","activation","MTF2"
"352404","interacts with","1","-0.443852","TCF3 (interacts with) HBE1","false","interacts with","TCF3 (interacts with) HBE1","TCF3","inhibition","HBE1"
"352407","interacts with","1","-0.01975891","TCF4 (interacts with) MAGI2","false","interacts with","TCF4 (interacts with) MAGI2","TCF4","inhibition","MAGI2"
"352410","interacts with","1","-0.05180641","TCF7 (interacts with) WNT10A","false","interacts with","TCF7 (interacts with) WNT10A","TCF7","inhibition","WNT10A"
"352413","interacts with","1","-0.1749871","TCF7 (interacts with) FCRL1","false","interacts with","TCF7 (interacts with) FCRL1","TCF7","inhibition","FCRL1"
"352416","interacts with","1","0.4051975","TCF7 (interacts with) IL7R","false","interacts with","TCF7 (interacts with) IL7R","TCF7","activation","IL7R"
"352419","interacts with","1","-0.6182327","TCF7 (interacts with) KIR2DS4","false","interacts with","TCF7 (interacts with) KIR2DS4","TCF7","inhibition","KIR2DS4"
"352422","interacts with","1","-0.004843122","TCF7L1 (interacts with) FFAR1","false","interacts with","TCF7L1 (interacts with) FFAR1","TCF7L1","inhibition","FFAR1"
"352425","interacts with","1","0.1002599","TCF7L1 (interacts with) P2RY6","false","interacts with","TCF7L1 (interacts with) P2RY6","TCF7L1","activation","P2RY6"
"352428","interacts with","1","0.4670456","TCF7L1 (interacts with) GPKOW","false","interacts with","TCF7L1 (interacts with) GPKOW","TCF7L1","activation","GPKOW"
"352431","interacts with","1","0.9856128","TCF7L1 (interacts with) SNORD82","false","interacts with","TCF7L1 (interacts with) SNORD82","TCF7L1","activation","SNORD82"
"352434","interacts with","1","-0.009042262","TCF7L1 (interacts with) TCEA1","false","interacts with","TCF7L1 (interacts with) TCEA1","TCF7L1","inhibition","TCEA1"
"352437","interacts with","1","0.9856128","TCF7L1 (interacts with) TMEM192","false","interacts with","TCF7L1 (interacts with) TMEM192","TCF7L1","activation","TMEM192"
"352440","interacts with","1","0.1806276","TCF7L1 (interacts with) CDK8","false","interacts with","TCF7L1 (interacts with) CDK8","TCF7L1","activation","CDK8"
"352443","interacts with","1","-0.6127154","TCF7L1 (interacts with) GDF1","false","interacts with","TCF7L1 (interacts with) GDF1","TCF7L1","inhibition","GDF1"
"352446","interacts with","1","0.9563168","TCF7L1 (interacts with) MDH2","false","interacts with","TCF7L1 (interacts with) MDH2","TCF7L1","activation","MDH2"
"352449","interacts with","1","-0.05723089","TCF7L1 (interacts with) UPF1","false","interacts with","TCF7L1 (interacts with) UPF1","TCF7L1","inhibition","UPF1"
"352452","interacts with","1","-0.547838","TCF7L1 (interacts with) CDKN2C","false","interacts with","TCF7L1 (interacts with) CDKN2C","TCF7L1","inhibition","CDKN2C"
"352455","interacts with","1","0.9984106","TCF7L1 (interacts with) MYO9B","false","interacts with","TCF7L1 (interacts with) MYO9B","TCF7L1","activation","MYO9B"
"352458","interacts with","1","0.8318285","TCF7L1 (interacts with) CACNA2D4","false","interacts with","TCF7L1 (interacts with) CACNA2D4","TCF7L1","activation","CACNA2D4"
"352461","interacts with","1","-0.9946886","TCF7L1 (interacts with) BSG","false","interacts with","TCF7L1 (interacts with) BSG","TCF7L1","inhibition","BSG"
"352464","interacts with","1","-0.002775699","TCFL5 (interacts with) HBE1","false","interacts with","TCFL5 (interacts with) HBE1","TCFL5","inhibition","HBE1"
"352467","interacts with","1","0.3267279","TEAD1 (interacts with) ANPEP","false","interacts with","TEAD1 (interacts with) ANPEP","TEAD1","activation","ANPEP"
"352470","interacts with","1","0.3023071","TEAD1 (interacts with) MSL1","false","interacts with","TEAD1 (interacts with) MSL1","TEAD1","activation","MSL1"
"352473","interacts with","1","-0.06898291","TEAD1 (interacts with) CXCL12","false","interacts with","TEAD1 (interacts with) CXCL12","TEAD1","inhibition","CXCL12"
"352476","interacts with","1","0.9069663","TEAD1 (interacts with) FABP4","false","interacts with","TEAD1 (interacts with) FABP4","TEAD1","activation","FABP4"
"352479","interacts with","1","0.9903314","TEAD2 (interacts with) SIX5","false","interacts with","TEAD2 (interacts with) SIX5","TEAD2","activation","SIX5"
"352482","interacts with","1","0.8761849","TEAD3 (interacts with) EPHX3","false","interacts with","TEAD3 (interacts with) EPHX3","TEAD3","activation","EPHX3"
"352485","interacts with","1","0.414722","TEAD3 (interacts with) F2RL2","false","interacts with","TEAD3 (interacts with) F2RL2","TEAD3","activation","F2RL2"
"352488","interacts with","1","-0.001775794","TEAD3 (interacts with) HARBI1","false","interacts with","TEAD3 (interacts with) HARBI1","TEAD3","inhibition","HARBI1"
"352491","interacts with","1","0.9425314","TEAD3 (interacts with) PHLPP2","false","interacts with","TEAD3 (interacts with) PHLPP2","TEAD3","activation","PHLPP2"
"352494","interacts with","1","-0.02203349","TEAD3 (interacts with) HOXB3","false","interacts with","TEAD3 (interacts with) HOXB3","TEAD3","inhibition","HOXB3"
"352497","interacts with","1","0.892772","TEAD3 (interacts with) LYSMD4","false","interacts with","TEAD3 (interacts with) LYSMD4","TEAD3","activation","LYSMD4"
"352500","interacts with","1","-0.01700629","TEAD3 (interacts with) AVPI1","false","interacts with","TEAD3 (interacts with) AVPI1","TEAD3","inhibition","AVPI1"
"352503","interacts with","1","-0.0203567","TEAD3 (interacts with) ALDH4A1","false","interacts with","TEAD3 (interacts with) ALDH4A1","TEAD3","inhibition","ALDH4A1"
"352506","interacts with","1","0.9625005","TEAD3 (interacts with) CHSY3","false","interacts with","TEAD3 (interacts with) CHSY3","TEAD3","activation","CHSY3"
"352509","interacts with","1","0.7206873","TEAD3 (interacts with) RNF103","false","interacts with","TEAD3 (interacts with) RNF103","TEAD3","activation","RNF103"
"352512","interacts with","1","0.5506714","TEAD3 (interacts with) LPAR3","false","interacts with","TEAD3 (interacts with) LPAR3","TEAD3","activation","LPAR3"
"352515","interacts with","1","0.3056543","TEAD3 (interacts with) DVL3","false","interacts with","TEAD3 (interacts with) DVL3","TEAD3","activation","DVL3"
"352518","interacts with","1","0.9987872","TEAD3 (interacts with) LRIG1","false","interacts with","TEAD3 (interacts with) LRIG1","TEAD3","activation","LRIG1"
"352521","interacts with","1","-0.1390499","TEAD3 (interacts with) COG7","false","interacts with","TEAD3 (interacts with) COG7","TEAD3","inhibition","COG7"
"352524","interacts with","1","0.4307298","TEAD3 (interacts with) FZD2","false","interacts with","TEAD3 (interacts with) FZD2","TEAD3","activation","FZD2"
"352527","interacts with","1","0.5681009","TEAD3 (interacts with) FZD9","false","interacts with","TEAD3 (interacts with) FZD9","TEAD3","activation","FZD9"
"352530","interacts with","1","-0.007721062","TEAD4 (interacts with) ZNF419","false","interacts with","TEAD4 (interacts with) ZNF419","TEAD4","inhibition","ZNF419"
"352533","interacts with","1","-0.8319531","TEF (interacts with) SMAP2","false","interacts with","TEF (interacts with) SMAP2","TEF","inhibition","SMAP2"
"352536","interacts with","1","0.4014064","TEF (interacts with) SYDE2","false","interacts with","TEF (interacts with) SYDE2","TEF","activation","SYDE2"
"352539","interacts with","1","-0.8247767","TEF (interacts with) TFCP2L1","false","interacts with","TEF (interacts with) TFCP2L1","TEF","inhibition","TFCP2L1"
"352542","interacts with","1","-0.05348092","TEF (interacts with) MAD2L1","false","interacts with","TEF (interacts with) MAD2L1","TEF","inhibition","MAD2L1"
"352545","interacts with","1","0.09808097","TEF (interacts with) COLEC11","false","interacts with","TEF (interacts with) COLEC11","TEF","activation","COLEC11"
"352548","interacts with","1","0.4905891","TEF (interacts with) F5","false","interacts with","TEF (interacts with) F5","TEF","activation","F5"
"352551","interacts with","1","-0.4128366","TEF (interacts with) RPS6KA1","false","interacts with","TEF (interacts with) RPS6KA1","TEF","inhibition","RPS6KA1"
"352554","interacts with","1","-0.7385192","TEF (interacts with) NOXA1","false","interacts with","TEF (interacts with) NOXA1","TEF","inhibition","NOXA1"
"352557","interacts with","1","0.8088787","TEF (interacts with) CDADC1","false","interacts with","TEF (interacts with) CDADC1","TEF","activation","CDADC1"
"352560","interacts with","1","-0.04556393","TEF (interacts with) FKBP1A","false","interacts with","TEF (interacts with) FKBP1A","TEF","inhibition","FKBP1A"
"352563","interacts with","1","-0.7740699","TEF (interacts with) ZNF324B","false","interacts with","TEF (interacts with) ZNF324B","TEF","inhibition","ZNF324B"
"352566","interacts with","1","-0.7854496","TEF (interacts with) SHISA4","false","interacts with","TEF (interacts with) SHISA4","TEF","inhibition","SHISA4"
"352569","interacts with","1","-0.9253897","TEF (interacts with) FASTKD1","false","interacts with","TEF (interacts with) FASTKD1","TEF","inhibition","FASTKD1"
"352572","interacts with","1","0.09201398","TET1 (interacts with) RFK","false","interacts with","TET1 (interacts with) RFK","TET1","activation","RFK"
"352575","interacts with","1","0.8018473","TET1 (interacts with) DTL","false","interacts with","TET1 (interacts with) DTL","TET1","activation","DTL"
"352578","interacts with","1","-0.8995709","TET1 (interacts with) FTL","false","interacts with","TET1 (interacts with) FTL","TET1","inhibition","FTL"
"352581","interacts with","1","0.1080849","TET1 (interacts with) CRTAM","false","interacts with","TET1 (interacts with) CRTAM","TET1","activation","CRTAM"
"352584","interacts with","1","0.9543334","TET1 (interacts with) FCGR1A","false","interacts with","TET1 (interacts with) FCGR1A","TET1","activation","FCGR1A"
"352587","interacts with","1","-0.9644272","TET1 (interacts with) EPS15L1","false","interacts with","TET1 (interacts with) EPS15L1","TET1","inhibition","EPS15L1"
"352590","interacts with","1","-0.8876879","TET1 (interacts with) COQ9","false","interacts with","TET1 (interacts with) COQ9","TET1","inhibition","COQ9"
"352593","interacts with","1","-0.9985734","TET1 (interacts with) ZNF559","false","interacts with","TET1 (interacts with) ZNF559","TET1","inhibition","ZNF559"
"352596","interacts with","1","0.6839594","TET1 (interacts with) ZNF394","false","interacts with","TET1 (interacts with) ZNF394","TET1","activation","ZNF394"
"352599","interacts with","1","-0.88699","TET1 (interacts with) IKBKB","false","interacts with","TET1 (interacts with) IKBKB","TET1","inhibition","IKBKB"
"352602","interacts with","1","-0.9516369","TET1 (interacts with) RPL26","false","interacts with","TET1 (interacts with) RPL26","TET1","inhibition","RPL26"
"352605","interacts with","1","-0.9879953","TET1 (interacts with) SKP1","false","interacts with","TET1 (interacts with) SKP1","TET1","inhibition","SKP1"
"352608","interacts with","1","-0.8568183","TET1 (interacts with) YES1","false","interacts with","TET1 (interacts with) YES1","TET1","inhibition","YES1"
"352611","interacts with","1","0.5770752","TET1 (interacts with) C12orf29","false","interacts with","TET1 (interacts with) C12orf29","TET1","activation","C12orf29"
"352614","interacts with","1","0.1631645","TET2 (interacts with) TET3","false","interacts with","TET2 (interacts with) TET3","TET2","activation","TET3"
"352617","interacts with","1","0.1331573","TET3 (interacts with) FSTL3","false","interacts with","TET3 (interacts with) FSTL3","TET3","activation","FSTL3"
"352620","interacts with","1","0.4468774","TET3 (interacts with) SLC27A3","false","interacts with","TET3 (interacts with) SLC27A3","TET3","activation","SLC27A3"
"352623","interacts with","1","-0.006443971","TET3 (interacts with) CYP20A1","false","interacts with","TET3 (interacts with) CYP20A1","TET3","inhibition","CYP20A1"
"352626","interacts with","1","0.2156288","TET3 (interacts with) HINT3","false","interacts with","TET3 (interacts with) HINT3","TET3","activation","HINT3"
"352629","interacts with","1","0.4217462","TET3 (interacts with) ZNF569","false","interacts with","TET3 (interacts with) ZNF569","TET3","activation","ZNF569"
"352632","interacts with","1","0.1057613","TET3 (interacts with) CLU","false","interacts with","TET3 (interacts with) CLU","TET3","activation","CLU"
"352635","interacts with","1","-0.006980675","TET3 (interacts with) RILPL2","false","interacts with","TET3 (interacts with) RILPL2","TET3","inhibition","RILPL2"
"352638","interacts with","1","0.1388357","TET3 (interacts with) ACOT9","false","interacts with","TET3 (interacts with) ACOT9","TET3","activation","ACOT9"
"352641","interacts with","1","-0.1131328","TET3 (interacts with) ABCC1","false","interacts with","TET3 (interacts with) ABCC1","TET3","inhibition","ABCC1"
"352644","interacts with","1","0.4096342","TET3 (interacts with) MIB2","false","interacts with","TET3 (interacts with) MIB2","TET3","activation","MIB2"
"352647","interacts with","1","0.0913353","TET3 (interacts with) TREM2","false","interacts with","TET3 (interacts with) TREM2","TET3","activation","TREM2"
"352650","interacts with","1","0.5226699","TET3 (interacts with) RILP","false","interacts with","TET3 (interacts with) RILP","TET3","activation","RILP"
"352653","interacts with","1","-0.6819593","TET3 (interacts with) STX3","false","interacts with","TET3 (interacts with) STX3","TET3","inhibition","STX3"
"352656","interacts with","1","0.1631645","TET3 (interacts with) TET2","false","interacts with","TET3 (interacts with) TET2","TET3","activation","TET2"
"352659","interacts with","1","0.4676982","TET3 (interacts with) CHPT1","false","interacts with","TET3 (interacts with) CHPT1","TET3","activation","CHPT1"
"352662","interacts with","1","0.6719352","TET3 (interacts with) DDX43","false","interacts with","TET3 (interacts with) DDX43","TET3","activation","DDX43"
"352665","interacts with","1","0.8485264","TET3 (interacts with) WDR12","false","interacts with","TET3 (interacts with) WDR12","TET3","activation","WDR12"
"352668","interacts with","1","0.2923879","TET3 (interacts with) LRRC8D","false","interacts with","TET3 (interacts with) LRRC8D","TET3","activation","LRRC8D"
"352671","interacts with","1","0.50107","TFAP2A (interacts with) GYPE","false","interacts with","TFAP2A (interacts with) GYPE","TFAP2A","activation","GYPE"
"352674","interacts with","1","-0.002241813","TFAP2E (interacts with) LGR4","false","interacts with","TFAP2E (interacts with) LGR4","TFAP2E","inhibition","LGR4"
"352677","interacts with","1","-0.9362327","TFAP4 (interacts with) CPEB3","false","interacts with","TFAP4 (interacts with) CPEB3","TFAP4","inhibition","CPEB3"
"352680","interacts with","1","0.0997721","TFCP2L1 (interacts with) RGS14","false","interacts with","TFCP2L1 (interacts with) RGS14","TFCP2L1","activation","RGS14"
"352683","interacts with","1","-0.14122","TFCP2L1 (interacts with) ABHD5","false","interacts with","TFCP2L1 (interacts with) ABHD5","TFCP2L1","inhibition","ABHD5"
"352686","interacts with","1","0.7503135","TFCP2L1 (interacts with) ANKRD44","false","interacts with","TFCP2L1 (interacts with) ANKRD44","TFCP2L1","activation","ANKRD44"
"352689","interacts with","1","0.8101","TFCP2L1 (interacts with) B3GALNT2","false","interacts with","TFCP2L1 (interacts with) B3GALNT2","TFCP2L1","activation","B3GALNT2"
"352692","interacts with","1","0.7259435","TFCP2L1 (interacts with) TTC32","false","interacts with","TFCP2L1 (interacts with) TTC32","TFCP2L1","activation","TTC32"
"352695","interacts with","1","0.951139","TFCP2L1 (interacts with) ATP6V0A2","false","interacts with","TFCP2L1 (interacts with) ATP6V0A2","TFCP2L1","activation","ATP6V0A2"
"352698","interacts with","1","0.1244102","TFCP2L1 (interacts with) BOK","false","interacts with","TFCP2L1 (interacts with) BOK","TFCP2L1","activation","BOK"
"352701","interacts with","1","-0.8247767","TFCP2L1 (interacts with) TEF","false","interacts with","TFCP2L1 (interacts with) TEF","TFCP2L1","inhibition","TEF"
"352704","interacts with","1","0.5487262","TFCP2L1 (interacts with) UBC","false","interacts with","TFCP2L1 (interacts with) UBC","TFCP2L1","activation","UBC"
"352707","interacts with","1","-0.002902534","TFCP2L1 (interacts with) PCCA","false","interacts with","TFCP2L1 (interacts with) PCCA","TFCP2L1","inhibition","PCCA"
"352710","interacts with","1","-0.1401317","TFCP2L1 (interacts with) SIK2","false","interacts with","TFCP2L1 (interacts with) SIK2","TFCP2L1","inhibition","SIK2"
"352713","interacts with","1","0.8031019","TFCP2L1 (interacts with) HHLA2","false","interacts with","TFCP2L1 (interacts with) HHLA2","TFCP2L1","activation","HHLA2"
"352716","interacts with","1","-0.009089763","TFCP2L1 (interacts with) CDADC1","false","interacts with","TFCP2L1 (interacts with) CDADC1","TFCP2L1","inhibition","CDADC1"
"352719","interacts with","1","0.9920536","TFDP1 (interacts with) SARS2","false","interacts with","TFDP1 (interacts with) SARS2","TFDP1","activation","SARS2"
"352722","interacts with","1","0.7473464","TFDP1 (interacts with) SRPX2","false","interacts with","TFDP1 (interacts with) SRPX2","TFDP1","activation","SRPX2"
"352725","interacts with","1","0.9990872","TFDP1 (interacts with) NEK8","false","interacts with","TFDP1 (interacts with) NEK8","TFDP1","activation","NEK8"
"352728","interacts with","1","-0.431811","TFDP1 (interacts with) CASC3","false","interacts with","TFDP1 (interacts with) CASC3","TFDP1","inhibition","CASC3"
"352731","interacts with","1","0.4371739","TFDP1 (interacts with) VAMP7","false","interacts with","TFDP1 (interacts with) VAMP7","TFDP1","activation","VAMP7"
"352734","interacts with","1","0.9344107","TFDP1 (interacts with) MRPS12","false","interacts with","TFDP1 (interacts with) MRPS12","TFDP1","activation","MRPS12"
"352737","interacts with","1","0.867573","TFDP1 (interacts with) NLRP9","false","interacts with","TFDP1 (interacts with) NLRP9","TFDP1","activation","NLRP9"
"352740","interacts with","1","-0.06630186","TFDP1 (interacts with) FRMD6","false","interacts with","TFDP1 (interacts with) FRMD6","TFDP1","inhibition","FRMD6"
"352743","interacts with","1","0.9994847","TFDP2 (interacts with) SPN","false","interacts with","TFDP2 (interacts with) SPN","TFDP2","activation","SPN"
"352746","interacts with","1","0.9842635","TFDP2 (interacts with) MPI","false","interacts with","TFDP2 (interacts with) MPI","TFDP2","activation","MPI"
"352749","interacts with","1","0.9758627","TFDP2 (interacts with) IL23A","false","interacts with","TFDP2 (interacts with) IL23A","TFDP2","activation","IL23A"
"352752","interacts with","1","0.1552905","TFDP2 (interacts with) CYB5R3","false","interacts with","TFDP2 (interacts with) CYB5R3","TFDP2","activation","CYB5R3"
"352755","interacts with","1","0.9455434","TFDP2 (interacts with) SENP8","false","interacts with","TFDP2 (interacts with) SENP8","TFDP2","activation","SENP8"
"352758","interacts with","1","-0.5231428","TFDP2 (interacts with) SMPD1","false","interacts with","TFDP2 (interacts with) SMPD1","TFDP2","inhibition","SMPD1"
"352761","interacts with","1","0.9898777","TFDP2 (interacts with) CSRP1","false","interacts with","TFDP2 (interacts with) CSRP1","TFDP2","activation","CSRP1"
"352764","interacts with","1","-0.7727762","TFDP2 (interacts with) CXCR5","false","interacts with","TFDP2 (interacts with) CXCR5","TFDP2","inhibition","CXCR5"
"352767","interacts with","1","-0.09397552","TFDP2 (interacts with) CALML4","false","interacts with","TFDP2 (interacts with) CALML4","TFDP2","inhibition","CALML4"
"352770","interacts with","1","0.9978462","TFDP2 (interacts with) MEGF6","false","interacts with","TFDP2 (interacts with) MEGF6","TFDP2","activation","MEGF6"
"352773","interacts with","1","0.9851201","TFDP2 (interacts with) SCARNA21","false","interacts with","TFDP2 (interacts with) SCARNA21","TFDP2","activation","SCARNA21"
"352776","interacts with","1","-0.003018009","TFDP2 (interacts with) ZFYVE21","false","interacts with","TFDP2 (interacts with) ZFYVE21","TFDP2","inhibition","ZFYVE21"
"352779","interacts with","1","0.9540946","TFDP2 (interacts with) DAXX","false","interacts with","TFDP2 (interacts with) DAXX","TFDP2","activation","DAXX"
"352782","interacts with","1","0.9785406","TFDP2 (interacts with) ZFP90","false","interacts with","TFDP2 (interacts with) ZFP90","TFDP2","activation","ZFP90"
"352785","interacts with","1","-0.3725092","TFDP2 (interacts with) CTNNAL1","false","interacts with","TFDP2 (interacts with) CTNNAL1","TFDP2","inhibition","CTNNAL1"
"352788","interacts with","1","-0.5231428","TFDP2 (interacts with) TIFA","false","interacts with","TFDP2 (interacts with) TIFA","TFDP2","inhibition","TIFA"
"352791","interacts with","1","0.3360616","TFE3 (interacts with) RBM4","false","interacts with","TFE3 (interacts with) RBM4","TFE3","activation","RBM4"
"352794","interacts with","1","-0.7622152","TGIF2 (interacts with) HBB","false","interacts with","TGIF2 (interacts with) HBB","TGIF2","inhibition","HBB"
"352797","interacts with","1","-0.04133217","THAP11 (interacts with) CMTM5","false","interacts with","THAP11 (interacts with) CMTM5","THAP11","inhibition","CMTM5"
"352800","interacts with","1","-0.6372299","THAP3 (interacts with) STX1B","false","interacts with","THAP3 (interacts with) STX1B","THAP3","inhibition","STX1B"
"352803","interacts with","1","0.842646","THAP6 (interacts with) GEMIN4","false","interacts with","THAP6 (interacts with) GEMIN4","THAP6","activation","GEMIN4"
"352806","interacts with","1","0.892772","THRA (interacts with) INSC","false","interacts with","THRA (interacts with) INSC","THRA","activation","INSC"
"352809","interacts with","1","0.2689418","THRA (interacts with) MPP3","false","interacts with","THRA (interacts with) MPP3","THRA","activation","MPP3"
"352812","interacts with","1","0.892772","THRA (interacts with) SNORD48","false","interacts with","THRA (interacts with) SNORD48","THRA","activation","SNORD48"
"352815","interacts with","1","0.4696566","THRA (interacts with) PEX5L","false","interacts with","THRA (interacts with) PEX5L","THRA","activation","PEX5L"
"352818","interacts with","1","-0.9908568","THRA (interacts with) HSPA6","false","interacts with","THRA (interacts with) HSPA6","THRA","inhibition","HSPA6"
"352821","interacts with","1","0.5036903","THRA (interacts with) ZNF425","false","interacts with","THRA (interacts with) ZNF425","THRA","activation","ZNF425"
"352824","interacts with","1","0.9996463","THRA (interacts with) PHACTR4","false","interacts with","THRA (interacts with) PHACTR4","THRA","activation","PHACTR4"
"352827","interacts with","1","-0.9032572","THRA (interacts with) SMAD9","false","interacts with","THRA (interacts with) SMAD9","THRA","inhibition","SMAD9"
"352830","interacts with","1","-0.005914508","THRA (interacts with) BMP8B","false","interacts with","THRA (interacts with) BMP8B","THRA","inhibition","BMP8B"
"352833","interacts with","1","0.1344025","THRA (interacts with) CLIP2","false","interacts with","THRA (interacts with) CLIP2","THRA","activation","CLIP2"
"352836","interacts with","1","-0.01326431","THYN1 (interacts with) ZNF750","false","interacts with","THYN1 (interacts with) ZNF750","THYN1","inhibition","ZNF750"
"352839","interacts with","1","0.08692081","THYN1 (interacts with) KEAP1","false","interacts with","THYN1 (interacts with) KEAP1","THYN1","activation","KEAP1"
"352842","interacts with","1","-0.9996373","THYN1 (interacts with) YJEFN3","false","interacts with","THYN1 (interacts with) YJEFN3","THYN1","inhibition","YJEFN3"
"352845","interacts with","1","0.8571771","THYN1 (interacts with) TNIP3","false","interacts with","THYN1 (interacts with) TNIP3","THYN1","activation","TNIP3"
"352848","interacts with","1","-0.09717078","THYN1 (interacts with) TSSK3","false","interacts with","THYN1 (interacts with) TSSK3","THYN1","inhibition","TSSK3"
"352851","interacts with","1","0.1073056","THYN1 (interacts with) KIAA0895","false","interacts with","THYN1 (interacts with) KIAA0895","THYN1","activation","KIAA0895"
"352854","interacts with","1","-0.8805218","THYN1 (interacts with) CHRNE","false","interacts with","THYN1 (interacts with) CHRNE","THYN1","inhibition","CHRNE"
"352857","interacts with","1","0.6484158","THYN1 (interacts with) CYTH4","false","interacts with","THYN1 (interacts with) CYTH4","THYN1","activation","CYTH4"
"352860","interacts with","1","0.9996949","THYN1 (interacts with) MOAP1","false","interacts with","THYN1 (interacts with) MOAP1","THYN1","activation","MOAP1"
"352863","interacts with","1","-0.9996788","THYN1 (interacts with) TMEM65","false","interacts with","THYN1 (interacts with) TMEM65","THYN1","inhibition","TMEM65"
"352866","interacts with","1","0.2432574","THYN1 (interacts with) COL4A3","false","interacts with","THYN1 (interacts with) COL4A3","THYN1","activation","COL4A3"
"352869","interacts with","1","-0.9968426","THYN1 (interacts with) RNF157","false","interacts with","THYN1 (interacts with) RNF157","THYN1","inhibition","RNF157"
"352872","interacts with","1","0.9814573","THYN1 (interacts with) ARL1","false","interacts with","THYN1 (interacts with) ARL1","THYN1","activation","ARL1"
"352875","interacts with","1","0.9261952","THYN1 (interacts with) DTNB","false","interacts with","THYN1 (interacts with) DTNB","THYN1","activation","DTNB"
"352878","interacts with","1","0.1763273","THYN1 (interacts with) DDI1","false","interacts with","THYN1 (interacts with) DDI1","THYN1","activation","DDI1"
"352881","interacts with","1","0.998489","THYN1 (interacts with) GGA3","false","interacts with","THYN1 (interacts with) GGA3","THYN1","activation","GGA3"
"352884","interacts with","1","0.9588739","THYN1 (interacts with) MSI2","false","interacts with","THYN1 (interacts with) MSI2","THYN1","activation","MSI2"
"352887","interacts with","1","0.3039782","THYN1 (interacts with) ZBED5","false","interacts with","THYN1 (interacts with) ZBED5","THYN1","activation","ZBED5"
"352890","interacts with","1","0.2810532","THYN1 (interacts with) HADHB","false","interacts with","THYN1 (interacts with) HADHB","THYN1","activation","HADHB"
"352893","interacts with","1","-0.08100832","THYN1 (interacts with) NCAPD2","false","interacts with","THYN1 (interacts with) NCAPD2","THYN1","inhibition","NCAPD2"
