node	agg	layer1	layer2	layer3	layer4
62471	2736	0	0	0	2736
62499	2016	0	0	0	2016
6255	1302	0	130	1201	0
9407	1075	0	81	1017	0
10760	1044	0	116	979	0
11018	1025	0	145	929	0
11020	980	0	82	913	0
7210	962	0	174	800	0
10461	956	0	54	915	0
7139	930	0	160	810	0
62476	899	0	0	0	899
11019	863	0	81	795	0
10463	813	0	87	743	0
10462	809	0	71	755	0
6137	799	0	137	680	0
6638	788	0	84	721	0
9991	786	0	98	701	0
8886	764	0	91	695	0
9992	757	0	68	701	0
7141	744	0	143	612	0
6753	742	0	154	608	0
7126	734	0	126	634	0
62516	729	0	0	0	729
62504	720	0	0	0	720
9413	719	0	139	606	0
10674	712	0	102	623	0
10367	710	0	162	575	0
10901	692	0	102	611	0
10508	682	0	107	595	0
9416	674	0	57	629	0
7140	669	0	172	527	0
10313	662	0	101	580	0
6507	658	0	156	518	0
9502	657	0	72	604	0
7023	618	0	69	558	0
6508	617	0	223	433	0
62502	614	0	0	0	614
10309	609	0	79	542	0
10300	605	0	62	552	0
66539	604	0	0	0	604
66537	599	0	0	0	599
7977	593	0	233	393	0
9181	593	0	88	523	0
6617	591	0	101	505	0
9400	575	0	132	462	0
10509	571	0	42	537	0
14967	563	0	21	544	0
7049	561	0	208	384	0
6084	558	0	142	446	0
62473	548	0	0	0	548
62474	548	0	0	0	548
12801	546	0	23	528	0
11045	545	0	131	427	0
6262	542	0	144	423	0
7980	538	0	107	445	0
6364	537	0	99	454	0
8929	536	0	57	487	0
7703	535	0	139	401	0
7979	529	0	99	441	0
10314	527	0	153	405	0
10330	523	0	128	430	0
10894	523	0	175	379	0
9626	522	0	121	429	0
6725	518	0	96	433	0
7903	517	0	402	149	0
11696	515	0	104	433	0
8078	514	0	539	4	0
14620	512	0	0	512	0
62477	512	0	0	0	512
9397	510	0	131	410	0
7927	509	0	497	63	0
10310	509	0	127	406	0
8237	508	0	487	54	0
7976	503	0	102	406	0
5971	502	0	69	448	0
11043	502	0	90	430	0
6225	500	0	108	409	0
9790	497	0	121	403	0
9820	497	0	77	439	0
9611	494	0	84	423	0
17104	494	0	44	453	0
11048	488	0	88	424	0
