"name"	"NR"	"R"	"distance"
"62"	"0.0027"	0	0	-0.0095
"63"	"0.0028"	0	0	-0.0095
"64"	"0.0029"	0.190954838175743	0.161284470207021	-0.0295
"65"	"0.002914"	0	0	-0.0095
"66"	"0.003"	0.0696900915306984	0.0370493369425227	-0.0323
"67"	"0.0030972"	0	0	-0.0095
"68"	"0.0031"	0	0	-0.0095
"69"	"0.0031466"	0	0	-0.0095
"70"	"0.0032"	0	0	-0.0095
"71"	"0.0033"	0	0	-0.0095
"72"	"0.0034"	0	0	-0.0095
"73"	"0.0035"	0	0	-0.0095
"74"	"0.0036"	0.0696900915306984	0.0370493369425227	-0.0323
"75"	"0.0037"	0	0	-0.0095
"76"	"0.0037096"	0	0	-0.0095
"77"	"0.0038"	0.190954838175743	0.161284470207021	-0.0295
"78"	"0.0038601"	0	0	-0.0095
"79"	"0.0039"	0.0696900915306984	0.0370493369425227	-0.0323
"80"	"0.0041"	0.0696900915306984	0.0370493369425227	-0.0323
"81"	"0.0043"	0	0	-0.0095
"82"	"0.0045"	0	0	-0.0095
"83"	"0.0046"	0	0	-0.0095
"84"	"0.0047"	0.0696900915306984	0.0370493369425227	-0.0323
"85"	"0.0048"	0	0	-0.0095
"86"	"0.0049"	0	0	-0.0095
"87"	"0.005"	0.0696900915306984	0.0370493369425227	-0.0323
"88"	"0.0051"	0	0	-0.0095
"89"	"0.0052"	0	0	-0.0095
"90"	"0.0053"	0	0	-0.0095
"91"	"0.0054"	0.0696900915306984	0.0370493369425227	-0.0323
"92"	"0.0055"	0	0	-0.0095
"93"	"0.0055644"	0	0	-0.0095
"94"	"0.0056"	0.0696900915306984	0.0370493369425227	-0.0323
"95"	"0.0058"	0	0	-0.0095
"96"	"0.005829"	0	0	-0.0095
"97"	"0.005891"	0	0	-0.0095
"98"	"0.0059"	0.190954838175743	0.161284470207021	-0.0295
"99"	"0.0061"	0.0696900915306984	0.0370493369425227	-0.0323
"100"	"0.0065713"	0	0	-0.0095
"101"	"0.0067"	0	0	-0.0095
"102"	"0.0068"	0.0696900915306984	0.0370493369425227	-0.0323
"103"	"0.0071"	0.0696900915306984	0.0370493369425227	-0.0323
"104"	"0.0073"	0	0	-0.0095
"105"	"0.0075"	0.0696900915306984	0.0370493369425227	-0.0323
"106"	"0.007581"	0	0	-0.0095
"107"	"0.0081"	0.0696900915306984	0.0370493369425227	-0.0323
"108"	"0.0082708"	0	0	-0.0095
"109"	"0.0084"	0.190954838175743	0.161284470207021	-0.0295
"110"	"0.0088"	0	0	-0.0095
"111"	"0.0089"	0	0	-0.0095
"112"	"0.0091"	0	0	-0.0095
"113"	"0.0092"	0	0	-0.0095
"114"	"0.009274"	0	0	-0.0095
"115"	"0.0094"	0	0	-0.0095
"116"	"0.009442"	0	0	-0.0095
"117"	"0.0096"	0	0	-0.0095
"118"	"0.0098"	0	0	-0.0095
"119"	"0.009898"	0	0	-0.0095
"120"	"0.0101"	0	0	-0.0095
"121"	"0.0102"	0	0	-0.0095
"122"	"0.0105"	0.0696900915306984	0.0370493369425227	-0.0323
"123"	"0.0109"	0.0696900915306984	0.0370493369425227	-0.0323
"124"	"0.011"	0.0696900915306984	0.0370493369425227	-0.0323
"125"	"0.011129"	0	0	-0.0095
"126"	"0.0115"	0.190954838175743	0.161284470207021	-0.0295
"127"	"0.0116"	0.190954838175743	0.161284470207021	-0.0295
"128"	"0.011658"	0	0	-0.0095
"129"	"0.0119"	0	0	-0.0095
"130"	"0.012056"	0	0	-0.0095
"131"	"0.0124"	0	0	-0.0095
"132"	"0.013091"	0	0	-0.0095
"133"	"0.0131"	0	0	-0.0095
"134"	"0.013183"	0	0	-0.0095
"135"	"0.0132"	0.0696900915306984	0.0370493369425227	-0.0323
"136"	"0.0133"	0.190954838175743	0.161284470207021	-0.0295
"137"	"0.013306"	0	0	-0.0095
"138"	"0.0136"	0.0696900915306984	0.0370493369425227	-0.0323
"139"	"0.014"	0	0	-0.0095
"140"	"0.0141"	0	0	-0.0095
"141"	"0.0163"	0	0	-0.0095
"142"	"0.016414"	0	0	-0.0095
"143"	"0.0166"	0	0	-0.0095
"144"	"0.017171"	0	0	-0.0095
"145"	"0.0172"	0	0	-0.0095
"146"	"0.0174"	0	0	-0.0095
"147"	"0.017486"	0	0	-0.0095
"148"	"0.0177"	0	0	-0.0095
"149"	"0.0178"	0.0696900915306984	0.0370493369425227	-0.0323
"150"	"0.0179"	0	0	-0.0095
"151"	"0.017992"	0	0	-0.0095
"152"	"0.0183"	0	0	-0.0095
"153"	"0.019"	0	0	-0.0095
"154"	"0.0194"	0	0	-0.0095
"155"	"0.020051"	0	0	-0.0095
"156"	"0.0204"	0	0	-0.0095
"157"	"0.020401"	0	0	-0.0095
"158"	"0.020403"	0	0	-0.0095
"159"	"0.0205"	0	0	-0.0095
"160"	"0.0208"	0	0	-0.0095
"161"	"0.0215"	0.190954838175743	0.161284470207021	-0.0295
"162"	"0.0217"	0	0	-0.0095
"163"	"0.0219"	0.190954838175743	0.161284470207021	-0.0295
"164"	"0.0221"	0	0	-0.0095
"165"	"0.0222"	0	0	-0.0095
"166"	"0.0228"	0.0696900915306984	0.0370493369425227	-0.0323
"167"	"0.0229"	0	0	-0.0095
"168"	"0.023315"	0	0	-0.0095
"169"	"0.0234"	0	0	-0.0095
"170"	"0.0241"	0	0	-0.0095
"171"	"0.025"	0.190954838175743	0.161284470207021	-0.0295
"172"	"0.0252"	0.0696900915306984	0.0370493369425227	-0.0323
"173"	"0.0264"	0	0	-0.0095
"174"	"0.0266"	0	0	-0.0095
"175"	"0.0267"	0	0	-0.0095
"176"	"0.0268"	0	0	-0.0095
"177"	"0.0269"	0	0	-0.0095
"178"	"0.0271"	0.0696900915306984	0.0370493369425227	-0.0323
"179"	"0.027482"	0	0	-0.0095
"180"	"0.0278"	0.190954838175743	0.161284470207021	-0.0295
"181"	"0.0281"	0	0	-0.0095
"182"	"0.0282"	0	0	-0.0095
"183"	"0.0285"	0	0	-0.0095
"184"	"0.0286"	0	0	-0.0095
"185"	"0.028749"	0	0	-0.0095
"186"	"0.0288"	0	0	-0.0095
"187"	"0.030815"	0	0	-0.0095
"188"	"0.0319"	0	0	-0.0095
"189"	"0.0323"	0	0	-0.0095
"190"	"0.0327"	0	0	-0.0095
"191"	"0.0329"	0	0	-0.0095
"192"	"0.0337"	0	0	-0.0095
"193"	"0.034"	0	0	-0.0095
"194"	"0.0345"	0	0	-0.0095
"195"	"0.035"	0	0	-0.0095
"196"	"0.0358"	0.0696900915306984	0.0370493369425227	-0.0323
"197"	"0.036117"	0	0	-0.0095
"198"	"0.0368"	0	0	-0.0095
"199"	"0.037096"	0	0	-0.0095
"200"	"0.0375"	0	0	-0.0095
"201"	"0.0384"	0	0	-0.0095
"202"	"0.0388"	0	0	-0.0095
"203"	"0.039036"	0	0	-0.0095
"204"	"0.0395"	0	0	-0.0095
"205"	"0.0404"	0	0	-0.0095
"206"	"0.0406"	0.0696900915306984	0.0370493369425227	-0.0323
"207"	"0.0411"	0	0	-0.0095
"208"	"0.0428"	0	0	-0.0095
"209"	"0.044"	0	0	-0.0095
"210"	"0.0442"	0	0	-0.0095
"211"	"0.0453"	0.0696900915306984	0.0370493369425227	-0.0323
"212"	"0.0459"	0	0	-0.0095
"213"	"0.046571"	0	0	-0.0095
"214"	"0.051"	0	0	-0.0095
"215"	"0.0512"	0	0	-0.0095
"216"	"0.0518"	0.0696900915306984	0.0370493369425227	-0.0323
"217"	"0.052"	0	0	-0.0095
"218"	"0.0521"	0	0	-0.0095
"219"	"0.053446"	0	0	-0.0095
"220"	"0.0535"	0	0	-0.0095
"221"	"0.0544"	0	0	-0.0095
"222"	"0.055374"	0	0	-0.0095
"223"	"0.0556"	0	0	-0.0095
"224"	"0.0584"	0	0	-0.0095
"225"	"0.061"	0.0696900915306984	0.0370493369425227	-0.0323
"226"	"0.0613"	0	0	-0.0095
"227"	"0.0619"	0	0	-0.0095
"228"	"0.0661"	0	0	-0.0095
"229"	"0.0667"	0	0	-0.0095
"230"	"0.0678"	0	0	-0.0095
"231"	"0.0692"	0	0	-0.0095
"232"	"0.0709"	0.0696900915306984	0.0370493369425227	-0.0323
"233"	"0.0719"	0	0	-0.0095
"234"	"0.0721"	0	0	-0.0095
"235"	"0.0741"	0	0	-0.0095
"236"	"0.0783"	0	0	-0.0095
"237"	"0.0801"	0	0	-0.0095
"238"	"0.082"	0	0	-0.0095
"239"	"0.0849"	0	0	-0.0095
"240"	"0.0865"	0	0	-0.0095
"241"	"0.0911"	0	0	-0.0095
"242"	"0.0931"	0	0	-0.0095
"243"	"0.0998"	0	0	-0.0095
"244"	"0.1"	0	0	-0.0095
"245"	"0.1083"	0.190954838175743	0.161284470207021	-0.0295
"246"	"0.1124"	0	0	-0.0095
"247"	"0.1143"	0.0696900915306984	0.0370493369425227	-0.0323
"248"	"0.1155"	0	0	-0.0095
"249"	"0.118"	0	0	-0.0095
"250"	"0.11871"	0	0	-0.0095
"251"	"0.12"	0	0	-0.0095
"252"	"0.122"	0	0	-0.0095
"253"	"0.1243"	0	0	-0.0095
"254"	"0.12641"	0	0	-0.0095
"255"	"0.1271"	0.0696900915306984	0.0370493369425227	-0.0323
"256"	"0.1312"	0	0	-0.0095
"257"	"0.136"	0	0	-0.0095
"258"	"0.138"	0.0696900915306984	0.0370493369425227	-0.0323
"259"	"0.13911"	0	0	-0.0095
"260"	"0.143"	0	0	-0.0095
"261"	"0.145"	0	0	-0.0095
"262"	"0.1498"	0.190954838175743	0.161284470207021	-0.0295
"263"	"0.15302"	0	0	-0.0095
"264"	"0.15446"	0	0	-0.0095
"265"	"0.1545"	0.190954838175743	0.161284470207021	-0.0295
"266"	"0.1573"	0	0	-0.0095
"267"	"0.15967"	0	0	-0.0095
"268"	"0.16"	0	0	-0.0095
"269"	"0.16786"	0	0	-0.0095
"270"	"0.18"	0	0	-0.0095
"271"	"0.182"	0	0	-0.0095
"272"	"0.19"	0	0	-0.0095
"273"	"0.1905"	0	0	-0.0095
"274"	"0.19104"	0	0	-0.0095
"275"	"0.1915"	0.190954838175743	0.161284470207021	-0.0295
"276"	"0.1958"	0.0696900915306984	0.0370493369425227	-0.0323
"277"	"0.1983"	0	0	-0.0095
"278"	"0.2"	0	0	-0.0095
"279"	"0.2005"	0	0	-0.0095
"280"	"0.2118"	0	0	-0.0095
"281"	"0.2125"	0	0	-0.0095
"282"	"0.219"	0	0	-0.0095
"283"	"0.2212"	0	0	-0.0095
"284"	"0.222"	0.190954838175743	0.161284470207021	-0.0295
"285"	"0.2478"	0	0	-0.0095
"286"	"0.2479"	0.0696900915306984	0.0370493369425227	-0.0323
"287"	"0.25947"	0	0	-0.0095
"288"	"0.2632"	0	0	-0.0095
"289"	"0.26551"	0	0	-0.0095
"290"	"0.27"	0	0	-0.0095
"291"	"0.27519"	0	0	-0.0095
"292"	"0.278"	0	0	-0.0095
"293"	"0.2781"	0.0696900915306984	0.0370493369425227	-0.0323
"294"	"0.27942"	0	0	-0.0095
"295"	"0.281"	0	0	-0.0095
"296"	"0.28608"	0	0	-0.0095
"297"	"0.2881"	0	0	-0.0095
"298"	"0.3"	0	0	-0.0095
"299"	"0.31269"	0	0	-0.0095
"300"	"0.313"	0	0	-0.0095
"301"	"0.322"	0	0	-0.0095
"302"	"0.324"	0	0	-0.0095
"303"	"0.326"	0	0	-0.0095
"304"	"0.34"	0	0	-0.0095
"305"	"0.35261"	0	0	-0.0095
"306"	"0.3553"	0	0	-0.0095
"307"	"0.359"	0	0	-0.0095
"308"	"0.35926"	0	0	-0.0095
"309"	"0.3694"	0	0	-0.0095
"310"	"0.377"	0	0	-0.0095
"311"	"0.383"	0	0	-0.0095
"312"	"0.38587"	0	0	-0.0095
"313"	"0.386"	0	0	-0.0095
"314"	"0.39253"	0	0	-0.0095
"315"	"0.4062"	0	0	-0.0095
"316"	"0.41248"	0	0	-0.0095
"317"	"0.416"	0	0	-0.0095
"318"	"0.4226"	0	0	-0.0095
"319"	"0.43"	0	0	-0.0095
"320"	"0.44"	0	0	-0.0095
"321"	"0.4519"	0	0	-0.0095
"322"	"0.4731"	0	0	-0.0095
"323"	"0.4835"	0	0	-0.0095
"324"	"0.5"	0	0	-0.0095
"325"	"0.5029"	0	0	-0.0095
"326"	"0.50563"	0	0	-0.0095
"327"	"0.5254"	0.0696900915306984	0.0370493369425227	-0.0323
"328"	"0.538"	0	0	-0.0095
"329"	"0.53889"	0	0	-0.0095
"330"	"0.54554"	0	0	-0.0095
"331"	"0.557"	0.0696900915306984	0.0370493369425227	-0.0323
"332"	"0.564"	0	0	-0.0095
"333"	"0.57"	0	0	-0.0095
"334"	"0.59211"	0	0	-0.0095
"335"	"0.6"	0	0	-0.0095
"336"	"0.64"	0	0	-0.0095
"337"	"0.69277"	0	0	-0.0095
"338"	"1,1-dichloroethylene"	0	0	-0.0095
"339"	"1,2-Diacyl-Sn-Glycerol"	0.250753620690846	0.221221243047402	-0.0291
"340"	"1,2-diacylglycerol-LD-PC"	0.298545246904204	0.284889676965893	-0.0175
"341"	"1,2-diacylglycerol-LD-PE"	0	0	-0.0095
"342"	"1,2-diacylglycerol-LD-PI"	0.127474952420663	0.0958261746083029	-0.0313
"343"	"1,2-diacylglycerol-LD-PS"	0	0	-0.0095
"344"	"1,2-diacylglycerol-LD-SM"	0	0	-0.0095
"345"	"1,2-diacylglycerol-LD-TAG"	0.278991839326505	0.264769981008509	-0.018
"346"	"1,2-diacylglycerol-VLDL"	0.275598872651549	0.256542556245144	-0.0215
"347"	"1,2-diacylglycerol-bile-PC"	0	0	-0.0095
"348"	"1,2-diacylglycerol-chylomicron"	0.279394197687135	0.263214886784195	-0.0194
"349"	"1-Acyl"	0.250753620690846	0.221221243047402	-0.0291
"350"	"1-Acylglycerone"	0	0	-0.0095
"351"	"1-Alkyl-2-Acetyl-Sn-Glycerol"	0.2326467299539	0.210254857360215	-0.0241
"352"	"1-Alkyl-Sn-Glycerol"	0	0	-0.0095
"353"	"1-Arachidonoyl"	0.250753620690846	0.221221243047402	-0.0291
"354"	"1-Didecanoylglycerophosphoethanolamine"	0.14685848975676	0.112386138379848	-0.0332
"355"	"1-Dihomo-Linolenoylglycerophosphocholine"	0.146778069718269	0.112362285131252	-0.0331
"356"	"1-Dihomo-Linolenoylglycerophosphoethanolamine"	0.14685848975676	0.112386138379848	-0.0332
"357"	"1-Docosahexenoylglyceroethanolamine"	0.14685848975676	0.112386138379848	-0.0332
"358"	"1-Docosahexenoylglycerophosphocholine"	0.146778069718269	0.112362285131252	-0.0331
"359"	"1-Docosapentenoylglycerophosphocholine"	0.146778069718269	0.112362285131252	-0.0331
"360"	"1-Docosatetraenoyglycerophosphoethanolamine"	0.17058066657906	0.139672103310175	-0.0305
"361"	"1-Docosatetraenoylglycerophosphocholine"	0.146778069718269	0.112362285131252	-0.0331
"362"	"1-Eicosadienoylglycerophosphocholine"	0.146778069718269	0.112362285131252	-0.0331
"363"	"1-Eicosapentenoylglycerophosphocholine"	0.146778069718269	0.112362285131252	-0.0331
"364"	"1-Eicosatetraenoylglycerophosphocholine"	0.146778069718269	0.112362285131252	-0.0331
"365"	"1-Eicosatrienoylglycerophosphocholine"	0.146778069718269	0.112362285131252	-0.0331
"366"	"1-Eicosatrienoylglycerophosphoethanolamine"	0.14685848975676	0.112386138379848	-0.0332
"367"	"1-Eicosenoylglycerophosphocholine"	0.146778069718269	0.112362285131252	-0.0331
"368"	"1-Gamma-Linolenoyl-Cholesterol,"	0.266870644018145	0.246117007745253	-0.0227
"369"	"1-Heptadecanoylglycerophosphoethanolamine"	0.14685848975676	0.112386138379848	-0.0332
"370"	"1-Hexadecenoylglycerophosphoethanolamine"	0.14685848975676	0.112386138379848	-0.0332
"371"	"1-Lignocericylglycerophosphocholine"	0.146778069718269	0.112362285131252	-0.0331
"372"	"1-Linoleoyl-Cholesterol,"	0.266870644018145	0.246117007745253	-0.0227
"373"	"1-Linoleoylglycerophosphocholine"	0.146778069718269	0.112362285131252	-0.0331
"374"	"1-Linoleoylglycerophosphoethanolamine"	0.14685848975676	0.112386138379848	-0.0332
"375"	"1-Myristoylglycerophosphoethanolamine"	0.14685848975676	0.112386138379848	-0.0332
"376"	"1-Nonadecanoylglycerophosphocholine,"	0.146778069718269	0.112362285131252	-0.0331
"377"	"1-Octadeca-Trienoylglycerophosphocholine,"	0.146778069718269	0.112362285131252	-0.0331
"378"	"1-Oleoylglycerophosphocholine"	0.146778069718269	0.112362285131252	-0.0331
"379"	"1-Oleoylglycerophosphoethanolamine"	0.14685848975676	0.112386138379848	-0.0332
"380"	"1-Palmitoleoylglycerophosphocholine"	0.146778069718269	0.112362285131252	-0.0331
"381"	"1-Pentadecanoylglycerophosphocholine,"	0.146778069718269	0.112362285131252	-0.0331
"382"	"1-Pentadecanoylglycerophosphoethanolamine"	0.14685848975676	0.112386138379848	-0.0332
"383"	"1-Timnodnoyl-Cholesterol,"	0.266870644018145	0.246117007745253	-0.0227
"384"	"1-Tridecanoylglycerophosphoethanolamine"	0.14685848975676	0.112386138379848	-0.0332
"385"	"1-Vaccenoyl-Cholesterol,"	0.266870644018145	0.246117007745253	-0.0227
"386"	"1-acyl-PE"	0	0	-0.0095
"387"	"1-acylglycerol-3P"	0.28020851043659	0.26635390244112	-0.0178
"388"	"1-acylglycerol-3P-bile-PC"	0	0	-0.0095
"389"	"1-acylglycerol-LD-PC"	0	0	-0.0095
"390"	"1-acylglycerol-LD-PE"	0	0	-0.0095
"391"	"1-acylglycerol-LD-PI"	0	0	-0.0095
"392"	"1-acylglycerol-LD-PS"	0	0	-0.0095
"393"	"1-acylglycerol-LD-SM"	0	0	-0.0095
"394"	"1-acylglycerol-LD-TG1"	0	0	-0.0095
"395"	"1-acylglycerol-VLDL"	0.273164251585242	0.260262781882913	-0.0171
"396"	"1-acylglycerol-chylomicron"	0.275417642995173	0.263245693164736	-0.0166
"397"	"1-alpha,25-dihydroxyvitamin"	0.422561766277796	0.405422371113146	-0.0193
"398"	"1-hydroxy"	0.470127309471566	0.456706578672212	-0.0164
"399"	"1.5"	0.385071887887957	0.367010485897532	-0.0201
"400"	"10"	0	0	-0.0095
"401"	"10,11-epoxy-(4Z,7Z)-hexadecadienoic"	0	0	-0.0095
"402"	"10,13,16,19-docosatetraenoic"	0.273183900513675	0.261111028096654	-0.0165
"403"	"10,13,16-docosatriynoic"	0.33677413825589	0.325962155945342	-0.0153
"404"	"100"	0	0	-0.0095
"405"	"10385"	0	0	-0.0095
"406"	"104"	0	0	-0.0095
"407"	"1050"	0	0	-0.0095
"408"	"1051"	0	0	-0.0095
"409"	"11"	0	0	-0.0095
"410"	"11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic"	0.205669938949559	0.185151864340321	-0.0229
"411"	"11-Eicosenoyl"	0	0	-0.0095
"412"	"11-Octadecenoyl"	0.280223119682854	0.255073587589449	-0.0258
"413"	"11-dehydro-thromboxane"	0.325854095494363	0.307453670076654	-0.0207
"414"	"110"	0	0	-0.0095
"415"	"114"	0	0	-0.0095
"416"	"115"	0	0	-0.0095
"417"	"12"	0	0	-0.0095
"418"	"12,13-epoxy-(6Z,9Z)-octadecadienoic"	0	0	-0.0095
"419"	"12,13-epoxylinoleic"	0.144734937180639	0.11354476595959	-0.0308
"420"	"12,15,18,21-tetracosatetraenoic"	0.273544138887477	0.261115159903955	-0.0168
"421"	"12-Dehydrocholic"	0.300056146805221	0.300542620482654	-0.0075
"422"	"12-HT"	0.428334719613961	0.414318785471431	-0.017
"423"	"12-hydroxydodecanoic"	0.388746267418933	0.372201341266435	-0.019
"424"	"1216"	0	0	-0.0095
"425"	"1218"	0	0	-0.0095
"426"	"1219"	0	0	-0.0095
"427"	"122"	0	0	-0.0095
"428"	"123"	0	0	-0.0095
"429"	"1242"	0	0	-0.0095
"430"	"1254"	0	0	-0.0095
"431"	"1255"	0	0	-0.0095
"432"	"1269"	0	0	-0.0095
"433"	"1270"	0	0	-0.0095
"434"	"13"	0	0	-0.0095
"435"	"13,14-dihydro-15-oxo-lipoxin"	0	0	-0.0095
"436"	"13,14-dihydro-lipoxin"	0.274993922872869	0.254395043955819	-0.0226
"437"	"13,15-O-didesmethyl"	0.428334719613961	0.414318785471431	-0.017
"438"	"13,16,19-docosatrienoic"	0.270646824212577	0.259220738743297	-0.0161
"439"	"13-Docosenoyl"	0	0	-0.0095
"440"	"13-O-desmethyl"	0.454187310679916	0.441403890243137	-0.016
"441"	"134"	0	0	-0.0095
"442"	"13683"	0	0	-0.0095
"443"	"13684"	0	0	-0.0095
"444"	"138"	0	0	-0.0095
"445"	"1394"	0	0	-0.0095
"446"	"14"	0	0	-0.0095
"447"	"14-hydroxytetradecanoic"	0.388631297311952	0.372279043999437	-0.0189
"448"	"1404"	0	0	-0.0095
"449"	"1405"	0	0	-0.0095
"450"	"1425"	0	0	-0.0095
"451"	"1426"	0	0	-0.0095
"452"	"15"	0	0	-0.0095
"453"	"15-DMT"	0.454187310679916	0.441403890243137	-0.016
"454"	"15-Keto-Prostaglandin"	0.515588398038371	0.505271060624629	-0.0139
"455"	"15-dehydro-prostaglandin"	0.102373942430247	0.0702944833532692	-0.0317
"456"	"15-deoxy-prostaglandin"	0.326246398571451	0.307453670076654	-0.021
"457"	"15-epi-lipoxin"	0.314652872011284	0.293372255192179	-0.0228
"458"	"15-keto-prostaglandin"	0	0	-0.0095
"459"	"15-oxo-lipoxin"	0.346977689334575	0.319952286337571	-0.0267
"460"	"15-oxo-prostaglandin"	0	0	-0.0095
"461"	"150"	0	0	-0.0095
"462"	"151"	0	0	-0.0095
"463"	"1515"	0	0	-0.0095
"464"	"154"	0	0	-0.0095
"465"	"16"	0	0	-0.0095
"466"	"16-5-5"	0.267922576748237	0.253785690395573	-0.018
"467"	"16-hydroxyhexadecanoic"	0.449171303676678	0.434773567558302	-0.0172
"468"	"160"	0	0	-0.0095
"469"	"1618"	0	0	-0.0095
"470"	"164"	0	0	-0.0095
"471"	"1645"	0	0	-0.0095
"472"	"165"	0	0	-0.0095
"473"	"166"	0	0	-0.0095
"474"	"17"	0	0	-0.0095
"475"	"171"	0	0	-0.0095
"476"	"172"	0	0	-0.0095
"477"	"176"	0	0	-0.0095
"478"	"17alpha-hydroxypregnenolone"	0.326246398571451	0.307453670076654	-0.021
"479"	"18"	0	0	-0.0095
"480"	"182"	0	0	-0.0095
"481"	"1827"	0	0	-0.0095
"482"	"1828"	0	0	-0.0095
"483"	"185"	0	0	-0.0095
"484"	"186"	0	0	-0.0095
"485"	"1866"	0	0	-0.0095
"486"	"1867"	0	0	-0.0095
"487"	"19"	0	0	-0.0095
"488"	"192"	0	0	-0.0095
"489"	"196"	0	0	-0.0095
"490"	"2"	0.567576502812256	0.554958883412007	-0.0152
"491"	"2,3-Epoxy-Alpha-Tocopheryl"	0.131061809263481	0.0993743723506817	-0.0313
"492"	"2,3-dihydro-2-S-glutathionyl-3-hydroxy"	0	0	-0.0095
"493"	"2,4,7,10,13,16,19-Docosaheptenoyl"	0	0	-0.0095
"494"	"2,4,7,10,13,16-Docosahexenoyl"	0	0	-0.0095
"495"	"2,4,7,10,13-Hexadecapentaenoyl"	0	0	-0.0095
