nodeLabel	flow_class_1	flow_class_2	distance
AC005544.1	0	0	-2e-04
AC005550.3	0	0	-2e-04
AC005682.5	0	0	-2e-04
AC005740.5	0	0	-2e-04
AC005757.7	0	0	-2e-04
AC005841.1	0	0	-2e-04
AC005863.1	0	0	-2e-04
AC006035.1	0	0	-2e-04
AC006042.6	0	0	-2e-04
AC006070.12	0	0	-2e-04
AC006153.3	0	0	-2e-04
AC006159.4	0	0	-2e-04
AC006159.5	0	0	-2e-04
AC006322.1	0	0	-2e-04
AC006372.1	0	0	-2e-04
AC006377.1	0	0	-2e-04
AC006378.2	0	0	-2e-04
AC006435.1	0	0	-2e-04
AC006538.1	0	0	-2e-04
AC006960.7	0	0	-2e-04
AC007050.17	0	0	-2e-04
AC007096.1	0	0	-2e-04
AC007098.1	0	0	-2e-04
AC007099.2	0	0	-2e-04
AC007242.1	0	0	-2e-04
AC007333.1	0	0	-2e-04
AC007339.1	0	0	-2e-04
AC007349.7	0	0	-2e-04
AC007362.3	0	0	-2e-04
AC007365.2	0	0	-2e-04
AC007383.4	0	0	-2e-04
AC007401.2	0	0	-2e-04
AC007436.1	0	0	-2e-04
AC007450.1	0	0	-2e-04
AC007551.1	0	0	-2e-04
AC007556.3	0	0	-2e-04
AC007557.1	0	0	-2e-04
AC007557.2	0	0	-2e-04
AC007557.3	0	0	-2e-04
AC007557.4	0	0	-2e-04
AC007563.1	0	0	-2e-04
AC007563.5	0	0	-2e-04
AC007611.1	0	0	-2e-04
AC007620.3	0	0	-2e-04
AC007679.3	0	0	-2e-04
AC007750.5	0	0	-2e-04
AC008045.1	0	0	-2e-04
AC008073.9	0	0	-2e-04
AC008085.1	0	0	-2e-04
AC008154.4	0	0	-2e-04
AC008174.3	0	0	-2e-04
AC008271.1	0	0	-2e-04
AC008278.3	0	0	-2e-04
AC008394.1	0	0	-2e-04
AC008410.1	0	0	-2e-04
AC008581.1	0	0	-2e-04
AC008592.4	0	0	-2e-04
AC008625.1	0	0	-2e-04
AC008671.1	0	0	-2e-04
AC008694.3	0	0	-2e-04
AC008706.1	0	0	-2e-04
AC008836.1	0	0	-2e-04
AC008869.1	0	0	-2e-04
AC008937.2	0	0	-2e-04
AC008949.1	0	0	-2e-04
AC008984.5	0	0	-2e-04
AC008984.7	0	0	-2e-04
AC009009.1	0	0	-2e-04
AC009065.3	0	0	-2e-04
AC009095.4	0	0	-2e-04
AC009228.1	0	0	-2e-04
AC009299.2	0	0	-2e-04
AC009303.1	0	0	-2e-04
AC009305.1	0	0	-2e-04
AC009365.4	0	0	-2e-04
AC009473.1	0	0	-2e-04
AC009505.2	0	0	-2e-04
AC009542.2	0	0	-2e-04
AC009677.1	0	0	-2e-04
AC009950.2	0	0	-2e-04
AC009970.1	0	0	-2e-04
AC009997.1	0	0	-2e-04
AC010136.2	0	0	-2e-04
AC010209.1	0	0	-2e-04
AC010247.1	0	0	-2e-04
AC010295.1	0	0	-2e-04
AC010297.1	0	0	-2e-04
AC010327.2	0	0	-2e-04
AC010368.1	0	0	-2e-04
AC010368.2	0	0	-2e-04
AC010376.1	0	0	-2e-04
AC010458.1	0	0	-2e-04
AC010468.2	0	0	-2e-04
AC010492.4	0	0	-2e-04
AC010518.3	0	0	-2e-04
AC010536.1	0	0	-2e-04
AC010547.9	0	0	-2e-04
AC010609.1	0	0	-2e-04
AC010745.1	0	0	-2e-04
AC010754.1	0	0	-2e-04
AC010761.8	0	0	-2e-04
AC010907.2	0	0	-2e-04
AC010907.5	0	0	-2e-04
AC010930.1	0	0	-2e-04
AC010969.1	0	0	-2e-04
AC010974.3	0	0	-2e-04
AC010976.2	0	0	-2e-04
AC010999.1	0	0	-2e-04
AC011363.1	0	0	-2e-04
AC011407.1	0	0	-2e-04
AC011410.1	0	0	-2e-04
AC011453.1	0	0	-2e-04
AC011465.1	0	0	-2e-04
AC011526.1	0	0	-2e-04
AC011558.5	0	0	-2e-04
AC011625.1	0	0	-2e-04
AC011893.3	0	0	-2e-04
AC011899.9	0	0	-2e-04
AC012047.1	0	0	-2e-04
AC012150.1	0	0	-2e-04
AC012358.7	0	0	-2e-04
AC012358.8	0	0	-2e-04
AC012360.1	0	0	-2e-04
AC012360.6	0	0	-2e-04
AC012362.3	0	0	-2e-04
AC012363.4	0	0	-2e-04
AC012457.2	0	0	-2e-04
AC012485.2	0	0	-2e-04
AC012499.1	0	0	-2e-04
AC012501.2	0	0	-2e-04
AC012507.3	0	0	-2e-04
AC012507.4	0	0	-2e-04
AC012513.6	0	0	-2e-04
AC012613.2	0	0	-2e-04
AC013268.1	0	0	-2e-04
AC013283.1	0	0	-2e-04
AC013436.6	0	0	-2e-04
AC013444.2	0	0	-2e-04
AC013468.1	0	0	-2e-04
AC013480.2	0	0	-2e-04
AC013731.1	0	0	-2e-04
AC013751.1	0	0	-2e-04
AC015849.2	0	0	-2e-04
AC015923.1	0	0	-2e-04
AC015936.3	0	0	-2e-04
AC015977.6	0	0	-2e-04
AC015987.2	0	0	-2e-04
AC015989.1	0	0	-2e-04
AC015989.2	0	0	-2e-04
AC016194.1	0	0	-2e-04
AC016575.1	0	0	-2e-04
AC016644.1	0	0	-2e-04
AC016708.2	0	0	-2e-04
AC016712.1	0	0	-2e-04
AC016722.3	0	0	-2e-04
AC016738.3	0	0	-2e-04
AC016751.2	0	0	-2e-04
AC016751.3	0	0	-2e-04
AC016764.1	0	0	-2e-04
AC016894.1	0	0	-2e-04
AC017006.2	0	0	-2e-04
AC017006.3	0	0	-2e-04
AC017028.1	0	0	-2e-04
AC017076.5	0	0	-2e-04
AC017083.3	0	0	-2e-04
AC017084.1	0	0	-2e-04
AC017116.11	0	0	-2e-04
AC018450.1	0	0	-2e-04
AC018690.1	0	0	-2e-04
AC018705.5	0	0	-2e-04
AC018755.2	0	0	-2e-04
AC018816.3	0	0	-2e-04
AC018867.1	0	0	-2e-04
AC019048.1	0	0	-2e-04
AC019068.2	0	0	-2e-04
AC019100.3	0	0	-2e-04
AC019201.1	0	0	-2e-04
AC019349.5	0	0	-2e-04
AC020594.5	0	0	-2e-04
AC020626.1	0	0	-2e-04
AC020636.1	0	0	-2e-04
AC020743.2	0	0	-2e-04
AC020900.1	0	0	-2e-04
AC020907.1	0	0	-2e-04
AC020956.3	0	0	-2e-04
AC021078.1	0	0	-2e-04
AC021106.1	0	0	-2e-04
AC021818.1	0	0	-2e-04
AC022021.1	0	0	-2e-04
AC022173.2	0	0	-2e-04
AC022201.4	0	0	-2e-04
AC022431.2	0	0	-2e-04
AC022498.1	0	0	-2e-04
AC022532.1	0	0	-2e-04
AC023050.1	0	0	-2e-04
AC023469.1	0	0	-2e-04
AC023481.1	0	0	-2e-04
AC023513.1	0	0	-2e-04
AC023590.1	0	0	-2e-04
AC023593.1	0	0	-2e-04
AC023818.1	0	0	-2e-04
AC024158.1	0	0	-2e-04
AC024580.1	0	0	-2e-04
AC025016.1	0	0	-2e-04
AC025470.1	0	0	-2e-04
AC025594.1	0	0	-2e-04
AC025918.2	0	0	-2e-04
AC026366.1	0	0	-2e-04
AC026703.1	0	0	-2e-04
AC027281.1	0	0	-2e-04
AC027307.1	0	0	-2e-04
AC027307.2	0	0	-2e-04
AC027807.1	0	0	-2e-04
AC034205.1	0	0	-2e-04
AC034228.3	0	0	-2e-04
AC034236.1	0	0	-2e-04
AC034236.2	0	0	-2e-04
AC036178.1	0	0	-2e-04
AC037199.1	0	0	-2e-04
AC040162.1	0	0	-2e-04
AC051649.1	0	0	-2e-04
AC051649.6	0	0	-2e-04
AC053503.6	0	0	-2e-04
AC063976.3	0	0	-2e-04
AC064871.3	0	0	-2e-04
AC064874.1	0	0	-2e-04
AC068039.4	0	0	-2e-04
AC068058.1	0	0	-2e-04
AC068506.1	0	0	-2e-04
AC068570.1	0	0	-2e-04
AC069067.1	0	0	-2e-04
AC069257.8	0	0	-2e-04
AC069286.1	0	0	-2e-04
AC069287.1	0	0	-2e-04
AC069294.1	0	0	-2e-04
AC069363.1	0	0	-2e-04
AC073115.6	0	0	-2e-04
AC073130.1	0	0	-2e-04
AC073130.3	0	0	-2e-04
AC073255.1	0	0	-2e-04
AC073283.7	0	0	-2e-04
AC073342.1	0	0	-2e-04
AC073342.12	0	0	-2e-04
AC073343.1	0	0	-2e-04
AC073508.1	0	0	-2e-04
AC073610.5	0	0	-2e-04
AC073957.15	0	0	-2e-04
AC074011.2	0	0	-2e-04
AC074212.3	0	0	-2e-04
AC074323.1	0	0	-2e-04
AC074366.3	0	0	-2e-04
AC074389.6	0	0	-2e-04
AC074389.7	0	0	-2e-04
AC078785.1	0	0	-2e-04
AC078819.1	0	0	-2e-04
AC078855.1	0	0	-2e-04
AC079117.1	0	0	-2e-04
AC079235.1	0	0	-2e-04
AC079325.5	0	0	-2e-04
AC079354.1	0	0	-2e-04
AC079354.3	0	0	-2e-04
AC079467.1	0	0	-2e-04
AC079602.1	0	0	-2e-04
AC079603.1	0	0	-2e-04
AC079612.1	0	0	-2e-04
AC079753.1	0	0	-2e-04
AC079779.4	0	0	-2e-04
AC080032.1	0	0	-2e-04
AC080037.1	0	0	-2e-04
AC083829.1	0	0	-2e-04
AC083843.1	0	0	-2e-04
AC083939.1	0	0	-2e-04
AC084368.1	0	0	-2e-04
AC087069.1	0	0	-2e-04
AC087650.1	0	0	-2e-04
AC090099.2	0	0	-2e-04
AC090324.1	0	0	-2e-04
AC090420.1	0	0	-2e-04
AC090617.1	0	0	-2e-04
AC090627.1	0	0	-2e-04
AC090644.1	0	0	-2e-04
AC090666.1	0	0	-2e-04
AC090696.2	0	0	-2e-04
AC090825.2	0	0	-2e-04
AC090841.1	0	0	-2e-04
AC090952.5	0	0	-2e-04
AC090957.2	0	0	-2e-04
AC091132.2	0	0	-2e-04
AC091177.1	0	0	-2e-04
AC091178.1	0	0	-2e-04
AC091643.1	0	0	-2e-04
AC091697.1	0	0	-2e-04
AC091705.2	0	0	-2e-04
AC091729.7	0	0	-2e-04
AC091736.1	0	0	-2e-04
AC091801.1	0	0	-2e-04
AC091814.3	0	0	-2e-04
AC091948.1	0	0	-2e-04
AC092017.1	0	0	-2e-04
AC092038.1	0	0	-2e-04
AC092048.1	0	0	-2e-04
AC092143.1	0	0	-2e-04
AC092155.4	0	0	-2e-04
AC092159.3	0	0	-2e-04
AC092171.4	0	0	-2e-04
AC092265.1	0	0	-2e-04
AC092535.3	0	0	-2e-04
AC092597.3	0	0	-2e-04
AC092675.1	0	0	-2e-04
AC092675.3	0	0	-2e-04
AC092687.4	0	0	-2e-04
AC092687.5	0	0	-2e-04
AC092756.1	0	0	-2e-04
AC092757.1	0	0	-2e-04
AC092811.1	0	0	-2e-04
AC092839.3	0	0	-2e-04
AC092839.4	0	0	-2e-04
AC092841.1	0	0	-2e-04
AC092846.1	0	0	-2e-04
AC092958.1	0	0	-2e-04
AC092964.1	0	0	-2e-04
AC092965.1	0	0	-2e-04
AC093004.1	0	0	-2e-04
AC093110.3	0	0	-2e-04
AC093267.1	0	0	-2e-04
AC093323.1	0	0	-2e-04
AC093585.6	0	0	-2e-04
AC093690.1	0	0	-2e-04
AC093700.1	0	0	-2e-04
AC093732.1	0	0	-2e-04
AC093734.1	0	0	-2e-04
AC093802.1	0	0	-2e-04
AC093865.1	0	0	-2e-04
AC095030.1	0	0	-2e-04
AC096558.1	0	0	-2e-04
AC096633.1	0	0	-2e-04
AC096643.1	0	0	-2e-04
AC096645.1	0	0	-2e-04
AC096649.4	0	0	-2e-04
AC096664.3	0	0	-2e-04
AC096677.1	0	0	-2e-04
AC096971.1	0	0	-2e-04
AC097015.1	0	0	-2e-04
AC097359.2	0	0	-2e-04
AC097372.1	0	0	-2e-04
AC097461.4	0	0	-2e-04
AC097495.2	0	0	-2e-04
AC097635.4	0	0	-2e-04
AC097635.5	0	0	-2e-04
AC097724.3	0	0	-2e-04
AC098617.1	0	0	-2e-04
AC098680.1	0	0	-2e-04
AC098820.4	0	0	-2e-04
AC098872.3	0	0	-2e-04
AC099339.1	0	0	-2e-04
AC099535.1	0	0	-2e-04
AC099552.4	0	0	-2e-04
AC099757.1	0	0	-2e-04
AC099805.1	0	0	-2e-04
AC100830.4	0	0	-2e-04
AC100830.5	0	0	-2e-04
AC100832.1	0	0	-2e-04
AC103563.9	0	0	-2e-04
AC103686.1	0	0	-2e-04
AC103828.1	0	0	-2e-04
AC104012.1	0	0	-2e-04
AC104113.3	0	0	-2e-04
AC104134.2	0	0	-2e-04
AC104389.28	0	0	-2e-04
AC104417.1	0	0	-2e-04
AC104434.1	0	0	-2e-04
AC104457.1	0	0	-2e-04
AC104623.2	0	0	-2e-04
AC104655.2	0	0	-2e-04
AC104667.3	0	0	-2e-04
AC104695.4	0	0	-2e-04
AC104781.1	0	0	-2e-04
AC104794.4	0	0	-2e-04
AC104802.1	0	0	-2e-04
AC104809.4	0	0	-2e-04
AC104843.3	0	0	-2e-04
AC105020.1	0	0	-2e-04
AC105053.3	0	0	-2e-04
AC105105.1	0	0	-2e-04
AC105316.1	0	0	-2e-04
AC105398.3	0	0	-2e-04
AC105461.1	0	0	-2e-04
AC105760.3	0	0	-2e-04
AC105941.1	0	0	-2e-04
AC106732.1	0	0	-2e-04
AC106775.1	0	0	-2e-04
AC106801.1	0	0	-2e-04
AC106870.1	0	0	-2e-04
AC106873.4	0	0	-2e-04
AC107020.1	0	0	-2e-04
AC107021.1	0	0	-2e-04
AC107068.1	0	0	-2e-04
AC107081.5	0	0	-2e-04
AC107993.1	0	0	-2e-04
AC108448.3	0	0	-2e-04
AC108676.1	0	0	-2e-04
AC108721.1	0	0	-2e-04
AC108721.2	0	0	-2e-04
AC108861.1	0	0	-2e-04
AC108867.1	0	0	-2e-04
AC109309.4	0	0	-2e-04
AC109335.1	0	0	-2e-04
AC109828.1	0	0	-2e-04
AC110611.1	0	0	-2e-04
AC110769.1	0	0	-2e-04
AC110781.3	0	0	-2e-04
AC112198.2	0	0	-2e-04
AC112219.1	0	0	-2e-04
AC112249.1	0	0	-2e-04
AC112504.1	0	0	-2e-04
AC112693.1	0	0	-2e-04
AC112721.1	0	0	-2e-04
AC113189.5	0	0	-2e-04
AC114491.1	0	0	-2e-04
AC114730.11	0	0	-2e-04
AC114730.7	0	0	-2e-04
AC114730.8	0	0	-2e-04
AC114788.1	0	0	-2e-04
AC114803.3	0	0	-2e-04
AC114812.8	0	0	-2e-04
AC116038.1	0	0	-2e-04
AC116345.1	0	0	-2e-04
AC117401.1	0	0	-2e-04
AC117834.1	0	0	-2e-04
AC120194.1	0	0	-2e-04
AC121336.1	0	0	-2e-04
AC122136.1	0	0	-2e-04
AC124309.1	0	0	-2e-04
AC124853.1	0	0	-2e-04
AC124890.1	0	0	-2e-04
AC126614.1	0	0	-2e-04
AC127496.1	0	0	-2e-04
AC130462.1	0	0	-2e-04
AC130689.5	0	0	-2e-04
AC131025.8	0	0	-2e-04
AC131160.1	0	0	-2e-04
AC132068.1	0	0	-2e-04
AC132186.1	0	0	-2e-04
AC132216.1	0	0	-2e-04
AC132803.1	0	0	-2e-04
AC133106.2	0	0	-2e-04
AC134698.1	0	0	-2e-04
AC135048.1	0	0	-2e-04
AC135050.5	0	0	-2e-04
AC135178.1	0	0	-2e-04
AC135178.7	0	0	-2e-04
AC136188.1	0	0	-2e-04
AC138123.1	0	0	-2e-04
AC138123.2	0	0	-2e-04
AC138430.4	0	0	-2e-04
AC139887.4	0	0	-2e-04
AC139931.1	0	0	-2e-04
AC142293.3	0	0	-2e-04
AC144450.1	0	0	-2e-04
AC145123.2	0	0	-2e-04
AC147651.2	0	0	-2e-04
ACA59	0	0	-2e-04
ACAP3	0	0	-2e-04
ACCSL	0	0	-2e-04
ACN9	0	0	-2e-04
ACOXL	0	0	-2e-04
ACPL2	0	0	-2e-04
ACPP	0	0	-2e-04
ACPT	0	0	-2e-04
ACRBP	0	0	-2e-04
ACTA2-AS1	0	0	-2e-04
ACTL7A	0	0	-2e-04
ACTL7B	0	0	-2e-04
ACTL9	0	0	-2e-04
ACTRT2	0	0	-2e-04
ADAM33	0	0	-2e-04
ADAM7	0	0	-2e-04
ADAMDEC1	0	0	-2e-04
ADAMTS10	0	0	-2e-04
ADAMTS9-AS1	0	0	-2e-04
ADCK3	0	0	-2e-04
ADCK4	0	0	-2e-04
ADIPOQ-AS1	0	0	-2e-04
ADORA2A-AS1	0	0	-2e-04
ADPRHL1	0	0	-2e-04
ADSS1	0	0	-2e-04
ADSS2	0	0	-2e-04
AE000658.27	0	0	-2e-04
AF124730.4	0	0	-2e-04
AF127577.11	0	0	-2e-04
AF127577.8	0	0	-2e-04
AF129075.5	0	0	-2e-04
AF131215.3	0	0	-2e-04
AF131215.4	0	0	-2e-04
AF131215.5	0	0	-2e-04
AF131215.6	0	0	-2e-04
AF165138.7	0	0	-2e-04
AF178030.2	0	0	-2e-04
AF213884.3	0	0	-2e-04
AF230666.2	0	0	-2e-04
AGAP2-AS1	0	0	-2e-04
AGAP7	0	0	-2e-04
AGMO	0	0	-2e-04
AGPAT6	0	0	-2e-04
AIFM3	0	0	-2e-04
AIM1L	0	0	-2e-04
AKR1B1P6	0	0	-2e-04
AKR1C6P	0	0	-2e-04
AKR1D1P1	0	0	-2e-04
AL021398.1	0	0	-2e-04
AL022314.1	0	0	-2e-04
AL022476.2	0	0	-2e-04
AL031594.1	0	0	-2e-04
AL031655.1	0	0	-2e-04
AL031655.2	0	0	-2e-04
AL034449.1	0	0	-2e-04
AL035045.1	0	0	-2e-04
AL035106.1	0	0	-2e-04
AL049647.1	0	0	-2e-04
AL049798.1	0	0	-2e-04
AL078585.1	0	0	-2e-04
AL079342.1	0	0	-2e-04
AL109761.5	0	0	-2e-04
AL109763.1	0	0	-2e-04
AL109843.1	0	0	-2e-04
AL109947.2	0	0	-2e-04
AL117190.1	0	0	-2e-04
AL117209.1	0	0	-2e-04
AL117333.1	0	0	-2e-04
AL117380.1	0	0	-2e-04
AL118506.1	0	0	-2e-04
AL121584.1	0	0	-2e-04
AL121588.1	0	0	-2e-04
AL121652.1	0	0	-2e-04
AL121652.2	0	0	-2e-04
AL121819.1	0	0	-2e-04
AL121901.1	0	0	-2e-04
AL121914.1	0	0	-2e-04
AL121952.1	0	0	-2e-04
AL121963.1	0	0	-2e-04
AL121988.1	0	0	-2e-04
AL122015.1	0	0	-2e-04
AL132709.2	0	0	-2e-04
AL132709.5	0	0	-2e-04
AL132709.8	0	0	-2e-04
AL132819.1	0	0	-2e-04
AL133232.1	0	0	-2e-04
AL136115.1	0	0	-2e-04
AL136160.1	0	0	-2e-04
AL136218.1	0	0	-2e-04
AL136531.1	0	0	-2e-04
AL136987.1	0	0	-2e-04
AL137019.1	0	0	-2e-04
AL137024.1	0	0	-2e-04
AL137118.1	0	0	-2e-04
AL138706.1	0	0	-2e-04
AL138837.1	0	0	-2e-04
AL138919.1	0	0	-2e-04
AL138930.1	0	0	-2e-04
AL138963.1	0	0	-2e-04
AL139147.1	0	0	-2e-04
AL139318.1	0	0	-2e-04
AL139429.1	0	0	-2e-04
AL139815.1	0	0	-2e-04
AL157392.1	0	0	-2e-04
AL157702.1	0	0	-2e-04
AL157788.1	0	0	-2e-04
AL157871.1	0	0	-2e-04
AL157904.1	0	0	-2e-04
AL158147.1	0	0	-2e-04
AL158151.1	0	0	-2e-04
AL158155.1	0	0	-2e-04
AL159977.1	0	0	-2e-04
AL160037.1	0	0	-2e-04
AL160279.1	0	0	-2e-04
AL161652.1	0	0	-2e-04
AL161740.1	0	0	-2e-04
AL161790.1	0	0	-2e-04
AL162151.4	0	0	-2e-04
AL162407.1	0	0	-2e-04
AL162419.1	0	0	-2e-04
AL162430.1	0	0	-2e-04
AL162430.2	0	0	-2e-04
AL162431.1	0	0	-2e-04
AL162511.1	0	0	-2e-04
AL162590.1	0	0	-2e-04
AL162614.1	0	0	-2e-04
AL163952.2	0	0	-2e-04
AL353141.1	0	0	-2e-04
AL353147.1	0	0	-2e-04
AL353354.1	0	0	-2e-04
AL353354.2	0	0	-2e-04
AL353898.1	0	0	-2e-04
AL354898.1	0	0	-2e-04
AL354984.3	0	0	-2e-04
AL355512.1	0	0	-2e-04
AL356019.1	0	0	-2e-04
AL356310.1	0	0	-2e-04
AL356458.1	0	0	-2e-04
AL356479.1	0	0	-2e-04
AL356739.1	0	0	-2e-04
AL356741.1	0	0	-2e-04
AL357060.1	0	0	-2e-04
AL357519.1	0	0	-2e-04
AL357673.1	0	0	-2e-04
AL358333.1	0	0	-2e-04
AL359091.1	0	0	-2e-04
AL359218.1	0	0	-2e-04
AL359253.1	0	0	-2e-04
AL359709.1	0	0	-2e-04
AL359815.1	0	0	-2e-04
AL359836.1	0	0	-2e-04
AL359853.1	0	0	-2e-04
AL359983.1	0	0	-2e-04
AL365202.1	0	0	-2e-04
AL365361.1	0	0	-2e-04
AL390071.1	0	0	-2e-04
AL390240.1	0	0	-2e-04
AL390776.1	0	0	-2e-04
AL391056.1	0	0	-2e-04
AL391152.1	0	0	-2e-04
AL391261.1	0	0	-2e-04
AL391384.1	0	0	-2e-04
AL391421.1	0	0	-2e-04
AL391559.1	0	0	-2e-04
AL445204.1	0	0	-2e-04
AL449083.1	0	0	-2e-04
AL450226.2	0	0	-2e-04
AL450307.1	0	0	-2e-04
AL451051.1	0	0	-2e-04
AL512290.1	0	0	-2e-04
AL512635.1	0	0	-2e-04
AL512640.1	0	0	-2e-04
AL589642.1	0	0	-2e-04
AL589765.1	0	0	-2e-04
AL590403.1	0	0	-2e-04
AL590431.1	0	0	-2e-04
AL590787.1	0	0	-2e-04
AL590822.2	0	0	-2e-04
AL591025.1	0	0	-2e-04
AL591034.1	0	0	-2e-04
AL591704.7	0	0	-2e-04
AL592063.1	0	0	-2e-04
AL592528.1	0	0	-2e-04
AL596330.1	0	0	-2e-04
AL611946.1	0	0	-2e-04
AL627171.1	0	0	-2e-04
AL645859.1	0	0	-2e-04
AL645941.1	0	0	-2e-04
AL669914.1	0	0	-2e-04
AL731561.2	0	0	-2e-04
AL731568.1	0	0	-2e-04
AL773602.1	0	0	-2e-04
AL807752.1	0	0	-2e-04
AL928654.1	0	0	-2e-04
ALDOAP1	0	0	-2e-04
ALKBH3-AS1	0	0	-2e-04
ALKBH7	0	0	-2e-04
ALPK2	0	0	-2e-04
ALPPL2	0	0	-2e-04
ALS2CR11	0	0	-2e-04
ALS2CR12	0	0	-2e-04
AMICA1	0	0	-2e-04
AMMECR1L	0	0	-2e-04
AMZ1	0	0	-2e-04
ANGEL1	0	0	-2e-04
ANGPTL6	0	0	-2e-04
ANKDD1A	0	0	-2e-04
ANKHD1-EIF4EBP3	0	0	-2e-04
ANKRD33B-AS1	0	0	-2e-04
ANKRD34B	0	0	-2e-04
ANKRD36BP1	0	0	-2e-04
ANKRD55	0	0	-2e-04
ANKRD61	0	0	-2e-04
ANKUB1	0	0	-2e-04
ANO1-AS1	0	0	-2e-04
ANXA13	0	0	-2e-04
AP000266.7	0	0	-2e-04
AP000281.1	0	0	-2e-04
AP000281.2	0	0	-2e-04
AP000290.7	0	0	-2e-04
AP000295.9	0	0	-2e-04
AP000302.58	0	0	-2e-04
AP000304.12	0	0	-2e-04
AP000322.53	0	0	-2e-04
AP000345.2	0	0	-2e-04
AP000347.2	0	0	-2e-04
AP000428.1	0	0	-2e-04
AP000438.2	0	0	-2e-04
AP000593.7	0	0	-2e-04
