	tf	target	confidence	mor
162	BHLHE23	NEBL	E	1
163	BHLHE23	ZNF678	E	1
164	BHLHE41	DDIT4L	E	-1
165	BHLHE41	PDE5A	E	-1
166	BHLHE41	PPP1R3C	E	-1
167	BNC1	EVPL	E	1
168	BNC1	FRAS1	E	1
169	BNC1	ITLN1	E	1
170	BNC1	NDFIP2	E	1
171	BNC1	WT1	E	1
172	BNC2	BMP3	E	1
173	BNC2	CHRDL1	E	1
174	BNC2	CNRIP1	E	1
175	BNC2	DDIT4L	E	1
176	BNC2	FAM171B	E	1
177	BNC2	FNDC1	E	1
178	BNC2	HHIPL1	E	1
179	BNC2	KIAA1755	E	1
180	BNC2	KLHL4	E	1
181	BNC2	LUM	E	1
182	BNC2	PCDH10	E	1
183	BNC2	PDE5A	E	1
184	BNC2	RBM24	E	1
185	BNC2	SFRP2	E	1
186	BNC2	SMAD9	E	1
187	BNC2	SSC5D	E	1
188	BNC2	SVEP1	E	1
189	BRF2	GRIN1	D	1
190	BRF2	PPP1R3C	D	1
191	BRF2	ZFP30	D	1
192	BSX	COL28A1	E	1
193	BSX	HLA-DQA2	E	1
194	BSX	LRRC2	E	1
195	BSX	PCDH15	E	1
196	BSX	SLC18A1	E	1
197	CASZ1	EVPL	E	1
198	CASZ1	STOX2	E	1
199	CBX2	CPM	D	1
200	CBX2	FZD3	D	1
201	CBX2	KIAA1217	D	1
202	CBX2	PCSK6	D	1
203	CBX2	SMAD9	D	1
204	CBX2	TMEFF2	D	1
205	CBX2	TNFRSF11A	D	1
206	CDC5L	NDFIP2	E	1
207	CEBPA	EPX	A	1
208	CEBPA	VLDLR	A	1
209	CEBPE	CTSG	D	1
210	CEBPE	G6PC	D	1
211	CEBPG	WDR64	C	1
212	CREB1	CYP11A1	A	1
213	CREB1	G6PC	A	1
214	CREB3	NEBL	C	1
215	CREB3L2	ENPEP	E	1
216	CREB3L2	FGF2	E	1
217	CREB3L2	JPH1	E	1
218	CREB3L2	SMC1B	E	1
219	CREB3L3	G6PC	E	1
220	CREB3L3	PGA3	E	1
221	CREB3L3	SLC25A47	E	1
222	CREB3L3	VIL1	E	1
223	CREB3L4	ARHGEF38	E	1
224	CREB3L4	CCDC74B	E	1
225	CREB3L4	CUX2	E	1
226	CREB3L4	GRIN1	E	1
227	CREBL2	FAM13C	E	1
228	CREBL2	FAM171B	E	1
229	CREBL2	NKD2	E	1
230	CREBL2	PRKAR2B	E	1
231	CRX	GPR85	E	1
232	CRX	NXF2	E	1
233	CRX	PCDH15	E	1
234	CRX	TMC1	E	1
235	CSRNP1	PIK3R3	E	1
236	CSRNP3	C3orf80	E	1
237	CSRNP3	FAM13C	E	1
238	CSRNP3	FAM171B	E	1
239	CSRNP3	KCNJ3	E	1
240	CSRNP3	LUM	E	1
241	CSRNP3	PDE5A	E	1
242	CSRNP3	TENM4	E	1
243	CSRNP3	TMEM130	E	1
244	CSRNP3	ZNF737	E	1
245	CTCF	CT45A5	A	1
246	CTCF	EPX	A	1
247	CTCF	SLC6A4	A	1
248	CTCF	WT1	A	1
249	CUX1	KIAA1217	C	1
250	CUX2	A1BG	E	1
251	CUX2	AATF	E	1
252	CUX2	ABCB8	E	1
253	CUX2	ABCC5	E	1
254	CUX2	ABCC8	E	1
255	CUX2	ABCD4	E	1
256	CUX2	ABI1	E	1
257	CUX2	ABLIM1	E	1
258	CUX2	ACAA1	E	1
259	CUX2	ACOT9	E	1
260	CUX2	ACSS3	E	1
261	CUX2	ADAM21	E	1
262	CUX2	ADGRG7	E	1
263	CUX2	ADIG	E	1
264	CUX2	AGTPBP1	E	1
265	CUX2	AIP	E	1
266	CUX2	AKAP7	E	1
267	CUX2	AKR1C3	E	1
268	CUX2	ALCAM	E	1
269	CUX2	ALDH1A1	E	1
270	CUX2	ALOX15B	E	1
271	CUX2	AMELY	E	1
272	CUX2	ANK2	E	1
273	CUX2	ANKDD1B	E	1
274	CUX2	AP3M2	E	1
275	CUX2	APLF	E	1
276	CUX2	APOBEC1	E	1
277	CUX2	ARFGEF1	E	1
278	CUX2	ARHGAP29	E	1
279	CUX2	ARHGEF28	E	1
280	CUX2	ARID5B	E	1
281	CUX2	ARMT1	E	1
282	CUX2	ARNTL	E	1
283	CUX2	ARRDC3	E	1
284	CUX2	ATF1	E	1
285	CUX2	ATMIN	E	1
286	CUX2	ATP10B	E	1
287	CUX2	ATP11C	E	1
288	CUX2	ATP2B4	E	1
289	CUX2	ATP6V1H	E	1
290	CUX2	AXDND1	E	1
291	CUX2	BLCAP	E	1
292	CUX2	BNIP2	E	1
293	CUX2	BPIFA2	E	1
294	CUX2	BPIFB1	E	1
295	CUX2	BRCA1	E	1
296	CUX2	BTN3A2	E	1
297	CUX2	C11orf71	E	1
298	CUX2	C16orf89	E	1
299	CUX2	C4orf47	E	1
300	CUX2	C6orf62	E	1
301	CUX2	C6orf89	E	1
302	CUX2	C8A	E	1
303	CUX2	CA1	E	1
304	CUX2	CAMK2B	E	1
305	CUX2	CAP2	E	1
306	CUX2	CARD8	E	1
307	CUX2	CARF	E	1
308	CUX2	CAV1	E	1
309	CUX2	CAV2	E	1
310	CUX2	CBX5	E	1
311	CUX2	CCDC30	E	1
312	CUX2	CCDC7	E	1
313	CUX2	CCL20	E	1
314	CUX2	CCL28	E	1
315	CUX2	CCNB3	E	1
316	CUX2	CCNL2	E	1
317	CUX2	CCNY	E	1
318	CUX2	CCRL2	E	1
319	CUX2	CD36	E	1
320	CUX2	CD69	E	1
321	CUX2	CD84	E	1
322	CUX2	CDCA5	E	1
323	CUX2	CDH26	E	1
324	CUX2	CDH9	E	1
325	CUX2	CDHR2	E	1
326	CUX2	CDK17	E	1
327	CUX2	CDK5R2	E	1
328	CUX2	CDK5RAP1	E	1
329	CUX2	CEACAM21	E	1
330	CUX2	CEBPG	E	1
331	CUX2	CECR2	E	1
332	CUX2	CELF3	E	1
333	CUX2	CEP170	E	1
334	CUX2	CFLAR	E	1
335	CUX2	CHRNA2	E	1
336	CUX2	CHST5	E	1
337	CUX2	CNTNAP2	E	1
338	CUX2	COA1	E	1
339	CUX2	COA4	E	1
340	CUX2	COL23A1	E	1
341	CUX2	COLQ	E	1
342	CUX2	COX15	E	1
343	CUX2	CPEB4	E	1
344	CUX2	CR2	E	1
345	CUX2	CREB3L4	E	1
346	CUX2	CRISP3	E	1
347	CUX2	CRYBB3	E	1
348	CUX2	CRYL1	E	1
349	CUX2	CTNNA2	E	1
350	CUX2	CTSV	E	1
351	CUX2	CTXN3	E	1
352	CUX2	CYFIP2	E	1
353	CUX2	CYP20A1	E	1
354	CUX2	DEFB108B	E	1
355	CUX2	DEFB112	E	1
356	CUX2	DEGS2	E	1
357	CUX2	DEPDC1B	E	1
358	CUX2	DEPTOR	E	1
359	CUX2	DHRS9	E	1
360	CUX2	DIP2B	E	1
361	CUX2	DNAJC5B	E	1
362	CUX2	DND1	E	1
363	CUX2	DNM3	E	1
364	CUX2	DOCK4	E	1
365	CUX2	DPYS	E	1
366	CUX2	EFCAB12	E	1
367	CUX2	EGFR	E	1
368	CUX2	EML5	E	1
369	CUX2	ESF1	E	1
370	CUX2	ESRRB	E	1
371	CUX2	ETV4	E	1
372	CUX2	EXOC4	E	1
373	CUX2	EZH1	E	1
374	CUX2	FADS1	E	1
375	CUX2	FAM13C	E	1
376	CUX2	FAM160B2	E	1
377	CUX2	FAM163A	E	1
378	CUX2	FAM171B	E	1
379	CUX2	FAM174B	E	1
380	CUX2	FAM193A	E	1
381	CUX2	FAM217B	E	1
382	CUX2	FANCL	E	1
383	CUX2	FASTKD1	E	1
384	CUX2	FBXO11	E	1
385	CUX2	FBXW4	E	1
386	CUX2	FBXW7	E	1
387	CUX2	FCRL2	E	1
388	CUX2	FCRL5	E	1
389	CUX2	FDCSP	E	1
390	CUX2	FN3K	E	1
391	CUX2	FNBP4	E	1
392	CUX2	FNDC7	E	1
393	CUX2	FOXA1	E	1
394	CUX2	FOXP2	E	1
395	CUX2	FRMD3	E	1
396	CUX2	GABRA3	E	1
397	CUX2	GAL	E	1
398	CUX2	GCG	E	1
399	CUX2	GCOM1	E	1
400	CUX2	GK5	E	1
401	CUX2	GLDC	E	1
402	CUX2	GMDS	E	1
403	CUX2	GNB5	E	1
404	CUX2	GNG3	E	1
405	CUX2	GNMT	E	1
406	CUX2	GPBP1	E	1
407	CUX2	GRIN1	E	1
408	CUX2	GYG2	E	1
409	CUX2	H2BC11	E	1
410	CUX2	H3C11	E	1
411	CUX2	H3C13	E	1
412	CUX2	H4C12	E	1
413	CUX2	HCN4	E	1
414	CUX2	HEATR4	E	1
415	CUX2	HECTD4	E	1
416	CUX2	HEY1	E	1
417	CUX2	HK2	E	1
418	CUX2	HKDC1	E	1
419	CUX2	HLA-DRB1	E	1
420	CUX2	HLA-DRB5	E	1
421	CUX2	HMGN1	E	1
422	CUX2	HOMER2	E	1
423	CUX2	HOXB7	E	1
424	CUX2	HRG	E	1
425	CUX2	HS6ST3	E	1
426	CUX2	IBTK	E	1
427	CUX2	ICA1	E	1
428	CUX2	IDI2	E	1
429	CUX2	IFNLR1	E	1
430	CUX2	IKZF2	E	1
431	CUX2	IL22	E	1
432	CUX2	IL2RA	E	1
433	CUX2	IL31RA	E	1
434	CUX2	IL34	E	1
435	CUX2	ILF3	E	1
436	CUX2	INA	E	1
437	CUX2	ITIH1	E	1
438	CUX2	ITPR1	E	1
439	CUX2	JADE1	E	1
440	CUX2	JAGN1	E	1
441	CUX2	KANSL3	E	1
442	CUX2	KBTBD12	E	1
443	CUX2	KCNAB2	E	1
444	CUX2	KCNC2	E	1
445	CUX2	KCNH6	E	1
446	CUX2	KCNQ2	E	1
447	CUX2	KIAA1109	E	1
448	CUX2	KIAA1217	E	1
449	CUX2	KIF14	E	1
450	CUX2	KIF1A	E	1
451	CUX2	KIF21A	E	1
452	CUX2	KIFAP3	E	1
453	CUX2	KLHL25	E	1
454	CUX2	KLHL3	E	1
455	CUX2	KLK2	E	1
456	CUX2	KLK3	E	1
457	CUX2	KLRK1	E	1
458	CUX2	KRT26	E	1
459	CUX2	KRTAP1-4	E	1
460	CUX2	LAPTM4B	E	1
461	CUX2	LDAH	E	1
462	CUX2	LHX2	E	1
463	CUX2	LIN28B	E	1
464	CUX2	LINGO2	E	1
465	CUX2	LORICRIN	E	1
466	CUX2	LPO	E	1
467	CUX2	LRRTM3	E	1
468	CUX2	LSM6	E	1
469	CUX2	LY86	E	1
470	CUX2	LYZL4	E	1
471	CUX2	LZTFL1	E	1
472	CUX2	M1AP	E	1
473	CUX2	MAGOHB	E	1
474	CUX2	MAP7	E	1
475	CUX2	MARCHF7	E	1
476	CUX2	MAST3	E	1
477	CUX2	MBD3L3	E	1
478	CUX2	MBD3L4	E	1
479	CUX2	MBD3L5	E	1
480	CUX2	MDS2	E	1
481	CUX2	MEIOC	E	1
482	CUX2	MGAT5B	E	1
483	CUX2	MIA2	E	1
484	CUX2	MID1	E	1
485	CUX2	MINDY4	E	1
486	CUX2	MNS1	E	1
487	CUX2	MOGAT1	E	1
488	CUX2	MON1B	E	1
489	CUX2	MRPL41	E	1
490	CUX2	MRPL42	E	1
491	CUX2	MRTFB	E	1
492	CUX2	MS4A12	E	1
493	CUX2	MTAP	E	1
494	CUX2	MTRNR2L1	E	1
495	CUX2	MTRNR2L12	E	1
496	CUX2	MTRNR2L3	E	1
497	CUX2	MTRNR2L8	E	1
498	CUX2	MVB12B	E	1
499	CUX2	MX2	E	1
500	CUX2	MYD88	E	1
501	CUX2	MYH13	E	1
502	CUX2	NABP1	E	1
503	CUX2	NBPF10	E	1
504	CUX2	NBPF11	E	1
505	CUX2	NBPF14	E	1
506	CUX2	NBPF20	E	1
507	CUX2	NCOA1	E	1
508	CUX2	NEFL	E	1
509	CUX2	NETO2	E	1
510	CUX2	NF1	E	1
511	CUX2	NHLH2	E	1
512	CUX2	NLGN4Y	E	1
513	CUX2	NLN	E	1
514	CUX2	NLRP11	E	1
515	CUX2	NLRP4	E	1
516	CUX2	NMBR	E	1
517	CUX2	NMD3	E	1
518	CUX2	NOL11	E	1
519	CUX2	NOL4	E	1
520	CUX2	NOMO1	E	1
521	CUX2	NOMO2	E	1
522	CUX2	NOMO3	E	1
523	CUX2	NPAS1	E	1
524	CUX2	NPHP4	E	1
525	CUX2	NRCAM	E	1
526	CUX2	NTAN1	E	1
527	CUX2	OR10V1	E	1
528	CUX2	OR13D1	E	1
529	CUX2	OR2AT4	E	1
530	CUX2	OR2C3	E	1
531	CUX2	OR2T1	E	1
532	CUX2	OR2T8	E	1
533	CUX2	OR56A5	E	1
534	CUX2	OR5AP2	E	1
535	CUX2	OR5F1	E	1
536	CUX2	OR6K2	E	1
537	CUX2	OR8K3	E	1
538	CUX2	OSBPL10	E	1
539	CUX2	OTOGL	E	1
540	CUX2	OXTR	E	1
541	CUX2	P2RY10	E	1
542	CUX2	PACSIN1	E	1
543	CUX2	PARG	E	1
544	CUX2	PARP11	E	1
545	CUX2	PAXX	E	1
546	CUX2	PCDH11X	E	1
547	CUX2	PCDH11Y	E	1
548	CUX2	PCDHB3	E	1
549	CUX2	PCDHGA7	E	1
550	CUX2	PCLO	E	1
551	CUX2	PCNX1	E	1
552	CUX2	PCNX4	E	1
553	CUX2	PDE4D	E	1
554	CUX2	PDGFC	E	1
555	CUX2	PER1	E	1
556	CUX2	PET117	E	1
557	CUX2	PFDN5	E	1
558	CUX2	PGA4	E	1
559	CUX2	PGAP4	E	1
560	CUX2	PHACTR3	E	1
561	CUX2	PHLDB2	E	1
562	CUX2	PIK3C2A	E	1
563	CUX2	PKD1L3	E	1
564	CUX2	PKHD1	E	1
565	CUX2	PLA2G7	E	1
566	CUX2	PLEKHA5	E	1
567	CUX2	PLEKHA7	E	1
568	CUX2	PLIN5	E	1
569	CUX2	PM20D2	E	1
570	CUX2	PNPLA7	E	1
571	CUX2	POLR3A	E	1
572	CUX2	POLR3G	E	1
573	CUX2	PPM1H	E	1
574	CUX2	PPM1N	E	1
575	CUX2	PPP1R3D	E	1
576	CUX2	PPP1R8	E	1
577	CUX2	PRDM13	E	1
578	CUX2	PREP	E	1
579	CUX2	PREX1	E	1
580	CUX2	PRKD3	E	1
581	CUX2	PRORY	E	1
582	CUX2	PSD3	E	1
583	CUX2	PSKH2	E	1
584	CUX2	PTPDC1	E	1
585	CUX2	PTPRC	E	1
586	CUX2	PTPRT	E	1
587	CUX2	PUM3	E	1
588	CUX2	R3HDM2	E	1
589	CUX2	RAB3B	E	1
590	CUX2	RALGAPA2	E	1
591	CUX2	RALGAPB	E	1
592	CUX2	RBFOX2	E	1
593	CUX2	RBPMS	E	1
594	CUX2	RCAN1	E	1
595	CUX2	RCCD1	E	1
596	CUX2	RFC3	E	1
597	CUX2	RHPN2	E	1
598	CUX2	RNASE9	E	1
599	CUX2	RNASEH2C	E	1
600	CUX2	RNF138	E	1
601	CUX2	RNF212	E	1
602	CUX2	RNF44	E	1
603	CUX2	RPL38	E	1
604	CUX2	RPS11	E	1
605	CUX2	RPS29	E	1
606	CUX2	RPS3A	E	1
607	CUX2	RSPO2	E	1
608	CUX2	SAMD9L	E	1
609	CUX2	SCIN	E	1
610	CUX2	SCLT1	E	1
611	CUX2	SDHA	E	1
612	CUX2	SEC16B	E	1
613	CUX2	SGIP1	E	1
614	CUX2	SH3BP1	E	1
615	CUX2	SH3RF2	E	1
616	CUX2	SHD	E	1
617	CUX2	SHPRH	E	1
618	CUX2	SIRT7	E	1
619	CUX2	SLC12A6	E	1
620	CUX2	SLC1A3	E	1
621	CUX2	SLC22A5	E	1
622	CUX2	SLC24A2	E	1
623	CUX2	SLC25A46	E	1
624	CUX2	SLC2A11	E	1
625	CUX2	SLC2A2	E	1
626	CUX2	SLC30A10	E	1
627	CUX2	SLC35G3	E	1
628	CUX2	SLC44A1	E	1
629	CUX2	SLC44A5	E	1
630	CUX2	SLC5A8	E	1
631	CUX2	SLC6A9	E	1
632	CUX2	SLC9A2	E	1
633	CUX2	SMARCA5	E	1
634	CUX2	SMC4	E	1
635	CUX2	SMC6	E	1
636	CUX2	SMG1	E	1
637	CUX2	SMIM13	E	1
638	CUX2	SMNDC1	E	1
639	CUX2	SORCS3	E	1
640	CUX2	SOX5	E	1
641	CUX2	SPAG6	E	1
642	CUX2	SPAG9	E	1
643	CUX2	SPAST	E	1
644	CUX2	SPATA16	E	1
645	CUX2	SPDEF	E	1
646	CUX2	SPIC	E	1
647	CUX2	SPP2	E	1
648	CUX2	SPTBN1	E	1
649	CUX2	SRR	E	1
650	CUX2	STX1B	E	1
651	CUX2	SULT1C3	E	1
652	CUX2	SUPT20H	E	1
653	CUX2	SVEP1	E	1
654	CUX2	SYS1	E	1
655	CUX2	TADA1	E	1
656	CUX2	TAF4	E	1
657	CUX2	TBC1D32	E	1
658	CUX2	TBC1D5	E	1
659	CUX2	TBRG1	E	1
660	CUX2	TCTA	E	1
661	CUX2	TDP1	E	1
662	CUX2	TESMIN	E	1
663	CUX2	TFEC	E	1
664	CUX2	TFPI	E	1
665	CUX2	TIMD4	E	1
666	CUX2	TJAP1	E	1
667	CUX2	TMCO5A	E	1
668	CUX2	TMED6	E	1
669	CUX2	TMEM125	E	1
670	CUX2	TMEM178B	E	1
671	CUX2	TMEM202	E	1
672	CUX2	TMEM214	E	1
673	CUX2	TMEM218	E	1
674	CUX2	TMEM231	E	1
675	CUX2	TMEM263	E	1
676	CUX2	TMPRSS11D	E	1
677	CUX2	TNFAIP3	E	1
678	CUX2	TNIP3	E	1
679	CUX2	TNKS	E	1
680	CUX2	TRIM43	E	1
681	CUX2	TRIM43B	E	1
682	CUX2	TRIP11	E	1
683	CUX2	TSPOAP1	E	1
684	CUX2	TTLL1	E	1
685	CUX2	TTPAL	E	1
686	CUX2	TWF1	E	1
687	CUX2	UBA2	E	1
688	CUX2	UBAC1	E	1
689	CUX2	UGT2A1	E	1
690	CUX2	UMPS	E	1
691	CUX2	UNC5D	E	1
692	CUX2	UPF3B	E	1
693	CUX2	USP3	E	1
694	CUX2	USP43	E	1
695	CUX2	USP45	E	1
696	CUX2	VCP	E	1
697	CUX2	VEGFD	E	1
698	CUX2	VNN2	E	1
699	CUX2	VNN3	E	1
700	CUX2	VPS13A	E	1
701	CUX2	VWA3B	E	1
702	CUX2	WDR74	E	1
703	CUX2	WNK1	E	1
704	CUX2	WWC2	E	1
705	CUX2	ZFHX2	E	1
706	CUX2	ZFP14	E	1
707	CUX2	ZGLP1	E	1
708	CUX2	ZNF107	E	1
709	CUX2	ZNF266	E	1
710	CUX2	ZNF280D	E	1
711	CUX2	ZNF285	E	1
712	CUX2	ZNF560	E	1
713	CUX2	ZNF569	E	1
714	CUX2	ZNF587	E	1
715	CUX2	ZNF587B	E	1
716	CUX2	ZNF687	E	1
717	CUX2	ZNF761	E	1
718	CUX2	ZNF93	E	1
719	CXXC4	KIAA1217	D	1
720	CXXC4	PCSK6	D	1
721	CXXC4	WT1	D	1
722	CXXC4	ZFP30	D	1
723	DBP	CMTM5	E	1
724	DBP	HLA-DQB2	E	1
725	DBP	KIAA1549L	E	1
726	DBP	SEC14L5	E	1
727	DBP	SLC11A1	E	1
728	DBP	SLC16A12	E	1
729	DBP	TEX11	E	1
730	DEAF1	ZBTB33	D	1
731	DLX1	CMTM5	E	1
732	DLX1	COL28A1	E	1
733	DLX1	EGFR	E	1
734	DLX1	IGFBP6	E	1
735	DLX1	ITLN1	E	1
736	DLX1	KCNMB4	E	1
737	DLX1	KIAA1549L	E	1
738	DLX1	NFE4	E	1
739	DLX1	PCDH10	E	1
740	DLX1	PPFIA2	E	1
741	DLX1	TENM4	E	1
742	DLX1	TMEM130	E	1
743	DLX2	COL28A1	E	1
744	DLX2	NEBL	E	1
745	DLX2	PCDHB8	E	1
746	DLX3	ANKFN1	E	1
747	DLX3	CHRDL1	E	1
748	DLX3	COL28A1	E	1
749	DLX3	CPLX2	E	1
750	DLX3	CPM	E	1
751	DLX3	EVPL	E	1
752	DLX3	KRT17	E	1
753	DLX3	OCA2	E	1
754	DLX3	PCDH15	E	1
755	DLX3	PPBP	E	1
756	DLX3	SMAD9	E	1
757	DLX3	SOX30	E	1
758	DLX3	TENM4	E	1
759	DLX3	VLDLR	E	1
760	DLX3	ZNF571	E	1
761	DLX4	ANKFN1	E	-1
762	DLX4	CPLX2	E	-1
763	DLX4	CPM	E	-1
764	DLX4	PPBP	E	-1
765	DLX4	SMAD9	E	-1
766	DLX4	SOX30	E	-1
767	DLX4	TENM4	E	-1
768	DLX6	ANKFN1	E	1
769	DLX6	CPLX2	E	1
770	DLX6	CPM	E	1
771	DLX6	PPBP	E	1
772	DLX6	SMAD9	E	1
773	DLX6	SOX30	E	1
774	DLX6	TENM4	E	1
775	DMBX1	KIAA1549L	E	-1
776	DMBX1	PCDH15	E	-1
777	DMBX1	ZNF226	E	-1
778	DMRT1	RNF151	E	1
779	DMRT1	TEX11	E	1
780	DMRT2	ELOVL7	E	1
781	DMRT3	CPM	E	1
782	DMRT3	ESAM	E	1
783	DMRT3	KLHL4	E	1
784	DMRT3	NEBL	E	1
785	DMRT3	NKD2	E	1
786	DMRT3	PCDH15	E	1
787	DMRT3	TRPV4	E	1
788	DMRT3	ZNF595	E	1
789	DMRTA1	CDKN2A	E	1
790	DMRTA1	ABHD10	E	1
791	DMRTA1	ACOT13	E	1
792	DMRTA1	ACVR1C	E	1
793	DMRTA1	ADGRV1	E	1
794	DMRTA1	ALAD	E	1
795	DMRTA1	ALDH2	E	1
796	DMRTA1	ALDH3A2	E	1
797	DMRTA1	ALDH5A1	E	1
798	DMRTA1	ALDH7A1	E	1
799	DMRTA1	ANKEF1	E	1
800	DMRTA1	ARHGAP23	E	1
801	DMRTA1	ARID5A	E	1
802	DMRTA1	ARMT1	E	1
803	DMRTA1	ATPAF1	E	1
804	DMRTA1	BRCC3	E	1
805	DMRTA1	BTC	E	1
806	DMRTA1	C15orf65	E	1
807	DMRTA1	C1QTNF1	E	1
808	DMRTA1	C9orf152	E	1
809	DMRTA1	CAT	E	1
810	DMRTA1	CCDC121	E	1
