	tf	target	confidence	mor
67	ARNT2	KCNN1	E	1
68	ARNT2	KIF1A	E	1
69	ARNT2	SPARCL1	E	1
70	ARNT2	SYNM	E	1
71	ARNT2	TSPAN9	E	1
72	ARNT2	WFS1	E	1
73	ARNTL2	ADAM12	E	1
74	ARNTL2	MDFI	E	1
75	ARNTL2	NAMPT	E	1
76	ARNTL2	OSBPL10	E	1
77	ARNTL2	SYN1	E	1
78	ARNTL2	WFS1	E	1
79	ARX	CDS1	E	1
80	ARX	FOXJ1	E	1
81	ARX	TGM5	E	1
82	ASCL1	PCSK6	C	-1
83	ASCL1	CPLX2	C	1
84	ASCL2	CMTM5	E	1
85	ASCL2	FOXJ1	E	1
86	ASCL2	KLK13	E	1
87	ASCL2	PHEX	E	1
88	ASCL2	VNN2	E	1
89	ATF3	CREB5	C	-1
90	ATF5	EGR1	E	1
91	ATF6B	ALOX12	E	1
92	ATF6B	MS4A4E	E	1
93	ATF6B	TRPM4	E	1
94	ATOH1	CNTN1	E	1
95	ATOH1	CR2	E	1
96	ATOH1	CSRNP3	E	1
97	ATOH1	DAB1	E	1
98	ATOH1	DDX4	E	1
99	ATOH1	PCSK6	E	1
100	ATOH1	POTEG	E	1
101	ATOH1	THSD7B	E	1
102	ATOH8	AGTR1	E	1
103	ATOH8	CLDN5	E	1
104	ATOH8	CPM	E	1
105	ATOH8	CSPG4	E	1
106	ATOH8	GALNT18	E	1
107	ATOH8	HS3ST2	E	1
108	ATOH8	MMP28	E	1
109	ATOH8	RAMP2	E	1
110	ATOH8	SH3BP4	E	1
111	ATOH8	SPARCL1	E	1
112	ATOH8	SRPX	E	1
113	ATOH8	SVEP1	E	1
114	ATOH8	SYBU	E	1
115	ATOH8	TDRD10	E	1
116	ATOH8	WFS1	E	1
117	ATOH8	ZNF366	E	1
118	BACH2	OSBPL10	C	1
119	BARHL1	ALOX12	E	1
120	BARHL1	CAV2	E	1
121	BARHL1	CDKL2	E	1
122	BARHL1	GAL3ST1	E	1
123	BARHL1	NHSL1	E	1
124	BARHL1	OR1D2	E	1
125	BARHL1	PROS1	E	1
126	BARHL1	SCN4B	E	1
127	BARHL2	CAPS2	E	1
128	BARHL2	DDX4	E	1
129	BARHL2	FOXA1	E	1
130	BARX1	ALOX12	E	1
131	BARX1	CDKL2	E	1
132	BARX1	DNASE1L3	E	1
133	BARX1	GAL3ST1	E	1
134	BARX1	GNG11	E	1
135	BARX1	HMGA2	E	1
136	BARX1	OR1D2	E	1
137	BARX1	PROS1	E	1
138	BARX1	WDR72	E	1
139	BARX2	ABCC3	E	1
140	BARX2	BIK	E	1
141	BARX2	CDS1	E	1
142	BARX2	FOXA1	E	1
143	BARX2	GPR87	E	1
144	BARX2	KLK13	E	1
145	BARX2	LIPH	E	1
146	BARX2	PLEKHA7	E	1
147	BATF2	IFI27	E	1
148	BATF3	ADAM12	E	1
149	BATF3	CBLN2	E	1
150	BATF3	CD40	E	1
151	BATF3	CDC42EP1	E	1
152	BATF3	CRIP2	E	1
153	BATF3	ETV1	E	1
154	BATF3	MDFI	E	1
155	BATF3	MUC16	E	1
156	BATF3	NAMPT	E	1
157	BATF3	NXF3	E	1
158	BATF3	RNF182	E	1
159	BATF3	SLC11A1	E	1
160	BATF3	SRPX	E	1
161	BATF3	SYN1	E	1
162	BBX	SMARCA1	E	1
163	BCL11B	APBA2	E	1
164	BCL11B	BIK	E	1
165	BCL11B	CDS1	E	1
166	BCL11B	FBXL16	E	1
167	BCL11B	FOXJ1	E	1
168	BCL11B	NHSL1	E	1
169	BCL6	OSBPL10	C	-1
170	BCL6B	ACKR3	E	1
171	BCL6B	CAPS2	E	1
172	BCL6B	CDS1	E	1
173	BCL6B	CLDN5	E	1
174	BCL6B	CRIP2	E	1
175	BCL6B	EGR3	E	1
176	BCL6B	EMCN	E	1
177	BCL6B	ESAM	E	1
178	BCL6B	F2RL3	E	1
179	BCL6B	FLT4	E	1
180	BCL6B	GNG11	E	1
181	BCL6B	IFI27	E	1
182	BCL6B	IZUMO1	E	1
183	BCL6B	LOXHD1	E	1
184	BCL6B	MDFI	E	1
185	BCL6B	OR3A1	E	1
186	BCL6B	PLVAP	E	1
187	BCL6B	PROS1	E	1
188	BCL6B	RAMP2	E	1
189	BCL6B	SCN4B	E	1
190	BCL6B	TSPAN9	E	1
191	BHLHA15	BIK	E	1
192	BHLHA15	CRIP2	E	1
193	BHLHA15	DAB1	E	1
194	BHLHA15	DDX4	E	1
195	BHLHA15	EGF	E	1
196	BHLHA15	FCRL1	E	1
197	BHLHA15	FOXA1	E	1
198	BHLHA15	SMAD9	E	1
199	BHLHA15	SVEP1	E	1
200	BHLHA15	TCERG1L	E	1
201	BHLHA15	ZNF595	E	1
202	BHLHA15	ZSCAN10	E	1
203	BHLHE23	CAPS2	E	1
204	BHLHE23	CR2	E	1
205	BHLHE23	CSRNP3	E	1
206	BHLHE23	DAB1	E	1
207	BHLHE23	KDM4E	E	1
208	BHLHE40	CREB5	C	-1
209	BHLHE41	ETV1	E	-1
210	BHLHE41	PDE5A	E	-1
211	BNC1	CBLN2	E	1
212	BNC1	GALNT9	E	1
213	BNC1	GPR87	E	1
214	BNC1	LOXHD1	E	1
215	BNC1	MUC16	E	1
216	BNC1	TCERG1L	E	1
217	BNC2	BVES	E	1
218	BNC2	CDH11	E	1
219	BNC2	CNN1	E	1
220	BNC2	CNTN1	E	1
221	BNC2	COL1A2	E	1
222	BNC2	CSPG4	E	1
223	BNC2	DAB1	E	1
224	BNC2	FBLN2	E	1
225	BNC2	GNG11	E	1
226	BNC2	LUM	E	1
227	BNC2	PDE5A	E	1
228	BNC2	PDZRN4	E	1
229	BNC2	PROS1	E	1
230	BNC2	RBM24	E	1
231	BNC2	SMAD9	E	1
232	BNC2	SVEP1	E	1
233	BNC2	ZNF423	E	1
234	BRF2	7SK.1	D	1
235	BRF2	ABCA5	D	1
236	BRF2	ABLIM1	D	1
237	BRF2	AC007292.3	D	1
238	BRF2	AC009965.2	D	1
239	BRF2	AC011899.10	D	1
240	BRF2	AC021218.2	D	1
241	BRF2	AC023469.2	D	1
242	BRF2	AC062017.1	D	1
243	BRF2	AC079145.4	D	1
244	BRF2	AC084082.3	D	1
245	BRF2	AC096559.2	D	1
246	BRF2	AC116366.5	D	1
247	BRF2	ADAMTSL1	D	1
248	BRF2	ADCY9	D	1
249	BRF2	ADD1	D	1
250	BRF2	ADK	D	1
251	BRF2	AGBL5	D	1
252	BRF2	AHCYP3	D	1
253	BRF2	AK3P4	D	1
254	BRF2	AL672294.1	D	1
255	BRF2	AL773572.7	D	1
256	BRF2	AMDHD1	D	1
257	BRF2	AMPD3	D	1
258	BRF2	ANKRD26P1	D	1
259	BRF2	ANP32E	D	1
260	BRF2	ANXA10	D	1
261	BRF2	AP000442.4	D	1
262	BRF2	AP3B2	D	1
263	BRF2	APOC2	D	1
264	BRF2	APTX	D	1
265	BRF2	ARID3A	D	1
266	BRF2	ARRDC5	D	1
267	BRF2	ARSB	D	1
268	BRF2	ASH2L	D	1
269	BRF2	ATP5F1B	D	1
270	BRF2	ATRNL1	D	1
271	BRF2	ATXN2	D	1
272	BRF2	BET1	D	1
273	BRF2	BEX5	D	1
274	BRF2	BIRC3	D	1
275	BRF2	BORA	D	1
276	BRF2	BTF3	D	1
277	BRF2	C12ORF29	D	1
278	BRF2	C18ORF25	D	1
279	BRF2	C1ORF27	D	1
280	BRF2	C20ORF196	D	1
281	BRF2	C2ORF72	D	1
282	BRF2	C7ORF57	D	1
283	BRF2	CACNA1A	D	1
284	BRF2	CALN1	D	1
285	BRF2	CANX	D	1
286	BRF2	CASC2	D	1
287	BRF2	CAVIN2	D	1
288	BRF2	CCDC142	D	1
289	BRF2	CCDC146	D	1
290	BRF2	CCDC186	D	1
291	BRF2	CCM2	D	1
292	BRF2	CCR12P	D	1
293	BRF2	CD200R1L	D	1
294	BRF2	CDKN1A	D	1
295	BRF2	CDS1	D	1
296	BRF2	CIZ1	D	1
297	BRF2	CLDN11	D	1
298	BRF2	CLHC1	D	1
299	BRF2	CLNS1A	D	1
300	BRF2	CMSS1	D	1
301	BRF2	CNKSR3	D	1
302	BRF2	COL14A1	D	1
303	BRF2	COL1A2	D	1
304	BRF2	COLGALT1	D	1
305	BRF2	COPS8	D	1
306	BRF2	COQ4	D	1
307	BRF2	CPQ	D	1
308	BRF2	CREBZF	D	1
309	BRF2	CROCCP2	D	1
310	BRF2	CTC	D	1
311	BRF2	CTD	D	1
312	BRF2	CTNND2	D	1
313	BRF2	CTR9	D	1
314	BRF2	CXORF57	D	1
315	BRF2	CYB5B	D	1
316	BRF2	CYB5R3	D	1
317	BRF2	CYP2AB1P	D	1
318	BRF2	CYP2C18	D	1
319	BRF2	DAZAP2	D	1
320	BRF2	DCAF6	D	1
321	BRF2	DCAKD	D	1
322	BRF2	DENND10	D	1
323	BRF2	DKKL1	D	1
324	BRF2	DLAT	D	1
325	BRF2	DNAH14	D	1
326	BRF2	DNAH6	D	1
327	BRF2	DNAJA1	D	1
328	BRF2	DOCK10	D	1
329	BRF2	DOCK9	D	1
330	BRF2	DOK5	D	1
331	BRF2	DPY30	D	1
332	BRF2	EEF1A1P34	D	1
333	BRF2	EGLN3	D	1
334	BRF2	EIF1	D	1
335	BRF2	EIF2AK4	D	1
336	BRF2	EIF2B1	D	1
337	BRF2	EIF2B3	D	1
338	BRF2	EIF4B	D	1
339	BRF2	EMC4	D	1
340	BRF2	EMCN	D	1
341	BRF2	EML1	D	1
342	BRF2	EML2	D	1
343	BRF2	EML5	D	1
344	BRF2	ENTPD4	D	1
345	BRF2	EPB41L4A	D	1
346	BRF2	EPS8	D	1
347	BRF2	ERCC1	D	1
348	BRF2	ERP44	D	1
349	BRF2	ESCO1	D	1
350	BRF2	EXOSC5	D	1
351	BRF2	F11	D	1
352	BRF2	FADS2B	D	1
353	BRF2	FAF2P1	D	1
354	BRF2	FAM126B	D	1
355	BRF2	FAM227A	D	1
356	BRF2	FAM24B	D	1
357	BRF2	FAM53A	D	1
358	BRF2	FANCI	D	1
359	BRF2	FARP1	D	1
360	BRF2	FER	D	1
361	BRF2	FGR	D	1
362	BRF2	FHL2	D	1
363	BRF2	FHOD3	D	1
364	BRF2	FKTN	D	1
365	BRF2	FMC1	D	1
366	BRF2	FOLR1	D	1
367	BRF2	FSIP1	D	1
368	BRF2	FUS	D	1
369	BRF2	FYN	D	1
370	BRF2	FYTTD1	D	1
371	BRF2	GANC	D	1
372	BRF2	GATC	D	1
373	BRF2	GDPGP1	D	1
374	BRF2	GGT5	D	1
375	BRF2	GMDS	D	1
376	BRF2	GNAI3	D	1
377	BRF2	GOLGA2P4	D	1
378	BRF2	GOSR1	D	1
379	BRF2	GOSR2	D	1
380	BRF2	GPM6B	D	1
381	BRF2	GRIN1	D	1
382	BRF2	GTF2H3	D	1
383	BRF2	GTF3C2	D	1
384	BRF2	GUCY2GP	D	1
385	BRF2	H4C13	D	1
386	BRF2	H4C2	D	1
387	BRF2	H4C3	D	1
388	BRF2	H4C8	D	1
389	BRF2	HBS1L	D	1
390	BRF2	HDAC4	D	1
391	BRF2	HDHD2	D	1
392	BRF2	HM13	D	1
393	BRF2	HMGA2	D	1
394	BRF2	HNRNPMP2	D	1
395	BRF2	HPS5	D	1
396	BRF2	HSH2D	D	1
397	BRF2	HTR1DP1	D	1
398	BRF2	ID1	D	1
399	BRF2	IFNAR1	D	1
400	BRF2	IFRD1	D	1
401	BRF2	IGLVIVOR22	D	1
402	BRF2	IMP3P2	D	1
403	BRF2	INPP5A	D	1
404	BRF2	INSR	D	1
405	BRF2	IQCA1	D	1
406	BRF2	ITPRID2	D	1
407	BRF2	JPX	D	1
408	BRF2	JPX_1.1	D	1
409	BRF2	KARS1P1	D	1
410	BRF2	KAT14	D	1
411	BRF2	KCTD17	D	1
412	BRF2	KCTD2	D	1
413	BRF2	KIF13A	D	1
414	BRF2	KIF20B	D	1
415	BRF2	KMT2A	D	1
416	BRF2	KREMEN1	D	1
417	BRF2	KRR1	D	1
418	BRF2	KRT18	D	1
419	BRF2	KRT18P59	D	1
420	BRF2	KRT8	D	1
421	BRF2	KRT8P14	D	1
422	BRF2	L3MBTL2	D	1
423	BRF2	LAMTOR5	D	1
424	BRF2	LDLR	D	1
425	BRF2	LEF1	D	1
426	BRF2	LGALS8	D	1
427	BRF2	LIMD1	D	1
428	BRF2	LIN7C	D	1
429	BRF2	LINC00324	D	1
430	BRF2	LINC00343	D	1
431	BRF2	LINC00494	D	1
432	BRF2	LINC00566	D	1
433	BRF2	LINC00643	D	1
434	BRF2	LINC01056	D	1
435	BRF2	LINC01163	D	1
436	BRF2	LINC01534	D	1
437	BRF2	LINC01799	D	1
438	BRF2	LMO7	D	1
439	BRF2	LORICRIN	D	1
440	BRF2	LRRC6	D	1
441	BRF2	LRRC8B	D	1
442	BRF2	MAML2	D	1
443	BRF2	MAP1B	D	1
444	BRF2	MAP1LC3B	D	1
445	BRF2	MAP1S	D	1
446	BRF2	MAT2A	D	1
447	BRF2	MATN2	D	1
448	BRF2	MBOAT2	D	1
449	BRF2	MCAT	D	1
450	BRF2	MCOLN2	D	1
451	BRF2	MCPH1	D	1
452	BRF2	MCRIP2P2	D	1
453	BRF2	MED6P1	D	1
454	BRF2	MEIKIN	D	1
455	BRF2	MICAL2	D	1
456	BRF2	MICU1	D	1
457	BRF2	MIR431	D	1
458	BRF2	MIR4521	D	1
459	BRF2	MIR6811	D	1
460	BRF2	MPPE1	D	1
461	BRF2	MRPS21P5	D	1
462	BRF2	MSI2	D	1
463	BRF2	MYO9B	D	1
464	BRF2	N6AMT1	D	1
465	BRF2	NAGK	D	1
466	BRF2	NAV1	D	1
467	BRF2	NAV3	D	1
468	BRF2	NCOA6	D	1
469	BRF2	NDP	D	1
470	BRF2	NDUFS7	D	1
471	BRF2	NEK1	D	1
472	BRF2	NEK10	D	1
473	BRF2	NELFA	D	1
474	BRF2	NHLRC4	D	1
475	BRF2	NIP7P1	D	1
476	BRF2	NKIRAS1	D	1
477	BRF2	NMBR	D	1
478	BRF2	NSG1	D	1
479	BRF2	NUF2	D	1
480	BRF2	NUP153	D	1
481	BRF2	NUP85	D	1
482	BRF2	NXT1P1	D	1
483	BRF2	OR13G1	D	1
484	BRF2	OR52B2	D	1
485	BRF2	OTOGL	D	1
486	BRF2	PACS1	D	1
487	BRF2	PARP2	D	1
488	BRF2	PBX1	D	1
489	BRF2	PDCD2	D	1
490	BRF2	PDZRN3	D	1
491	BRF2	PIGQ	D	1
492	BRF2	PIH1D1	D	1
493	BRF2	PKD1L1	D	1
494	BRF2	PKN1	D	1
495	BRF2	PLCB4	D	1
496	BRF2	PLD1	D	1
497	BRF2	PLLP	D	1
498	BRF2	PNP	D	1
499	BRF2	POLG2	D	1
500	BRF2	POLR1A	D	1
501	BRF2	POM121L2	D	1
502	BRF2	PPP1R3C	D	1
503	BRF2	PPP3CA	D	1
504	BRF2	PRKCH	D	1
505	BRF2	PRKDC	D	1
506	BRF2	PRMT5	D	1
507	BRF2	PRNP	D	1
508	BRF2	PRPF31	D	1
509	BRF2	PRRC2B	D	1
510	BRF2	PSMB2	D	1
511	BRF2	PTPN18	D	1
512	BRF2	PWP1	D	1
513	BRF2	QTRT1	D	1
514	BRF2	R3HDM2	D	1
515	BRF2	RAB10	D	1
516	BRF2	RAB11A	D	1
517	BRF2	RAB40B	D	1
518	BRF2	RANGAP1	D	1
519	BRF2	RAPGEF5	D	1
520	BRF2	RASA3	D	1
521	BRF2	RBMS3	D	1
522	BRF2	RELN	D	1
523	BRF2	RERE	D	1
524	BRF2	REST	D	1
525	BRF2	RGS5	D	1
526	BRF2	RHO	D	1
527	BRF2	RMRP	D	1
528	BRF2	RN7SKP167	D	1
529	BRF2	RN7SL2	D	1
530	BRF2	RN7SL552P	D	1
531	BRF2	RN7SL79P	D	1
532	BRF2	RNA5SP41	D	1
533	BRF2	RNU1-4	D	1
534	BRF2	RNU11	D	1
535	BRF2	RNU12	D	1
536	BRF2	RNU2-1	D	1
537	BRF2	RNU4	D	1
538	BRF2	RNU6-1	D	1
539	BRF2	RNU6ATAC	D	1
540	BRF2	RNVU1	D	1
541	BRF2	RNY1	D	1
542	BRF2	RNY3	D	1
543	BRF2	RNY4	D	1
544	BRF2	RP1	D	1
545	BRF2	RPAP1	D	1
546	BRF2	RPAP2	D	1
547	BRF2	RPGR	D	1
548	BRF2	RPL13AP20	D	1
549	BRF2	RPL13AP5	D	1
550	BRF2	RPL15	D	1
551	BRF2	RPL17P43	D	1
552	BRF2	RPL22P19	D	1
553	BRF2	RPL37	D	1
554	BRF2	RPL5	D	1
555	BRF2	RPPH1	D	1
556	BRF2	RPS12	D	1
557	BRF2	RPS12P18	D	1
558	BRF2	RPS12P31	D	1
559	BRF2	RPS13	D	1
560	BRF2	RPS27P18	D	1
561	BRF2	RPS6	D	1
562	BRF2	RSL1D1	D	1
563	BRF2	RUBCN	D	1
564	BRF2	SACM1L	D	1
565	BRF2	SASH1	D	1
566	BRF2	SAV1	D	1
567	BRF2	SAYSD1	D	1
568	BRF2	SCAPER	D	1
569	BRF2	SEC22B	D	1
570	BRF2	SEPTIN7	D	1
571	BRF2	SERPINE1	D	1
572	BRF2	SETD2	D	1
573	BRF2	SETD4	D	1
574	BRF2	SETD9	D	1
575	BRF2	SGIP1	D	1
576	BRF2	SH3RF1	D	1
577	BRF2	SHF	D	1
578	BRF2	SIKE1	D	1
579	BRF2	SLC12A1	D	1
580	BRF2	SLC20A2	D	1
581	BRF2	SLC22A2	D	1
582	BRF2	SLC35F5	D	1
583	BRF2	SLC36A1	D	1
584	BRF2	SLC38A1	D	1
585	BRF2	SLC46A3	D	1
586	BRF2	SLC8A1	D	1
587	BRF2	SLCO2B1	D	1
588	BRF2	SNRNP25	D	1
589	BRF2	SOD1	D	1
590	BRF2	SORBS2	D	1
591	BRF2	SPAG9	D	1
592	BRF2	SPATA7	D	1
593	BRF2	SPCS3	D	1
594	BRF2	SPNS1	D	1
595	BRF2	SREBF2-AS1	D	1
596	BRF2	SRP54	D	1
597	BRF2	SRSF2	D	1
598	BRF2	SRSF7	D	1
599	BRF2	ST8SIA4	D	1
600	BRF2	STAG3	D	1
601	BRF2	STK10	D	1
602	BRF2	STK16	D	1
603	BRF2	STK32B	D	1
604	BRF2	STN1	D	1
605	BRF2	STX16	D	1
606	BRF2	SULT2B1	D	1
607	BRF2	TAF13	D	1
608	BRF2	TANK	D	1
609	BRF2	TBC1D32	D	1
610	BRF2	TBRG4	D	1
611	BRF2	TFDP2	D	1
612	BRF2	THADA	D	1
613	BRF2	THG1L	D	1
614	BRF2	THUMPD3	D	1
615	BRF2	TIMM29	D	1
616	BRF2	TINAGL1	D	1
617	BRF2	TIPRL	D	1
618	BRF2	TLN2	D	1
619	BRF2	TMCO2	D	1
620	BRF2	TMEM241	D	1
621	BRF2	TMEM248	D	1
622	BRF2	TMEM26	D	1
623	BRF2	TNFRSF19	D	1
624	BRF2	TOMM22	D	1
625	BRF2	TOR1A	D	1
626	BRF2	TRAF2	D	1
627	BRF2	TRAPPC9	D	1
628	BRF2	TRIAP1	D	1
629	BRF2	TRIM41	D	1
630	BRF2	TRIP4	D	1
631	BRF2	TRUB2	D	1
632	BRF2	TSFM	D	1
633	BRF2	TXNDC15	D	1
634	BRF2	UBB	D	1
635	BRF2	UBC	D	1
636	BRF2	UBE2D3P1	D	1
637	BRF2	UBTD2	D	1
638	BRF2	UNC5CL	D	1
639	BRF2	UNK	D	1
640	BRF2	UNKL	D	1
641	BRF2	UQCC1	D	1
642	BRF2	USP4	D	1
643	BRF2	UTF1	D	1
644	BRF2	UTP3	D	1
645	BRF2	VEPH1	D	1
646	BRF2	VIM	D	1
647	BRF2	VPS25	D	1
648	BRF2	VPS26A	D	1
649	BRF2	VTRNA1	D	1
650	BRF2	VTRNA2-1	D	1
651	BRF2	WDR61	D	1
652	BRF2	WDR74	D	1
653	BRF2	XPNPEP3	D	1
654	BRF2	XRCC6P1	D	1
655	BRF2	ZBTB20	D	1
656	BRF2	ZCCHC2	D	1
657	BRF2	ZDHHC6	D	1
658	BRF2	ZFAS1	D	1
659	BRF2	ZFAT	D	1
660	BRF2	ZFP30	D	1
661	BRF2	ZFP36L1	D	1
662	BRF2	ZFYVE28	D	1
663	BRF2	ZNF217	D	1
664	BRF2	ZNF23	D	1
665	BRF2	ZNF300	D	1
666	BRF2	ZNF330	D	1
667	BRF2	ZNF343	D	1
668	BRF2	ZNF345	D	1
669	BRF2	ZNF584	D	1
670	BRF2	ZNF839	D	1
671	BSX	APBA2	E	1
672	BSX	CAPS2	E	1
673	BSX	SCN4B	E	1
674	BSX	SLC18A1	E	1
675	CASZ1	CNN1	E	1
676	CASZ1	LIPH	E	1
677	CASZ1	MMP15	E	1
678	CASZ1	TRPM4	E	1
679	CBX2	BVES	D	1
680	CBX2	CCDC40	D	1
681	CBX2	CLDN5	D	1
682	CBX2	CPM	D	1
683	CBX2	DDX4	D	1
684	CBX2	FLT4	D	1
685	CBX2	MGAT5B	D	1
686	CBX2	PCSK6	D	1
687	CBX2	RAPH1	D	1
688	CBX2	RNF212	D	1
689	CBX2	SMAD9	D	1
690	CBX2	TCERG1L	D	1
691	CBX2	TDRD10	D	1
692	CDC5L	CAV2	E	1
693	CDC5L	GNAI1	E	1
694	CEBPA	CXCR2	A	1
695	CEBPA	F3	A	1
696	CEBPE	G6PC	D	1
697	CEBPG	CREB5	C	1
698	CEBPZ	COL1A2	D	1
699	CENPB	LOXHD1	E	1
700	CENPB	MGAT3	E	1
701	CIC	TSPAN9	E	1
702	CLOCK	CREB5	C	1
703	CREB1	EGR1	A	1
704	CREB1	G6PC	A	1
705	CREB3L2	ACR	E	1
706	CREB3L2	CDH11	E	1
707	CREB3L2	CNTN1	E	1
708	CREB3L2	COL1A2	E	1
709	CREB3L2	POTEG	E	1
710	CREB3L2	RAMP2	E	1
711	CREB3L2	SH3BP4	E	1
712	CREB3L2	WFS1	E	1
713	CREB3L3	G6PC	E	1
714	CREB3L3	SCIN	E	1
715	CREB3L4	CUX2	E	1
716	CREB3L4	FOXA1	E	1
717	CREB3L4	TRPM4	E	1
718	CREB5	POU1F1	D	1
719	CREB5	ATP6V0E1	D	1
720	CREB5	BDNF	D	1
721	CREB5	CFB	D	1
722	CREB5	CXCL8	D	1
723	CREB5	DGKG	D	1
724	CREB5	LGALS3BP	D	-1
725	CREB5	LY96	D	-1
726	CREB5	MAPKAPK3	D	1
727	CREB5	MX1	D	1
728	CREB5	PTGER4	D	1
729	CREB5	RASGRP3	D	-1
730	CREB5	RDX	D	-1
731	CREB5	STAT1	D	-1
732	CREB5	TGFBR3	D	1
733	CREB5	TNFRSF11B	D	-1
734	CREB5	VEGFC	D	1
735	CREB5	ZNF516	D	1
736	CREBL2	PROS1	E	1
737	CREBZF	NR2C2	E	1
738	CREBZF	PLEKHH2	E	1
739	CREM	CREB5	C	1
740	CRX	CREB5	E	1
741	CRX	DAB1	E	1
742	CRX	OSBPL10	E	1
743	CRX	PGPEP1L	E	1
744	CRX	SCIN	E	1
745	CRX	SYBU	E	1
746	CSRNP1	ACKR3	E	1
747	CSRNP1	EGR1	E	1
748	CSRNP1	EGR3	E	1
749	CSRNP1	NAMPT	E	1
750	CSRNP3	AASDH	E	1
751	CSRNP3	ABI2	E	1
752	CSRNP3	ACOX2	E	1
753	CSRNP3	ADAM22	E	1
754	CSRNP3	ADAMTS12	E	1
755	CSRNP3	ADGRL2	E	1
756	CSRNP3	AGL	E	1
757	CSRNP3	AKAP6	E	1
758	CSRNP3	ALDH1L2	E	1
759	CSRNP3	ALKBH8	E	1
760	CSRNP3	AMOT	E	1
761	CSRNP3	ANGPT1	E	1
762	CSRNP3	ANK2	E	1
763	CSRNP3	ANKMY2	E	1
764	CSRNP3	ANKRD26	E	1
765	CSRNP3	ANKRD29	E	1
766	CSRNP3	ANKRD50	E	1
767	CSRNP3	ANKS1B	E	1
768	CSRNP3	ANO1	E	1
769	CSRNP3	ANO4	E	1
770	CSRNP3	APLP1	E	1
771	CSRNP3	APOBEC3C	E	1
772	CSRNP3	ARHGAP28	E	1
773	CSRNP3	ARHGEF9	E	1
774	CSRNP3	ARL15	E	1
775	CSRNP3	ARL6	E	1
776	CSRNP3	ARMH4	E	1
777	CSRNP3	ARPIN	E	1
778	CSRNP3	ASIC1	E	1
779	CSRNP3	ASPA	E	1
780	CSRNP3	ASTN2	E	1
781	CSRNP3	ASXL3	E	1
782	CSRNP3	ATF7IP	E	1
783	CSRNP3	ATP1B2	E	1
784	CSRNP3	ATP6V1B1	E	1
785	CSRNP3	ATP8A1	E	1
786	CSRNP3	ATRNL1	E	1
787	CSRNP3	ATXN7L1	E	1
788	CSRNP3	B3GALNT1	E	1
789	CSRNP3	B4GALT6	E	1
790	CSRNP3	B4GAT1	E	1
791	CSRNP3	BBS10	E	1
792	CSRNP3	BBS9	E	1
793	CSRNP3	BEND6	E	1
794	CSRNP3	BEX3	E	1
795	CSRNP3	BHLHB9	E	1
796	CSRNP3	BICRAL	E	1
797	CSRNP3	BPTF	E	1
798	CSRNP3	BTBD8	E	1
799	CSRNP3	BTN3A1	E	1
800	CSRNP3	BTN3A3	E	1
801	CSRNP3	C2CD5	E	1
802	CSRNP3	C2orf81	E	1
803	CSRNP3	C3orf80	E	1
804	CSRNP3	C4orf33	E	1
805	CSRNP3	C8orf37	E	1
806	CSRNP3	CACNB4	E	1
