	tf	target	confidence	mor
800	HOXA11	HOXC10	E	1
801	HOXA11	HOXC11	E	1
802	HOXA11	HOXC13	E	1
803	HOXA11	HOXC4	E	1
804	HOXA11	HOXC5	E	1
805	HOXA11	HOXC6	E	1
806	HOXA11	HOXC8	E	1
807	HOXA11	HOXC9	E	1
808	HOXA11	HOXD13	E	1
809	HOXA11	HTR4	E	1
810	HOXA11	HUWE1	E	1
811	HOXA11	IGSF3	E	1
812	HOXA11	IKBKG	E	1
813	HOXA11	IL2	E	1
814	HOXA11	INTS7	E	1
815	HOXA11	IPO8	E	1
816	HOXA11	IQCF5	E	1
817	HOXA11	ITGB2	E	1
818	HOXA11	KANK1	E	1
819	HOXA11	KCNE4	E	1
820	HOXA11	KCTD3	E	1
821	HOXA11	KDM7A	E	1
822	HOXA11	KIAA1586	E	1
823	HOXA11	KIAA2013	E	1
824	HOXA11	KLHL3	E	1
825	HOXA11	KRT1	E	1
826	HOXA11	KRT34	E	1
827	HOXA11	KRTAP10-1	E	1
828	HOXA11	KRTAP4-6	E	1
829	HOXA11	KXD1	E	1
830	HOXA11	LAIR2	E	1
831	HOXA11	LAMA1	E	1
832	HOXA11	LARP4	E	1
833	HOXA11	LCE1F	E	1
834	HOXA11	LCE3D	E	1
835	HOXA11	LCE3E	E	1
836	HOXA11	LIMS2	E	1
837	HOXA11	LLPH	E	1
838	HOXA11	LMBR1	E	1
839	HOXA11	LMO3	E	1
840	HOXA11	LRP1B	E	1
841	HOXA11	MACF1	E	1
842	HOXA11	MARCHF10	E	1
843	HOXA11	MARK2	E	1
844	HOXA11	MBD3	E	1
845	HOXA11	MBD5	E	1
846	HOXA11	MEP1B	E	1
847	HOXA11	MGAM2	E	1
848	HOXA11	MGAT4D	E	1
849	HOXA11	MIDEAS	E	1
850	HOXA11	MPHOSPH9	E	1
851	HOXA11	MPP4	E	1
852	HOXA11	MPPED1	E	1
853	HOXA11	MRPL51	E	1
854	HOXA11	MRPS18C	E	1
855	HOXA11	MRPS28	E	1
856	HOXA11	MTRNR2L5	E	1
857	HOXA11	MUSK	E	1
858	HOXA11	MYB	E	1
859	HOXA11	MYEF2	E	1
860	HOXA11	N4BP2L2	E	1
861	HOXA11	NCAPD2	E	1
862	HOXA11	NCR1	E	1
863	HOXA11	NDE1	E	1
864	HOXA11	NDRG1	E	1
865	HOXA11	NDUFS3	E	1
866	HOXA11	NEK4	E	1
867	HOXA11	NEMP2	E	1
868	HOXA11	NFATC3	E	1
869	HOXA11	NKX2-4	E	1
870	HOXA11	NMNAT3	E	1
871	HOXA11	NOD1	E	1
872	HOXA11	NPHP4	E	1
873	HOXA11	NPIPA1	E	1
874	HOXA11	NPIPA3	E	1
875	HOXA11	NPIPA5	E	1
876	HOXA11	NPIPA7	E	1
877	HOXA11	NT5C	E	1
878	HOXA11	NUCB2	E	1
879	HOXA11	NUCKS1	E	1
880	HOXA11	NUPR2	E	1
881	HOXA11	NUSAP1	E	1
882	HOXA11	OIP5	E	1
883	HOXA11	OPLAH	E	1
884	HOXA11	OR10H2	E	1
885	HOXA11	OR1S2	E	1
886	HOXA11	OR2A14	E	1
887	HOXA11	OR2T2	E	1
888	HOXA11	OR2T35	E	1
889	HOXA11	OR4C16	E	1
890	HOXA11	OR5AN1	E	1
891	HOXA11	OR8B2	E	1
892	HOXA11	OR8I2	E	1
893	HOXA11	OR9I1	E	1
894	HOXA11	OXR1	E	1
895	HOXA11	P2RY10	E	1
896	HOXA11	PAF1	E	1
897	HOXA11	PAMR1	E	1
898	HOXA11	PATE3	E	1
899	HOXA11	PATJ	E	1
900	HOXA11	PAX3	E	1
901	HOXA11	PAX9	E	1
902	HOXA11	PBDC1	E	1
903	HOXA11	PCBP3	E	1
904	HOXA11	PCF11	E	1
905	HOXA11	PCNX1	E	1
906	HOXA11	PDE11A	E	1
907	HOXA11	PDHA2	E	1
908	HOXA11	PGAM4	E	1
909	HOXA11	PHACTR3	E	1
910	HOXA11	PHKG2	E	1
911	HOXA11	PHLDB2	E	1
912	HOXA11	PHYKPL	E	1
913	HOXA11	PIP4P1	E	1
914	HOXA11	PISD	E	1
915	HOXA11	PITHD1	E	1
916	HOXA11	POLK	E	1
917	HOXA11	POLM	E	1
918	HOXA11	POLR2G	E	1
919	HOXA11	PPL	E	1
920	HOXA11	PPP1R11	E	1
921	HOXA11	PPP1R3B	E	1
922	HOXA11	PPWD1	E	1
923	HOXA11	PRDM6	E	1
924	HOXA11	PRELID2	E	1
925	HOXA11	PRM3	E	1
926	HOXA11	PROM2	E	1
927	HOXA11	PRPF19	E	1
928	HOXA11	PRSS1	E	1
929	HOXA11	PSAP	E	1
930	HOXA11	PSPH	E	1
931	HOXA11	PTK2B	E	1
932	HOXA11	PTPRM	E	1
933	HOXA11	PYCR2	E	1
934	HOXA11	PYGO1	E	1
935	HOXA11	QDPR	E	1
936	HOXA11	RABGAP1L	E	1
937	HOXA11	RALGPS1	E	1
938	HOXA11	RANBP3	E	1
939	HOXA11	RANBP9	E	1
940	HOXA11	RBM23	E	1
941	HOXA11	RBM25	E	1
942	HOXA11	RBM26	E	1
943	HOXA11	REPIN1	E	1
944	HOXA11	RFFL	E	1
945	HOXA11	RFPL4A	E	1
946	HOXA11	RGS21	E	1
947	HOXA11	RIMKLA	E	1
948	HOXA11	RPGRIP1	E	1
949	HOXA11	RPL23	E	1
950	HOXA11	RPL26	E	1
951	HOXA11	RPP21	E	1
952	HOXA11	RPS24	E	1
953	HOXA11	RPS4Y1	E	1
954	HOXA11	RSPH6A	E	1
955	HOXA11	RSPO1	E	1
956	HOXA11	RUNX1T1	E	1
957	HOXA11	SAMD12	E	1
958	HOXA11	SATB2	E	1
959	HOXA11	SBK1	E	1
960	HOXA11	SBSN	E	1
961	HOXA11	SERPINB5	E	1
962	HOXA11	SETD9	E	1
963	HOXA11	SH3BP1	E	1
964	HOXA11	SHC1	E	1
965	HOXA11	SIM1	E	1
966	HOXA11	SIM2	E	1
967	HOXA11	SLC1A3	E	1
968	HOXA11	SLC27A2	E	1
969	HOXA11	SLC30A5	E	1
970	HOXA11	SLC31A1	E	1
971	HOXA11	SLC35E3	E	1
972	HOXA11	SLC38A1	E	1
973	HOXA11	SLC3A2	E	1
974	HOXA11	SLC47A2	E	1
975	HOXA11	SLC9A4	E	1
976	HOXA11	SMARCC1	E	1
977	HOXA11	SMR3A	E	1
978	HOXA11	SMR3B	E	1
979	HOXA11	SMYD3	E	1
980	HOXA11	SNAI3	E	1
981	HOXA11	SND1	E	1
982	HOXA11	SNX14	E	1
983	HOXA11	SOX13	E	1
984	HOXA11	SPATA3	E	1
985	HOXA11	SPDL1	E	1
986	HOXA11	SPON2	E	1
987	HOXA11	SPRR2D	E	1
988	HOXA11	SRPK2	E	1
989	HOXA11	SRRM4	E	1
990	HOXA11	ST18	E	1
991	HOXA11	ST7L	E	1
992	HOXA11	STAB1	E	1
993	HOXA11	STIM1	E	1
994	HOXA11	STK31	E	1
995	HOXA11	STMND1	E	1
996	HOXA11	STX4	E	1
997	HOXA11	TANC2	E	1
998	HOXA11	TAS2R1	E	1
999	HOXA11	TBC1D21	E	1
1000	HOXA11	TBC1D23	E	1
1001	HOXA11	TBC1D3H	E	1
1002	HOXA11	TBC1D3L	E	1
1003	HOXA11	TBX4	E	1
1004	HOXA11	TCERG1	E	1
1005	HOXA11	TDRP	E	1
1006	HOXA11	TEKT1	E	1
1007	HOXA11	TEX11	E	1
1008	HOXA11	TGIF1	E	1
1009	HOXA11	THAP8	E	1
1010	HOXA11	THOC5	E	1
1011	HOXA11	THYN1	E	1
1012	HOXA11	TJP2	E	1
1013	HOXA11	TLE3	E	1
1014	HOXA11	TMEM174	E	1
1015	HOXA11	TMEM196	E	1
1016	HOXA11	TMEM200A	E	1
1017	HOXA11	TMEM217	E	1
1018	HOXA11	TMEM247	E	1
1019	HOXA11	TNFSF10	E	1
1020	HOXA11	TNFSF4	E	1
1021	HOXA11	TOR1AIP2	E	1
1022	HOXA11	TP53I11	E	1
1023	HOXA11	TPP1	E	1
1024	HOXA11	TPTE2	E	1
1025	HOXA11	TPX2	E	1
1026	HOXA11	TRIM21	E	1
1027	HOXA11	TRIM44	E	1
1028	HOXA11	TRMT9B	E	1
1029	HOXA11	TRPM8	E	1
1030	HOXA11	TSACC	E	1
1031	HOXA11	TSGA10	E	1
1032	HOXA11	TSHZ2	E	1
1033	HOXA11	TSTD3	E	1
1034	HOXA11	TTI2	E	1
1035	HOXA11	TTN	E	1
1036	HOXA11	TTPA	E	1
1037	HOXA11	TXNIP	E	1
1038	HOXA11	TXNL4A	E	1
1039	HOXA11	TYW5	E	1
1040	HOXA11	UBE2U	E	1
1041	HOXA11	UBR1	E	1
1042	HOXA11	UBR4	E	1
1043	HOXA11	UGGT1	E	1
1044	HOXA11	UGT2B10	E	1
1045	HOXA11	UGT2B15	E	1
1046	HOXA11	UGT2B17	E	1
1047	HOXA11	UIMC1	E	1
1048	HOXA11	USP54	E	1
1049	HOXA11	VPS13A	E	1
1050	HOXA11	VWA3B	E	1
1051	HOXA11	WDR62	E	1
1052	HOXA11	WFDC2	E	1
1053	HOXA11	WWP2	E	1
1054	HOXA11	XRN1	E	1
1055	HOXA11	YJU2	E	1
1056	HOXA11	YTHDF2	E	1
1057	HOXA11	ZBTB42	E	1
1058	HOXA11	ZDHHC17	E	1
1059	HOXA11	ZNF100	E	1
1060	HOXA11	ZNF273	E	1
1061	HOXA11	ZNF330	E	1
1062	HOXA11	ZNF43	E	1
1063	HOXA11	ZNF431	E	1
1064	HOXA11	ZNF454	E	1
1065	HOXA11	ZNF484	E	1
1066	HOXA11	ZNF493	E	1
1067	HOXA11	ZNF529	E	1
1068	HOXA11	ZNF611	E	1
1069	HOXA11	ZNF680	E	1
1070	HOXA11	ZNF681	E	1
1071	HOXA11	ZNF714	E	1
1072	HOXA11	ZNF716	E	1
1073	HOXA11	ZNF729	E	1
1074	HOXA11	ZNF735	E	1
1075	HOXA11	ZNF75A	E	1
1076	HOXA11	ZNF85	E	1
1077	HOXA11	ZNF92	E	1
1078	HOXA11	ZRANB2	E	1
1079	HOXA11	ZZZ3	E	1
1080	HOXA13	CDKN2A	E	1
1081	HOXA13	A1CF	E	1
1082	HOXA13	AACS	E	1
1083	HOXA13	AADAT	E	1
1084	HOXA13	AANAT	E	1
1085	HOXA13	AARS1	E	1
1086	HOXA13	ABCB5	E	1
1087	HOXA13	ABCC1	E	1
1088	HOXA13	ABHD3	E	1
1089	HOXA13	ABI2	E	1
1090	HOXA13	ABL2	E	1
1091	HOXA13	ACACA	E	1
1092	HOXA13	ACADM	E	1
1093	HOXA13	ACCSL	E	1
1094	HOXA13	ACSL1	E	1
1095	HOXA13	ACTA2	E	1
1096	HOXA13	ACVR1	E	1
1097	HOXA13	ADAM17	E	1
1098	HOXA13	ADAM2	E	1
1099	HOXA13	ADAM28	E	1
1100	HOXA13	ADAM30	E	1
1101	HOXA13	ADGRE2	E	1
1102	HOXA13	ADGRF3	E	1
1103	HOXA13	ADRA1B	E	1
1104	HOXA13	AKR1C1	E	1
1105	HOXA13	AKR1C2	E	1
1106	HOXA13	AKR1C3	E	1
1107	HOXA13	ALAS2	E	1
1108	HOXA13	ALCAM	E	1
1109	HOXA13	ALDH8A1	E	1
1110	HOXA13	ALPK1	E	1
1111	HOXA13	AMPH	E	1
1112	HOXA13	AMY1B	E	1
1113	HOXA13	AMZ1	E	1
1114	HOXA13	ANKFY1	E	1
1115	HOXA13	ANKRD30A	E	1
1116	HOXA13	ANKRD36B	E	1
1117	HOXA13	ANKRD40	E	1
1118	HOXA13	ANKS1B	E	1
1119	HOXA13	ANO2	E	1
1120	HOXA13	ANP32D	E	1
1121	HOXA13	AP5S1	E	1
1122	HOXA13	APCS	E	1
1123	HOXA13	APOL3	E	1
1124	HOXA13	ARHGAP11B	E	1
1125	HOXA13	ARHGAP32	E	1
1126	HOXA13	ARL17B	E	1
1127	HOXA13	ASF1B	E	1
1128	HOXA13	ASPA	E	1
1129	HOXA13	ASPM	E	1
1130	HOXA13	ASTN1	E	1
1131	HOXA13	ASXL1	E	1
1132	HOXA13	ATM	E	1
1133	HOXA13	ATOH1	E	1
1134	HOXA13	ATP13A5	E	1
1135	HOXA13	ATP2C2	E	1
1136	HOXA13	ATP5F1B	E	1
1137	HOXA13	ATP6V1E1	E	1
1138	HOXA13	ATRIP	E	1
1139	HOXA13	AURKB	E	1
1140	HOXA13	AVPR1B	E	1
1141	HOXA13	AWAT2	E	1
1142	HOXA13	AZI2	E	1
1143	HOXA13	BAG6	E	1
1144	HOXA13	BAK1	E	1
1145	HOXA13	BAP1	E	1
1146	HOXA13	BAZ1A	E	1
1147	HOXA13	BCAS1	E	1
1148	HOXA13	BCORL1	E	1
1149	HOXA13	BDNF	E	1
1150	HOXA13	BDP1	E	1
1151	HOXA13	BEND6	E	1
1152	HOXA13	BIRC2	E	1
1153	HOXA13	BLZF1	E	1
1154	HOXA13	BMP10	E	1
1155	HOXA13	BMP4	E	1
1156	HOXA13	BOK	E	1
1157	HOXA13	BPIFA3	E	1
1158	HOXA13	BRD3	E	1
1159	HOXA13	BRS3	E	1
1160	HOXA13	BRWD3	E	1
1161	HOXA13	BTBD11	E	1
1162	HOXA13	BTBD3	E	1
1163	HOXA13	C10orf67	E	1
1164	HOXA13	C12orf50	E	1
1165	HOXA13	C19orf53	E	1
1166	HOXA13	C1orf94	E	1
1167	HOXA13	C2	E	1
1168	HOXA13	C2CD2	E	1
1169	HOXA13	C3orf22	E	1
1170	HOXA13	C5orf24	E	1
1171	HOXA13	CAAP1	E	1
1172	HOXA13	CACNA1A	E	1
1173	HOXA13	CACNA1D	E	1
1174	HOXA13	CACNB1	E	1
1175	HOXA13	CAPN2	E	1
1176	HOXA13	CAPN9	E	1
1177	HOXA13	CARD10	E	1
1178	HOXA13	CBWD5	E	1
1179	HOXA13	CBY2	E	1
1180	HOXA13	CCDC7	E	1
1181	HOXA13	CCDC70	E	1
1182	HOXA13	CCDC88C	E	1
1183	HOXA13	CCNB3	E	1
1184	HOXA13	CDH22	E	1
1185	HOXA13	CDH26	E	1
1186	HOXA13	CDK2AP1	E	1
1187	HOXA13	CDR2L	E	1
1188	HOXA13	CELF6	E	1
1189	HOXA13	CEMIP2	E	1
1190	HOXA13	CENPC	E	1
1191	HOXA13	CENPL	E	1
1192	HOXA13	CEP192	E	1
1193	HOXA13	CEP290	E	1
1194	HOXA13	CEP83	E	1
1195	HOXA13	CFAP69	E	1
1196	HOXA13	CFAP92	E	1
1197	HOXA13	CFB	E	1
1198	HOXA13	CFHR5	E	1
1199	HOXA13	CGGBP1	E	1
1200	HOXA13	CHD9	E	1
1201	HOXA13	CHIC1	E	1
1202	HOXA13	CHN2	E	1
1203	HOXA13	CHST10	E	1
1204	HOXA13	CLC	E	1
1205	HOXA13	CLCF1	E	1
1206	HOXA13	CLDND1	E	1
1207	HOXA13	CLEC4D	E	1
1208	HOXA13	CLGN	E	1
1209	HOXA13	CLIC5	E	1
1210	HOXA13	CNBD1	E	1
1211	HOXA13	CNTN4	E	1
1212	HOXA13	CNTNAP5	E	1
1213	HOXA13	COG5	E	1
1214	HOXA13	COL14A1	E	1
1215	HOXA13	COLGALT2	E	1
1216	HOXA13	COLQ	E	1
1217	HOXA13	COMMD5	E	1
1218	HOXA13	COP1	E	1
1219	HOXA13	COQ7	E	1
1220	HOXA13	COQ9	E	1
1221	HOXA13	COX18	E	1
1222	HOXA13	CPB1	E	1
1223	HOXA13	CR1	E	1
1224	HOXA13	CRIPAK	E	1
1225	HOXA13	CRPPA	E	1
1226	HOXA13	CSN3	E	1
1227	HOXA13	CST9L	E	1
1228	HOXA13	CTNNAL1	E	1
1229	HOXA13	CTSG	E	1
1230	HOXA13	CTSV	E	1
1231	HOXA13	CTTNBP2	E	1
1232	HOXA13	CUL4B	E	1
1233	HOXA13	CUX2	E	1
1234	HOXA13	CXCL8	E	1
1235	HOXA13	CXorf51B	E	1
1236	HOXA13	CYLC1	E	1
1237	HOXA13	CYP2E1	E	1
1238	HOXA13	CYRIB	E	1
1239	HOXA13	DARS2	E	1
1240	HOXA13	DCDC1	E	1
1241	HOXA13	DCTN5	E	1
1242	HOXA13	DDX19B	E	1
1243	HOXA13	DDX39A	E	1
1244	HOXA13	DDX42	E	1
1245	HOXA13	DEFB108B	E	1
1246	HOXA13	DEFB118	E	1
1247	HOXA13	DEFB123	E	1
1248	HOXA13	DEFB125	E	1
1249	HOXA13	DEFB134	E	1
1250	HOXA13	DEPDC5	E	1
1251	HOXA13	DHX15	E	1
1252	HOXA13	DIP2B	E	1
1253	HOXA13	DIS3L2	E	1
1254	HOXA13	DIXDC1	E	1
1255	HOXA13	DKKL1	E	1
1256	HOXA13	DLG2	E	1
1257	HOXA13	DLG5	E	1
1258	HOXA13	DMD	E	1
1259	HOXA13	DMPK	E	1
1260	HOXA13	DMRTC2	E	1
1261	HOXA13	DNAJB5	E	1
1262	HOXA13	DND1	E	1
1263	HOXA13	DNM2	E	1
1264	HOXA13	DNMT1	E	1
1265	HOXA13	DNPEP	E	1
1266	HOXA13	DOCK9	E	1
1267	HOXA13	DPPA4	E	1
1268	HOXA13	DSCR4	E	1
1269	HOXA13	DUOXA1	E	1
1270	HOXA13	DUOXA2	E	1
1271	HOXA13	DUS4L	E	1
1272	HOXA13	DYDC2	E	1
1273	HOXA13	DYNC1H1	E	1
1274	HOXA13	E2F5	E	1
1275	HOXA13	EBF4	E	1
1276	HOXA13	EBLN1	E	1
1277	HOXA13	ECHDC1	E	1
1278	HOXA13	ECT2L	E	1
1279	HOXA13	ELAC2	E	1
1280	HOXA13	ELF2	E	1
1281	HOXA13	ELK4	E	1
1282	HOXA13	ELL3	E	1
1283	HOXA13	ELMO2	E	1
1284	HOXA13	ENOX1	E	1
1285	HOXA13	ENPP5	E	1
1286	HOXA13	EPB41L1	E	1
1287	HOXA13	EPB41L2	E	1
1288	HOXA13	EPHA7	E	1
1289	HOXA13	EPM2AIP1	E	1
1290	HOXA13	ERCC1	E	1
1291	HOXA13	ERG	E	1
1292	HOXA13	ERMARD	E	1
1293	HOXA13	ESCO2	E	1
1294	HOXA13	ESRRG	E	1
1295	HOXA13	EVI2B	E	1
1296	HOXA13	EXOC4	E	1
1297	HOXA13	FAM131A	E	1
1298	HOXA13	FAM13C	E	1
1299	HOXA13	FAM189A2	E	1
1300	HOXA13	FAM50A	E	1
1301	HOXA13	FAM71C	E	1
1302	HOXA13	FAM86B1	E	1
1303	HOXA13	FANCM	E	1
1304	HOXA13	FARSB	E	1
1305	HOXA13	FBF1	E	1
1306	HOXA13	FBXL22	E	1
1307	HOXA13	FBXO27	E	1
1308	HOXA13	FBXO4	E	1
1309	HOXA13	FCRL2	E	1
1310	HOXA13	FEZ2	E	1
1311	HOXA13	FHAD1	E	1
1312	HOXA13	FHL2	E	1
1313	HOXA13	FLRT3	E	1
1314	HOXA13	FN1	E	1
1315	HOXA13	FRK	E	1
1316	HOXA13	FRYL	E	1
1317	HOXA13	FXYD7	E	1
1318	HOXA13	G6PC2	E	1
1319	HOXA13	GALNT10	E	1
1320	HOXA13	GALNT12	E	1
1321	HOXA13	GBF1	E	1
1322	HOXA13	GFM1	E	1
1323	HOXA13	GFOD1	E	1
1324	HOXA13	GJA8	E	1
1325	HOXA13	GK2	E	1
1326	HOXA13	GLB1L3	E	1
1327	HOXA13	GLRX3	E	1
1328	HOXA13	GLUL	E	1
1329	HOXA13	GMPPA	E	1
1330	HOXA13	GMPS	E	1
1331	HOXA13	GOLGA5	E	1
1332	HOXA13	GORASP1	E	1
1333	HOXA13	GPALPP1	E	1
1334	HOXA13	GPBP1L1	E	1
1335	HOXA13	GPD2	E	1
1336	HOXA13	GREB1	E	1
1337	HOXA13	GRIPAP1	E	1
1338	HOXA13	GUCY2C	E	1
1339	HOXA13	GYPB	E	1
1340	HOXA13	GYPE	E	1
1341	HOXA13	GZMB	E	1
1342	HOXA13	H2AZ2	E	1
1343	HOXA13	H2BC9	E	1
1344	HOXA13	H3C7	E	1
1345	HOXA13	HACD3	E	1
1346	HOXA13	HCRT	E	1
1347	HOXA13	HDAC4	E	1
1348	HOXA13	HDAC9	E	1
1349	HOXA13	HDGF	E	1
1350	HOXA13	HEMGN	E	1
1351	HOXA13	HEPH	E	1
1352	HOXA13	HEXA	E	1
1353	HOXA13	HGSNAT	E	1
1354	HOXA13	HHAT	E	1
1355	HOXA13	HLA-F	E	1
1356	HOXA13	HOMEZ	E	1
1357	HOXA13	HOXA10	E	1
1358	HOXA13	HOXA11	E	1
1359	HOXA13	HOXA9	E	1
1360	HOXA13	HOXB13	E	1
1361	HOXA13	HOXB9	E	1
1362	HOXA13	HOXC11	E	1
1363	HOXA13	HOXC13	E	1
1364	HOXA13	HOXD13	E	1
1365	HOXA13	HPGDS	E	1
1366	HOXA13	HPS4	E	1
1367	HOXA13	HS6ST2	E	1
1368	HOXA13	HTR3B	E	1
1369	HOXA13	HYPK	E	1
1370	HOXA13	IARS2	E	1
1371	HOXA13	IDO1	E	1
1372	HOXA13	IER3	E	1
1373	HOXA13	IFRD1	E	1
1374	HOXA13	IGF2BP3	E	1
1375	HOXA13	IL10RB	E	1
1376	HOXA13	IL11RA	E	1
1377	HOXA13	IL19	E	1
1378	HOXA13	IL23R	E	1
1379	HOXA13	IL26	E	1
1380	HOXA13	IL32	E	1
1381	HOXA13	IL33	E	1
1382	HOXA13	ILF2	E	1
1383	HOXA13	IMPDH2	E	1
1384	HOXA13	IQCF3	E	1
1385	HOXA13	ISX	E	1
1386	HOXA13	ITGB2	E	1
1387	HOXA13	ITGB6	E	1
1388	HOXA13	ITPRID2	E	1
1389	HOXA13	JAG1	E	1
1390	HOXA13	JAKMIP2	E	1
1391	HOXA13	KAT14	E	1
1392	HOXA13	KCNJ15	E	1
1393	HOXA13	KCTD8	E	1
1394	HOXA13	KIAA0825	E	1
1395	HOXA13	KIF12	E	1
1396	HOXA13	KIF13B	E	1
1397	HOXA13	KIF3A	E	1
1398	HOXA13	KLHL32	E	1
1399	HOXA13	KLK3	E	1
1400	HOXA13	KRIT1	E	1
1401	HOXA13	KRR1	E	1
1402	HOXA13	KRT81	E	1
1403	HOXA13	KRT83	E	1
1404	HOXA13	KRTAP22-1	E	1
1405	HOXA13	KRTAP8-1	E	1
1406	HOXA13	KRTAP9-1	E	1
1407	HOXA13	LAPTM4A	E	1
1408	HOXA13	LBHD1	E	1
1409	HOXA13	LCA5	E	1
1410	HOXA13	LEF1	E	1
1411	HOXA13	LGALS4	E	1
1412	HOXA13	LGI4	E	1
1413	HOXA13	LGR6	E	1
1414	HOXA13	LHX3	E	1
1415	HOXA13	LINGO3	E	1
1416	HOXA13	LIPA	E	1
1417	HOXA13	LNX1	E	1
1418	HOXA13	LOX	E	1
1419	HOXA13	LRRC37A	E	1
1420	HOXA13	LRRC37A3	E	1
1421	HOXA13	LRRC69	E	1
1422	HOXA13	LRRC8B	E	1
1423	HOXA13	LRRN4	E	1
1424	HOXA13	LSMEM1	E	1
1425	HOXA13	LTA4H	E	1
1426	HOXA13	LTBP4	E	1
1427	HOXA13	LY86	E	1
1428	HOXA13	LYZL4	E	1
1429	HOXA13	MAEA	E	1
1430	HOXA13	MAP2K1	E	1
1431	HOXA13	MARK3	E	1
1432	HOXA13	MBTPS2	E	1
1433	HOXA13	MCHR2	E	1
1434	HOXA13	MCMBP	E	1
1435	HOXA13	MED14	E	1
1436	HOXA13	MED19	E	1
1437	HOXA13	MEIS2	E	1
1438	HOXA13	MGST3	E	1
1439	HOXA13	MID2	E	1
1440	HOXA13	MITF	E	1
1441	HOXA13	MLST8	E	1
1442	HOXA13	MMAB	E	1
1443	HOXA13	MOBP	E	1
1444	HOXA13	MON2	E	1
1445	HOXA13	MORN1	E	1
1446	HOXA13	MRO	E	1
1447	HOXA13	MROH6	E	1
1448	HOXA13	MROH7	E	1
1449	HOXA13	MRPL57	E	1
1450	HOXA13	MRTFB	E	1
1451	HOXA13	MSRA	E	1
1452	HOXA13	MTHFD2L	E	1
1453	HOXA13	MTUS1	E	1
1454	HOXA13	MUC17	E	1
1455	HOXA13	MVK	E	1
1456	HOXA13	MYCBP2	E	1
1457	HOXA13	MYEF2	E	1
1458	HOXA13	MYH11	E	1
1459	HOXA13	N4BP2L2	E	1
1460	HOXA13	NAIF1	E	1
1461	HOXA13	NAT10	E	1
1462	HOXA13	NBEAL1	E	1
1463	HOXA13	NCEH1	E	1
1464	HOXA13	NDFIP1	E	1
1465	HOXA13	NDN	E	1
1466	HOXA13	NDUFB6	E	1
1467	HOXA13	NEB	E	1
1468	HOXA13	NEDD4	E	1
1469	HOXA13	NEK11	E	1
1470	HOXA13	NET1	E	1
1471	HOXA13	NF1	E	1
1472	HOXA13	NF2	E	1
1473	HOXA13	NFATC2IP	E	1
1474	HOXA13	NFE4	E	1
1475	HOXA13	NFIA	E	1
1476	HOXA13	NFIB	E	1
1477	HOXA13	NFIX	E	1
1478	HOXA13	NICN1	E	1
1479	HOXA13	NINL	E	1
1480	HOXA13	NOD1	E	1
1481	HOXA13	NOVA1	E	1
1482	HOXA13	NOXRED1	E	1
1483	HOXA13	NPLOC4	E	1
1484	HOXA13	NPS	E	1
1485	HOXA13	NRBP2	E	1
1486	HOXA13	NRXN1	E	1
1487	HOXA13	NRXN2	E	1
1488	HOXA13	NRXN3	E	1
1489	HOXA13	NSA2	E	1
1490	HOXA13	NUDT12	E	1
1491	HOXA13	NUFIP1	E	1
1492	HOXA13	OAS3	E	1
1493	HOXA13	OLFM3	E	1
1494	HOXA13	OPA3	E	1
1495	HOXA13	OPRPN	E	1
1496	HOXA13	OR10H4	E	1
1497	HOXA13	OR11H6	E	1
1498	HOXA13	OR13C2	E	1
1499	HOXA13	OR13C3	E	1
1500	HOXA13	OR13C5	E	1
1501	HOXA13	OR14A16	E	1
1502	HOXA13	OR1E1	E	1
1503	HOXA13	OR1K1	E	1
1504	HOXA13	OR2A14	E	1
1505	HOXA13	OR2D2	E	1
1506	HOXA13	OR2T6	E	1
1507	HOXA13	OR4A5	E	1
1508	HOXA13	OR51F1	E	1
1509	HOXA13	OR52A1	E	1
1510	HOXA13	OR52L1	E	1
1511	HOXA13	OR52N4	E	1
1512	HOXA13	OR5AC2	E	1
1513	HOXA13	OR5D13	E	1
1514	HOXA13	OR5D14	E	1
1515	HOXA13	OR5K2	E	1
1516	HOXA13	OR5T3	E	1
1517	HOXA13	OR6C6	E	1
1518	HOXA13	OR6C68	E	1
1519	HOXA13	OS9	E	1
1520	HOXA13	OSBP	E	1
1521	HOXA13	OTOP2	E	1
1522	HOXA13	PABPC4L	E	1
1523	HOXA13	PADI3	E	1
1524	HOXA13	PAIP2B	E	1
1525	HOXA13	PALB2	E	1
1526	HOXA13	PARPBP	E	1
1527	HOXA13	PBK	E	1
1528	HOXA13	PBRM1	E	1
1529	HOXA13	PCDHB5	E	1
1530	HOXA13	PCM1	E	1
1531	HOXA13	PCTP	E	1
1532	HOXA13	PDC	E	1
1533	HOXA13	PDCL	E	1
1534	HOXA13	PDE4D	E	1
1535	HOXA13	PGLYRP2	E	1
1536	HOXA13	PHAX	E	1
1537	HOXA13	PKD1L2	E	1
1538	HOXA13	PKDREJ	E	1
1539	HOXA13	PLAGL1	E	1
1540	HOXA13	PLEK	E	1
1541	HOXA13	PLEKHM3	E	1
1542	HOXA13	PLEKHS1	E	1
1543	HOXA13	PLK5	E	1
1544	HOXA13	PLOD3	E	1
1545	HOXA13	PLPPR1	E	1
1546	HOXA13	PMP22	E	1
1547	HOXA13	PNMA5	E	1
1548	HOXA13	POLH	E	1
1549	HOXA13	POLL	E	1
1550	HOXA13	POU3F4	E	1
1551	HOXA13	PPDPFL	E	1
