"tf"	"target"	"weight_corr"	"weight"	"weight_corr_scaled"
"ARNTL"	"FAM161B"	0.10287950394064	-7.10334541277626	0.10287950394064
"RFX2"	"AKT2"	0.729776876602008	32.9064303920805	0.729776876602008
"ATF4"	"DTNA"	-0.439589131124485	-1.4565326847526	0.439589131124485
"KLF10"	"LRRFIP1"	0.125878442636758	32.9051325518463	0.125878442636758
"CREBL2"	"TRADD"	-0.129777151652393	16.3733886136624	0.129777151652393
"VDR"	"AVPR1B"	-0.628708108857249	-0.750137548593626	0.628708108857249
"ZNF776"	"SEMA6C"	-0.365060991427777	-0.573351064293597	0.365060991427777
"NPAS1"	"FXR2"	0.193331797280639	-2.44425911630722	0.193331797280639
"SOX6"	"DISC1"	-0.0857756935818966	-0.34945805489347	0.0857756935818966
"ZNF189"	"GATAD1"	0.577876505961496	14.6097487059916	0.577876505961496
"MBD3"	"TERF2IP"	0.163526481116013	43.8861982737373	0.163526481116013
"ZFHX3"	"ZNF33A"	-0.163787940380584	-2.81198232508463	0.163787940380584
"ZNF534"	"TMTC2"	-0.147203266574383	-5.03608591330969	0.147203266574383
"ZNF260"	"PDE5A"	-0.401708283464889	10.2139815544485	0.401708283464889
"JUN"	"HACL1"	0.0139721172837881	35.755112472038	0.0139721172837881
"ZNF776"	"NCOA4"	-0.144772979980461	31.5316149809301	0.144772979980461
"POGK"	"SCCPDH"	0.655384586159462	4.85593830403336	0.655384586159462
"IRF7"	"FAF1"	-0.148175745860519	25.2000490758384	0.148175745860519
"ZNF492"	"PRKDC"	0.311401760878073	36.3912666468585	0.311401760878073
"SGSM2"	"CYP2W1"	0.00514314317587144	-0.590767237345042	0.00514314317587144
"IKZF2"	"PPIA"	0.412237749022922	-0.117737627907755	0.412237749022922
"TTF1"	"HARS2"	-0.301734546968872	5.4529231459121	0.301734546968872
"MAFK"	"STAMBPL1"	-0.162637147695755	3.99636985526448	0.162637147695755
"BHLHE40"	"MMP28"	-0.386160712391544	-35.3896151390047	0.386160712391544
"SP100"	"CYB5R2"	0.577704545647182	14.6355526798801	0.577704545647182
"TSC22D1"	"TRIP10"	-0.183037509101342	10.166110675258	0.183037509101342
"ZNF721"	"DOK3"	-0.261689841532229	5.74615401787118	0.261689841532229
"RBAK"	"ZBP1"	0.188555119165752	26.3975462505462	0.188555119165752
"ZNF512B"	"WDR5B"	0.315305210187494	9.08634595404693	0.315305210187494
"CC2D1A"	"KLHL10"	0.071648338188098	-8.41760385335778	0.071648338188098
"MAX"	"FAHD2A"	-0.470231685837003	14.5619394132175	0.470231685837003
"CEBPA"	"INTS5"	0.367784795040884	22.0393182859171	0.367784795040884
"ISL2"	"GPR141"	-0.469494596463535	26.7463832953331	0.469494596463535
"ZNF513"	"CD59"	0.211640760843624	23.5225446323063	0.211640760843624
"ZNF513"	"CD36"	-0.616600441137602	33.3492865363618	0.616600441137602
"ZNF264"	"APOBEC2"	0.514450347047901	-45.0579127716094	0.514450347047901
"ZNF500"	"TIGD2"	0.109000357644996	-0.666807125316892	0.109000357644996
"THAP1"	"MICAL3"	-0.729116267165928	39.6880864979271	0.729116267165928
"KLF5"	"CCDC17"	-0.474524484958633	-0.0130249908377464	0.474524484958633
"NKRF"	"PANX1"	0.0712077138573421	10.040701795937	0.0712077138573421
"TIGD2"	"ZNF500"	0.109000357644996	-0.666807125316892	0.109000357644996
"EGR1"	"ZNF516"	0.194421482322051	40.9691323092341	0.194421482322051
"EGR1"	"ZNF267"	0.394357053048215	28.7809624920823	0.394357053048215
"TIGD2"	"ZNF787"	0.0868147133581142	1.16422177400792	0.0868147133581142
"ANKZF1"	"NDUFA7"	0.134721469251303	2.122937904032	0.134721469251303
"ZNF768"	"TEKT5"	0.193307203950629	-16.0291454115569	0.193307203950629
"VENTX"	"KRIT1"	-0.359558512766617	-14.2071474192655	0.359558512766617
"ZNF573"	"MYO1A"	-0.104134220623626	-2.8069537266081	0.104134220623626
"HOXA3"	"RHBDF1"	0.344633390555645	3.75340536473782	0.344633390555645
"ZNF678"	"MRPL9"	0.103567233995928	-7.80972127239	0.103567233995928
"NFKB1"	"ZNF48"	0.00476919572352737	23.8506263162169	0.00476919572352737
"ZNF771"	"SNORD1C"	0.0645003039696532	-11.5153770131322	0.0645003039696532
"PROX2"	"PRODH"	-0.0715314584263305	50.3363990338598	0.0715314584263305
"AR"	"MEIS2"	-0.569504014981065	1.51107366469172	0.569504014981065
"NANOG"	"CCDC24"	0.443263231831111	-2.66439817274281	0.443263231831111
"HIF1A"	"MMACHC"	0.505488439498943	9.92891050930643	0.505488439498943
"ZNF787"	"RFWD3"	0.392899998986606	8.54034356893434	0.392899998986606
"ZNF135"	"ZNF595"	0.431833769781344	5.54690479244713	0.431833769781344
"ZNF595"	"ZNF135"	0.431833769781344	5.54690479244713	0.431833769781344
"ZNF677"	"C10orf95"	0.628457504893296	-4.77797451821888	0.628457504893296
"TCF20"	"EID1"	0.462406552729042	37.5274866469459	0.462406552729042
"NFXL1"	"ZC3H12B"	0.60004136229854	42.314116355624	0.60004136229854
"ZSCAN12"	"C7orf25"	-0.0271690570407036	-15.0939795601747	0.0271690570407036
"ZBTB26"	"CRYZ"	0.235299971393588	16.125650927721	0.235299971393588
"ZNF808"	"NUDT17"	0.17862435015522	-6.9659254663496	0.17862435015522
"HEYL"	"ATP6V1G2"	0.365842637186501	5.42560881250912	0.365842637186501
"TEF"	"FAM13A"	-0.00317775770833823	-6.66845918800774	0.00317775770833823
"ZNF443"	"RETSAT"	-0.374267294142179	2.75415202732148	0.374267294142179
"ZNF460"	"GNB4"	0.224256748571341	33.586562315725	0.224256748571341
"HSF1"	"PRRT1"	0.503157118149764	17.3949793722882	0.503157118149764
"ZNF250"	"PCDHA3"	-0.0788621269759744	4.01220648026841	0.0788621269759744
"ZSCAN21"	"APH1B"	0.176895654687216	9.24845203010154	0.176895654687216
"GZF1"	"ACP5"	-0.534989936431307	11.3871371084727	0.534989936431307
"HMG20B"	"STIM2"	0.37397968372046	35.4840775519081	0.37397968372046
"ZNF287"	"ATOX1"	0.107007577274156	10.2278011042701	0.107007577274156
"ARID2"	"ZYX"	0.0503907505423928	-38.9065324669005	0.0503907505423928
"NR1D2"	"ACER2"	-0.0107807468918262	-21.289225588383	0.0107807468918262
"SOX6"	"CA1"	-0.455454289119808	-0.289865138978876	0.455454289119808
"ZNF461"	"PPP2R1A"	0.0467977119428058	-38.5542260992516	0.0467977119428058
"HMG20A"	"EI24"	0.693299191229892	24.6601648343906	0.693299191229892
"ZNF225"	"GRHL3"	0.209422449922596	-15.6561906561373	0.209422449922596
"MBD6"	"ZFP36L2"	-0.234066024502906	8.37717607359792	0.234066024502906
"ZNF513"	"FTCD"	0.309989849284285	-13.230603523233	0.309989849284285
"FOXP1"	"SLCO3A1"	-0.322351048851966	-16.7304874770506	0.322351048851966
"ZNF155"	"MADD"	0.490666580242522	42.6952777019631	0.490666580242522
"MEIS2"	"AR"	-0.569504014981065	1.51107366469172	0.569504014981065
"NR5A2"	"TRPM4"	0.0514204800124799	15.9681127288544	0.0514204800124799
"GMEB2"	"PRRC1"	0.612008595432551	-0.740787928675248	0.612008595432551
"ATF6"	"PPARD"	-0.156502026206136	12.9322223541606	0.156502026206136
"ZNF362"	"RHEBL1"	-0.111406431612309	16.9492272312012	0.111406431612309
"CDC5L"	"SV2B"	0.585045895147419	1.48465038488126	0.585045895147419
"ZNF578"	"WDR5B"	0.25545335388773	-1.16225852577354	0.25545335388773
"ZNF431"	"ENSA"	-0.0488598920421977	20.5105355461993	0.0488598920421977
"ZNF75D"	"UBE2E3"	0.591112746415871	17.2737589269449	0.591112746415871
"HOXA7"	"ZNF528"	0.2614178696724	11.1442327625471	0.2614178696724
"MAFK"	"NPM2"	0.523031737484144	1.25591661356313	0.523031737484144
"TCFL5"	"ACE"	0.176417303966091	-3.65514825093074	0.176417303966091
"ZNF296"	"FST"	-0.202243870201981	0.592029028109376	0.202243870201981
"HIVEP2"	"CKS2"	-0.10219491473067	26.4591077346539	0.10219491473067
"EEA1"	"CYP2S1"	0.428251742081447	-20.9492972308477	0.428251742081447
