"tf"	"target"	"weight_corr"	"weight_corr_scaled"
"ZNF814"	"HMBS"	-0.511856241712778	0.511856241712778
"ZNF616"	"GIMAP4"	-0.427186748476562	0.427186748476562
"ARNTL"	"SIDT1"	-0.0328143307167977	0.0328143307167977
"ZEB1"	"TTK"	0.20644215749832	0.20644215749832
"IRX5"	"WT1"	-0.259981981856288	0.259981981856288
"NCOA1"	"INPP4A"	0.361465006031531	0.361465006031531
"ZNF396"	"CACNA1A"	0.388084209988262	0.388084209988262
"ZNF618"	"BICD1"	0.763221836208838	0.763221836208838
"EPAS1"	"RNF157"	0.366814553027168	0.366814553027168
"ZNF662"	"OSBPL3"	-0.251418292389904	0.251418292389904
"ZNF766"	"MYH16"	0.420000316020857	0.420000316020857
"AKAP8"	"UHRF1BP1L"	-0.078935230054591	0.078935230054591
"FOXM1"	"MCTP2"	-0.262857712418822	0.262857712418822
"RORA"	"PHLDB2"	0.138299800957353	0.138299800957353
"NCOA2"	"EYA2"	-0.182561320623394	0.182561320623394
"ZNF641"	"NFKB1"	-0.0333392098695349	0.0333392098695349
"NFYA"	"SNORD36B"	0.233235376329365	0.233235376329365
"SMAD3"	"HDAC4"	0.0822274013845961	0.0822274013845961
"ZNF667"	"KLRB1"	0.165483359573997	0.165483359573997
"SNAI2"	"LAMA4"	0.112749913964801	0.112749913964801
"XBP1"	"SNORD20"	0.647136666908622	0.647136666908622
"ZNF395"	"ASPDH"	-0.0217880364694398	0.0217880364694398
"THRB"	"PSMD3"	0.673305373663339	0.673305373663339
"MZF1"	"GPR157"	-0.419917361334248	0.419917361334248
"ZFP91"	"OMD"	0.0666535872474517	0.0666535872474517
"ZNF236"	"TNFAIP1"	0.380328167804267	0.380328167804267
"MBD4"	"TAP1"	0.361361428697817	0.361361428697817
"ZNF623"	"VSIG2"	0.480395485370041	0.480395485370041
"PAX3"	"C5AR1"	0.126597087901134	0.126597087901134
"ZNF324"	"FLT3"	-0.354519473530617	0.354519473530617
"VEZF1"	"DICER1"	0.234065073276009	0.234065073276009
"ZNF462"	"TATDN2"	0.574438528207372	0.574438528207372
"IKZF2"	"PSMB4"	-0.333678258436977	0.333678258436977
"TCF4"	"PDXDC1"	0.321507667845504	0.321507667845504
"ZNF221"	"SNORD61"	-0.404570594275299	0.404570594275299
"NCOA2"	"AP2B1"	-0.319933621393436	0.319933621393436
"ZNF572"	"IKZF5"	0.391565908407608	0.391565908407608
"ZNF667"	"TRAF1"	0.594010416015678	0.594010416015678
"ZNF345"	"EAF2"	0.650083681681898	0.650083681681898
"ZNF785"	"MIF4GD"	-0.0994371246181535	0.0994371246181535
"SCML4"	"RILP"	-0.358797170893387	0.358797170893387
"ZNF14"	"GALK2"	-0.523519001078944	0.523519001078944
"ZNF641"	"EGFL7"	0.153669842333863	0.153669842333863
"ZNF763"	"GALNT11"	0.557012505883088	0.557012505883088
"MEF2C"	"ODF3L1"	-0.0198891506924063	0.0198891506924063
"ZNF562"	"PHF13"	-0.343081407907321	0.343081407907321
"BPTF"	"AKR7A2"	-0.10801113882384	0.10801113882384
"MXD1"	"ITGA2B"	0.0316288048699028	0.0316288048699028
"TFDP2"	"CHMP1A"	0.822559246412794	0.822559246412794
"PRDM1"	"LCP1"	0.0789914537626459	0.0789914537626459
"GATA1"	"PAGE2B"	0.566212430114028	0.566212430114028
"ZNF214"	"EMID1"	0.106865247361476	0.106865247361476
"ZBTB2"	"ZNF836"	0.615100950541455	0.615100950541455
"BAZ2B"	"BAK1"	0.500516871797425	0.500516871797425
"ZNF311"	"SERGEF"	0.0153472585020136	0.0153472585020136
"ZNF366"	"LILRA1"	-0.592740525537331	0.592740525537331
"TP63"	"DYNC1H1"	0.386982156581432	0.386982156581432
"ZNF711"	"HPS3"	-0.513771777675409	0.513771777675409
"PPARG"	"CR2"	-0.174139929792664	0.174139929792664
"LTF"	"HK3"	0.768282172261764	0.768282172261764
"SCML4"	"QPRT"	0.166158999338799	0.166158999338799
"MXD4"	"PRUNE2"	-0.0131408581973213	0.0131408581973213
"ZNF141"	"HLA-DRB5"	-0.465651812942246	0.465651812942246
"HIC2"	"SKA2"	-0.040627772996249	0.040627772996249
"LTF"	"MME"	-0.304011888058659	0.304011888058659
"SAFB"	"NDN"	0.360009624136507	0.360009624136507
"ZNF169"	"CBLL1"	0.102759810456599	0.102759810456599
"NR1D1"	"ACTA2"	-0.0106096372726812	0.0106096372726812
"ZFAT"	"MAPKAPK3"	-0.0812814654643179	0.0812814654643179
"BATF2"	"TXLNG"	0.196980867456876	0.196980867456876
"ZNF14"	"MDN1"	0.266130841486088	0.266130841486088
"NAIF1"	"UACA"	0.253573670750226	0.253573670750226
"THAP7"	"FGF11"	-0.474399946061747	0.474399946061747
"BATF2"	"TXNL1"	0.136473095825907	0.136473095825907
"RFX1"	"SLC25A36"	-0.106898025480923	0.106898025480923
"PRDM16"	"KDELR1"	0.423735657136531	0.423735657136531
"PLAG1"	"ZNF574"	-0.507482019340384	0.507482019340384
"SP110"	"AKR1C1"	-0.564140098988769	0.564140098988769
"ZNF84"	"HAL"	-0.0554774776272766	0.0554774776272766
"ZNF451"	"HMBOX1"	-0.15594718899178	0.15594718899178
"PLAG1"	"ID3"	0.591697406623722	0.591697406623722
"ZNF285"	"FDXACB1"	0.0359411635479174	0.0359411635479174
"UBP1"	"LHFPL4"	-0.486706848395871	0.486706848395871
"TEF"	"BTBD7"	-0.533342941176264	0.533342941176264
"EPAS1"	"CYB5R2"	0.671150245708938	0.671150245708938
"ZNF93"	"SOX4"	0.291584437753639	0.291584437753639
"HINFP"	"OSBPL3"	0.173664796292574	0.173664796292574
"ZNF485"	"SCG3"	0.265817660628839	0.265817660628839
"FOXP2"	"SNORD24"	-0.0629025813002726	0.0629025813002726
"ZNF740"	"MSH3"	0.0839720956389997	0.0839720956389997
"BACH1"	"FKBP14"	0.323190065319366	0.323190065319366
"ZNF525"	"EFCAB2"	-0.153038522849134	0.153038522849134
"ZNF565"	"CRADD"	-0.0782806029345919	0.0782806029345919
"ZNF732"	"FASN"	0.101033494010987	0.101033494010987
"MYC"	"KIF3A"	-0.337817247612664	0.337817247612664
"FIZ1"	"PTPRE"	-0.092153720706	0.092153720706
"GLYR1"	"SLC34A3"	0.226380545861312	0.226380545861312
"ZNF587"	"KRT10"	-0.356743770080581	0.356743770080581
"DPF3"	"XK"	-0.310907858136574	0.310907858136574
"ZBED1"	"ARRB2"	0.345600717388655	0.345600717388655
"ZNF570"	"PKNOX1"	0.476037627656445	0.476037627656445
"MYCN"	"NISCH"	-0.0667665261237917	0.0667665261237917
"ZIK1"	"CCDC25"	0.489913545172676	0.489913545172676
"RARA"	"PPP2R2D"	0.300908106546275	0.300908106546275
"ZNF573"	"KIFC3"	0.322711011489502	0.322711011489502
"L3MBTL4"	"LENG1"	0.226143133239664	0.226143133239664
"NFATC3"	"NHLRC4"	-0.434693883736327	0.434693883736327
"ERG"	"KIDINS220"	0.0764939759498651	0.0764939759498651
"KLF4"	"ANXA6"	0.178817767226671	0.178817767226671
"ELF4"	"PCDHGA11"	-0.239716883970432	0.239716883970432
"ZNF669"	"DLGAP3"	0.198908438985988	0.198908438985988
"PRDM1"	"NKTR"	0.499389766402833	0.499389766402833
"KLF9"	"AP1G1"	0.0985214898138642	0.0985214898138642
"ZBTB24"	"CDADC1"	-0.0841277610967781	0.0841277610967781
"EBF1"	"CD8B"	0.880848710049426	0.880848710049426
"LEF1"	"CD5"	-0.00724442680344045	0.00724442680344045
"ZNF420"	"OLFML2A"	0.435345088436819	0.435345088436819
"FLYWCH1"	"FMO4"	-0.0415676523507617	0.0415676523507617
"HES1"	"ALDOB"	-0.190132406259853	0.190132406259853
"HES1"	"EXOSC2"	-0.350259788715219	0.350259788715219
"FOXP1"	"ATXN2"	0.247588973172818	0.247588973172818
"ZNF786"	"PRKAG2"	0.329242558905813	0.329242558905813
"ZNF696"	"ATP2A1"	0.352460241678576	0.352460241678576
"SAFB"	"TSN"	0.183553002993244	0.183553002993244
"ARNTL"	"SNX12"	0.126489113091274	0.126489113091274
"PRDM1"	"LSP1"	0.0669935593245775	0.0669935593245775
"ZNF107"	"SLC27A1"	-0.0285154003838539	0.0285154003838539
"HIC2"	"POLDIP3"	0.438621269681166	0.438621269681166
"ZNF516"	"SNORD116-1"	0.324596940412611	0.324596940412611
"ATF7"	"TEX14"	0.669349898699328	0.669349898699328
"TGIF2"	"COIL"	0.69216713474866	0.69216713474866
"CREB3L2"	"SAMD9L"	0.195213985822051	0.195213985822051
"ZNF473"	"PDSS1"	0.217864275019547	0.217864275019547
"ZNF572"	"INSL3"	0.383852710012635	0.383852710012635
"ETV1"	"NINJ2"	0.397902571872347	0.397902571872347
"HBP1"	"IL5RA"	0.126844514731897	0.126844514731897
"AHCTF1"	"IGFL4"	0.0798647795396708	0.0798647795396708
"NFE2L3"	"CLK4"	0.146346476337436	0.146346476337436
"ZNF383"	"CREB3L2"	0.384478281848206	0.384478281848206
"ZNF197"	"FADS1"	0.579213956507084	0.579213956507084
"CREB3L2"	"ISCA1"	-0.169121768616713	0.169121768616713
"LIN54"	"LIMD2"	-0.454547101819725	0.454547101819725
"ZNF827"	"ABT1"	-0.132370208933094	0.132370208933094
"ATF2"	"SFPQ"	-0.0812118410339525	0.0812118410339525
"FOXO3"	"CD163"	0.0999963281125255	0.0999963281125255
"ZNF684"	"SORT1"	0.388611423032112	0.388611423032112
"ZNF16"	"ANGPTL4"	0.788505187915496	0.788505187915496
"NFE2L3"	"CBX8"	0.268230022558727	0.268230022558727
"GRHL1"	"TRPV5"	-0.553469240915163	0.553469240915163
"ZNF382"	"STX8"	-0.194563467692962	0.194563467692962
"CDC5L"	"SPATA9"	0.160139349258418	0.160139349258418
"GLI1"	"KLHDC2"	0.319225250714815	0.319225250714815
"KLF7"	"PCGF5"	0.268627510858821	0.268627510858821
"NFATC3"	"CDKN2D"	0.148620385724394	0.148620385724394
"ZBTB46"	"TMEM150A"	-0.337754738790746	0.337754738790746
"LYL1"	"EDN1"	-0.109414161271857	0.109414161271857
"FOSB"	"FOXD4L3"	0.137695288349193	0.137695288349193
"HSF1"	"CDC25C"	-0.305693923169691	0.305693923169691
"ZNF85"	"PCNP"	0.703139034007508	0.703139034007508
"ZBTB24"	"PPIF"	0.00127109740375657	0.00127109740375657
"TFCP2L1"	"COL5A2"	0.40043018925592	0.40043018925592
"ZBED4"	"RAD1"	-0.154758984699737	0.154758984699737
"LCORL"	"RSBN1L"	-0.158434171263274	0.158434171263274
"ZNF33A"	"ASF1B"	0.265989584011741	0.265989584011741
"OLIG1"	"NUCKS1"	-0.570563981413127	0.570563981413127
"PLAGL1"	"GOPC"	0.728529027553713	0.728529027553713
"ADNP"	"METTL6"	0.109702270944979	0.109702270944979
"HOXB3"	"ARHGEF5"	-0.0546742381445456	0.0546742381445456
"ZBTB17"	"PLEKHF1"	-0.120690705397481	0.120690705397481
"SALL2"	"PMEPA1"	0.307240847343953	0.307240847343953
"FOXD2"	"MTIF2"	-0.512874969161689	0.512874969161689
"ZNF506"	"STX11"	0.043048143297828	0.043048143297828
"ZFP41"	"FAM71F2"	-0.36034763486379	0.36034763486379
"ZNF827"	"DLG3"	0.604786150956343	0.604786150956343
"ZNF366"	"TMEM63C"	0.249260729961062	0.249260729961062
"ZNF234"	"CBX7"	-0.104536267984676	0.104536267984676
"CEBPE"	"TACSTD2"	-0.196382513946684	0.196382513946684
"ZNF263"	"NUCB2"	0.218445960494637	0.218445960494637
"ZNF250"	"QPCT"	0.27986615783661	0.27986615783661
"MECOM"	"ZNF320"	-0.225809932593252	0.225809932593252
"GLI1"	"KLHL28"	0.472933384719822	0.472933384719822
"ZNF547"	"TMED10P1"	-0.00232501197242694	0.00232501197242694
"ZNF217"	"TBX21"	0.000218049302970341	0.000218049302970341
"ZNF512B"	"RNF103"	-0.391172803107895	0.391172803107895
"ZNF304"	"SLC22A13"	-0.372905138842126	0.372905138842126
"ZMAT1"	"PLEKHO2"	-0.280380933992017	0.280380933992017
"ZNF491"	"GXYLT1"	0.431405240674435	0.431405240674435
"ZNF304"	"LGALS3"	-0.111862577288867	0.111862577288867
"THAP1"	"MFSD2B"	-0.178287426724542	0.178287426724542
"ZNF24"	"IKZF5"	-0.381692467447721	0.381692467447721
"ZNF418"	"CD248"	0.291483225844841	0.291483225844841
"ZNF559"	"SKP2"	-0.152843665926986	0.152843665926986
"ZNF814"	"MLF1"	-0.0736913048971792	0.0736913048971792
"PLAGL1"	"ENDOG"	0.615432725928706	0.615432725928706
"ZNF335"	"BTD"	-0.0439044870528863	0.0439044870528863
"ZBTB45"	"MCAM"	0.309255060593497	0.309255060593497
"MYBL1"	"CYB5R3"	-0.409240902437423	0.409240902437423
"IRF6"	"ENTPD3"	-0.303452555708011	0.303452555708011
"E2F7"	"SF3A2"	-0.244292242360965	0.244292242360965
"MLX"	"LINS1"	-0.110359720064681	0.110359720064681
"TSHZ2"	"JAKMIP1"	-0.548403941085479	0.548403941085479
"FOXH1"	"TRAF4"	0.519572908851205	0.519572908851205
"ZNF721"	"PRPF18"	0.238749024692738	0.238749024692738
"ZNF69"	"CYBRD1"	0.506684650622902	0.506684650622902
"BACH2"	"TXNDC5"	-0.090427908642323	0.090427908642323
"ZNF681"	"PPP2R2D"	-0.425622418443456	0.425622418443456
"ZNF823"	"RAB3IP"	-0.316919839774352	0.316919839774352
"ZFP90"	"FBXO36"	0.235066966282201	0.235066966282201
"ZNF461"	"SNED1"	-0.249396116343382	0.249396116343382
"HMG20A"	"BCL2L14"	0.00308513649709925	0.00308513649709925
"ATMIN"	"LHFPL2"	0.441406325522419	0.441406325522419
"ZBTB26"	"SEC62"	0.245439647284468	0.245439647284468
"ZNF366"	"GNAZ"	-0.32785147283429	0.32785147283429
"ZNF90"	"HIPK4"	-0.291532883645515	0.291532883645515
"ZNF619"	"BIK"	0.0013107362840068	0.0013107362840068
"NR1H2"	"HSD11B2"	0.253279030782478	0.253279030782478
"ZNF514"	"RIBC2"	0.296923641998377	0.296923641998377
"BNC2"	"SPARC"	0.198523085471244	0.198523085471244
"ZNF182"	"MAK16"	0.238126605294827	0.238126605294827
"ZNF425"	"RBM4B"	0.483617747630038	0.483617747630038
"MEF2C"	"SPTAN1"	-0.0478930308124465	0.0478930308124465
"TSHZ3"	"TNIP3"	-0.151279370053826	0.151279370053826
"ZBED4"	"TAF2"	-0.439153464001801	0.439153464001801
"ZNF395"	"KIAA1614"	-0.00671179808714755	0.00671179808714755
"ZBED4"	"TAL1"	-0.196739536359627	0.196739536359627
"POU4F3"	"B9D2"	0.131549160552567	0.131549160552567
"CUX2"	"ZFP57"	0.143308648189198	0.143308648189198
"ZNF200"	"RSU1"	0.433600675287144	0.433600675287144
"ZNF160"	"HSF2"	-0.166715040487932	0.166715040487932
"ETS1"	"MAP3K5"	0.222926980923022	0.222926980923022
"ZNF69"	"CBFB"	-0.0810610512171672	0.0810610512171672
"ZNF385A"	"GPR180"	0.459272713102268	0.459272713102268
"PHF1"	"GPR162"	0.523379314371241	0.523379314371241
"ZFP91"	"UPK3B"	-0.215412133129415	0.215412133129415
"ZNF354B"	"EPB41L4A"	0.147997846103996	0.147997846103996
"ZNF12"	"DLGAP4"	0.524408900276623	0.524408900276623
"ARNTL"	"MAGEF1"	-0.431676434537688	0.431676434537688
"ZSCAN21"	"CRHR2"	-0.428200343039073	0.428200343039073
"ZFP14"	"UBB"	-0.0590006164521548	0.0590006164521548
"NKX2-3"	"TOMM22"	0.315318558451247	0.315318558451247
"ZNF564"	"DDX11L2"	0.573748880896793	0.573748880896793
"ZBTB10"	"ZFYVE27"	0.0255534554114479	0.0255534554114479
"ZNF623"	"DUS4L"	0.405486722164616	0.405486722164616
"ARNTL"	"SMPDL3A"	-0.0869887284746187	0.0869887284746187
"ZNF805"	"GTF2A1"	-0.404235142025611	0.404235142025611
"ELK1"	"KANK2"	-0.01245654364651	0.01245654364651
"ZHX3"	"GTF2B"	0.0861993295545652	0.0861993295545652
"ZGLP1"	"DHX35"	-0.0433190049240329	0.0433190049240329
"STAT3"	"SMARCB1"	0.353719612980296	0.353719612980296
"MAFB"	"APCDD1"	0.567407393122537	0.567407393122537
"ZNF474"	"PPP2CA"	-0.347831639496103	0.347831639496103
"ZSCAN21"	"CRTAM"	-0.261507607196522	0.261507607196522
"BBX"	"BBS9"	0.874107124669638	0.874107124669638
"BBX"	"BBS5"	-0.128690422474965	0.128690422474965
"OTX1"	"CALM2"	-0.0360570828543967	0.0360570828543967
"NCOA3"	"TRH"	-0.0408350933043801	0.0408350933043801
"PHF20"	"WDR17"	-0.0911557383708513	0.0911557383708513
"RARG"	"C9orf129"	0.187987772493461	0.187987772493461
"ZNF441"	"FBXL6"	0.074868658850292	0.074868658850292
"ZNF613"	"TUBG2"	-0.130433768055359	0.130433768055359
"ZNF616"	"ZG16B"	-0.597543556934286	0.597543556934286
"ZNF711"	"PDP1"	-0.0496819219206218	0.0496819219206218
"CUX1"	"FGFR2"	-0.0124469238362588	0.0124469238362588
"ZNF776"	"SCAMP2"	0.537190991632177	0.537190991632177
"ZNF365"	"MORC4"	0.603796679781181	0.603796679781181
"JRKL"	"RARG"	0.556165069406871	0.556165069406871
"ZNF814"	"OXSM"	0.175354642704743	0.175354642704743
"ZNF782"	"NEO1"	-0.0653196773941001	0.0653196773941001
"ARNT2"	"TAF2"	0.791579015648503	0.791579015648503
"LHX6"	"MMP16"	0.111339716485027	0.111339716485027
"ETV6"	"STXBP6"	0.392302752519895	0.392302752519895
"ZNF93"	"KIR3DL1"	0.171376580951698	0.171376580951698
"ZNF223"	"DLGAP2"	-0.0487132548001391	0.0487132548001391
"KLF4"	"ERICH1"	-0.201264946337328	0.201264946337328
"PA2G4"	"ZNF628"	0.108396398001582	0.108396398001582
"PA2G4"	"ZNF414"	0.0307385699017544	0.0307385699017544
"TCF4"	"PRAF2"	0.0172959918999384	0.0172959918999384
"ZNF623"	"MYO1B"	0.0230138060076483	0.0230138060076483
"RARA"	"DHRS11"	0.320894258513077	0.320894258513077
"ZNF142"	"DHDDS"	0.365200884701063	0.365200884701063
"CREM"	"CEP97"	-0.170382799823726	0.170382799823726
"NRF1"	"TAF5"	0.149659437942667	0.149659437942667
"TCF20"	"ASPSCR1"	0.50125932893095	0.50125932893095
"ZNF254"	"GPATCH3"	-0.0432694345231185	0.0432694345231185
"SOHLH2"	"ZNF101"	-0.0715222159737704	0.0715222159737704
"PCGF6"	"ZNF28"	-0.327339780139849	0.327339780139849
"PCGF6"	"ZNF81"	-0.50746793079675	0.50746793079675
"REXO4"	"POLR3D"	0.190836043621706	0.190836043621706
"ZBTB24"	"FASTKD1"	-0.137267390422173	0.137267390422173
"ZNF324"	"RALA"	-0.0977033264331165	0.0977033264331165
"ZNF835"	"POLI"	0.422123026732072	0.422123026732072
"ZNF107"	"MYO5B"	-0.107621962376378	0.107621962376378
"ZNF337"	"AMDHD2"	0.306164570659644	0.306164570659644
"ELK3"	"KLHL24"	0.201181280350612	0.201181280350612
"FOXD4L1"	"CENPM"	0.218306542800038	0.218306542800038
"BRF2"	"UCP2"	0.0652071332223703	0.0652071332223703
"MLX"	"LOXL3"	-0.338046664886603	0.338046664886603
"ZNF366"	"LRG1"	-0.387919482168856	0.387919482168856
"ZNF823"	"DDAH2"	0.236913591287331	0.236913591287331
"PLAG1"	"SLC7A11"	-0.0174231746450618	0.0174231746450618
"THAP9"	"ACAP3"	-0.472008180907306	0.472008180907306
"ZBTB26"	"ACOX2"	-0.238145193327425	0.238145193327425
"ZBTB43"	"RDH12"	-0.0343799679079989	0.0343799679079989
"ZNF614"	"MORC3"	0.155249171355902	0.155249171355902
"IKZF5"	"RBAK"	0.459061401828553	0.459061401828553
"TET3"	"ZNF621"	0.00164722457649412	0.00164722457649412
"MXD4"	"SMCR5"	-0.0362242456198409	0.0362242456198409
"PLAGL1"	"FAM184B"	0.564702460199317	0.564702460199317
"AKAP8L"	"WAS"	-0.00563446388002281	0.00563446388002281
"ZBTB32"	"NEK11"	-0.0783998229724702	0.0783998229724702
"PRDM1"	"SGSH"	0.122799100204775	0.122799100204775
"ZNF70"	"INPP5F"	0.227909823461544	0.227909823461544
"MYB"	"TMEM201"	0.391083486915343	0.391083486915343
"SCML4"	"COPS5"	0.539395156318376	0.539395156318376
"ZNF714"	"HSH2D"	-0.151457443497799	0.151457443497799
"NFE2"	"SDS"	0.0430795804367553	0.0430795804367553
"ZNF213"	"IQCE"	-0.078925828073956	0.078925828073956
"CAMTA1"	"GP1BA"	0.159294327799769	0.159294327799769
"KLF12"	"TAGLN2"	0.174678012166717	0.174678012166717
"SRCAP"	"ABCG1"	0.171670000028415	0.171670000028415
"ZNF430"	"PPP1R9B"	-0.234787490609657	0.234787490609657
"REST"	"VPS35"	0.660226366997471	0.660226366997471
"SIX5"	"ANKRD36BP1"	0.0557118368625333	0.0557118368625333
"ATF7"	"GPN3"	0.419742098885898	0.419742098885898
"RFX1"	"SPTLC2"	0.0680775365681399	0.0680775365681399
"KLF7"	"SLC39A6"	-0.0591207592337894	0.0591207592337894
"ZBED5"	"CCDC57"	0.0675867285247577	0.0675867285247577
"ARNT2"	"VASN"	0.0783458781209653	0.0783458781209653
"ZNF879"	"AQP7P1"	0.402457879975732	0.402457879975732
"ZNF696"	"GLOD5"	0.137338648032144	0.137338648032144
"PPARD"	"SLC11A1"	-0.255661868496847	0.255661868496847
"ZNF564"	"PYHIN1"	0.299258747136147	0.299258747136147
"BHLHE41"	"MATR3"	0.243719730972743	0.243719730972743
"NKX3-1"	"TCL1A"	0.0772783968304862	0.0772783968304862
"ZNF619"	"FST"	0.258545267502244	0.258545267502244
"TSHZ3"	"TRPA1"	-0.31107912540849	0.31107912540849
"VDR"	"VDAC1"	0.00296223960048378	0.00296223960048378
"VDR"	"VDAC3"	0.50067669112976	0.50067669112976
"ZNF761"	"MAN2A1"	0.560881650013232	0.560881650013232
"ZNF790"	"CDADC1"	0.365117253345718	0.365117253345718
"FOXO1"	"TRAF3IP3"	0.0104004023783498	0.0104004023783498
"ZNF215"	"GSDMB"	0.182416568051086	0.182416568051086
"ZNF221"	"TSEN2"	-0.183477976618498	0.183477976618498
"TOPORS"	"ANKRD50"	-0.0696830104337965	0.0696830104337965
"ATMIN"	"B9D2"	-0.101685074762327	0.101685074762327
"ATMIN"	"ATN1"	-0.253987244005475	0.253987244005475
"ATMIN"	"ATG5"	0.271425806562078	0.271425806562078
"ATMIN"	"ATIC"	-0.115970034191677	0.115970034191677
"ZNF732"	"SNORA56"	0.1949425061932	0.1949425061932
"TFCP2L1"	"KCMF1"	-0.0400003651414206	0.0400003651414206
"HIVEP3"	"MLXIP"	-0.300596567327255	0.300596567327255
"ZNF367"	"CYP17A1"	-0.0575467897762016	0.0575467897762016
"CAMTA2"	"RPS15"	-0.245935621711884	0.245935621711884
"ZNF333"	"CNOT4"	0.401023645625196	0.401023645625196
"ZFP41"	"ATG2A"	-0.132625113657886	0.132625113657886
"BATF2"	"LSR"	0.471759382264728	0.471759382264728
"ZNF490"	"MRPL24"	-0.0638971317765482	0.0638971317765482
"DOT1L"	"DCAF16"	0.224904121673374	0.224904121673374
"DZIP1"	"DPPA4"	-0.0394654691395258	0.0394654691395258
"MYCN"	"EPHB6"	0.340684466361333	0.340684466361333
"ZNF395"	"THAP2"	0.630524234981082	0.630524234981082
"ZNF717"	"NFIL3"	-0.276544526098067	0.276544526098067
"PPARG"	"RAB4A"	0.395900636841097	0.395900636841097
"ZNF205"	"DPP7"	0.156125926263308	0.156125926263308
"ZNF681"	"PGP"	-0.324041084973102	0.324041084973102
"ZNF835"	"RBM5"	0.693258662659306	0.693258662659306
"ZNF814"	"UTS2"	0.189557477508907	0.189557477508907
"SP4"	"LGALS3"	0.029901991151081	0.029901991151081
"ZNF761"	"USP5"	-0.0994043113503524	0.0994043113503524
"KLF11"	"ACP2"	-0.452743354649586	0.452743354649586
"ZBTB49"	"TCF19"	-0.127261382290803	0.127261382290803
"HOXC4"	"SGSM1"	0.85815999884871	0.85815999884871
"SP3"	"ZKSCAN4"	-0.282056830684905	0.282056830684905
"RAG1"	"MRC1"	-0.0864009866742784	0.0864009866742784
"TSHZ3"	"SERPINA1"	0.0908632044888024	0.0908632044888024
"ATF5"	"ZFYVE26"	0.457335696954379	0.457335696954379
"ZNF382"	"CMTM3"	-0.583528908130643	0.583528908130643
"NFE2"	"RNF38"	0.567762159056131	0.567762159056131
"ZEB2"	"CCDC141"	0.204530964257775	0.204530964257775
"NCOA2"	"SCP2"	-0.071538190764716	0.071538190764716
"ZNF692"	"HELB"	0.162345311124482	0.162345311124482
"ZNF610"	"IDE"	0.666812880611249	0.666812880611249
"ZBTB41"	"NR1H3"	0.787732639371029	0.787732639371029
"LEF1"	"DTX1"	0.646050842217349	0.646050842217349
"SATB1"	"PHKG1"	0.427515080253136	0.427515080253136
"RAG1"	"MBIP"	-0.200886771947855	0.200886771947855
"ZNF814"	"TJP3"	0.557465502497599	0.557465502497599
"KLF12"	"TMEM184A"	0.254736326718059	0.254736326718059
"MSC"	"APCDD1"	0.560369081595137	0.560369081595137
"CPEB1"	"RASGRF2"	-0.0643871059051006	0.0643871059051006
"ZNF329"	"FAM120AOS"	-0.0749501374151396	0.0749501374151396
"NFYC"	"AKAP10"	-0.0634593230865476	0.0634593230865476
"TCF12"	"MCTP2"	0.100891623744715	0.100891623744715
"ESRRB"	"POLG2"	0.161736928271857	0.161736928271857
"FOXP4"	"PPIL2"	0.30766285234333	0.30766285234333
"ZNF215"	"BTBD18"	-0.057567577170862	0.057567577170862
"ZNF169"	"CNOT2"	0.411586356596496	0.411586356596496
"HNF1A"	"LMO7"	0.494455674510967	0.494455674510967
"ZNF644"	"TEAD4"	0.129112480530524	0.129112480530524
"CSRNP2"	"PRIM2"	-0.738911218759225	0.738911218759225
"GATA1"	"SLC26A2"	0.373255662658049	0.373255662658049
"AHDC1"	"EID2"	0.530739822262817	0.530739822262817
"ADNP"	"DUOXA1"	-0.105051462332578	0.105051462332578
"NKX3-1"	"KCND3"	0.480731016811461	0.480731016811461
"ZNF181"	"VPS33A"	-0.152076992505434	0.152076992505434
"TSHZ3"	"CD8A"	0.285244672195246	0.285244672195246
"ZNF727"	"FAM104A"	0.135386946126058	0.135386946126058
"ZNF2"	"ATP2A3"	-0.160376470977795	0.160376470977795
"ZNF613"	"CYCS"	0.0324703562154927	0.0324703562154927
"ZNF217"	"KIF19"	-0.166153804246418	0.166153804246418
"ZNF621"	"LCTL"	0.557692407799378	0.557692407799378
"FOXJ2"	"ZNF253"	-0.625325722827673	0.625325722827673
"MAF"	"SGMS1"	0.771819135761334	0.771819135761334
"RUNX3"	"RIPK3"	-0.1573037280771	0.1573037280771
"ZNF74"	"ZNF613"	0.800792034833516	0.800792034833516
"ZNF205"	"FZD8"	-0.0317810940387521	0.0317810940387521
"ZNF628"	"WDR37"	0.045086242388689	0.045086242388689
"ZNF655"	"TCEAL3"	0.225379534421667	0.225379534421667
"MYBL1"	"PCSK5"	0.443808884739316	0.443808884739316
"ZNF502"	"WAS"	0.423364237903169	0.423364237903169
"ZNF74"	"ZNF749"	0.890561610402852	0.890561610402852
"HLX"	"PPP1R15B"	0.193908362756941	0.193908362756941
"KDM5B"	"MRPL13"	0.265496790590686	0.265496790590686
"HMGA2"	"DIDO1"	0.0600146141274151	0.0600146141274151
"MLX"	"LSM10"	-0.172026102284947	0.172026102284947
"CEBPZ"	"STK11IP"	-0.424491855028391	0.424491855028391
"NCOA1"	"RIPK3"	0.586699544133877	0.586699544133877
"ZKSCAN5"	"TWSG1"	0.0658335788501813	0.0658335788501813
"LEF1"	"GZMH"	0.864009104951494	0.864009104951494
"ZNF500"	"RBM41"	-0.243014326604806	0.243014326604806
