"tf"	"target"	"weight_corr"	"weight_corr_scaled"
"GPBP1"	"CMTM1"	0.583940161058123	0.583940161058123
"ZNF354C"	"TMPPE"	0.373284096797137	0.373284096797137
"RFX5"	"SEC23A"	-0.116738059933117	0.116738059933117
"RFX3"	"BNIP3"	-0.322138657909007	0.322138657909007
"ZNF646"	"USP28"	0.846387847542138	0.846387847542138
"CUX1"	"RTP4"	0.000539608260519376	0.000539608260519376
"KCMF1"	"ATP6V1E1"	0.309591007486007	0.309591007486007
"SP100"	"ABHD6"	-0.285402132979903	0.285402132979903
"LIN54"	"SOX10"	0.170314741446562	0.170314741446562
"NFIA"	"B3GALNT1"	-0.0694598303996662	0.0694598303996662
"SOX6"	"AHSP"	0.824182182605229	0.824182182605229
"SAFB2"	"PAWR"	-0.233283321574645	0.233283321574645
"ZNF540"	"F3"	-0.794558012622765	0.794558012622765
"ZNF596"	"ABCB9"	0.515399563714853	0.515399563714853
"ZNF878"	"HEATR6"	0.00182150730534752	0.00182150730534752
"TIGD1"	"NBPF15"	-0.581932679285609	0.581932679285609
"HMBOX1"	"ZNF451"	-0.15594718899178	0.15594718899178
"HMBOX1"	"ZNF302"	-0.211802783440083	0.211802783440083
"ZNF260"	"LRP5"	0.456345601829578	0.456345601829578
"SAFB2"	"TIAM2"	0.104693830416683	0.104693830416683
"ZNF222"	"TMEM41B"	0.212952437604474	0.212952437604474
"NR4A1"	"NOP14"	-0.268803222346366	0.268803222346366
"BCL11B"	"TPRG1"	-0.0564075973974833	0.0564075973974833
"LHX4"	"PIP5KL1"	0.354925574451884	0.354925574451884
"SALL2"	"CX3CR1"	-0.443976930010164	0.443976930010164
"ZBTB25"	"KDR"	-0.185816375098105	0.185816375098105
"IKZF4"	"IKZF2"	0.78509670196007	0.78509670196007
"ZNF136"	"GLB1L"	-0.637857845816692	0.637857845816692
"HHEX"	"PODXL"	0.237603677760222	0.237603677760222
"ZNF512"	"LRRC2"	0.056956725913694	0.056956725913694
"RELB"	"HOXA7"	0.188567659175952	0.188567659175952
"IKZF3"	"PTPN7"	-0.073167582103343	0.073167582103343
"HMGA1"	"PPL"	-0.173527423307226	0.173527423307226
"SP4"	"CTNNB1"	0.382908224839235	0.382908224839235
"ALX3"	"PPEF1"	-0.20797644272609	0.20797644272609
"ZNF281"	"IER5"	-0.283342199897275	0.283342199897275
"BACH1"	"DCAF7"	-0.133441327130519	0.133441327130519
"FOXD4L1"	"UBE2R2"	0.299237527317562	0.299237527317562
"ARID2"	"ELOVL6"	-0.329393047302163	0.329393047302163
"ZNF311"	"BICD1"	0.337819745406337	0.337819745406337
"HOXA2"	"DPM2"	-0.407059697731985	0.407059697731985
"BACH1"	"MEX3C"	0.241544737035857	0.241544737035857
"ZNF135"	"NSUN2"	0.67628451169852	0.67628451169852
"ZBTB25"	"WIZ"	-0.0701143787956705	0.0701143787956705
"PURB"	"TMEM70"	-0.191697540518529	0.191697540518529
"GFI1"	"ERRFI1"	-0.222207620622041	0.222207620622041
"ZNF598"	"REV1"	0.33174304197599	0.33174304197599
"HES6"	"HMGCS1"	-0.469760107030041	0.469760107030041
"ARID2"	"FTO"	0.466384772031234	0.466384772031234
"VENTX"	"SNX4"	-0.367200109797708	0.367200109797708
"ELK1"	"ANKRD46"	0.223808041685173	0.223808041685173
"ZNF610"	"ZNF765"	0.129907536052657	0.129907536052657
"ZSCAN18"	"TFRC"	0.500197008367646	0.500197008367646
"ZNF610"	"ZNF814"	0.215506040025985	0.215506040025985
"BAZ2B"	"BTBD3"	0.379180932777959	0.379180932777959
"ZNF76"	"STS"	0.000991249219216853	0.000991249219216853
"PBX3"	"NFXL1"	0.430454831852292	0.430454831852292
"EBF1"	"KHDRBS1"	-0.290855334555938	0.290855334555938
"ZNF512B"	"EDA2R"	-0.240887458053417	0.240887458053417
"MSC"	"NR3C2"	0.912574738238919	0.912574738238919
"FOXP4"	"SLC12A7"	0.232736282072406	0.232736282072406
"IKZF3"	"TRIM32"	0.0673426399253206	0.0673426399253206
"IKZF3"	"TRIM36"	0.0247950236699616	0.0247950236699616
"ZBTB26"	"FIS1"	-0.142572379982225	0.142572379982225
"SLC2A4RG"	"SDHD"	0.113727489157077	0.113727489157077
"CSRNP2"	"CBX6"	0.336800636336423	0.336800636336423
"TSHZ2"	"WNT10A"	0.697400036102445	0.697400036102445
"ZNF75A"	"IPPK"	-0.461692900361177	0.461692900361177
"BCL6"	"ANKRD50"	0.25999244856341	0.25999244856341
"ZNF365"	"RAB40A"	-0.463882055832872	0.463882055832872
"ZNF461"	"PLXDC2"	-0.341948462684158	0.341948462684158
"ZNF660"	"DLG3"	0.308324858636154	0.308324858636154
"GABPA"	"TBRG1"	0.118834627438127	0.118834627438127
"FOXM1"	"AGPS"	0.187246057840174	0.187246057840174
"ZNF175"	"CHMP2A"	0.505289584290524	0.505289584290524
"ZBTB6"	"MMP14"	0.172293899804342	0.172293899804342
"PLAGL1"	"ZNF205"	0.501850645128857	0.501850645128857
"MAX"	"FAM76A"	0.118888250005942	0.118888250005942
"ZNF519"	"MTO1"	0.786710422799293	0.786710422799293
"HMG20A"	"PPP1R13B"	-0.542378658070896	0.542378658070896
"ZNF34"	"ITPR3"	-0.225759466574543	0.225759466574543
"KLF1"	"ACHE"	-0.905615881272271	0.905615881272271
"CSRNP2"	"CTSF"	-0.153876813083917	0.153876813083917
"SAFB"	"MIR155HG"	0.319112853054386	0.319112853054386
"ZNF487"	"NUBP1"	0.394917791440457	0.394917791440457
"ZNF713"	"CD44"	-0.222598325155455	0.222598325155455
"SOX6"	"CR1L"	0.527725486542593	0.527725486542593
"BCL11B"	"TTLL1"	-0.454895571517708	0.454895571517708
"LEF1"	"ARL6IP4"	-0.262973968298381	0.262973968298381
"ZNF765"	"CCDC144A"	0.228129269535257	0.228129269535257
"HOXA5"	"MICALL2"	0.601936643941735	0.601936643941735
"CREBL2"	"CREBZF"	-0.0377145883784151	0.0377145883784151
"RBAK"	"FOXD2"	-0.547819831203129	0.547819831203129
"HOXA7"	"ZNF304"	0.258371489843044	0.258371489843044
"ZNF175"	"SERINC4"	0.569214664800639	0.569214664800639
"GTF2I"	"TYK2"	-0.436543016167725	0.436543016167725
"ZNF362"	"NIPAL2"	0.538988576407969	0.538988576407969
"KLF6"	"CIITA"	-0.432872157116161	0.432872157116161
"POU2F1"	"PZP"	0.432115640806653	0.432115640806653
"ZSCAN22"	"USP13"	0.772583442404592	0.772583442404592
"ZNF462"	"SLFN5"	-0.565302413265981	0.565302413265981
"ARID2"	"MYL6B"	-0.55935342967388	0.55935342967388
"PRDM4"	"HYOU1"	0.232352753324892	0.232352753324892
"HSF4"	"PJA1"	0.521788413525639	0.521788413525639
"PPARG"	"TRAPPC4"	0.370423361453124	0.370423361453124
"ZNF829"	"MAP1A"	-0.362749819652849	0.362749819652849
"NR4A1"	"NR3C2"	0.154534522135924	0.154534522135924
"NR4A1"	"NR1H3"	-0.188308799079421	0.188308799079421
"NR4A1"	"NR1H2"	0.0549100380265452	0.0549100380265452
"NR4A1"	"NR1I2"	-0.0950376552987173	0.0950376552987173
"ZBTB5"	"KRT10"	-0.150127249730587	0.150127249730587
"ZNF160"	"CASP2"	0.480835531995721	0.480835531995721
"ZNF827"	"RPL17"	-0.0753056475695719	0.0753056475695719
"JRKL"	"CHST2"	-0.242589227827641	0.242589227827641
"IRF4"	"RNF157"	0.150757576059827	0.150757576059827
"ZNF2"	"OAS2"	0.457673841430216	0.457673841430216
"GATA3"	"SSBP3"	-0.239995515275779	0.239995515275779
"IRF4"	"RNF135"	0.0294738497661922	0.0294738497661922
"MAFK"	"S100A8"	0.378879063392511	0.378879063392511
"ZNF283"	"HABP4"	-0.495641883126719	0.495641883126719
"SLC2A4RG"	"STX3"	-0.190174047986269	0.190174047986269
"NR4A3"	"ICAM3"	0.277400130006638	0.277400130006638
"ZNF691"	"EIF3L"	0.559640225311648	0.559640225311648
"PPARD"	"ZNF804A"	-0.574480485199041	0.574480485199041
"TCF20"	"HSF1"	0.381474111081535	0.381474111081535
"STAT5A"	"GALNT10"	0.0192354805725739	0.0192354805725739
"ZFPM2"	"SUMF1"	0.417819119369352	0.417819119369352
"ZNF766"	"CASP5"	-0.407868367736404	0.407868367736404
"MBD6"	"PPIF"	0.0413322929482207	0.0413322929482207
"STAT3"	"NAA40"	0.00170125417608119	0.00170125417608119
"ATF7"	"ATG16L1"	0.173855112989441	0.173855112989441
"ZNF276"	"KBTBD4"	0.0287046765892482	0.0287046765892482
"ZNF709"	"SLC35C1"	0.112895101500649	0.112895101500649
"ZFPM2"	"A1BG"	-0.266414361790964	0.266414361790964
"BAZ2B"	"BCAP29"	0.0329768979949673	0.0329768979949673
"ZBTB42"	"PLA2G6"	0.300555418264859	0.300555418264859
"LHX6"	"RHCE"	-0.0188630109275249	0.0188630109275249
"WIZ"	"VSTM1"	0.206752311238915	0.206752311238915
"TFAP4"	"SNORD19"	-0.19773687522847	0.19773687522847
"BACH1"	"MKRN1"	-0.322093927991327	0.322093927991327
"ZNF155"	"SLC45A4"	0.480463465135629	0.480463465135629
"IKZF2"	"BTBD19"	0.0653058993742506	0.0653058993742506
"ZNF117"	"LXN"	0.501737296413664	0.501737296413664
"ZNF286B"	"MYO1C"	-0.401383661848089	0.401383661848089
"ZNF334"	"MNS1"	0.24002733194211	0.24002733194211
"ARNTL2"	"SLC10A5"	-0.0979059402448383	0.0979059402448383
"NR3C2"	"GPLD1"	0.245352474072039	0.245352474072039
"ZNF589"	"SLC12A8"	0.655162221112868	0.655162221112868
"FOXM1"	"FOXO3B"	0.18348486406176	0.18348486406176
"ZNF677"	"FBXL19"	0.329387559316843	0.329387559316843
"ZBTB4"	"ROM1"	0.252043985018567	0.252043985018567
"ZNF223"	"MED12"	0.499596321756262	0.499596321756262
"THRA"	"MSL3"	0.324516409468438	0.324516409468438
"EGR2"	"EGR1"	0.749833554631526	0.749833554631526
"RFX2"	"IRX5"	0.169604605864856	0.169604605864856
"TRAFD1"	"FUCA1"	0.3826555950632	0.3826555950632
"TIGD2"	"INPP5E"	0.134061001192572	0.134061001192572
"ZNF836"	"TMEM126B"	0.641558568399847	0.641558568399847
"RELA"	"POLR2B"	0.509697231576367	0.509697231576367
"ZNF276"	"TOR1A"	0.511150824328227	0.511150824328227
"IRF7"	"MDM1"	-0.150187721800729	0.150187721800729
"BATF2"	"BHMT"	-0.276940603148489	0.276940603148489
"DZIP1"	"TTLL7"	0.0848864281405207	0.0848864281405207
"ZNF780B"	"CRNKL1"	-0.255714262803253	0.255714262803253
"BCL6B"	"NOP16"	-0.561948714781301	0.561948714781301
"MLX"	"SLC34A1"	0.071951887823623	0.071951887823623
"ZNF324"	"SEPHS2"	0.55101011438987	0.55101011438987
"ZNF33B"	"ZNF595"	-0.112325774161374	0.112325774161374
"ZNF337"	"ABCB10"	0.303846925895133	0.303846925895133
"ZNF827"	"C1orf74"	0.262697000096732	0.262697000096732
"ZNF750"	"RANBP9"	0.00138139639710911	0.00138139639710911
"ZNF831"	"CACNA1I"	-0.626377078130193	0.626377078130193
"ZNF700"	"PALM"	0.391253097341514	0.391253097341514
"ZNF708"	"BCL2A1"	-0.561053964960336	0.561053964960336
"ZNF273"	"NCAPD3"	-0.434467398065491	0.434467398065491
"ZNF506"	"HEATR6"	0.0337420690444872	0.0337420690444872
"FOXP4"	"CHORDC1"	-0.387008009634576	0.387008009634576
"MNT"	"ZRANB2"	0.397168067846708	0.397168067846708
"ZNF582"	"ATAD3C"	0.111329679951963	0.111329679951963
"ZNF792"	"APOBEC3A"	0.443480662249111	0.443480662249111
"NPAS1"	"SNX25"	-0.312810333753494	0.312810333753494
"TEAD4"	"RALGAPA1"	0.0800279611228977	0.0800279611228977
"ZNF551"	"AP3B2"	-0.15199277142609	0.15199277142609
"SOX10"	"UBE2D2"	0.591888796353504	0.591888796353504
"ZNF805"	"SIRPB1"	0.115300900693691	0.115300900693691
"ZNF74"	"IL5RA"	-0.560862481633279	0.560862481633279
"PAX5"	"ADAM15"	0.651000269105712	0.651000269105712
"ZNF195"	"STOML1"	-0.0549264149625599	0.0549264149625599
"VENTX"	"TLE3"	-0.536514547786586	0.536514547786586
"SATB2"	"PAQR6"	0.110115464597654	0.110115464597654
"NFIL3"	"UBL4A"	-0.0891405612754674	0.0891405612754674
"SOX18"	"GCSH"	0.188559295252971	0.188559295252971
"CC2D1A"	"VPS26A"	0.323982501913307	0.323982501913307
"ZNF853"	"SDK1"	0.216472747747673	0.216472747747673
"ZNF101"	"SLC46A2"	0.0618251330677069	0.0618251330677069
"NR4A1"	"NSUN7"	0.455799554285171	0.455799554285171
"ZNF75A"	"MECR"	-0.066445008916609	0.066445008916609
"HEY2"	"PRDM16"	-0.113133678683641	0.113133678683641
"ZNF721"	"LNPEP"	0.158264636017066	0.158264636017066
"SATB1"	"MICAL2"	0.453373570295964	0.453373570295964
"FLYWCH1"	"ESPL1"	-0.123164374287237	0.123164374287237
"PLAGL1"	"CRHR2"	-0.620965529540118	0.620965529540118
"ZNF446"	"ZNF451"	0.0684433559879166	0.0684433559879166
"PRDM5"	"MS4A14"	-0.668974003769837	0.668974003769837
"ATF4"	"AKIRIN1"	0.379495761368668	0.379495761368668
"CSRNP2"	"GK3P"	-0.148285238389576	0.148285238389576
"ZKSCAN4"	"ZNF721"	0.396887569111428	0.396887569111428
"ZNF449"	"ZBTB38"	0.159972162765806	0.159972162765806
"ZNF610"	"GNAL"	-0.35928607913554	0.35928607913554
"SOX6"	"GYPA"	0.797061463646976	0.797061463646976
"DPF1"	"KIF5B"	0.166015021567575	0.166015021567575
"CREB3L1"	"SFT2D1"	0.60164760273374	0.60164760273374
"ZBTB6"	"DNPEP"	0.601373763428584	0.601373763428584
"TAL1"	"SPATA5L1"	0.324270769322263	0.324270769322263
"ATF6"	"PTPN9"	0.511968446619862	0.511968446619862
"SOX6"	"GPAM"	-0.241283247809512	0.241283247809512
"ZNF555"	"B3GALNT2"	0.133687682919833	0.133687682919833
"NR1H2"	"CBLB"	-0.0957084989626725	0.0957084989626725
"HOXB4"	"SLC37A1"	0.12401329363238	0.12401329363238
"ZNF610"	"SDHAP1"	0.203065653053111	0.203065653053111
"GATA6"	"GATA3"	0.755051944563049	0.755051944563049
"ZFP82"	"TCEAL4"	0.51165958841948	0.51165958841948
"YY1"	"UACA"	0.448002155185555	0.448002155185555
"ZBTB9"	"CHD4"	0.737064000247578	0.737064000247578
"AEBP2"	"ZNF486"	0.111380072010308	0.111380072010308
"ZNF397"	"FGD5"	0.212152462997421	0.212152462997421
"RARA"	"CDC5L"	-0.227504245346318	0.227504245346318
"NKX6-2"	"NOP14"	0.169457586840637	0.169457586840637
"L3MBTL4"	"PPP1R3E"	0.252936788050707	0.252936788050707
"ZNF610"	"GOPC"	0.561066059679295	0.561066059679295
"ZBTB34"	"SHQ1"	0.678505776886581	0.678505776886581
"SOX7"	"SLC35E3"	-0.295574638269187	0.295574638269187
"ZNF8"	"SBNO1"	-0.167155900976918	0.167155900976918
"SNAPC2"	"SNORA78"	0.70039971556336	0.70039971556336
"GATA6"	"GBAP1"	-0.13805536626783	0.13805536626783
"ZNF107"	"MRPL47"	0.762766065095315	0.762766065095315
"HES4"	"NFRKB"	0.130923936180942	0.130923936180942
"ZNF114"	"NUP133"	0.226113086256802	0.226113086256802
"MIXL1"	"PCDHB13"	0.0988138000545106	0.0988138000545106
"ZNF792"	"MST1"	0.445706349805669	0.445706349805669
"GATA1"	"PAQR9"	0.913224508932975	0.913224508932975
"NKX2-3"	"HOXB4"	0.588046053486891	0.588046053486891
"NKX2-3"	"HOXB6"	0.662960455818611	0.662960455818611
"ZNF416"	"RNMT"	0.673560955704819	0.673560955704819
"BPTF"	"HERPUD1"	-0.506935066667872	0.506935066667872
"ZNF22"	"TICAM1"	0.670301047146665	0.670301047146665
"SNAPC5"	"GLS2"	0.166608388042462	0.166608388042462
"ZNF672"	"C17orf49"	-0.473211512954422	0.473211512954422
"SLC2A4RG"	"XPO7"	-0.551315076054592	0.551315076054592
"ZNF792"	"TRPV3"	0.615507277397682	0.615507277397682
"ZNF69"	"DALRD3"	0.437151797091333	0.437151797091333
"FOXN3"	"MYO15A"	0.197463109434922	0.197463109434922
"SREBF1"	"SREBF2"	-0.306278679453183	0.306278679453183
"ZBED4"	"ELAC2"	0.304126139049963	0.304126139049963
"EGR2"	"HIC1"	0.0168672544393068	0.0168672544393068
"ZNF532"	"HAUS3"	0.695667598110106	0.695667598110106
"ARID3C"	"ACTN3"	0.274499931666537	0.274499931666537
"ZNF695"	"AGPAT4"	0.0613658393672529	0.0613658393672529
"PROX2"	"FAM161A"	0.100662250356816	0.100662250356816
"ZNF76"	"ATG16L1"	-0.0688402472005725	0.0688402472005725
"FOXH1"	"CUL3"	0.246062743645253	0.246062743645253
"HMG20A"	"LIG3"	0.611012997487703	0.611012997487703
"FOXP1"	"RCSD1"	0.170438125080263	0.170438125080263
"NME2"	"MCM7"	0.244387115317522	0.244387115317522
"YBX1"	"C12orf43"	0.209057729322914	0.209057729322914
"ZNF675"	"RANBP10"	-0.143469524864574	0.143469524864574
"ZGLP1"	"CYP1B1"	0.691986835122213	0.691986835122213
"HMG20A"	"LEPR"	0.296530685843858	0.296530685843858
"GTF2B"	"AP1S3"	0.254637315887844	0.254637315887844
"CHCHD3"	"CORIN"	-0.743463203806355	0.743463203806355
"PRDM5"	"KIAA1671"	0.570193409354731	0.570193409354731
"IRF8"	"TOPBP1"	-0.525595376527953	0.525595376527953
"ZNF404"	"AMMECR1L"	-0.174195519344466	0.174195519344466
"SNAPC2"	"HBEGF"	-0.750436998857749	0.750436998857749
"ZFY"	"TMSB4Y"	0.520875625644568	0.520875625644568
"HLF"	"ZNF462"	-0.295434864375622	0.295434864375622
"MEF2D"	"MED14"	0.259398095661557	0.259398095661557
"ZNF385D"	"SF3B4"	0.0127606806407586	0.0127606806407586
"ZNF792"	"TREM1"	-0.100555385587345	0.100555385587345
"ATF2"	"ATP1B2"	-0.594791121361032	0.594791121361032
"ZNF770"	"COASY"	0.0381588756275236	0.0381588756275236
"ZFHX3"	"C2orf42"	-0.152864100074179	0.152864100074179
"ZBTB1"	"DNPEP"	0.64024425460148	0.64024425460148
"ZNF416"	"USP5"	0.654449015791435	0.654449015791435
"ZFP37"	"EPB41L3"	-0.0660646191271263	0.0660646191271263
"HMBOX1"	"POU5F2"	0.342622861640959	0.342622861640959
"NME2"	"MPST"	0.427902468681793	0.427902468681793
"ZNF771"	"FBXO30"	0.222321009684904	0.222321009684904
"ZBED5"	"GLYATL1"	-0.768380717663097	0.768380717663097
"ZNF248"	"COMMD6"	-0.383627905768411	0.383627905768411
"PAX5"	"SNORD12"	0.0747823584025112	0.0747823584025112
"FOXC1"	"CLN5"	0.106572560308296	0.106572560308296
"ZNF154"	"CYFIP1"	0.325571287227733	0.325571287227733
"ZNF195"	"ARHGAP5"	-0.0264443191637402	0.0264443191637402
"ZNF652"	"CR1L"	-0.216435655477046	0.216435655477046
"KLF1"	"GOT2"	0.0916552785242427	0.0916552785242427
"ZNF2"	"VPS8"	0.563102702111349	0.563102702111349
"POU4F1"	"BTBD2"	0.310216989874511	0.310216989874511
"ELK4"	"APRT"	-0.121412405734415	0.121412405734415
"ZNF518B"	"E2F3"	0.403201598253215	0.403201598253215
