A	B	scaled_weight
ATP[c]	MAR04402	0.737869245406938
MAR04402	ADP[c]	0.261968499033478
MAR04402	H+[c]	0.261968499033478
MAR04402	L-fucose-1-phosphate[c]	0.261968499033478
6-deoxy-L-galactose[c]	MAR04403	0.261968499033478
ATP[c]	MAR04490	0.744248935076762
mannose[c]	MAR04490	0.744248935076762
fructose-2,6-bisphosphate[c]	MAR04706	0.877718744692558
H2O[c]	MAR04706	0.877718744692558
GDP-4-dehydro-6-deoxy-D-mannose[c]	MAR08768	0.853368774346631
H+[c]	MAR08768	0.853368774346631
NADPH[c]	MAR08768	0.853368774346631
H+[c]	MAR04590	0.90600903677423
L-xylulose[c]	MAR04590	0.90600903677423
NADPH[c]	MAR04590	0.90600903677423
NAD+[c]	MAR04591	0.90600903677423
xylitol[c]	MAR04591	0.90600903677423
D-xylose[c]	MAR04592	0.792723456872494
H+[c]	MAR04592	0.792723456872494
NADPH[c]	MAR04592	0.792723456872494
MAR04592	NADP+[c]	0.860154225710428
MAR04592	xylitol[c]	0.860154225710428
NAD+[c]	MAR04593	0.78274298450958
xylitol[c]	MAR04593	0.78274298450958
D-xylose[c]	MAR04594	0.261968499033478
NADP+[c]	MAR04594	0.261968499033478
ADP[c]	MAR04595	0.82726927701205
D-xylulose-5-phosphate[c]	MAR04595	0.82726927701205
H+[c]	MAR04595	0.82726927701205
MAR04595	ATP[c]	0.782769082107459
MAR04595	D-xylulose[c]	0.782769082107459
H+[c]	MAR08341	1
L-arabinose[c]	MAR08341	1
NADPH[c]	MAR08341	1
H+[c]	MAR08342	0.899883382100885
L-xylulose[c]	MAR08342	0.899883382100885
NADH[c]	MAR08342	0.899883382100885
MAR08342	L-arabitol[c]	1
MAR08342	NAD+[c]	1
glucuronate[r]	MAR08344	1
H+[r]	MAR08344	1
NADPH[r]	MAR08344	1
MAR08344	L-gulonate[r]	0.811348060210055
MAR08344	NADP+[r]	0.811348060210055
3-dehydro-L-gulonate[c]	MAR08352	0.844144349090083
H+[c]	MAR08352	0.844144349090083
NADH[c]	MAR08352	0.844144349090083
MAR08352	L-gulonate[c]	0.781642657579054
MAR08352	NAD+[c]	0.781642657579054
3-dehydro-L-gulonate[c]	MAR08353	0.781642657579056
H+[c]	MAR08353	0.781642657579056
MAR08353	CO2[c]	0.844144349090087
MAR08353	L-xylulose[c]	0.844144349090087
ATP[c]	MAR08726	1
D-ribulose[c]	MAR08726	1
H2O[c]	MAR08727	0.801093932714753
UDP-glucuronate[c]	MAR08727	0.801093932714753
D-glucuronate 1-phosphate[c]	MAR08728	0.80109393271478
H2O[c]	MAR08728	0.80109393271478
H2O[c]	MAR08729	0.752907919053244
UDP-glucuronate[c]	MAR08729	0.752907919053244
glucuronate[c]	MAR06537	0.781910030515046
H+[c]	MAR06537	0.781910030515046
NADPH[c]	MAR06537	0.781910030515046
MAR06537	L-gulonate[c]	1
MAR06537	NADP+[c]	1
acetaldehyde[c]	MAR01568	0.863234941914631
H2O[c]	MAR01568	0.863234941914631
NAD+[c]	MAR01568	0.863234941914631
GSH[c]	MAR03853	0.822928016031369
methylglyoxal[c]	MAR03853	0.822928016031369
H+[c]	MAR03854	0.808131970806025
methylglyoxal[c]	MAR03854	0.808131970806025
NADH[c]	MAR03854	0.808131970806025
H+[c]	MAR03855	0.739031219858315
lactaldehyde[c]	MAR03855	0.739031219858315
NADPH[c]	MAR03855	0.739031219858315
(R)-S-lactoylglutathione[c]	MAR03857	0.811403975033281
H2O[c]	MAR03857	0.811403975033281
D-lactate[c]	MAR03859	0.923119544584743
ferricytochrome_C[m]	MAR03859	0.923119544584743
malate[m]	MAR04087	0.837516132527093
NAD+[m]	MAR04087	0.837516132527093
malate[c]	MAR04089	0.703339612619808
NADP+[c]	MAR04089	0.703339612619808
malate[m]	MAR04091	0.837473572066352
NADP+[m]	MAR04091	0.837473572066352
acetyl-CoA[c]	MAR04093	0.823400808496689
H2O[c]	MAR04093	0.823400808496689
acetyl-CoA[m]	MAR04095	0.787046424214715
H2O[m]	MAR04095	0.787046424214715
GTP[c]	MAR04101	0.673067076092492
OAA[c]	MAR04101	0.673067076092492
GTP[m]	MAR04103	0.678626187182235
OAA[m]	MAR04103	0.678626187182235
ATP[m]	MAR04143	0.80810369209557
HCO3-[m]	MAR04143	0.80810369209557
pyruvate[m]	MAR04143	0.80810369209557
CDP[c]	MAR04193	0.289144364156427
H+[c]	MAR04193	0.289144364156427
PEP[c]	MAR04193	0.289144364156427
H+[c]	MAR08497	0.813020664382308
methylglyoxal[c]	MAR08497	0.813020664382308
NADPH[c]	MAR08497	0.813020664382308
acetone[c]	MAR08498	1
H+[c]	MAR08498	1
NADPH[c]	MAR08498	1
O2[c]	MAR08498	1
H+[c]	MAR08499	1
hydroxyacetone[c]	MAR08499	1
NADPH[c]	MAR08499	1
O2[c]	MAR08499	1
H+[c]	MAR08500	0.813020664382284
hydroxyacetone[c]	MAR08500	0.813020664382284
NADPH[c]	MAR08500	0.813020664382284
H+[c]	MAR08501	0.814096697660221
methylglyoxal[c]	MAR08501	0.814096697660221
NADPH[c]	MAR08501	0.814096697660221
(R)-S-lactoylglutathione[c]	MAR08502	0.810554297389219
H+[c]	MAR08502	0.810554297389219
NADH[c]	MAR08502	0.810554297389219
MAR08502	D-lactaldehyde[c]	0.810859056717106
MAR08502	GSH[c]	0.810859056717106
MAR08502	NAD+[c]	0.810859056717106
H2O[c]	MAR08503	0.8026735926686
lactaldehyde[c]	MAR08503	0.8026735926686
NAD+[c]	MAR08503	0.8026735926686
D-lactaldehyde[c]	MAR08504	0.808681916778089
H2O[c]	MAR08504	0.808681916778089
NAD+[c]	MAR08504	0.808681916778089
H2O[m]	MAR08506	0.812901086657589
lactaldehyde[m]	MAR08506	0.812901086657589
NAD+[m]	MAR08506	0.812901086657589
NAD+[c]	MAR08507	0.797847524690291
propane-1,2-diol[c]	MAR08507	0.797847524690291
NAD+[c]	MAR08508	0.739031219858313
propane-1,2-diol[c]	MAR08508	0.739031219858313
D-lactaldehyde[c]	MAR08509	0.79784752469029
H+[c]	MAR08509	0.79784752469029
NADPH[c]	MAR08509	0.79784752469029
(R)-S-lactoylglutathione[m]	MAR08511	0.811133894895523
H2O[m]	MAR08511	0.811133894895523
D-lactate[c]	MAR08512	0.808727329329568
NAD+[c]	MAR08512	0.808727329329568
MAR08512	H+[c]	0.919315469732679
MAR08512	NADH[c]	0.919315469732679
MAR08512	pyruvate[c]	0.919315469732679
ferricytochrome_C[m]	MAR08514	1
L-lactate[c]	MAR08514	1
DHAP[c]	MAR08516	0.825766580405419
GAP[c]	MAR08517	0.83116256221847
H+[m]	MAR04280	0.882640513079592
NADH[m]	MAR04280	0.882640513079592
pyruvate[m]	MAR04280	0.882640513079592
MAR04280	L-lactate[m]	0.688634325681356
MAR04280	NAD+[m]	0.688634325681356
ATP[c]	MAR00153	0.813940851278321
CoA[c]	MAR00153	0.813940851278321
propanoate[c]	MAR00153	0.813940851278321
FAD[m]	MAR03212	0.829295434733713
propanoyl-CoA[m]	MAR03212	0.829295434733713
AMP[m]	MAR03797	0.757684031668565
PPi[m]	MAR03797	0.757684031668565
propanoyl-CoA[m]	MAR03797	0.757684031668565
MAR03797	ATP[m]	0.757684031668565
MAR03797	CoA[m]	0.757684031668565
MAR03797	propanoate[m]	0.757684031668565
2-oxobutyrate[m]	MAR03800	0.781574945104311
CoA[m]	MAR03800	0.781574945104311
NAD+[m]	MAR03800	0.781574945104311
H+[c]	MAR04105	0.876584566062187
malonyl-CoA[c]	MAR04105	0.876584566062187
H+[m]	MAR04106	0.8498309238713
malonyl-CoA[m]	MAR04106	0.8498309238713
H+[x]	MAR04107	0.923183160606249
malonyl-CoA[x]	MAR04107	0.923183160606249
3-oxopropanoate[m]	MAR04282	0.821350549383719
CoA[m]	MAR04282	0.821350549383719
NAD+[m]	MAR04282	0.821350549383719
AMP[c]	MAR04331	0.261968499033478
H+[c]	MAR04331	0.261968499033478
propanoyl-CoA[c]	MAR04331	0.261968499033478
MAR04331	CoA[c]	0.261968499033478
MAR04331	propinol adenylate[c]	0.261968499033478
ATP[c]	MAR04459	0.813777268066642
H+[c]	MAR04459	0.813777268066642
propanoate[c]	MAR04459	0.813777268066642
ATP[m]	MAR04460	0.757684031668565
H+[m]	MAR04460	0.757684031668565
propanoate[m]	MAR04460	0.757684031668565
MAR04460	PPi[m]	0.757684031668565
MAR04460	propinol adenylate[m]	0.757684031668565
acetoacetate[m]	MAR04464	0.866567993313695
H+[m]	MAR04464	0.866567993313695
hydracrylate[m]	MAR04497	0.820205095805708
NAD+[m]	MAR04497	0.820205095805708
3-hydroxypropionyl-CoA[m]	MAR04741	0.820107951494875
H2O[m]	MAR04741	0.820107951494875
H2O[c]	MAR08078	0.832099508879386
OAA[c]	MAR08078	0.832099508879386
propanoyl-CoA[c]	MAR08078	0.832099508879386
H+[m]	MAR09803	0.820107951494871
malonyl-CoA[m]	MAR09803	0.820107951494871
NADPH[m]	MAR09803	0.820107951494871
MAR09803	H2O[m]	0.833391928482331
MAR09803	NADP+[m]	0.833391928482331
MAR09803	3-oxopropionyl-CoA[m]	0.833391928482331
3-hydroxypropionyl-CoA[m]	MAR09804	0.833391928481853
NADP+[m]	MAR09804	0.833391928481853
MAR09804	H+[m]	0.820107951494871
MAR09804	NADPH[m]	0.820107951494871
MAR09804	3-oxopropionyl-CoA[m]	0.820107951494871
AKG[c]	MAR00718	0.261968499033478
FADH2[c]	MAR00718	0.261968499033478
AKG[c]	MAR00719	0.261968499033478
H+[c]	MAR00719	0.261968499033478
NADH[c]	MAR00719	0.261968499033478
acetoacetyl-CoA[c]	MAR01434	0.766438482721579
CoA[c]	MAR01434	0.766438482721579
MAR01434	acetyl-CoA[c]	0.816340116901184
acetoacetate[c]	MAR01436	0.78254837589841
ATP[c]	MAR01436	0.78254837589841
CoA[c]	MAR01436	0.78254837589841
butyryl-CoA[m]	MAR03163	0.753681185430118
FAD[m]	MAR03163	0.753681185430118
(R)-3-hydroxybutanoate[m]	MAR04461	1
NAD+[m]	MAR04461	1
MAR04461	acetoacetate[m]	0.854080211753394
MAR04461	H+[m]	0.854080211753394
MAR04461	NADH[m]	0.854080211753394
acetoacetyl-CoA[x]	MAR04604	0.861535761088955
acetyl-CoA[x]	MAR04604	0.861535761088955
H2O[x]	MAR04604	0.861535761088955
2-hydroxybutyrate[c]	MAR05351	0.902805267752093
NAD+[c]	MAR05351	0.902805267752093
MAR05351	2-oxobutyrate[c]	0.782917565260582
MAR05351	H+[c]	0.782917565260582
MAR05351	NADH[c]	0.782917565260582
(R)-3-hydroxybutanoyl-CoA[m]	MAR07709	1
MAR07709	crotonyl-CoA[m]	0.907730945768671
MAR07709	H2O[m]	0.907730945768671
ATP[c]	MAR04052	0.791008366646954
ribose-5-phosphate[c]	MAR04052	0.791008366646954
glucose-6-phosphate[r]	MAR04304	0.581122006316337
NADP+[r]	MAR04304	0.581122006316337
glucono-1,5-lactone-6-phosphate[c]	MAR04306	0.729050923697861
H+[c]	MAR04306	0.729050923697861
NADPH[c]	MAR04306	0.729050923697861
MAR04306	glucose-6-phosphate[c]	0.872691830023695
MAR04306	NADP+[c]	0.872691830023695
ADP[c]	MAR04350	0.891280173262092
H+[c]	MAR04350	0.891280173262092
ribose-5-phosphate[c]	MAR04350	0.891280173262092
MAR04350	ATP[c]	1
MAR04350	ribose[c]	1
ribose-5-phosphate[r]	MAR04351	0.667185641013623
MAR04351	ribulose-5-phosphate[r]	0.667185641013623
ribose-5-phosphate[c]	MAR04352	0.667185641013623
MAR04352	ribulose-5-phosphate[c]	0.667185641013623
ribose-1-phosphate[c]	MAR04354	0.77348294138926
MAR04354	ribose-5-phosphate[c]	0.807566836805336
2-deoxy-D-ribose-5-phosphate[c]	MAR04398	0.808365388537949
MAR04398	acetaldehyde[c]	0.702481046141422
MAR04398	GAP[c]	0.702481046141422
D-xylulose-5-phosphate[c]	MAR04404	0.828999984683787
erythrose-4-phosphate[c]	MAR04404	0.828999984683787
MAR04404	fructose-6-phosphate[c]	0.777278642582683
MAR04404	GAP[c]	0.777278642582683
6-phospho-D-gluconate[r]	MAR04473	0.880610435194147
NADP+[r]	MAR04473	0.880610435194147
6-phospho-D-gluconate[c]	MAR04474	0.872208872703789
NADP+[c]	MAR04474	0.872208872703789
6-phospho-D-gluconate[c]	MAR04476	0.879649919661186
ADP[c]	MAR04476	0.879649919661186
H+[c]	MAR04476	0.879649919661186
MAR04476	ATP[c]	1
MAR04476	D-gluconic acid[c]	1
D-xylulose-5-phosphate[c]	MAR04477	0.745011699457618
MAR04477	ribulose-5-phosphate[c]	0.745011699457618
D-xylulose-5-phosphate[c]	MAR04501	0.828999984683803
ribose-5-phosphate[c]	MAR04501	0.828999984683803
MAR04501	GAP[c]	0.777278642582609
MAR04501	sedoheptulose-7-phosphate[c]	0.777278642582609
GAP[c]	MAR04565	0.73071323764433
sedoheptulose-7-phosphate[c]	MAR04565	0.73071323764433
MAR04565	erythrose-4-phosphate[c]	0.767219462962142
MAR04565	fructose-6-phosphate[c]	0.767219462962142
ADP[c]	MAR04567	0.779203458448889
H+[c]	MAR04567	0.779203458448889
sedoheptulose-1,7-bisphosphate[c]	MAR04567	0.779203458448889
MAR04567	ATP[c]	0.779203458448889
MAR04567	sedoheptulose-7-phosphate[c]	0.779203458448889
H+[c]	MAR04568	0.779203458448902
sedoheptulose-1,7-bisphosphate[c]	MAR04568	0.779203458448902
UDP[c]	MAR04568	0.779203458448902
MAR04568	sedoheptulose-7-phosphate[c]	0.779203458448889
MAR04568	UTP[c]	0.779203458448889
ATP[c]	MAR09799	0.261968499033478
sedoheptulose[c]	MAR09799	0.261968499033478
MAR09799	ADP[c]	0.261968499033478
MAR09799	H+[c]	0.261968499033478
MAR09799	sedoheptulose-7-phosphate[c]	0.261968499033478
ATP[c]	MAR09800	0.261968499033478
sedoheptulose[c]	MAR09800	0.261968499033478
MAR09800	ADP[c]	0.261968499033478
MAR09800	H+[c]	0.261968499033478
MAR09800	sedoheptulose-1-phosphate[c]	0.261968499033478
glucono-1,5-lactone-6-phosphate[r]	MAR04623	0.858277523246732
H2O[r]	MAR04623	0.858277523246732
glucono-1,5-lactone-6-phosphate[c]	MAR04625	0.871343088458951
H2O[c]	MAR04625	0.871343088458951
2-deoxy-D-ribose-1-phosphate[c]	MAR04710	0.808331253727197
MAR04710	2-deoxy-D-ribose-5-phosphate[c]	0.91630529177402
H+[c]	MAR04841	0.866892590796308
NADH[c]	MAR04841	0.866892590796308
ribose[c]	MAR04841	0.866892590796308
MAR04841	NAD+[c]	1
MAR04841	ribitol[c]	1
ATP[c]	MAR08074	0.905850850076898
deoxyribose[c]	MAR08074	0.905850850076898
glucono-1,5-lactone-6-phosphate[r]	MAR08653	0.581122006316337
H+[r]	MAR08653	0.581122006316337
NADH[r]	MAR08653	0.581122006316337
MAR08653	glucose-6-phosphate[r]	0.840945842866973
MAR08653	NAD+[r]	0.840945842866973
ADP[c]	MAR03998	0.870519346156826
H2O[c]	MAR03998	0.870519346156826
ATP[c]	MAR04000	0.816066426646248
ADP[c]	MAR04002	0.464092283822432
MAR04002	AMP[c]	0.464092283822432
MAR04002	ATP[c]	0.464092283822432
ADP[m]	MAR04004	0.398022740610829
MAR04004	AMP[m]	0.398022740610829
MAR04004	ATP[m]	0.398022740610829
AMP[c]	MAR04010	0.88298443255553
H2O[c]	MAR04010	0.88298443255553
AMP[e]	MAR04081	0.763373498098768
H2O[e]	MAR04081	0.763373498098768
AMP[m]	MAR04082	0.818349074633711
H2O[m]	MAR04082	0.818349074633711
adenosine[c]	MAR04012	0.83359226946262
ATP[c]	MAR04012	0.83359226946262
cAMP[c]	MAR04014	0.816066426646253
H2O[c]	MAR04014	0.816066426646253
ADP[c]	MAR04020	0.261968499033478
GDP[c]	MAR04020	0.261968499033478
MAR04020	ATP[c]	0.261968499033478
MAR04020	GMP[c]	0.261968499033478
GTP[c]	MAR04022	0.794406741095501
FAICAR[c]	MAR04038	0.868413413386566
MAR04038	H2O[c]	0.995563886841627
MAR04038	IMP[c]	0.995563886841627
H2O[c]	MAR04040	0.818948287162486
IMP[c]	MAR04040	0.818948287162486
NAD+[c]	MAR04040	0.818948287162486
aspartate[c]	MAR04042	0.632187338443348
GTP[c]	MAR04042	0.632187338443348
IMP[c]	MAR04042	0.632187338443348
ATP[c]	MAR04046	0.78082726917504
