A	B	scaled_weight
ethanol[c]	MAR03905	1
NAD+[c]	MAR03905	1
ethanol[c]	MAR03907	1
NADP+[c]	MAR03907	1
acetate[c]	MAR04097	0.739680276504022
ATP[c]	MAR04097	0.739680276504022
CoA[c]	MAR04097	0.739680276504022
acetate[m]	MAR04099	0.681060067795794
ATP[m]	MAR04099	0.681060067795794
CoA[m]	MAR04099	0.681060067795794
acetyl adenylate[c]	MAR04108	0.737114570410171
CoA[c]	MAR04108	0.737114570410171
acetate[c]	MAR04133	0.737114570410171
ATP[c]	MAR04133	0.737114570410171
H+[c]	MAR04133	0.737114570410171
CoA[m]	MAR04137	0.857747068048371
NAD+[m]	MAR04137	0.857747068048371
pyruvate[m]	MAR04137	0.857747068048371
H+[x]	MAR04281	1
NADH[x]	MAR04281	1
pyruvate[x]	MAR04281	1
MAR04281	L-lactate[x]	0.999165340384719
MAR04281	NAD+[x]	0.999165340384719
H+[c]	MAR04388	0.999937273978008
NADH[c]	MAR04388	0.999937273978008
pyruvate[c]	MAR04388	0.999937273978008
MAR04388	L-lactate[c]	1
MAR04388	NAD+[c]	1
acetaldehyde[c]	MAR04283	0.871512427274132
H2O[c]	MAR04283	0.871512427274132
NADP+[c]	MAR04283	0.871512427274132
acetaldehyde[m]	MAR08357	0.83171843092128
H2O[m]	MAR08357	0.83171843092128
NAD+[m]	MAR08357	0.83171843092128
ATP[c]	MAR04379	0.895996451283364
fructose-6-phosphate[c]	MAR04379	0.895996451283364
fructose-6-phosphate[c]	MAR04301	0.89609704018974
UTP[c]	MAR04301	0.89609704018974
DHAP[c]	MAR04355	0.89609704018974
erythrose-4-phosphate[c]	MAR04355	0.89609704018974
ADP[c]	MAR04358	0.304347608145418
H+[c]	MAR04358	0.304347608145418
PEP[c]	MAR04358	0.304347608145418
H2O[c]	MAR04360	0.785414522092221
methylglyoxal[c]	MAR04360	0.785414522092221
NADP+[c]	MAR04360	0.785414522092221
2-phospho-D-glycerate[c]	MAR04363	0.851931376564129
MAR04363	H2O[c]	0.668635150768431
MAR04363	PEP[c]	0.668635150768431
2-phospho-D-glycerate[c]	MAR04365	0.817008203388368
MAR04365	3-phospho-D-glycerate[c]	0.851434356820193
1,3-bisphospho-D-glycerate[c]	MAR04368	0.82232369257282
ADP[c]	MAR04368	0.82232369257282
MAR04368	3-phospho-D-glycerate[c]	0.827690335819828
MAR04368	ATP[c]	0.827690335819828
1,3-bisphospho-D-glycerate[c]	MAR04370	0.833539666914362
H2O[c]	MAR04370	0.833539666914362
1,3-bisphospho-D-glycerate[c]	MAR04371	0.839098912743122
2,3-bisphospho-D-glycerate[c]	MAR04372	0.839098912743114
H2O[c]	MAR04372	0.839098912743114
1,3-bisphospho-D-glycerate[c]	MAR04373	0.793756094691045
H+[c]	MAR04373	0.793756094691045
NADH[c]	MAR04373	0.793756094691045
MAR04373	GAP[c]	0.822323692572814
MAR04373	NAD+[c]	0.822323692572814
MAR04373	Pi[c]	0.822323692572814
DHAP[c]	MAR04375	0.695122087445105
GAP[c]	MAR04375	0.695122087445105
MAR04375	fructose-1,6-bisphosphate[c]	0.89609704018974
fructose-1,6-bisphosphate[c]	MAR04377	0.738828188552303
H2O[c]	MAR04377	0.738828188552303
fructose-6-phosphate[c]	MAR04381	0.727783835170444
MAR04381	glucose-6-phosphate[c]	0.947918189075682
DHAP[c]	MAR04391	0.710699836206385
MAR04391	GAP[c]	0.778115017152848
ATP[c]	MAR04394	0.785312467284838
glucose[c]	MAR04394	0.785312467284838
glucose-1-phosphate[c]	MAR04396	0.942020147219599
MAR04396	glucose-6-phosphate[c]	0.726100290293409
glucose-6-phosphate[r]	MAR04521	0.762099935912531
H2O[r]	MAR04521	0.762099935912531
H+[m]	MAR06410	0.851819520625738
lipoamide[m]	MAR06410	0.851819520625738
pyruvate[m]	MAR06410	0.851819520625738
CoA[m]	MAR06412	0.851819520625738
S-acetyldihydrolipoamide[m]	MAR06412	0.851819520625738
beta-D-glucose[c]	MAR07745	0.22736172456143
MAR07745	glucose[c]	0.22736172456143
ADP[c]	MAR07747	0.782309787514197
glucose[c]	MAR07747	0.782309787514197
ethanol[x]	MAR08360	1
H2O2[x]	MAR08360	1
carbamoyl-phosphate[r]	MAR08652	0.22736172456143
glucose[r]	MAR08652	0.22736172456143
ethanol[c]	MAR08757	1
H+[c]	MAR08757	1
NADPH[c]	MAR08757	1
O2[c]	MAR08757	1
H2O[e]	MAR03989	0.945416989393883
maltose[e]	MAR03989	0.945416989393883
H2O[c]	MAR04122	0.819571652751478
NAD+[c]	MAR04122	0.819571652751478
UDP-glucose[c]	MAR04122	0.819571652751478
H2O[e]	MAR04837	1
trehalose[e]	MAR04837	1
glycogenin[c]	MAR05395	0.717042112851428
UDP-glucose[c]	MAR05395	0.717042112851428
glycogenin G8[c]	MAR05396	0.717042112851428
UDP-glucose[c]	MAR05396	0.717042112851428
UDP-glucose[c]	MAR09727	0.841933783941224
glycogenin G11[c]	MAR05397	0.717042112851428
glycogenin G4G7[c]	MAR05398	0.717042112851428
Pi[c]	MAR05398	0.717042112851428
glycogenin G4G4[c]	MAR05399	0.715829843478049
glycogenin G7G1[c]	MAR05400	0.715829843478049
H2O[c]	MAR05400	0.715829843478049
glycogenin G7[c]	MAR05401	0.716168707603267
Pi[c]	MAR05401	0.716168707603267
H2O[c]	MAR08568	1
maltodecaose[c]	MAR08568	1
H2O[e]	MAR08569	1
maltodecaose[e]	MAR08569	1
H2O[c]	MAR08570	1
maltononaose[c]	MAR08570	1
H2O[e]	MAR08571	1
maltononaose[e]	MAR08571	1
H2O[c]	MAR08572	1
maltoheptaose[c]	MAR08572	1
H2O[e]	MAR08573	1
maltoheptaose[e]	MAR08573	1
H2O[c]	MAR08574	1
maltohexaose[c]	MAR08574	1
H2O[e]	MAR08575	1
maltohexaose[e]	MAR08575	1
H2O[c]	MAR08576	1
maltopentaose[c]	MAR08576	1
H2O[e]	MAR08577	0.984980019142939
maltopentaose[e]	MAR08577	0.984980019142939
H2O[c]	MAR08578	1
maltotetraose[c]	MAR08578	1
H2O[e]	MAR08579	0.961036020224855
maltotetraose[e]	MAR08579	0.961036020224855
H2O[e]	MAR08581	0.952833951292536
maltotriose[e]	MAR08581	0.952833951292536
H2O[c]	MAR08591	1
maltotriose[c]	MAR08591	1
H2O[l]	MAR08592	1
maltotriose[l]	MAR08592	1
H2O[c]	MAR08580	1
maltotriose[c]	MAR08580	1
H2O[c]	MAR08582	1
maltose[c]	MAR08582	1
H2O[c]	MAR08587	1
maltose[c]	MAR08587	1
H2O[l]	MAR08589	1
maltose[l]	MAR08589	1
H2O[e]	MAR08583	1
starch structure 1[e]	MAR08583	1
H2O[e]	MAR08584	0.982653938791532
starch structure 2[e]	MAR08584	0.982653938791532
1,3-bisphospho-D-glycerate[c]	MAR08585	0.788331089053558
glucose-1-phosphate[c]	MAR08585	0.788331089053558
glucose-1-phosphate[c]	MAR03944	0.814381415093224
H+[c]	MAR03944	0.814381415093224
UTP[c]	MAR03944	0.814381415093224
UDP-galactose[c]	MAR04128	1
MAR04128	UDP-glucose[c]	0.726254683471351
ATP[c]	MAR04130	0.746590478961254
galactose[c]	MAR04130	0.746590478961254
glucose-1-phosphate[c]	MAR04131	0.822912170346735
UDP-galactose[c]	MAR04131	0.822912170346735
MAR04131	alpha-D-galactose-1-phosphate[c]	0.746701649270751
MAR04131	UDP-glucose[c]	0.746701649270751
galactose-1-phosphate[c]	MAR04132	0.74670164927074
UDP-glucose[c]	MAR04132	0.74670164927074
H2O[e]	MAR04303	1
sucrose[e]	MAR04303	1
ATP[c]	MAR04414	0.74670164927074
galactose[c]	MAR04414	0.74670164927074
H2O[e]	MAR04415	0.673571398029016
lactose[e]	MAR04415	0.673571398029016
galactosylglycerol[e]	MAR04416	1
H2O[e]	MAR04416	1
CDP[c]	MAR04774	0.696540283340824
H+[c]	MAR04774	0.696540283340824
tagatose-1,6-bisphosphate[c]	MAR04774	0.696540283340824
MAR04774	CTP[c]	0.696540283340824
MAR04774	D-tagatose-6-phosphate[c]	0.696540283340824
D-tagatose-6-phosphate[c]	MAR04775	0.696540283340824
ITP[c]	MAR04775	0.696540283340824
MAR04775	H+[c]	0.696540283340824
MAR04775	IDP[c]	0.696540283340824
MAR04775	tagatose-1,6-bisphosphate[c]	0.696540283340824
lactose[e]	MAR04831	1
NAD+[e]	MAR04831	1
MAR04831	3-ketolactose[e]	0.22736172456143
MAR04831	H+[e]	0.22736172456143
MAR04831	NADH[e]	0.22736172456143
3-keto-beta-D-galactose[e]	MAR04832	1
glucose[e]	MAR04832	1
MAR04832	3-ketolactose[e]	1
MAR04832	H2O[e]	1
glucose[g]	MAR07674	0.673282942245818
UDP-galactose[g]	MAR07674	0.673282942245818
ATP[c]	MAR08761	1
D-tagatose[c]	MAR08761	1
D-tagatose-6-phosphate[c]	MAR08762	1
MAR08762	DHAP[c]	0.22736172456143
MAR08762	glyceraldehyde[c]	0.22736172456143
H2O[l]	MAR08764	0.677318008326634
lactose[l]	MAR08764	0.677318008326634
galactose[c]	MAR08766	0.848424984051072
H+[c]	MAR08766	0.848424984051072
NADPH[c]	MAR08766	0.848424984051072
MAR08766	galactitol[c]	1
MAR08766	NADP+[c]	1
alpha-D-galactose-1-phosphate[c]	MAR08767	0.822988042188467
H+[c]	MAR08767	0.822988042188467
UTP[c]	MAR08767	0.822988042188467
ATP[c]	MAR00454	0.664258540490405
glyceraldehyde[c]	MAR00454	0.664258540490405
ATP[c]	MAR04297	0.861247447763785
fructose-6-phosphate[c]	MAR04297	0.861247447763785
ATP[c]	MAR04310	0.22736172456143
fructose[c]	MAR04310	0.22736172456143
D-glucitol[c]	MAR04315	0.701139768331467
NAD+[c]	MAR04315	0.701139768331467
MAR04315	fructose[c]	0.809432869312523
MAR04315	H+[c]	0.809432869312523
MAR04315	NADH[c]	0.809432869312523
D-glucitol[c]	MAR04316	0.988849848769702
NADP+[c]	MAR04316	0.988849848769702
MAR04316	glucose[c]	0.988849848769702
MAR04316	H+[c]	0.988849848769702
MAR04316	NADPH[c]	0.988849848769702
ATP[c]	MAR04317	0.22736172456143
D-glucitol[c]	MAR04317	0.22736172456143
ATP[c]	MAR04318	0.22736172456143
fructose[c]	MAR04318	0.22736172456143
ATP[c]	MAR04319	0.705224601785421
fructose[c]	MAR04319	0.705224601785421
ATP[c]	MAR04320	0.22736172456143
mannose-1-phosphate[c]	MAR04320	0.22736172456143
DHAP[c]	MAR04356	0.22736172456143
glyceraldehyde[c]	MAR04356	0.22736172456143
fructose-6-phosphate[c]	MAR04383	0.850245704883589
MAR04383	mannose-6-phosphate[c]	1
mannose-6-phosphate[c]	MAR04385	0.709262421454581
GDP[c]	MAR04386	0.709378870281532
H+[c]	MAR04386	0.709378870281532
mannose-1-phosphate[c]	MAR04386	0.709378870281532
GTP[c]	MAR04387	0.654624048608959
H+[c]	MAR04387	0.654624048608959
mannose-1-phosphate[c]	MAR04387	0.654624048608959
GDP-mannose[c]	MAR04399	0.822621732339713
GDP-4-dehydro-6-deoxy-D-mannose[c]	MAR04400	0.822343242406664
H+[c]	MAR04400	0.822343242406664
NADH[c]	MAR04400	0.822343242406664
GDP-L-fucose[c]	MAR04401	0.22736172456143
PPi[c]	MAR04401	0.22736172456143
MAR04401	GTP[c]	0.22736172456143
MAR04401	H+[c]	0.22736172456143
