node	mux	agg	layer1	layer2	layer3	layer4
1	5.2	20.8	10.4	0	0	0
2	1	4	2	0	0	0
3	2.5	10	5	0	0	0
4	4.5	18	9	0	0	0
5	5	20	10	0	0	0
6	1.5	6	3	0	0	0
7	3	12	6	0	0	0
8	8.4	33.6	16.8	0	0	0
9	0.5	2	1	0	0	0
10	0.5	2	1	0	0	0
11	0.5	2	1	0	0	0
12	6.9	27.6	13.8	0	0	0
13	1.5	6	3	0	0	0
14	2.5	10	5	0	0	0
15	5.7	22.8	11.4	0	0	0
16	7.4	29.6	14.8	0	0	0
17	1	4	2	0	0	0
18	4.7	18.8	9.4	0	0	0
19	1.2	4.8	2.4	0	0	0
20	10.8	43.2	21.6	0	0	0
21	0.5	2	1	0	0	0
22	0.5	2	1	0	0	0
23	0.2	0.8	0.4	0	0	0
24	0.2	0.8	0.4	0	0	0
25	1.9	7.6	3.8	0	0	0
26	2.1	8.4	4.2	0	0	0
27	1	4	2	0	0	0
28	12.8	51.2	25.6	0	0	0
29	2.1	8.4	4.2	0	0	0
30	0.6	2.4	1.2	0	0	0
31	0.6	2.4	1.2	0	0	0
32	3.4	13.6	6.8	0	0	0
33	5.1	20.4	10.2	0	0	0
34	11.2	44.8	22.4	0	0	0
35	5.2	20.8	10.4	0	0	0
36	0.2	0.8	0.4	0	0	0
37	0.5	2	1	0	0	0
38	0.4	1.6	0.8	0	0	0
39	1.4	5.6	2.8	0	0	0
40	10.6	42.4	21.2	0	0	0
41	3.8	15.2	7.6	0	0	0
42	5	20	10	0	0	0
43	1.4	5.6	2.8	0	0	0
44	0.7	2.8	1.4	0	0	0
45	0.5	2	1	0	0	0
46	2.4	9.6	4.8	0	0	0
47	5.7	22.8	11.4	0	0	0
48	1.1	4.4	2.2	0	0	0
49	2.8	11.2	5.6	0	0	0
50	0.4	1.6	0.8	0	0	0
51	1.2	4.8	2.4	0	0	0
52	2.4	9.6	4.8	0	0	0
53	2.3	9.2	4.6	0	0	0
54	1.2	4.8	2.4	0	0	0
55	2	8	4	0	0	0
56	8.9	35.6	17.8	0	0	0
57	18.9	75.6	37.8	0	0	0
58	10.8	43.2	21.6	0	0	0
59	18.8	75.2	37.6	0	0	0
60	1	4	2	0	0	0
61	0.5	2	1	0	0	0
62	0.5	2	1	0	0	0
63	9	36	18	0	0	0
64	6.7	26.8	13.4	0	0	0
65	6.4	25.6	12.8	0	0	0
66	8.4	33.6	16.8	0	0	0
67	2.5	10	5	0	0	0
68	6.7	26.8	13.4	0	0	0
69	4.2	16.8	8.4	0	0	0
70	7.8	31.2	15.6	0	0	0
71	8.9	35.6	17.8	0	0	0
72	4	16	8	0	0	0
73	7.2	28.8	14.4	0	0	0
74	3.1	12.4	6.2	0	0	0
75	11.1	44.4	22.2	0	0	0
76	6	24	12	0	0	0
77	3.1	12.4	6.2	0	0	0
78	11.8	47.2	23.6	0	0	0
79	8	32	16	0	0	0
80	4.9	19.6	9.8	0	0	0
81	4.8	19.2	9.6	0	0	0
82	1.2	4.8	2.4	0	0	0
83	4.3	17.2	8.6	0	0	0
84	15.2	60.8	30.4	0	0	0
85	3	12	6	0	0	0
86	2	8	4	0	0	0
87	1.5	6	3	0	0	0
88	0.2	0.8	0.4	0	0	0
89	4.6	18.4	9.2	0	0	0
90	0.5	2	1	0	0	0
91	24.8	99.2	49.6	0	0	0
92	2.1	8.4	4.2	0	0	0
93	3.6	14.4	7.2	0	0	0
94	4.2	16.8	8.4	0	0	0
95	5.7	22.8	11.4	0	0	0
96	4.4	17.6	8.8	0	0	0
97	2.5	10	5	0	0	0
98	6.8	27.2	13.6	0	0	0
99	0.2	0.8	0.4	0	0	0
100	11.9	47.6	23.8	0	0	0
101	2.8	11.2	5.6	0	0	0
102	0.7	2.8	1.4	0	0	0
103	0.7	2.8	1.4	0	0	0
104	6	24	12	0	0	0
105	1.2	4.8	2.4	0	0	0
106	1.6	6.4	3.2	0	0	0
107	10.2	40.8	20.4	0	0	0
108	1.6	6.4	3.2	0	0	0
109	2.5	10	5	0	0	0
110	5.4	21.6	10.8	0	0	0
111	0.2	0.8	0.4	0	0	0
112	0.5	2	1	0	0	0
113	2.5	10	5	0	0	0
114	7.5	30	15	0	0	0
115	0.6	2.4	1.2	0	0	0
116	4.8	19.2	9.6	0	0	0
117	1.5	6	3	0	0	0
118	5.6	22.4	11.2	0	0	0
119	9.4	37.6	18.8	0	0	0
120	2.5	10	5	0	0	0
121	1.7	6.8	3.4	0	0	0
122	0.7	2.8	1.4	0	0	0
123	4.5	18	9	0	0	0
124	9	36	18	0	0	0
125	4.9	19.6	9.8	0	0	0
126	2.5	10	5	0	0	0
127	8.9	35.6	17.8	0	0	0
128	9.2	36.8	18.4	0	0	0
129	0.7	2.8	1.4	0	0	0
130	5.7	22.8	11.4	0	0	0
131	6.7	26.8	13.4	0	0	0
132	1	4	2	0	0	0
133	9.4	37.6	18.8	0	0	0
134	5.9	23.6	11.8	0	0	0
135	5.9	23.6	11.8	0	0	0
136	1	4	2	0	0	0
137	2.3	9.2	4.6	0	0	0
138	5.3	21.2	10.6	0	0	0
139	0.4	1.6	0.8	0	0	0
140	1.6	6.4	3.2	0	0	0
141	4.8	19.2	9.6	0	0	0
142	6.9	27.6	13.8	0	0	0
143	3.3	13.2	6.6	0	0	0
144	10.7	42.8	21.4	0	0	0
145	0.9	3.6	1.8	0	0	0
146	4.6	18.4	9.2	0	0	0
147	2.6	10.4	5.2	0	0	0
148	6.1	24.4	12.2	0	0	0
149	3.9	15.6	7.8	0	0	0
150	4.8	19.2	9.6	0	0	0
151	3.4	13.6	6.8	0	0	0
152	6.9	27.6	13.8	0	0	0
153	1	4	2	0	0	0
154	1	4	2	0	0	0
155	1.4	5.6	2.8	0	0	0
156	2.4	9.6	4.8	0	0	0
157	5.2	20.8	10.4	0	0	0
158	9.1	36.4	18.2	0	0	0
159	0.2	0.8	0.4	0	0	0
160	0.9	3.6	1.8	0	0	0
161	1.8	7.2	3.6	0	0	0
162	1.5	6	3	0	0	0
163	1	4	2	0	0	0
164	4	16	8	0	0	0
165	1	4	2	0	0	0
166	0.7	2.8	1.4	0	0	0
167	9.4	37.6	18.8	0	0	0
168	8.3	33.2	16.6	0	0	0
169	4.3	17.2	8.6	0	0	0
170	5.7	22.8	11.4	0	0	0
171	1.4	5.6	2.8	0	0	0
172	2.8	11.2	5.6	0	0	0
173	3	12	6	0	0	0
174	10.4	41.6	20.8	0	0	0
175	0.5	2	1	0	0	0
176	0.8	3.2	1.6	0	0	0
177	8.5	34	17	0	0	0
178	14.3	57.2	28.6	0	0	0
179	10.8	43.2	21.6	0	0	0
180	0.9	3.6	1.8	0	0	0
181	6.1	24.4	12.2	0	0	0
182	2.3	9.2	4.6	0	0	0
183	5.6	22.4	11.2	0	0	0
184	11.5	46	23	0	0	0
185	1.4	5.6	2.8	0	0	0
186	3.7	14.8	7.4	0	0	0
187	0.4	1.6	0.8	0	0	0
188	1.3	5.2	2.6	0	0	0
189	5.3	21.2	10.6	0	0	0
190	4.6	18.4	9.2	0	0	0
191	2.7	10.8	5.4	0	0	0
192	3.4	13.6	6.8	0	0	0
193	7	28	14	0	0	0
194	8.4	33.6	16.8	0	0	0
195	1.7	6.8	3.4	0	0	0
196	1	4	2	0	0	0
197	0.2	0.8	0.4	0	0	0
198	0.6	2.4	1.2	0	0	0
199	0.5	2	1	0	0	0
200	3.5	14	7	0	0	0
201	2	8	4	0	0	0
202	6.2	24.8	12.4	0	0	0
203	12.9	51.6	25.8	0	0	0
204	2.9	11.6	5.8	0	0	0
205	7	28	14	0	0	0
206	6.5	26	13	0	0	0
207	3.6	14.4	7.2	0	0	0
208	3.2	12.8	6.4	0	0	0
209	11.5	46	23	0	0	0
210	7.2	28.8	14.4	0	0	0
211	2.4	9.6	4.8	0	0	0
212	7.8	31.2	15.6	0	0	0
213	9.3	37.2	18.6	0	0	0
214	11.3	45.2	22.6	0	0	0
215	19.1	76.4	38.2	0	0	0
216	18.6	74.3999999999999	37.2	0	0	0
217	11.3	45.2	22.6	0	0	0
218	0.7	2.8	1.4	0	0	0
219	2.1	8.4	4.2	0	0	0
220	7.9	31.6	15.8	0	0	0
221	4	16	8	0	0	0
222	3.5	14	7	0	0	0
223	5.6	22.4	11.2	0	0	0
224	1.7	6.8	3.4	0	0	0
225	5.5	22	11	0	0	0
226	2.5	10	5	0	0	0
227	0.2	0.8	0.4	0	0	0
228	0.9	3.6	1.8	0	0	0
229	0.7	2.8	1.4	0	0	0
230	4.4	17.6	8.8	0	0	0
231	0.6	2.4	1.2	0	0	0
232	6.5	26	13	0	0	0
233	16.1	64.3999999999999	32.2	0	0	0
234	2.2	8.8	4.4	0	0	0
235	6.6	26.4	13.2	0	0	0
236	5	20	10	0	0	0
237	2.1	8.4	4.2	0	0	0
238	5.9	23.6	11.8	0	0	0
239	5.6	22.4	11.2	0	0	0
240	0.7	2.8	1.4	0	0	0
241	3.3	13.2	6.6	0	0	0
242	1	4	2	0	0	0
243	1.5	6	3	0	0	0
244	1.9	7.6	3.8	0	0	0
245	2.2	8.8	4.4	0	0	0
246	2.8	11.2	5.6	0	0	0
247	2.6	10.4	5.2	0	0	0
248	1.4	5.6	2.8	0	0	0
249	4.6	18.4	9.2	0	0	0
250	4.5	18	9	0	0	0
251	4.8	19.2	9.6	0	0	0
252	2	8	4	0	0	0
253	8.6	34.4	17.2	0	0	0
254	3.1	12.4	6.2	0	0	0
255	19.9	79.6	39.8	0	0	0
256	8.4	33.6	16.8	0	0	0
257	2.5	10	5	0	0	0
258	1.5	6	3	0	0	0
259	11.9	47.6	23.8	0	0	0
260	10.5	42	21	0	0	0
261	1	4	2	0	0	0
262	5.2	20.8	10.4	0	0	0
263	8.2	32.8	16.4	0	0	0
264	7.5	30	15	0	0	0
265	0.8	3.2	1.6	0	0	0
266	1.7	6.8	3.4	0	0	0
267	0.2	0.8	0.4	0	0	0
268	3.3	13.2	6.6	0	0	0
269	10.9	43.6	21.8	0	0	0
270	11.3	45.2	22.6	0	0	0
271	1.6	6.4	3.2	0	0	0
272	12.2	48.8	24.4	0	0	0
273	0.4	1.6	0.8	0	0	0
274	0.2	0.8	0.4	0	0	0
275	0.2	0.8	0.4	0	0	0
276	1.2	4.8	2.4	0	0	0
277	1	4	2	0	0	0
278	2.8	11.2	5.6	0	0	0
279	1.6	6.4	3.2	0	0	0
280	0.9	3.6	1.8	0	0	0
281	4.1	16.4	8.2	0	0	0
282	10.3	41.2	20.6	0	0	0
283	0.4	1.6	0.8	0	0	0
284	6.3	25.2	12.6	0	0	0
285	8.3	33.2	16.6	0	0	0
286	1.2	4.8	2.4	0	0	0
287	5.5	22	11	0	0	0
288	1.7	6.8	3.4	0	0	0
289	3.6	14.4	7.2	0	0	0
290	1.3	5.2	2.6	0	0	0
291	2	8	4	0	0	0
292	5.3	21.2	10.6	0	0	0
293	11.1	44.4	22.2	0	0	0
294	8.5	34	17	0	0	0
295	0.6	2.4	1.2	0	0	0
296	3.8	15.2	7.6	0	0	0
297	9.9	39.6	19.8	0	0	0
298	7.6	30.4	15.2	0	0	0
299	0.8	3.2	1.6	0	0	0
300	4	16	8	0	0	0
301	8.8	35.2	17.6	0	0	0
302	1.5	6	3	0	0	0
303	1.8	7.2	3.6	0	0	0
304	0.2	0.8	0.4	0	0	0
305	1.2	4.8	2.4	0	0	0
306	3.7	14.8	7.4	0	0	0
307	16.8	67.2	33.6	0	0	0
308	0.6	2.4	1.2	0	0	0
309	0.5	2	1	0	0	0
310	0.2	0.8	0.4	0	0	0
311	2.6	10.4	5.2	0	0	0
312	2.6	10.4	5.2	0	0	0
313	0.5	2	1	0	0	0
314	2.2	8.8	4.4	0	0	0
315	4.6	18.4	9.2	0	0	0
316	4	16	8	0	0	0
317	0.9	3.6	1.8	0	0	0
318	5.5	22	11	0	0	0
319	34.4	137.6	68.7999999999999	0	0	0
320	2.2	8.8	4.4	0	0	0
321	5.6	22.4	11.2	0	0	0
322	5.9	23.6	11.8	0	0	0
323	5	20	10	0	0	0
324	1.9	7.6	3.8	0	0	0
325	0.2	0.8	0.4	0	0	0
326	3.2	12.8	6.4	0	0	0
327	0.7	2.8	1.4	0	0	0
328	1.4	5.6	2.8	0	0	0
329	3.6	14.4	7.2	0	0	0
