A	B	scaled_weight
MAR04402	ADP[c]	0.2825462716354
MAR04402	H+[c]	0.2825462716354
MAR04402	L-fucose-1-phosphate[c]	0.2825462716354
6-deoxy-L-galactose[c]	MAR04403	0.2825462716354
ATP[c]	MAR04490	0.700789767159717
mannose[c]	MAR04490	0.700789767159717
fructose-2,6-bisphosphate[c]	MAR04706	0.799222653501552
H2O[c]	MAR04706	0.799222653501552
GDP-4-dehydro-6-deoxy-D-mannose[c]	MAR08768	0.810164837683935
H+[c]	MAR08768	0.810164837683935
NADPH[c]	MAR08768	0.810164837683935
H+[c]	MAR04590	0.866147497371119
L-xylulose[c]	MAR04590	0.866147497371119
NADPH[c]	MAR04590	0.866147497371119
NAD+[c]	MAR04591	0.866147497371119
xylitol[c]	MAR04591	0.866147497371119
D-xylose[c]	MAR04592	0.770279754470246
H+[c]	MAR04592	0.770279754470246
NADPH[c]	MAR04592	0.770279754470246
MAR04592	NADP+[c]	0.757422094495597
MAR04592	xylitol[c]	0.757422094495597
NAD+[c]	MAR04593	0.677211944260384
xylitol[c]	MAR04593	0.677211944260384
D-xylose[c]	MAR04594	0.2825462716354
NADP+[c]	MAR04594	0.2825462716354
ADP[c]	MAR04595	0.624139680663633
D-xylulose-5-phosphate[c]	MAR04595	0.624139680663633
H+[c]	MAR04595	0.624139680663633
MAR04595	ATP[c]	0.677230491262102
MAR04595	D-xylulose[c]	0.677230491262102
H+[c]	MAR08341	1
L-arabinose[c]	MAR08341	1
NADPH[c]	MAR08341	1
H+[c]	MAR08342	0.801338534449561
L-xylulose[c]	MAR08342	0.801338534449561
NADH[c]	MAR08342	0.801338534449561
MAR08342	L-arabitol[c]	1
MAR08342	NAD+[c]	1
glucuronate[r]	MAR08344	1
H+[r]	MAR08344	1
NADPH[r]	MAR08344	1
MAR08344	L-gulonate[r]	0.817885356702845
MAR08344	NADP+[r]	0.817885356702845
3-dehydro-L-gulonate[c]	MAR08352	0.795328438227224
H+[c]	MAR08352	0.795328438227224
NADH[c]	MAR08352	0.795328438227224
MAR08352	L-gulonate[c]	0.676696040134812
MAR08352	NAD+[c]	0.676696040134812
3-dehydro-L-gulonate[c]	MAR08353	0.676696040134848
H+[c]	MAR08353	0.676696040134848
MAR08353	CO2[c]	0.795328438227225
MAR08353	L-xylulose[c]	0.795328438227225
ATP[c]	MAR08726	1
D-ribulose[c]	MAR08726	1
H2O[c]	MAR08727	0.77157683765466
UDP-glucuronate[c]	MAR08727	0.77157683765466
D-glucuronate 1-phosphate[c]	MAR08728	0.771576837654664
H2O[c]	MAR08728	0.771576837654664
H2O[c]	MAR08729	0.670436791946525
UDP-glucuronate[c]	MAR08729	0.670436791946525
glucuronate[c]	MAR06537	0.676617508699493
H+[c]	MAR06537	0.676617508699493
NADPH[c]	MAR06537	0.676617508699493
MAR06537	L-gulonate[c]	1
MAR06537	NADP+[c]	1
acetaldehyde[c]	MAR01568	0.739791448896784
H2O[c]	MAR01568	0.739791448896784
NAD+[c]	MAR01568	0.739791448896784
GSH[c]	MAR03853	0.733316354111149
methylglyoxal[c]	MAR03853	0.733316354111149
H+[c]	MAR03854	0.716459563352018
methylglyoxal[c]	MAR03854	0.716459563352018
NADH[c]	MAR03854	0.716459563352018
H+[c]	MAR03855	0.570789120853053
lactaldehyde[c]	MAR03855	0.570789120853053
NADPH[c]	MAR03855	0.570789120853053
(R)-S-lactoylglutathione[c]	MAR03857	0.687229938170393
H2O[c]	MAR03857	0.687229938170393
D-lactate[c]	MAR03859	0.759087561983491
ferricytochrome_C[m]	MAR03859	0.759087561983491
malate[m]	MAR04087	0.779894630611315
NAD+[m]	MAR04087	0.779894630611315
malate[c]	MAR04089	0.686372252331579
NADP+[c]	MAR04089	0.686372252331579
malate[m]	MAR04091	0.772065394648715
NADP+[m]	MAR04091	0.772065394648715
acetyl-CoA[c]	MAR04093	0.793312170499494
H2O[c]	MAR04093	0.793312170499494
acetyl-CoA[m]	MAR04095	0.714776357158382
H2O[m]	MAR04095	0.714776357158382
GTP[c]	MAR04101	0.695530058680106
OAA[c]	MAR04101	0.695530058680106
GTP[m]	MAR04103	0.714163470783469
OAA[m]	MAR04103	0.714163470783469
ATP[m]	MAR04143	0.768245106569229
HCO3-[m]	MAR04143	0.768245106569229
pyruvate[m]	MAR04143	0.768245106569229
CDP[c]	MAR04193	0.425657681550509
H+[c]	MAR04193	0.425657681550509
PEP[c]	MAR04193	0.425657681550509
H+[c]	MAR08497	0.728160536059761
methylglyoxal[c]	MAR08497	0.728160536059761
NADPH[c]	MAR08497	0.728160536059761
acetone[c]	MAR08498	1
H+[c]	MAR08498	1
NADPH[c]	MAR08498	1
O2[c]	MAR08498	1
H+[c]	MAR08499	0.931530182046657
hydroxyacetone[c]	MAR08499	0.931530182046657
NADPH[c]	MAR08499	0.931530182046657
O2[c]	MAR08499	0.931530182046657
H+[c]	MAR08500	0.72816053605974
hydroxyacetone[c]	MAR08500	0.72816053605974
NADPH[c]	MAR08500	0.72816053605974
H+[c]	MAR08501	0.732121495177089
methylglyoxal[c]	MAR08501	0.732121495177089
NADPH[c]	MAR08501	0.732121495177089
(R)-S-lactoylglutathione[c]	MAR08502	0.730475740457036
H+[c]	MAR08502	0.730475740457036
NADH[c]	MAR08502	0.730475740457036
MAR08502	D-lactaldehyde[c]	0.686743830836724
MAR08502	GSH[c]	0.686743830836724
MAR08502	NAD+[c]	0.686743830836724
H2O[c]	MAR08503	0.713666368885186
lactaldehyde[c]	MAR08503	0.713666368885186
NAD+[c]	MAR08503	0.713666368885186
D-lactaldehyde[c]	MAR08504	0.686142394473478
H2O[c]	MAR08504	0.686142394473478
NAD+[c]	MAR08504	0.686142394473478
H2O[m]	MAR08506	0.746927304429948
lactaldehyde[m]	MAR08506	0.746927304429948
NAD+[m]	MAR08506	0.746927304429948
NAD+[c]	MAR08507	0.700634214364845
propane-1,2-diol[c]	MAR08507	0.700634214364845
NAD+[c]	MAR08508	0.570789120853053
propane-1,2-diol[c]	MAR08508	0.570789120853053
D-lactaldehyde[c]	MAR08509	0.700634214364845
H+[c]	MAR08509	0.700634214364845
NADPH[c]	MAR08509	0.700634214364845
(R)-S-lactoylglutathione[m]	MAR08511	0.727896279037803
H2O[m]	MAR08511	0.727896279037803
D-lactate[c]	MAR08512	0.686991287536931
NAD+[c]	MAR08512	0.686991287536931
MAR08512	H+[c]	0.754386903938113
MAR08512	NADH[c]	0.754386903938113
MAR08512	pyruvate[c]	0.754386903938113
ferricytochrome_C[m]	MAR08514	0.848178540222954
L-lactate[c]	MAR08514	0.848178540222954
DHAP[c]	MAR08516	0.818946128079578
GAP[c]	MAR08517	0.814784336153458
H+[m]	MAR04280	0.685727575989186
NADH[m]	MAR04280	0.685727575989186
pyruvate[m]	MAR04280	0.685727575989186
MAR04280	L-lactate[m]	0.717964538224168
MAR04280	NAD+[m]	0.717964538224168
ATP[c]	MAR00153	0.787187117052848
CoA[c]	MAR00153	0.787187117052848
propanoate[c]	MAR00153	0.787187117052848
FAD[m]	MAR03212	0.761028870655965
propanoyl-CoA[m]	MAR03212	0.761028870655965
AMP[m]	MAR03797	0.70366520729288
PPi[m]	MAR03797	0.70366520729288
propanoyl-CoA[m]	MAR03797	0.70366520729288
MAR03797	ATP[m]	0.70366520729288
MAR03797	CoA[m]	0.70366520729288
MAR03797	propanoate[m]	0.70366520729288
2-oxobutyrate[m]	MAR03800	0.715178608427232
CoA[m]	MAR03800	0.715178608427232
NAD+[m]	MAR03800	0.715178608427232
H+[c]	MAR04105	0.830686345632964
malonyl-CoA[c]	MAR04105	0.830686345632964
H+[m]	MAR04106	0.893840546149501
malonyl-CoA[m]	MAR04106	0.893840546149501
H+[x]	MAR04107	0.885827271155775
malonyl-CoA[x]	MAR04107	0.885827271155775
3-oxopropanoate[m]	MAR04282	0.760731719170447
CoA[m]	MAR04282	0.760731719170447
NAD+[m]	MAR04282	0.760731719170447
AMP[c]	MAR04331	0.2825462716354
H+[c]	MAR04331	0.2825462716354
propanoyl-CoA[c]	MAR04331	0.2825462716354
MAR04331	CoA[c]	0.2825462716354
MAR04331	propinol adenylate[c]	0.2825462716354
ATP[c]	MAR04459	0.783285002380954
H+[c]	MAR04459	0.783285002380954
propanoate[c]	MAR04459	0.783285002380954
ATP[m]	MAR04460	0.70366520729288
H+[m]	MAR04460	0.70366520729288
propanoate[m]	MAR04460	0.70366520729288
MAR04460	PPi[m]	0.70366520729288
MAR04460	propinol adenylate[m]	0.70366520729288
acetoacetate[m]	MAR04464	1
H+[m]	MAR04464	1
hydracrylate[m]	MAR04497	0.761410249742823
NAD+[m]	MAR04497	0.761410249742823
3-hydroxypropionyl-CoA[m]	MAR04741	0.761344950945014
H2O[m]	MAR04741	0.761344950945014
H2O[c]	MAR08078	0.785743090027853
OAA[c]	MAR08078	0.785743090027853
propanoyl-CoA[c]	MAR08078	0.785743090027853
H+[m]	MAR09803	0.761344950945021
malonyl-CoA[m]	MAR09803	0.761344950945021
NADPH[m]	MAR09803	0.761344950945021
MAR09803	H2O[m]	0.774826951790044
MAR09803	NADP+[m]	0.774826951790044
MAR09803	3-oxopropionyl-CoA[m]	0.774826951790044
3-hydroxypropionyl-CoA[m]	MAR09804	0.774826951789179
NADP+[m]	MAR09804	0.774826951789179
MAR09804	H+[m]	0.761344950945021
MAR09804	NADPH[m]	0.761344950945021
MAR09804	3-oxopropionyl-CoA[m]	0.761344950945021
AKG[c]	MAR00718	0.2825462716354
FADH2[c]	MAR00718	0.2825462716354
AKG[c]	MAR00719	0.2825462716354
H+[c]	MAR00719	0.2825462716354
NADH[c]	MAR00719	0.2825462716354
acetoacetyl-CoA[c]	MAR01434	0.927693410272435
CoA[c]	MAR01434	0.927693410272435
MAR01434	acetyl-CoA[c]	0.727270463628426
acetoacetate[c]	MAR01436	0.870824712440156
ATP[c]	MAR01436	0.870824712440156
CoA[c]	MAR01436	0.870824712440156
butyryl-CoA[m]	MAR03163	0.753396684618086
FAD[m]	MAR03163	0.753396684618086
(R)-3-hydroxybutanoate[m]	MAR04461	1
NAD+[m]	MAR04461	1
MAR04461	acetoacetate[m]	0.962584880096288
MAR04461	H+[m]	0.962584880096288
MAR04461	NADH[m]	0.962584880096288
acetoacetyl-CoA[x]	MAR04604	0.81930363540613
acetyl-CoA[x]	MAR04604	0.81930363540613
H2O[x]	MAR04604	0.81930363540613
2-hydroxybutyrate[c]	MAR05351	0.959359218580668
NAD+[c]	MAR05351	0.959359218580668
MAR05351	2-oxobutyrate[c]	0.693902999542156
MAR05351	H+[c]	0.693902999542156
MAR05351	NADH[c]	0.693902999542156
(R)-3-hydroxybutanoyl-CoA[m]	MAR07709	1
MAR07709	crotonyl-CoA[m]	0.90624954308424
MAR07709	H2O[m]	0.90624954308424
ATP[c]	MAR04052	0.824946497690214
ribose-5-phosphate[c]	MAR04052	0.824946497690214
glucose-6-phosphate[r]	MAR04304	0.442410579951528
NADP+[r]	MAR04304	0.442410579951528
glucono-1,5-lactone-6-phosphate[c]	MAR04306	0.747946366863928
H+[c]	MAR04306	0.747946366863928
NADPH[c]	MAR04306	0.747946366863928
MAR04306	glucose-6-phosphate[c]	0.738685469883337
MAR04306	NADP+[c]	0.738685469883337
ADP[c]	MAR04350	0.77035825490558
H+[c]	MAR04350	0.77035825490558
ribose-5-phosphate[c]	MAR04350	0.77035825490558
MAR04350	ATP[c]	0.814710346362996
MAR04350	ribose[c]	0.814710346362996
ribose-5-phosphate[r]	MAR04351	0.436678594218545
MAR04351	ribulose-5-phosphate[r]	0.436678594218545
ribose-5-phosphate[c]	MAR04352	0.436678594218545
MAR04352	ribulose-5-phosphate[c]	0.436678594218545
ribose-1-phosphate[c]	MAR04354	0.761874055999654
MAR04354	ribose-5-phosphate[c]	0.683853621484564
2-deoxy-D-ribose-5-phosphate[c]	MAR04398	0.685147075081419
MAR04398	acetaldehyde[c]	0.694184469384858
MAR04398	GAP[c]	0.694184469384858
D-xylulose-5-phosphate[c]	MAR04404	0.746837501714008
erythrose-4-phosphate[c]	MAR04404	0.746837501714008
MAR04404	fructose-6-phosphate[c]	0.623798962602556
MAR04404	GAP[c]	0.623798962602556
6-phospho-D-gluconate[r]	MAR04473	0.74364012399915
NADP+[r]	MAR04473	0.74364012399915
6-phospho-D-gluconate[c]	MAR04474	0.740876216309296
NADP+[c]	MAR04474	0.740876216309296
6-phospho-D-gluconate[c]	MAR04476	0.796191715321244
ADP[c]	MAR04476	0.796191715321244
H+[c]	MAR04476	0.796191715321244
MAR04476	ATP[c]	1
MAR04476	D-gluconic acid[c]	1
D-xylulose-5-phosphate[c]	MAR04477	0.619051710575783
MAR04477	ribulose-5-phosphate[c]	0.619051710575783
D-xylulose-5-phosphate[c]	MAR04501	0.74683750171403
ribose-5-phosphate[c]	MAR04501	0.74683750171403
MAR04501	GAP[c]	0.623798962602523
MAR04501	sedoheptulose-7-phosphate[c]	0.623798962602523
GAP[c]	MAR04565	0.689142771213386
sedoheptulose-7-phosphate[c]	MAR04565	0.689142771213386
MAR04565	erythrose-4-phosphate[c]	0.60550516400222
MAR04565	fructose-6-phosphate[c]	0.60550516400222
ADP[c]	MAR04567	0.62669672442724
H+[c]	MAR04567	0.62669672442724
sedoheptulose-1,7-bisphosphate[c]	MAR04567	0.62669672442724
MAR04567	ATP[c]	0.62669672442724
MAR04567	sedoheptulose-7-phosphate[c]	0.62669672442724
H+[c]	MAR04568	0.62669672442724
sedoheptulose-1,7-bisphosphate[c]	MAR04568	0.62669672442724
UDP[c]	MAR04568	0.62669672442724
MAR04568	sedoheptulose-7-phosphate[c]	0.62669672442724
MAR04568	UTP[c]	0.62669672442724
ATP[c]	MAR09799	0.2825462716354
sedoheptulose[c]	MAR09799	0.2825462716354
MAR09799	ADP[c]	0.2825462716354
MAR09799	H+[c]	0.2825462716354
MAR09799	sedoheptulose-7-phosphate[c]	0.2825462716354
ATP[c]	MAR09800	0.2825462716354
sedoheptulose[c]	MAR09800	0.2825462716354
MAR09800	ADP[c]	0.2825462716354
MAR09800	H+[c]	0.2825462716354
MAR09800	sedoheptulose-1-phosphate[c]	0.2825462716354
glucono-1,5-lactone-6-phosphate[r]	MAR04623	0.741464961747675
H2O[r]	MAR04623	0.741464961747675
glucono-1,5-lactone-6-phosphate[c]	MAR04625	0.738564370294856
H2O[c]	MAR04625	0.738564370294856
2-deoxy-D-ribose-1-phosphate[c]	MAR04710	0.685116847912155
MAR04710	2-deoxy-D-ribose-5-phosphate[c]	0.803759785625399
H+[c]	MAR04841	0.775277427037063
NADH[c]	MAR04841	0.775277427037063
ribose[c]	MAR04841	0.775277427037063
MAR04841	NAD+[c]	1
MAR04841	ribitol[c]	1
ATP[c]	MAR08074	0.811551172025469
deoxyribose[c]	MAR08074	0.811551172025469
glucono-1,5-lactone-6-phosphate[r]	MAR08653	0.442410579951528
H+[r]	MAR08653	0.442410579951528
NADH[r]	MAR08653	0.442410579951528
MAR08653	glucose-6-phosphate[r]	0.657241320680288
MAR08653	NAD+[r]	0.657241320680288
ADP[c]	MAR03998	0.823679367549544
H2O[c]	MAR03998	0.823679367549544
ATP[c]	MAR04000	0.793211774586899
ADP[c]	MAR04002	0.612675506213915
MAR04002	AMP[c]	0.612675506213917
MAR04002	ATP[c]	0.612675506213917
ADP[m]	MAR04004	0.298333101556877
MAR04004	AMP[m]	0.298333101556877
MAR04004	ATP[m]	0.298333101556877
AMP[c]	MAR04010	0.809740733412434
H2O[c]	MAR04010	0.809740733412434
AMP[e]	MAR04081	0.730477349212697
H2O[e]	MAR04081	0.730477349212697
AMP[m]	MAR04082	0.826815421759201
H2O[m]	MAR04082	0.826815421759201
adenosine[c]	MAR04012	0.796749866855634
ATP[c]	MAR04012	0.796749866855634
cAMP[c]	MAR04014	0.793211774586899
H2O[c]	MAR04014	0.793211774586899
ADP[c]	MAR04020	0.2825462716354
GDP[c]	MAR04020	0.2825462716354
MAR04020	ATP[c]	0.2825462716354
MAR04020	GMP[c]	0.2825462716354
GTP[c]	MAR04022	0.807318447820086
FAICAR[c]	MAR04038	0.796937631079874
MAR04038	H2O[c]	0.827493362065185
MAR04038	IMP[c]	0.827493362065185
H2O[c]	MAR04040	0.789110048682807
IMP[c]	MAR04040	0.789110048682807
NAD+[c]	MAR04040	0.789110048682807
aspartate[c]	MAR04042	0.887796897230359
GTP[c]	MAR04042	0.887796897230359
IMP[c]	MAR04042	0.887796897230359
