	2260553_BL	2283265_BL	2480485_BL	2151503_BL	2010157_BL	2150901_BL	2210551_BL	2292915_BL	2382431_BL	2498789_BL	2512641_BL	2583919_BL	2616045_BL	4235533_BL
DCST2	0.00115389080102843	0.0522156042379466	0.00470557115399178	0.000278400956842231	0.003622192673779	0.000484071302080026	0.00471995746562998	0.0143137222780242	0.167995423088654	0.146020517653009	0.0120285208530126	0.000922585521056507	0.00726897665722249	0.0061961864437273
DCTD	0.0332525664839391	0.60252404621351	0.418762083018845	0.0304363293407881	0.310003898470212	0.527441163432203	0.129411948545347	0.028966905404727	2.23451886484817	1.68132196040465	0.233703853249387	0.0137584244988545	0.167225624527987	0.164382351123709
DCTN1	7.48860508166045	1.63858988926535	1.3523383424715	0.0885540687014656	0.318603099788639	2.21877292658943	1.26696038593812	0.259683220319753	13.6001799913768	13.2028623050759	0.406597082453679	0.0883698131688881	0.861710249805657	6.86336901653148
DCTN2	0.0317020365379418	0.336307652780474	0.106915224797446	0.217598771138086	0.0224223684295988	0.190411848535252	0.346491303788378	0.114044077701161	3.57983071256249	3.32888469772054	0.609951041155063	0.292261689042714	0.0407645878129708	0.0954331560833878
DCTN3	0.0933081915465418	0.542627868330482	0.147397034167251	0.0272102434599634	0.00310908772951826	0.0929173463580484	0.102556682368429	0.0177451795567317	0.933599824915045	0.0559481944091342	0.138249273249412	0.27661783834782	0.0200720052682811	0.00822373644635426
DCTN4	0.215353345239173	1.6908032706821	0.202428783744401	0.829878155700845	0.0562808397143462	0.26730648790223	0.231785698125183	0.0651331080994438	0.333609127393471	0.539902793160056	0.0350300212319251	0.0968366596362602	0.0726186695706101	0.107902217681045
DCTN5	0.132660472984936	0.148396909310603	0.124802343562446	0.0428884680738044	0.857972244078003	0.0596367320794271	0.11236976247385	0.0555098654474063	0.302718435332872	0.783324075388576	0.0692420368239069	0.0220437794164027	0.0333451067658529	0.0227600092137085
DCTN6	0.0289792639951895	0.167546948320704	0.0527425790781933	0.0952044707194889	0.0500007143618486	0.0108151775087178	0.0133292474669295	0.00601768248319809	0.14607492073718	0.0526094551461087	0.0397452842168686	0.0247073498320592	0.0171446764351899	0.0199046708577207
DCTPP1	0.0509938162976237	0.244221891306729	0.0478654032851085	0.00123216841070393	0.0348248916882413	0.0386355191464301	0.0176238456030473	0.00171782578544559	0.0935304361739813	0.01073519856547	0.0391260185357245	0.0858252974676928	0.0669116968630363	0.342254641494135
DCT	0.000187985208041111	0.000725342987915739	0	0	0	0.000201084536876973	0	7.80363935069631e-05	0	0.000384131229313506	0.000166294967000337	0	0.000150790656582982	0.00314845898297764
DCUN1D1	0.0732636348621263	0.0755186070612475	0.0546321892495752	0.173400925136747	0.0269076303861442	0.0845205417414657	0.0973563908107367	0.00233129447080157	1.55967623868745	0.0838168480976759	0.0115309960994797	0.0581229718987312	0.017149815671267	0.0105674297770664
DCUN1D2	0.0219887042584649	0.0938109986013902	0.00637631141682747	0.0110041002745453	0.00841883650382286	0.05178461101959	0.0235753645837397	0.0295459392786133	0.0438735579457011	0.0323554100475127	0.00114339042275226	0.00249249324417855	0.0582266986565104	0.0238976310552702
DCUN1D3	0.0540168731927013	0.0533525926202143	0.0144878173849945	0.00167462231419071	0.0020185076325484	0.0273042161515273	0.0268922053844542	0.00525307804438165	0.0997886760443623	0.0146563190202597	0.0659418779060695	0.00389093837644618	0.031661315987808	0.0651208077704689
DCUN1D4	0.00765371056916522	0.140755103251304	0.0420808441207693	0.0496583019202325	0.0399252016654447	0.0427018412050786	0.35373371525738	0.0127323152916338	0.29479365733164	0.0614328946524194	0.00998785105192788	0.0368249740646194	0.0175976155427789	0.0146132968163833
DCUN1D5	0.0111288103877167	0.103693968001372	0.0683016754282743	0.365841511281048	0.00309848841219671	0.233982628697893	0.0159422330094447	0.0683918930685595	0.158665209719868	0.253348928657159	0.0237966230498895	0.0347983913334977	0.0245826913040812	0.122509206852292
DCXR	0.0608304557438503	0.376479365580558	0.104598506683396	0.102173996747593	0.23654862601159	0.472228531383259	0.142929380003655	0.216544401616259	4.90752491364262	1.01110841290657	0.945441362839788	0.0662503877833895	0.191266153252028	1.02447840093578
DCX	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDA1	0.00223259502495655	0.11288592195707	0.0140109540483212	0.231985754271059	0.01539775263234	0.0177624169701025	0.00574069873572363	0.030625669632761	0.161770520027312	0.0667448972021094	0.03198194367473	0.0328692109682323	0.276727317402675	0.00768327788599682
DDAH1	0.000197669488061236	9.71748354164878e-05	0.000358096176463375	0.0632523652994969	0	0.00231915631881487	0.00460427490849415	0.00438359923892009	0.00367580585704344	0.000484678965486972	0.000605077695892578	0.000145836238544943	0.012498444073332	0.00366854243269748
DDAH2	0.0376054078499146	1.43459434814779	0.656943157182756	0.428422879386264	0.075683077533199	0.467916921679585	3.00264499389654	0.3611251714493	0.32939183359787	0.256080480041928	0.125799657809787	0.195836138076462	0.0661263189468888	0.0876241721280827
DDB1	2.12882779503164	1.26411582222251	0.764844872700892	9.38812824708837	0.286908298901691	0.428737231725361	0.403053733351111	1.26864482762416	19.2838927728725	0.306368240136884	0.71524222850855	0.794974240737627	0.546207756646655	0.68843602351992
DDB2	0.0724003539786732	0.0166334267233642	0.0621210730585383	5.07686839651326	0.0609487577438179	0.079515535615794	0.0198840472569757	0.0179781385642305	0.258029741399868	0.318824631080656	0.0125128360744426	0.119951459208022	0.250741464352803	0.144274398829895
DDC	3.44053826971657e-05	0	0.0113474132477158	0	0.000148582377137133	0	0	0	0.000241269110307871	9.88438949602483e-05	0	0	9.44934161552889e-05	0
DDHD1	0.136340819612658	0.469557036184046	0.13202100412789	0.0182095487125739	0.0438237047816877	0.163937891894831	0.00675869991590988	0.00265887964403898	0.900935649996198	0.112196299628282	0.13975663567163	0.0145542544048046	0.0538584571067269	0.0116735772148667
DDHD2	0.0426210042929622	0.050075069962936	0.206951743386633	0.0202964849503306	0.124315142092889	0.00652982419678969	0.537256495763242	0.00679771785437397	0.937509544261176	0.0784163990198386	0.24257883810854	0.0301241791247709	0.0433780336342711	0.252133119545416
DDI1	0.000323635095741017	0.00244095405505694	0	0	6.08822207557235e-05	0.000751409168803296	0	0.0012586034523852	0.010358729530398	0.00381584911079876	0.00021808849197377	0.000164396406204221	7.02849198063033e-05	0.0012100513504082
DDI2	0.00605032239096552	0.0133861571488695	0.344230774212354	0.0259464597907952	0.0353336404331391	0.0047651868284977	0.0025074335167555	1.11304226134199	0.211019589881423	0.367839250393391	0.0180991108013669	0.0158344328424684	0.0147430745221305	0.0161590033079887
DDIT3	0.0280537354026749	0.00599290297070064	0.120009082622831	0.00200509414160075	0.00527832029724291	0.00357723406170965	0.00778658261382453	0.114206357487861	0.0469531164520581	0.0475028059835134	0.0235717273432119	0.00464880389557371	0.0077899184822131	0.00384588295423521
DDIT4L	6.5924827244706e-06	5.84140864582259e-05	0	1.25610293652254e-05	2.81929017680981e-05	0	0.00544488000456982	0.000302335109994989	0	0.022931924850752	0.000342349848064675	8.15468304910781e-06	7.82040508366376e-05	0.00123171647150524
DDIT4	0.00288707498853369	0.0280461483223979	0.349120994547327	0.000333090895838869	0.0518002232569488	0.00816537548320432	0.0361916132236003	0.193025103380729	0.124588061447454	3.38007077425539	0.0592887064883083	0.00201519918505767	0.326164779086892	0.0227928746384814
DDN	7.04476383702348e-05	0.00127561032168691	0.0203302453958555	4.96528988094282e-05	0.00252809329093276	0.000363107512283343	0.000940075882306611	0.00542383272573401	0.00188455968442448	0.0134597143823012	0.00164345755933395	4.13813558708705e-05	0.00103274035133411	0.000644723271689251
DDOST	0.355009492410714	10.2891875077972	0.450780710939218	0.0472591143993602	0.192482303046742	1.04365710020604	11.5356773806256	0.183246216742245	15.9402224877375	26.3675804749282	0.800736865053606	4.15080725276697	0.133899585049968	1.12915440230097
DDO	0.00241868204666098	0.00706446393803536	0.0150241862352623	0.000690072731638189	9.45762646341384e-05	0.00636368900814703	0.000246310179335188	0	0.00688825854961779	0.11805358079942	0.000115661909794247	0.0236169580171644	0.0041403533354179	0.012818362712726
DDR1	0.00118597818331899	0.00661595855490263	0.0484190859893454	0.000350496274618195	0.000531034817792589	0.00121021240266261	1.9884842185645e-06	0.00182325951484484	0.0135017134804421	1.00947857867259	0.00318501384096841	0.00341824838648729	0.091107377809977	0.000263590899108969
DDR2	0.0109256473377696	0.00281286583195663	0.0121114343859705	0.0122409958335249	0.000330962127755386	0.00154286819091549	0.000228092867806912	0.00195275610235701	0.0842731396116405	0.482867253465056	0.0032228861429529	0.00213619482251985	0.00486993646515264	0.005685534780524
DDRGK1	0.343762181716234	0.0635745578053482	0.212290987378255	0.0353064936999275	0.0375465686784371	0.00831287115860909	0.0049152047081939	0.00871020991515063	1.76932864049981	3.57027757931959	0.808377121921914	0.0842206575454858	0.175917154113616	0.281773457436513
DDTL	0.00195796424920434	0.000620353217129876	0.000891949778912487	5.26485699523625e-05	0.000111302115451835	0.00250728334496663	0.000127834963382076	3.36813394607164e-05	0.0204995547516756	0.0122568666037924	0.000298518140808449	0.000132543606937003	0.000102566355458319	0.000863915624578512
DDT	0.220253472530145	0.00860771100784551	0.00614873547558808	0.0010420747226079	0.00784168829943538	0.00474937976503641	0.00833607381107447	0.00874385260537611	0.0594075393139453	0.604305876628403	0.13609128598478	0.00626313295588957	0.00216530813066252	0.0203308886531974
DDX10	0.0137058898094621	0.359716006668019	0.0547462668522815	0.394356718207907	0.0633140011089916	0.0293012826281927	0.163767952543681	0.0297868568161242	0.322991316662927	2.19042160615506	0.0559068505057982	1.34965837950569	0.0841537631308496	0.0131204714978503
DDX11L2	0.00606246986659307	0.0340034314093355	0.000400739035663917	0.000370415185410812	0.00308417220218478	0.0343178513503441	0.0218429422596621	0.0135011393368821	1.28085544050297	0.186996389508337	0.0842799134663475	0.299538939980158	0.0552778854685595	0.00339763335859657
DDX11	0.0940655274088879	0.195847223959374	0.182200878265423	0.0104890899721907	0.0247037163154978	0.709914761150127	0.205718684905991	0.364518889369523	7.89822520638492	12.174835017576	1.58930180295142	0.463473415765148	3.15471401831773	0.905190164015372
DDX17	1.20654943110465	4.06057599763801	1.33525679571947	0.898015975128283	3.37571370267802	36.2641582334567	7.75540939769541	0.557087245832622	10.5503100117424	70.680074035985	2.51322943531306	3.94585163363783	2.39037469204855	2.97057437869898
DDX18	0.0430448426751678	2.59821811390702	0.12693145932204	2.39698438378207	0.0101600980034955	2.77276735786839	0.501442494150169	0.244396993961924	4.21510989730436	5.60255455501498	0.170392139855562	0.0614940212367476	0.0355175823318897	0.226987920965985
DDX19A	0.0653349297665511	0.445758448215783	0.103132459338828	0.259661947660181	2.58186177994854	2.80696981966679	0.215993976052351	0.0136151940014587	3.7908256627045	3.28959305510218	0.0285069223699388	0.0101029213154643	0.0899432705122178	0.0542813371230681
DDX19B	0.18387696328773	0.114189930053606	0.0240403475120489	0.432287849507239	0.105976689207813	1.555272597643	0.0471170783951001	0.0703479907726194	2.509772183365	2.47218639603953	0.0062441530433114	0.0301188583313656	0.287913876322248	0.0202905090987589
DDX1	1.00404323661815	0.483590066514019	0.126379985943344	0.84434949846784	0.872785821339676	40.2703045439969	0.835948502888906	1.45096869741365	8.16300066269492	7.30141287225164	0.133039302942254	0.207073209209253	0.307962169831845	0.0700504190125179
DDX20	0.00914582999496789	0.112416163185616	0.0239996394260742	0.290755561108595	0.196445041030559	1.16310743554398	0.121609348426059	0.0980915531595907	2.16169330775529	2.00105860098574	0.0076943716885382	0.437161815461782	0.0477849145930268	0.0426881762976217
DDX21	0.00989147825471207	0.296687921655352	0.163924102021282	1.567331035276	0.516659282340982	0.836058990493403	0.207732294500141	0.0235101984262047	2.83863715896872	4.79256988209077	0.725929223781685	0.193133334967371	0.475728329052742	1.37769896505356
DDX23	0.0608572677942975	0.221630130970897	1.118937772333	2.89100448000612	0.110733914384748	6.89705215288648	0.191164957172238	0.14895240245949	9.84330378252952	16.6721696508895	0.735518965906301	0.470465395072459	0.341451340454858	0.0779090977446391
DDX24	0.0211217092519333	0.495173935032882	2.76276567140572	2.63022528762862	0.156652003231369	7.0283739148373	0.285176389887358	0.344366814454863	1.09930448026865	9.11016609065544	0.164661808355272	1.01247377148394	1.01548586853122	0.284504384944901
DDX25	0	6.57115546371637e-05	0	0	0.00122541608857309	0.000333996743802769	0	2.13452832480846e-05	0.00149918363198936	0	0.000180542534467451	0.000188890924876573	8.84898176440386e-06	4.88915047853901e-05
DDX27	0.451719570690355	0.286070431491386	0.965435840509859	1.53138929478811	0.0828262229963851	2.24193493423086	0.0177855531518595	0.0249038015767525	0.446934993486156	0.0740180657042699	0.558651610948958	0.0312891732692675	0.446932245098836	0.0939798556002201
DDX28	0.013673027000647	0.00488721220781097	0.0256884167123735	0.0420600712082052	0.00105815783031306	0.0786823438944827	0.0590840718715998	0.132092503133507	0.144539592920294	1.1678872100514	0.0616921903813839	0.00478133624434685	0.0310601096458792	0.0124281507349197
DDX31	0.0350695044155461	0.0674522983609217	0.161115931634393	0.727521954136859	0.226226497553533	0.381606520422778	0.197316135695826	0.0271375451180216	0.0126201541413991	1.36533005050317	0.647778765921523	0.00841614680738794	0.0111130240506217	0.0594368497213433
DDX3X	0.439641351495139	3.66677234579523	1.39843319805089	1.71561560644804	7.60826241561071	0.27586861792682	3.25678528625635	0.725092687043835	7.32911058905028	8.53860105986513	1.01030826589993	5.86813913868606	0.713322667685597	4.34045943205373
DDX3Y	1.13191747745763	0.567889275710252	0.712882253082298	0.00151151871762372	0.211375903872869	2.95036354967613	0.00395019617177229	0.805974391188263	1.76445040348317	0.000418203362738803	1.80479600758616	0.209747541851474	0.000220790254837083	2.19043321528153
DDX41	0.21616387295661	0.341892049438099	0.0898337168885878	0.0543903710104411	0.0133833908505181	0.272179675472205	0.144913667134296	1.82102554341909	0.252357500501122	0.0608436191585136	0.107221867747452	0.00459480481721938	0.1121548322589	0.143808439069049
DDX42	2.57572364503311	4.48175276345789	0.467311726057715	0.677508473102846	0.223327635757788	1.14444290352679	0.56554175918282	0.0216417097685228	1.63880481601221	0.152549781235608	0.471441070567669	0.347417419089172	0.241178384679198	0.483260328900855
DDX43	0.00718260149057077	0.0260642082097148	0	0.00824171112578339	0.0022114246406652	0.0060662259919208	0.00100417449357119	0.00407971505882145	0.0101652720388513	0.012161290848139	0.0014564158158344	0.0016882354896591	0.000451394140057043	0.000552710244539206
DDX46	0.618709237210662	0.0309076718602806	0.354589258059018	6.02339440235596	0.127372729433711	0.559489361586444	1.15621033677988	0.121008366276153	2.89380696310268	7.12523630113069	1.23390760496904	0.119596141163828	4.45098759009407	0.0318078345615613
DDX47	0.0135963783680161	0.0107346361108071	0.282520407860347	0.901297652560398	0.388178103398369	0.21851797911607	0.215887145734526	0.0259356248877859	0.249360807660925	0.0758784741381734	0.646578485378343	0.56896718580016	0.643010319590953	0.257327092597642
DDX49	0.0589355041680306	0.028028371362896	0.219594988624118	0.517121177139875	0.517667927269214	0.023218288568969	0.0312228653513272	0.056065157344509	0.883666409705052	0.568332936010482	0.298599409728347	0.0594804618679228	0.873114258801708	0.125593129954073
DDX4	0.00111755225785218	2.95532598874936e-05	0	0	0	0	0	0	0.000523914401880428	0	0	2.57033328576835e-05	0.000181581598213549	0
DDX50	1.70074471882416	0.398481185738475	0.435936683377737	1.42959806362043	0.134088844351636	0.0471602792766401	0.0155573689460097	0.0652797856313929	0.0995377383516661	0.0348572769484486	0.223595776902195	0.00967795570842037	0.645100638039686	0.195960928516874
DDX51	0.659550189047197	0.0508938288271639	0.0352174586425038	0.0189088077562854	0.0598749633415567	0.00465473593184213	0.0223910125889007	0.0169758928068774	0.0266304920609338	0.0238303431312954	0.123937695403358	0.00214515282158526	0.220025882455073	0.171754874008708
DDX52	0.0248089325076337	0.133053215131696	0.0661207478194035	0.438324877942566	0.0566608183136681	0.0151273142764657	0.190996123944679	0.127182801003316	0.0115032551576178	0.258823318440231	0.144789095661941	0.00590728660786154	0.610386542394844	0.0149315748778302
DDX53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX54	0.843160700720361	0.280502913279661	0.68430249384957	0.780462086654004	0.124053205152125	0.0320428336305283	0.0415569473291517	0.108445944966117	0.0726273243952612	0.170733273146988	0.449874095475708	0.0129386545832819	1.01233411709771	0.00475257916410594
DDX55	0.34013667727838	0.106312378915453	0.17103402072919	0.68949520385694	0.129172293195167	0.0722551139431959	0.015046771092773	0.0987535599249781	0.0134714968665577	0.0438434160024951	0.159212579648425	0.00612810673079801	0.0262533282841087	0.0720097990962334
DDX56	0.536667797231245	0.170119766369898	0.0332507305545496	0.118069300011174	0.0525530976837423	0.0269724656184646	0.00839964550320754	0.0423570088131635	0.0631447769710789	0.07927182691616	0.182835067857749	0.0164113004784612	0.174175192549596	0.372160441721964
DDX58	0.366248952051513	0.0147618067388997	0.0928136322577953	0.595858999045983	0.0525757452628596	0.0580314361386348	0.00349100284564764	0.0525787119247484	0.0122587829431358	0.0376057152872817	0.329238514659493	0.044933827148809	0.502503261454039	0.178263788437948
DDX59	0.186997309514581	0.0546949891299506	0.046069658938127	0.443422165032391	0.195705650364869	0.0101306505458788	0.0112494480021594	0.0309768103441069	0.0178939348037064	0.00817436465759274	0.268328049283233	0.109187268897223	0.0369994079707764	0.510272380739887
DDX5	1.53062008835319	0.263124748639582	0.414959699702459	6.3064089651935	4.5272896365205	2.26339212645044	1.08471796684181	3.51870966502068	0.283064406302424	0.937242583744014	7.59641192609465	2.74144680964394	0.451245113639579	19.4870266730546
DDX60L	0.0761726814904074	0.341787585207884	0.438710539997524	3.88192348539483	0.595878990004473	5.80581206651439	0.0417648306829268	0.683995538237791	0.56417850247689	0.0593305998738923	0.0192832093982154	0.102031019128027	0.0755014581970687	0.134962422604228
DDX60	0.0218557696006168	0.0691136410603826	0.684675835891292	3.13702559343144	0.228876318251767	0.409561927392791	0.0219402924443779	0.0374215114187446	0.0157855974477004	0.150947399112216	0.26192329384647	0.0611641584384059	0.111804864522658	0.285598819342854
DDX6	0.0871151029073342	0.850642622429158	0.456685244149418	1.20060854043117	2.51292631331715	0.634515089939717	0.637139517776053	0.307479458764868	0.0595016421199556	0.38667345270106	3.56438001963076	19.4507650189973	14.4734642341298	0.387499712592457
DEAF1	0.00920514944277059	0.625452598230442	0.0754086636440962	0.0266793225409518	1.02909781109676	0.177996122478375	0.0576337437762498	0.133748480084455	0.628267697150717	0.0948076727011778	5.54285745305937	5.49966429616016	0.0642313937220676	0.729285789061275
DECR1	0.00547087615601439	0.102844229431093	0.0321121341165915	0.18806603020829	0.15820465777704	0.0138682962337166	0.0110685879990138	0.0405291503240614	0.457313171748934	0.0359530492273716	0.0484510788465771	0.120623919500495	0.00815847717191708	0.184624615018008
DECR2	0.0352057491003907	0.0139784952097315	0.00402798689419452	0.000215264078793762	0.00179970314573398	0.00140041871077919	0.016333384641009	0.00153782114353257	0.0152483641273116	0.000306366306935014	0.0142630390706679	0.00583324104701774	0.00232433563239653	0.0090007700664119
DEDD2	0.0674786508456256	0.316537437629585	0.0293179660979613	0.00690560106069791	0.0262239252786163	0.011479096977008	0.755073249027403	0.0293404800899305	0.0241208834839866	0.0539165477416646	0.0225520994378694	0.00367165288875989	0.00677939098492509	0.080164460907359
DEDD	0.0859281838474573	0.00958673442532288	0.0151938064676584	0.0786175753835653	0.110435692918752	0.0167073544481477	0.0140476766497325	0.111043860028825	0.147238279108209	0.0230414000972716	0.0200481583670346	0.00538604567445575	0.0136869953585068	0.0949607864842742
DEF6	4.17183545089184	0.0153198277622337	0.0449215093603886	0.0917282138076048	0.298581698684487	0.0808953522455878	0.0530251876252047	0.641745756600811	0.457683424548297	0.069812020708544	0.0796576758786262	0.165979698539825	0.184683439675903	0.641689107409741
DEF8	0.0585713644814476	0.00227963109064381	0.00445145430922226	0.086757347930704	0.103237133733871	0.0148071889752561	0.142438417427981	0.103708266467909	0.0584704090745769	0.0161578798217175	0.21272666481736	0.0586616834351091	0.0126705970313302	0.0408428889909788
DEFA1B	0.0196936360166217	6.8032164559494e-05	3.65559977489594e-05	0.00130926817423333	0.0146123007507544	0.0322448951221695	0.081355757699973	0.831683567454292	0.00264859229457613	0.00286714982150941	0.0550644573948671	0.608428340550858	0.0942502415669283	0.000209828307871978
DEFA4	0.000826245897621179	0.000228337335993116	0	5.35905136855383e-05	0.00155476059446841	0.00930046833419173	0.00165910406337316	0.0486169538612893	0.239436436864556	0.0367425397546692	0.00232077546583995	0.035365384330128	0.434329440977293	9.21377307559931e-05
DEFA5	0	0	0	0	2.14478356623385e-06	0	0	0	0	0	0	0	3.92463760007534e-05	0
DEFA6	0	0	0	0	0	2.84690062784949e-05	0	0.000100651721577587	0	0	0	0	0.000314437239177062	0
DEFB103B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB104A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB105A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB106A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB107A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB108B	0.000178881808135972	0.000942147684327171	0	0	3.13750030318341e-05	4.21745379403686e-05	0	0	0	0.000236517350799112	0.00064455870291716	0	0.0029765426088916	2.456627601926e-05
DEFB110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB124	0	0	0	0	3.03516540861076e-05	0	0	0	0.000177044609212395	0	0	0	0	0
DEFB125	0	0	0	0	0	0	0	0	0	0	7.24086343874101e-05	0	0	0
DEFB126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB129	0	0	0	0	0	0	0	0	0	0	0	0.000122170629002803	0	0
DEFB132	0	0	0	0	0	0	0	0	0	0	0	2.99501559169104e-05	0	0
DEFB134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB1	0.000386924464690212	0	0	0	0	3.88077314021288e-06	0.000161142803342992	0.100325902727549	8.83629894931385e-05	2.22857009294441e-05	0.00117565940564031	0.0177906456650227	0.4302253283255	2.23138282593677e-05
DEFB4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGS1	0.0321973259202691	0.0279217416312714	0.00889040030574754	0.276709977816462	0.0128490740701643	0.103937959183892	0.159343003586033	0.180049548007323	1.59865067259916	0.0716185934416601	0.0382296128243478	0.0110648957235273	1.06729085090482	0.0821455588079645
DEGS2	0.00691495121077374	0.0022700642880712	0.00409805003632006	0.000102652242231716	0.000307998774716853	0.0180779731849547	0.00107362848740815	0.00487612346088556	0.000403332685107216	0.00711168705568812	0.0637924770812461	0.00668533073478646	0.00579451898870054	0.00388759416218369
DEK	0.351111142727422	0.0933720791567533	0.559409602085261	2.41576755531481	0.821958091862918	9.40504863730712	1.08168983676473	0.345103705586546	0.352522077519917	0.0468604766162982	0.187876930099755	0.489063542268779	0.440847004660336	0.216875355631708
DENND1A	0.2142174393985	0.0323003913200085	0.0313408385438363	0.193720613835819	2.89504066500291	0.0378490969856891	0.0277813685356889	0.599134008468168	0.620154697041832	0.023114056184094	0.419338489573639	0.0192430947777337	0.3476126716138	0.153203280069949
DENND1B	0.119579638064605	0.0527161888184763	0.0526545225462893	0.0434051510586678	0.106207257754733	0.097646863895328	0.0873610232394341	0.108375776275811	0.393898573477377	0.0265301357514812	1.89091729590965	0.0584152069177543	0.0730104744335155	0.146865153184018
DENND1C	0.142034878451399	0.0840014022862924	0.00634061293371795	0.0120842572178778	0.186738844507742	0.208650359229658	0.804225079569134	0.286958221348531	0.0249370317491658	0.208252518065775	0.581929480343739	0.0512825649387304	0.0315104821597751	0.120314310067312
DENND2A	0	1.06009330281583e-05	0	0.000686189843760735	0	0.000559852273750961	0.000109548337532211	0.000824367988620828	0.000421702880531976	0.00133438434725952	0.000252792997542893	5.70371916879729e-05	0.000104177451526238	0
DENND2C	0.000384210480922063	0.000283114948269989	0	0.00309037911646291	0.0058487109451356	0.00326229945665345	0.000149813258839942	0.00410539938043893	0.000426059315248216	0.0116092218731911	0.0269325439443157	0.00284136251166128	0.00147668791005003	9.28351157926788e-05
DENND2D	0.809737400819562	0.0427237752027447	0.002866659664716	0.241282551987848	0.072582379340898	0.110259459301897	0.148373187122233	0.127678344470908	1.62446650612992	0.812840122230611	1.79339990709397	0.0499993019552962	0.0463793455481578	0.125002483414842
DENND3	1.68485399038285	0.0561488876590694	0.148562153538183	0.19758078915331	0.149233078720055	0.0126939916208959	0.193013643515019	0.178075226993773	8.83126512152789	0.108333029543518	0.176158473936766	0.148854225158457	3.22063828669981	0.518159198796837
DENND4A	0.2958847851688	0.169388102826255	0.0163201006729064	2.04953206017136	0.0818001471197499	0.0767944365691029	0.120035494277174	0.104935109221429	0.860267796505432	1.63254648680148	0.965889500916288	0.760398119643203	3.2403377955089	0.147473665546031
DENND4B	0.0233821147602264	0.0821963741804721	0.236525150387118	0.489564664299087	2.69167156286452	0.568661626223349	0.253490605839126	2.57891522280974	0.151177602436919	1.68221210088059	1.57073450270267	0.100434126393443	0.644915384131748	0.588667469241373
DENND4C	0.028699978852869	0.37818801911996	0.201209992504545	0.109931371971721	0.123023498077382	0.381630805553642	0.187311051365855	0.736083266352915	0.0159312190982644	1.43048341853353	1.05878660456293	0.691313254561025	1.7144020524625	0.359643238580837
DENND5A	1.12201945360277	0.405236033562512	0.895984512117483	2.82193040059052	0.68611283219968	0.172908211639114	1.53349676085803	1.23806745724794	2.18561448151648	0.700615668150172	5.68253379176668	0.152044664826366	0.118981365036155	0.743117947728349
DENND5B	0.00393865526447797	0.0384613922641514	0.00100018572112372	0.00730392167051272	0.0751342287586503	0.0031338722921514	0.140570992982947	0.039268849656134	0.000448643907525419	0.0253828939967613	0.781755793376174	0.00930910837246347	0.00983820994569707	0.308028005277695
DENR	0.0234175102673414	0.122389098706917	0.0841029074529778	1.08552667439167	1.15643473090736	0.431096281551471	0.0374001704366485	0.0905738867438419	3.37710667674718	0.0226933789938459	0.137757721979893	0.0644551851715505	0.0105066538679459	0.397687882494097
DEPDC1B	0.00664219323316615	0.0265156145863322	0.00600315375042716	0.00123876524661627	0.106033503549817	0.185368192810536	0.0481299198075609	0.0326170771617102	0.027177892871527	0.0137040830362402	0.240945432391383	0.00269343326862342	0.00521507657501628	0.0553916404900733
DEPDC1	6.10117990608527e-05	0.00178668089422782	0.00072632223062721	0.000385843781968988	0.0427442861118551	0.000385375641543177	0.000567792945870075	0.0197329267275023	0.00618790230601566	0.000157258316905466	0.0379302968387759	0.0023928600629506	0.00206665295985785	0.00563278864202229
DEPDC4	0.00159249071196222	0.000613596910841522	0.000314029350792462	0.000575683106335032	0.00572291782205877	0.000418331554662141	0.00136551604537197	0.000689145073089865	0.00532849376176065	8.83183358418715e-05	0.0277081184819614	0.000231287822226901	0.0021205688878425	0.0038648105449587
