	2410163_BL	2450523_BL	2463247_BL	2247707_BL	2620771_BL	2430935_BL	2264225_BL	2297941_BL	2263055_BL	2150901_BL	2370233_BL	2502699_BL	2512641_BL	4128869_BL	4235533_BL	4259035_BL
HOMEZ	0.00694575021867358	0.0158783700511658	0.00255053739494798	0.0456977356731547	0.0196317152120715	0.00415131430222042	0.00187521602833101	0.00928731127794657	0.0348787708079031	0.00847963062769063	0.0298692145955104	0.0110518644586134	0.0120214934710033	0.0270952467355487	0.00791258277412697	0.0459875621482099
HOOK1	0.00952255914975923	0.00456063961102322	0.0318973792725698	0.0107531869013771	7.52157472174472e-05	0.00102570973438641	0.000240532872324325	0.0138687939739412	0.0671767884655101	0.0747671925636391	0.0216097889188443	0.0242623857447038	0.00657273068945933	0.00890783804295264	0.00158004565979567	0.0136085279789322
HOOK2	0.00795099154263803	0.00208687829955886	0.122396236572439	0.0884818340641341	0.00640306767792733	0.0133438954051443	0.236426875636527	0.0186961431525036	0.0301902796637283	0.00974511115877712	0.0489555710780408	0.235250637622963	0.01097248335164	0.066495452939544	0.00813098706969762	0.0342038065244253
HOOK3	0.1845814617106	0.0204590573325425	0.0351099024817485	0.0887147062859377	0.0609130895678751	0.148185018694196	0.312517968932907	0.0467065926514259	0.533520192976572	0.0177719389720473	0.203237426554808	0.026962562001682	0.0196844898223368	0.022726024586108	0.118026062241395	0.229732770812376
HOPX	0.00313640664230018	0.0452894275403201	0.158605059880897	0.0130359918285565	0.0898928386766805	0.0586319716939306	0.00787010296028791	0.0594843695326078	0.0420512183588694	0.0153670571457306	0.00301803196305303	0.00136477941799259	0.000530594315094343	0.153694568094963	0.00560875473990969	0.101520115733267
HORMAD1	2.398882985807e-05	0.00163607616575669	0.000409291869064747	0.00233881441001058	0.000672610620391977	0.0154081241210035	0.000690009323493798	0.000709456381982538	0.00332248834726603	0.0359718771428406	5.47033184986642e-05	0.000537829679389449	0.000322251065550449	0.000107492661713258	7.93623252743284e-05	0.147614727104806
HORMAD2	0	4.22012484111408e-06	0	5.47245791415784e-05	0	2.79842115585764e-05	6.14027006827984e-06	0.00134814515079355	0	0.000198828348791204	6.76528406345446e-05	0	0	0	0	0
HOTAIR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA10	0.0248237270686694	0.469838150279543	0.425855201278281	0.542675888678101	0.055364023698322	0.0154361048467214	0.014153146221149	0.0209183757899907	0.247269805844607	0.00782124368945319	0.0641583838109215	0.0624554003378534	0.0204782739776452	0.0190827204975062	0.153965896525554	0.132862055896194
HOXA11	0.00028468369391497	8.43845371828432e-05	1.46920544693651e-05	0.0699013104651411	8.87512080306091e-05	0.000409201682813163	1.87486775995198e-05	6.83342804003668e-05	0.000318242491313801	0.0103098354094101	0.00113233793228427	0.00173182545649687	0.00426841242129332	1.26261302843645e-05	0.00319951162025865	0.0750872600301906
HOXA13	0	0	0	0.00137311448754489	9.84362574653058e-06	0	0	0	0.000956181239474817	0.00793609323610947	2.050507707833e-05	0	0.0168828320936799	0	0.00298288068481474	0.0284538462278956
HOXA1	0.00130701139340629	0.0132543321816082	7.55266268421039e-05	0.0235657104242841	0.00127074532433917	0.00466574066418639	0.0321585567851612	0.00016470834668032	0.00121380599525713	0.00608713152000738	0.0041013994039482	0.00133290702630774	0.0761027108170904	8.82305593778896e-05	0.0393768546496906	0.0130562239954051
HOXA2	0.0101539848694425	0.000794746873385551	0.000174595464848533	0.0506031812373835	0.0124161529716209	0.0108289206927043	0.0492696224434088	0.0112077313030108	0.00944542942776362	0.00263449366312917	0.000571980835093605	0.0230538804099316	0.0472465162129299	0.00577568536536222	0.0117290250210007	0.0477502073658135
HOXA3	0.21612757054208	0.000847253014533608	0.00111573183625861	0.077325291815108	0.0509817527640146	0.000878265837282374	0.00240627792507866	0.0127301015998315	0.00793504109588289	0.00821835033522919	0.00436552214494017	0.00195562455894191	0.11329628795156	0.0189790687646566	0.0168120708408461	0.106256687250277
HOXA4	0.271937727998518	0.00113754763854148	0.00750785126635771	0.0956129605235276	0.0323632988339149	0.00355331434775164	0.0252422884041178	0.000721209847662208	0.0180939620682105	0.000201857378345003	0.00330373549569178	0.000509910101727032	0.111189663592659	0.00899505186620878	0.0308937521186361	0.0592298344270998
HOXA5	0.52097296841337	0.00130200653622933	0.00287266534892183	0.173665018097631	0.0669545430254269	0.00300685762123951	0.0738747626203515	0.0492109981655816	0.0528943124263947	0.000282211190977581	0.054760571814052	0.169789823567942	0.209634001760988	0.0164007281452264	0.0222988348000168	0.0388569957454522
HOXA6	0.465230475935168	0.00172845487883484	0.00159423998044983	0.167862438120125	0.0145840370358396	0.00245870436150506	0.100894785696255	0.0317216702665365	0.0501191648699205	0.000399723512338181	0.112034265196802	0.146133638592182	0.0431983967105218	0.0944900895153664	0.0165828789744185	0.160158240775502
HOXA7	0.146325790978219	0.011602057807263	0.111921219325237	0.0705220188230966	0.058985174962316	0.00073937252095121	0.0100054933621328	0.0173407147820127	0.0183714768238579	0.00761002634413254	0.0412300241471208	0.00311661755712046	0.0257455619510668	0.00977915061783499	0.0467074849896247	0.160009856861698
HOXA9	0.669375281207088	0.0589600816037072	0.11827687676364	0.265593382695017	0.0638723939847883	0.00229098243232539	0.108844819150129	0.00445758916144132	0.0433775019241895	0.00270460082419311	0.0137383794195732	0.0189815415815684	0.771442860940832	0.0378373292773018	0.0875424323408827	0.104575252454971
HOXB13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76572891180192e-05	0
HOXB2	0.338941183140893	0.0267481660530601	0.00515888703290424	0.0458293820541748	0.0923273958816279	0.103511803998272	0.00266797447035867	0.00127351302510055	0.0182102670694228	0.000309322335295771	0.00220136648029	0.00344397737930081	0.00461246227615717	0.00870131454787026	0.00708777065152281	0.061280557799264
HOXB3	0.0809041970414616	0.0406643730606192	0.283408910977714	0.295103090374477	0.354164749451154	0.0276856415475629	0.000197582072600778	0.0346716023860285	0.0415696997319083	0.00193143922830734	0.190991701188935	0.000454979927077863	0.000492782697271562	0.0395773824489695	0.385357663628704	0.014318333102761
HOXB4	0.067384665708617	0.0331063041911543	0.0464861013303128	0.113118218967636	0.0106573076389694	0.00110331212227444	0.000511259831308097	0.0075699985648833	0.0127894985128673	0.00189867300609474	0.00526444439778085	0.0493387801466966	0.00732904681133426	0.0151964925399424	0.0600867336042691	0.0341315742249375
HOXB5	0.0571869112289165	0.0043601484700883	0.00360480122039608	0.0235810297047542	0.00650551116291664	0.0160900068228362	0	0.00062223091343946	0.00645695639329539	0	0.00124571133506594	0.00142068038053391	0	0.00179069078882441	0.00535828546036117	0.00418623052316681
HOXB6	0.0118038933151701	0.00268847296673107	0.000633126952774228	0.0698299690924492	0.0028180036706267	0.0127379220680787	1.02129085348616e-05	0.00260633440183299	0.0142814703732849	0	0.00455879911141122	0.000170643458284655	0	0.00541789827263363	0.0131028608347352	0.127782683158264
HOXB7	0.000635128623100014	0.000779716586091085	2.37258382400143e-05	0.00219580438546295	0	0.0030168762792818	0	0.000125311247759397	0.000214563826731466	0.000110070963775301	0.000163294245640189	2.49526493823632e-05	0	0.000206895061760552	0.000263531087608497	0
HOXB8	3.91985385039506e-05	0.000180831178114463	0	9.54777004478933e-05	0	0	0	0	0.000108067418786039	0	0.00121773786823943	0	0	0	0.00124790204566978	0
HOXB9	0	0	0	0.000295659386604277	2.76047979757495e-05	0	0	1.70326157340193e-05	0.000214758952981729	0	0	0	0	0	0	0
HOXC10	0	0	3.95145527649879e-05	0	0	0	1.37524077643551e-05	0	0	0	0.00122342229192171	0	0	0	0	0
HOXC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXC13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXC4	0	0.000221153914752125	0.00147055371987144	0.000237784035124416	2.76450280280827e-05	0.00161503242300846	0.00248684773981014	0.00131117057813707	0	0.00424266804336986	0.00636243920887294	3.97427317397038e-05	2.74789673809978e-05	0.000327693212855333	0	0.00409523833077647
HOXC5	0	0	0.000213054851245631	0	0	0.000164656951908968	0.000141502437402936	3.73711097134714e-05	0	5.81139454401484e-05	0	0	0	0	0	0.000260343434047277
HOXC6	0	0	0.000118713430809529	0	0	2.38321639596291e-05	0	4.41572194979408e-06	0	0	0	0	0	0	0	0
HOXC8	0	0	4.13167118069799e-05	0	0	0	0	9.13484899852702e-05	0	0	0	0	0	0	0	0
HOXC9	0	0	0	0	0	0	0	9.50198742225115e-05	0	0	0	0	0	0	0	0
HOXD10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD11	0	0	0	0	0	0	0	1.93629924767253e-05	0	0	0	0	0	0	0	0
HOXD12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD1	0	0	1.32607195845015e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD3	2.93851423184331e-06	0	0	0.000144248871798131	0.00010284911691032	0	0	0.000154701218128608	0	0	0.000592909386830694	0	0	3.39231624354018e-05	0	0
HOXD4	0	0	4.35191038376419e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD8	0	0	0.000180260475569698	0	0	0	0	0	0	0	0	0	0	0.000195923996574944	0	0
HOXD9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HP1BP3	0.0853770051781984	0.15033533704298	0.114828354401839	0.912922936097967	1.20049117191429	0.678249869430078	0.191381049921625	0.116257490419667	0.916785850529691	0.0112851374050946	6.4020537584423	0.664280259313906	1.4258718497953	0.414422523018596	0.0781587646751744	6.69748142327885
HPCAL1	0.164512993694198	0.109236438203707	0.91778815866152	0.491026839787163	0.612854669947952	0.298942773248112	0.248602401005396	0.152928285089022	0.016571734810334	0.0114079325462259	0.0736686761598936	0.0339417925643618	0.190312092615127	0.0791498467090867	0.123918754546727	1.27322405230925
HPCAL4	2.94404068887254e-05	0.000266780246191338	0	0.00357153471216291	0	0.000687477728224889	3.77016502828284e-05	0.000309583953546693	0	0.00231417455770546	0.000487085598095686	0.000982366393152387	6.35884983916003e-05	0.000419180165453244	0.000686874424386559	0.000258117060591447
HPCA	0.000138185413870227	9.80312825692798e-06	0.000217706245732774	0.000595255785360485	0	5.05460768370645e-05	0.000217544948876196	0.000389393683003692	0	7.87073313533609e-05	6.09116124830663e-05	0.000151800382780102	0.00146174779161729	0	0.000862816727012536	2.76963698306312e-05
HPDL	0.00679626313047344	0.00785499306815692	0.0445803848404724	0.00453060966271522	0.000309740732780558	0.000123022060472491	0.00214110265463226	0.00330047280038921	0.00929432426175999	0.00090612527117548	0.00594218714542845	0.00372426355128074	0.0138934259235071	0.00113509113798014	0.000236329679073565	0.00416972907721685
HPD	0.000312999980946453	0.00114304704378542	0.00549997727124273	0.00740422657590433	0.0316071859566163	0.00912232393277445	0.00101062496417789	8.20091221714329e-05	0.00367037537280408	0.00303688315881092	0.011989812802308	0.00558137505686417	0.0150596393596352	0.00121868535379836	0.00449282733716742	0.352141156225924
HPGDS	0.000551713343061942	0.0117239102574298	0.00174373594325408	0.0766391823651624	0.0123459529631417	0.0213434223219736	0.00216921004039689	0.00195096844221431	0.343023189795594	0.288572739003784	0.00307083398508727	0.000281760403073338	0.079557284635807	0.00470474787235507	0.0205223319258287	0.037291842729623
HPGD	0.00202483261847067	0.00154824626941601	0.00155640547147528	0.0114196647102581	0.0102142268095889	0.0715885764542716	0.042960810484107	0.0121304903675969	0.181297225651402	0.04554196560731	0.0424492027644245	0.0320546067488305	0.000597278586925614	0.00260586457198736	0.0178908218290153	0.00558724606340025
HPN	6.33681689789207e-05	1.33141498300809e-05	9.21114316771925e-05	9.61739753799107e-05	0.00222357349681533	0.000213016891641997	2.92149962672085e-05	8.13442721730541e-05	0.000483004913919731	0.00192233681433149	9.45596961136846e-05	0.00145691415169836	1.0935394698306e-05	3.18806209651269e-05	4.63194909066467e-05	1.0406854521599e-05
HPRT1	0.0223831486260376	0.0676315853890702	0.00539595616284899	0.311114345481432	0.0133019969141484	0.285534636450017	0.0466196413325108	0.030956010483338	0.311962276542579	0.195425059037498	0.0468168555584549	0.091894226815703	0.286703314085507	0.0259287999998795	0.155549849562986	1.52922222910821
HPR	0.00208021053137976	0.000202683709932407	0.00332986702600339	0.0220564114231978	0.00059126319991953	0.00102829206699235	0.000688480509301528	0.000828781567433212	0.000917536107478175	0.0157501233282407	0.00213367979585317	0.00536712481620268	0.001385708228193	0.000421092368561558	0.00183733784547476	0.0527483801504867
HPS1	0.0879247677657529	0.469840827940136	0.183224422976389	1.01004402864328	0.0328661457799895	0.0628374363206873	0.108395249460176	0.749291403284189	0.591509388866783	0.530387792156697	0.317493213958376	0.342950123211373	0.108577911935313	0.17487279379179	0.249309299497661	2.26643008515461
HPS3	0.0250385950214897	0.573605827885812	0.244107378880537	0.531999867897326	0.187169482416156	0.124085317170197	0.109050715843866	0.0386034608704318	0.140312927493682	0.194459216620622	0.0419467690101606	0.0328977552884903	0.147127938531068	0.0142476619391219	0.0797491984549	0.031868091670287
HPS4	0.803793052646672	0.922819652039391	0.961763404274086	1.57468248989392	0.702765379192163	1.34583325383568	2.59566594195252	0.0740838264932978	0.366000324135635	0.743359429722073	0.231145185800794	0.0680875253472592	1.4143155255875	0.537910380318416	0.0104532268436034	1.60269941220342
HPS5	1.02711014678765	0.0557967680550261	0.539103663381386	0.823241342160942	0.159963754908119	0.0966326654241099	0.0823981789259515	0.0173223519581275	0.200764787049954	3.83626604567283	0.0178985405074808	0.018764557917885	0.10620119346548	0.588373163681748	0.219767868395641	1.00703308988494
HPS6	0.345042830513336	0.22717563098303	0.12566318346546	0.876367695699375	0.434782177053038	0.293585309667171	0.0320982390285423	0.455772687113175	0.234150063592821	0.339363777277702	0.393861178139355	0.0634643140437056	0.409286909870167	0.183958604588058	0.139970597248051	1.13690404789106
HPSE2	4.46137613800538e-05	4.60616332900388e-05	2.16497951192304e-05	0.00014475845650799	0	0.00389017259258669	3.18768862339401e-05	0.00147181358391753	0.00433437971563466	0.000646979685584422	0	3.57804389192241e-05	0.250299228783349	0	0	0.000166232800793701
HPSE	0.0080347130717598	0.00694295663345041	0.00286564028467452	0.074550605101615	0.0249985750855395	0.120885839884619	0.207190992661446	0.0193518349736864	0.038175047566992	0.048328439805262	0.0264134215351892	0.00185313451628132	0.00284579410295779	0.0097486213824854	0.086828408053024	0.222147385292024
HPX	0.00032285566127014	0.00030627713904908	0.000291487131649244	0.00550082134730363	4.84329037599464e-05	0.000635379030862059	0.000826353133094027	0.000250524059288399	0.00113641713425804	0.00105073880950551	0.000119513733992387	2.7263549518607e-05	0.000309872670426745	0.00139680351221511	0.00100957453673578	0.00389827624396495
HPYR1	0	0.000218889479819858	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HP	0.0144135561471066	0.4145581437368	1.964338306636	3.07076113790401	0.00207630909508411	0.173465986501912	0.099673163549177	0.00737482837657966	0.263255805511694	0.0518451996839941	0.166760794062517	0.128110625893642	0.0209988152734427	0.00177251722816113	0.685346196398049	0.941542583695518
HRAS	0.0468136566202813	0.0139436934337256	0.0214076967670909	0.211347346501665	0.0228837395620379	0.0193061511379763	0.048357294161495	0.00471290206500557	0.0125276055906008	0.045324575188591	0.00462768988550102	0.0059658913347524	0.0037747740259881	0.00941393466768044	0.00889931353397376	0.242319006236595
HRCT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HRC	0.000411988255516659	0	5.1565569556923e-05	0	5.02591197987173e-05	2.97296707569938e-05	5.81648791362212e-05	0.000188305943055174	0	0	0.000315423072775065	8.18855236441962e-05	0.000316715555894446	0	0	0
HRG	0	0	0	0	0	0	0	0	0	0.000118972942125894	0	0	0	0	0	0
HRH1	0.00154327651781148	0.000926472790664655	0.000492715314945317	0.00202661839111186	0	0.00103601997731237	0.000103816021573871	0	0	0	0.000941075016548303	4.19858503277684e-06	0.00317817940637702	0.000143414954275597	0.000185385671987219	0
HRH2	0.00428374364647023	0.495807078384002	0.209988100399358	0.104700885536731	0.0221624796943128	0.0672826472987449	0.0414801885239508	0.201142002717545	0.0766261497201264	0.0150538850112617	0.0750096490135763	0.125089101242956	0.0045401006021451	0.0438896902607774	0.0441137833090458	0.402728633806362
HRH3	0	0.00270312753465938	0.000995695532285327	0.000865216342572544	0.000143733717959022	0	2.97734403101779e-05	0.000128444527054537	0	0.000201402967533387	1.82132222563796e-05	0	0.000168519992289555	8.14617379064768e-06	1.54222898538879e-06	0
HRH4	0.00086473706520816	0.0152150475748527	0.0129888455831525	0.00192364404255917	0.00117208325419751	0.00828145132017304	0.000356559408654	0.00051805390655126	0.00483173844009937	0.0166607830036254	0.00201230993362395	0.00127328133586659	0.00582523896718915	0.00139104951213918	0.00321192734512891	0.014375464857817
HRK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HRNR	0.0151909130025635	0.0688442995643066	1.48193932793895	0.0625773184457002	0.00111908287604708	0.13280606160879	0.00724796673757957	0.0179578004614255	0.0478577678385782	0.00303623941084279	0.405501792571022	0.0332096048987196	0.2872902566969	0.00242311579622036	0.0294409240407845	0.0824195640977761
HR	0.000723759271223022	0.00135127772208793	0.000875804091115293	0.000510319619600053	0.00376839283552943	2.62438450743257e-05	0.00739276952623778	0.00233424712680908	0.000536522060970607	8.12451730961996e-06	0.00236085501465254	0.00165692557440734	0.00714407121013598	0.0143785521393271	0.00114407471895512	0.110326493847645
HS1BP3	0.0370429505467071	0.191916599897284	0.343995652240734	0.061069178847785	0.165042641202742	0.0612571301898976	0.0116850955556136	0.0799059275384903	0.0265689859478379	0.00402892301798407	0.0523116042151196	0.106029322998926	0.227214167230029	0.0172844934041339	0.0220874745127641	0.0732377367113149
HS2ST1	0.0181075605773871	0.0598871537885484	0.0880853656606703	0.0201043692592016	0.197304390692394	0.00405871432302399	0.00224364376640521	0.0237076604544543	0.00395448086045418	0.00282782437058925	0.0203482128548343	0.00473463868214962	0.00582883514785392	0.00865094523338342	0.0451144024192541	0.23001645550276
HS3ST1	0.000394976446053983	0.00131102013413078	0.0184405872894819	0.00297842507543726	0	0.00115183787216583	0.0005478366366127	0.00974127715828957	0.000643691480194396	0.000619533538477123	0.00356298691879806	0.0167205291571238	0.0652927091598438	0.000732104094818969	0	0.00162853126829574
HS3ST2	0	0.000687571315621954	0.00209190291641018	0.000910074328605833	0	0	1.10237040739571e-05	0	0.000214563826731466	0.000164073911264805	0.0223335946049478	0.000363991191775504	5.37661394636101e-05	0.00264242100138805	0	0
HS3ST3A1	0.000265439275571596	0.00156033351850204	0.00918577701972214	0.00362723236776742	3.32751089764655e-05	0	0.000267147922221645	0.00239406696627154	0.000428080489838082	1.22121902337039e-05	0.00102512498651896	8.62809695158844e-05	0.00164258086021075	0.00811463219455575	0.0102769561094009	0.0412270738339034
HS3ST3B1	9.14423785887186e-05	0.0107552249276112	0.00440032144355632	0.00849926293279614	0.000185234457066378	0.00884754375304571	0.00750898351868007	0.00792337457746119	0.000588651714572794	0.00521527898568931	0.00744793349163769	0.00146399046556127	0.00298153972596311	0.00167174988807764	0.00625723883801519	0.0575282738029488
HS3ST4	0	0	0	0.000796283138228026	0	0.000621209648532155	0	0	0	0	0	0.000430657090226776	6.23392440542667e-05	0	0	0
HS3ST5	0.000249637925457875	0.000976435126358197	0.00396418142799643	8.77250192126566e-05	1.2700562419214e-05	0	0.00039318515809618	0	0	0.000235611260791629	6.30326325745026e-05	0.000160220305262091	0.000188005539681401	8.74798403013798e-05	0.000828220244110735	0.0194982841258323
HS3ST6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS6ST1	0.0950859855152283	0.222475584196426	0.135631200962578	0.00143196438045104	0.0290837188884654	0.290258025740684	0.848152079679664	0.091073277239745	0.0689334471629768	0.0178276413803659	0.0024805168786281	0.0362288149558406	0.0535927528366357	0.0255929087877808	0.0109527961984902	0.0531888705335182
HS6ST2	0	0	0	0.000279842811288374	0	0	0	0	0	0	0	0.000177508944165879	0.00026805024476158	0	0.000805718394716995	0.000541208898642736
HS6ST3	0	0	0	0	0	0	0	0	0	0	0	0	1.58419831268625e-05	0	9.94857539802088e-05	0
HSBP1L1	0.0307872703628154	0.0292562157851254	0.0528493271899148	0.00307734611196948	0.0192272958577099	0.00376247679010534	0.0351115735526738	0.00734832293430325	0.0203256608423445	0.0295677397224184	0.00699535080236874	0.00163424789299288	0.000739156989318924	0.0053174871690971	0.000330206351905108	0.0410869274096431
HSBP1	1.94323358711671	0.262913013884785	0.0342621300223661	0.021629041922695	0.134003614503625	0.0271731035563525	0.0150250520445567	0.0132433772453486	0.121997988494985	0.0989286787849796	0.00837210983315716	0.0129971403127687	0.0353633804603976	0.0474948861891617	0.0206466683967926	0.051096158558571
HSCB	0.010775921012053	0.0917300278896684	0.168474593562609	0.00761519154612168	0.053397412283778	0.00578852604132828	0.0407000128716557	0.00450718075729814	0.0197357340105087	0.0391752196593377	0.0371878730997348	0.00326536701040968	0.0109660691348669	0.0017563469581039	0.0241683797218456	0.0628348061171515
HSD11B1L	0.0115016907624691	0.0211191462868128	0.00388524270273042	0.000810297492946517	0.00948094757467412	0.00121626897730513	0.00226855463592211	0.00276047527439515	0.00380717748784393	0.00985076588936039	0.00543904266424692	0.00201351636261249	0.0203465741230048	0.000176888802216484	0.00244222990448415	0.0016425209562406
HSD11B1	0.000494137720923897	0.000115853227792373	0.00375712875071971	2.25927062732404e-05	0.00015684595750223	9.3552022280702e-05	0.000248691051680161	4.19677168965512e-05	0	0.000712333049053985	0.00278276601426587	0.000348192470676694	0.000358056286023031	0.000214485376903611	0.000438271173068314	1.306353920262e-05
HSD11B2	0.0117551471818073	0.0303393340250568	0.0022791762883097	0.00912150901076241	0.0231359974002952	0.00135177972659889	0.000406929297892421	0.0149669723573794	0.000804501895407185	0.00265222264796471	0.0107515959642091	0.000543919826178246	0.00649851131515987	0.000103017578563911	0.00978030023794284	0.00710711252310092
HSD17B10	0.00611005700613574	0.645373492722496	0.174898303940593	0.229331539727449	0.304117430356754	0.0901498903886266	0.0420402046884155	0.0780848798721764	0.229288604760854	0.00920790341700438	0.334184900440474	0.0368200546206542	11.8154430150538	0.0184147532942966	0.0154215292091826	0.248096700515905
HSD17B11	0.0443187257381406	1.41835946818682	0.621596342305391	0.220641435855827	0.863732075914309	0.121869360296616	0.786907598397584	0.174886108211046	0.852271535095653	0.048575588330175	0.713400014566342	0.0967472984236147	0.0586197286537806	0.0305445131726666	0.0230557286161079	1.13154965329444
HSD17B12	0.0144729246777862	0.306637332968338	0.291383840674172	0.907067323225005	0.250310789982318	0.0304361118976265	1.74339262002274	0.122390953134479	0.225475064552787	0.0116806181100009	0.244124473069688	0.261585747489723	0.0263074864697435	0.00591338593982713	0.010047251386392	0.0379300295054696
HSD17B13	0.0103222705952471	0.00327474379323315	0.000358532610403154	0.0219850576279426	0.00819422277707908	0.00686449480887265	0.00325942817418333	0.000790976597433093	0.00772339065076328	0.015414476101611	0.0171397276995466	0.00036090032940903	0.000746024251556212	0.00162147638123491	0.000454759133232671	0.000261324395633418
HSD17B14	0.00252661734116375	0.00491757851201937	0.00490466664617403	0.00579085754067582	0.000802020962511507	0.000451485985032543	0.00124617488645766	0.000428294146565253	0.00338183969323362	0.00036547862297477	0.00653821603488766	0.00445070447359263	0.000851440007801601	0.00231832403511565	0.000212598041535888	0.00017069929669966
HSD17B1	0.0120008171164148	0.109675310724295	0.0279801887449099	0.00146288854391571	0.0311852508854277	0.0321588949966284	0.0888011260860002	0.000977054686222757	0.0392999637732985	0.0257495998508958	0.0278683120590917	0.0270821168440307	0.00838849664600044	0.0704696159105955	0.00741336407598763	0.0414816926554563
HSD17B2	0	0.000142295235945296	0	0	0	0	6.85052803727493e-05	0	0	0	0.000130892758486372	0.0003194484555694	1.40779261951095e-05	0.000687813785744926	0	4.43995795408757e-05
HSD17B3	0.000250353530722401	0.00024193964520142	0.000982731570131086	4.21705605543447e-05	0.000193059445040592	0.00265456060149332	0.0338570035727105	0.000340236547473747	0.00201442206881484	0.00209941428685252	0.00124370135573071	0.000209734624135725	2.08985697612585e-05	0.00327020446635611	6.9040087828386e-05	0.000600221603746835
HSD17B4	1.22943828149008	3.89262854499762	0.832606437942549	7.00360849810886	2.74162978834027	0.664943443018432	1.45103986579119	0.886755951259511	0.645885198665867	0.20211137933026	1.07656408245202	0.0239227845785125	0.0543645341887037	2.96427364518088	0.313558632869054	0.174567603851935
HSD17B6	0.000136308019458628	0.00226658719173994	0.00222069343599341	0.00104848707810272	0.000518909220508778	0	0.000244485049726592	1.48509023212461e-05	0.000639731323830574	0.0021564533145256	0.00117803482637735	1.99658256779394e-05	0.000273682279023673	0.00262367474915604	0.000141430669835886	0.00170136553355201
HSD17B7P2	0.0117049788685026	0.0383141046156613	0.00433890750448168	0.043923807267338	0.0408437305330642	0.130725102976089	0.035345907603708	0.0072867623475228	0.0140891882781787	0.0495185820576849	0.0199215592322881	0.0157235537312192	0.0043856658109943	0.0973771994398441	0.0707781762794968	0.00403604355382043
HSD17B7	0.452110872608685	0.0851062618776047	0.011442274844166	0.0500592643368481	0.0228754393179208	0.318507380635677	0.0127115768743169	0.021360446345967	0.0268092487849317	0.0547550690025043	0.0392997726258546	0.00519039002199312	0.0131668799273653	0.00712258229047855	0.0825709421116973	0.039972154928902
HSD17B8	0.00992849939117927	0.0969127024946634	0.051118766899418	0.0964801420779001	0.0179814066193538	0.10616912687856	0.00370333831513715	0.0355011827204049	0.0447865256671479	0.0254646240422693	0.0430876093217987	0.0482926670487885	0.0127580400063654	0.00570428473334622	0.022109128508825	0.0446495428981321
HSD3B1	0	0	0.000125403408566949	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD3B2	0	0	0	0	0	0	0	0	0.000183041928981267	0	0	0	0	0	0	0
HSD3B7	0.00565260367396268	0.0310930024969099	0.00888647115206612	0.0175421075367784	0.00687210701223836	0.564160242855998	0.640473525613694	0.0213293001147377	0.0113122817537867	0.00366763917262993	0.0433375757353047	0.0038821734706893	0.00213398031433659	0.0461261364423116	0.00192682235787295	0.00555559032625234
HSDL1	0.00567152361546609	0.133644499918884	0.0194966413292889	0.0607350825167224	0.0372239129829578	0.808217290234269	0.044881587755005	0.0264678480612155	0.015011228210832	0.0707390585404386	0.0242253368723557	0.00327839292337122	0.00728175425229627	0.00139262223515656	0.00489263513941266	0.00647750475057864
HSDL2	0.0499773625492662	0.231887372153933	0.172946517541538	0.0223114018908763	0.102979230289887	0.3070893828453	0.0418718841869671	0.28607540254365	0.171424577345844	0.00671760016445985	0.145352863857049	0.304710887732022	0.0111977383185821	0.0461559527482758	0.136114599763831	0.0404178804476256
HSF1	0.340737401134043	1.02024150644994	0.152044952252843	0.0656130308566019	0.0910350300356607	0.801604375435995	0.0187882422494398	5.06604830382321	0.307858939064592	0.00836855546840378	0.0860258902408004	0.0369758603963133	0.0111029248647221	0.119848787641191	0.702938016191816	0.0899030474743798
HSF2BP	8.8668803880113e-05	0.00166968619173887	0.00101636693179912	0.000477221710928331	0.000122787002117753	0.0205429988652008	0.00175726863040024	0.00151101213772316	0.00086831019150593	0.00056656704611624	0.000290342799427661	0.000103572902719513	0.000115181031380507	0.000250312860025676	0.000332517846831809	0.00304046811750372
HSF2	0.0930569830477482	0.188525626974822	0.0925684564158776	0.0227674928731019	0.0438011919028071	0.861162512429218	0.270305305514895	0.133273402069007	0.211211054090548	0.00944119571256406	0.355704230667093	0.0217919295310806	0.00161118230751952	0.00342517512964323	0.142787983964763	0.0195002014204588
