"source"	"target"
1226	1177
1226	1217
1226	1231
1226	1234
1226	1485
1226	2368
6645	6291
6645	6303
6645	6305
6645	6306
6645	6307
6645	6310
6645	6638
6645	6640
6645	6642
6645	6684
6645	6685
6645	6686
6645	6688
6645	6690
6645	6692
6645	6694
6645	6702
6685	6645
8874	9015
8901	8851
8901	8854
8901	8855
8901	8857
8901	8858
8901	8859
8901	8860
8901	8861
8901	8865
8901	8871
8901	8876
8901	8877
8901	8878
8901	8890
8901	8905
8901	8992
8901	8998
8901	9006
8901	9008
8901	9012
8901	9013
8901	9014
8901	9015
8901	9016
8901	9018
8901	9019
8901	9020
8922	9015
8939	9002
8939	9015
8973	9015
8976	9015
8994	9015
9022	8901
9282	9354
10679	10727
10682	10727
10687	10727
10727	10679
10727	10680
10727	10681
10727	10682
10727	10688
10727	10707
10727	10708
10727	10787
10727	10788
10727	10791
10727	10792
10727	10794
10727	10795
10727	10796
10727	10797
10727	10798
10727	10799
10727	10800
10727	10801
10727	10802
10727	10803
10727	10804
10727	10805
10727	10806
12837	12812
13957	14287
13957	14293
13957	14295
13957	14299
13957	14301
13957	14302
13957	14305
13957	14306
13957	14307
13957	14308
13957	14309
13957	14310
13957	14311
13957	14312
13957	14313
13957	14314
13957	14315
13957	14316
13957	14317
13957	14319
13957	14321
13957	14323
13957	14325
13957	14332
13957	14369
13957	14374
14413	14589
14413	14609
14413	14610
14413	14611
14413	14612
14413	14613
14413	14624
14413	14625
14413	14626
14413	14627
14413	14629
14413	14631
14413	14632
14413	14633
14413	14634
14413	14636
14413	14637
14413	14638
14413	14639
14413	14640
14413	14699
14413	14864
14413	14865
14413	14868
14413	14874
14413	14882
14413	14885
14413	14886
14413	14887
14413	14900
14413	14942
14413	14955
14413	14956
14413	14960
14413	14962
14413	14963
14413	14964
14413	14967
14413	14968
14413	14969
14413	14970
14413	14972
14413	14973
14413	14974
14413	14975
14413	14976
14413	14978
14413	14980
14413	14981
14413	14982
14413	14987
14413	14988
14413	14989
14413	15004
14413	15008
14413	15010
14413	15018
14413	15022
14413	15024
14413	15029
14413	15034
14413	15049
16927	16847
19307	20027
20203	25643
23963	23980
25529	25643
25555	25643
25594	25643
25596	25643
25607	25643
25643	25400
25643	25520
25643	25521
25643	25523
25643	25526
25643	25527
25643	25528
25643	25529
25643	25530
25643	25531
25643	25532
25643	25533
25643	25534
25643	25535
25643	25554
