source	target
BRI3BP	CSDE1
TTLL10	TTLL10-AS1
TTLL10	MIR429
TTLL10	MIR200A
TTLL10	MIR200B
TTLL10-AS1	MIR429
TTLL10-AS1	MIR200A
TTLL10-AS1	MIR200B
MIR429	MIR200A
MIR429	MIR200B
MIR200A	MIR200B
UBE2J2	LINC01786
UBE2J2	TTLL10
UBE2J2	TTLL10-AS1
LINC01786	TTLL10
LINC01786	TTLL10-AS1
MIR429	TTLL10
MIR429	TTLL10-AS1
MIR200A	TTLL10
MIR200A	TTLL10-AS1
MIR200B	TTLL10
MIR200B	TTLL10-AS1
TNFRSF18	TNFRSF4
TNFRSF18	TTLL10
TNFRSF18	TTLL10-AS1
TNFRSF4	TTLL10
TNFRSF4	TTLL10-AS1
TTLL10	TNFRSF18
TTLL10	TNFRSF4
TTLL10-AS1	TNFRSF18
TTLL10-AS1	TNFRSF4
TTLL10	UBE2J2
TTLL10	LINC01786
TTLL10-AS1	UBE2J2
TTLL10-AS1	LINC01786
MXRA8	DVL1
MXRA8	INTS11
MXRA8	TAS1R3
MXRA8	CPTP
MXRA8	ACAP3
MXRA8	PUSL1
MXRA8	MIR6808
MXRA8	MIR6727
DVL1	INTS11
DVL1	TAS1R3
DVL1	CPTP
DVL1	ACAP3
DVL1	PUSL1
DVL1	MIR6808
DVL1	MIR6727
INTS11	TAS1R3
INTS11	CPTP
INTS11	ACAP3
INTS11	PUSL1
INTS11	MIR6808
INTS11	MIR6727
TAS1R3	CPTP
TAS1R3	ACAP3
TAS1R3	PUSL1
TAS1R3	MIR6808
TAS1R3	MIR6727
CPTP	ACAP3
CPTP	PUSL1
CPTP	MIR6808
CPTP	MIR6727
ACAP3	PUSL1
ACAP3	MIR6808
ACAP3	MIR6727
PUSL1	MIR6808
PUSL1	MIR6727
MIR6808	MIR6727
INTS11	DVL1
INTS11	MXRA8
TAS1R3	DVL1
TAS1R3	MXRA8
CPTP	DVL1
CPTP	MXRA8
ACAP3	DVL1
ACAP3	MXRA8
PUSL1	DVL1
PUSL1	MXRA8
MIR6808	DVL1
MIR6808	MXRA8
MIR6727	DVL1
MIR6727	MXRA8
DVL1	MXRA8
MXRA8	282
DVL1	282
TARS2	CA14
TARS2	CIART
TARS2	MRPS21
CIART	MRPS21
TARS2	ECM1
TARS2	ARNT
TARS2	RPS27AP6
TARS2	CTXND2
ARNT	RPS27AP6
ARNT	CTXND2
RPS27AP6	CTXND2
DPM3	HMGN2P18
DPM3	ADAM15
DPM3	DCST1-AS1
HMGN2P18	ADAM15
HMGN2P18	DCST1-AS1
ADAM15	DCST1-AS1
DPM3	EFNA4
HMGN2P18	EFNA4
DPM3	EFNA1
HMGN2P18	EFNA1
DPM3	SLC50A1
HMGN2P18	SLC50A1
DPM3	KRTCAP2
DPM3	TRIM46
HMGN2P18	KRTCAP2
HMGN2P18	TRIM46
KRTCAP2	TRIM46
HCN3	CLK2
HCN3	PKLR
CLK2	PKLR
PKLR	HCN3
PKLR	FDPS
HCN3	FDPS
NHLH1	IGSF8
ATP1A4	NHLH1
APOA2	NHLH1
LINC01363	GPA33
CREG1	GPA33
POU2F1	POU2F1-DT
POU2F1	GPA33
POU2F1-DT	GPA33
GPA33	CREG1
54313	54296
SDE2	LBR
LBR	SDE2
H3-3A	H3-3A-DT
H3-3A	SDE2
H3-3A-DT	SDE2
SRP9	SDE2
GUK1	IBA57
GUK1	IBA57-DT
GUK1	GJC2
GUK1	TRIM11
IBA57	IBA57-DT
IBA57	GJC2
IBA57	TRIM11
IBA57-DT	GJC2
IBA57-DT	TRIM11
GJC2	TRIM11
RNF187	TRIM11
5704	CEP85
LIN28A	CEP85
CATSPER4	CNKSR1
CATSPER4	CEP85
CNKSR1	CEP85
S100PBP	YARS1
S100PBP	BSDC1
YARS1	BSDC1
BSDC1	S100PBP
BSDC1	YARS1
INPP5B	MTF1
INPP5B	RNU6-584P
RNU6-584P	INPP5B
TMEM125	EBNA1BP2
TMEM125	TIE1
EBNA1BP2	TIE1
TMEM125	MED8-AS1
TMEM125	MED8
EBNA1BP2	MED8-AS1
EBNA1BP2	MED8
MED8-AS1	MED8
TMEM125	SZT2
EBNA1BP2	SZT2
RPL22	RNF207
RPL22	RNF207-AS1
RPL22	CHD5
RNF207	RNF207-AS1
RNF207	CHD5
RNF207-AS1	CHD5
ACOT7	RPL22
ACOT7	RNF207
ACOT7	RNF207-AS1
PHF13	KLHL21
PHF13	RPL22
PHF13	RNF207
PHF13	RNF207-AS1
KLHL21	RPL22
KLHL21	RNF207
KLHL21	RNF207-AS1
ICMT	ICMT-DT
ICMT	RPL22
ICMT	RNF207
ICMT	RNF207-AS1
ICMT-DT	RPL22
ICMT-DT	RNF207
ICMT-DT	RNF207-AS1
HES3	ICMT-DT
HES3	RPL22
HES3	RNF207
HES3	RNF207-AS1
GPR153	RPL22
GPR153	RNF207
GPR153	RNF207-AS1
CHD5	RPL22
CHD5	RNF207
CHD5	RNF207-AS1
RPL22	ICMT
RPL22	ICMT-DT
RNF207	ICMT
RNF207	ICMT-DT
RNF207-AS1	ICMT
RNF207-AS1	ICMT-DT
RPL22	PHF13
RPL22	KLHL21
RNF207	PHF13
RNF207	KLHL21
RNF207-AS1	PHF13
RNF207-AS1	KLHL21
RNH1	ODF3
RNH1	SCGB1C1
ODF3	SCGB1C1
RNH1	BET1L
RNH1	RIC8A
RNH1	MIR6743
BET1L	RIC8A
BET1L	MIR6743
RIC8A	MIR6743
CDKN1C	SLC22A18AS
CDKN1C	TH
CDKN1C	MIR4686
SLC22A18AS	TH
SLC22A18AS	MIR4686
TH	MIR4686
CDKN1C	TSSC4
SLC22A18AS	TSSC4
CDKN1C	KCNQ1
SLC22A18AS	KCNQ1
CDKN1C	KCNQ1OT1
SLC22A18AS	KCNQ1OT1
KCNQ1	CDKN1C
KCNQ1	SLC22A18AS
KCNQ1OT1	CDKN1C
KCNQ1OT1	SLC22A18AS
ODF3	RNH1
SCGB1C1	RNH1
MRPL17	TPP1
MRPL17	DCHS1
PNPLA2	SLC25A22
PNPLA2	CEND1
PNPLA2	PIDD1
PNPLA2	PANO1
SLC25A22	CEND1
SLC25A22	PIDD1
SLC25A22	PANO1
CEND1	PIDD1
CEND1	PANO1
PIDD1	PANO1
SCT	CDHR5
SCT	SLC25A22
SCT	CEND1
SCT	PIDD1
SCT	PANO1
CDHR5	SLC25A22
CDHR5	CEND1
CDHR5	PIDD1
CDHR5	PANO1
DRD4	SLC25A22
DRD4	CEND1
DRD4	PIDD1
DRD4	PANO1
PHRF1	MIR210
PHRF1	MIR210HG
PHRF1	SLC25A22
PHRF1	CEND1
PHRF1	PIDD1
PHRF1	PANO1
MIR210	MIR210HG
MIR210	SLC25A22
MIR210	CEND1
MIR210	PIDD1
MIR210	PANO1
MIR210HG	SLC25A22
MIR210HG	CEND1
MIR210HG	PIDD1
MIR210HG	PANO1
SNORA52	RPLP2
SNORA52	SLC25A22
SNORA52	CEND1
SNORA52	PIDD1
SNORA52	PANO1
RPLP2	SLC25A22
RPLP2	CEND1
RPLP2	PIDD1
RPLP2	PANO1
NTF3	128009
CEP57	FAM76B
CEP57	ENDOD1
FAM76B	ENDOD1
CEP57	LNCRNA-IUR
FAM76B	LNCRNA-IUR
CEP57	SESN3
FAM76B	SESN3
SESN3	LNCRNA-IUR
LNCRNA-IUR	CEP57
LNCRNA-IUR	FAM76B
ENDOD1	CEP57
ENDOD1	FAM76B
SESN3	CEP57
SESN3	FAM76B
CSDE1	BRI3BP
IRAG2	LINC02909
150400	150376
MIR148B	SCAT2
128009	NTF3
MIR148B	NFE2
MIR148B	COPZ1
NFE2	COPZ1
MIR148B	RNU6-950P
NFE2	MIR148B
COPZ1	MIR148B
CTDSP2	MIR148B
MIR148B	GPR84
MIR148B	CTDSP2
TPI1	RPL13P5
TPI1	LRRC23
TPI1	SPSB2
TPI1	USP5
TPI1	CDCA3
RPL13P5	LRRC23
