name	logFC	P.Value
735906	0.286802563492904	1.77563042652731e-08
854911	0.278568698135741	2.36766398198397e-06
854912	0.278568698135741	2.36766398198397e-06
854913	0.278568698135741	2.36766398198397e-06
854914	0.278568698135741	2.36766398198397e-06
854915	0.278568698135741	2.36766398198397e-06
866372	0.25339560143029	2.55894505432608e-05
869621	0.292929189336843	2.44009840899331e-05
869622	0.292929189336843	2.44009840899331e-05
876348	0.2981207803203	4.15698228393948e-08
877449	0.263660304871321	7.5440508011396e-06
877450	0.263660304871321	7.5440508011396e-06
877451	0.263660304871321	7.5440508011396e-06
888387	-0.25386812501154	4.62924818327872e-05
893801	0.379456326167625	3.2546110605199e-09
912086	0.324710024689443	6.62364185905653e-10
912087	0.324710024689443	6.62364185905653e-10
912088	0.324710024689443	6.62364185905653e-10
912089	0.324710024689443	6.62364185905653e-10
926691	0.350790555159723	1.60903547481371e-09
927153	-0.255498102890971	0.00013928161790509
928243	0.279351986050489	5.14012150905497e-06
928244	0.279351986050489	5.14012150905497e-06
929746	0.272546419283857	1.42446491206278e-07
933594	-0.280005399355109	0.000152045334893802
934378	0.269238339037249	2.80125643832419e-06
ALKAL2	0.338596748280647	3.64365837104603e-08
ATG4D	0.26276832502545	5.97760341804638e-06
BIK	0.257570291154653	7.0404415051349e-07
C5orf38	0.295824616553808	4.45600361942666e-07
CCDC200	0.282759337011277	2.64503393053585e-05
DAG1	0.286758470533956	2.92566381427676e-07
FKBP14	0.26856774146489	1.00024254274895e-05
FLI1	0.258447345895517	1.11354127011627e-06
GNRH2	0.309858273879118	1.52124653740423e-05
GPER1	0.30818561866563	2.61394458987803e-08
HOXA11	0.263016307751815	2.45012769933512e-07
HOXA11-AS	0.263016307751815	2.45012769933512e-07
IFITM10	-0.294131834820277	0.000135622267997446
IRX2	0.295824616553808	4.45600361942666e-07
MRPS26	0.309858273879118	1.52124653740423e-05
PARP16	0.284451818929999	0.00021873643311214
PHAX	0.261334461444124	2.61004640644714e-07
PLEKHA8	0.26856774146489	1.00024254274895e-05
RNA5SP130	0.286758470533956	2.92566381427676e-07
RNH1	0.28868633590578	3.67516359270529e-07
RNU5A-1	0.284451818929999	0.00021873643311214
RNU6-1262P	0.317224029741883	2.11510284967404e-08
SENCR	0.258447345895517	1.11354127011627e-06
SLC7A6	0.317224029741883	2.11510284967404e-08
SNORA24B	0.284451818929999	0.00021873643311214
TEX43	0.261334461444124	2.61004640644714e-07
