name	logFC	P.Value
10047	0.253278110844667	9.46880319332179e-06
10075	0.272558569862447	9.05921470334621e-05
10158	0.307728069731496	4.77022654173096e-08
102166	0.25890638456224	2.27752826855869e-06
102334	0.257896198796124	5.41763217196047e-05
102654	-0.277757726975104	0.000135622267997446
102753	0.263828444459005	1.03834474670434e-05
102846	0.301853359973697	3.82675103272092e-06
10494	0.253138424518573	3.240034663923e-07
107025	-0.255748405270083	3.28862709186149e-06
107703	0.27013403202487	1.76250380953e-07
107868	0.294255893703627	4.65038697438288e-07
108148	0.299384868313034	6.30674828980492e-05
111836	0.251937887387794	6.88837277667079e-07
111845	0.299430593782644	6.48587437884777e-05
112001	0.28689856044988	5.4308576021127e-05
112008	0.27492852274282	5.84028092355141e-06
112009	0.279653010510442	1.56289153551018e-05
112010	0.275463021975067	3.20307454417812e-05
112225	-0.311490022867391	7.89199927816982e-06
112375	0.270981122506529	2.82615350917669e-06
11506	0.285942822092346	7.21046172542816e-06
115783	0.305873880699667	6.51897948983451e-09
115964	0.288408411998705	1.51741238718093e-08
1167	0.319144149877083	7.63883016516877e-07
11766	0.369913664305708	5.35446986344494e-08
11957	0.282684793917329	2.29820899146058e-06
121033	0.27451822922527	4.66354909397032e-08
121100	0.254419252439792	7.06808391162899e-06
121145	0.286082806710253	9.04304676907935e-07
121263	0.340279947851054	7.19125620926034e-09
121316	0.268361592725159	2.76909963866456e-06
121367	0.28881496460352	2.240000730586e-08
121378	0.255651545813853	1.79528854551252e-06
1215	0.257247321280833	2.49046041123923e-08
121517	0.257772023490503	3.89017143903461e-08
12616	0.261896930973758	0.000135285795984378
12654	0.332925096506886	4.41506371537261e-09
126955	0.261157558796268	3.44795369528924e-07
129952	0.303906021792005	8.13959133303303e-06
129978	0.278576010139489	1.23326440083625e-06
135057	0.27049905854595	1.39140465679925e-06
136643	0.29220296493383	4.3875273779296e-06
138030	0.295032151291829	1.34579856353957e-08
138260	0.258369198955328	1.88409644455782e-07
138742	-0.271525369636333	2.52926548317018e-05
139677	0.277559691309746	1.79697917469993e-06
140189	0.265504588703478	5.81202368212663e-06
140231	0.324540991822089	5.82461053396336e-08
142169	0.265555026893897	4.67342766473633e-07
145964	0.254592772641347	0.000262056808702263
146144	0.344026181922563	1.14965895503304e-06
14685	0.341271378377054	2.81309003800647e-08
149080	0.31029480691391	1.49389198013645e-05
149568	-0.276844823470255	1.10436655277893e-06
151264	0.284605361044997	1.22346312404607e-07
156387	0.260049729828469	4.82996067619821e-05
156556	0.269284590561262	5.09021801168128e-06
156788	0.285699745818757	1.13337726797009e-06
156922	0.286850942655055	3.19995456120409e-07
156971	0.307231079503011	3.4320252456036e-10
157237	0.272248903587737	4.29389847873939e-05
157320	0.307142776577396	2.66757275807783e-06
157551	0.272609616404971	2.28100555864936e-07
157552	0.272423679382773	4.2309244644949e-05
157627	0.267536126937929	9.42056192685599e-06
158091	0.301499678030391	2.82901764127603e-05
158149	0.266278451956828	1.05643397955151e-06
158379	0.280647744108402	1.23830392872065e-06
158381	0.289537976751175	1.69320134050752e-08
158430	0.303952627763164	4.7031546850029e-08
158444	0.339156579471483	8.420110790176e-09
158513	0.271282881006791	1.7889689851949e-05
158517	0.276525924037183	1.08544341704369e-08
15965	0.263315784936233	3.29688852452082e-07
159939	0.307889370418387	4.9217872934748e-07
160182	0.289140965841769	7.40314586391555e-10
160974	0.263995856458355	9.3371729187759e-06
161270	0.370709764819517	9.03290844759629e-09
16677	0.305353276209617	1.37764850018907e-06
169844	0.315444633276157	8.61794123676036e-07
169971	0.279339138901654	8.95643947880493e-06
170280	0.305958219699387	2.05270844568771e-07
170281	0.318407934552076	0.000236272113569606
173607	0.352362877857729	1.19076275584637e-07
174940	0.349587392607342	8.80192614789202e-09
174951	0.310826849338672	1.35401750009981e-05
175143	0.320587021224735	1.34281904349275e-09
176749	0.308381426877458	1.07913014750411e-06
176796	-0.277792245378411	4.12372223361951e-06
176804	0.325073645348103	2.89162621446126e-08
176893	0.269806682644633	3.15900002722535e-06
177730	0.255387149232071	1.15081355958258e-06
177977	0.298610558725404	2.41902877917035e-06
178295	0.252265511766128	1.21020985419563e-06
178326	0.295469393430239	2.70663730975575e-06
183423	0.285731178130509	1.45941265351006e-08
183456	0.295062872918025	2.17120867073532e-08
183460	0.296889465138115	5.11331968054036e-05
184323	0.264711651390147	1.46608774223179e-08
187308	0.335460153356452	1.35305888751856e-09
189830	0.285591157238489	3.54304193772656e-06
189881	0.266014755618127	1.56899060169688e-07
190412	0.34787522534564	2.24929223933182e-06
190733	0.284186565387427	2.08259574176423e-06
190767	0.264544732585563	1.49940861892389e-06
190975	-0.28295070274059	2.34423614325874e-06
190989	0.337161903573223	1.54846225519781e-07
197660	0.270710514502741	1.60924580604261e-05
197969	0.330382039072202	4.58456276524857e-08
198578	-0.013341167158714	5.94207762409529e-06
20027	0.274425764155382	0.000167749487017946
204585	0.266112444549797	1.34735378106517e-06
208171	0.288614415298204	5.14794848195851e-05
209345	0.260547929578762	2.06305040955089e-07
209862	-0.308238542689125	2.14549101535527e-07
2106	0.291461300015721	8.43877958942694e-05
210750	0.273946546980895	5.24507213349022e-06
211253	0.308225504863061	2.72433471002243e-06
211438	0.305027554026608	1.63321583432606e-06
211640	0.306442321842928	9.61029616193124e-08
217083	0.27250336973631	5.71222313807787e-07
219660	0.263266491720992	3.62486330919021e-07
220054	0.294833641981995	2.09316431460017e-06
220831	0.252592743666882	4.4357025336478e-05
223390	0.263604688300121	0.000141425827607379
223426	0.283212644688472	2.61494040085695e-06
22392	0.327758677841266	1.1899641410474e-06
224250	0.349942677603953	5.01423551244541e-08
22524	0.252961240501999	7.22555960526659e-06
22607	0.252717232696863	6.5943665300274e-07
226318	0.287703331665995	1.70437928223514e-05
226955	0.269032942425258	3.95179569135965e-06
231436	0.283026140659111	2.70176433177311e-10
231747	0.27497460412681	0.000120554736197077
2344	0.271256850928273	7.33254143987783e-05
234889	0.273744371080262	1.06796172553962e-06
235049	0.286306269434221	2.59560510320917e-07
235514	0.264155955586644	1.94509308135267e-06
238221	0.27832751284451	3.24662767657399e-07
23981	-0.252246982702082	2.75562033049689e-05
24305	0.274235486253892	1.2149575336516e-05
246696	0.2674499361116	4.09364978459275e-06
247044	0.260023824861599	0.000153806822319282
248321	0.277743751396925	8.20646792846302e-06
248739	0.299413291418219	3.60962521140522e-09
249052	0.261191101319754	1.14351824179105e-05
249715	0.27380309609441	1.11511958027521e-07
251411	0.273508899777335	1.95272252266288e-05
254208	0.272685090264467	1.17203228995689e-05
255168	0.31281174179231	1.03366960472325e-06
258583	0.285718761473098	1.29629838338963e-05
259004	0.306531014526778	1.00797992118259e-06
259338	0.263478912397933	2.33271227331791e-06
260600	0.267761097087346	6.28014797255073e-06
261232	0.259311020771987	1.0561708243856e-07
261251	0.336523942302766	1.25087738271949e-07
