name	logFC	P.Value
100484	-0.150935043109538	5.94074254444465e-05
100626	0.211060315964269	0.000362745430244597
10075	-0.19390064180897	0.0190027580947895
101064	-0.1802622951814	0.00911481907810426
102149	-0.158437996978606	0.0193152667408904
102310	0.153618300820074	0.00707187693163525
10250	-0.16899426602419	0.0170928699814426
102637	-0.178055485360085	0.00457910689118237
102654	-0.231762261367414	0.00790204400072425
102710	0.192361826978113	0.000186204764020486
102738	-0.37385761911063	6.66976742355417e-06
102778	-0.169858759141873	0.0306349175395992
102851	-0.167506199057399	0.030060201288691
103072	0.153399396013585	0.0252985922869199
103076	-0.155523587372039	0.00322204089997299
103695	0.156605468463152	0.00256362576497221
103773	-0.224607371173148	0.000101341316910421
103875	-0.170416317340054	0.0183141596737902
104362	-0.150340587415271	0.0366940670806068
10509	-0.153126778514228	0.00291196684914936
10511	-0.249599412560951	8.45682135310016e-05
10537	-0.166296281143687	0.0430719274449355
105564	0.154076520450756	0.0291681407467972
107039	0.195426230838188	0.00452392180731423
107135	-0.188514723544947	0.00643144928580718
10731	0.180753713651558	0.00844217229391328
107545	-0.153563421982046	0.0189063633383094
107814	-0.17952152239427	0.00825846928527281
10805	-0.163999561528638	0.0108063888312941
110358	-0.198220313167104	0.001717794344527
110437	-0.278328851858405	0.00029582337817297
110445	-0.159844549273582	0.0325782578755936
110453	-0.165394667599354	0.00722258393397545
111837	-0.173437731867217	1.87960791836664e-05
111843	-0.17098351463369	0.00222140947568264
111845	-0.169976676062129	0.0246366699800911
111892	-0.167598238223575	0.0083223752740522
111984	-0.156432270629408	0.020426791336164
112225	-0.203624641869158	0.0161145544778929
112257	-0.151447918940093	0.00968188517626097
112273	-0.178765835281745	0.00606872570395367
112908	-0.172059839624696	0.00161014130146418
113192	-0.215695163917245	0.00202704940526254
11530	-0.169567006797241	0.00553520258316636
115393	-0.181036288976936	0.000538601596819242
115783	-0.169757898380329	0.00854683963755289
115967	-0.185018222280216	0.000571395735629849
116578	-0.153430709814003	0.0194052883349828
116587	-0.158154610628105	0.0286418132883413
116626	-0.192021208510664	0.00601198741566979
11749	-0.288342503911078	1.06109363140303e-05
119446	-0.172513273992443	0.0112299195561195
119463	-0.193756390729718	0.000424380385499687
119556	-0.166509878847034	0.00611814567637445
119935	-0.169812294886229	0.0277984626642774
120060	-0.15717441202724	0.0111563596243182
120543	-0.204192077917229	0.00357548379393119
120621	0.182669144175185	0.000594585942976795
1207	-0.158193815423826	0.000948004134436745
120741	-0.199207390174493	2.19141417349961e-05
120840	-0.157528931846148	0.0341207006204281
120874	0.151622953611705	0.0168056757450543
