name	logFC	P.Value
10158	0.307728069731496	4.77022654173096e-08
102846	0.301853359973697	3.82675103272092e-06
108148	0.33678018877666	3.16872875264518e-08
111845	0.321625690748839	3.57683788197299e-06
112225	-0.371039056324397	2.27360133842426e-06
11506	0.365159203379671	8.84358907496977e-10
115783	0.311860655594623	2.06390292479534e-09
1167	0.319144149877083	7.63883016516877e-07
11766	0.369913664305708	5.35446986344494e-08
121263	0.340279947851054	7.19125620926034e-09
12654	0.332925096506886	4.41506371537261e-09
129952	0.303906021792005	8.13959133303303e-06
140231	0.324540991822089	5.82461053396336e-08
146144	0.38862223084146	3.8070243594331e-10
14685	0.341271378377054	2.81309003800647e-08
149080	0.31029480691391	1.49389198013645e-05
156971	0.307231079503011	3.4320252456036e-10
157320	0.350364074845635	6.30163650014687e-08
158091	0.350917902965338	3.56963643430752e-11
158379	0.30808875642156	1.53100559925187e-07
158430	0.309784475206028	4.7031546850029e-08
158444	0.339156579471483	8.420110790176e-09
159939	0.307889370418387	4.9217872934748e-07
161270	0.370709764819517	9.03290844759629e-09
16677	0.323742080492827	1.82665201878087e-07
169844	0.315444633276157	8.61794123676036e-07
170280	0.305958219699387	2.05270844568771e-07
170281	0.373927383905646	1.07469952857064e-08
173607	0.352362877857729	1.19076275584637e-07
174940	0.36110064251784	8.47606814680464e-10
174951	0.317314181039798	6.54009339161023e-07
175143	0.329009657276504	3.43993969925856e-10
176749	0.326856214246804	8.20385799378073e-07
176804	0.325073645348103	2.89162621446126e-08
177977	0.318379089016465	3.47957187709779e-07
183460	0.31850122001091	1.78500369869703e-07
187308	0.335460153356452	1.35305888751856e-09
190412	0.365439985657419	4.77858318327583e-08
190989	0.337161903573223	1.54846225519781e-07
197969	0.330382039072202	4.58456276524857e-08
198578	-0.306998163694666	5.94207762409529e-06
20027	0.324062073895639	1.98609265915318e-06
208171	0.310420517574947	5.80357641850417e-07
209862	-0.308238542689125	2.14549101535527e-07
211253	0.308225504863061	2.72433471002243e-06
211438	0.305027554026608	1.63321583432606e-06
211640	0.319278047160832	9.61029616193124e-08
22392	0.327758677841266	1.1899641410474e-06
224250	0.349942677603953	5.01423551244541e-08
226318	0.310064079918728	5.48857516290517e-06
231747	0.308502063978577	1.45057970156072e-05
238221	0.302181958175094	4.50097084820629e-08
