source	target
HES4	RP11-54O7.17
HES4	RP5-902P8.10
HES4	UBE2J2
RP11-54O7.17	RP5-902P8.10
RP11-54O7.17	UBE2J2
RP5-902P8.10	UBE2J2
HES4	ACAP3
HES4	CPSF3L
HES4	GLTPD1
HES4	PUSL1
HES4	RP5-890O3.9
HES4	TAS1R3
RP11-54O7.17	ACAP3
RP11-54O7.17	CPSF3L
RP11-54O7.17	GLTPD1
RP11-54O7.17	PUSL1
RP11-54O7.17	RP5-890O3.9
RP11-54O7.17	TAS1R3
ACAP3	CPSF3L
ACAP3	GLTPD1
ACAP3	PUSL1
ACAP3	RP5-890O3.9
ACAP3	TAS1R3
CPSF3L	GLTPD1
CPSF3L	PUSL1
CPSF3L	RP5-890O3.9
CPSF3L	TAS1R3
GLTPD1	PUSL1
GLTPD1	RP5-890O3.9
GLTPD1	TAS1R3
PUSL1	RP5-890O3.9
PUSL1	TAS1R3
RP5-890O3.9	TAS1R3
B3GALT6	FAM132A
B3GALT6	RP5-902P8.12
B3GALT6	SDF4
B3GALT6	UBE2J2
B3GALT6	HES4
B3GALT6	RP11-54O7.17
FAM132A	RP5-902P8.12
FAM132A	SDF4
FAM132A	UBE2J2
FAM132A	HES4
FAM132A	RP11-54O7.17
RP5-902P8.12	SDF4
RP5-902P8.12	UBE2J2
RP5-902P8.12	HES4
RP5-902P8.12	RP11-54O7.17
SDF4	UBE2J2
SDF4	HES4
SDF4	RP11-54O7.17
UBE2J2	HES4
UBE2J2	RP11-54O7.17
RP5-902P8.10	HES4
RP5-902P8.10	RP11-54O7.17
ACAP3	HES4
ACAP3	RP11-54O7.17
CPSF3L	HES4
CPSF3L	RP11-54O7.17
GLTPD1	HES4
GLTPD1	RP11-54O7.17
PUSL1	HES4
PUSL1	RP11-54O7.17
RP5-890O3.9	HES4
RP5-890O3.9	RP11-54O7.17
TAS1R3	HES4
TAS1R3	RP11-54O7.17
C1orf174	LINC01134
C1orf174	617
LINC01134	617
HES3	LINC00337
HES3	RNF207
HES3	RP1-120G22.11
HES3	RPL22
LINC00337	RNF207
LINC00337	RP1-120G22.11
LINC00337	RPL22
RNF207	RP1-120G22.11
RNF207	RPL22
RP1-120G22.11	RPL22
HES3	1195
LINC00337	1195
HES3	1196
LINC00337	1196
HES3	1198
LINC00337	1198
HES3	1200
LINC00337	1200
HES3	1201
LINC00337	1201
HES3	ACOT7
HES3	RP1-202O8.3
LINC00337	ACOT7
LINC00337	RP1-202O8.3
ACOT7	RP1-202O8.3
HES3	1205
LINC00337	1205
HES3	1206
LINC00337	1206
HES3	1207
LINC00337	1207
HES3	PLEKHG5
LINC00337	PLEKHG5
HES3	KLHL21
HES3	PHF13
LINC00337	KLHL21
LINC00337	PHF13
KLHL21	PHF13
HES3	RNU1-8P
LINC00337	RNU1-8P
ACOT7	HES3
ACOT7	LINC00337
RP1-202O8.3	HES3
RP1-202O8.3	LINC00337
ESPN	TNFRSF25
ESPN	RNF207
ESPN	RP1-120G22.11
ESPN	RPL22
TNFRSF25	RNF207
TNFRSF25	RP1-120G22.11
TNFRSF25	RPL22
ESPN	KLHL21
ESPN	PHF13
TNFRSF25	KLHL21
TNFRSF25	PHF13
ESPN	RNU1-8P
TNFRSF25	RNU1-8P
ZBTB48	RNF207
ZBTB48	RP1-120G22.11
ZBTB48	RPL22
ZBTB48	PLEKHG5
ZBTB48	KLHL21
