"source"	"target"
239	237
237	239
3476	3444
3446	3444
3464	3452
3363	3464
3452	3464
3444	3476
6057	6054
6054	6057
6745	6778
7811	7847
338106	7940
9034	9024
25124	25007
61023	25038
25124	25038
25124	25167
25124	25241
25124	25246
30153	30121
30174	30121
30159	30121
30191	30121
30169	30121
30121	30174
30216	30190
30216	30191
30239	30216
30190	30216
30216	30231
30216	30239
30216	30272
31131	31051
31129	31051
31107	31051
31116	31051
31216	31051
31127	31051
31109	31051
31064	31051
31051	31064
31051	31107
31051	31131
36309	36303
36307	36303
36345	36303
36309	36307
36307	36309
36303	36309
36314	36309
36345	36309
36474	36514
37169	37163
37169	37167
37225	37169
379451	37169
37167	37169
37163	37169
37225	37171
37225	37180
37169	37180
37225	37184
37225	37219
37225	37223
37231	37225
37184	37225
37227	37225
37171	37225
37169	37225
37223	37225
37219	37225
37225	37227
37169	37227
37225	37228
37169	37231
37480	37458
37480	37473
37477	37480
37799	37757
37799	37796
37833	37799
37757	37799
37778	37799
37796	37799
39095	39061
39095	39062
39095	39066
39095	39069
39095	39070
39095	39084
39095	39085
39070	39095
39062	39095
39066	39095
39069	39095
39061	39095
45692	45571
45462	45571
58790	45646
664684	58790
45646	58790
58790	58807
58790	58808
61023	59903
25038	61023
61023	61287
94136	67364
71708	71435
71435	71708
86162	86361
453036	86575
88413	88423
330921	93607
103856	103808
103856	103809
103808	103856
104060	104013
104039	104032
104041	104039
104032	104039
104110	104069
104110	104070
104070	104110
104200	104110
104987	104804
104804	104857
104804	104987
104804	105024
106821	106888
106847	106888
113298	113269
113269	113298
120735	120686
120735	120687
120735	120688
120735	120690
120735	120715
120735	120722
120735	120733
120781	120735
120763	120735
120715	120735
120768	120735
120687	120735
120722	120735
120690	120735
120739	120735
120761	120735
120686	120735
120723	120735
120699	120735
120788	120735
120688	120735
120735	120748
120735	120761
120735	120763
120735	120768
120735	120781
120735	120788
122530	122484
122530	122523
122523	122530
122484	122530
122592	122530
122624	122600
122671	122624
122600	122624
122595	122624
122636	122624
122624	122638
122624	122643
125427	125420
125427	125423
125423	125427
125427	125430
125533	125430
125427	125436
125430	125533
125577	125533
137848	137781
137781	137848
137781	137858
138035	138027
139392	138035
138035	138047
138035	139392
139866	139817
139817	139860
139817	139866
139949	139965
141754	141612
141734	141612
141612	141734
141612	141754
143787	143791
146681	146600
146681	146616
146681	146623
146681	146656
146623	146681
146656	146681
146616	146681
160295	160193
160295	160289
160380	160366
160380	160368
160380	160371
160429	160380
160362	160380
160428	160380
160368	160380
160409	160380
160347	160380
160386	160380
160371	160380
160366	160380
160380	160386
160380	160393
160380	160409
160380	160428
160380	160429
160623	160610
160623	160621
160614	160623
160621	160623
160610	160623
160627	160623
161474	161450
161453	161450
161484	161450
161463	161450
161450	161453
174144	174046
174080	174046
174173	174046
174046	174080
174046	174144
174046	174173
177949	177916
177916	177949
338000	181088
183117	183154
189544	189656
432009	189733
191362	191320
191362	191341
201216	201156
213180	213177
213177	213180
214956	214857
214913	214884
214911	214884
214884	214911
214884	214913
214884	214938
214956	214942
214956	214964
214956	214972
215328	215229
215345	215328
215229	215328
215320	215328
215328	215345
215328	215356
215398	215394
227185	227107
231600	231574
237204	237198
238405	238413
238465	238413
238413	238465
238812	238671
238686	238671
238674	238671
238820	238671
238674	238698
238671	238812
238671	238820
246907	246893
246918	246907
246893	246907
246907	246918
246907	246937
254198	254178
254166	254199
256662	256685
453369	256685
256832	256819
256832	256821
264350	264346
264540	264522
264533	264522
264535	264522
264534	264522
264522	264533
264522	264534
264516	264534
264522	264535
264516	264535
264734	264700
264734	264708
264734	264722
264722	264734
264708	264734
264700	264734
264734	264755
265040	264934
264926	264934
266643	266635
271363	271329
271363	271341
271363	271346
271271	271363
271369	271363
271329	271363
271346	271363
271381	271363
271341	271363
271363	271369
275986	275846
