name	logFC	P.Value
100104	0.144977264601475	0.00408821557816358
100485	0.116756359137987	0.0248883028861436
101047	-0.142528571351587	0.0470796827773591
101093	0.110444169184898	0.0481547499831514
102169	0.142025525116695	0.0351683102225671
102654	0.178952310817664	0.0173982409237594
102753	0.109036230731095	0.0124937680925577
103073	0.129039335894501	0.0350735086467651
103230	0.163578549754301	0.00359784683529634
103440	0.111690353619082	0.0269674450356843
103446	0.111725796076039	0.0488647901450168
103469	0.113787058531819	0.0200101285216984
103501	0.117041256536399	0.00776062847475289
104287	0.109907006728011	0.0457460866853561
104335	0.113948621768129	0.0145853386589958
104797	-0.119659484709163	0.0440925762794135
105525	0.117161758258282	0.0264669737640682
105822	0.122924761054865	0.0136788545654215
106128	0.119323060607808	0.0260856594927465
106157	0.117561391771841	0.0154271448919299
107204	-0.129634308576796	0.0486022786410846
10729	-0.118922187689205	0.019013434722002
107545	0.112165986717853	0.0330797484187087
107738	0.111903448146133	0.0360033895568948
107790	0.112748508371892	0.0203759141293067
107865	-0.158578247016914	0.0100009549778964
108162	0.128564068824148	0.0423670141530921
110075	0.144013594182281	0.023467601436349
110349	0.109160827789075	0.0329578451356395
110447	-0.132397434930968	0.00215992527686773
110716	0.136635258170456	0.0102520311011366
110772	0.126570588644812	0.0298184620490761
111907	0.119831553666124	0.00832628434149071
111994	0.112739933728418	0.0180918707260272
112529	0.11892349246567	0.0214864757003741
112852	0.110880704752609	0.0372399212906056
112888	0.11676912971113	0.01964097437567
112898	0.117252845099398	0.0160567379750139
112914	-0.207105037286888	0.00124663069083647
115393	-0.109840670574085	0.0433623969626327
115525	0.113201008267051	0.0176547154547976
116207	-0.126573378809711	0.0455096662906756
116270	0.115343555055406	0.030367442413779
116601	0.126189285269787	0.010044246091469
117366	0.112128507388902	0.0433341056117814
11769	-0.116855833766939	0.0325175965088959
118954	0.131692230747199	0.0384785761422783
119463	-0.135469886666916	0.0209769594269333
119516	-0.120512918321018	0.0477778148275
119941	0.116558017286343	0.035971989677296
120370	0.121697861067513	0.0211793380993541
120450	0.126025260587408	0.00491181130505251
120451	0.110239755470237	0.0450374036739432
121199	-0.16135336745054	0.00415915994624625
121286	0.122277982930628	0.00497066756747544
121287	0.117016080752985	0.0225878999894805
121388	0.115723032138632	0.00707647302657582
121414	0.144164761042109	0.0156874079863325
121444	0.10946258528826	0.030256560299839
121537	0.112836227423365	0.0409684713610804
121633	0.12804523432077	0.0209146288839735
122060	-0.122111672579486	0.0467530166120192
122157	0.129652650872384	0.0175775570380304
12243	-0.110589903688825	0.045890128567847
12261	-0.112121353848336	0.0487237954009663
122666	0.143082864728173	0.0024077120224985
122837	0.123941740295618	0.0218210179542784
123305	-0.209332918058669	6.57662360556632e-05
123537	0.126717444825193	0.0141199843225466
123620	0.11277391136804	0.0258781715674677
124062	0.134083298494457	0.00450879168676004
124217	0.121110633738664	0.0225267476936363
124348	0.136581805424961	0.0397719394932057
12629	-0.11147138759901	0.0126983320258239
126601	-0.136644222723139	0.0164966601302404
1267	0.124192373956227	0.0111281404041654
126726	-0.108718938077402	0.0031827894438397
127389	0.14681492032585	0.00650203240236107
12753	0.110936206554517	0.0427282158954647
127766	0.108994355603784	0.0325689826353897
12812	0.160041347079367	0.0028259845703398
129002	0.109461539772194	0.0294884747252974
129283	0.116237773310578	0.0403840963785623
129395	0.124667275073013	0.020352356588288
129430	0.118977057909349	0.0324603923114848
129636	0.123791225922171	0.0426017259331308
129885	-0.121569835908977	0.0166470889409203
130009	0.142851429327704	0.038590737151335
131427	0.109325640693068	0.0259028649970327
131924	0.112853599739383	0.0140377682495155
132569	0.110653848666853	0.0138930825869646
133134	0.112913963723101	0.0365353638379521
133229	0.113851886016372	0.0406162238343391
133712	0.143333692224752	0.00747492995243013
133741	0.110451939935516	0.0397441779596156
13437	-0.111056296643086	9.8804765295528e-05
134852	0.129843360782896	0.0102628733440405
134928	-0.12264470110076	0.0188929392392315
135121	0.124579118272159	0.0117525596443522
135351	-0.108901239805797	0.0444525425428987
135444	0.120138555823632	0.0147879218704173
135460	0.11500213680274	0.0265899544668333
135702	0.122363880148212	0.0409346851641324
136521	0.110491660663797	0.0322740700587578
136783	0.111645783498341	0.0251314574986271
137040	0.136595349901416	0.0203622888171575
137161	0.156939423906003	0.0113693900686788
137510	0.114591827339872	0.0136387838007095
138418	0.123331225406705	0.00974480130485642
138630	0.115511058624423	0.00508559155884265
138633	-0.125866409283016	0.0280286528961448
138652	0.136366568951145	0.0179597681858179
138726	0.124861013247633	0.00336422705967396
138808	0.110637754996409	0.0304102336034333
138997	0.114446783349758	0.0142759496434239
139088	0.114931609668866	0.0245308153814331
139186	0.188437713326864	0.000661415113429814
139251	0.124249951593259	0.0123885934346233
13957	-0.130274587103119	0.0453411693375411
139677	-0.12476938848457	0.0357463831155915
139716	-0.145985793643052	0.00884169039053549
14021	-0.00521751209863	0.0423652881111951
140218	0.118669162310814	0.026899575293978
140219	0.117706927586773	0.00586827197829382
140240	0.139889813762757	0.0240430410257797
140444	0.125421990491302	0.0137789782047533
140721	0.117525347278459	0.0433411747099711
141154	-0.109576685786148	0.00436206152121533
141164	0.110071967247162	0.0361164187869782
141796	0.110264484820479	0.00474041552782432
142217	0.115468934076587	0.0251470631629072
142752	0.115099078586021	0.0408688686791684
142821	0.122519419369952	0.0223127070009148
142826	0.145544972806854	0.0161400461645809
142948	-0.113140380952762	0.0315150708813642
143308	0.124969395216441	0.0166028762804053
143326	0.110675946236097	0.021086561808143
143423	0.147101457028904	0.00320067527167778
143460	0.119565231433628	0.00964450790083186
143509	0.134464843913461	0.0175250753388529
143703	0.126433294808418	0.018540443605074
14413	0.159215313323968	0.00538109970445113
145356	-0.17817827993226	0.00283837155917041
145357	-0.119132289275879	0.00274307284244216
145737	0.136307750724364	0.00907502718161077
146037	-0.14604067954483	0.00506240153653911
146123	0.130463219999442	0.0197639712802884
14642	0.133565803656281	0.0141032299870911
147660	-0.130437509126341	0.000715506752012909
148340	0.11280959091971	0.0308653278363543
14907	0.145203577443555	0.00174833588286357
149090	0.125287481654269	0.00332521847286623
149702	-0.143417795442073	0.0142835451379519
149840	-0.135328999624387	0.00296951792591732
150275	0.113336616210252	0.0418392017806517
15034	0.121096129213572	0.00980459718334432
150521	-0.12237606752598	0.0216242009015106
150540	0.11658517224867	0.0398836790305371
150583	0.138482959665897	0.0143907854961413
151224	0.144247078445208	0.00567167276335243
15575	0.112103805908284	0.0132819318456879
15600	0.139233605552484	0.0136924415473462
15616	0.12635076702884	0.016424981551709
156164	0.109940930227409	0.00786523296149505
15642	0.135491715162438	0.00570031959694784
15649	0.121604947621378	0.0328305415194994
15652	0.125030808979026	0.015437676144805
156538	-0.12819838636517	0.0061005705931954
156922	0.11045965825066	0.0485473876550251
157187	0.109264762814011	0.0433020513438285
15721	-0.123999846247016	0.0220851110122289
157229	0.140100669465157	0.0188735560750209
157304	-0.122530102977615	0.0345822801810447
157420	-0.108738273238394	0.0146727820883785
157480	-0.163400010800895	0.00538044256644776
157552	-0.11537746398264	0.0143878798502255
157553	-0.123245144713885	0.0124858537150588
157636	0.111239154475261	0.0231371639778136
157863	0.146514866403685	0.035947208056362
158042	-0.120736210599395	0.0191530547674209
158430	-0.124092015883574	0.0289162953681589
160181	0.122248205868433	0.0243076803391047
160655	0.110925032343076	0.0299080224321709
160762	0.127022213682065	0.00927440467403586
161411	0.116625970882839	0.0332815485588833
161664	0.114679210761845	0.0400522101429574
1617	-0.115468394295187	0.00529315044424894
161930	0.15951277231026	0.00972917552992319
162004	0.137422211063449	0.0171977255177272
162037	0.114546292178325	0.0376322076652932
162051	0.119287780754878	0.0449723551846331
162323	0.120508259593803	0.040894377736277
162875	0.119159381350066	0.042685198758194
163096	0.11551243054246	0.0252857537023193
164302	0.11108465493373	0.00445975733280095
164457	0.115469782921666	0.0446833550241878
164633	0.139112192427976	0.0125909643863984
165639	0.113820061911718	0.0127586475577641
166120	0.141942663384367	0.0324694647755046
166121	-0.115057408404168	0.0293025834696256
166566	-0.113823713412587	0.0494449962385385
16847	0.156762137237655	0.00584511293739019
168770	0.163437833322527	0.00108987575094704
168895	-0.12317972492425	0.0390598948582336
168921	0.137332138045774	0.0132582733815066
169443	0.109776431486726	0.0231088753908211
170501	0.150749828689914	0.01410048000143
170877	-0.141604077725173	0.0175731896698751
170878	-0.124707541202956	0.0383327587242502
172873	0.136203779557976	0.0149663255217536
172888	0.111281386207515	0.0163097346477642
173230	-0.137971455195429	0.021034893404394
173394	-0.206511443645498	0.000262637091519547
175013	-0.121812113467814	0.0255459326481503
175127	-0.127799294857056	0.0146489706136968
175143	-0.115527390771607	0.0303242983942497
175360	0.113749752029094	0.0104994417425787
175814	0.145604369582562	2.23415773395527e-05
175853	-0.110613423107073	0.0416603478724926
176176	-0.120016433666868	0.0103491261255027
176237	-0.111769121936962	0.0229908276764693
17646	0.140334516766617	0.014370021473411
176635	0.109775585168363	0.0331006264404553
176893	-0.126892786126063	0.0278176876216162
177124	0.112246881909538	0.0272494742372504
17731	0.110096499648578	0.0112702669443902
177412	0.11186205273432	0.0443469766631182
177983	-0.121661466174391	0.0398165025898186
178057	0.109429585845481	0.0295457170133786
178625	0.118355262380522	0.0205947559222081
178633	-0.139218329267575	0.00243475367135902
179739	0.152896973545192	0.00615989022242627
180077	0.11040923402792	0.0292386715056745
180082	-0.147857097969252	0.0232040926616306
