source	target
RP11-54O7.16	RP11-54O7.1
RP11-54O7.16	KLHL17
RP11-54O7.16	NOC2L
RP11-54O7.16	PLEKHN1
RP11-54O7.1	KLHL17
RP11-54O7.1	NOC2L
RP11-54O7.1	PLEKHN1
KLHL17	NOC2L
KLHL17	PLEKHN1
NOC2L	PLEKHN1
RP11-54O7.2	KLHL17
RP11-54O7.2	NOC2L
RP11-54O7.2	PLEKHN1
KLHL17	RP11-54O7.2
NOC2L	RP11-54O7.2
PLEKHN1	RP11-54O7.2
KLHL17	RP5-902P8.10
KLHL17	UBE2J2
NOC2L	RP5-902P8.10
NOC2L	UBE2J2
PLEKHN1	RP5-902P8.10
PLEKHN1	UBE2J2
RP5-902P8.10	UBE2J2
C1orf159	RP11-54O7.2
C1orf159	AL645608.1
C1orf159	RP11-54O7.3
C1orf159	SAMD11
AL645608.1	RP11-54O7.3
AL645608.1	SAMD11
RP11-54O7.3	SAMD11
C1orf159	C1orf170
C1orf159	PLEKHN1
C1orf170	PLEKHN1
C1orf159	TTLL10
C1orf159	TTLL10-AS1
TTLL10-AS1	TTLL10
C1orf159	RP5-902P8.10
C1orf159	UBE2J2
C1orf159	ACAP3
C1orf159	CPSF3L
C1orf159	GLTPD1
C1orf159	PUSL1
C1orf159	RP5-890O3.9
C1orf159	TAS1R3
ACAP3	CPSF3L
ACAP3	GLTPD1
ACAP3	PUSL1
ACAP3	RP5-890O3.9
ACAP3	TAS1R3
CPSF3L	GLTPD1
CPSF3L	PUSL1
CPSF3L	RP5-890O3.9
CPSF3L	TAS1R3
GLTPD1	PUSL1
GLTPD1	RP5-890O3.9
GLTPD1	TAS1R3
PUSL1	RP5-890O3.9
PUSL1	TAS1R3
RP5-890O3.9	TAS1R3
C1orf159	AURKAIP1
C1orf159	RP4-758J18.10
C1orf159	VWA1
RP4-758J18.10	VWA1
TNFRSF18	TNFRSF4
TNFRSF18	KLHL17
TNFRSF18	NOC2L
TNFRSF18	PLEKHN1
TNFRSF4	KLHL17
TNFRSF4	NOC2L
TNFRSF4	PLEKHN1
TNFRSF18	DVL1
TNFRSF18	MXRA8
TNFRSF4	DVL1
TNFRSF4	MXRA8
DVL1	MXRA8
RP5-902P8.10	KLHL17
RP5-902P8.10	NOC2L
RP5-902P8.10	PLEKHN1
UBE2J2	KLHL17
UBE2J2	NOC2L
UBE2J2	PLEKHN1
RP5-902P8.10	229
UBE2J2	229
SCNN1D	KLHL17
SCNN1D	NOC2L
SCNN1D	PLEKHN1
ACAP3	229
CPSF3L	229
GLTPD1	229
PUSL1	229
RP5-890O3.9	229
TAS1R3	229
ACAP3	DVL1
ACAP3	MXRA8
CPSF3L	DVL1
CPSF3L	MXRA8
GLTPD1	DVL1
GLTPD1	MXRA8
PUSL1	DVL1
PUSL1	MXRA8
RP5-890O3.9	DVL1
RP5-890O3.9	MXRA8
TAS1R3	DVL1
TAS1R3	MXRA8
DVL1	229
MXRA8	229
DVL1	230
MXRA8	230
DVL1	238
MXRA8	238
DVL1	241
MXRA8	241
DVL1	ACAP3
DVL1	CPSF3L
DVL1	GLTPD1
DVL1	PUSL1
DVL1	RP5-890O3.9
DVL1	TAS1R3
MXRA8	ACAP3
MXRA8	CPSF3L
MXRA8	GLTPD1
MXRA8	PUSL1
MXRA8	RP5-890O3.9
MXRA8	TAS1R3
DVL1	277
MXRA8	277
DVL1	279
MXRA8	279
ATAD3C	AURKAIP1
CDK11B	MIB2
CDK11B	MMP23B
CDK11B	CDK11A
CDK11B	RP1-283E3.4
CDK11B	RP1-283E3.8
CDK11B	SLC35E2
MIB2	MMP23B
MIB2	CDK11A
MIB2	RP1-283E3.4
MIB2	RP1-283E3.8
MIB2	SLC35E2
MMP23B	CDK11A
MMP23B	RP1-283E3.4
MMP23B	RP1-283E3.8
MMP23B	SLC35E2
CDK11A	RP1-283E3.4
CDK11A	RP1-283E3.8
CDK11A	SLC35E2
RP1-283E3.4	RP1-283E3.8
RP1-283E3.4	SLC35E2
RP1-283E3.8	SLC35E2
CALML6	TMEM52
CALML6	373
TMEM52	373
C1orf222	GABRD
C1orf222	RP11-547D24.1
C1orf222	351
GABRD	RP11-547D24.1
GABRD	351
RP11-547D24.1	351
C1orf222	352
GABRD	352
RP11-547D24.1	352
C1orf222	353
GABRD	353
RP11-547D24.1	353
PLCH2	TTC34
PLCH2	454
PLCH2	455
PLCH2	456
PLCH2	457
PLCH2	458
PLCH2	459
PLCH2	535
PLCH2	536
PLCH2	538
PLCH2	539
PLCH2	540
PLCH2	541
PLCH2	542
PLCH2	543
PLCH2	544
PLCH2	546
HES5	RP3-395M20.12
HES5	RP3-395M20.8
HES5	TNFRSF14
HES5	PLCH2
RP3-395M20.12	RP3-395M20.8
RP3-395M20.12	TNFRSF14
RP3-395M20.12	PLCH2
RP3-395M20.8	TNFRSF14
RP3-395M20.8	PLCH2
TNFRSF14	PLCH2
MMEL1	RP13-436F16.1
MMEL1	PLCH2
RP13-436F16.1	PLCH2
MMEL1	450
RP13-436F16.1	450
MMEL1	451
RP13-436F16.1	451
TTC34	PLCH2
PRDM16	512
PRDM16	513
PRDM16	515
PRDM16	516
PRDM16	517
PRDM16	518
PRDM16	519
PRDM16	520
PRDM16	521
PRDM16	522
PRDM16	523
PRDM16	524
PRDM16	525
PRDM16	526
PRDM16	527
PRDM16	531
PRDM16	532
PRDM16	534
PRDM16	535
PRDM16	536
PRDM16	537
PRDM16	538
PRDM16	539
PRDM16	540
PRDM16	541
PRDM16	542
PRDM16	543
PRDM16	544
ARHGEF16	PLCH2
TP73	WRAP73
TP73	545
WRAP73	545
TP73	546
WRAP73	546
TP73	547
WRAP73	547
TP73	552
WRAP73	552
TP73	553
WRAP73	553
TP73	573
WRAP73	573
TP73	574
WRAP73	574
TP73	575
WRAP73	575
TP73	577
WRAP73	577
TP73	578
WRAP73	578
TP73	613
WRAP73	613
TP73	614
WRAP73	614
SMIM1	TP73
SMIM1	WRAP73
SMIM1	RNF207
SMIM1	RP1-120G22.11
SMIM1	RPL22
RNF207	RP1-120G22.11
RNF207	RPL22
RP1-120G22.11	RPL22
LRRC47	TP73
LRRC47	WRAP73
C1orf174	LINC01134
C1orf174	TP73
C1orf174	WRAP73
LINC01134	TP73
LINC01134	WRAP73
C1orf174	RNF207
C1orf174	RP1-120G22.11
C1orf174	RPL22
LINC01134	RNF207
LINC01134	RP1-120G22.11
LINC01134	RPL22
AJAP1	1086
AJAP1	1087
AJAP1	1132
KCNAB2	NPHP4
KCNAB2	TP73
KCNAB2	WRAP73
NPHP4	TP73
NPHP4	WRAP73
KCNAB2	AJAP1
NPHP4	AJAP1
KCNAB2	RNF207
KCNAB2	RP1-120G22.11
KCNAB2	RPL22
NPHP4	RNF207
NPHP4	RP1-120G22.11
NPHP4	RPL22
RNF207	579
RP1-120G22.11	579
RPL22	579
RNF207	603
RP1-120G22.11	603
RPL22	603
RNF207	607
RP1-120G22.11	607
RPL22	607
RNF207	609
RP1-120G22.11	609
RPL22	609
RNF207	612
RP1-120G22.11	612
RPL22	612
RNF207	613
RP1-120G22.11	613
RPL22	613
RNF207	614
RP1-120G22.11	614
RPL22	614
RNF207	C1orf174
RNF207	LINC01134
RP1-120G22.11	C1orf174
RP1-120G22.11	LINC01134
RPL22	C1orf174
RPL22	LINC01134
RNF207	616
RP1-120G22.11	616
RPL22	616
RNF207	1134
RP1-120G22.11	1134
RPL22	1134
RNF207	1135
RP1-120G22.11	1135
RPL22	1135
RNF207	1136
RP1-120G22.11	1136
RPL22	1136
RNF207	1137
RP1-120G22.11	1137
RPL22	1137
RNF207	1138
RP1-120G22.11	1138
RPL22	1138
RNF207	1139
RP1-120G22.11	1139
RPL22	1139
RNF207	KCNAB2
RNF207	NPHP4
RP1-120G22.11	KCNAB2
RP1-120G22.11	NPHP4
RPL22	KCNAB2
RPL22	NPHP4
RNF207	1142
RP1-120G22.11	1142
RPL22	1142
RNF207	1143
RP1-120G22.11	1143
RPL22	1143
RNF207	1145
RP1-120G22.11	1145
RPL22	1145
RNF207	1146
RP1-120G22.11	1146
RPL22	1146
RNF207	1147
RP1-120G22.11	1147
RPL22	1147
RNF207	1148
RP1-120G22.11	1148
RPL22	1148
RNF207	1149
RP1-120G22.11	1149
RPL22	1149
RNF207	1151
RP1-120G22.11	1151
RPL22	1151
RNF207	1152
RP1-120G22.11	1152
RPL22	1152
RNF207	1153
RP1-120G22.11	1153
RPL22	1153
RNF207	1154
RP1-120G22.11	1154
RPL22	1154
RNF207	1160
RP1-120G22.11	1160
RPL22	1160
RNF207	1163
RP1-120G22.11	1163
RPL22	1163
RNF207	1171
RP1-120G22.11	1171
RPL22	1171
RNF207	1172
RP1-120G22.11	1172
RPL22	1172
RNF207	1173
RP1-120G22.11	1173
RPL22	1173
RNF207	1175
RP1-120G22.11	1175
RPL22	1175
RNF207	1179
RP1-120G22.11	1179
RPL22	1179
RNF207	1180
RP1-120G22.11	1180
RPL22	1180
RNF207	1196
RP1-120G22.11	1196
RPL22	1196
RNF207	1200
RP1-120G22.11	1200
RPL22	1200
RNF207	1205
RP1-120G22.11	1205
RPL22	1205
RNF207	1206
RP1-120G22.11	1206
RPL22	1206
RNF207	1207
RP1-120G22.11	1207
RPL22	1207
RNF207	1227
RP1-120G22.11	1227
RPL22	1227
RNF207	1248
RP1-120G22.11	1248
RPL22	1248
ICMT	LINC00337
ICMT	RNF207
ICMT	RP1-120G22.11
ICMT	RPL22
LINC00337	RNF207
LINC00337	RP1-120G22.11
LINC00337	RPL22
HES3	LINC00337
HES3	RNF207
HES3	RP1-120G22.11
HES3	RPL22
HES3	1207
LINC00337	1207
ACOT7	RP1-202O8.3
ACOT7	RNF207
ACOT7	RP1-120G22.11
ACOT7	RPL22
RP1-202O8.3	RNF207
RP1-202O8.3	RP1-120G22.11
RP1-202O8.3	RPL22
ESPN	TNFRSF25
ESPN	RNF207
ESPN	RP1-120G22.11
ESPN	RPL22
TNFRSF25	RNF207
TNFRSF25	RP1-120G22.11
TNFRSF25	RPL22
ZBTB48	RNF207
ZBTB48	RP1-120G22.11
ZBTB48	RPL22
RP11-312B8.1	1262
RNU1-8P	1262
UTS2	1506
UTS2	1507
UTS2	1508
RP5-892F13.2	TNFRSF9
RP5-892F13.2	SLC45A1
TNFRSF9	SLC45A1
PARK7	SLC45A1
ERRFI1	RP11-431K24.1
ERRFI1	1538
RP11-431K24.1	1538
ERRFI1	1551
RP11-431K24.1	1551
ERRFI1	1562
RP11-431K24.1	1562
ERRFI1	1563
RP11-431K24.1	1563
ERRFI1	1569
RP11-431K24.1	1569
ERRFI1	1570
RP11-431K24.1	1570
ERRFI1	1571
RP11-431K24.1	1571
ERRFI1	1574
RP11-431K24.1	1574
ERRFI1	1575
RP11-431K24.1	1575
ERRFI1	RNU1-7P
ERRFI1	RP11-431K24.3
RP11-431K24.1	RNU1-7P
RP11-431K24.1	RP11-431K24.3
RNU1-7P	RP11-431K24.3
ERRFI1	1577
RP11-431K24.1	1577
ERRFI1	1578
RP11-431K24.1	1578
ERRFI1	1579
RP11-431K24.1	1579
ERRFI1	1580
RP11-431K24.1	1580
ERRFI1	1581
RP11-431K24.1	1581
ERRFI1	1582
RP11-431K24.1	1582
ERRFI1	1584
RP11-431K24.1	1584
ERRFI1	1585
RP11-431K24.1	1585
ERRFI1	1586
RP11-431K24.1	1586
ERRFI1	1587
RP11-431K24.1	1587
ERRFI1	1588
RP11-431K24.1	1588
ERRFI1	1589
