source	target
ZBTB48	RNF207
ZBTB48	RP1-120G22.11
ZBTB48	RPL22
RNF207	RP1-120G22.11
RNF207	RPL22
RP1-120G22.11	RPL22
ZBTB48	PLEKHG5
ZBTB48	KLHL21
ZBTB48	PHF13
KLHL21	PHF13
ZBTB48	THAP3
ZBTB48	PER3
ZBTB48	KIAA2013
LAPTM5	SRSF4
LAPTM5	MECR
LAPTM5	RP11-467D18.2
MECR	RP11-467D18.2
LAPTM5	6306
LAPTM5	PTPRU
LAPTM5	AL645859.1
LAPTM5	MATN1-AS1
LAPTM5	MATN1
MATN1-AS1	MATN1
LAPTM5	6640
LAPTM5	6642
LAPTM5	6684
LAPTM5	SDC3
LAPTM5	6686
LAPTM5	6688
LAPTM5	6690
LAPTM5	6692
LAPTM5	6694
LAPTM5	SNORD85
SDC3	LAPTM5
RP1-118J21.5	9015
CAP1	8851
CAP1	8854
CAP1	8855
CAP1	8857
CAP1	8858
CAP1	8859
CAP1	8860
CAP1	8861
CAP1	8865
CAP1	8871
CAP1	8876
CAP1	8877
CAP1	8878
CAP1	8890
CAP1	8905
CAP1	8992
CAP1	8998
CAP1	9006
CAP1	9008
CAP1	9012
CAP1	9013
CAP1	9014
CAP1	9015
CAP1	9016
CAP1	9018
CAP1	9019
CAP1	9020
PPT1	9015
RLF	9002
RLF	9015
TMCO2	9015
RP1-39G22.4	RP1-39G22.7
RP1-39G22.4	ZMPSTE24
RP1-39G22.4	9015
RP1-39G22.7	ZMPSTE24
RP1-39G22.7	9015
ZMPSTE24	9015
SMAP2	9015
ZFP69B	CAP1
RP11-486B10.3	9354
CYP4A22-AS1	LINC00853
CYP4A22-AS1	FOXD2-AS1
LINC00853	FOXD2-AS1
PDZK1IP1	FOXD2-AS1
RP1-18D14.7	TAL1
RP1-18D14.7	FOXD2-AS1
TAL1	FOXD2-AS1
FOXD2-AS1	CYP4A22-AS1
FOXD2-AS1	LINC00853
FOXD2-AS1	10680
FOXD2-AS1	10681
FOXD2-AS1	PDZK1IP1
FOXD2-AS1	10688
FOXD2-AS1	10707
FOXD2-AS1	10708
FOXD2-AS1	10787
FOXD2-AS1	10788
FOXD2-AS1	10791
FOXD2-AS1	10792
FOXD2-AS1	10794
FOXD2-AS1	10795
FOXD2-AS1	10796
FOXD2-AS1	10797
FOXD2-AS1	10798
FOXD2-AS1	10799
FOXD2-AS1	10800
FOXD2-AS1	10801
FOXD2-AS1	10802
FOXD2-AS1	10803
FOXD2-AS1	10804
FOXD2-AS1	10805
FOXD2-AS1	10806
GYG1P3	RP11-101C11.1
GYG1P3	USP24
GYG1P3	12812
RP11-101C11.1	USP24
RP11-101C11.1	12812
USP24	12812
TACSTD2	14287
TACSTD2	14293
TACSTD2	14295
TACSTD2	14299
TACSTD2	14301
TACSTD2	14302
TACSTD2	14305
TACSTD2	14306
TACSTD2	14307
TACSTD2	14308
TACSTD2	14309
TACSTD2	14310
TACSTD2	14311
TACSTD2	14312
TACSTD2	14313
TACSTD2	14314
TACSTD2	14315
TACSTD2	14316
TACSTD2	14317
TACSTD2	14319
TACSTD2	14321
TACSTD2	14323
TACSTD2	14325
TACSTD2	14332
TACSTD2	14369
TACSTD2	14374
C1orf87	14589
C1orf87	14609
C1orf87	14610
C1orf87	14611
C1orf87	14612
C1orf87	14613
C1orf87	14624
C1orf87	14625
C1orf87	14626
C1orf87	14627
C1orf87	14629
C1orf87	14631
C1orf87	14632
C1orf87	14633
C1orf87	14634
C1orf87	14636
C1orf87	14637
C1orf87	14638
C1orf87	14639
C1orf87	14640
C1orf87	14699
C1orf87	14864
C1orf87	14865
C1orf87	14868
C1orf87	14874
C1orf87	14882
C1orf87	14885
C1orf87	14886
C1orf87	14887
C1orf87	14900
C1orf87	14942
C1orf87	14955
C1orf87	14956
C1orf87	14960
C1orf87	14962
C1orf87	14963
C1orf87	14964
C1orf87	14967
C1orf87	14968
C1orf87	14969
C1orf87	14970
C1orf87	14972
C1orf87	14973
C1orf87	14974
C1orf87	14975
C1orf87	14976
C1orf87	14978
C1orf87	14980
C1orf87	14981
C1orf87	14982
C1orf87	14987
C1orf87	14988
C1orf87	14989
C1orf87	15004
C1orf87	15008
C1orf87	15010
C1orf87	15018
C1orf87	15022
C1orf87	15024
C1orf87	15029
C1orf87	15034
C1orf87	15049
RPE65	16847
ACADM	RP4-682C21.5
ACADM	20027
RP4-682C21.5	20027
IFI44	RP11-57H12.3
IFI44	RWDD3
RP11-57H12.3	RWDD3
LRRC8C	RP11-302M6.4
LRRC8C	RP5-1007M22.2
LRRC8C	23980
RP11-302M6.4	RP5-1007M22.2
RP11-302M6.4	23980
RP5-1007M22.2	23980
RP11-465K1.2	RP11-57H12.3
RP11-465K1.2	RWDD3
CNN3	RP4-639F20.1
CNN3	RP11-57H12.3
CNN3	RWDD3
RP4-639F20.1	RP11-57H12.3
RP4-639F20.1	RWDD3
RP11-313A24.1	RP11-57H12.3
RP11-313A24.1	RWDD3
ALG14	RP11-57H12.3
ALG14	RWDD3
RP11-57H12.2	TMEM56
RP11-57H12.2	TMEM56-RWDD3
RP11-57H12.2	RP11-57H12.3
RP11-57H12.2	RWDD3
TMEM56	TMEM56-RWDD3
TMEM56	RP11-57H12.3
TMEM56	RWDD3
TMEM56-RWDD3	RP11-57H12.3
TMEM56-RWDD3	RWDD3
RP11-57H12.3	25400
RWDD3	25400
RP11-57H12.3	25520
RWDD3	25520
RP11-57H12.3	25521
RWDD3	25521
RP11-57H12.3	25523
RWDD3	25523
RP11-57H12.3	25526
RWDD3	25526
RP11-57H12.3	25527
RWDD3	25527
RP11-57H12.3	25528
RWDD3	25528
RP11-57H12.3	RP11-465K1.2
RWDD3	RP11-465K1.2
RP11-57H12.3	25530
RWDD3	25530
RP11-57H12.3	25531
RWDD3	25531
RP11-57H12.3	25532
RWDD3	25532
RP11-57H12.3	25533
RWDD3	25533
RP11-57H12.3	25534
RWDD3	25534
RP11-57H12.3	25535
RWDD3	25535
RP11-57H12.3	25554
RWDD3	25554
RP11-57H12.3	25567
RWDD3	25567
RP11-57H12.3	25592
RWDD3	25592
RP11-57H12.3	25593
RWDD3	25593
RP11-57H12.3	25595
RWDD3	25595
RP11-57H12.3	ALG14
RWDD3	ALG14
RP11-57H12.3	25597
RWDD3	25597
RP11-57H12.3	25599
RWDD3	25599
RP11-57H12.3	25600
RWDD3	25600
RP11-57H12.3	25601
RWDD3	25601
RP11-57H12.3	25602
RWDD3	25602
RP11-57H12.3	25603
RWDD3	25603
RP11-57H12.3	25604
RWDD3	25604
RP11-57H12.3	25608
RWDD3	25608
RP11-57H12.3	25610
RWDD3	25610
RP11-57H12.3	25611
RWDD3	25611
RP11-57H12.3	25612
RWDD3	25612
RP11-57H12.3	26139
RWDD3	26139
RP11-57H12.3	26753
RWDD3	26753
RP11-57H12.3	451003
RWDD3	451003
RP11-57H12.3	815212
RWDD3	815212
PTBP2	RP11-57H12.3
PTBP2	RWDD3
DPYD	RP11-57H12.3
DPYD	RWDD3
RN7SKP285	RNPC3
RN7SKP285	RP11-153F1.1
RN7SKP285	RP11-57H12.3
RN7SKP285	RWDD3
RNPC3	RP11-153F1.1
RNPC3	RP11-57H12.3
RNPC3	RWDD3
RP11-153F1.1	RP11-57H12.3
RP11-153F1.1	RWDD3
PRMT6	RP11-57H12.3
PRMT6	RWDD3
AL365361.1	KCNA3
KCNA3	30491
KCNA3	30492
KCNA3	30493
KCNA3	30511
KCNA3	30531
KCNA3	30532
KCNA3	30533
KCNA3	30534
KCNA3	30535
KCNA3	30536
KCNA3	30537
KCNA3	30539
KCNA3	30540
KCNA3	30541
KCNA3	30593
RP11-96K19.2	KCNA3
ADORA3	RNU6-792P
ADORA3	KCNA3
RNU6-792P	KCNA3
PDIA3P1	PRKAB2
PDIA3P1	RP11-337C18.10
PDIA3P1	RP11-337C18.8
PDIA3P1	RP11-337C18.9
PDIA3P1	273884
PRKAB2	RP11-337C18.10
PRKAB2	RP11-337C18.8
PRKAB2	RP11-337C18.9
PRKAB2	273884
RP11-337C18.10	RP11-337C18.8
RP11-337C18.10	RP11-337C18.9
RP11-337C18.10	273884
RP11-337C18.8	RP11-337C18.9
RP11-337C18.8	273884
RP11-337C18.9	273884
ACP6	273884
VPS45	C1orf51
VPS45	MRPS21
C1orf51	MRPS21
C1orf51	35358
MRPS21	35358
C1orf51	35395
MRPS21	35395
C1orf51	CA14
C1orf51	RP4-790G17.7
MRPS21	CA14
MRPS21	RP4-790G17.7
CA14	RP4-790G17.7
C1orf51	35434
MRPS21	35434
C1orf51	35440
MRPS21	35440
C1orf51	35441
MRPS21	35441
C1orf51	35442
MRPS21	35442
C1orf51	35466
MRPS21	35466
C1orf51	35467
MRPS21	35467
C1orf51	35469
MRPS21	35469
C1orf51	35470
MRPS21	35470
C1orf51	35477
MRPS21	35477
C1orf51	35480
MRPS21	35480
C1orf51	35482
MRPS21	35482
C1orf51	35484
MRPS21	35484
