"source"	"target"
234	267
239	247
239	267
247	219
247	224
247	231
247	240
247	241
247	242
247	245
247	251
247	252
247	254
250	247
250	267
253	220
253	224
253	225
253	240
253	257
254	247
255	247
264	267
267	260
267	263
267	277
267	279
267	284
267	287
267	293
267	310
283	263
283	311
291	267
301	311
320	327
320	333
320	337
320	338
320	339
338	320
342	318
342	361
342	372
342	373
342	374
342	378
342	385
342	386
356	351
356	352
356	353
361	344
361	346
361	347
418	542
425	453
425	542
428	453
428	542
432	542
437	542
441	542
448	428
448	450
448	451
453	418
453	425
453	427
453	428
453	432
453	437
487	537
487	542
495	512
495	513
495	515
495	516
495	517
495	518
495	519
495	520
495	521
495	522
495	523
495	524
495	525
495	526
495	527
495	531
495	532
495	534
495	535
495	536
495	537
495	538
495	539
495	540
495	541
495	542
495	543
495	544
580	545
580	546
580	547
580	552
580	553
580	573
580	574
580	575
580	577
580	578
580	613
580	614
592	338
592	418
592	437
592	441
592	570
592	572
592	580
592	582
592	588
592	611
592	615
592	1141
592	1177
592	1231
597	580
615	580
615	592
615	1231
1141	580
1170	1167
1182	1217
1182	1231
1204	1217
1204	1231
1213	1231
1217	1183
1217	1219
1217	1220
1217	1221
1217	1240
1217	1244
1217	1248
1217	1250
1223	1217
1223	1231
1226	1177
1226	1217
1226	1231
1226	1234
1226	1485
1226	2368
1231	593
1231	614
1231	615
1231	1175
1231	1176
1231	1200
1231	1216
1231	1218
1231	1221
1231	1223
1231	1225
1231	1227
1231	1229
1231	1233
1231	1481
1231	1482
1231	1484
1231	1485
1234	1215
1370	1215
1632	1761
1761	1622
1761	1624
1761	1628
1761	1667
1761	1669
1761	1670
1761	1675
1761	1677
1761	1678
1839	1885
1842	1885
1885	1830
1885	1831
1885	1834
1885	1837
1885	1838
1885	1839
1885	1840
1885	1841
1885	1882
2140	2106
2156	2106
2181	2106
2335	2341
2341	2337
2341	2338
2341	2339
2345	2196
2345	2204
2345	2331
2345	2349
2345	2354
2345	2364
2345	2368
2345	2369
2345	2371
2345	2376
2368	2344
2371	2344
2376	2344
3280	3282
3280	3293
3280	3297
3280	3317
3280	3344
3352	3398
3362	3398
3367	3398
3396	3398
3398	3347
3398	3348
3398	3349
3398	3350
3398	3351
3398	3353
3398	3354
3398	3355
3398	3356
3398	3360
3398	3361
3398	3362
3398	3363
3398	3368
3398	3369
3398	3377
3398	3383
3398	3446
3398	3448
3398	3452
3398	3453
3398	3454
3398	3461
3398	3470
3447	3398
3448	3398
3450	3398
3456	3477
3467	3398
3479	3398
3479	3477
3480	3477
3506	3477
3657	3666
3666	3657
3666	3658
3666	3659
3666	3660
3666	3661
3666	3676
3666	3678
3666	3682
3666	3683
3666	3684
3666	3685
3666	3686
3666	3687
3666	3688
3666	3689
3666	3690
3666	3691
3666	3692
3666	3693
3666	3694
3666	3695
3666	3696
3666	3697
3666	3698
3666	3699
3666	3700
3666	3701
3666	3702
3666	3703
3666	3704
3666	3705
3666	3706
3666	3707
3666	3708
3666	3709
3666	3710
3666	3711
3666	3712
3666	3713
3666	3714
3666	3715
3666	3716
3666	3717
3666	3718
3666	3719
3666	3720
3666	3721
3666	3722
3666	3724
3666	3725
3666	3726
3666	3727
3666	3728
3666	3750
3666	3762
3666	60250
3683	3666
3683	3672
3690	3666
3690	3672
3705	3666
3722	3666
3726	3666
3729	3666
4120	4217
4128	4191
4128	4217
4141	4217
4191	4051
4191	4052
4191	4142
4191	4144
4191	4145
4191	4146
4191	4147
4191	4148
4191	4149
4191	4150
4191	4151
4191	4152
4191	4153
4191	4154
4191	4155
4191	4156
4191	4157
4191	4158
4191	4159
4191	4160
4191	4161
4191	4162
4191	4163
4191	4164
4191	4166
4191	4167
4191	4168
4191	4169
4191	4172
4191	4173
4191	4174
4191	4175
4191	4176
4191	4177
4191	4179
4191	4180
4191	4181
4191	4182
4191	4186
4191	4187
4191	4188
4191	4200
4191	4201
4191	4202
4191	4203
4191	4204
4191	4205
4191	4206
4191	4207
4191	4208
4191	4209
4191	4210
4191	4211
4191	4212
4191	4213
4191	4214
4191	4215
4191	4216
4191	4217
4191	4218
4191	4219
4207	4181
4207	4191
4216	4136
4216	4181
4216	4191
4219	4136
4528	4585
4585	4462
4585	4466
4585	4468
4585	4475
4585	4477
4585	4478
4585	4505
4585	4516
4585	4520
4585	4522
4585	4524
4585	4526
4585	4528
5150	5192
5163	5184
5163	5185
5163	5188
5163	5192
5163	5195
5163	5196
5163	5201
5163	5211
5301	5244
5301	5333
5302	5244
5302	5333
5325	5244
5338	5244
5631	5646
5631	5647
5631	5649
5631	5650
5631	5651
5631	5652
5631	5653
5631	5654
5631	5655
5631	5657
5631	5658
5631	5659
5631	5660
5631	5661
5631	5689
5658	5631
5660	5631
5666	5737
5671	5737
5681	5737
5691	5737
5693	5731
5693	5737
5702	5731
5864	5861
5869	5779
5869	5861
5869	5925
5869	5944
5869	5946
5869	6043
5953	5887
5953	5888
5953	5889
5953	5892
5953	5941
5953	5944
5953	6008
5953	6009
5953	6015
6008	5953
6177	6201
6187	6201
6201	6154
6201	6155
6201	6186
6201	6187
6201	6222
6201	6255
6201	6262
6201	6266
6201	6267
6201	6289
6201	6291
6201	6292
6201	6296
6201	6297
6201	6299
6201	6302
6201	6638
6224	6142
6224	6173
6224	6176
6224	6282
6224	6285
6224	6291
6224	6303
6224	6305
6224	6638
6291	6201
6828	6740
6828	6741
6828	6742
6828	6743
6828	6791
6828	6839
6828	6842
6828	6867
6837	6828
6866	6828
6956	6828
6956	6985
6960	6985
6961	6985
6985	6960
6985	6961
6985	6962
6985	6963
6985	6964
6985	6966
6991	7057
7057	6990
7057	6991
7057	7009
7057	7012
7057	7015
7057	7017
7057	7059
7057	7060
7419	7248
7419	7250
7419	7268
7419	7569
7419	7574
7419	7599
7424	7250
7424	7614
7804	7772
7811	7700
7811	7703
7811	7704
7811	7768
7811	7769
7811	7770
7811	7771
7811	7774
7811	7823
7811	7824
7811	7826
7811	7836
7811	7837
7811	7839
7811	7840
7811	7841
7811	7842
7811	7843
7811	7845
7811	7846
7811	7847
7811	7848
7811	7849
7811	7850
7811	7851
7811	7852
7811	7853
7811	7854
7811	7855
7811	7856
7811	7857
7811	7858
7811	7859
7825	7811
7840	7811
7849	7811
7861	7811
7930	7883
7942	7885
7942	7946
7942	7947
7942	7950
7942	7951
7942	7952
7942	7953
7942	7954
7942	7955
7942	7956
7942	7957
7942	7958
7942	7960
7942	7961
7942	7962
7942	7963
7942	7964
7942	7965
7942	7966
7942	7967
7942	7968
7942	7969
7942	7970
7942	7971
7942	7972
7942	7973
7942	7974
7942	7975
7942	7983
7942	7985
7942	7987
7942	7988
7942	7990
7942	7992
7942	7993
7942	7994
7942	7995
7942	7998
7942	7999
7942	8000
7942	8001
7953	7942
7976	7931
7976	7932
7976	7933
7976	7934
7976	7935
7976	7939
7976	7941
7976	7978
7976	7987
7976	7989
7976	7990
7976	7992
7976	7993
7976	7994
7976	7995
7976	7996
7976	7998
7976	7999
7976	8000
7976	8002
7994	7976
8003	8216
8003	8248
8003	8254
8003	8265
8003	8266
8003	8268
8003	8270
8003	8273
8003	8276
8003	8288
8009	8254
8254	7987
8254	7988
8254	7990
8254	8000
8254	8002
8254	8003
8254	8005
8254	8006
8254	8008
8254	8010
8254	8012
8254	8014
8254	8306
8254	8307
8254	8308
8254	8309
8254	8310
8254	8352
8254	8382
8266	8003
8273	8003
8273	8006
8273	8010
8273	8306
8273	8307
8273	8308
8273	8309
8273	8310
8273	8311
8273	8312
8273	8355
8273	8383
8310	8254
8310	8273
8310	8336
8336	8310
8336	8356
8382	8597
8392	8510
8392	8516
8392	8517
8392	8518
8392	8521
8392	8534
8392	8535
8392	8536
8392	8537
8392	8538
8392	8539
8392	8572
8392	8575
8392	8585
8392	8586
8392	8589
8392	8590
8392	8592
8392	8593
8392	8594
8392	8595
8392	8596
8392	8597
8392	8599
8392	8600
8392	8601
8392	8602
8392	8603
8392	8604
8392	8605
8392	8607
8392	8608
8392	8609
8392	8610
8392	8611
8392	8614
8392	8615
8392	8616
8392	8620
8485	8392
8615	8392
8615	8660
8660	8608
8660	8609
8660	8611
8660	8614
8660	8615
8660	8616
8660	8617
8660	8618
8660	8619
8660	8620
8660	8621
8660	8623
8660	8645
8660	8711
8660	8712
8660	8714
8660	8734
8660	8756
8660	8784
8660	8792
8660	8793
8660	8795
8712	8660
8712	8666
8763	8660
8763	8666
8799	8660
8989	8918
8989	8922
8989	8928
8989	8934
8989	8935
8989	8936
8989	8937
8989	8939
8989	8945
8989	8982
8989	8986
8989	8987
8994	8931
9110	9039
9110	9122
9110	9123
9110	9145
9110	9146
9660	9554
9660	9729
9778	9813
9825	9896
9848	9896
9853	9896
9855	9896
9856	9896
9858	9896
9896	9825
9896	9826
9896	9827
9896	9828
9896	9829
9896	9830
9896	9832
9896	9849
9896	9850
9896	9852
9896	9853
9896	9854
9896	9855
9896	9856
9896	9857
9896	9858
9896	9859
9896	9860
9896	9861
9896	9862
9896	9863
9896	9864
9896	9865
9896	9867
9896	9869
9896	9870
9896	9872
9896	9873
9896	9875
9896	9876
9896	9879
9896	9880
9971	10075
10003	10075
10009	10075
10015	10047
10015	10075
10026	10047
10026	10075
10117	10158
10118	10158
10119	10158
10122	10158
10124	10122
10124	10154
10124	10239
10124	10246
10124	10247
10124	10285
10124	10294
10126	10158
10159	10124
10246	10124
10246	10158
10247	10124
10247	10158
10285	10124
10285	10158
10479	10526
10512	10494
10526	10455
10526	10470
10526	10474
10526	10488
10526	10489
10526	10490
10526	10508
10526	10516
10526	10518
10526	10537
10526	10538
10526	10539
10526	10540
10526	10542
10526	10545
10526	10547
10526	10549
10526	10550
10526	10551
10526	10552
10526	10553
10526	10554
10526	10555
10526	10560
10526	10679
10526	10680
10526	10681
10526	10687
10526	10688
10526	10707
10526	10708
10555	10494
10555	10526
10679	10727
10682	10526
10682	10689
10682	10726
10682	10727
10687	10526
10687	10727
10689	10526
10689	10539
10689	10679
10689	10680
10689	10681
10689	10682
10689	10683
10689	10684
10689	10685
10689	10686
10689	10693
10689	10694
10689	10695
10689	10696
10689	10697
10689	10699
10689	10700
10689	10707
10689	10708
10726	10679
10726	10680
10726	10681
10726	10788
10726	10791
10726	10792
10726	10795
10726	10796
10726	10797
10726	10798
10726	10799
10726	10800
10726	10801
10726	10802
10726	10804
10726	10805
10727	10679
10727	10680
10727	10681
10727	10682
10727	10688
10727	10707
10727	10708
10727	10787
10727	10788
10727	10791
10727	10792
10727	10794
10727	10795
10727	10796
10727	10797
10727	10798
10727	10799
10727	10800
10727	10801
10727	10802
10727	10803
10727	10804
10727	10805
10727	10806
11022	10905
