"source"	"target"
225	254
225	257
253	225
254	225
257	225
615	617
1182	1177
1182	1195
1182	1196
1182	1198
1182	1200
1182	1201
1182	1204
1182	1205
1182	1206
1182	1207
1182	1217
1182	1231
1182	1370
1204	1182
1213	1177
1213	1231
1213	1370
1226	1177
1226	1217
1226	1231
1226	1234
1226	1485
1226	2368
1267	1276
1267	1329
1267	1370
1267	1481
1267	1485
1523	1617
1658	1617
1839	1892
3280	3282
3280	3293
3280	3297
3280	3317
3280	3344
3293	3286
3352	3389
3362	3389
3367	3389
3389	3348
3389	3350
3389	3351
3389	3353
3389	3356
3389	3360
3389	3362
3389	3363
3389	3365
3389	3366
3389	3368
3389	3369
3389	3377
3389	3380
3389	3381
3389	3383
3389	3439
3389	3473
3389	3484
3396	3389
3397	3389
3412	3409
3448	3409
3450	3389
3450	3526
3476	3526
3479	3526
3525	60250
3526	3454
3526	3455
3526	3473
3526	3482
3526	3510
3526	3528
3526	3529
3526	3531
3526	3574
3526	3575
3526	3636
3526	60250
3526	60251
3657	3720
3666	3720
3666	60250
3690	3720
3690	60250
3884	3765
3884	3767
3884	3769
3884	3828
3884	3829
3884	3830
3884	3886
4120	4217
4128	4217
4141	4217
4191	4217
4276	4350
4288	4350
4421	4350
4528	4557
4713	4750
5111	5125
5156	5160
5156	5188
5156	5192
5156	5196
5156	5200
5156	5201
5156	5202
5161	5188
5163	5188
5216	5274
5216	5302
5226	5284
5226	5289
5226	5291
5243	5302
5274	5221
5301	5333
5302	5235
5302	5243
5302	5244
5302	5245
5302	5246
5302	5247
5302	5324
5302	5329
5302	5330
5302	5331
5302	5332
5302	5333
5302	5334
5302	5335
5302	5350
5302	5351
5302	5352
5325	5302
5348	5302
5478	5417
5606	5658
5631	5658
5658	5561
5658	5610
5658	5612
5658	5620
5658	5621
5658	5622
5658	5623
5658	5624
5658	5625
5658	5626
5658	5627
5658	5628
5658	5629
5658	5630
5658	5631
5728	5724
5739	5724
5816	5793
5840	5793
5845	5793
5854	5793
