node	agg	layer1	layer2	layer3	layer4
43506	1436	0	0	0	1436
43531	1163	0	0	0	1163
43514	452	0	0	0	452
43910	397	0	0	0	397
43516	386	0	0	0	386
43588	369	0	0	0	369
43575	366	0	0	0	366
43590	366	0	0	0	366
43563	339	0	0	0	339
43510	323	0	0	0	323
43508	322	0	0	0	322
9757	281	0	0	281	0
9733	276	0	4	272	0
9039	274	0	3	272	0
9724	258	0	0	258	0
43579	250	0	0	0	250
9701	237	0	1	236	0
5828	223	0	40	193	0
9708	217	0	2	216	0
9800	216	0	0	216	0
6334	207	0	26	188	0
9780	204	0	0	204	0
9834	198	0	0	198	0
9774	197	0	0	197	0
9656	191	0	1	190	0
9868	189	0	0	189	0
9872	189	0	0	189	0
9893	189	0	0	189	0
9665	188	0	5	185	0
5752	186	0	41	166	0
9948	186	0	0	186	0
6728	184	0	20	170	0
43582	184	0	0	0	184
44158	182	0	0	0	182
6487	180	0	17	167	0
6900	179	0	18	166	0
9706	177	0	0	177	0
9857	177	0	0	177	0
9926	177	0	0	177	0
9803	173	0	3	171	0
9709	172	0	1	171	0
9900	172	0	0	172	0
5751	171	0	35	155	0
9739	169	0	0	169	0
9677	168	0	0	168	0
9687	168	0	0	168	0
9855	168	0	0	168	0
9707	166	0	0	166	0
43527	165	0	0	0	165
6326	163	0	39	131	0
43580	163	0	0	0	163
43584	163	0	0	0	163
10030	162	0	6	159	0
5800	161	0	43	126	0
43820	161	0	0	0	161
5932	159	0	62	122	0
9652	159	0	0	159	0
9943	158	0	0	158	0
43525	158	0	0	0	158
9689	157	0	2	157	0
6870	156	0	28	134	0
9694	155	0	1	154	0
9861	155	0	0	155	0
9951	155	0	0	155	0
6027	154	0	13	146	0
10094	154	0	4	150	0
43581	154	0	0	0	154
9699	152	0	0	152	0
9666	151	0	2	149	0
9669	151	0	0	151	0
9730	150	0	0	150	0
13346	148	0	0	0	148
9674	147	0	0	147	0
9790	147	0	0	147	0
9667	145	0	0	145	0
9736	145	0	0	145	0
9711	144	0	0	144	0
9754	144	0	1	143	0
9747	143	0	0	143	0
9762	143	0	1	142	0
9796	143	0	0	143	0
9846	143	0	0	143	0
10100	143	0	0	143	0
8251	142	0	4	139	0
9713	142	0	0	142	0
9743	142	0	1	141	0
9675	141	0	2	139	0
9719	141	0	1	140	0
9784	141	0	4	140	0
9799	141	0	0	141	0
9672	140	0	0	140	0
9805	140	0	2	139	0
9809	140	0	0	140	0
9950	140	0	10	131	0
5963	139	0	20	122	0
9889	139	0	0	139	0
43526	139	0	0	0	139
9725	138	0	0	138	0
9837	138	0	0	138	0
43883	137	0	0	0	137
9673	136	0	0	136	0
9742	136	0	0	136	0
9718	135	0	0	135	0
9869	135	0	0	135	0
9680	134	0	0	134	0
9690	134	0	4	130	0
9830	134	0	2	132	0
9682	133	0	6	130	0
9791	133	0	0	133	0
10546	133	0	0	133	0
9766	132	0	7	129	0
10072	132	0	0	132	0
9816	131	0	0	131	0
10017	131	0	3	129	0
9658	130	0	6	126	0
9664	129	0	0	129	0
9696	129	0	0	129	0
9697	129	0	6	123	0
9700	129	0	2	127	0
6874	128	0	27	109	0
9655	128	0	5	125	0
9668	128	0	0	128	0
9992	125	0	0	125	0
6239	124	0	25	108	0
9829	124	0	0	124	0
10120	124	0	0	124	0
43528	124	0	0	0	124
44007	124	0	0	0	124
9653	123	0	0	123	0
9661	123	0	0	123	0
9662	122	0	5	119	0
9969	122	0	6	116	0
9712	121	0	0	121	0
9751	121	0	5	118	0
9880	120	0	5	115	0
9881	120	0	0	120	0
10293	120	0	0	120	0
44006	120	0	0	0	120
9714	119	0	8	111	0
9732	119	0	0	119	0
9862	119	0	3	116	0
9654	118	0	3	115	0
9657	118	0	4	114	0
9660	118	0	3	116	0
9804	118	0	2	117	0
9676	117	0	0	117	0
9679	117	0	6	113	0
9755	117	0	1	116	0
9820	117	0	0	117	0
43512	117	0	0	0	117
43513	117	0	0	0	117
6772	116	0	10	109	0
9683	116	0	2	115	0
9787	116	0	1	115	0
9659	115	0	3	113	0
9716	115	0	1	114	0
43542	115	0	0	0	115
9678	114	0	0	114	0
9814	114	0	2	112	0
6918	113	0	21	92	0
9681	113	0	0	113	0
9686	113	0	0	113	0
9720	113	0	0	113	0
9685	112	0	0	112	0
10106	112	0	0	112	0
9692	111	0	2	110	0
9710	111	0	4	108	0
6089	110	0	16	99	0
9698	110	0	2	108	0
9901	109	0	0	109	0
9870	108	0	0	108	0
10229	108	0	1	107	0
