"name"	"mIDH2_R"	"mIDH1_R"	"distance"
"31"	"AASDHPPT"	0.560576078909294	0.589513481298559	0.0216
"32"	"AASS"	0.635161021929222	0.654554744588142	0.0134
"33"	"AATF"	0.620657983812447	0.597269624229491	-0.0161
"34"	"AATK"	0.528709837989647	0.542741627202167	0.0118
"35"	"AB019440.1"	0.27176786832323	0.271243075100834	0.0066
"36"	"AB019440.50"	0.27176786832323	0.271243075100834	0.0066
"37"	"ABAT"	0.542110541783182	0.55050488710608	0.0076
"38"	"ABCA1"	0.858863831347431	0.854628386921913	-0.0074
"39"	"ABCA10"	0.464874024730959	0.492655250696631	0.0226
"40"	"ABCA11P"	0.478965405856124	0.401334330924718	-0.0512
"41"	"ABCA12"	0.428480827408427	0.417586615823911	-0.0037
"42"	"ABCA13"	0.416048348086726	0.458069202107621	0.0335
"43"	"ABCA17P"	0.451446857493095	0.459464061145837	0.0091
"44"	"ABCA2"	0.670103236774071	0.635433034531021	-0.0249
"45"	"ABCA3"	0.632709278984635	0.63880847533301	0.0042
"46"	"ABCA4"	0.56608296918922	0.587772154805032	0.0164
"47"	"ABCA5"	0.460196986212891	0.457188916103494	0.0012
"48"	"ABCA6"	0.460107270356008	0.433039584969005	-0.0155
"49"	"ABCA7"	0.517910773605281	0.574316601172573	0.0415
"50"	"ABCA8"	0.654617736483625	0.653046793912403	-0.0016
"51"	"ABCA9"	0.412704335732714	0.403096474322046	-0.0024
"52"	"ABCA9-AS1"	0.280446379602016	0.280850484314436	0.0071
"53"	"ABCB1"	0.818753929442398	0.822019388241752	-0.0014
"54"	"ABCB10"	0.442254126567547	0.455459584835173	0.0129
"55"	"ABCB11"	0.800191444680709	0.793851323715257	-0.0077
"56"	"ABCB4"	0.733254027415702	0.732140869574801	-0.0028
"57"	"ABCB5"	0.422188560840603	0.403279421277426	-0.0091
"58"	"ABCB6"	0.581140289155115	0.587691358350615	0.0055
"59"	"ABCB7"	0.463081811945955	0.500894323307903	0.0296
"60"	"ABCB8"	0.43815919308081	0.364520402853195	-0.0476
"61"	"ABCB9"	0.455821895169053	0.49466773433859	0.0305
"62"	"ABCC1"	0.787880787287729	0.792664607219694	3e-04
"63"	"ABCC10"	0.421744580566386	0.46327960415873	0.033
"64"	"ABCC11"	0.694567052585848	0.691968581126453	-0.003
"65"	"ABCC12"	0.396787689665438	0.336373644696201	-0.0376
"66"	"ABCC13"	0.43700971834913	0.46657423494427	0.0244
"67"	"ABCC2"	0.803653311349069	0.80142564711624	-0.0049
"68"	"ABCC3"	0.819968731206673	0.823110959259301	-0.0015
"69"	"ABCC4"	0.767573539740602	0.767275618619578	-0.0029
"70"	"ABCC5"	0.648021879342167	0.650587328544507	0.0015
"71"	"ABCC5-AS1"	0.279513870383471	0.277481441858478	0.0054
"72"	"ABCC6"	0.383487197878055	0.431233191933299	0.0381
"73"	"ABCC6P1"	0.411757460623525	0.394841064531526	-0.0075
"74"	"ABCC6P2"	0.394876912949366	0.372674386679367	-0.0109
"75"	"ABCC8"	0.424577385920206	0.479864186855918	0.0426
"76"	"ABCC9"	0.469953933898903	0.457473206311425	-0.0056
"77"	"ABCD1"	0.691015192926479	0.694273578566056	0.0011
"78"	"ABCD2"	0.601154900173687	0.617692078981334	0.0121
"79"	"ABCD3"	0.673490671328263	0.684272261609904	0.0067
"80"	"ABCD4"	0.609000048075392	0.638370225758443	0.0209
"81"	"ABCE1"	0.711400336901186	0.714213346109076	4e-04
"82"	"ABCF1"	0.618445417802315	0.620857488717308	0.0019
"83"	"ABCF2"	0.577073256528905	0.558993863521167	-0.0116
"84"	"ABCF3"	0.665031530991382	0.634411970245844	-0.022
"85"	"ABCG1"	0.494498445007086	0.491849870306606	8e-04
"86"	"ABCG2"	0.771843587661208	0.778258242303641	0.0017
"87"	"ABCG4"	0.413827905851212	0.463030980168494	0.0385
"88"	"ABCG5"	0.455617162322018	0.480137678987566	0.0205
"89"	"ABCG8"	0.491128709281205	0.520079625978823	0.0229
"90"	"ABHD1"	0.401516193081874	0.413144308543769	0.0126
"91"	"ABHD10"	0.384122777285311	0.37692934863781	-2e-04
"92"	"ABHD11"	0.478039020842631	0.497358758073457	0.0165
"93"	"ABHD12"	0.627756975004898	0.62712320359195	-4e-04
"94"	"ABHD12B"	0.371026752303364	0.430465576728783	0.0465
"95"	"ABHD13"	0.420727986082036	0.402635811612833	-0.0085
"96"	"ABHD14A"	0.514989433977802	0.479699611759922	-0.0223
"97"	"ABHD14A-ACY1"	0.338222885519262	0.338949196656537	0.0062
"98"	"ABHD14B"	0.493251665032057	0.516348271249533	0.0188
"99"	"ABHD15"	0.474411107670129	0.489910095055325	0.0139
"100"	"ABHD2"	0.436586893573485	0.468207160033608	0.0258
"101"	"ABHD3"	0.416658656698272	0.402397328835273	-0.0058
"102"	"ABHD4"	0.584553343267575	0.542948337547464	-0.0281
"103"	"ABHD5"	0.616519984512119	0.64229176975045	0.0183
"104"	"ABHD6"	0.619169397402257	0.619113431560582	2e-04
"105"	"ABHD8"	0.482905525885909	0.488032626225789	0.0065
"106"	"ABI1"	0.649906514483093	0.642534578508689	-0.0055
"107"	"ABI2"	0.528216708968816	0.524800041503762	-4e-04
"108"	"ABI3"	0.413232250962398	0.463964009097403	0.0396
"109"	"ABI3BP"	0.431778892456116	0.5104979117948	0.0588
"110"	"ABL1"	0.657491370002944	0.65342487526548	-0.0033
"111"	"ABL2"	0.510290342147582	0.519675829516167	0.0089
"112"	"ABLIM1"	0.580731921206349	0.57131269672205	-0.0056
"113"	"ABLIM2"	0.622009608984074	0.636242816285231	0.0101
"114"	"ABLIM3"	0.537193752169815	0.544211794934382	0.0067
"115"	"ABO"	0.687202271730962	0.688330596064305	-3e-04
"116"	"ABR"	0.451253056808825	0.409973024493027	-0.0253
"117"	"ABRA"	0.437867400391925	0.427882225268063	-0.0032
"118"	"ABRAXAS1"	0.502145148372691	0.497978831346365	-4e-04
"119"	"ABRAXAS2"	0.368503430314678	0.365210568618824	0.0028
"120"	"ABT1"	0.559440179595192	0.503133391428223	-0.0379
"121"	"ABTB1"	0.43434591956509	0.454454405169695	0.0179
"122"	"ABTB2"	0.57293841835844	0.561659539663654	-0.0067
"123"	"AC000003.1"	0.231328927306406	0.233480768977968	0.0093
"124"	"AC000111.3"	0.243567862220002	0.242849551257272	0.007
"125"	"AC000123.4"	0.249125581058107	0.249144374494455	0.0074
"126"	"AC002064.4"	0.270069412722543	0.266933092721742	0.0048
"127"	"AC002066.2"	0.230684133920561	0.232482714825827	0.009
"128"	"AC002368.4"	0.372026346900856	0.363726084094597	-7e-04
"129"	"AC002429.5"	0.233251542662602	0.232734338292921	0.0074
"130"	"AC002477.1"	0.273885732107758	0.272401698178406	0.0059
"131"	"AC002511.1"	0.253939573727195	0.251805683303089	0.0059
"132"	"AC002511.2"	0.243840923653566	0.242610141930696	0.0067
"133"	"AC002539.1"	0.339070044270079	0.348976249636253	0.0126
"134"	"AC002553.1"	0.230891702512962	0.23023241333021	0.0073
"135"	"AC002558.1"	0.264157816402353	0.265594841769709	0.0081
"136"	"AC002978.1"	0.238483450848251	0.235860747248741	0.0058
"137"	"AC002979.1"	0.233514197986939	0.232049703739021	0.0067
"138"	"AC002994.1"	0.329885212655851	0.335592963951232	0.0098
"139"	"AC003102.1"	0.346117257776705	0.301691195343149	-0.0254
"140"	"AC003104.1"	0	0.232051369702874	0.1741
"141"	"AC003666.1"	0.247593946607461	0.251957955804791	0.0105
"142"	"AC003681.1"	0.24944204380165	0.247781105014457	0.0063
"143"	"AC003682.16"	0.273660386526607	0.277758044285245	0.0098
"144"	"AC003958.2"	0.250223433308776	0.252483069443902	0.009
"145"	"AC004000.1"	0.29191186227443	0.29271895460728	0.0072
"146"	"AC004016.1"	0.234112146302813	0.243543653082983	0.0143
"147"	"AC004017.1"	0.264106539252132	0.266295276783773	0.0087
"148"	"AC004041.2"	0.259771756099728	0.252875394980538	0.0024
"149"	"AC004054.1"	0	0.235091883278366	0.1762
"150"	"AC004066.3"	0.229185003656562	0.227497717968826	0.0066
"151"	"AC004069.1"	0.230011022462013	0.230206660556429	0.0079
"152"	"AC004076.9"	0.25540439671683	0.262581997114465	0.0123
"153"	"AC004160.4"	0.229198242396373	0.228978545302999	0.0077
"154"	"AC004231.2"	0.249007185410724	0.251551207673021	0.0092
"155"	"AC004237.1"	0.260289683047174	0.260001277725063	0.007
"156"	"AC004458.1"	0.237414260726005	0.235951442087117	0.0066
"157"	"AC004485.3"	0.265930136708496	0.26672421628459	0.0077
"158"	"AC004492.1"	0.241582928789789	0.241492962742911	0.0075
"159"	"AC004528.1"	0.343115676354747	0.345219985684349	0.0071
"160"	"AC004528.4"	0.343115676354747	0.345219985684349	0.0071
"161"	"AC004593.3"	0.234590391116438	0.234332144282482	0.0075
"162"	"AC004673.1"	0.268949317981637	0.268444776063267	0.0067
"163"	"AC004691.5"	0.228680854995436	0.228338573577717	0.0076
"164"	"AC004692.4"	0.278920258161525	0.280021120282236	0.0076
"165"	"AC004699.1"	0.325254905328299	0.346681564540645	0.0209
"166"	"AC004745.1"	0.233733534239338	0.233040696646228	0.0073
"167"	"AC004837.4"	0.239764594996572	0.242129652927433	0.0093
"168"	"AC004837.5"	0.241169150544371	0.243850405640739	0.0095
"169"	"AC004862.6"	0.232694941849288	0.232984067748967	0.008
"170"	"AC004893.11"	0.231789837460955	0.231836082615277	0.0078
"171"	"AC004906.3"	0.23582885800213	0.235380777194544	0.0074
"172"	"AC004941.3"	0.246521634113634	0.244300396648692	0.0059
"173"	"AC004969.1"	0.283399299365738	0.27689361976737	0.0022
"174"	"AC004988.1"	0.229218565021502	0.229013799604387	0.0077
"175"	"AC005008.2"	0.248462250177181	0.248104384304992	0.0072
"176"	"AC005037.1"	0.238027019555396	0.237454721520412	0.0073
"177"	"AC005037.2"	0.238027019555396	0.237454721520412	0.0073
"178"	"AC005042.4"	0.234363227630692	0.236599151572423	0.0093
"179"	"AC005048.1"	0.233866274196737	0.233440957466865	0.0074
"180"	"AC005062.2"	0.247637287370777	0.246181771173157	0.0064
"181"	"AC005071.1"	0	0.33819383144074	0.2481
"182"	"AC005082.1"	0.321858103296205	0.335274067480224	0.0154
"183"	"AC005154.6"	0.244365884647923	0.244307607773536	0.0075
"184"	"AC005162.4"	0.234004049633614	0.233749850776362	0.0076
"185"	"AC005215.1"	0.229112626647923	0.228502495427109	0.0074
"186"	"AC005224.2"	0.247883474992025	0.247064783293931	0.0069
"187"	"AC005237.4"	0.406347268177326	0.395934941144799	-0.0029
"188"	"AC005284.1"	0.264907087679641	0.26450763828241	0.0068
"189"	"AC005329.7"	0.409472673454704	0.381305930117967	-0.0153
"190"	"AC005481.5"	0.238080592290739	0.237797706809937	0.0075
"191"	"AC005493.1"	0.234108587392027	0.235525501945669	0.0087
"192"	"AC005513.1"	0.231148245988466	0.23505407889953	0.0105
"193"	"AC005534.8"	0.436485776069243	0.440523615653968	0.0066
"194"	"AC005538.5"	0.293973276004706	0.292548882146608	0.0056
"195"	"AC005544.1"	0.26408415525915	0.263614101595853	0.0068
"196"	"AC005550.3"	0.22982494109457	0.229600758383621	0.0077
"197"	"AC005682.5"	0.277234617802969	0.286440354558219	0.0133
"198"	"AC005740.5"	0.236411613177138	0.23500912481999	0.0067
"199"	"AC005757.7"	0.376356184681626	0.383344021948168	0.0098
"200"	"AC005841.1"	0.312473349022042	0.310549545110301	0.0049
"201"	"AC005863.1"	0.242985792102362	0.243310783800861	0.0078
"202"	"AC006011.4"	0.283081655724637	0.28247573306715	0.0064
"203"	"AC006035.1"	0.229966857176433	0.229741785315662	0.0077
"204"	"AC006042.6"	0.251197808869567	0.255216509599842	0.0102
"205"	"AC006070.12"	0.281036222261007	0.285735103475355	0.0101
"206"	"AC006153.3"	0.330188810344837	0.343083400956027	0.0148
"207"	"AC006159.4"	0.228418358018035	0.230856573223927	0.0095
"208"	"AC006159.5"	0.228264433108551	0.23058983375641	0.0095
"209"	"AC006262.10"	0	0.320462663508536	0.2357
"210"	"AC006322.1"	0.235512423255323	0.235952375265846	0.008
"211"	"AC006371.1"	0.276891979668205	0.280178644770933	0.0092
"212"	"AC006372.1"	0.237585719060018	0.237306300979585	0.0075
"213"	"AC006377.1"	0.2281681225803	0.227993237314566	0.0077
"214"	"AC006378.2"	0.297842020863387	0.297107657038345	0.006
"215"	"AC006380.1"	0.231048596239572	0.23091109682808	0.0077
"216"	"AC006435.1"	0.249177163692834	0.250852931645954	0.0086
"217"	"AC006460.2"	0.255480882473995	0.255248037840362	0.0071
"218"	"AC006538.1"	0	0.264068077967139	0.1964
"219"	"AC006557.1"	0.268949317981637	0.268444776063267	0.0067
"220"	"AC006960.7"	0.231492950471176	0.231363376541604	0.0077
"221"	"AC006988.1"	0.263626014244747	0.263015710022122	0.0067
"222"	"AC007038.7"	0.245977226450787	0.249305325231492	0.0098
"223"	"AC007050.17"	0.22640501914847	0.22688748863587	0.0082
"224"	"AC007096.1"	0.235041993185426	0.234780530187689	0.0075
"225"	"AC007098.1"	0.28712458000765	0.307680148097425	0.021
"226"	"AC007099.2"	0.229397140450217	0.229275223668804	0.0077
"227"	"AC007131.3"	0.260797908045938	0.260351952642609	0.0069
"228"	"AC007179.2"	0.266698566534685	0.266209959584944	0.0068
"229"	"AC007242.1"	0.235252248576864	0.236420222165737	0.0085
"230"	"AC007271.3"	0.231930205919504	0.233871441649372	0.0091
"231"	"AC007333.1"	0.231438873122997	0.231203142576416	0.0076
"232"	"AC007339.1"	0.227271078510898	0.226949725492859	0.0076
"233"	"AC007349.7"	0.238201906122781	0.23797304972509	0.0075
"234"	"AC007362.3"	0	0.248249019374667	0.1854
"235"	"AC007365.2"	0.230445763321091	0.230239204121525	0.0077
"236"	"AC007383.4"	0.242265578782379	0.24387140219478	0.0087
"237"	"AC007395.3"	0	0.255045597322069	0.1901
"238"	"AC007401.2"	0.237383668257171	0.240694172047559	0.01
"239"	"AC007402.1"	0.268949317981637	0.268444776063267	0.0067
"240"	"AC007436.1"	0.272247476370711	0.27192139801218	0.0068
"241"	"AC007450.1"	0.261323349211607	0.251559028560213	4e-04
"242"	"AC007551.1"	0.233608789365639	0.233357450264451	0.0076
"243"	"AC007556.3"	0.262615146639827	0.265906602605909	0.0095
"244"	"AC007557.1"	0.232234311137348	0.231522646017088	0.0073
"245"	"AC007557.2"	0.232734271181217	0.231730417148236	0.0071
"246"	"AC007557.3"	0.232734271181217	0.231730417148236	0.0071
"247"	"AC007557.4"	0.232763145507497	0.231657399802633	0.007
"248"	"AC007563.1"	0.232234311137348	0.231522646017088	0.0073
"249"	"AC007563.5"	0.232734271181217	0.231730417148236	0.0071
"250"	"AC007611.1"	0.251048311546688	0.262205186857198	0.0152
"251"	"AC007620.3"	0.232361614001378	0.251745408091743	0.0213
"252"	"AC007679.3"	0.23252273647703	0.237485427787342	0.0112
"253"	"AC007750.5"	0.240820627890226	0.241719849798802	0.0082
"254"	"AC008045.1"	0.253643724379302	0.257499856149396	0.01
"255"	"AC008067.2"	0.27064643473028	0.270129208517418	0.0067
"256"	"AC008069.2"	0.257421331704329	0.256999252286158	0.007
"257"	"AC008073.7"	0.252786255256285	0.252716170706922	0.0073
"258"	"AC008073.9"	0.240325406530625	0.240398046158279	0.0077
"259"	"AC008085.1"	0.237504139303524	0.236715608068855	0.0071
"260"	"AC008154.4"	0	0.371766429534608	0.2715
"261"	"AC008174.3"	0.231153881003481	0.230944666865982	0.0076
"262"	"AC008271.1"	0.237284452721116	0.237169367200622	0.0076
"263"	"AC008277.1"	0.229623059689479	0.229465371648085	0.0077
"264"	"AC008278.3"	0.241319701953207	0.241230338118191	0.0075
"265"	"AC008394.1"	0.227760479452767	0.227722782114907	0.0078
"266"	"AC008410.1"	0.260130757658861	0.25750443778155	0.0054
"267"	"AC008581.1"	0.241105553490051	0.245367969455947	0.0106
"268"	"AC008592.4"	0.239446826205845	0.239251368632702	0.0075
"269"	"AC008625.1"	0.240229637483287	0.239987173416635	0.0074
"270"	"AC008671.1"	0.251837015084448	0.260917852288824	0.0137
"271"	"AC008694.3"	0.245504802184787	0.245961697728932	0.0078
"272"	"AC008706.1"	0.257795603823769	0.263615801392301	0.0113
"273"	"AC008753.3"	0.290209613503819	0.289552652986485	0.0062
"274"	"AC008753.4"	0.290209613503819	0.289552652986485	0.0062
"275"	"AC008836.1"	0.231036264012428	0.230803425124506	0.0076
"276"	"AC008869.1"	0.233354589460082	0.233316765578525	0.0077
"277"	"AC008937.2"	0.234074516914987	0.234215478621135	0.0078
"278"	"AC008949.1"	0.228282117902672	0.227974265008461	0.0076
"279"	"AC008984.5"	0.296911325883743	0.297871156670644	0.0072
"280"	"AC008984.7"	0.296911325883743	0.297871156670644	0.0072
"281"	"AC009009.1"	0.256763333423045	0.251054014957585	0.0033
"282"	"AC009095.4"	0.24445274048517	0.248091812383171	0.0101
"283"	"AC009196.1"	0.23210450504214	0.231898397249916	0.0076
"284"	"AC009227.2"	0	0.22964489600202	0.1724
"285"	"AC009228.1"	0.238021038072194	0.238616796776925	0.0081
"286"	"AC009299.1"	0.268122586925656	0.272297608112472	0.01
"287"	"AC009299.2"	0.24993521198119	0.247831663316901	0.006
"288"	"AC009303.1"	0.265570725314314	0.265989067674039	0.0074
"289"	"AC009305.1"	0.256920042077884	0.257465220473385	0.0077
"290"	"AC009365.4"	0	0.301269656637489	0.2224
"291"	"AC009473.1"	0.253756278502409	0.255653165627447	0.0087
"292"	"AC009480.3"	0.228505397370144	0.228290656225018	0.0077
"293"	"AC009505.2"	0.228352555035025	0.227996712751289	0.0076
"294"	"AC009518.8"	0	0.300202528873206	0.2216
"295"	"AC009542.2"	0.260184765227645	0.268228677686111	0.0128
"296"	"AC009677.1"	0.228221084959534	0.22793674385818	0.0076
"297"	"AC009784.1"	0.264973656410607	0.265092317659898	0.0072
"298"	"AC009835.1"	0.250814112021577	0.250439408992074	0.0071
"299"	"AC009950.2"	0.231217285084637	0.231849021787038	0.0082
"300"	"AC009970.1"	0.237566587720405	0.235865150591057	0.0065
"301"	"AC009997.1"	0.248462250177181	0.248104384304992	0.0072
"302"	"AC010082.2"	0.250814112021577	0.250439408992074	0.0071
"303"	"AC010136.2"	0.320788748700505	0.334154570463839	0.0154
"304"	"AC010209.1"	0.236578163093321	0.236305532394891	0.0075
"305"	"AC010247.1"	0.241533495767883	0.250223589721937	0.0136
"306"	"AC010295.1"	0.23225996647512	0.231456734858183	0.0072
"307"	"AC010297.1"	0.300431763421223	0.289725816023531	-0.001
"308"	"AC010327.2"	0.271523715664377	0.277785660824165	0.0114
"309"	"AC010368.1"	0.259665103940599	0.253260224988455	0.0028
"310"	"AC010368.2"	0.286725212475584	0.273724915620983	-0.0024
"311"	"AC010376.1"	0.242113448808908	0.240138664554648	0.0062
"312"	"AC010422.1"	0.307812778705734	0.337637861645633	0.0271
"313"	"AC010458.1"	0.300918933255512	0.309679595962089	0.0125
"314"	"AC010468.2"	0.235033306565116	0.234877506648568	0.0076
"315"	"AC010492.4"	0.322837999602778	0.329754395853854	0.0108
"316"	"AC010518.3"	0.296911325883743	0.297871156670644	0.0072
"317"	"AC010524.2"	0.310068150428443	0.312975599210127	0.0083
"318"	"AC010525.1"	0.362876237273605	0.358851442793246	0.0024
"319"	"AC010525.2"	0.362876237273605	0.358851442793246	0.0024
"320"	"AC010525.4"	0.362876237273605	0.358851442793246	0.0024
"321"	"AC010525.6"	0.362876237273605	0.358851442793246	0.0024
"322"	"AC010525.7"	0.362876237273605	0.358851442793246	0.0024
"323"	"AC010536.1"	0.360748165719672	0.371638062896882	0.0129
"324"	"AC010547.9"	0.249693216407453	0.251009682738523	0.0083
"325"	"AC010609.1"	0.23689052358329	0.236956542492727	0.0077
"326"	"AC010745.1"	0.248393944640625	0.25019048522573	0.0087
"327"	"AC010754.1"	0.233357279512475	0.232928230906053	0.0074
"328"	"AC010761.8"	0.260108213220023	0.259164520788904	0.0066
"329"	"AC010894.5"	0.361493901360536	0.354663109908249	5e-04
"330"	"AC010907.2"	0.276156118867458	0.306340382698133	0.028
"331"	"AC010930.1"	0.233476207618643	0.235396868481487	0.0091
"332"	"AC010969.1"	0.243923197592554	0.239166184029321	0.0042
"333"	"AC010974.3"	0.234703141762781	0.23444406449589	0.0075
"334"	"AC010976.2"	0.255769657545209	0.255283044985594	0.007
"335"	"AC010999.1"	0.253724519089866	0.253329017358663	0.0071
"336"	"AC011294.3"	0	0.229951874530328	0.1726
"337"	"AC011363.1"	0.240982851648645	0.241003050864046	0.0076
"338"	"AC011366.3"	0.268949317981637	0.268444776063267	0.0067
"339"	"AC011407.1"	0.252759208878127	0.258884816368025	0.0116
"340"	"AC011410.1"	0.2510047625303	0.251985267051466	0.0081
"341"	"AC011453.1"	0.286609220307163	0.286609761255597	0.0067
"342"	"AC011465.1"	0.249552648662996	0.260092281722311	0.0148
"343"	"AC011475.1"	0.248980807152266	0.246425854160915	0.0057
"344"	"AC011478.1"	0.242392852190754	0.242078507294545	0.0073
"345"	"AC011526.1"	0.271357720388402	0.281764700462082	0.0143
"346"	"AC011558.5"	0.386580748119456	0.42347696737195	0.0305
"347"	"AC011625.1"	0.241674078317277	0.238021989349322	0.005
"348"	"AC011626.1"	0.268949317981637	0.268444776063267	0.0067
"349"	"AC011893.3"	0.25333196110687	0.24973078914913	0.0048
"350"	"AC011899.9"	0.233958613037183	0.233708922415775	0.0076
"351"	"AC012047.1"	0.248345454666643	0.247988472382061	0.0072
"352"	"AC012119.1"	0.251673977177708	0.251625310540363	0.0074
"353"	"AC012150.1"	0.235196208321374	0.235547593506016	0.008
"354"	"AC012175.1"	0.268949317981637	0.268444776063267	0.0067
"355"	"AC012305.1"	0.257421331704329	0.256999252286158	0.007
"356"	"AC012358.7"	0.235262548414855	0.236977384529838	0.0089
"357"	"AC012358.8"	0.239014498579791	0.238057862585993	0.007
"358"	"AC012360.1"	0.231673902972275	0.231832743191567	0.0079
"359"	"AC012360.6"	0.2281121563646	0.227810019929906	0.0076
"360"	"AC012362.3"	0.236841725678843	0.236970525623849	0.0078
"361"	"AC012363.4"	0.230813883527611	0.230582644783054	0.0076
"362"	"AC012456.3"	0.384237522524455	0.395510655371531	0.0127
"363"	"AC012457.2"	0.233706862298958	0.233486787153844	0.0076
"364"	"AC012485.2"	0.256892819707474	0.255740129207436	0.0065
"365"	"AC012499.1"	0.238987187312103	0.238702728272753	0.0074
"366"	"AC012501.2"	0.249254160053728	0.252723113591509	0.0099
"367"	"AC012507.3"	0.241716037069375	0.243016424665713	0.0085
"368"	"AC012507.4"	0.240255765705735	0.241628656517969	0.0086
"369"	"AC012513.6"	0.236948678338164	0.237311164396108	0.0079
"370"	"AC012594.1"	0.308929416614175	0.314849024566787	0.0104
"371"	"AC012613.2"	0.245135950607103	0.249065077523292	0.0103
"372"	"AC013268.1"	0.365518308008821	0.373308953587555	0.0106
"373"	"AC013283.1"	0.238366016967863	0.240492702221494	0.0091
"374"	"AC013436.6"	0.263761812456212	0.267776827340798	0.0099
"375"	"AC013437.2"	0.242678200218872	0.245028186931078	0.0092
"376"	"AC013444.2"	0.240116333677081	0.247516448627312	0.0128
"377"	"AC013468.1"	0.253310800619244	0.256701137048318	0.0097
"378"	"AC013472.3"	0.239343561317164	0.236512776858657	0.0057
"379"	"AC013472.4"	0.270708304036089	0.265187189957587	0.0032
"380"	"AC013480.2"	0.245124947278816	0.253223359638647	0.0132
"381"	"AC013731.1"	0.243954319368694	0.244455987967233	0.0079
"382"	"AC013751.1"	0.278309295355156	0.284445063289371	0.0111
"383"	"AC015849.2"	0.247728769988625	0.248197154211985	0.0078
"384"	"AC015923.1"	0.235161135257945	0.236227667207092	0.0084
"385"	"AC015936.3"	0.278638136656197	0.303106120087692	0.0239
"386"	"AC015987.2"	0.284936735846384	0.297571681968482	0.0155
"387"	"AC015989.1"	0.310113979297401	0.333953642636461	0.0229
"388"	"AC015989.2"	0.310113979297401	0.333953642636461	0.0229
"389"	"AC016194.1"	0.244892905906754	0.244560754186319	0.0073
"390"	"AC016575.1"	0.229451835911666	0.229230344183806	0.0077
"391"	"AC016644.1"	0.235486111401026	0.235664393566287	0.0078
"392"	"AC016706.1"	0.250347017164348	0.253246193318612	0.0094
"393"	"AC016708.2"	0.267338359754293	0.268807338083975	0.0081
"394"	"AC016712.1"	0.233418362020246	0.234080730127661	0.0082
"395"	"AC016716.2"	0.238447117476944	0.238389089715541	0.0076
"396"	"AC016722.3"	0.234407081023637	0.233900181147463	0.0074
"397"	"AC016723.4"	0.25390238289612	0.257829177042978	0.0101
"398"	"AC016738.3"	0.227509489023344	0.227301885373636	0.0077
"399"	"AC016751.2"	0.251874901423416	0.251469673896405	0.0071
"400"	"AC016751.3"	0.251874901423416	0.251469673896405	0.0071
"401"	"AC016764.1"	0.232591448786198	0.231580560271134	0.0071
"402"	"AC016821.1"	0.239892800189473	0.242369386911972	0.0093
"403"	"AC016894.1"	0.247804056779435	0.253228595156464	0.0112
"404"	"AC016994.2"	0	0.370242984326547	0.2705
"405"	"AC017006.2"	0.228533405788241	0.228249358873369	0.0076
"406"	"AC017006.3"	0.230405229461791	0.230141398757354	0.0076
"407"	"AC017028.1"	0.231816782122121	0.232091066636971	0.008
"408"	"AC017076.5"	0.238927583344668	0.242559998011415	0.0102
"409"	"AC017083.1"	0.23396294125041	0.232880482576915	0.007
"410"	"AC017083.3"	0.23380050075695	0.232478844928008	0.0068
"411"	"AC017084.1"	0.240366285264641	0.243086880754417	0.0095
"412"	"AC018450.1"	0.227717312476072	0.227487673767917	0.0077
"413"	"AC018628.1"	0.234112146302813	0.233857273049193	0.0075
"414"	"AC018690.1"	0.231818994635692	0.23049323108525	0.0068
