node	mux	agg	layer1	layer2	layer3	layer4
1	0.5	2	1	0	0	0
2	2.5	10	5	0	0	0
3	4.5	18	9	0	0	0
4	1	4	2	0	0	0
5	2	8	4	0	0	0
6	7.4	29.6	14.8	0	0	0
7	0.5	2	1	0	0	0
8	0.5	2	1	0	0	0
9	6.4	25.6	12.8	0	0	0
10	2	8	4	0	0	0
11	6.9	27.6	13.8	0	0	0
12	0.5	2	1	0	0	0
13	4.2	16.8	8.4	0	0	0
14	1.2	4.8	2.4	0	0	0
15	10.3	41.2	20.6	0	0	0
16	0.5	2	1	0	0	0
17	0.2	0.8	0.4	0	0	0
18	0.2	0.8	0.4	0	0	0
19	1.9	7.6	3.8	0	0	0
20	2.1	8.4	4.2	0	0	0
21	1	4	2	0	0	0
22	11.8	47.2	23.6	0	0	0
23	2.1	8.4	4.2	0	0	0
24	0.6	2.4	1.2	0	0	0
25	0.6	2.4	1.2	0	0	0
26	3.4	13.6	6.8	0	0	0
27	5.1	20.4	10.2	0	0	0
28	5.2	20.8	10.4	0	0	0
29	0.2	0.8	0.4	0	0	0
30	0.5	2	1	0	0	0
31	0.4	1.6	0.8	0	0	0
32	1.4	5.6	2.8	0	0	0
33	5	20	10	0	0	0
34	1.4	5.6	2.8	0	0	0
35	0.7	2.8	1.4	0	0	0
36	0.5	2	1	0	0	0
37	5.7	22.8	11.4	0	0	0
38	1.1	4.4	2.2	0	0	0
39	2.8	11.2	5.6	0	0	0
40	0.4	1.6	0.8	0	0	0
41	1.2	4.8	2.4	0	0	0
42	2.4	9.6	4.8	0	0	0
43	2.3	9.2	4.6	0	0	0
44	1.2	4.8	2.4	0	0	0
45	2	8	4	0	0	0
46	18.4	73.6	36.8	0	0	0
47	11.3	45.2	22.6	0	0	0
48	18.3	73.2	36.6	0	0	0
49	1	4	2	0	0	0
50	0.5	2	1	0	0	0
51	0.5	2	1	0	0	0
52	9	36	18	0	0	0
53	6.7	26.8	13.4	0	0	0
54	6.4	25.6	12.8	0	0	0
55	7.9	31.6	15.8	0	0	0
56	2.5	10	5	0	0	0
57	6.7	26.8	13.4	0	0	0
58	4.2	16.8	8.4	0	0	0
59	7.8	31.2	15.6	0	0	0
60	8.9	35.6	17.8	0	0	0
61	4	16	8	0	0	0
62	7.2	28.8	14.4	0	0	0
63	3.1	12.4	6.2	0	0	0
64	11.1	44.4	22.2	0	0	0
65	6	24	12	0	0	0
66	2.6	10.4	5.2	0	0	0
67	11.3	45.2	22.6	0	0	0
68	7.5	30	15	0	0	0
69	4.9	19.6	9.8	0	0	0
70	4.3	17.2	8.6	0	0	0
71	1.2	4.8	2.4	0	0	0
72	4.3	17.2	8.6	0	0	0
73	15.2	60.8	30.4	0	0	0
74	3	12	6	0	0	0
75	2	8	4	0	0	0
76	1.5	6	3	0	0	0
77	0.2	0.8	0.4	0	0	0
78	4.6	18.4	9.2	0	0	0
79	0.5	2	1	0	0	0
80	2.1	8.4	4.2	0	0	0
81	3.6	14.4	7.2	0	0	0
82	4.2	16.8	8.4	0	0	0
83	5.7	22.8	11.4	0	0	0
84	4.4	17.6	8.8	0	0	0
85	2.5	10	5	0	0	0
86	6.3	25.2	12.6	0	0	0
87	0.2	0.8	0.4	0	0	0
88	10.9	43.6	21.8	0	0	0
89	2.8	11.2	5.6	0	0	0
90	0.7	2.8	1.4	0	0	0
91	0.7	2.8	1.4	0	0	0
92	4.5	18	9	0	0	0
93	1.7	6.8	3.4	0	0	0
94	1.1	4.4	2.2	0	0	0
95	1.6	6.4	3.2	0	0	0
96	2.5	10	5	0	0	0
97	4.4	17.6	8.8	0	0	0
98	0.2	0.8	0.4	0	0	0
99	0.5	2	1	0	0	0
100	2	8	4	0	0	0
101	6.5	26	13	0	0	0
102	0.6	2.4	1.2	0	0	0
103	4.8	19.2	9.6	0	0	0
104	1.5	6	3	0	0	0
105	5.1	20.4	10.2	0	0	0
106	8.9	35.6	17.8	0	0	0
107	2.5	10	5	0	0	0
108	1.7	6.8	3.4	0	0	0
109	0.7	2.8	1.4	0	0	0
110	4.5	18	9	0	0	0
111	9	36	18	0	0	0
112	4.9	19.6	9.8	0	0	0
113	2.5	10	5	0	0	0
114	8.4	33.6	16.8	0	0	0
115	8.7	34.8	17.4	0	0	0
116	0.7	2.8	1.4	0	0	0
117	5.7	22.8	11.4	0	0	0
118	5.2	20.8	10.4	0	0	0
119	1	4	2	0	0	0
120	8.9	35.6	17.8	0	0	0
121	5.4	21.6	10.8	0	0	0
122	5.4	21.6	10.8	0	0	0
123	1	4	2	0	0	0
124	2.3	9.2	4.6	0	0	0
125	4.8	19.2	9.6	0	0	0
126	0.4	1.6	0.8	0	0	0
127	1.6	6.4	3.2	0	0	0
128	4.8	19.2	9.6	0	0	0
129	6.9	27.6	13.8	0	0	0
130	3.3	13.2	6.6	0	0	0
131	10.7	42.8	21.4	0	0	0
132	0.9	3.6	1.8	0	0	0
133	4.6	18.4	9.2	0	0	0
134	2.6	10.4	5.2	0	0	0
135	6.1	24.4	12.2	0	0	0
136	3.9	15.6	7.8	0	0	0
137	4.8	19.2	9.6	0	0	0
138	3.4	13.6	6.8	0	0	0
139	6.4	25.6	12.8	0	0	0
140	1	4	2	0	0	0
141	1.4	5.6	2.8	0	0	0
142	5.7	22.8	11.4	0	0	0
143	9.6	38.4	19.2	0	0	0
144	0.2	0.8	0.4	0	0	0
145	0.9	3.6	1.8	0	0	0
146	1.8	7.2	3.6	0	0	0
147	1.5	6	3	0	0	0
148	1	4	2	0	0	0
149	4	16	8	0	0	0
150	1	4	2	0	0	0
151	7.4	29.6	14.8	0	0	0
152	0.7	2.8	1.4	0	0	0
153	8.9	35.6	17.8	0	0	0
154	8.8	35.2	17.6	0	0	0
155	4.3	17.2	8.6	0	0	0
156	5.7	22.8	11.4	0	0	0
157	1.4	5.6	2.8	0	0	0
158	3	12	6	0	0	0
159	10.4	41.6	20.8	0	0	0
160	0.5	2	1	0	0	0
161	0.8	3.2	1.6	0	0	0
162	8.5	34	17	0	0	0
163	13.8	55.2	27.6	0	0	0
164	10.6	42.4	21.2	0	0	0
165	0.9	3.6	1.8	0	0	0
166	5.1	20.4	10.2	0	0	0
167	1.8	7.2	3.6	0	0	0
168	5.1	20.4	10.2	0	0	0
169	11	44	22	0	0	0
170	1.4	5.6	2.8	0	0	0
171	3.7	14.8	7.4	0	0	0
172	0.4	1.6	0.8	0	0	0
173	5.3	21.2	10.6	0	0	0
174	4.6	18.4	9.2	0	0	0
175	2.2	8.8	4.4	0	0	0
176	3.4	13.6	6.8	0	0	0
177	7	28	14	0	0	0
178	8.4	33.6	16.8	0	0	0
179	1.2	4.8	2.4	0	0	0
180	0.2	0.8	0.4	0	0	0
181	0.6	2.4	1.2	0	0	0
182	0.5	2	1	0	0	0
183	3.5	14	7	0	0	0
184	2	8	4	0	0	0
185	6.2	24.8	12.4	0	0	0
186	12.4	49.6	24.8	0	0	0
187	1.9	7.6	3.8	0	0	0
188	6	24	12	0	0	0
189	5.5	22	11	0	0	0
190	3.6	14.4	7.2	0	0	0
191	10.5	42	21	0	0	0
192	6.8	27.2	13.6	0	0	0
193	2.4	9.6	4.8	0	0	0
194	7.3	29.2	14.6	0	0	0
195	9.3	37.2	18.6	0	0	0
196	11.3	45.2	22.6	0	0	0
197	19.1	76.4	38.2	0	0	0
198	18.6	74.3999999999999	37.2	0	0	0
199	11.3	45.2	22.6	0	0	0
200	0.7	2.8	1.4	0	0	0
201	2.1	8.4	4.2	0	0	0
202	7.9	31.6	15.8	0	0	0
203	3	12	6	0	0	0
204	3.5	14	7	0	0	0
205	1.7	6.8	3.4	0	0	0
206	5.5	22	11	0	0	0
207	2.5	10	5	0	0	0
208	0.9	3.6	1.8	0	0	0
209	0.7	2.8	1.4	0	0	0
210	3.9	15.6	7.8	0	0	0
211	0.6	2.4	1.2	0	0	0
212	6	24	12	0	0	0
213	16.6	66.3999999999999	33.2	0	0	0
214	2.2	8.8	4.4	0	0	0
215	6.6	26.4	13.2	0	0	0
216	5	20	10	0	0	0
217	2.1	8.4	4.2	0	0	0
218	5.9	23.6	11.8	0	0	0
219	5.6	22.4	11.2	0	0	0
220	0.7	2.8	1.4	0	0	0
221	3.3	13.2	6.6	0	0	0
222	1	4	2	0	0	0
223	1.5	6	3	0	0	0
224	1.9	7.6	3.8	0	0	0
225	2.2	8.8	4.4	0	0	0
226	2.8	11.2	5.6	0	0	0
227	2.6	10.4	5.2	0	0	0
228	1.4	5.6	2.8	0	0	0
229	4.6	18.4	9.2	0	0	0
230	4.5	18	9	0	0	0
231	4.8	19.2	9.6	0	0	0
232	2	8	4	0	0	0
233	8.1	32.4	16.2	0	0	0
234	2.6	10.4	5.2	0	0	0
235	19.4	77.6	38.8	0	0	0
236	7.9	31.6	15.8	0	0	0
237	2.5	10	5	0	0	0
238	1.5	6	3	0	0	0
239	10.9	43.6	21.8	0	0	0
240	9.5	38	19	0	0	0
241	0.5	2	1	0	0	0
242	5.2	20.8	10.4	0	0	0
243	8.2	32.8	16.4	0	0	0
244	7.5	30	15	0	0	0
245	0.8	3.2	1.6	0	0	0
246	1.7	6.8	3.4	0	0	0
247	0.2	0.8	0.4	0	0	0
248	3.3	13.2	6.6	0	0	0
249	10.9	43.6	21.8	0	0	0
250	11.3	45.2	22.6	0	0	0
251	1.6	6.4	3.2	0	0	0
252	11.7	46.8	23.4	0	0	0
253	0.4	1.6	0.8	0	0	0
254	1.2	4.8	2.4	0	0	0
255	0.8	3.2	1.6	0	0	0
256	2.8	11.2	5.6	0	0	0
257	1.6	6.4	3.2	0	0	0
258	0.9	3.6	1.8	0	0	0
259	4.1	16.4	8.2	0	0	0
260	10.3	41.2	20.6	0	0	0
261	0.4	1.6	0.8	0	0	0
262	6.3	25.2	12.6	0	0	0
263	8.3	33.2	16.6	0	0	0
264	1.2	4.8	2.4	0	0	0
265	5.5	22	11	0	0	0
266	1.7	6.8	3.4	0	0	0
267	3.6	14.4	7.2	0	0	0
268	1.3	5.2	2.6	0	0	0
269	2	8	4	0	0	0
270	5.3	21.2	10.6	0	0	0
271	11.1	44.4	22.2	0	0	0
272	8	32	16	0	0	0
273	0.6	2.4	1.2	0	0	0
274	3.8	15.2	7.6	0	0	0
275	9.4	37.6	18.8	0	0	0
276	7.1	28.4	14.2	0	0	0
277	0.8	3.2	1.6	0	0	0
278	4	16	8	0	0	0
279	8.6	34.4	17.2	0	0	0
280	1	4	2	0	0	0
281	1.8	7.2	3.6	0	0	0
282	0.2	0.8	0.4	0	0	0
283	1.2	4.8	2.4	0	0	0
284	3.7	14.8	7.4	0	0	0
285	16.3	65.2	32.6	0	0	0
286	0.6	2.4	1.2	0	0	0
287	0.5	2	1	0	0	0
288	0.2	0.8	0.4	0	0	0
289	2.6	10.4	5.2	0	0	0
290	2.6	10.4	5.2	0	0	0
291	0.5	2	1	0	0	0
292	4.1	16.4	8.2	0	0	0
293	3.8	15.2	7.6	0	0	0
294	5.5	22	11	0	0	0
295	33.9	135.6	67.7999999999999	0	0	0
296	2.2	8.8	4.4	0	0	0
297	5.6	22.4	11.2	0	0	0
298	5.9	23.6	11.8	0	0	0
299	5	20	10	0	0	0
300	1.9	7.6	3.8	0	0	0
301	0.2	0.8	0.4	0	0	0
302	3	12	6	0	0	0
303	0.7	2.8	1.4	0	0	0
304	0.9	3.6	1.8	0	0	0
305	3.6	14.4	7.2	0	0	0
306	14.3	57.2	28.6	0	0	0
307	9.5	38	19	0	0	0
308	0.2	0.8	0.4	0	0	0
309	2.4	9.6	4.8	0	0	0
310	0.2	0.8	0.4	0	0	0
311	0.2	0.8	0.4	0	0	0
312	1.3	5.2	2.6	0	0	0
313	2.3	9.2	4.6	0	0	0
314	5	20	10	0	0	0
315	3.8	15.2	7.6	0	0	0
316	1.4	5.6	2.8	0	0	0
317	1.7	6.8	3.4	0	0	0
318	2.8	11.2	5.6	0	0	0
319	0.4	1.6	0.8	0	0	0
320	7.2	28.8	14.4	0	0	0
321	0.8	3.2	1.6	0	0	0
322	9.2	36.8	18.4	0	0	0
323	1.4	5.6	2.8	0	0	0
324	0.4	1.6	0.8	0	0	0
325	14.2	56.7999999999999	28.4	0	0	0
326	0.2	0.8	0.4	0	0	0
327	3.2	12.8	6.4	0	0	0
328	1	4	2	0	0	0
329	12.4	49.6	24.8	0	0	0
330	0.2	0.8	0.4	0	0	0
331	0.4	1.6	0.8	0	0	0
332	1.3	5.2	2.6	0	0	0
333	11.1	44.4	22.2	0	0	0
334	1.7	6.8	3.4	0	0	0
335	1.5	6	3	0	0	0
336	6.4	25.6	12.8	0	0	0
337	4.8	19.2	9.6	0	0	0
338	10.6	42.4	21.2	0	0	0
339	11.7	46.8	23.4	0	0	0
340	0.2	0.8	0.4	0	0	0
341	0.4	1.6	0.8	0	0	0
342	1.8	7.2	3.6	0	0	0
343	0.2	0.8	0.4	0	0	0
344	14	56	28	0	0	0
345	6.8	27.2	13.6	0	0	0
346	20.1	80.4	40.2	0	0	0
347	26.6	106.4	53.2	0	0	0
348	4.9	19.6	9.8	0	0	0
349	7.4	29.6	14.8	0	0	0
350	3.4	13.6	6.8	0	0	0
351	16.3	65.2	32.6	0	0	0
352	19.6	78.3999999999999	39.2	0	0	0
353	1.2	4.8	2.4	0	0	0
354	5.3	21.2	10.6	0	0	0
355	1.5	6	3	0	0	0
356	3.2	12.8	6.4	0	0	0
357	1	4	2	0	0	0
358	3.4	13.6	6.8	0	0	0
359	5.4	21.6	10.8	0	0	0
360	5.2	20.8	10.4	0	0	0
361	2	8	4	0	0	0
362	0.4	1.6	0.8	0	0	0
363	0.4	1.6	0.8	0	0	0
364	4.8	19.2	9.6	0	0	0
365	0.2	0.8	0.4	0	0	0
366	1.6	6.4	3.2	0	0	0
367	9	36	18	0	0	0
368	0.4	1.6	0.8	0	0	0
369	2.2	8.8	4.4	0	0	0
370	6.1	24.4	12.2	0	0	0
371	0.2	0.8	0.4	0	0	0
372	20	79.9999999999999	40	0	0	0
373	2.4	9.6	4.8	0	0	0
374	4.8	19.2	9.6	0	0	0
375	6.8	27.2	13.6	0	0	0
376	7.4	29.6	14.8	0	0	0
377	0.9	3.6	1.8	0	0	0
378	5.5	22	11	0	0	0
379	1.5	6	3	0	0	0
380	3	12	6	0	0	0
381	3.2	12.8	6.4	0	0	0
382	3.5	14	7	0	0	0
