"TF"	"size"	"nes"	"pval"	"pval.fdr"
"KLF4"	47	-3.15497343657216	0.00160512718838863	0.359860559929578
"NFIA"	34	-3.10118710181637	0.00192746458836548	0.359860559929578
"ELK1"	14	3.09814084054217	0.00194738856603587	0.359860559929578
"ZNF831"	83	3.04746932413505	0.0023077707959212	0.359860559929578
"TCFL5"	27	-3.01434279885654	0.00257536635707617	0.359860559929578
"RFX7"	21	2.99128670422426	0.00277804534992586	0.359860559929578
"PRDM8"	29	2.9770485412228	0.00291037926582006	0.359860559929578
"PLAG1"	27	-2.97234778987864	0.00295531704828351	0.359860559929578
"ZNF775"	16	2.96036267567552	0.0030727707606032	0.359860559929578
"ZNF773"	12	2.92586292197156	0.00343502256513723	0.359860559929578
"NFX1"	21	2.90949717670335	0.00362010656560532	0.359860559929578
"ZNF626"	17	2.89186913430412	0.0038295742519146	0.359860559929578
"ZNF609"	11	2.87510553532316	0.00403892472935809	0.359860559929578
"ETS1"	38	-2.85376955215497	0.00432038585994063	0.359860559929578
"OLIG2"	2	2.82794350289976	0.00468480735302915	0.359860559929578
"DPF3"	31	-2.82741424158483	0.00469255823869051	0.359860559929578
"NFATC2"	22	2.77635183881996	0.00549726838073883	0.396773429598032
"TET1"	14	-2.69914420325887	0.00695180463074298	0.397137447439445
"KLF6"	25	-2.65395995351646	0.00795532675764789	0.397137447439445
"SP3"	12	2.63843843084958	0.00832888230534713	0.397137447439445
"POU2AF1"	45	-2.63129713649374	0.00850596316761232	0.397137447439445
"NPAS1"	11	2.63115478895739	0.00850952688826213	0.397137447439445
"ZNF823"	15	2.63086590274625	0.00851676336048391	0.397137447439445
"ZNF446"	19	2.62577875256715	0.00864509899227074	0.397137447439445
"TBX21"	79	2.61569695575559	0.00890455491422506	0.397137447439445
"ZNF821"	14	2.60870238458893	0.00908862499148679	0.397137447439445
"HSF4"	9	2.57241011720931	0.0100993176337245	0.397137447439445
"ZNF169"	7	2.53424565140112	0.0112689702480713	0.397137447439445
"ZNF449"	13	2.52795854392836	0.0114727897932684	0.397137447439445
"ZNF415"	13	2.52038462932564	0.0117226660244354	0.397137447439445
"GSC"	2	2.51685132142157	0.011840878419942	0.397137447439445
"HLF"	19	-2.50278598279533	0.0123220030252801	0.397137447439445
"ARNTL2"	14	2.49927129521771	0.0124448998455015	0.397137447439445
"ZNF131"	16	2.49618151272999	0.0125538344901173	0.397137447439445
"RUNX1"	15	2.49602255006911	0.0125594617088668	0.397137447439445
"SETDB1"	23	2.48356207982943	0.0130075659681554	0.397137447439445
