"tf"	"target"	"mor"	"likelihood"	"state"
"AHDC1"	"ZNF420"	0.869088580002573	1	"activation"
"AHR"	"LYRM7"	-0.257346679864795	1	"inhibition"
"AHR"	"ARMCX3"	0.150872884060452	1	"activation"
"AHR"	"MAP4K2"	0.963176637258473	1	"activation"
"AHR"	"SYCE1L"	0.207700966476857	1	"activation"
"AHR"	"TMBIM6"	0.787919170284146	1	"activation"
"AHR"	"YWHAG"	0.184009129405762	1	"activation"
"AHR"	"PTENP1"	0.391497384726035	1	"activation"
"AHR"	"ZNF44"	-0.00699076279891683	1	"inhibition"
"AHR"	"SCN9A"	0.176041543384357	1	"activation"
"AHR"	"CCDC148"	-0.99734935453644	1	"inhibition"
"AHR"	"FOS"	0.0588017338215946	1	"activation"
"AHR"	"CTU2"	0.983488282245533	1	"activation"
"AHR"	"MAP4"	-0.822815478480335	1	"inhibition"
"AHR"	"ODF3"	0.33128623237913	1	"activation"
"AHR"	"THOC7"	0.195600077365377	1	"activation"
"AHR"	"KLRK1"	-0.121038610796727	1	"inhibition"
"AHR"	"IMPDH2"	0.156530569821695	1	"activation"
"AHR"	"CENPT"	-0.00820439133238746	1	"inhibition"
"AHRR"	"PXMP2"	0.748638488851887	1	"activation"
"AHRR"	"HOXA11"	-0.0962400798594512	1	"inhibition"
"AHRR"	"STK32C"	0.0718970384038044	1	"activation"
"AHRR"	"SFRP2"	0.0749594676428403	1	"activation"
"AHRR"	"C3orf49"	0.572216712140895	1	"activation"
"AHRR"	"BOLA1"	-0.764109266911146	1	"inhibition"
"AHRR"	"CISD3"	-0.00253535082967848	1	"inhibition"
"AHRR"	"EGLN2"	0.129824505910974	1	"activation"
"AHRR"	"CHD4"	0.651751200822926	1	"activation"
"AHRR"	"C1R"	-0.0131355535208632	1	"inhibition"
"AHRR"	"JAK2"	0.99564332075651	1	"activation"
"AIRE"	"DPH2"	0.976088898662744	1	"activation"
"AIRE"	"ST20"	0.614012378736656	1	"activation"
"AIRE"	"TLN2"	0.93535941543309	1	"activation"
"AIRE"	"TLR9"	0.301719038882465	1	"activation"
"AIRE"	"TSKU"	0.190570095625583	1	"activation"
"AIRE"	"CALB1"	0.979610639404843	1	"activation"
"AKAP8"	"ZNRF2"	-0.0114679481763422	1	"inhibition"
"AKAP8"	"NDUFB11"	-0.00428449797590099	1	"inhibition"
"AKAP8"	"GPR157"	-0.0244803511877796	1	"inhibition"
"AKAP8"	"ANKRD34A"	0.319754724588549	1	"activation"
"AKAP8"	"STK39"	0.811964442048986	1	"activation"
"AKAP8"	"HNRNPF"	0.195600077365377	1	"activation"
"AKAP8"	"SLC14A2"	-0.0199584158277905	1	"inhibition"
"AKAP8"	"TXNDC9"	-0.669735472267488	1	"inhibition"
"AKAP8"	"KIR3DL1"	-0.0304687229876795	1	"inhibition"
"AKAP8"	"DAGLB"	-0.110567908999946	1	"inhibition"
"AKAP8"	"SNORA36A"	-0.0848201541703083	1	"inhibition"
"AKAP8"	"AGPAT5"	0.934751975999665	1	"activation"
"AKAP8"	"EIF1"	-0.0128842357850404	1	"inhibition"
"AKAP8"	"NEBL"	0.352505199970009	1	"activation"
"AKAP8"	"NAB2"	0.123752246134007	1	"activation"
"AKAP8"	"RNLS"	-0.820888299833495	1	"inhibition"
"AKAP8"	"VAT1"	-0.987736153212813	1	"inhibition"
"AKAP8"	"ID2"	-0.115709057657306	1	"inhibition"
"AKAP8L"	"GPR83"	0.696186403845529	1	"activation"
"AKAP8L"	"IL12RB2"	-0.00281920927372169	1	"inhibition"
"AKAP8L"	"THNSL2"	-0.996476870378516	1	"inhibition"
"AKAP8L"	"CABIN1"	0.919249148203677	1	"activation"
"AKAP8L"	"SLC22A23"	0.996130467786083	1	"activation"
"AKAP8L"	"TIMD4"	0.819491752117017	1	"activation"
"AKAP8L"	"KREMEN1"	-0.725278994216885	1	"inhibition"
"AKAP8L"	"GOLPH3"	0.364529111575087	1	"activation"
"AKAP8L"	"CD320"	-0.216674236814786	1	"inhibition"
"AKAP8L"	"CDHR2"	0.447025994467685	1	"activation"
"AKAP8L"	"NT5M"	0.447025994467685	1	"activation"
"AKAP8L"	"PCP2"	0.984616476720579	1	"activation"
"AKAP8L"	"PRB3"	0.744831698229778	1	"activation"
"AKAP8L"	"CORO1C"	0.495836198391974	1	"activation"
"AKAP8L"	"USF2"	0.965262476319035	1	"activation"
"AKAP8L"	"SULT1A3"	-0.00644923405986933	1	"inhibition"
"AKAP8L"	"ANGPT2"	0.490690225440338	1	"activation"
"AKAP8L"	"HCFC1R1"	0.974624628633746	1	"activation"
"AKNA"	"PCSK7"	-0.968766302606929	1	"inhibition"
"AKNA"	"HDHD2"	0.99717911325207	1	"activation"
"AKNA"	"CRYZL1"	0.735145254003658	1	"activation"
"AKNA"	"HARBI1"	-0.00355316075403089	1	"inhibition"
"AKNA"	"SP110"	0.257053528503072	1	"activation"
"AKNA"	"TMEM184B"	-0.0178293526559113	1	"inhibition"
"AKNA"	"RAB3IP"	-0.53334572213726	1	"inhibition"
"AKNA"	"SLC15A2"	0.979199119471801	1	"activation"
"AKNA"	"MCF2L2"	-0.974985439314351	1	"inhibition"
"AKNA"	"CENPP"	0.97769558515347	1	"activation"
"AKNA"	"CHIC2"	0.209471240076466	1	"activation"
"AKNA"	"VAMP2"	0.835210225742424	1	"activation"
"AKNA"	"EBP"	0.984771513765863	1	"activation"
"AKNA"	"ZSWIM6"	0.996451771907722	1	"activation"
"AKNA"	"NDEL1"	-0.518704094665996	1	"inhibition"
"AKNA"	"ZBTB39"	0.986381421866603	1	"activation"
"AKNA"	"DNLZ"	-0.00164855524059139	1	"inhibition"
"AKNA"	"ETFB"	0.406464000377686	1	"activation"
"AKNA"	"SOD2"	0.0726522119227051	1	"activation"
"ALX3"	"GAN"	0.644811784191564	1	"activation"
"ALX3"	"RNASE2"	0.674381202310611	1	"activation"
"ALX3"	"APH1A"	0.998290893560937	1	"activation"
"ALX3"	"ATXN2"	0.700443080311062	1	"activation"
"ALX3"	"TMTC3"	0.786237411946513	1	"activation"
"ALX3"	"TXNDC15"	0.220310293599911	1	"activation"
"ALX3"	"SCARNA6"	0.998508124545633	1	"activation"
"ALX3"	"ANKRD36BP1"	0.168332386457537	1	"activation"
"ALX3"	"HRNR"	-0.00362817328875491	1	"inhibition"
"ALX3"	"BRD7P3"	-0.263491812554464	1	"inhibition"
"ALX4"	"CHRDL1"	0.922166295303995	1	"activation"
"ALX4"	"ACOT4"	0.539395324359347	1	"activation"
"ALX4"	"ZNF425"	0.68756734814946	1	"activation"
"ALX4"	"TUBB6"	-0.00465325015563926	1	"inhibition"
"ALX4"	"CAPN7"	0.978352214686069	1	"activation"
"ALX4"	"MRPS15"	-0.00300370321695763	1	"inhibition"
"ALX4"	"LDHD"	0.33128623237913	1	"activation"
"ALX4"	"ELFN2"	0.271488479910229	1	"activation"
"ALX4"	"UBE2V2"	0.980014392841391	1	"activation"
"ALX4"	"ZWINT"	0.431724469090079	1	"activation"
"ANKZF1"	"POLR2H"	0.493263376569014	1	"activation"
"ANKZF1"	"ZNF624"	0.436814936149292	1	"activation"
"ANKZF1"	"MERTK"	-0.146382861297938	1	"inhibition"
"ANKZF1"	"ZNF385D"	0.750527275397325	1	"activation"
"ANKZF1"	"PHYHD1"	-0.0770195188323246	1	"inhibition"
"ANKZF1"	"RASSF8"	0.782844232712418	1	"activation"
"ANKZF1"	"RASIP1"	-0.771334958287212	1	"inhibition"
"ANKZF1"	"PARD3"	-0.0562234822764441	1	"inhibition"
"ANKZF1"	"APOBEC3G"	0.985376881995726	1	"activation"
"ANKZF1"	"SLC35A1"	0.723205530866587	1	"activation"
"ANKZF1"	"APC2"	0.969703014030213	1	"activation"
"ANKZF1"	"AOAH"	-0.00223044045962513	1	"inhibition"
"ANKZF1"	"AOC2"	0.698319189741436	1	"activation"
"ANKZF1"	"ANO6"	0.055728051242132	1	"activation"
"ANKZF1"	"ANO8"	0.750527275397325	1	"activation"
"ANKZF1"	"COG2"	0.976558856891926	1	"activation"
"ANKZF1"	"BRAP"	0.964922776500175	1	"activation"
"ANKZF1"	"FRS3"	0.61642090612172	1	"activation"
"ANKZF1"	"PTP4A1"	0.403958555056084	1	"activation"
"ANKZF1"	"LYG2"	0.996130467786083	1	"activation"
"ANKZF1"	"PKP2"	-0.814996350252763	1	"inhibition"
"ANKZF1"	"ARL6IP5"	-0.910055903863727	1	"inhibition"
"ANKZF1"	"HSPA8"	0.781132805518888	1	"activation"
"ANKZF1"	"RAPGEF5"	0.284228231823527	1	"activation"
"ANKZF1"	"ANKLE2"	0.748638488851887	1	"activation"
"ANKZF1"	"RNF111"	0.887225461413525	1	"activation"
"ANKZF1"	"RGS16"	-0.511345422067511	1	"inhibition"
"ANKZF1"	"ANTXR1"	-0.0384315105826498	1	"inhibition"
"ANKZF1"	"APBB1IP"	0.601880046314003	1	"activation"
"ANKZF1"	"ABHD4"	0.279944799687609	1	"activation"
"ANKZF1"	"SLC6A9"	-0.987736153212813	1	"inhibition"
"ANKZF1"	"AP1B1"	-0.0321605646983975	1	"inhibition"
"ANKZF1"	"AP1G1"	0.992278526804469	1	"activation"
"ANKZF1"	"AP1S3"	0.0741833790787834	1	"activation"
"ANKZF1"	"AP1S1"	-0.551474993285709	1	"inhibition"
"ANKZF1"	"AP2A1"	-0.982984635571855	1	"inhibition"
"ANKZF1"	"AP3M1"	0.702558025861767	1	"activation"
"ANKZF1"	"AP3S2"	-0.00227872007786644	1	"inhibition"
"ANKZF1"	"ANXA9"	0.239196295365497	1	"activation"
"ANKZF1"	"ANKS6"	0.721182474282661	1	"activation"
"ANKZF1"	"ANKAR"	0.995689906856704	1	"activation"
"ANKZF1"	"ANO10"	0.884193128354755	1	"activation"
"ANKZF1"	"APOA2"	-0.185258023291057	1	"inhibition"
"ANKZF1"	"APAF1"	-0.949999900168781	1	"inhibition"
"ANKZF1"	"APBB3"	0.925677628585973	1	"activation"
"ANKZF1"	"APBA3"	0.941152793698047	1	"activation"
"ANKZF1"	"ARL5B"	0.862116035541908	1	"activation"
"ANKZF1"	"DENND4C"	0.996045929213221	1	"activation"
"ANKZF1"	"CRISP2"	-0.980158383486534	1	"inhibition"
"ANKZF1"	"ANKRD39"	0.649445494133264	1	"activation"
"ANKZF1"	"ANKRD31"	0.214844250984672	1	"activation"
"AR"	"SMURF1"	0.117912859411297	1	"activation"
"AR"	"SEC14L4"	0.389019202551408	1	"activation"
"AR"	"SNAP29"	0.971154187299345	1	"activation"
"AR"	"SNORD59A"	-0.138188237426435	1	"inhibition"
"AR"	"TMEM120A"	0.948944790643322	1	"activation"
"AR"	"PLEKHG4B"	-0.36051566953516	1	"inhibition"
"AR"	"PEX5L"	0.950382841400978	1	"activation"
"AR"	"CDK5R1"	-0.0106059287118598	1	"inhibition"
"AR"	"TF"	0.725219183778276	1	"activation"
"AR"	"GTF2IRD1"	0.193913006023895	1	"activation"
"AR"	"IGF2R"	0.218477965741303	1	"activation"
"AR"	"SARDH"	0.38407783534671	1	"activation"
"AR"	"SMYD5"	0.892125089956256	1	"activation"
"AR"	"TPSB2"	0.973601487495444	1	"activation"
"AR"	"SLC8A2"	-0.00281920927372169	1	"inhibition"
"AR"	"A1BG"	0.48811687873723	1	"activation"
"AR"	"UNC119"	0.48811687873723	1	"activation"
"AR"	"NUDT9P1"	0.414004560945393	1	"activation"
"AR"	"MTA1"	0.792905177824551	1	"activation"
"AR"	"LCP1"	0.144025705959176	1	"activation"
"AR"	"CCND1"	0.284228231823527	1	"activation"
"AR"	"LITAF"	0.0654042665375421	1	"activation"
"AR"	"TRIM66"	0.74098608314557	1	"activation"
"AR"	"UMPS"	0.973601487495444	1	"activation"
"AR"	"ZNF470"	0.141356100998355	1	"activation"
"AR"	"ZNF445"	0.295094171459111	1	"activation"
"ARID2"	"DYRK1A"	0.981921432335049	1	"activation"
"ARID2"	"NACC1"	0.0967818550541516	1	"activation"
"ARID2"	"TBXAS1"	0.994884450457917	1	"activation"
"ARID2"	"CDK11B"	-0.161590947757503	1	"inhibition"
"ARID2"	"TNRC6A"	0.951782930283514	1	"activation"
"ARID2"	"FLVCR2"	-0.414939794583626	1	"inhibition"
"ARID2"	"SCARNA5"	-0.0834757223209319	1	"inhibition"
"ARID2"	"ROGDI"	0.112301404680719	1	"activation"
"ARID2"	"RPP21"	0.987828123275736	1	"activation"
"ARID2"	"ANKLE2"	0.950382841400978	1	"activation"
"ARID2"	"FZD6"	-0.0178293526559113	1	"inhibition"
"ARID2"	"GMFG"	-0.00168479928202157	1	"inhibition"
"ARID2"	"PHKB"	0.708848715653818	1	"activation"
"ARID2"	"PLP2"	0.0757426228777311	1	"activation"
"ARID2"	"RRS1"	0.950382841400978	1	"activation"
"ARID2"	"SCLY"	0.243095029853486	1	"activation"
"ARID2"	"SOS2"	0.996130467786083	1	"activation"
"ARID2"	"KCNA6"	-0.00428449797590099	1	"inhibition"
"ARID2"	"SLC4A2"	0.871344955408315	1	"activation"
"ARID2"	"DNAJA1"	0.947467869782999	1	"activation"
"ARID2"	"LARP7"	0.998129810468093	1	"activation"
"ARID2"	"CAND1"	0.996003005102138	1	"activation"
"ARID3A"	"EHHADH"	0.115641210802826	1	"activation"
"ARID3A"	"SAMD14"	-0.124697892816573	1	"inhibition"
"ARID3A"	"HLA-L"	-0.407582697247721	1	"inhibition"
"ARID3A"	"C15orf40"	0.513825534580851	1	"activation"
"ARID3A"	"NUDT16L1"	0.401457351983946	1	"activation"
"ARID3A"	"ZNF337"	0.997473471007979	1	"activation"
"ARID3A"	"IKZF5"	0.980410518289085	1	"activation"
"ARID3A"	"SNORD17"	0.564697062297912	1	"activation"
"ARID3A"	"ALAS1"	0.224005808134423	1	"activation"
"ARID3A"	"SEMA4D"	-0.800593045807742	1	"inhibition"
"ARID3A"	"CD55"	-0.716974009245054	1	"inhibition"
"ARID3A"	"GYPC"	-0.282397279780003	1	"inhibition"
"ARID3A"	"UNC5C"	-0.666623889422222	1	"inhibition"
"ARID3A"	"MEMO1"	0.594532577670031	1	"activation"
"ARID3B"	"HSPA4"	0.960593685424003	1	"activation"
"ARID3B"	"ZFAND5"	-0.761660773998231	1	"inhibition"
"ARID3B"	"STOX1"	0.0839733084410712	1	"activation"
"ARID3B"	"APLP2"	0.998638150309701	1	"activation"
"ARID3B"	"ASL"	0.969998679812416	1	"activation"
"ARID3B"	"RGN"	0.898669417323142	1	"activation"
"ARID3B"	"UBE3B"	0.185633774807199	1	"activation"
"ARID3B"	"FBXL18"	0.369381985451717	1	"activation"
"ARID3B"	"PTGES2"	0.306178339701897	1	"activation"
"ARID3B"	"ADARB2"	-0.389306608610516	1	"inhibition"
"ARID3B"	"PIBF1"	-0.175515947435637	1	"inhibition"
"ARID3B"	"PHRF1"	0.0831168698747341	1	"activation"
"ARID3B"	"CBY1"	-0.0534329163653732	1	"inhibition"
"ARID3B"	"UBR7"	-0.0889626582310983	1	"inhibition"
"ARID3B"	"TLR7"	0.902248903409433	1	"activation"
"ARID3B"	"SLAIN2"	-0.968766302606929	1	"inhibition"
"ARID5A"	"SRP54"	0.998590699069326	1	"activation"
"ARID5A"	"TADA3"	0.969103370195881	1	"activation"
"ARID5A"	"ETV4"	0.997240467934679	1	"activation"
"ARID5A"	"NCK2"	0.945951155437141	1	"activation"
"ARID5A"	"CHRNG"	0.31067113301547	1	"activation"
"ARID5A"	"SLC5A3"	0.308420587567284	1	"activation"
"ARID5A"	"MORF4"	0.706760889866015	1	"activation"
"ARID5A"	"ZNF689"	-0.00294097123777425	1	"inhibition"
"ARID5A"	"NOMO3"	-0.0442166290966396	1	"inhibition"
"ARID5A"	"FABP3"	-0.00204685078427266	1	"inhibition"
"ARID5A"	"ARID5B"	0.155101049267801	1	"activation"
"ARID5A"	"PDIA6"	-0.699833459106333	1	"inhibition"
"ARID5A"	"GOLGB1"	0.998826871942359	1	"activation"
"ARID5A"	"IL2RG"	0.204191570309756	1	"activation"
"ARID5A"	"FBXO10"	0.317471775261934	1	"activation"
"ARID5B"	"ARID5A"	0.155101049267801	1	"activation"
"ARID5B"	"SYCE1L"	0.103784169731618	1	"activation"
"ARID5B"	"DOK1"	-0.00378271189072803	1	"inhibition"
"ARID5B"	"ABCB10"	0.257053528503072	1	"activation"
"ARID5B"	"CCDC117"	0.748638488851887	1	"activation"
"ARID5B"	"RGS17"	0.389019202551408	1	"activation"
"ARID5B"	"RNPS1"	0.640148890389601	1	"activation"
"ARID5B"	"SERINC4"	-0.0108155718016261	1	"inhibition"
"ARNT"	"DEF6"	0.544481157852584	1	"activation"
"ARNT"	"LSM6"	0.322045571439265	1	"activation"
"ARNT"	"NANS"	-0.911065105207655	1	"inhibition"
"ARNT"	"ABCA7"	0.922880434385907	1	"activation"
"ARNT"	"SOX13"	-0.00218313193419977	1	"inhibition"
"ARNT"	"VN1R1"	0.193913006023895	1	"activation"
"ARNT"	"ELAVL1"	-0.759192277434629	1	"inhibition"
"ARNT"	"BCL2L14"	-0.996071464840208	1	"inhibition"
"ARNT"	"ATP2A1"	-0.716974009245054	1	"inhibition"
"ARNT2"	"TPD52L1"	-0.011029079387591	1	"inhibition"
"ARNT2"	"MT1L"	-0.197950944664456	1	"inhibition"
"ARNT2"	"SNORD49A"	0.905715321686679	1	"activation"
"ARNTL"	"RAB8A"	0.381614882567348	1	"activation"
"ARNTL"	"STMN1"	0.577208645268878	1	"activation"
"ARNTL"	"TSPO2"	-0.00942571084315137	1	"inhibition"
"ARNTL"	"UBE2W"	-0.00515634819929477	1	"inhibition"
"ARNTL"	"MAF"	0.0977570835572657	1	"activation"
"ARNTL"	"JMY"	-0.0168454047487198	1	"inhibition"
"ARNTL"	"NBN"	-0.0782758272326461	1	"inhibition"
"ARNTL"	"NLN"	0.0892729836020793	1	"activation"
"ARNTL"	"LYPD3"	0.0516658751434966	1	"activation"
"ARNTL"	"MPV17"	0.0696725895075448	1	"activation"
"ARNTL"	"OPLAH"	0.876840502157028	1	"activation"
"ARNTL"	"GMCL1"	0.176041543384357	1	"activation"
"ARNTL"	"SCNN1D"	0.988554167745547	1	"activation"
"ARNTL"	"SUOX"	0.0797660639260067	1	"activation"
"ARNTL"	"XPO4"	0.577208645268878	1	"activation"
"ARNTL"	"XPO1"	0.715057240207112	1	"activation"
"ARNTL2"	"ASB6"	-0.276018843950088	1	"inhibition"
"ARNTL2"	"FKTN"	0.667675788266211	1	"activation"
"ARNTL2"	"LGMN"	-0.180341094364379	1	"inhibition"
"ARNTL2"	"LRP6"	0.0704072745101625	1	"activation"
"ARNTL2"	"FAM189B"	0.101741369019478	1	"activation"
"ARNTL2"	"ZNF493"	0.950853711269569	1	"activation"
"ARNTL2"	"MVD"	0.204191570309756	1	"activation"
"ARNTL2"	"PHF19"	-0.0507648139619546	1	"inhibition"
"ARNTL2"	"GNGT2"	-0.251282597274401	1	"inhibition"
"ARNTL2"	"TMEM39B"	0.335951698677715	1	"activation"
"ARNTL2"	"TMEM231"	0.536848316030856	1	"activation"
"ARNTL2"	"TMEM44"	0.592072707950501	1	"activation"
"ARNTL2"	"SYAP1"	0.88316667572571	1	"activation"
"ARNTL2"	"BEND5"	0.338295399561955	1	"activation"
"ASCL2"	"ANKRD36"	-0.771334958287212	1	"inhibition"
"ASCL2"	"THOC6"	-0.943398619546034	1	"inhibition"
"ASCL2"	"RASGEF1B"	0.927041177422	1	"activation"
"ASCL2"	"MLST8"	0.493263376569014	1	"activation"
"ASCL2"	"WNT2B"	0.462402124861826	1	"activation"
"ASCL2"	"KIF20B"	-0.985715274237573	1	"inhibition"
"ASCL3"	"SLC11A2"	-0.903760495482643	1	"inhibition"
"ASCL3"	"HRH4"	0.651751200822926	1	"activation"
"ASCL3"	"ISCA1"	-0.824724411555326	1	"inhibition"
"ASCL3"	"ARHGEF17"	0.97702001380637	1	"activation"
"ASH1L"	"MBOAT2"	0.0920284740194621	1	"activation"
"ASH1L"	"ZHX3"	0.997977180371086	1	"activation"
"ASH1L"	"MEIS1"	0.840644022715694	1	"activation"
"ASH1L"	"MPEG1"	-0.225033789380071	1	"inhibition"
"ASH1L"	"MOCS2"	0.128591195926821	1	"activation"
"ASH1L"	"MRPL42"	0.97199295464326	1	"activation"
"ASH1L"	"DDI1"	0.493263376569014	1	"activation"
"ASH1L"	"CLDND2"	0.592072707950501	1	"activation"
"ASH1L"	"GPC5"	-0.0770195188323246	1	"inhibition"
"ASH1L"	"NOL8"	0.999162746204862	1	"activation"
"ASH1L"	"PLAU"	-0.956800485226917	1	"inhibition"
"ATF1"	"CASP10"	-0.0178293526559113	1	"inhibition"
"ATF1"	"PRR12"	0.958645112729511	1	"activation"
"ATF1"	"MAGEE1"	0.913904496996023	1	"activation"
"ATF1"	"ZNF84"	-0.00253535082967848	1	"inhibition"
"ATF1"	"ATF7IP"	0.938319028407001	1	"activation"
"ATF1"	"SURF4"	0.981180428047579	1	"activation"
"ATF1"	"ATAD5"	0.733179101324123	1	"activation"
"ATF1"	"ATE1"	0.949428414632313	1	"activation"
"ATF1"	"SNORD116-15"	0.393980409581994	1	"activation"
"ATF1"	"BCAP31"	-0.113974570771504	1	"inhibition"
"ATF1"	"ATXN7L1"	0.911517646450702	1	"activation"
"ATF1"	"PIGU"	0.99717911325207	1	"activation"
"ATF1"	"PCF11"	0.777680267496388	1	"activation"
"ATF2"	"ABHD10"	0.204191570309756	1	"activation"
"ATF2"	"JKAMP"	0.980990701447064	1	"activation"
"ATF2"	"NIF3L1"	0.772427255625095	1	"activation"
"ATF2"	"ATF3"	-0.0030677003303556	1	"inhibition"
"ATF2"	"CD96"	-0.81697882797356	1	"inhibition"
"ATF2"	"APLP2"	0.190570095625583	1	"activation"
"ATF2"	"ATRIP"	0.997861021688533	1	"activation"
"ATF2"	"NANS"	0.115641210802826	1	"activation"
"ATF2"	"TMC3"	0.759824445090917	1	"activation"
"ATF2"	"PIK3IP1"	-0.0106059287118598	1	"inhibition"
"ATF2"	"PTP4A2"	0.0522294612025148	1	"activation"
"ATF2"	"XPOT"	0.24505940339334	1	"activation"
"ATF2"	"SNORA68"	0.968799344134877	1	"activation"
"ATF2"	"SNORA48"	-0.219438640737584	1	"inhibition"
