TF	size	nes	pval	pval.fdr
ARID2	30	3.17561929341269	0.00149517031552694	0.442830259588769
MYOD1	47	2.97259871795612	0.00295290234503897	0.442830259588769
ZNF274	18	2.90436149671977	0.00368002985807841	0.442830259588769
PAX6	13	2.76976178399347	0.00560973041149271	0.46023622689406
ETV1	29	2.72787048889998	0.00637446297637202	0.46023622689406
GATA3	73	2.45109888282265	0.0142420822591363	0.815266311766654
GLI1	81	-2.33760199195959	0.0194079045221059	0.815266311766654
ASCL1	54	2.25563178763223	0.0240937007347318	0.815266311766654
NR1H4	22	2.22042030930067	0.0263902496853963	0.815266311766654
NFYC	16	-2.18557550909777	0.0288466760263333	0.815266311766654
MYB	25	-2.17235247580925	0.029829086722805	0.815266311766654
FOXL2	22	-2.11331902133092	0.0345734717473104	0.815266311766654
HOXA9	22	2.10537811815478	0.0352584070010861	0.815266311766654
NR2F6	32	2.06056191852294	0.039344852967789	0.815266311766654
ZNF165	111	2.05676557161112	0.0397087812890284	0.815266311766654
ZZZ3	187	2.04854046857636	0.040507071015626	0.815266311766654
NKX3-1	11	2.04790452325401	0.0405693555775748	0.815266311766654
ELF5	20	2.02961416055659	0.0423957743796175	0.815266311766654
AHR	44	1.92913380832582	0.0537142528500727	0.815266311766654
NFATC2	10	1.91680000929946	0.0552633437814118	0.815266311766654
POU2AF1	4	1.90386372055989	0.0569279351120158	0.815266311766654
SMAD1	17	1.87105484591559	0.0613374793742156	0.815266311766654
TERF2	461	-1.86738129564818	0.0618483599215812	0.815266311766654
SATB1	407	1.86439349926831	0.0622664651227714	0.815266311766654
CEBPE	15	1.84235038860036	0.0654239136522624	0.815266311766654
TWIST2	25	1.83712610353824	0.066191281431049	0.815266311766654
SIX5	25	-1.80492744915784	0.0710860357958672	0.815266311766654
NEUROD1	35	1.80488191558155	0.0710931622812948	0.815266311766654
NFE2L1	31	-1.78202608443636	0.074744978148372	0.815266311766654
SPDEF	10	1.75641812177896	0.0790170407995415	0.815266311766654
ZNF148	10	1.73999507767986	0.0818598822820491	0.815266311766654
NCOA2	18	-1.73485008199632	0.0827673627769288	0.815266311766654
TERF1	477	1.72231580397346	0.085012326357588	0.815266311766654
CREB3L1	21	-1.71245171647727	0.0868134553686919	0.815266311766654
HOXA10	15	1.70866670852224	0.0875127041959263	0.815266311766654
ZEB1	15	1.70307068475922	0.0885548412220252	0.815266311766654
ETS2	30	1.69841335805788	0.0894297726710799	0.815266311766654
JUN	121	1.69261628113093	0.0905285299922445	0.815266311766654
BHLHE22	21	1.66868344861861	0.0951801310228043	0.815266311766654
CREM	52	1.65315117091428	0.0983001012570311	0.815266311766654
BCL11A	36	1.64978114950412	0.0989877056085716	0.815266311766654
SNAPC4	30	1.64645980101754	0.099669129819569	0.815266311766654
KLF4	12	-1.64333430704671	0.100313783860843	0.815266311766654
GATA6	53	1.63729262040435	0.10156934212717	0.815266311766654
TCF7L2	20	1.63702141743482	0.10162599454155	0.815266311766654
SETBP1	4	1.6183045969758	0.105596970498903	0.816863942160023
MAZ	72	-1.60894285893381	0.107628836732696	0.816863942160023
TWIST1	15	1.604456397522	0.108613488154241	0.816863942160023
HMGA1	19	1.59133964809345	0.111533158551948	0.819081782190471
SOX11	29	1.5780838839867	0.11454634007898	0.819081782190471
HOXC11	13	1.5730158212936	0.115715154824693	0.819081782190471
ATF2	24	1.53288696784383	0.125303707421236	0.868034191973284
POU2F1	33	1.52427542696021	0.127439922921285	0.868034191973284
GLI2	16	1.51208877110866	0.130511281045539	0.872492082545177
TFDP1	12	1.49081419977399	0.136010282631104	0.892722036905976
ERG	12	1.48048238827828	0.138744557361928	0.894406878708142
NME2	464	1.44812844278894	0.1475811322805	0.897240672876268
SKI	4	1.44396227242187	0.148749588123633	0.897240672876268
PITX2	11	1.4311907808962	0.152375545015983	0.897240672876268
IRF2	76	-1.42762484025052	0.153399869884185	0.897240672876268
E2F7	30	1.42173228895734	0.155103982800208	0.897240672876268
PAX3	10	1.41783594914197	0.156238665918624	0.897240672876268
TEAD4	73	-1.39433452219974	0.163216610684253	0.897240672876268
EHF	20	1.39318850941577	0.163562793557202	0.897240672876268
ADNP	417	1.3824164634347	0.166843863913276	0.897240672876268
SPIB	61	1.379636689045	0.167698535072549	0.897240672876268
ATF7	28	1.376454575233	0.168680941519898	0.897240672876268
ZNF384	66	1.37539401516601	0.169009323422677	0.897240672876268
ZHX1	486	1.36513759686509	0.172209807235209	0.90098174510015
MEIS2	62	-1.33073770390617	0.183275332258385	0.930360689880149
FOXO4	14	-1.32960655822687	0.183647936191065	0.930360689880149
ZBTB33	12	1.31735767785069	0.1877187601362	0.930360689880149
SRF	10	1.3091825822934	0.190472510782265	0.930360689880149
ZNF639	29	-1.30645218994465	0.191398827594194	0.930360689880149
MBD4	31	1.3009130111716	0.19328823196956	0.930360689880149
RFX5	14	1.29255881227713	0.196163692629441	0.931777539989843
RFX2	21	-1.2735101225582	0.202837082866699	0.940545132016059
KMT2A	11	1.26646195349351	0.20534774250686	0.940545132016059
ETV4	15	1.25937980602665	0.207893179884187	0.940545132016059
ZBTB16	19	-1.25287674120725	0.210250567638313	0.940545132016059
RARG	52	-1.25072057163942	0.211036442363714	0.940545132016059
RUNX1	21	1.23570321029195	0.216568903818734	0.942615978684527
PDX1	52	1.22730920153921	0.219706398483703	0.942615978684527
ZBTB11	22	1.22624576806008	0.220106202815224	0.942615978684527
PRDM1	42	1.22137097775346	0.221945590548988	0.942615978684527
FOSL2	10	-1.21419121869197	0.224674712993868	0.9431112952417
